,doi,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,strain_final,biosample_genotype,project,condition,refrence,condition_name_old,project_name_old,full_condition_name,replicate,refrence_condition_old,strain_description,base_media,carbon_source,aerobicity,nitrogen_source,supplement,temperature,growth_phase,OD,additional_notes,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,passed_similar_replicates,passed_number_replicates,sample,n_replicates
SRX7874205,https://doi.org/10.1111/mmi.14584,3/9/20 5:11,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR11267573,SRP252017,PRJNA611483,611483.0,SRS6282509,SAMN14332582,SRA1052330,RNA-Seq,PCR,TRANSCRIPTOMIC,Southern University of Science and Technology,0.0,10303908.0,,,,,PAO1,PAO1,wild type,NC_002516.2,Anthranilate_metabolism_GntR_AntP,GntR_AntP_wt,GntR_AntP_wt,GntR_AntP_wt,Anthranilate_GntR_AntP,Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt,2,GntR_AntP_wt,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,2.0
SRX7874206,https://doi.org/10.1111/mmi.14584,3/9/20 5:13,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR11267572,SRP252017,PRJNA611483,611483.0,SRS6282510,SAMN14332583,SRA1052330,RNA-Seq,PCR,TRANSCRIPTOMIC,Southern University of Science and Technology,0.0,10303909.0,,,,,PAO1,PAO1,wild type,NC_002516.2,Anthranilate_metabolism_GntR_AntP,antP,GntR_AntP_wt,antP1,Anthranilate_GntR_AntP,Anthranilate_metabolism_GntR_AntP:antP,1,GntR_AntP_wt,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Anthranilate_metabolism_GntR_AntP:antP:1,2.0
SRX7874207,https://doi.org/10.1111/mmi.14584,3/9/20 5:13,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR11267571,SRP252017,PRJNA611483,611483.0,SRS6282511,SAMN14332584,SRA1052330,RNA-Seq,PCR,TRANSCRIPTOMIC,Southern University of Science and Technology,0.0,10303910.0,,,,,PAO1,PAO1,wild type,NC_002516.2,Anthranilate_metabolism_GntR_AntP,antP,GntR_AntP_wt,antP2,Anthranilate_GntR_AntP,Anthranilate_metabolism_GntR_AntP:antP,2,GntR_AntP_wt,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Anthranilate_metabolism_GntR_AntP:antP:2,2.0
SRX8639787,https://dx.doi.org/10.3390%2Fpathogens2020288,7/1/20 16:45,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 550,SRR12118056,SRP269357,PRJNA643216,643216.0,SRS6924565,SAMN15404541,SRA1092923,RNA-Seq,cDNA,TRANSCRIPTOMIC,National Center for Toxicological Research,0.0,0.0,11227883,15404541,GSE153546,,,PAO1,Antibiotics_Biofilm,,Antibiotics_impregnated_catheters,PA01_Planktonic_Ctrl,PA01_Planktonic_Ctrl,PA01_Planktonic_Ctrl,Antibiotics_Biofilm,Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl,1,PA01_Planktonic_Ctrl,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,2.0
SRX8639788,https://dx.doi.org/10.3390%2Fpathogens2020288,7/1/20 16:45,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 550,SRR12118057,SRP269357,PRJNA643216,643216.0,SRS6924566,SAMN15404539,SRA1092923,RNA-Seq,cDNA,TRANSCRIPTOMIC,National Center for Toxicological Research,0.0,0.0,11227884,15404539,GSE153546,,,PAO1,Antibiotics_Biofilm,,Antibiotics_impregnated_catheters,PA01_Planktonic_Ctrl,PA01_Planktonic_Ctrl,PA01_Planktonic_Ctrl,Antibiotics_Biofilm,Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl,2,PA01_Planktonic_Ctrl,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,2.0
SRX8639789,https://dx.doi.org/10.3390%2Fpathogens2020288,7/1/20 16:45,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 550,SRR12118058,SRP269357,PRJNA643216,643216.0,SRS6924567,SAMN15404538,SRA1092923,RNA-Seq,cDNA,TRANSCRIPTOMIC,National Center for Toxicological Research,0.0,0.0,11227885,15404538,GSE153546,,,PAO1,Antibiotics_Biofilm,,Antibiotics_impregnated_catheters,PA01_Biofilm_Ctrl,PA01_Planktonic_Ctrl,PA01_Biofilm_Ctrl,Antibiotics_Biofilm,Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl,1,PA01_Biofilm_Ctrl,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,4.0
SRX8639790,https://dx.doi.org/10.3390%2Fpathogens2020288,7/1/20 16:45,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 550,SRR12118059,SRP269357,PRJNA643216,643216.0,SRS6924568,SAMN15404536,SRA1092923,RNA-Seq,cDNA,TRANSCRIPTOMIC,National Center for Toxicological Research,0.0,0.0,11227886,15404536,GSE153546,,,PAO1,Antibiotics_Biofilm,,Antibiotics_impregnated_catheters,PA01_Biofilm_Ctrl,PA01_Planktonic_Ctrl,PA01_Biofilm_Ctrl,Antibiotics_Biofilm,Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl,2,PA01_Biofilm_Ctrl,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,4.0
SRX8639791,https://dx.doi.org/10.3390%2Fpathogens2020288,7/1/20 16:45,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 550,SRR12118060,SRP269357,PRJNA643216,643216.0,SRS6924569,SAMN15404534,SRA1092923,RNA-Seq,cDNA,TRANSCRIPTOMIC,National Center for Toxicological Research,0.0,0.0,11227887,15404534,GSE153546,,,PAO1,Antibiotics_Biofilm,,Antibiotics_impregnated_catheters,PA01_Biofilm_Ctrl,PA01_Planktonic_Ctrl,PA01_Biofilm_Ctrl,Antibiotics_Biofilm,Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl,3,PA01_Biofilm_Ctrl,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,4.0
SRX8639792,https://dx.doi.org/10.3390%2Fpathogens2020288,7/1/20 16:45,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 550,SRR12118061,SRP269357,PRJNA643216,643216.0,SRS6924570,SAMN15404532,SRA1092923,RNA-Seq,cDNA,TRANSCRIPTOMIC,National Center for Toxicological Research,0.0,0.0,11227888,15404532,GSE153546,,,PAO1,Antibiotics_Biofilm,,Antibiotics_impregnated_catheters,PA01_Biofilm_Ctrl,PA01_Planktonic_Ctrl,PA01_Biofilm_Ctrl,Antibiotics_Biofilm,Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl,4,PA01_Biofilm_Ctrl,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,4.0
SRX8639793,https://dx.doi.org/10.3390%2Fpathogens2020288,7/1/20 16:45,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 550,SRR12118062,SRP269357,PRJNA643216,643216.0,SRS6924571,SAMN15404530,SRA1092923,RNA-Seq,cDNA,TRANSCRIPTOMIC,National Center for Toxicological Research,0.0,0.0,11227889,15404530,GSE153546,,,PAO1,Antibiotics_Biofilm,,Antibiotics_impregnated_catheters,PA01_Planktonic_Clin-Rif,PA01_Planktonic_Ctrl,PA01_Planktonic_Clin-Rif,Antibiotics_Biofilm,Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif,1,PA01_Planktonic_Ctrl,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,4.0
SRX8639794,https://dx.doi.org/10.3390%2Fpathogens2020288,7/1/20 16:45,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 550,SRR12118063,SRP269357,PRJNA643216,643216.0,SRS6924572,SAMN15404528,SRA1092923,RNA-Seq,cDNA,TRANSCRIPTOMIC,National Center for Toxicological Research,0.0,0.0,11227890,15404528,GSE153546,,,PAO1,Antibiotics_Biofilm,,Antibiotics_impregnated_catheters,PA01_Planktonic_Clin-Rif,PA01_Planktonic_Ctrl,PA01_Planktonic_Clin-Rif,Antibiotics_Biofilm,Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif,2,PA01_Planktonic_Ctrl,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,4.0
SRX8639795,https://dx.doi.org/10.3390%2Fpathogens2020288,7/1/20 16:45,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 550,SRR12118064,SRP269357,PRJNA643216,643216.0,SRS6924573,SAMN15404527,SRA1092923,RNA-Seq,cDNA,TRANSCRIPTOMIC,National Center for Toxicological Research,0.0,0.0,11227891,15404527,GSE153546,,,PAO1,Antibiotics_Biofilm,,Antibiotics_impregnated_catheters,PA01_Planktonic_Clin-Rif,PA01_Planktonic_Ctrl,PA01_Planktonic_Clin-Rif,Antibiotics_Biofilm,Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif,3,PA01_Planktonic_Ctrl,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,4.0
SRX8639796,https://dx.doi.org/10.3390%2Fpathogens2020288,7/1/20 16:45,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 550,SRR12118065,SRP269357,PRJNA643216,643216.0,SRS6924574,SAMN15404525,SRA1092923,RNA-Seq,cDNA,TRANSCRIPTOMIC,National Center for Toxicological Research,0.0,0.0,11227892,15404525,GSE153546,,,PAO1,Antibiotics_Biofilm,,Antibiotics_impregnated_catheters,PA01_Planktonic_Clin-Rif,PA01_Planktonic_Ctrl,PA01_Planktonic_Clin-Rif,Antibiotics_Biofilm,Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif,4,PA01_Planktonic_Ctrl,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,4.0
SRX8639797,https://dx.doi.org/10.3390%2Fpathogens2020288,7/1/20 16:45,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 550,SRR12118066,SRP269357,PRJNA643216,643216.0,SRS6924575,SAMN15404523,SRA1092923,RNA-Seq,cDNA,TRANSCRIPTOMIC,National Center for Toxicological Research,0.0,0.0,11227893,15404523,GSE153546,,,PAO1,Antibiotics_Biofilm,,Antibiotics_impregnated_catheters,PA01_Biofilm_Clin-Rif,PA01_Planktonic_Ctrl,PA01_Biofilm_Clin-Rif,Antibiotics_Biofilm,Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif,1,PA01_Biofilm_Ctrl,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,3.0
SRX8639798,https://dx.doi.org/10.3390%2Fpathogens2020288,7/1/20 16:45,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 550,SRR12118067,SRP269357,PRJNA643216,643216.0,SRS6924576,SAMN15404567,SRA1092923,RNA-Seq,cDNA,TRANSCRIPTOMIC,National Center for Toxicological Research,0.0,0.0,11227894,15404567,GSE153546,,,PAO1,Antibiotics_Biofilm,,Antibiotics_impregnated_catheters,PA01_Biofilm_Clin-Rif,PA01_Planktonic_Ctrl,PA01_Biofilm_Clin-Rif,Antibiotics_Biofilm,Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif,2,PA01_Biofilm_Ctrl,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,3.0
SRX8639800,https://dx.doi.org/10.3390%2Fpathogens2020288,7/1/20 16:45,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,NextSeq 550,SRR12118069,SRP269357,PRJNA643216,643216.0,SRS6924578,SAMN15404564,SRA1092923,RNA-Seq,cDNA,TRANSCRIPTOMIC,National Center for Toxicological Research,0.0,0.0,11227896,15404564,GSE153546,,,PAO1,Antibiotics_Biofilm,,Antibiotics_impregnated_catheters,PA01_Biofilm_Clin-Rif,PA01_Planktonic_Ctrl,PA01_Biofilm_Clin-Rif,Antibiotics_Biofilm,Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif,3,PA01_Biofilm_Ctrl,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,3.0
SRX1156127,https://doi.org/10.3762/bjoc.14.284,8/17/16 22:45,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR2170936,SRP062516,PRJNA293013,293013.0,SRS1038085,SAMN03995936,SRA289493,RNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,1681154.0,,,,,PAO1,PAO1,wild type,NC_002516.2,Pseudomonas_culture_Cisplatin_Bile,PAO1_untreated,PAO1_untreated,PAO1_untreated,Cisplatin_Bile,Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated,1,PAO1_untreated,,ABTGC,,Aerobic,,,,early-stationary,OD600 ->0.01,,1.0,1.0,1.0,1.0,1.0,Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,2.0
SRX1156135,https://doi.org/10.3762/bjoc.14.284,8/17/16 22:45,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR2170937,SRP062516,PRJNA293013,293013.0,SRS1038085,SAMN03995936,SRA289493,RNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,1681162.0,,,,,PAO1,PAO1,wild type,NC_002516.2,Pseudomonas_culture_Cisplatin_Bile,PAO1_untreated,PAO1_untreated,PAO1_untreated,Cisplatin_Bile,Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated,2,PAO1_untreated,,ABTGC,,Aerobic,,,,early-stationary,OD600 ->0.01,,1.0,1.0,1.0,1.0,1.0,Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,2.0
SRX1156136,https://doi.org/10.3762/bjoc.14.284,8/17/16 22:45,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR2170938,SRP062516,PRJNA293013,293013.0,SRS1038089,SAMN03995937,SRA289493,RNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,1681163.0,,,,,PAO1,PAO1,wild type,NC_002516.2,Pseudomonas_culture_Cisplatin_Bile,PAO1_cisplatin,PAO1_untreated,PAO1_cisplatin_1,Cisplatin_Bile,Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin,1,PAO1_untreated,,ABTGC,,Aerobic,,,,early-stationary,OD600 ->0.01,,1.0,1.0,1.0,1.0,1.0,Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,2.0
SRX1156137,https://doi.org/10.3762/bjoc.14.284,8/17/16 22:45,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR2170940,SRP062516,PRJNA293013,293013.0,SRS1038089,SAMN03995937,SRA289493,RNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,1681164.0,,,,,PAO1,PAO1,wild type,NC_002516.2,Pseudomonas_culture_Cisplatin_Bile,PAO1_cisplatin,PAO1_untreated,PAO1_cisplatin_2,Cisplatin_Bile,Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin,2,PAO1_untreated,,ABTGC,,Aerobic,,,,early-stationary,OD600 ->0.01,,1.0,1.0,1.0,1.0,1.0,Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,2.0
