,A,GcsR
Lung_infection_transcriptome:PA01_LS1:1,6.5242176884,0.053337516
Lung_infection_transcriptome:PA01_LS1:2,6.4231065937,0.095387332
Lung_infection_transcriptome:PA01_CS1:1,-0.7565336238,0.03363042
Lung_infection_transcriptome:PA01_CS1:2,0.7565336238,-0.03363042
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,1.1815555193,0.042439176
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,-1.1815555193,-0.042439176
Metabolic_fitness_plasmid:PAO1_pAKD1:1,1.0796375275,-0.348309474
Metabolic_fitness_plasmid:PAO1_pAKD1:2,0.5992058888,0.051708332
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,3.7132759132,-0.173950765
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,2.3026391395,-0.680183211
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,-0.7996293475,-0.036660405
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,-2.3624425431000002,0.20582153700000003
Metabolic_fitness_plasmid:PAO1_pBS228:1,-1.3232680717,-0.336262913
Metabolic_fitness_plasmid:PAO1_pBS228:2,-1.9945147884,0.029749674
Metabolic_fitness_plasmid:PAO1_RmS149:1,-1.5404694981,-0.021705775
Metabolic_fitness_plasmid:PAO1_RmS149:2,-2.2550582355,0.048032747
Mucin_glycans:ABTGC:1,-0.0032663433,0.240342576
Mucin_glycans:ABTGC:2,0.6142091876,0.180098311
Mucin_glycans:ABTGC:3,0.2850945426,-0.11082796
Mucin_glycans:ABTGC:4,-0.48351944090000004,-0.111427671
Mucin_glycans:ABTGC:5,-0.4125179459,-0.198185255
Mucin_glycans:MUC5B:1,-0.1919142455,-0.568713451
Mucin_glycans:MUC5B:2,0.1478987104,-0.18726225
Mucin_glycans:Glycans:1,1.275900585,0.17379291300000002
Mucin_glycans:Glycans:2,1.6972200458,0.155917722
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,2.1051460834,-0.48390415700000006
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,2.2504450474,-0.6072276870000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,1.6125939468000001,0.253935325
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-3.4178447247,-0.199172747
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-3.5801763794,0.35683583700000004
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-3.9823422888,0.270339249
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,3.1842337994,-0.21648491800000003
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,3.8808060858,0.049418073
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,3.1402241092,-0.256449087
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-3.3889683565,-0.150142296
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-2.6637776972,0.5193365670000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-4.1525179407,0.054321661
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,0.3146324197,0.16744837
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,-0.3146324197,-0.16744837
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,-2.1838823327,0.29717913
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,-2.5479921279,0.037920081
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,1.6159361154,-0.43948245100000005
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,1.2301698707,-0.27426942400000004
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,-1.2628385946,0.16829210800000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,-1.5367055876,-0.298423877
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,-1.8886771754,-0.324671639
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,-2.4733199927,-0.391999661
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-0.1492005716,-0.022649184000000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,0.155330725,0.044038768000000006
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,0.13639769570000002,-0.049976589
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,-0.1425278491,0.028587005000000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,4.0437508382,-1.759186702
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,3.9247039166,-1.868448294
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-0.196432882,-0.013120655
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,0.1037089177,0.053572906
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.0927239643,-0.040452251
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,-1.9842727102,-0.6029382990000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,-1.9922662218,-0.21829626500000002
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,-0.0209607248,-1.3224973960000002
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,-0.5548223014,-2.244965399
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,1.4940528209,0.106279207
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,1.2097635268,0.42502165000000003
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,1.2727225844,0.28993370700000004
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,-1.4523674739,0.952962893
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,-0.8944007417000001,1.002666682
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,-0.2655469889,-0.6711178320000001
Rosmarinic_acid:PAO1-100UMRA:1,-0.6032238006,-0.289627509
Rosmarinic_acid:PAO1-100UMRA:2,-0.6159806371000001,-0.23752134
Rosmarinic_acid:PAO1_DMSO_Control:1,-0.2054647162,0.119658522
Rosmarinic_acid:PAO1_DMSO_Control:2,0.1005289058,-0.083325674
Rosmarinic_acid:PAO1_DMSO_Control:3,0.10493581040000001,-0.036332848
Testosterone_treatment:Testosterone_Control:1,-1.1560262234,-0.259452273
Testosterone_treatment:Testosterone_Control:2,1.1560262234,0.259452273
Testosterone_treatment:Testosterone_2.5:1,0.9225789454000001,0.28636192600000004
Testosterone_treatment:Testosterone_2.5:2,-0.0251539536,0.583638199
Tf_toxin_expression:PAO1_WT:1,0.0018076009,-0.150275044
Tf_toxin_expression:PAO1_WT:2,-0.0018076009,0.150275044
Tf_toxin_expression:PAO1_derfA:1,-0.15819894210000002,0.055729465000000006
Tf_toxin_expression:PAO1_derfA:2,-0.3863072131,-0.06482104500000001
Zinc_treatment:PA_Zn:1,1.9394477870000002,-0.491550209
Zinc_treatment:PA_Zn:2,1.7347375492000001,-0.44036062000000004
Zinc_treatment:PA_Zn:3,1.9304833531,-0.449570491
Zinc_treatment:PA_Zn_wt:1,0.0661278251,-0.064448421
Zinc_treatment:PA_Zn_wt:2,-0.0661278251,0.064448421
Paeru_PRECISE:CAMHB_wt:1,-3.0309215972,-0.068795084
Paeru_PRECISE:CAMHB_wt:2,-3.601440687,-0.43915219600000005
Paeru_PRECISE:CAMHB_wt:3,-3.3944256426,-0.152401741
Paeru_PRECISE:CAMHB_wt:4,-3.2037250476,-0.018747446
Paeru_PRECISE:M9glucAA_Pqt10:1,0.5119603155,-0.250081052
Paeru_PRECISE:M9glucAA_Pqt10:2,1.8568342918,-0.162607259
Paeru_PRECISE:M9glucAA_Pqt:1,1.9814002546,0.062195967000000005
Paeru_PRECISE:M9glucAA_Pqt:2,2.1462313082,-0.23474591300000003
Paeru_PRECISE:M9glucAA_wo_Pqt:1,1.0219075969,0.33033969500000004
Paeru_PRECISE:M9glucAA_wo_Pqt:2,0.8980947329000001,0.11653605700000001
Paeru_PRECISE:M9glucAA_NaCl:1,-4.1563797161,0.08154088100000001
Paeru_PRECISE:M9glucAA_NaCl:2,-5.1442163695,0.126471203
Paeru_PRECISE:M9glucAA_NaCl:3,-5.7819811079,-0.29693945800000004
Paeru_PRECISE:CAMHB_wt:5,-3.3743573363,0.005017069000000001
Paeru_PRECISE:CAMHB_wt:6,-2.6164160482,0.262038718
Paeru_PRECISE:LB_wt:1,-5.3883800552,-0.237348468
Paeru_PRECISE:LB_wt:2,-6.5045696591,-0.213871993
Paeru_PRECISE:M9glucAA_wt:1,0.5252703529,-0.076377123
Paeru_PRECISE:M9glucAA_wt:2,-0.5252703529,0.076377123
Paeru_PRECISE:M9glucAA_lowpH:1,-1.3611618714,0.422929683
Paeru_PRECISE:M9glucAA_lowpH:2,-1.0383520031,0.547927331
Paeru_PRECISE:M9glucAA_DPD:1,0.6482613463,0.883409247
Paeru_PRECISE:M9glucAA_DPD:2,0.6315464786,0.8279680110000001
Paeru_PRECISE:M9sucAA_wt:1,-1.4223566027,-0.08068038500000001
Paeru_PRECISE:M9sucAA_wt:2,-2.6718469388,-0.319748971
Paeru_PRECISE:M9glucAA_NaCl:4,-4.4201936417,0.22422391600000002
Paeru_PRECISE:M9glucAA_NaCl:5,-4.5926153141,0.475232537
Paeru_PRECISE:M9sucAA_wt:3,-3.2874854138,-0.017795009
Paeru_PRECISE:M9sucAA_wt:4,-4.388105325,0.077733759
Paeru_PRECISE:R10LB_wt:1,-4.5243620114,0.210845357
Paeru_PRECISE:M9glucAA_NaCl:6,-4.1729888346,0.31204828
Paeru_PRECISE:M9glucAA_NaCl:7,-4.2142013041,0.373643272
Paeru_PRECISE:M9fructAA_wt:1,0.709131438,0.077109174
Paeru_PRECISE:M9fructAA_wt:2,0.6625593217,0.10684848
Paeru_PRECISE:M9GlcNAcAA_wt:1,0.8131838597000001,-0.39011781100000004
Paeru_PRECISE:M9GlcNAcAA_wt:2,1.0190783778,-0.334689563
Paeru_PRECISE:M9pyruvAA_wt:1,-0.2170325428,0.6970221750000001
Paeru_PRECISE:M9pyruvAA_wt:2,-0.0974714547,0.11825263400000001
Paeru_PRECISE:M9fructAA_wt:3,0.1416377325,-0.49805524900000003
Paeru_PRECISE:M9fructAA_wt:4,-0.7120171541,-0.589088173
Paeru_PRECISE:M9GlcNAcAA_wt:3,-0.5660713024,-0.09255871900000001
Paeru_PRECISE:M9GlcNAcAA_wt:4,-0.6153930127,-0.19349498
Paeru_PRECISE:M9glycAA_wt:1,-0.4004638673,-0.061660543000000005
Paeru_PRECISE:M9glycAA_wt:2,0.2340739325,-0.16398104
Paeru_PRECISE:M9pyruvAA_wt:3,0.1599507459,-0.042015685000000004
Paeru_PRECISE:CAMHB_wt:7,-2.3620137177,0.133724167
Paeru_PRECISE:CAMHB_wt:8,-2.3287217029000002,0.045112933
Paeru_PRECISE:R10LB_wt:2,-4.3619057936,-0.028564019000000003
Paeru_PRECISE:R10LB_wt:3,-5.6970438256,0.1677328
Paeru_PRECISE:R10LB_wt:4,-2.0831129086,-0.5248760250000001
Paeru_PRECISE:R10LB_wt:5,-2.0300283335,-0.992810767
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,0.9188924786,-0.558053331
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,0.8171686787,-0.452956919
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,0.480667059,-0.853345047
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,0.3549076303,-0.723338122
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,1.8820360689000002,-0.8836269750000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,1.4995224139,-0.270097164
Paeru_PRECISE:M9sucAA_wt:5,-3.2055789361,0.328129809
Paeru_PRECISE:M9sucAA_wt:6,-3.0388765264,0.12157274600000001
Paeru_PRECISE:R10LB_wt:6,-1.8848488652,-0.289965216
Paeru_PRECISE:R10LB_wt:7,-2.3130235346,-0.160626715
Paeru_PRECISE:LB_wt:3,-10.8987996672,0.295971095
Paeru_PRECISE:LB_wt:4,-11.1050383081,0.5470247570000001
Paeru_PRECISE:R10LB_NaCl:1,-5.6920150287,-1.684967135
Paeru_PRECISE:R10LB_NaCl:2,-3.8354800927,-0.7035307510000001
Paeru_PRECISE:M9glucAA_PAO1_wt:1,0.3384605526,1.610612629
Paeru_PRECISE:M9glucAA_Zn:1,-14.2949737076,-1.2520990539999999
Paeru_PRECISE:M9glucAA_Cu:1,-12.0554269162,-0.5312046220000001
Paeru_PRECISE:M9glucAA_NaOCl:1,1.4044819322,0.7076034640000001
Paeru_PRECISE:M9GlcNAcAA_8:1,-0.2488721643,0.817153381
Paeru_PRECISE:M9GlcNAcAA_8:2,-1.5771730067,1.633703788
Paeru_PRECISE:M9GlcNAcAA_4:1,-0.058458460500000003,0.188605884
Paeru_PRECISE:M9GlcNAcAA_4:2,0.2731042356,1.478552254
Paeru_PRECISE:M9GlcNAcAA_2:1,-2.1251272925,1.006731346
Paeru_PRECISE:M9GlcNAcAA_2:2,-0.1701518544,0.7537319010000001
Paeru_PRECISE:M9GlcNAcAA_1:1,-0.9117587702000001,0.577682652
Paeru_PRECISE:M9GlcNAcAA_1:2,-1.8558913827999999,-0.223572824
Paeru_PRECISE:M9glucAA_NaOCl:2,0.0091520642,1.339908131
Paeru_PRECISE:M9glucAA_Cu:2,-10.1949750303,-0.7949212870000001
Paeru_PRECISE:M9glucAA_Fe:1,-0.7678855703,2.053254739
Paeru_PRECISE:M9glucAA_Fe:2,0.1852620225,1.20314422
Paeru_PRECISE:M9glucAA_Zn:2,-0.7241381511,1.6219249900000001
Paeru_PRECISE:M9glucAA_PAO1_wt:2,-1.4008852808,1.88283324
Paeru_PRECISE:CAMHB_Mec:1,-2.82500595,0.210832667
Paeru_PRECISE:CAMHB_Mec:2,-3.2547641479,0.32253047700000004
Paeru_PRECISE:CAMHB_Azt:1,-5.911968366,0.6136952440000001
Paeru_PRECISE:CAMHB_Azt:2,-6.4607583735,0.43721844600000004
Paeru_PRECISE:CAMHB_Pip:1,1.5664752693000001,-0.76117382
Paeru_PRECISE:CAMHB_Pip:2,1.2684605039,-0.306777493
Paeru_PRECISE:CAMHB_Ceft:1,-0.40614329920000003,-0.261422107
Paeru_PRECISE:CAMHB_Ceft:2,2.5579802868,-0.9673342490000001
Paeru_PRECISE:CAMHB_Ceft:3,-0.0928994014,0.032805425
Paeru_PRECISE:CAMHB_Ceft:4,2.0232540437,-0.6629315570000001
Paeru_PRECISE:M9glucAA_Ceft:1,3.9624723506,-1.098726554
Paeru_PRECISE:M9glucAA_Ceft:2,3.2441417529,-1.468442368
Paeru_PRECISE:M9glucAA_Gent:1,-1.6265904249,0.42277777200000005
Paeru_PRECISE:M9glucAA_Gent:2,-1.3807085624,0.8344031810000001
Paeru_PRECISE:M9glucAA_Pip:1,-0.6986644535000001,0.6812990710000001
Paeru_PRECISE:M9glucAA_Pip:2,-1.2995165241,0.432449048
Paeru_PRECISE:M9glucAA_Azt:1,-5.2137134132,0.9327772040000001
Paeru_PRECISE:M9glucAA_Azt:2,-6.0181154242,1.13757001
Paeru_PRECISE:CAMHB_Mero:1,-1.7321259716,0.381570703
Paeru_PRECISE:CAMHB_Mero:2,-2.0264438203,0.28572108700000004
Paeru_PRECISE:CAMHB_Tet:1,-4.6237016713,0.087242683
Paeru_PRECISE:CAMHB_Tet:2,-4.4166007897,0.028836486
Paeru_PRECISE:R10LB_Gent:1,-4.0376534017,0.41772078
Paeru_PRECISE:R10LB_Ceft:1,-3.5438356696,-0.12814603400000002
Paeru_PRECISE:R10LB_Ceft:2,-4.9762736217,0.118475567
Paeru_PRECISE:CAMHB_Biofilm:1,-4.6983212733,0.32794727500000004
Paeru_PRECISE:CAMHB_Biofilm:2,-5.0408051947,0.405373955
Paeru_PRECISE:M9glucAA_Biofilm:1,-5.7011087835000005,0.606818446
Paeru_PRECISE:M9glucAA_Biofilm:2,-4.5352429397,0.236682677
Paeru_PRECISE:R10LB_Gent:2,-5.1013796207,0.360859558
Paeru_PRECISE:R10LB_Pip:1,-4.0468319357,0.125894478
Paeru_PRECISE:R10LB_Pip:2,-4.7689088029,-0.164554271
Paeru_PRECISE:R10LB_Mec:1,-3.7155695845,0.12416473200000001
Paeru_PRECISE:R10LB_Mec:2,-3.071533184,-0.277725563
Paeru_PRECISE:CAMHB_Azt:3,-2.9292190444,0.7414367980000001
Paeru_PRECISE:CAMHB_Azt:4,-2.045103486,0.49366988600000006
Paeru_PRECISE:CAMHB_Biofilm:3,-5.4515346388,0.156998577
Paeru_PRECISE:CAMHB_Biofilm:4,-6.4589877628,0.38310509800000003
Paeru_PRECISE:M9glucAA_Biofilm:3,-7.7502756103,0.010708807
Paeru_PRECISE:M9glucAA_Biofilm:4,-7.1759121946,0.359917841
Paeru_PRECISE:R10LB_Mero:1,-2.5096673728,-0.9339050080000001
Paeru_PRECISE:R10LB_Mero:2,-2.4788664609,-0.7512818010000001
Paeru_PRECISE:LB_Cam:1,-9.9587800699,2.575722194
Paeru_PRECISE:LB_Cam:2,-11.3559137691,2.437256403
Paeru_PRECISE:CAMHB_Ceft:5,0.1102439944,0.32474151500000004
Paeru_PRECISE:CAMHB_Cip:1,-1.8574613396,0.389035605
Paeru_PRECISE:CAMHB_Cip:2,-1.6021577567,0.7680592930000001
ampC_mutation:PA_Cef_taz_wt:1,0.089576921,-0.19219418
ampC_mutation:PA_mutS_Cef_taz:1,1.4928460242,0.159519731
ampC_mutation:PA_mutS:1,0.035868338900000005,-0.059598417
ampC_mutation:PA_mutS:2,-2.0593488018,-0.334524086
ampC_mutation:PA_mutS:3,0.1762607817,-0.456652078
ampC_mutation:PA_Cef_taz_wt:2,-0.089576921,0.19219418
ampC_mutation:PA_mutS_Cef_taz:2,-0.22549695490000002,0.19293269400000002
ampC_mutation:PA_mutS:4,-0.046590510200000004,-0.197710669
ampC_mutation:PA_mutS:5,-3.0572847018,-0.058297555
ampC_mutation:PA_mutS:6,0.5213735701000001,0.009442913
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,1.7905524149,0.848838814
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,1.6356766042,0.487330419
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,2.2170656773,0.17701756200000002
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,1.6928364667,0.579925023
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,-2.7340646455,-0.908495594
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,-2.4959167367,-0.9455819580000001
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,0.116612619,-0.137699715
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,-0.116612619,0.137699715
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,-4.2721402779,1.080569475
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,-3.3876718834,0.551188134
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,-5.8866769005,1.5125846699999999
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,-4.7657979297,1.056540856
cysB_mutant:PAO1HH_wt:1,0.3733478456,-0.58386658
cysB_mutant:PAO1HH_wt:2,-0.3733478456,0.58386658
cysB_mutant:cysBHH:1,2.5095212869,0.458483481
cysB_mutant:cysBHH:2,2.5690608142,0.44082036900000005
cysB_mutant:cysBHH:3,2.8616779766000002,0.744444506
ersA_knockout:delersA:1,0.3714571004,0.531672696
ersA_knockout:delersA:2,-0.2563950743,0.722422945
ersA_knockout:wt_BHI:1,0.1331706593,0.010664079
ersA_knockout:wt_BHI:2,-0.1331706593,-0.010664079
gcsR_mutant:PAO1_rep_wt:1,0.1334156589,-0.05819163
gcsR_mutant:PAO1_rep_wt:2,-0.1334156589,0.05819163
gcsR_mutant:GcsR_rep:1,-17.3707699128,0.909058605
gcsR_mutant:GcsR_rep:2,-17.828066968,0.9792429410000001
mexZ_knockout:del_mexZ:1,0.8667161968,0.176798745
mexZ_knockout:del_mexZ:2,0.8826969116000001,0.053423534
