,A,GlpR
Farnesol_treatment:RNA of 0-1F_L:2,0.0696871487,-0.057750288000000004
Farnesol_treatment:RNA of 0-1F_L:3,-0.36392972960000003,0.06349834900000001
Farnesol_treatment:RNA of 6-F_L1:1,-2.6861984284,-0.025435792000000002
Farnesol_treatment:RNA of 6-F_L1:2,-1.7152414861,0.5694046260000001
Farnesol_treatment:RNA of 6-F_L1:3,-2.1181690809,0.275648221
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,0.2448316415,-0.051359624000000006
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,-0.2448316415,0.051359624000000006
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-0.2903378144,0.12104653600000001
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,-0.3544679364,0.28038883800000003
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,-0.6517750588,0.42621361
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,-0.37283925760000003,0.250949766
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,0.38602874940000004,-0.049918969
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,0.0032247898000000003,-0.29947523
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,1.0213895266,-0.377688146
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,-0.7654051577000001,-0.05458832
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,0.4620975181,-0.34129475600000003
HapZ_SagS_mutant:delHapZp:1,-0.2179654078,-0.22985295900000002
HapZ_SagS_mutant:delHapZp:2,0.0584986355,-0.770542382
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,-0.25042052060000003,0.6003393250000001
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,-0.21167699750000002,-0.259044569
HapZ_SagS_mutants:delHApZ:1,-1.5676546889,-1.308376187
HapZ_SagS_mutants:delHApZ:2,-0.7511300241000001,-0.688014939
HapZ_SagS_mutants:delHApZ:3,-1.5389543029000001,-1.577120233
HapZ_SagS_mutants:delSagS:1,-2.3017569624,-1.087491176
HapZ_SagS_mutants:delSagS:2,-2.2389362626000002,-0.750156687
HapZ_SagS_mutants:delSagS:3,-2.5652552412,0.22041580900000002
HapZ_SagS_mutants:delHapZp:3,-0.4095035489,-0.36796555000000003
Lung_infection_transcriptome:PA01_LS1:1,-5.0043114431,0.104746288
Lung_infection_transcriptome:PA01_LS1:2,-5.0120116588,-0.190372545
Lung_infection_transcriptome:PA01_CS1:1,0.1571710401,0.330701099
Lung_infection_transcriptome:PA01_CS1:2,-0.1571710401,-0.330701099
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,-0.3895825411,-0.165945844
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,0.3895825411,0.165945844
Metabolic_fitness_plasmid:PAO1_pAKD1:1,2.4881850720000003,-0.14236515900000002
Metabolic_fitness_plasmid:PAO1_pAKD1:2,6.5652238579,0.575654819
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,2.93066406,-0.14218972600000002
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,3.5838284315999998,-0.14489632200000002
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,8.4639962353,0.042424882000000004
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,6.5611880272,0.340409577
Metabolic_fitness_plasmid:PAO1_pBS228:1,3.7708740383,-0.17857467500000002
Metabolic_fitness_plasmid:PAO1_pBS228:2,2.0454663695,-0.508478804
Metabolic_fitness_plasmid:PAO1_RmS149:1,13.8321316432,0.55146729
Metabolic_fitness_plasmid:PAO1_RmS149:2,10.6915318864,0.6730873190000001
Mucin_glycans:ABTGC:1,-0.5132571661,0.144616765
Mucin_glycans:ABTGC:2,0.6345097967000001,0.018827046
Mucin_glycans:ABTGC:3,1.2832136968,0.396066399
Mucin_glycans:ABTGC:4,-0.8998085764,-0.30698858100000004
Mucin_glycans:ABTGC:5,-0.5046577509,-0.25252163
Mucin_glycans:MUC5B:1,2.7555626605,-0.604379993
Mucin_glycans:MUC5B:2,3.6189042038,0.041047559000000004
Mucin_glycans:Glycans:1,-1.604187342,-0.26286953500000004
Mucin_glycans:Glycans:2,-0.33463297880000004,-0.07653377800000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,-0.5216557299,0.234170643
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,-0.4886982434,0.12434208000000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,-1.6752835828000001,0.005946596
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,2.2518080093,-0.057998145
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,2.0827946174,0.12741196200000002
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,2.8038660208,0.28089186
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,-0.6333597529,0.30826209600000004
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,-1.8018677865,-0.277466488
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,-1.2612201542,0.225811792
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,0.9816100194,-0.209880388
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,0.8319636956,-0.065249075
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,1.8828739786000002,0.018522064
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.23121443190000002,0.054864644000000004
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.23121443190000002,-0.054864644000000004
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,-0.0945798771,-0.391676077
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,0.5649843880000001,-0.460194457
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,3.2875052852,0.2246781
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,2.7769638085,0.282544124
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,-16.7221406855,-2.104731443
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,-16.4095793032,-2.316135268
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,-15.6988461069,-2.082561829
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,-16.0683027677,-2.268779161
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-0.4414587267,-0.17647038
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,-0.026752640600000002,-0.009340926000000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,0.2268213534,0.14533994
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,0.2413900138,0.040471366
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,0.1351665585,-1.302622717
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,0.09781647410000001,-1.250346106
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-0.3646412993,-0.16298040300000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,0.0575316244,0.004154765
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.3071096748,0.15882563800000002
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,3.7520914091,-0.726971343
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,3.7570470281,-0.702302961
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,3.1755609002,-1.424362085
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,2.8247955096,-1.813542452
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,-3.0858561826,0.7063733710000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,-2.3152332996,0.29472722
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,-2.108048955,0.428173713
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,-1.2519636414,-0.366130122
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,-1.6374071046,-0.39801806900000003
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,-2.2709944764,-0.833445129
Rosmarinic_acid:PAO1-100UMRA:1,0.11213440670000001,-0.199826831
Rosmarinic_acid:PAO1-100UMRA:2,0.041621188,-0.280779881
Rosmarinic_acid:PAO1_DMSO_Control:1,-0.0729826552,0.174640335
Rosmarinic_acid:PAO1_DMSO_Control:2,-0.1527985574,-0.042499202
Rosmarinic_acid:PAO1_DMSO_Control:3,0.2257812126,-0.13214113300000002
Testosterone_treatment:Testosterone_Control:1,2.4025019019,0.49002586600000003
Testosterone_treatment:Testosterone_Control:2,-2.4025019019,-0.49002586600000003
Testosterone_treatment:Testosterone_2.5:1,-0.0372332695,-0.281413943
Testosterone_treatment:Testosterone_2.5:2,-3.3105911093,-0.150337622
Tf_toxin_expression:PAO1_WT:1,1.7823987932,-0.07757508
Tf_toxin_expression:PAO1_WT:2,-1.7823987932,0.07757508
Tf_toxin_expression:PAO1_derfA:1,5.0172594348,0.926286798
Tf_toxin_expression:PAO1_derfA:2,3.3851020655,0.48494678300000005
Zinc_treatment:PA_Zn:1,-2.374617241,-0.43344132100000005
Zinc_treatment:PA_Zn:2,-2.6952338606,-0.410891031
Zinc_treatment:PA_Zn:3,1.3754610056,-0.423000252
Zinc_treatment:PA_Zn_wt:1,-0.047930435,-0.034082808
Zinc_treatment:PA_Zn_wt:2,0.047930435,0.034082808
Paeru_PRECISE:CAMHB_wt:1,2.3155895586,0.14895623
Paeru_PRECISE:CAMHB_wt:2,5.2512333846,0.116281296
Paeru_PRECISE:CAMHB_wt:3,4.2001111266,0.360650358
Paeru_PRECISE:CAMHB_wt:4,4.4560788609,0.09345734900000001
Paeru_PRECISE:M9glucAA_Pqt10:1,-0.08657615710000001,-0.09767225700000001
Paeru_PRECISE:M9glucAA_Pqt10:2,-1.5911932091,-0.775709195
Paeru_PRECISE:M9glucAA_Pqt:1,-1.3599459933,-0.19646618100000002
Paeru_PRECISE:M9glucAA_Pqt:2,-1.110370226,-0.440832636
Paeru_PRECISE:M9glucAA_wo_Pqt:1,-1.0854777217,0.066266959
Paeru_PRECISE:M9glucAA_wo_Pqt:2,-1.151979324,-0.281877796
Paeru_PRECISE:M9glucAA_NaCl:1,5.7288926824,0.599645461
Paeru_PRECISE:M9glucAA_NaCl:2,5.6060944375,0.689245988
Paeru_PRECISE:M9glucAA_NaCl:3,5.0235116728,0.698917161
Paeru_PRECISE:CAMHB_wt:5,3.2531820273,0.35668945700000004
Paeru_PRECISE:CAMHB_wt:6,3.3017707817,0.296057188
Paeru_PRECISE:LB_wt:1,11.1653328974,0.500835436
Paeru_PRECISE:LB_wt:2,10.4141286925,0.673843061
Paeru_PRECISE:M9glucAA_wt:1,-0.22616256910000002,0.11312667500000001
Paeru_PRECISE:M9glucAA_wt:2,0.22616256910000002,-0.11312667500000001
Paeru_PRECISE:M9glucAA_lowpH:1,1.3909689448,0.645948697
Paeru_PRECISE:M9glucAA_lowpH:2,1.1380704704,0.571381665
Paeru_PRECISE:M9glucAA_DPD:1,-0.2764220714,-0.020627577
Paeru_PRECISE:M9glucAA_DPD:2,0.0557099553,0.107741785
Paeru_PRECISE:M9sucAA_wt:1,0.4636996264,-0.019051845
Paeru_PRECISE:M9sucAA_wt:2,0.1752959038,0.025586243
Paeru_PRECISE:M9glucAA_NaCl:4,5.2494220424,0.682754446
Paeru_PRECISE:M9glucAA_NaCl:5,5.4276130839,0.7080258650000001
Paeru_PRECISE:M9sucAA_wt:3,-0.11897500670000001,0.34637198900000005
Paeru_PRECISE:M9sucAA_wt:4,-0.3309335593,0.084377399
Paeru_PRECISE:R10LB_wt:1,-0.5297606815,0.060259402000000004
Paeru_PRECISE:M9glucAA_NaCl:6,3.2161516396,0.620304288
Paeru_PRECISE:M9glucAA_NaCl:7,4.0029010808,0.568921059
Paeru_PRECISE:M9fructAA_wt:1,0.7363452688000001,0.780704476
Paeru_PRECISE:M9fructAA_wt:2,0.4125087197,0.7787913580000001
Paeru_PRECISE:M9GlcNAcAA_wt:1,0.7091793717,-0.083604386
Paeru_PRECISE:M9GlcNAcAA_wt:2,0.0755567877,-0.066695802
Paeru_PRECISE:M9pyruvAA_wt:1,0.9879835662,0.49280933800000004
Paeru_PRECISE:M9pyruvAA_wt:2,0.6563936046000001,1.027171559
Paeru_PRECISE:M9fructAA_wt:3,0.9660838039,-0.22990222800000001
Paeru_PRECISE:M9fructAA_wt:4,1.0650755747,-0.674209913
Paeru_PRECISE:M9GlcNAcAA_wt:3,-0.8406046015,0.527699967
Paeru_PRECISE:M9GlcNAcAA_wt:4,-1.0181537157,0.636412426
Paeru_PRECISE:M9glycAA_wt:1,13.1332696223,2.122720626
Paeru_PRECISE:M9glycAA_wt:2,13.5406898624,1.966929322
Paeru_PRECISE:M9pyruvAA_wt:3,0.16610937110000001,0.46993724400000003
Paeru_PRECISE:CAMHB_wt:7,3.9793004369,0.48065811
Paeru_PRECISE:CAMHB_wt:8,5.401067876,0.536456861
Paeru_PRECISE:R10LB_wt:2,-0.5212835937,0.201806333
Paeru_PRECISE:R10LB_wt:3,-0.4271081739,0.267225579
Paeru_PRECISE:R10LB_wt:4,-1.0364838627,-0.6556223010000001
Paeru_PRECISE:R10LB_wt:5,-0.9722014106,-0.537429272
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,0.46489015400000006,-0.313770043
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,-0.1062082272,-0.891177418
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,0.184659381,-0.603045216
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,0.1670442284,-0.446481302
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,0.0293938898,-0.400684719
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,0.2305436649,-0.063554707
Paeru_PRECISE:M9sucAA_wt:5,0.8646607162000001,0.8954907270000001
Paeru_PRECISE:M9sucAA_wt:6,1.782130519,0.5748018770000001
Paeru_PRECISE:R10LB_wt:6,-0.1141267869,0.130364795
Paeru_PRECISE:R10LB_wt:7,-0.0733489524,0.11545482500000001
Paeru_PRECISE:LB_wt:3,9.7243116068,1.014372704
Paeru_PRECISE:LB_wt:4,9.118322632,0.9825942870000001
Paeru_PRECISE:R10LB_NaCl:1,-1.1717918301,-1.442560936
Paeru_PRECISE:R10LB_NaCl:2,-1.214901724,-0.9727989810000001
Paeru_PRECISE:M9glucAA_PAO1_wt:1,-1.5818115038,0.881839731
Paeru_PRECISE:M9glucAA_Zn:1,10.0093828391,1.8743024560000001
Paeru_PRECISE:M9glucAA_Cu:1,0.5484247937,0.016840482
Paeru_PRECISE:M9glucAA_NaOCl:1,0.2880189971,0.45196692600000005
Paeru_PRECISE:M9GlcNAcAA_8:1,-3.5049716867000003,1.018218434
Paeru_PRECISE:M9GlcNAcAA_8:2,-2.4454647985999998,0.295666039
Paeru_PRECISE:M9GlcNAcAA_4:1,-2.5447337027,-0.580589797
Paeru_PRECISE:M9GlcNAcAA_4:2,-0.4502424297,1.009054626
Paeru_PRECISE:M9GlcNAcAA_2:1,-0.4929362796,-0.10023451800000001
Paeru_PRECISE:M9GlcNAcAA_2:2,-1.242855094,0.481718238
Paeru_PRECISE:M9GlcNAcAA_1:1,0.9023019303,0.017473073000000002
Paeru_PRECISE:M9GlcNAcAA_1:2,-0.0957208206,0.17354251
Paeru_PRECISE:M9glucAA_NaOCl:2,-1.758678339,0.162335421
Paeru_PRECISE:M9glucAA_Cu:2,0.46900980610000004,-5.18757697
Paeru_PRECISE:M9glucAA_Fe:1,-0.3076817784,0.23047297700000002
Paeru_PRECISE:M9glucAA_Fe:2,-1.8845578863,-0.82429789
Paeru_PRECISE:M9glucAA_Zn:2,-0.9880259830000001,-0.7813751090000001
Paeru_PRECISE:M9glucAA_PAO1_wt:2,-2.5488322117,-1.861253982
Paeru_PRECISE:CAMHB_Mec:1,3.9835930855,0.43535478200000005
Paeru_PRECISE:CAMHB_Mec:2,2.2494285617,0.35280541200000004
Paeru_PRECISE:CAMHB_Azt:1,1.6820259394,-0.7111623920000001
Paeru_PRECISE:CAMHB_Azt:2,2.3762525036,-0.7555761390000001
Paeru_PRECISE:CAMHB_Pip:1,5.9373025524,0.773898654
Paeru_PRECISE:CAMHB_Pip:2,1.6032297316,0.7600320770000001
Paeru_PRECISE:CAMHB_Ceft:1,2.9134562203,0.35197385200000003
Paeru_PRECISE:CAMHB_Ceft:2,5.7917111992,0.936881017
Paeru_PRECISE:CAMHB_Ceft:3,4.902539834,0.339677487
Paeru_PRECISE:CAMHB_Ceft:4,6.4119715765,0.6493612870000001
Paeru_PRECISE:M9glucAA_Ceft:1,-0.5407965865000001,-0.09278952700000001
Paeru_PRECISE:M9glucAA_Ceft:2,-1.1649602145,0.49182058500000003
Paeru_PRECISE:M9glucAA_Gent:1,-0.7003343295000001,0.034213488
Paeru_PRECISE:M9glucAA_Gent:2,-0.0036710095,0.42059215400000005
Paeru_PRECISE:M9glucAA_Pip:1,-1.8037657488,-0.20032033900000001
Paeru_PRECISE:M9glucAA_Pip:2,-0.2512508378,0.218299503
Paeru_PRECISE:M9glucAA_Azt:1,0.5990975714,-0.522456186
Paeru_PRECISE:M9glucAA_Azt:2,-0.1283341593,-0.825633334
Paeru_PRECISE:CAMHB_Mero:1,3.6666757123,0.751634593
Paeru_PRECISE:CAMHB_Mero:2,3.9669981489,0.590313097
Paeru_PRECISE:CAMHB_Tet:1,1.0953664241,0.527436193
Paeru_PRECISE:CAMHB_Tet:2,1.1100025569,0.041082913000000006
Paeru_PRECISE:R10LB_Gent:1,-0.3387839083,0.37261555500000004
Paeru_PRECISE:R10LB_Ceft:1,-1.9486471283000002,0.5157809240000001
Paeru_PRECISE:R10LB_Ceft:2,-2.1479456391,0.589987343
Paeru_PRECISE:CAMHB_Biofilm:1,2.8726813293999998,0.5388896160000001
Paeru_PRECISE:CAMHB_Biofilm:2,2.1265310622,0.096667127
Paeru_PRECISE:M9glucAA_Biofilm:1,5.0518895751,0.154003666
Paeru_PRECISE:M9glucAA_Biofilm:2,5.8458379494,-0.17132587500000002
Paeru_PRECISE:R10LB_Gent:2,-0.5485790565,0.438081172
Paeru_PRECISE:R10LB_Pip:1,-1.3494997489,0.385066124
Paeru_PRECISE:R10LB_Pip:2,-0.6339772276,0.348237625
Paeru_PRECISE:R10LB_Mec:1,-0.5715882852,-0.044023629
Paeru_PRECISE:R10LB_Mec:2,-0.7739550528,-0.26687202
Paeru_PRECISE:CAMHB_Azt:3,0.2765494958,-0.099744858
Paeru_PRECISE:CAMHB_Azt:4,0.0879190361,-0.25057501400000004
Paeru_PRECISE:CAMHB_Biofilm:3,1.1853185866,-0.6979700870000001
Paeru_PRECISE:CAMHB_Biofilm:4,2.1825472818,-0.18159155500000002
Paeru_PRECISE:M9glucAA_Biofilm:3,5.3541748683,-0.6539799070000001
Paeru_PRECISE:M9glucAA_Biofilm:4,4.9974587596,-0.45636997900000004
Paeru_PRECISE:R10LB_Mero:1,4.1820532553,0.175198146
Paeru_PRECISE:R10LB_Mero:2,2.2024398434,-0.416552056
Paeru_PRECISE:LB_Cam:1,6.4958755692,1.469364625
Paeru_PRECISE:LB_Cam:2,6.3888925369,1.5436774880000002
Paeru_PRECISE:CAMHB_Ceft:5,2.8898521946,0.831059435
Paeru_PRECISE:CAMHB_Cip:1,3.5328273279999998,0.7677160430000001
Paeru_PRECISE:CAMHB_Cip:2,0.8741051012000001,0.9382311040000001
ampC_mutation:PA_Cef_taz_wt:1,-0.2978298015,0.16728414700000002
ampC_mutation:PA_mutS_Cef_taz:1,-0.1306371976,-0.08087050500000001
ampC_mutation:PA_mutS:1,0.19018752400000002,0.414493616
ampC_mutation:PA_mutS:2,-2.9139311357,-0.9366809140000001
ampC_mutation:PA_mutS:3,1.4424764998000001,1.010350229
ampC_mutation:PA_Cef_taz_wt:2,0.2978298015,-0.16728414700000002
ampC_mutation:PA_mutS_Cef_taz:2,-1.1093469626,0.17766910900000002
ampC_mutation:PA_mutS:4,-0.08470525820000001,0.32675732300000004
ampC_mutation:PA_mutS:5,-2.8884689051,-1.042303209
ampC_mutation:PA_mutS:6,2.0036684565,0.83545845
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,-5.1284799698,0.630800653
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,-6.4141434179,0.337090897
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,-7.0008399815,-0.46484246300000004
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,-5.4997325996,-0.531839016
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,-3.9811720129,0.184484107
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,-4.5481552943,0.034190629
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,-1.1264810976,-0.065067901
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,1.1264810976,0.065067901
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,10.8109039667,0.871787991
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,9.6268648375,0.493755453
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,1.7890716462,-0.236890921
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,0.9359945899000001,-0.393181004
cysB_mutant:PAO1HH_wt:1,-0.15839303500000002,-0.202323952
cysB_mutant:PAO1HH_wt:2,0.15839303500000002,0.202323952
cysB_mutant:cysBHH:1,1.5834385136,1.302217267
cysB_mutant:cysBHH:2,-1.2318800512,0.8868234770000001
cysB_mutant:cysBHH:3,2.7043124433,1.3150950350000001
ersA_knockout:delersA:1,-0.6844503408,0.842414262
ersA_knockout:delersA:2,-1.3293578407,0.7124306420000001
ersA_knockout:wt_BHI:1,0.6353257548,-0.204086228
ersA_knockout:wt_BHI:2,-0.6353257548,0.204086228
gcsR_mutant:PAO1_rep_wt:1,-0.12758626780000001,0.031210804
gcsR_mutant:PAO1_rep_wt:2,0.12758626780000001,-0.031210804
gcsR_mutant:GcsR_rep:1,0.5157872619,0.09008352500000001
gcsR_mutant:GcsR_rep:2,0.22732822530000002,-0.215654011
mexZ_knockout:del_mexZ:1,1.3436011434,0.034464229
