,A,RoxR
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,0.9806098787,-0.776194202
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,1.4217373438,-0.198958127
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,1.307884749,-0.197646916
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,-8.0453314551,0.280063767
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,-8.4650890736,0.46764896400000006
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,-8.0875174628,0.488960767
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,-9.277754104,0.6134200240000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-2.2699831659,0.19207875200000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,-2.4117891631,0.15045686800000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,-1.7323081807,0.043646517
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,6.4140805097,-0.38618213700000004
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,2.6189430137,0.356090187
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,2.3091718972,0.348550642
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-0.1295901959,0.063350892
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,-0.2764678835,0.021734729
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.4060580794,-0.085085621
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,0.5648444817,-0.165978957
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,0.1202905858,0.005299258
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,2.9298925017,-0.592321027
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,2.2657957261,-1.1867326550000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,-0.2813483908,-0.020052897
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,-0.1499109018,0.138795314
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,-0.2538757749,0.041937281
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,1.9168157688,0.23325709
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,1.9059607749,0.29743027
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,1.3146412098,0.170824796
Rosmarinic_acid:PAO1-100UMRA:1,0.4905697647,-0.175882918
Rosmarinic_acid:PAO1-100UMRA:2,0.7241408666,-0.14428163400000002
Rosmarinic_acid:PAO1_DMSO_Control:1,-0.4198780388,0.18587608600000002
Rosmarinic_acid:PAO1_DMSO_Control:2,0.214867673,-0.025570602
Rosmarinic_acid:PAO1_DMSO_Control:3,0.20501036590000002,-0.160305484
Testosterone_treatment:Testosterone_Control:1,-0.544033777,0.08478857100000001
Testosterone_treatment:Testosterone_Control:2,0.544033777,-0.08478857100000001
Testosterone_treatment:Testosterone_2.5:1,-2.1778846679,0.023743681000000003
Testosterone_treatment:Testosterone_2.5:2,-0.2301520862,0.284276821
Tf_toxin_expression:PAO1_WT:1,0.150453637,0.591321234
Tf_toxin_expression:PAO1_WT:2,-0.150453637,-0.591321234
Tf_toxin_expression:PAO1_derfA:1,-0.5768551399,0.527702717
Tf_toxin_expression:PAO1_derfA:2,0.0832637395,0.578753869
Zinc_treatment:PA_Zn:1,-1.8503703496,0.139372252
Zinc_treatment:PA_Zn:2,-2.2376578583,0.132935737
Zinc_treatment:PA_Zn:3,-0.667039853,0.10110669800000001
Zinc_treatment:PA_Zn_wt:1,0.12452792550000001,-0.017783188000000002
Zinc_treatment:PA_Zn_wt:2,-0.12452792550000001,0.017783188000000002
Paeru_PRECISE:CAMHB_wt:1,-3.136992661,0.124776962
Paeru_PRECISE:CAMHB_wt:2,-1.8003973132,-0.292143647
Paeru_PRECISE:CAMHB_wt:3,-0.8548496575000001,-0.38207719100000004
Paeru_PRECISE:CAMHB_wt:4,0.7901016514,-0.704353726
Paeru_PRECISE:M9glucAA_Pqt10:1,0.9929870945,0.198098829
Paeru_PRECISE:M9glucAA_Pqt10:2,-0.4743018654,0.397611777
Paeru_PRECISE:M9glucAA_Pqt:1,-3.5914205236,0.56342102
Paeru_PRECISE:M9glucAA_Pqt:2,-3.8687940717,0.5381049640000001
Paeru_PRECISE:M9glucAA_wo_Pqt:1,-4.9621922804,0.6137526790000001
Paeru_PRECISE:M9glucAA_wo_Pqt:2,-5.3466368445,0.637058664
Paeru_PRECISE:M9glucAA_NaCl:1,1.9367178682000001,-1.2241855400000001
Paeru_PRECISE:M9glucAA_NaCl:2,3.021155983,-1.275080656
Paeru_PRECISE:M9glucAA_NaCl:3,3.1450001469,-1.415956743
Paeru_PRECISE:CAMHB_wt:5,4.0267041711,-0.906268925
Paeru_PRECISE:CAMHB_wt:6,3.310532778,-0.9148196710000001
Paeru_PRECISE:LB_wt:1,-1.0195425984,-1.2904161680000001
Paeru_PRECISE:LB_wt:2,0.3082723486,-1.366860214
Paeru_PRECISE:M9glucAA_wt:1,1.2290014152,-0.222298022
Paeru_PRECISE:M9glucAA_wt:2,-1.2290014152,0.222298022
Paeru_PRECISE:M9glucAA_lowpH:1,-1.5941499656,-0.004362177
Paeru_PRECISE:M9glucAA_lowpH:2,0.1643275273,-0.263459112
Paeru_PRECISE:M9glucAA_DPD:1,2.168707674,0.13246915
Paeru_PRECISE:M9glucAA_DPD:2,3.0929989786,0.35593078300000003
Paeru_PRECISE:M9sucAA_wt:1,-2.2683869515,-0.925869708
Paeru_PRECISE:M9sucAA_wt:2,-3.2650132402,-0.009586906000000001
Paeru_PRECISE:M9glucAA_NaCl:4,3.3327699366,-1.2734471840000001
Paeru_PRECISE:M9glucAA_NaCl:5,3.6882945167,-1.203080977
Paeru_PRECISE:M9sucAA_wt:3,-5.1771128483,-0.095722284
Paeru_PRECISE:M9sucAA_wt:4,-6.125417957,0.150095104
Paeru_PRECISE:R10LB_wt:1,-4.2744217712,0.08217993
Paeru_PRECISE:M9glucAA_NaCl:6,4.4606031558,-0.990464391
Paeru_PRECISE:M9glucAA_NaCl:7,3.8499014811,-1.200730425
Paeru_PRECISE:M9fructAA_wt:1,5.1945360866,-0.795894235
Paeru_PRECISE:M9fructAA_wt:2,4.3657749774,-0.7721993450000001
Paeru_PRECISE:M9GlcNAcAA_wt:1,5.2339013394,0.02247024
Paeru_PRECISE:M9GlcNAcAA_wt:2,5.8346126768,0.042358456
Paeru_PRECISE:M9pyruvAA_wt:1,3.7485276623,-1.175015067
Paeru_PRECISE:M9pyruvAA_wt:2,3.1102774509,-0.757082781
Paeru_PRECISE:M9fructAA_wt:3,9.6124314834,-0.188136501
Paeru_PRECISE:M9fructAA_wt:4,9.718662567500001,-0.08478524300000001
Paeru_PRECISE:M9GlcNAcAA_wt:3,4.1840553898,-0.7078420160000001
Paeru_PRECISE:M9GlcNAcAA_wt:4,1.0122100562,-0.545664578
Paeru_PRECISE:M9glycAA_wt:1,2.8389004801,-0.840259996
Paeru_PRECISE:M9glycAA_wt:2,3.0289839232,-0.8314311950000001
Paeru_PRECISE:M9pyruvAA_wt:3,3.2377865589,-1.302129861
Paeru_PRECISE:CAMHB_wt:7,-1.9675041079,0.294498062
Paeru_PRECISE:CAMHB_wt:8,0.6250507541,0.132816178
Paeru_PRECISE:R10LB_wt:2,-4.2359391968,0.290928483
Paeru_PRECISE:R10LB_wt:3,-2.9596720761,0.07740137300000001
Paeru_PRECISE:R10LB_wt:4,-3.598598176,0.7420284690000001
Paeru_PRECISE:R10LB_wt:5,-1.2222725651,0.495079133
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,4.2790442948,0.6363159460000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,10.0569988394,0.172916704
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,9.5535381264,-0.023792756
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,9.7259478677,-0.13636710600000002
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,5.4274840371,-0.0417345
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,8.0928250282,-0.000300877
Paeru_PRECISE:M9sucAA_wt:5,-0.2039451972,-0.125597132
Paeru_PRECISE:M9sucAA_wt:6,1.5897779127,-0.597509312
Paeru_PRECISE:R10LB_wt:6,0.8114681945000001,-0.09952485600000001
Paeru_PRECISE:R10LB_wt:7,1.3308385569,-0.029796665000000003
Paeru_PRECISE:LB_wt:3,-1.1385290728,0.18348824900000002
Paeru_PRECISE:LB_wt:4,0.6946717475,0.293337169
Paeru_PRECISE:R10LB_NaCl:1,3.6098691885000003,0.33376355500000005
Paeru_PRECISE:R10LB_NaCl:2,-0.7026722191,0.28315902600000004
Paeru_PRECISE:M9glucAA_PAO1_wt:1,9.877315149,-0.6649812580000001
Paeru_PRECISE:M9glucAA_Zn:1,-0.9042244819,-2.196623374
Paeru_PRECISE:M9glucAA_Cu:1,10.6935941997,-2.203136569
Paeru_PRECISE:M9glucAA_NaOCl:1,10.6854412708,-0.48502923900000006
Paeru_PRECISE:M9GlcNAcAA_8:1,8.420853006,-0.601005699
Paeru_PRECISE:M9GlcNAcAA_8:2,6.5866702555,-0.554988314
Paeru_PRECISE:M9GlcNAcAA_4:1,8.4451638268,-0.7114691750000001
Paeru_PRECISE:M9GlcNAcAA_4:2,6.2678787003,-1.115851527
Paeru_PRECISE:M9GlcNAcAA_2:1,13.5995216683,0.5109162110000001
Paeru_PRECISE:M9GlcNAcAA_2:2,8.0386493039,-0.28490672100000003
Paeru_PRECISE:M9GlcNAcAA_1:1,13.0680454926,0.247008634
Paeru_PRECISE:M9GlcNAcAA_1:2,8.8116973207,-0.412659885
Paeru_PRECISE:M9glucAA_NaOCl:2,9.8871515893,0.31995576800000003
Paeru_PRECISE:M9glucAA_Cu:2,9.1205710299,-1.89920745
Paeru_PRECISE:M9glucAA_Fe:1,9.5412068133,-0.03703236
Paeru_PRECISE:M9glucAA_Fe:2,8.7853539429,-0.324075129
Paeru_PRECISE:M9glucAA_Zn:2,8.7074811309,-0.162501434
Paeru_PRECISE:M9glucAA_PAO1_wt:2,10.9547254516,0.123740392
Paeru_PRECISE:CAMHB_Mec:1,-1.3760820479,-0.080387757
Paeru_PRECISE:CAMHB_Mec:2,0.3963057917,-0.554204405
Paeru_PRECISE:CAMHB_Azt:1,5.5406893481,-3.070411661
Paeru_PRECISE:CAMHB_Azt:2,4.5520325844,-3.237006057
Paeru_PRECISE:CAMHB_Pip:1,-7.2975372742,-1.4454932660000002
Paeru_PRECISE:CAMHB_Pip:2,-8.1174105375,-1.1564766180000001
Paeru_PRECISE:CAMHB_Ceft:1,0.5334473135,-0.917329531
Paeru_PRECISE:CAMHB_Ceft:2,0.8979135916000001,-2.501195585
Paeru_PRECISE:CAMHB_Ceft:3,-3.6540927831000003,-0.356616776
Paeru_PRECISE:CAMHB_Ceft:4,-4.7817291797,-1.695156049
Paeru_PRECISE:M9glucAA_Ceft:1,-8.158553385,0.457984325
Paeru_PRECISE:M9glucAA_Ceft:2,1.4389537229,-0.23923654200000002
Paeru_PRECISE:M9glucAA_Gent:1,-3.8067801770000003,0.9321032950000001
Paeru_PRECISE:M9glucAA_Gent:2,-4.3898510972,1.052442763
Paeru_PRECISE:M9glucAA_Pip:1,-3.9774081092999998,0.8736742540000001
Paeru_PRECISE:M9glucAA_Pip:2,-3.6663897262000003,0.58958617
Paeru_PRECISE:M9glucAA_Azt:1,-0.6154345182000001,-2.6840224040000003
Paeru_PRECISE:M9glucAA_Azt:2,-0.5892610541000001,-2.512653297
Paeru_PRECISE:CAMHB_Mero:1,-0.2496884472,0.07379812
Paeru_PRECISE:CAMHB_Mero:2,-1.5374583835,0.19050087400000001
Paeru_PRECISE:CAMHB_Tet:1,4.7307605291,-3.5043678270000003
Paeru_PRECISE:CAMHB_Tet:2,5.4708469164,-3.411676584
Paeru_PRECISE:R10LB_Gent:1,-4.1391186092,0.39968888100000005
Paeru_PRECISE:R10LB_Ceft:1,-7.3860789073,0.150027599
Paeru_PRECISE:R10LB_Ceft:2,-6.6955611315,-0.065038972
Paeru_PRECISE:CAMHB_Biofilm:1,-4.6867474551,-0.875216604
Paeru_PRECISE:CAMHB_Biofilm:2,-1.8111777078,-0.525335298
Paeru_PRECISE:M9glucAA_Biofilm:1,7.4169225708,-0.42821484400000004
Paeru_PRECISE:M9glucAA_Biofilm:2,6.9794626402,-0.543006411
Paeru_PRECISE:R10LB_Gent:2,-2.8289496045,-0.046634994000000006
Paeru_PRECISE:R10LB_Pip:1,-4.4242123198,-0.09010825600000001
Paeru_PRECISE:R10LB_Pip:2,0.0408384327,-0.781186797
Paeru_PRECISE:R10LB_Mec:1,-3.945116027,0.5100825090000001
Paeru_PRECISE:R10LB_Mec:2,-3.4044155953,0.448129741
Paeru_PRECISE:CAMHB_Azt:3,1.7505452975,-1.964820368
Paeru_PRECISE:CAMHB_Azt:4,-1.9126875501,-0.92122464
Paeru_PRECISE:CAMHB_Biofilm:3,2.4762824106,-0.31261731600000003
Paeru_PRECISE:CAMHB_Biofilm:4,2.2498278304,-0.691837326
Paeru_PRECISE:M9glucAA_Biofilm:3,11.3315165817,-0.599765011
Paeru_PRECISE:M9glucAA_Biofilm:4,8.9880644278,-0.7553853920000001
Paeru_PRECISE:R10LB_Mero:1,1.3532003662,-0.669275582
Paeru_PRECISE:R10LB_Mero:2,1.4757050289,-0.46273534
Paeru_PRECISE:LB_Cam:1,8.2168000025,-3.654602583
Paeru_PRECISE:LB_Cam:2,7.9882389428,-3.46457458
Paeru_PRECISE:CAMHB_Ceft:5,0.09612653360000001,-0.506040234
Paeru_PRECISE:CAMHB_Cip:1,-3.7233245994,0.41580727
Paeru_PRECISE:CAMHB_Cip:2,-4.7187393985,0.6096149780000001
ampC_mutation:PA_Cef_taz_wt:1,-0.8219672869,0.554469717
ampC_mutation:PA_mutS_Cef_taz:1,0.2055991087,0.42331352600000005
ampC_mutation:PA_mutS:1,0.13794015440000001,0.035104858
ampC_mutation:PA_mutS:2,2.531500769,-0.9555909100000001
ampC_mutation:PA_mutS:3,-0.1658541698,0.36524950500000003
ampC_mutation:PA_Cef_taz_wt:2,0.8219672869,-0.554469717
ampC_mutation:PA_mutS_Cef_taz:2,0.7073958706,0.132893155
ampC_mutation:PA_mutS:4,-0.2541822116,-0.028301701000000002
ampC_mutation:PA_mutS:5,2.2073667390000002,-2.020957701
ampC_mutation:PA_mutS:6,-0.0183795276,-0.48203375600000004
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,-2.1074545602,0.460588166
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,-1.5607306185,0.496900626
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,4.5348479669,-0.657415304
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,6.5934508941,-0.286469044
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,-0.863256628,0.7145835260000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,0.2579260597,0.512662371
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,1.7639703505000002,-0.219166101
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,-1.7639703505000002,0.219166101
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,2.7105087678,-2.5847942010000002
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,4.8123372356,-2.608101632
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,4.231165048,-1.575875085
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,4.2197679543,-1.064319435
cysB_mutant:PAO1HH_wt:1,0.1449354843,-0.11431403
cysB_mutant:PAO1HH_wt:2,-0.1449354843,0.11431403
cysB_mutant:cysBHH:1,-8.2228558541,0.696611512
cysB_mutant:cysBHH:2,-6.5980438685,0.46989783300000004
cysB_mutant:cysBHH:3,-8.4569811904,0.7381416470000001
ersA_knockout:delersA:1,-3.1194420245,-0.260599782
ersA_knockout:delersA:2,-5.5522796809,-0.290637886
ersA_knockout:wt_BHI:1,2.2804360141,0.479944435
ersA_knockout:wt_BHI:2,-2.2804360141,-0.479944435
gcsR_mutant:PAO1_rep_wt:1,0.0950329791,0.042555336000000006
gcsR_mutant:PAO1_rep_wt:2,-0.0950329791,-0.042555336000000006
gcsR_mutant:GcsR_rep:1,-1.8043064468,0.173278963
gcsR_mutant:GcsR_rep:2,-1.3307447174,0.06132053
mexZ_knockout:del_mexZ:1,-2.9462394660999998,0.103641589
mexZ_knockout:del_mexZ:2,-0.8905591810000001,-0.189674174
