,BSU__misc_RNA_27
Mal_3,-2.3817
G+S_2,-2.2002
G+S_3,-1.8118
Pyr_1,-1.7569
Pyr_2,-1.6556000000000002
Pyr_3,-1.5469
Gly_1,-4.6251999999999995
Gly_2,-3.6258
Gly_3,-5.0172
Glucon_1,-1.3402
Glucon_2,-1.1528
Glucon_3,-2.4086
aero_1,0.189
aero_2,-2.407
aero_3,-1.77
nit_1,-0.7392000000000001
nit_2,-0.7291000000000001
nit_3,-0.7108
ferm_1,0.157
ferm_2,0.7432000000000001
ferm_3,0.0709
T-5.40H_1,-0.9189
T-4.40H_1,-1.195
T-3.40H_1,-0.5736
T-2.40H_1,-0.5668000000000001
T-1.40H_1,-0.4998
T-1.10H_1,-0.5873
T-0.40H_1,-0.8432000000000001
T0.0H_1,-2.4099
T0.30H_1,-3.7931
T1.0H_1,-4.5542
T1.30H_1,-4.2843
T2.0H_1,-4.853
T2.30H_1,-4.4834
T3.0H_1,-4.9068000000000005
T3.30H_1,-4.8933
T4.0H_1,-5.0703
T5.0H_1,-5.141
HPh_1,-0.85
HPh_2,-1.1692
HPh_3,-0.5572
LPh_1,-0.7174
LPh_2,-0.4082
LPh_3,-0.6742
LPhT_1,-1.0271
LPhT_2,-2.9132
LPhT_3,-4.2866
SMMPr_1,-0.8316
SMMPr_2,-1.7781
SMMPr_3,-1.607
HiTm_1,-3.0759
HiTm_2,-1.8111000000000002
HiTm_3,-2.1491
LoTm_1,-1.3375
LoTm_2,-1.81
LoTm_3,-1.4277
HiOs_1,-0.8046000000000001
HiOs_2,-1.3227
HiOs_3,-0.9807
BMM_1,-0.07690000000000001
BMM_2,-0.277
BMM_3,-0.3044
Heat_1,0.4554
Heat_2,-0.3594
Heat_3,-0.5486
Cold_1,1.176
Cold_2,0.7111000000000001
Cold_3,0.23440000000000003
Etha_1,-5.3314
Etha_2,-5.2493
Etha_3,-5.3689
SMM_1,-0.39740000000000003
SMM_2,-0.505
SMM_3,-0.4419
Salt_1,-3.1311
Salt_2,-3.3830999999999998
Salt_3,-3.2415
Mt0_1,-0.1801
Mt0_3,0.1135
M0t45_1,-4.0944
M0t45_2,-1.6360999999999999
M0t45_3,-2.5586
M0t90_1,-5.2338000000000005
M0t90_2,-4.8144
M0t90_3,-5.1395
M40t45_1,-5.2212
M40t45_2,-5.817
M40t45_3,-3.052
M40t90_1,-5.5397
M40t90_2,-4.6185
M40t90_3,-5.0605
dia0_1,-2.4852
dia0_2,-0.7687
dia0_3,-0.023200000000000002
dia5_1,-2.1322
dia5_2,-3.6688
dia5_3,-3.8906
dia15_1,-1.6367
dia15_2,1.445
dia15_3,2.1748
Diami_1,-5.382
Diami_2,-5.1646
Diami_3,-4.9067
Paraq_1,-1.2379
Paraq_2,-0.8585
Paraq_3,-3.1131
H2O2_1,-3.3581
H2O2_2,-3.3891
H2O2_3,-3.129
Oxctl_1,-2.0715
Oxctl_2,-2.3039
Oxctl_3,-1.767
GM-0.1_1,-0.6032000000000001
GM-0.2_1,-0.48350000000000004
GM+5_1,-0.6211
GM+15_1,-0.2674
GM+25_1,0.5276000000000001
GM+45_1,0.1106
GM+60_1,-0.0269
GM+90_1,-0.0645
GM+120_1,-0.8349000000000001
GM+150_1,-0.433
GM-0.1_2,-0.0494
GM-0.2_2,0.0088
GM+5_2,-0.30210000000000004
GM+10_2,-0.6535000000000001
GM+15_2,-0.5423
GM+25_2,0.2883
GM+45_2,-1.0528
GM+60_2,-0.989
GM+90_2,0.1968
GM+150_2,-0.8857
GM-0.1_3,-0.36710000000000004
GM-0.2_3,-0.31970000000000004
GM+5_3,-0.2411
GM+10_3,-1.4508
GM+15_3,-0.2642
GM+25_3,-0.8627
GM+45_3,-1.5926
GM+60_3,-1.2048
GM+90_3,0.0346
GM+120_3,0.3816
GM+150_3,-0.2964
MG-0.1_1,-0.3977
MG+5_1,-0.34600000000000003
MG+10_1,-0.0165
MG+15_1,-0.38630000000000003
MG+25_1,-0.28250000000000003
MG+45_1,-0.0718
MG+120_1,-0.4807
MG+150_1,-0.06520000000000001
MG-0.1_2,-1.3039
MG-0.2_2,-0.6272
MG+5_2,-0.2813
MG+10_2,-0.2876
MG+15_2,0.5135000000000001
MG+25_2,-0.7245
MG+45_2,-1.133
MG+60_2,-0.2615
MG+90_2,-0.7361000000000001
MG+120_2,-0.27080000000000004
MG-0.1_3,0.4329
MG-0.2_3,-0.1655
MG+5_3,-0.0704
MG+10_3,-0.9093
MG+15_3,0.30510000000000004
MG+25_3,0.1504
MG+45_3,0.4307
MG+60_3,-0.0228
MG+90_3,-0.0468
MG+120_3,-0.5494
MG+150_3,-0.0344
