,A,PmrA
Dispersed_cells:PAO1_Biofilm:2,-7.3595784852,-1.686399947
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,0.4738361278,-0.682186629
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,0.1284278693,-0.33136524100000003
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,-0.22158796050000001,-0.9722229050000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,0.7066967251,-0.10184671000000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,0.19665858690000002,0.063367703
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,-0.9033553120000001,0.038479006
Farnesol_treatment:RNA of 0-1F_L:1,0.32269462590000003,0.142181414
Farnesol_treatment:RNA of 0-1F_L:2,-0.2062695906,0.297557715
Farnesol_treatment:RNA of 0-1F_L:3,-0.11642503530000001,-0.439739129
Farnesol_treatment:RNA of 6-F_L1:1,-2.1203988408,-0.32825869900000004
Farnesol_treatment:RNA of 6-F_L1:2,-0.4241121632,-0.441119466
Farnesol_treatment:RNA of 6-F_L1:3,-0.6453952894,-0.199480349
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,0.0102060346,-0.02338701
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,-0.0102060346,0.02338701
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,0.0924496264,-0.08027621800000001
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,-1.3268775364,-0.21072315300000002
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,-1.5776489758999999,-0.126127861
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,-0.1599743087,0.09918338800000001
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,-2.9212491214,0.17759433900000002
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,1.3199660014,0.053801893
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,0.4176572833,-0.02685742
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,-1.9694173911,0.279456908
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,0.5157148372,-0.177266857
HapZ_SagS_mutant:delHapZp:1,0.061163356,-0.303305933
HapZ_SagS_mutant:delHapZp:2,0.0858902686,-0.4278478
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,-0.7278876808,0.00835975
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,0.2121728437,0.168907107
HapZ_SagS_mutants:delHApZ:1,1.6951378635,-0.019584779
HapZ_SagS_mutants:delHApZ:2,2.5843073091,0.148373593
HapZ_SagS_mutants:delHApZ:3,2.0793097238,-0.052962397
HapZ_SagS_mutants:delSagS:1,0.44927412980000003,0.047489998000000005
HapZ_SagS_mutants:delSagS:2,0.6413668170000001,-0.39799233700000003
HapZ_SagS_mutants:delSagS:3,0.7025320445000001,-0.10004488
HapZ_SagS_mutants:delHapZp:3,0.2755944007,0.07968934500000001
Lung_infection_transcriptome:PA01_LS1:1,-2.6028556398,-1.255402077
Lung_infection_transcriptome:PA01_LS1:2,-2.5551088029,-1.358762863
Lung_infection_transcriptome:PA01_CS1:1,-0.2145774731,0.252285514
Lung_infection_transcriptome:PA01_CS1:2,0.2145774731,-0.252285514
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,0.5750550907,-0.093756502
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,-0.5750550907,0.093756502
Metabolic_fitness_plasmid:PAO1_pAKD1:1,1.2292544541,-0.08421017600000001
Metabolic_fitness_plasmid:PAO1_pAKD1:2,0.08885993290000001,0.013601938000000001
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,-0.4568044164,-0.46211039
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,-0.5277433658,-0.36436371500000003
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,-0.1031923678,-0.48377295600000003
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,-1.9351561408,-0.138199588
Metabolic_fitness_plasmid:PAO1_pBS228:1,1.3302281214,-0.12634742200000001
Metabolic_fitness_plasmid:PAO1_pBS228:2,1.2915075623,-0.083130432
Metabolic_fitness_plasmid:PAO1_RmS149:1,-0.388496646,-0.349200228
Metabolic_fitness_plasmid:PAO1_RmS149:2,-0.9249811214,0.01288677
Mucin_glycans:ABTGC:1,0.18855651510000002,0.10677542500000001
Mucin_glycans:ABTGC:2,0.0200321264,0.015097706
Mucin_glycans:ABTGC:3,1.0585944463999999,0.378887546
Mucin_glycans:ABTGC:4,-0.6202045355,-0.21962951900000002
Mucin_glycans:ABTGC:5,-0.6469785525,-0.281131158
Mucin_glycans:MUC5B:1,-3.7037475295,-1.565424471
Mucin_glycans:MUC5B:2,-1.9736750994,-0.9065587420000001
Mucin_glycans:Glycans:1,-0.6491645213,-0.10924359
Mucin_glycans:Glycans:2,-0.5060870709,-0.073368706
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,-6.1263556439,-0.7847508040000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,-5.5533968892,-0.639144601
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,-4.0383044546,-0.209241228
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-1.3717153876000001,-1.967265961
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-0.1407432759,-1.265667303
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,0.42979982440000003,-1.452964251
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,-1.6311150758,0.506234418
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,-2.388656806,-0.23724778
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,-1.8155497719,0.31145382
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,1.7260672173,-0.48522912700000004
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,3.6308406460000002,0.304939408
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,0.47841379040000004,-0.40015073900000003
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,0.09891729540000001,0.024467419
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,-0.09891729540000001,-0.024467419
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,0.5846940921,-0.392272763
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,0.7610870587,-0.23417302
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,5.3143311387,0.9509756410000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,5.6639210737,1.077164971
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,-0.1539563668,-0.53535558
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,0.49074683360000004,-0.45149505900000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,-0.1272237691,-0.41166295700000005
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,0.0052097294,-0.523531952
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-0.8947099708,-0.081207053
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,0.4840897811,0.023670411000000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,1.2222360078,0.192278683
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,-0.8116158181,-0.134742042
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,-3.6521706383,0.082978309
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,-3.815250096,-0.07807088100000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-1.1572460545,-0.126121524
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,0.20391325700000001,-0.021238496000000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.9533327975,0.147360019
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,-0.0295328914,-0.16682585800000002
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,0.8605860892,0.151783678
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,0.332350727,-0.06727174300000001
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,-0.1779759244,-1.009576992
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,-0.8330536163000001,-0.07114110800000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,0.0509407813,0.07949117400000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,-0.048940362800000005,0.006692114000000001
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,-1.8581401801,-0.9212971790000001
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,-1.24756859,-0.481017116
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,-0.7699000746,-0.39203163300000005
Rosmarinic_acid:PAO1-100UMRA:1,-0.35967648500000005,-0.019739071
Rosmarinic_acid:PAO1-100UMRA:2,-0.9731212341000001,-0.540757591
Rosmarinic_acid:PAO1_DMSO_Control:1,0.17231423910000002,0.226646597
Rosmarinic_acid:PAO1_DMSO_Control:2,-0.1302033103,-0.052147364
Rosmarinic_acid:PAO1_DMSO_Control:3,-0.0421109288,-0.174499233
Testosterone_treatment:Testosterone_Control:1,0.7280810786,0.10726716200000001
Testosterone_treatment:Testosterone_Control:2,-0.7280810786,-0.10726716200000001
Testosterone_treatment:Testosterone_2.5:1,1.7371981906,0.35418518
Testosterone_treatment:Testosterone_2.5:2,0.3126200215,0.423032821
Tf_toxin_expression:PAO1_WT:1,-1.613938288,-0.443884255
Tf_toxin_expression:PAO1_WT:2,1.613938288,0.443884255
Tf_toxin_expression:PAO1_derfA:1,-2.8529008463,-0.6615892360000001
Tf_toxin_expression:PAO1_derfA:2,-3.066540253,-0.7837532180000001
Zinc_treatment:PA_Zn:1,8.1238375012,1.592693251
Zinc_treatment:PA_Zn:2,8.0525600329,1.34534998
Zinc_treatment:PA_Zn:3,7.0622131184,1.552774092
Zinc_treatment:PA_Zn_wt:1,0.0193744019,0.095463874
Zinc_treatment:PA_Zn_wt:2,-0.0193744019,-0.095463874
Paeru_PRECISE:CAMHB_wt:1,-7.3341387849,-0.8146683870000001
Paeru_PRECISE:CAMHB_wt:2,-8.5827930922,-1.081176053
Paeru_PRECISE:CAMHB_wt:3,-7.2631196372,-0.459442304
Paeru_PRECISE:CAMHB_wt:4,-7.6110055186,-0.753730874
Paeru_PRECISE:M9glucAA_Pqt10:1,-2.9605475108,-0.264818739
Paeru_PRECISE:M9glucAA_Pqt10:2,-1.1197202303,-0.275945788
Paeru_PRECISE:M9glucAA_Pqt:1,-2.1398867995,-0.256040156
Paeru_PRECISE:M9glucAA_Pqt:2,-1.8390064803000001,-0.463862054
Paeru_PRECISE:M9glucAA_wo_Pqt:1,-1.9502447098000002,-0.20372547300000002
Paeru_PRECISE:M9glucAA_wo_Pqt:2,-2.2067318851,-0.276276617
Paeru_PRECISE:M9glucAA_NaCl:1,4.5831217078,-0.6441534830000001
Paeru_PRECISE:M9glucAA_NaCl:2,2.8684945043,-0.278608956
Paeru_PRECISE:M9glucAA_NaCl:3,2.5239110199,-0.511877684
Paeru_PRECISE:CAMHB_wt:5,-6.9089086607,-0.9508317390000001
Paeru_PRECISE:CAMHB_wt:6,-6.0573387003,-0.161953805
Paeru_PRECISE:LB_wt:1,8.6346852725,0.693702078
Paeru_PRECISE:LB_wt:2,7.6608182005,0.881367192
Paeru_PRECISE:M9glucAA_wt:1,0.5869559735000001,-0.113491376
Paeru_PRECISE:M9glucAA_wt:2,-0.5869559735000001,0.113491376
Paeru_PRECISE:M9glucAA_lowpH:1,1.6452549611,1.162516404
Paeru_PRECISE:M9glucAA_lowpH:2,2.2880246264,1.188774074
Paeru_PRECISE:M9glucAA_DPD:1,3.1568096096,0.753523362
Paeru_PRECISE:M9glucAA_DPD:2,3.6528364503,0.8064341450000001
Paeru_PRECISE:M9sucAA_wt:1,5.1774607877,-0.030047819000000003
Paeru_PRECISE:M9sucAA_wt:2,4.1802415023,0.042054378
Paeru_PRECISE:M9glucAA_NaCl:4,3.8386530149,0.20551945100000002
Paeru_PRECISE:M9glucAA_NaCl:5,3.7927273949,0.323612342
Paeru_PRECISE:M9sucAA_wt:3,3.0437701073,0.105936924
Paeru_PRECISE:M9sucAA_wt:4,2.3000661649,-0.09305684700000001
Paeru_PRECISE:R10LB_wt:1,-6.5874612629,-0.794549429
Paeru_PRECISE:M9glucAA_NaCl:6,2.0903429872,0.282480909
Paeru_PRECISE:M9glucAA_NaCl:7,1.8033783978,-0.065080627
Paeru_PRECISE:M9fructAA_wt:1,1.1352526951,0.170946979
Paeru_PRECISE:M9fructAA_wt:2,0.6064806377,0.088965388
Paeru_PRECISE:M9GlcNAcAA_wt:1,0.3508922928,-0.140110493
Paeru_PRECISE:M9GlcNAcAA_wt:2,0.49462413380000003,-0.03280865
Paeru_PRECISE:M9pyruvAA_wt:1,1.462670661,-0.115099238
Paeru_PRECISE:M9pyruvAA_wt:2,0.25132021320000003,0.223317857
Paeru_PRECISE:M9fructAA_wt:3,0.4955893052,0.22459230100000002
Paeru_PRECISE:M9fructAA_wt:4,-0.6936311416000001,0.004918322
Paeru_PRECISE:M9GlcNAcAA_wt:3,1.4488549961000001,0.125909278
Paeru_PRECISE:M9GlcNAcAA_wt:4,0.7994935969,-0.330622008
Paeru_PRECISE:M9glycAA_wt:1,-0.392730756,0.050543811
Paeru_PRECISE:M9glycAA_wt:2,-0.3673440226,0.18487957200000002
Paeru_PRECISE:M9pyruvAA_wt:3,3.0058258626,-0.180401042
Paeru_PRECISE:CAMHB_wt:7,-7.4745556256,-0.157907343
Paeru_PRECISE:CAMHB_wt:8,-7.1884022505,0.062112165000000004
Paeru_PRECISE:R10LB_wt:2,-7.3319161168,-0.8320761980000001
Paeru_PRECISE:R10LB_wt:3,-6.954004573,-0.697131241
Paeru_PRECISE:R10LB_wt:4,-8.5445094162,-0.9040721530000001
Paeru_PRECISE:R10LB_wt:5,-7.7683443022,-0.303499234
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,1.5347208353,0.67532906
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,1.5743846666999999,0.750710321
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,1.7089816358,0.335902698
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,0.8244270818,0.350091973
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,2.3962404947,0.48038871600000005
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,1.3784094057,0.601574841
Paeru_PRECISE:M9sucAA_wt:5,-2.2118944553,0.217258907
Paeru_PRECISE:M9sucAA_wt:6,-1.2166198468,0.084508687
Paeru_PRECISE:R10LB_wt:6,-7.4598349963,-0.320995428
Paeru_PRECISE:R10LB_wt:7,-6.7652517236000005,0.093614587
Paeru_PRECISE:LB_wt:3,6.6440177779,1.743158194
Paeru_PRECISE:LB_wt:4,5.5159646676000005,0.916160331
Paeru_PRECISE:R10LB_NaCl:1,-4.3657310657,-0.162441299
Paeru_PRECISE:R10LB_NaCl:2,-6.5050794902,-0.32036046
Paeru_PRECISE:M9glucAA_PAO1_wt:1,4.9489598112,1.598289003
Paeru_PRECISE:M9glucAA_Zn:1,0.6250776063,1.563984376
Paeru_PRECISE:M9glucAA_Cu:1,0.1237977133,0.865276578
Paeru_PRECISE:M9glucAA_NaOCl:1,3.90331002,2.369970712
Paeru_PRECISE:M9GlcNAcAA_8:1,-4.4207984437,1.06298851
Paeru_PRECISE:M9GlcNAcAA_8:2,-3.4322562018,0.5554330430000001
Paeru_PRECISE:M9GlcNAcAA_4:1,1.8798189374,1.673355253
Paeru_PRECISE:M9GlcNAcAA_4:2,0.0854422051,0.027575459
Paeru_PRECISE:M9GlcNAcAA_2:1,0.8907422172,1.497618783
Paeru_PRECISE:M9GlcNAcAA_2:2,1.0359036753,0.8417001110000001
Paeru_PRECISE:M9GlcNAcAA_1:1,1.5692980046,1.8638116789999999
Paeru_PRECISE:M9GlcNAcAA_1:2,1.9282291262000002,2.00533721
Paeru_PRECISE:M9glucAA_NaOCl:2,1.2781659391,0.851723177
Paeru_PRECISE:M9glucAA_Cu:2,1.2971097311,1.287561575
Paeru_PRECISE:M9glucAA_Fe:1,2.5460707214,0.133294399
Paeru_PRECISE:M9glucAA_Fe:2,3.5072008394000003,0.435536478
Paeru_PRECISE:M9glucAA_Zn:2,1.6849217133,-0.595989419
Paeru_PRECISE:M9glucAA_PAO1_wt:2,1.1321148778,0.574054936
Paeru_PRECISE:CAMHB_Mec:1,-6.9288922294,-0.045860548
Paeru_PRECISE:CAMHB_Mec:2,-7.0629085715,-0.549690024
Paeru_PRECISE:CAMHB_Azt:1,-7.7185221032,-0.7827764450000001
Paeru_PRECISE:CAMHB_Azt:2,-7.2530951406,-0.32935360700000005
Paeru_PRECISE:CAMHB_Pip:1,-5.4442453193,0.050734423
Paeru_PRECISE:CAMHB_Pip:2,-5.7982537101,0.247372751
Paeru_PRECISE:CAMHB_Ceft:1,-2.6545098195,-0.378874089
Paeru_PRECISE:CAMHB_Ceft:2,-0.5548666145,-0.280502117
Paeru_PRECISE:CAMHB_Ceft:3,-3.4029868461,-0.24158347700000002
Paeru_PRECISE:CAMHB_Ceft:4,-0.9959496476,0.376972527
Paeru_PRECISE:M9glucAA_Ceft:1,5.752769595,0.8194878950000001
Paeru_PRECISE:M9glucAA_Ceft:2,2.7261754149,0.257059419
Paeru_PRECISE:M9glucAA_Gent:1,-3.876206444,-0.808441209
Paeru_PRECISE:M9glucAA_Gent:2,-3.7927339396,0.14649447100000001
Paeru_PRECISE:M9glucAA_Pip:1,-3.0041784051,0.09078351900000001
Paeru_PRECISE:M9glucAA_Pip:2,-2.8936796514000003,0.017464315
Paeru_PRECISE:M9glucAA_Azt:1,-7.2977023213,-0.326785584
Paeru_PRECISE:M9glucAA_Azt:2,-7.1547504462,-0.36412194200000003
Paeru_PRECISE:CAMHB_Mero:1,-6.1316208177,-0.185387834
Paeru_PRECISE:CAMHB_Mero:2,-6.8110802715,-0.439228139
Paeru_PRECISE:CAMHB_Tet:1,-8.0240705718,-0.6469856890000001
Paeru_PRECISE:CAMHB_Tet:2,-7.3940915328,-0.7360596220000001
Paeru_PRECISE:R10LB_Gent:1,-7.4191873942,-0.25351089
Paeru_PRECISE:R10LB_Ceft:1,-8.5346814536,-0.437723081
Paeru_PRECISE:R10LB_Ceft:2,-7.446474448,-0.533885111
Paeru_PRECISE:CAMHB_Biofilm:1,-7.7525502485,-0.853990825
Paeru_PRECISE:CAMHB_Biofilm:2,-7.8143631972000005,-1.072688095
Paeru_PRECISE:M9glucAA_Biofilm:1,14.8611115813,2.257453375
Paeru_PRECISE:M9glucAA_Biofilm:2,14.964540446400001,2.256453949
Paeru_PRECISE:R10LB_Gent:2,-7.1513073654,-0.16825294100000002
Paeru_PRECISE:R10LB_Pip:1,-4.9317922227,-0.9023491370000001
Paeru_PRECISE:R10LB_Pip:2,-1.1782877058,-0.196816076
Paeru_PRECISE:R10LB_Mec:1,-7.301498054,-0.674544149
Paeru_PRECISE:R10LB_Mec:2,-7.1242453511,-0.610813787
Paeru_PRECISE:CAMHB_Azt:3,-8.2930188427,-0.48641776900000006
Paeru_PRECISE:CAMHB_Azt:4,-6.9842987865,-0.576427341
Paeru_PRECISE:CAMHB_Biofilm:3,-4.4277857929,-0.231433448
Paeru_PRECISE:CAMHB_Biofilm:4,-5.133642301,-0.5383625590000001
Paeru_PRECISE:M9glucAA_Biofilm:3,12.4785353901,2.042473057
Paeru_PRECISE:M9glucAA_Biofilm:4,13.4500795086,2.303131245
Paeru_PRECISE:R10LB_Mero:1,1.238617028,-0.322357384
Paeru_PRECISE:R10LB_Mero:2,1.6091826517,-0.147353155
Paeru_PRECISE:LB_Cam:1,-1.8076704587,1.606905898
Paeru_PRECISE:LB_Cam:2,-1.2378397077,1.547724643
Paeru_PRECISE:CAMHB_Ceft:5,-1.9531575049,0.08197464700000001
Paeru_PRECISE:CAMHB_Cip:1,-6.5608050671,0.196071813
Paeru_PRECISE:CAMHB_Cip:2,-6.6802868227,0.29718757300000004
ampC_mutation:PA_Cef_taz_wt:1,-0.3700776374,-0.19184122
ampC_mutation:PA_mutS_Cef_taz:1,-0.3595228885,-0.18612683300000002
ampC_mutation:PA_mutS:1,-3.2078220181,-0.796323289
ampC_mutation:PA_mutS:2,-1.9844446822,-1.519176788
ampC_mutation:PA_mutS:3,-2.4119481501,-0.73369849
ampC_mutation:PA_Cef_taz_wt:2,0.3700776374,0.19184122
ampC_mutation:PA_mutS_Cef_taz:2,-2.6440431566,-0.247261888
ampC_mutation:PA_mutS:4,-3.9626216843,-0.804701791
ampC_mutation:PA_mutS:5,-0.7761890789,-1.373499811
ampC_mutation:PA_mutS:6,0.7125232089,-0.007120863000000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,-4.6239071447,-0.16510387
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,-4.2948922951,-0.813988193
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,-10.9957378161,-0.6419684090000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,-10.5215719432,-0.38818327500000005
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,6.1185637691,1.801513696
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,6.1324837963,2.396813303
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,-0.8272327061,-0.303758795
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,0.8272327061,0.303758795
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,-10.877823727100001,-0.372898159
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,-11.8379172334,-0.67129277
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,-11.0062928728,-0.6447652140000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,-9.5498179921,-0.008829634000000001
cysB_mutant:PAO1HH_wt:1,0.33546450980000003,-0.07033097
cysB_mutant:PAO1HH_wt:2,-0.33546450980000003,0.07033097
cysB_mutant:cysBHH:1,1.5131451216,0.828067949
cysB_mutant:cysBHH:2,1.0630723008,0.358885149
cysB_mutant:cysBHH:3,1.9115878304,0.65618795
ersA_knockout:delersA:1,-1.1002323371,0.25936835
ersA_knockout:delersA:2,-1.7993831926000001,-0.5053140150000001
ersA_knockout:wt_BHI:1,-0.35475555670000003,0.292218237
ersA_knockout:wt_BHI:2,0.35475555670000003,-0.292218237
gcsR_mutant:PAO1_rep_wt:1,-0.2780198565,-0.211865923
gcsR_mutant:PAO1_rep_wt:2,0.2780198565,0.211865923
gcsR_mutant:GcsR_rep:1,-1.0554125002,0.44937844
gcsR_mutant:GcsR_rep:2,-0.0485100654,0.31399850500000004
mexZ_knockout:del_mexZ:1,1.4609632487,-0.170796782
mexZ_knockout:del_mexZ:2,-0.0072001896,-0.19693142300000002
