,A,rpoS
omv:spi1_ind_highOD_intracellularRNAs:2.0,9.4552100457,0.8480453998
omv:spi1_ind_highOD_intracellularRNAs:3.0,9.325092078499999,0.9930188988
omv:controlPCN_lowOD_intracellularRNAs:1.0,0.7657791780000001,0.0525189249
omv:controlPCN_lowOD_intracellularRNAs:2.0,-1.5405848174,-0.030185274600000003
omv:spi2_ind_lowOD_intracellularRNAs:3.0,0.23836031700000002,-0.9772889012
omv:controlPCN_lowOD_intracellularRNAs:3.0,0.7748056394,-0.0223336503
sv5015:STM1625:1.0,10.4081771872,0.4561774672
sv5015:STM1625:2.0,9.9997008253,0.36949654390000003
sv5015:STM1625:3.0,10.5904520415,0.5829743035
sv5015:STM0581:1.0,-2.1160547799,-0.4903722413
sv5015:STM0581:2.0,-2.0819914126,-0.5337016784
sv5015:STM0581:3.0,-1.9523242754,-0.3508986103
sv5015:WT:1.0,0.16913754420000002,-0.0593090958
sv5015:WT:2.0,-0.049447736000000006,0.0326599574
sv5015:WT:3.0,-0.1196898082,0.0266491384
tomato:tomato_root:1.0,-18.0136126419,-1.231871975
tomato:tomato_root:2.0,-17.8279108575,-2.1294961662
tomato:tomato_root:3.0,-14.8393194141,-1.3212756105
tomato:LB:1.0,-2.9970786375,-0.0868029944
tomato:LB:2.0,2.9970786375,0.0868029944
AcrB_efflux_virulence:AcrB_D408A:1.0,-0.2965576797,-0.8776973284
AcrB_efflux_virulence:AcrB_D408A:2.0,0.17338281600000002,-0.8169367104
AcrB_efflux_virulence:AcrB_D408A:3.0,0.1216281792,-0.5951458772
AcrB_efflux_virulence:WT:1.0,0.5730046482,0.0801113148
AcrB_efflux_virulence:WT:2.0,-0.1679967699,-0.0201874139
AcrB_efflux_virulence:WT:3.0,-0.4050078783,-0.0599239008
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,-1.2023316052,-0.3822840712
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,0.6650738329,2.69923676
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,0.0896165793,2.6338295209
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,3.3692997815,1.0124923609
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,-0.7304786681000001,2.3275020605
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,1.2130128021,1.3865974062
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,9.6941515608,0.8667913651
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,-1.3261987503000001,-0.4726652449
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,-1.8518644332,0.0548201013
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,11.9153439459,1.2371718324
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,0.6881610420000001,1.2767455341
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,-0.0686466646,2.3594039637
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,0.6924976886,1.1693210975000001
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,-3.0388722256,0.0228655354
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,3.1645316529,1.6866797889
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,1.8176247126,1.2102675049
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,2.8787169051,0.8607474691
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,-6.2066734165,-0.6355202392
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,-1.7208455115999999,-0.0887852797
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,-1.0505760637,1.1558261521
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,-4.1645199399,-0.3994259228
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,-4.727807712,-0.8007929354000001
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,2.8080344777,0.8026074257
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,1.9197732342,-0.0018144903
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,-1.5901022042,2.1816264992
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,-2.5588480513,1.5896300742
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,-2.7695531067,1.2714320607
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,0.1562546129,-0.2180575872
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,-0.7269335239,1.5103833884
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,-1.9399776534000002,1.7908974378
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,-4.116569119,0.9958283406
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,-1.9884406713,1.2567644114
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,-1.0660172954,1.4132679552
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,-1.0386817653,-0.5716867198000001
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,0.224889097,1.3104211822
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,-0.0075974316,1.676004338
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,-0.9975680291000001,1.5064742942
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,0.5425342153,0.6038220747
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,-1.5334133823,1.1333105357
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,6.6876822017,0.37739180910000003
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,3.3091635141999998,0.6669588844000001
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,1.3189376983,1.6190370527
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,7.2362401889,1.2715475293
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,-0.1300863276,1.1907981987
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,-0.9559318123,-0.0617187999
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,0.7986825763000001,1.0320640766
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,10.4628777165,1.9498387901
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,3.3550998652,1.4481120649
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,-3.6663205,0.09413352970000001
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,-3.6372984895,1.62863377
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,-2.8225985093,1.2033200522
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,-2.0922948653,1.5495517358000002
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,4.0550861643,0.7418538974000001
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,3.060075946,0.781825434
OPG:del_opgGH:1.0,25.1230851456,1.3627799109
OPG:del_opgGH:2.0,25.7815443002,1.28338379
OPG:del_opgGH:3.0,27.5588144665,1.4922475224
OPG:del_opgGH_pBK16:1.0,5.6708353376,0.4032356395
OPG:del_opgGH_pBK16:2.0,7.0170994326,0.3501490365
OPG:del_opgGH_pBK16:3.0,5.5856229314,0.3506877288
OPG:WT:1.0,-0.6018777293,0.022656678200000002
OPG:WT:2.0,-0.023546509400000002,0.0248126336
OPG:WT:3.0,0.6254242387,-0.047469311800000004
PinT:pinT+_1h:1.0,0.5191126629,0.0631825489
PinT:pinT+_1h:2.0,-0.5191126629,-0.0631825489
cold_shock_protein:WT_RNAseq:1.0,1.266709789,0.0646243551
cold_shock_protein:WT_RNAseq:2.0,-2.8747076062,-0.10909287670000001
cold_shock_protein:WT_RNAseq:3.0,1.6079978172,0.044468521600000005
cold_shock_protein:DeltaCspCE_RNAseq:1.0,-3.0933488596,0.2950794564
cold_shock_protein:DeltaCspCE_RNAseq:2.0,3.5245336489,0.2624584155
cold_shock_protein:DeltaCspCE_RNAseq:3.0,3.3377461287,0.1952077112
dephostatin:LB_DMSO:1.0,0.0635672991,-0.1490906428
dephostatin:LB_DMSO:2.0,-0.412609316,0.31714303320000004
dephostatin:LB_DMSO:3.0,0.34904201700000004,-0.1680523904
dephostatin:LB_Dephostatin:1.0,0.2752010134,0.3441490944
dephostatin:LB_Dephostatin:2.0,-3.7054419695,0.8308871247
dephostatin:LB_Dephostatin:3.0,-1.5918973035000001,0.38805320870000004
dephostatin:LPM_DMSO:1.0,-3.7087400876,0.0099321784
dephostatin:LPM_DMSO:2.0,-3.3251055839,-0.1596244119
dephostatin:LPM_Dephostatin:1.0,-1.4332243686,-0.2351755287
dephostatin:LPM_Dephostatin:2.0,-0.040254552000000006,-0.1392880846
dephostatin:LPM_Dephostatin:3.0,-0.4433222403,0.3499661471
efflux_inhibition:Chlorpromazine:1.0,-4.9265916811,1.1317714063
efflux_inhibition:Chlorpromazine:2.0,5.2839745643,2.8085452732
efflux_inhibition:Chlorpromazine:3.0,14.2570040101,0.37636715660000003
efflux_inhibition:PABN:1.0,12.4453253208,-0.0975712779
efflux_inhibition:PABN:2.0,13.9732732485,0.7248292403000001
efflux_inhibition:no_treatment:1.0,1.1676742436,-0.3264745369
efflux_inhibition:no_treatment:2.0,1.4861701491,0.16327374220000002
efflux_inhibition:no_treatment:3.0,-2.6538443927,0.1632007946
efflux_inhibition:Chlorpromazine:4.0,14.8466768856,0.7259577335
efflux_inhibition:PABN:3.0,7.8643929287,1.0968953295
fis_regulatory_network:GX_EE:1.0,1.1824504557,0.3871455724
fis_regulatory_network:GX_EE:2.0,1.6097922406,0.8861576213000001
fis_regulatory_network:GX_TS:1.0,46.9401944818,2.9979624935
fis_regulatory_network:GX_TS:2.0,48.9942614144,3.0369962996
fis_regulatory_network:WT_EE:1.0,-0.1043480282,-0.0912965403
fis_regulatory_network:WT_EE:2.0,0.1043480282,0.0912965403
fis_regulatory_network:WT_TS:1.0,49.8337618205,2.9773941882
fis_regulatory_network:WT_TS:2.0,49.2101840032,3.0799740403
fis_regulatory_network:OX_EE:1.0,6.4157359276,2.2275384285
fis_regulatory_network:OX_EE:2.0,7.6181517692,2.145410264
fis_regulatory_network:OX_TS:1.0,34.8096679478,2.6693592388000003
fis_regulatory_network:OX_TS:2.0,36.8835308344,2.6758979149
persisters:rep:1.0,0.599219068,-0.2281888528
persisters:rep:2.0,-0.599219068,0.2281888528
proQ_pulse_expression:empty_vector:1.0,2.2624626784,0.10698317900000001
proQ_pulse_expression:empty_vector:2.0,-2.2624626784,-0.10698317900000001
proQ_pulse_expression:long_STnc540_overexpression:1.0,-1.2515045125,-0.21297674090000002
proQ_pulse_expression:long_STnc540_overexpression:2.0,-3.199610394,-0.1121805027
proQ_pulse_expression:short_STnc540_overexpression:1.0,-1.0718483629,-0.1716569275
proQ_pulse_expression:short_STnc540_overexpression:2.0,0.43075474140000003,-0.1727343644
proQ_virulence:dhfq_dproQ_LB:1.0,-17.5957198268,-1.3027494267
proQ_virulence:dhfq_dproQ_LB:2.0,-16.1082783619,-0.6611946682000001
proQ_virulence:dhfq_dproQ_LB:3.0,-15.4494629455,-0.5388964629
proQ_virulence:dhfq_dproQ_SPI-2:1.0,-0.557948105,0.43145799300000004
proQ_virulence:dhfq_dproQ_SPI-2:2.0,-0.24335044930000002,0.5150567949
proQ_virulence:dhfq_dproQ_SPI-2:3.0,0.49835858510000003,0.6017297717
proQ_virulence:dhfq_LB:1.0,-9.2145461258,-0.597540599
proQ_virulence:dhfq_LB:2.0,-6.8435003954999996,-0.8044849892
proQ_virulence:dhfq_LB:3.0,-8.250675593,-0.6253038953
proQ_virulence:dhfq_SPI-2:1.0,0.6245337647,-0.0797406511
proQ_virulence:dhfq_SPI-2:2.0,2.6093847407,-0.0663910761
proQ_virulence:dhfq_SPI-2:3.0,3.8181075014,0.1846246812
proQ_virulence:dproQ_LB:1.0,-0.6151548505000001,-0.0883193157
proQ_virulence:dproQ_LB:2.0,1.3634267289,-0.5876057168000001
proQ_virulence:dproQ_LB:3.0,-1.1954971838,-0.2067529722
proQ_virulence:dproQ_SPI-2:1.0,6.0518149822,0.2173279401
proQ_virulence:dproQ_SPI-2:2.0,12.2937674425,0.7686468217
proQ_virulence:dproQ_SPI-2:3.0,11.0802174962,0.6467132144000001
proQ_virulence:WT_LB:1.0,0.21334279,0.1640113159
proQ_virulence:WT_LB:2.0,6.6949321821000005,0.3997324062
proQ_virulence:WT_LB:3.0,-6.9082749721,-0.5637437221
proQ_virulence:WT_SPI-2:1.0,18.3549606626,0.6310700727
proQ_virulence:WT_SPI-2:2.0,17.6201802274,0.629003772
proQ_virulence:WT_SPI-2:3.0,21.0818143066,0.7481876424
rcsB:del_rcsB_S207C:1.0,-12.8370592386,-0.0193959888
rcsB:del_rcsB_WT:1.0,-0.8903262966000001,0.0978422303
rcsB:del_rcsB:1.0,-24.7980859321,-1.8923157445
rcsB:del_rcsB_H12A:1.0,-20.0328674538,-1.3044943277
rcsB:del_rcsB_D56A:1.0,-22.9109666229,-1.8002289514
rcsB:del_rcsB_M88A:1.0,-18.3843981471,-0.7656883972
rcsB:del_rcsB_H77A:1.0,-19.7006733046,-0.9389266638
rcsB:del_rcsB_L108A:1.0,-16.0379175396,-0.6519486240000001
rcsB:del_rcsB_S207C:2.0,-15.2662151392,-0.1348145405
rcsB:del_rcsB_WT:2.0,-0.326818008,-0.1295100583
rcsB:del_rcsB:2.0,-24.4704250864,-1.5114816381
rcsB:del_rcsB_H12A:2.0,-24.6127802214,-1.1155731355
rcsB:del_rcsB_D56A:2.0,-24.1669674577,-1.6349282475
rcsB:del_rcsB_H77A:2.0,-14.7439801744,-1.1327297234
rcsB:del_rcsB_L108A:2.0,-16.0256306508,-0.884524842
rcsB:del_rcsB_WT:3.0,1.2171443046000001,0.031667828
rcsB:del_rcsB_H12A:3.0,-15.701445019,-1.1679433855
rcsB:del_rcsB_D56A:3.0,-23.3158129909,-1.7781360929
rcsB:del_rcsB_M88A:2.0,-19.7377845779,-0.9729909125
rcsB:del_rcsB_H77A:3.0,-18.2034106556,-0.9605099752
rcsB:del_rcsB_L108A:3.0,-22.8528535987,-1.3216876731
ribodepletion:RiboZero:1.0,0.014023246100000001,-0.0214604909
ribodepletion:RiboZero:2.0,-0.014023246100000001,0.0214604909
single_carbon_source:mucic:1.0,0.0059690797,-0.0184349709
single_carbon_source:mucic:2.0,-0.0059690797,0.0184349709
single_carbon_source:tartarate:1.0,-1.4735277679,-0.106071677
single_carbon_source:tartarate:2.0,-3.4342646377,-0.3247938059
ssrA_ssrB_TCS:ssrB_minus:1.0,3.8122537692,0.2736099743
ssrA_ssrB_TCS:ssrB_minus:2.0,-2.2100458558,-0.2887941395
ssrA_ssrB_TCS:ssrB_minus:3.0,-1.6022079134,0.0151841652
ssrA_ssrB_TCS:ssrB_plus:1.0,-5.4009112622,-0.1768521774
ssrA_ssrB_TCS:ssrB_plus:2.0,-7.0831373832,-0.3653779395
ssrA_ssrB_TCS:ssrB_plus:3.0,-14.4947381407,-0.8921385525000001
yedF:WT:1.0,-0.2588023653,0.0780377111
yedF:WT:2.0,0.2588023653,-0.0780377111
yedF:del_yedF:1.0,-3.0209564649,-0.0548490789
yedF:del_yedF:2.0,0.15607454780000002,0.2874743006
yedF:del_yedF:3.0,-0.7568054430000001,0.0999657818
14028S_paratyphiA:37C_stationary:1.0,4.3655820596,1.5767651699
14028S_paratyphiA:42C_log:1.0,-5.3109521124,-0.6124512131000001
14028S_paratyphiA:37C_log:1.0,0.9748215942,0.1682249226
14028S_paratyphiA:42C_log:2.0,-8.4493874968,-0.1721042875
14028S_paratyphiA:37C_stationary:2.0,3.7045403006,1.4666261377
14028S_paratyphiA:37C_log:2.0,-0.9748215942,-0.1682249226
7TF:hilC:1.0,-0.8915053666,-1.1253757223
7TF:del_hilD:1.0,0.42063217420000004,-0.0893079098
7TF:WT:1.0,0.8225869234000001,0.06714453840000001
7TF:hilD:1.0,-10.1316122556,-1.3654768395
7TF:WT:2.0,-0.8805276400000001,0.1654138993
7TF:del_sprB:1.0,-1.5240588121,0.1480038049
7TF:del_rtsB:1.0,-28.5163595487,0.5603669622
7TF:rtsA:1.0,-2.3607353046,-0.4067051132
7TF:del_invF:1.0,1.319978107,-0.0204658337
7TF:sprB:1.0,-2.4639552679,-0.7668661005
7TF:hilD:2.0,-5.9547259144,-1.1198908914
7TF:del_invF:2.0,-0.8323209085000001,0.0319927206
7TF:del_rtsB:2.0,-28.7008640783,0.06481750780000001
7TF:hilC:2.0,0.1875891737,-1.15033251
7TF:WT:3.0,0.5082039138000001,-0.1450087185
7TF:del_hilD:2.0,0.2545931388,-0.1755462182
7TF:rtsA:2.0,-3.7650973598,-0.0753419382
7TF:invF:1.0,2.1134709394,-0.5640047549
7TF:invF:2.0,-3.8866564621,-1.0246070412
7TF:sprB:2.0,-6.9278784905,-0.7346153307000001
7TF:del_sprB:2.0,-0.3857871557,0.2534894227
7TF:WT:4.0,-0.4502631972,-0.08754971930000001
MMC:del_rtcB_No treatment:1.0,-2.9413148241,0.0475170555
MMC:WT_No_treatment:1.0,-3.56906792,0.0236284304
MMC:WT_No_treatment:2.0,6.6004651146,-0.038164429
MMC:del_rtcR_No_treatment:1.0,5.8077827039,-0.1411015864
MMC:del_rtcR_3mM_MMC:1.0,4.3545551563,-0.28785861960000003
MMC:WT_No_treatment:3.0,-3.0313971946,0.0145359986
MMC:del_rtcB_3mM_MMC:1.0,2.058445495,-0.5168936613
MMC:del_rtcB_3mM_MMC:2.0,3.6483060495,-0.4597317555
MMC:del_rtcR_3mM_MMC:2.0,3.8121079469,-0.22372164100000003
MMC:del_rtcR_3mM_MMC:3.0,10.781044953,-0.42987371700000004
MMC:del_rsr_No_treatment:1.0,4.2932189752,0.1303725679
MMC:del_rtcB_3mM_MMC:3.0,2.8664643922,-0.4837635028
MMC:del_rtcR_No_treatment:2.0,-2.57940799,-0.2887187102
MMC:del_rsr_3mM_MMC:1.0,2.1448688547,-0.5337896528
MMC:del_rtcB_No treatment:2.0,-4.0628246697,0.0151693438
MMC:WT_3mM_MMC:1.0,2.6568492079,-0.3382411216
MMC:del_rsr_3mM_MMC:2.0,2.4283725736,-0.21222121060000002
MMC:WT_3mM_MMC:2.0,2.5007188904,-0.425593339
MMC:del_rsr_No_treatment:2.0,-2.9293233266,0.3684303493
MMC:del_rtcB_No treatment:3.0,-4.8784641646,-0.0553303501
MMC:del_rsr_No_treatment:3.0,-3.1379151581,0.22303449150000001
Nontyphoidal_comparisons:rep:1.0,-0.3664413449,0.1061824975
Nontyphoidal_comparisons:rep:2.0,-4.1210607228,-0.4096053415
Nontyphoidal_comparisons:rep:3.0,4.4875020677,0.303422844
araC:delta_araC_LB:1.0,-6.6259359775,-0.460051847
araC:WT_LB:1.0,-5.1072758635,-0.13420335660000002
araC:WT_LB:2.0,5.1072758635,0.13420335660000002
araC:delta_araC_LB:2.0,-4.7844469830000005,0.06702028980000001
csgD:WT_planktonic_TP1:1.0,3.34556964e-16,0.0
csgD:del_csgD_planktonic_TP2:1.0,10.3803173144,0.105609673
csgD:WT_aggregate_TP2:1.0,16.2790041034,0.3452746966
csgD:del_csgD_planktonic_TP1:1.0,1.8863462313000001,-0.0267433902
csgD:WT_planktonic_TP3:1.0,12.8330432445,-0.9208099061
csgD:del_csgD_planktonic_TP3:1.0,12.6059345466,-0.8961342395
csgD:WT_planktonic_TP2:1.0,8.5593979225,-0.5258798247
csgD:WT_aggregate_TP3:1.0,17.16095561,-1.2390850571
csgD:PcsgD_planktonic_lux_TP1:1.0,0.9562872341,-0.3344979831
csgD:PcsgD_planktonic_lux_TP4:1.0,12.4790559937,-0.6170464246
csgD:PcsgD_aggregate_lux_TP3:1.0,14.9744863062,-1.1764224916
csgD:PcsgD_planktonic_lux_TP2:1.0,5.4975917324,-0.7896474677
csgD:PcsgD_planktonic_lux_TP3:1.0,12.7459848848,-1.1923069018999999
csgD:del_csgD_planktonic_TP4:1.0,15.9342063016,-0.4646861125
csgD:WT_aggregate_TP4:1.0,16.3960187218,-1.1197507195
csgD:PcsgD_aggregate_lux_TP4:1.0,14.925553724,-1.3704981043
csgD:PcsgD_aggregate_lux_TP2:1.0,12.5354904848,0.2387437858
csrA:10min_LB_csrA:1.0,-4.3026799287,-5.3290987751
csrA:10min_LB_WT:1.0,15.3417342564,0.265083451
csrA:2.5min_LB_csrA:1.0,-13.9194388503,-3.75249007
csrA:5min_mLPM_WT:1.0,22.7094688602,0.9120579448
csrA:15min_mLPM_csrA:1.0,-15.2991138059,-4.0115292326
csrA:5min_LB_WT:1.0,14.4807511274,0.3126560406
csrA:2.5min_LB_WT:1.0,6.4447009486,-0.011830436100000001
csrA:0min_LB_WT:1.0,0.2560704546,0.1346558336
csrA:15min_LB_WT:1.0,14.065362132,-0.2337009753
csrA:0min_mLPM_WT:1.0,14.3619921079,0.7342484756000001
csrA:15min_LB_csrA:1.0,-5.7966155559,-5.027107824
csrA:15min_mLPM_WT:1.0,15.957236097100001,-0.0958622724
csrA:15min_LB_csrA:2.0,-3.8890678181,-4.8784260109
csrA:0min_mLPM_WT:2.0,16.4416310525,0.8641429463
csrA:0min_LB_csrA:1.0,-20.6972880509,-1.830734343
csrA:15min_LB_WT:2.0,15.5011027269,-0.2327589394
csrA:15min_mLPM_WT:2.0,9.3225572848,-0.7884828207
csrA:5min_LB_WT:2.0,13.2503988082,0.17638501750000002
csrA:5min_mLPM_WT:2.0,18.1814089295,0.7733507585
csrA:2.5min_LB_WT:2.0,8.5805989746,-0.0075454195
csrA:5min_mLPM_csrA:1.0,-10.9021451704,-4.2500518659
csrA:0min_LB_csrA:2.0,-20.5373726407,-1.8955302019
csrA:15min_mLPM_csrA:2.0,-14.5554843114,-3.9184242277
csrA:5min_mLPM_csrA:2.0,-10.234719637,-4.2258440089
csrA:10min_LB_WT:2.0,16.8175283749,0.3338582332
csrA:0min_LB_WT:2.0,-0.2560704546,-0.1346558336
csrA:5min_LB_csrA:1.0,-7.5592339263,-5.1016053779
csrA:10min_mLPM_csrA:1.0,-12.6729427254,-4.2245855267
csrA:10min_mLPM_csrA:2.0,-12.3634289612,-4.1863186849
csrA:5min_LB_csrA:2.0,-7.9914934955,-5.1544396457
csrA:2.5min_LB_csrA:2.0,-14.2524646976,-3.7073491403
csrA:10min_LB_csrA:2.0,-5.6466429825999995,-5.4711761313
flagellum:ΔSTM14_1829 :1.0,16.3617798285,0.1843420758
flagellum:ΔSTM14_1829 :2.0,15.6306109296,0.1009746178
flagellum:WT:1.0,2.1741024364,0.1172337013
flagellum:WT:2.0,-0.9913338972000001,0.0723966822
flagellum:ΔSTM14_1829 :3.0,16.4200532467,0.2367790371
flagellum:WT:3.0,-1.1827685392,-0.1896303835
fliA:del_rpoF:1.0,-6.1838940051,-0.7387583812
fliA:WT:1.0,1.0475365979,0.3258793467
fliA:del_rpoF:2.0,-7.7771581588,-0.9546682167
fliA:WT:2.0,-1.0475365979,-0.3258793467
mgtC:empty_pUH21:1.0,0.2370701922,-0.011149414
mgtC:pUH_mgtC:1.0,1.6043120257,0.0858022331
mgtC:empty_pUH21:2.0,-0.2370701922,0.011149414
mgtC:pUH_mgtC:2.0,1.1040637425,0.0526945068
mgtCBR:empty_pBAD18:1.0,-0.0285153242,0.0518485195
mgtCBR:mgtC_pBAD113:1.0,31.0685111492,0.7155097072000001
mgtCBR:empty_pBAD18:2.0,0.0285153242,-0.0518485195
mgtCBR:mgtC_pBAD113:2.0,32.7994271861,0.7883029901
novobiocin:100_Novobiocin_60min:1.0,39.3923483982,3.5753102223
novobiocin:500_Novobiocin_60min:1.0,29.0216651279,3.1744356312
novobiocin:0_Novobiocin_60min:1.0,49.5573660526,3.4870756766
novobiocin:0_Novobiocin_0min:1.0,0.4260947672,0.0976377024
novobiocin:100_Novobiocin_60min:2.0,36.6282688037,3.4072710801
novobiocin:0_Novobiocin_10min:1.0,6.1578597693,1.3055662403000001
novobiocin:500_Novobiocin_20min:1.0,22.2307319288,2.7262691097
novobiocin:0_Novobiocin_20min:1.0,15.0109770931,1.8588034859
novobiocin:0_Novobiocin_60min:2.0,45.7953420462,3.3925512931
novobiocin:0_Novobiocin_10min:2.0,6.658680996,1.1210731147
novobiocin:500_Novobiocin_60min:2.0,30.7402159635,3.1335762173
novobiocin:0_Novobiocin_60min:3.0,43.5514450433,3.3261145181
novobiocin:500_Novobiocin_10min:1.0,17.714131406699998,1.6630020810000001
novobiocin:0_Novobiocin_20min:2.0,18.2560148071,1.5742372807
novobiocin:500_Novobiocin_60min:3.0,33.4212685457,3.4688011325
