,A,cytR
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,7.6316142374,1.0871981771
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,7.246305687,1.214668701
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,-2.6215519726,-1.9480271368
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,5.219945608,0.9414255443
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,4.3512363578,1.1277927872
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,-2.7529278282,-0.6793585642000001
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,-1.5983085295000001,-0.4484342229
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,-1.222321566,-1.4380883541
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,-1.6400089629,-1.5361863674
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,-1.4752131404,-1.6481161384
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,1.6826735387,0.6149417876000001
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,-3.0596240027,-1.8974488364000002
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,-0.9771303283,-1.2672352202
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,-1.1269654323,-1.3331731948
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,-0.1231264995,-1.951772231
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,-1.9408167651000001,-2.5334015823
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,4.8851600495,1.0218250567
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,1.6226591775,0.6022929438
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,-5.1985888985,-2.5757942265000002
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,-2.4014048172,-2.0420107947
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,-2.5140198899,-2.6862171173
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,-0.554461157,-2.1521034425
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,-3.9758464846,-0.46049570700000003
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,4.7449827885,0.7603410846
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,-2.7595149154,-1.9706121536999999
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,5.4086144049,1.1728423714
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,-1.4876383227,-1.7679474081
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,3.4038728258,-1.0276140401
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,-0.8339589579000001,-1.9842588011000002
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,3.5720316151000002,-0.4012915289
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,0.9909720447,-0.44720370470000004
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,7.1538163842,0.7767510080000001
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,1.2780766448,-1.3549856004
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,-0.5250609137,-1.9474447926
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,-2.4820091276,-2.5492589838
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,-1.0730056188,-0.7086186813
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,-1.57831792,-0.8650529846
OPG:del_opgGH:1.0,0.4579770762,0.25506627860000003
OPG:del_opgGH:2.0,0.5339454321,0.0435478323
OPG:del_opgGH:3.0,1.2524022946,-0.0714340952
OPG:del_opgGH_pBK16:1.0,-0.4619172576,-0.1147469492
OPG:del_opgGH_pBK16:2.0,0.4246099548,-0.2018529077
OPG:del_opgGH_pBK16:3.0,0.4742977687,-0.0942550301
OPG:WT:1.0,-0.0544224818,0.029109002000000002
OPG:WT:2.0,-0.090962969,-0.015245518100000001
OPG:WT:3.0,0.1453854508,-0.013863483900000001
PinT:pinT+_1h:1.0,0.7295564128,0.0203370289
PinT:pinT+_1h:2.0,-0.7295564128,-0.0203370289
cold_shock_protein:WT_RNAseq:1.0,-0.0618920123,0.022951265800000002
cold_shock_protein:WT_RNAseq:2.0,0.2028611286,0.067965284
cold_shock_protein:WT_RNAseq:3.0,-0.1409691162,-0.09091654980000001
cold_shock_protein:DeltaCspCE_RNAseq:1.0,-2.0083536226,0.46350559350000003
cold_shock_protein:DeltaCspCE_RNAseq:2.0,-1.9300612101999999,0.4030026812
cold_shock_protein:DeltaCspCE_RNAseq:3.0,-1.8031061027000002,0.30192492
dephostatin:LB_DMSO:1.0,-1.1514759397,-0.33770297790000003
dephostatin:LB_DMSO:2.0,0.4811762202,-0.0822524746
dephostatin:LB_DMSO:3.0,0.6702997195,0.4199554525
dephostatin:LB_Dephostatin:1.0,1.3124803927,-0.1446878209
dephostatin:LB_Dephostatin:2.0,2.0662750344,0.6986087166
dephostatin:LB_Dephostatin:3.0,1.3909418129,0.2128431399
dephostatin:LPM_DMSO:1.0,1.7502723486,0.2757596674
dephostatin:LPM_DMSO:2.0,1.4180389864,-0.1042829598
dephostatin:LPM_Dephostatin:1.0,1.7863384547,0.3755082079
dephostatin:LPM_Dephostatin:2.0,3.7483038933,0.2702333194
dephostatin:LPM_Dephostatin:3.0,3.1393905985,0.39762981950000004
efflux_inhibition:Chlorpromazine:1.0,5.0758124157,-0.8565282238
efflux_inhibition:Chlorpromazine:2.0,5.4012481742,-0.3337015699
efflux_inhibition:Chlorpromazine:3.0,6.0333590729,0.0647622367
efflux_inhibition:PABN:1.0,2.7743150242,0.2819583589
efflux_inhibition:PABN:2.0,5.5078063577,-0.2679161329
efflux_inhibition:no_treatment:1.0,-0.6690628776,-0.0747605021
efflux_inhibition:no_treatment:2.0,0.928091128,-0.0183155192
efflux_inhibition:no_treatment:3.0,-0.2590282503,0.0930760212
efflux_inhibition:Chlorpromazine:4.0,6.144906444,0.0808478623
efflux_inhibition:PABN:3.0,4.1915213098,-0.2383522768
fis_regulatory_network:GX_EE:1.0,1.6880201782,0.4279992936
fis_regulatory_network:GX_EE:2.0,0.6777185279,-0.4583623472
fis_regulatory_network:GX_TS:1.0,-5.2910460844,-0.9624703084
fis_regulatory_network:GX_TS:2.0,-5.9524193799,-0.9782926398
fis_regulatory_network:WT_EE:1.0,-0.42482436770000004,0.0391668878
fis_regulatory_network:WT_EE:2.0,0.42482436770000004,-0.0391668878
fis_regulatory_network:WT_TS:1.0,-5.7239803801,-1.1502178607
fis_regulatory_network:WT_TS:2.0,-5.6533773867,-1.1486328668
fis_regulatory_network:OX_EE:1.0,-0.6090707453,-1.0386633229
fis_regulatory_network:OX_EE:2.0,-0.7049189795,-1.0440188429
fis_regulatory_network:OX_TS:1.0,-7.5061030935,-0.1862659218
fis_regulatory_network:OX_TS:2.0,-5.9486003071999995,-0.5644579879
persisters:rep:1.0,-0.0743000316,-0.08873725810000001
persisters:rep:2.0,0.0743000316,0.08873725810000001
proQ_pulse_expression:empty_vector:1.0,0.1657088546,-0.0629411349
proQ_pulse_expression:empty_vector:2.0,-0.1657088546,0.0629411349
proQ_pulse_expression:long_STnc540_overexpression:1.0,-0.3623635934,-0.12569037600000002
proQ_pulse_expression:long_STnc540_overexpression:2.0,0.059436401300000004,-0.016876581
proQ_pulse_expression:short_STnc540_overexpression:1.0,-0.6374932083,-0.018518648500000002
proQ_pulse_expression:short_STnc540_overexpression:2.0,-0.8494260224,-0.1200021436
proQ_virulence:dhfq_dproQ_LB:1.0,-1.5279768705999999,-0.4484006452
proQ_virulence:dhfq_dproQ_LB:2.0,-1.5504610558,-0.0281513605
proQ_virulence:dhfq_dproQ_LB:3.0,-2.1868625465,0.29826606980000003
proQ_virulence:dhfq_dproQ_SPI-2:1.0,2.6991216228,-0.4418094617
proQ_virulence:dhfq_dproQ_SPI-2:2.0,2.5330837964,-0.40457460300000003
proQ_virulence:dhfq_dproQ_SPI-2:3.0,2.8406662800999998,-0.39302102600000005
proQ_virulence:dhfq_LB:1.0,-0.0653856016,-0.4716444789
proQ_virulence:dhfq_LB:2.0,0.5996502289,-0.2530342131
proQ_virulence:dhfq_LB:3.0,0.2571560735,-0.33840879560000003
proQ_virulence:dhfq_SPI-2:1.0,3.1911746777,-0.7390807226
proQ_virulence:dhfq_SPI-2:2.0,3.3050560793,-0.8519986392000001
proQ_virulence:dhfq_SPI-2:3.0,3.1912768193,-0.7397447259000001
proQ_virulence:dproQ_LB:1.0,-0.7915003959,-0.06903894470000001
proQ_virulence:dproQ_LB:2.0,-0.3028836704,-0.6660750775000001
proQ_virulence:dproQ_LB:3.0,-1.3588242939000001,0.0356133047
proQ_virulence:dproQ_SPI-2:1.0,1.4522476462,-0.4978822182
proQ_virulence:dproQ_SPI-2:2.0,1.8982962977,-0.38983951980000003
proQ_virulence:dproQ_SPI-2:3.0,1.8762742491000002,-0.2415368618
proQ_virulence:WT_LB:1.0,0.2402892362,-0.0470685495
proQ_virulence:WT_LB:2.0,-0.2570489617,-0.0367229257
proQ_virulence:WT_LB:3.0,0.0167597255,0.0837914752
proQ_virulence:WT_SPI-2:1.0,1.5654070043,-0.6575542446
proQ_virulence:WT_SPI-2:2.0,1.8645129779,-0.9368799647
proQ_virulence:WT_SPI-2:3.0,1.7462124257,-0.7926289465
rcsB:del_rcsB_S207C:1.0,1.2567489565,0.1482868877
rcsB:del_rcsB_WT:1.0,2.2086117181000002,0.746797798
rcsB:del_rcsB:1.0,2.5868888386,0.06326282750000001
rcsB:del_rcsB_H12A:1.0,0.7149177617,-0.8273899502000001
rcsB:del_rcsB_D56A:1.0,4.5964812876,0.4470481174
rcsB:del_rcsB_M88A:1.0,3.0138459743,0.2523249597
rcsB:del_rcsB_H77A:1.0,1.7734141598000002,0.5480579928
rcsB:del_rcsB_L108A:1.0,0.09732789160000001,-0.2794545054
rcsB:del_rcsB_S207C:2.0,1.5164824493,-0.6456934539
rcsB:del_rcsB_WT:2.0,-0.3883046674,-0.2603630652
rcsB:del_rcsB:2.0,0.0246426588,-0.5442249715
rcsB:del_rcsB_H12A:2.0,-1.0330910358,-0.4150933684
rcsB:del_rcsB_D56A:2.0,3.7285632223,0.6430503634
rcsB:del_rcsB_H77A:2.0,-0.7659774668,0.3697278878
rcsB:del_rcsB_L108A:2.0,-1.7805743852,-0.5026128455000001
rcsB:del_rcsB_WT:3.0,-1.8203070505999999,-0.4864347328
rcsB:del_rcsB_H12A:3.0,-1.7412539905000002,-0.3079696877
rcsB:del_rcsB_D56A:3.0,-1.1974688724,-0.6353590073000001
rcsB:del_rcsB_M88A:2.0,-3.0350577558,-0.8508969762
rcsB:del_rcsB_H77A:3.0,0.8515523344,0.4685150361
rcsB:del_rcsB_L108A:3.0,-2.5390941004,-0.33178370030000004
ribodepletion:RiboZero:1.0,-0.0941826258,-0.0478905659
ribodepletion:RiboZero:2.0,0.0941826258,0.0478905659
single_carbon_source:mucic:1.0,0.0863337064,-0.1031769
single_carbon_source:mucic:2.0,-0.0863337064,0.1031769
single_carbon_source:tartarate:1.0,-0.5716988194,-0.8060751374
single_carbon_source:tartarate:2.0,0.6552179304,-0.4521230667
ssrA_ssrB_TCS:ssrB_minus:1.0,-0.1019583693,-0.1334142881
ssrA_ssrB_TCS:ssrB_minus:2.0,0.0376882349,0.0096601716
ssrA_ssrB_TCS:ssrB_minus:3.0,0.0642701344,0.12375411650000001
ssrA_ssrB_TCS:ssrB_plus:1.0,0.7446474351,-0.0834083531
ssrA_ssrB_TCS:ssrB_plus:2.0,0.6578459419,0.0109493951
ssrA_ssrB_TCS:ssrB_plus:3.0,0.3115533304,0.4466707695
yedF:WT:1.0,1.2758258310000001,0.6317670624
yedF:WT:2.0,-1.2758258310000001,-0.6317670624
yedF:del_yedF:1.0,5.7122535995,3.3696783628
yedF:del_yedF:2.0,2.1344621202,2.3265668016
yedF:del_yedF:3.0,3.6754914146,3.1292117478
14028S_paratyphiA:37C_stationary:1.0,-0.6881378457,-0.1376255776
14028S_paratyphiA:42C_log:1.0,-1.0272200865,-0.17879055970000002
14028S_paratyphiA:37C_log:1.0,0.13894572800000002,-0.1275225814
14028S_paratyphiA:42C_log:2.0,-0.9719081945,-0.1202794207
14028S_paratyphiA:37C_stationary:2.0,1.5269231983,-0.0448886035
14028S_paratyphiA:37C_log:2.0,-0.13894572800000002,0.1275225814
7TF:hilC:1.0,0.2328245585,-0.8200005877000001
7TF:del_hilD:1.0,0.4390762669,0.1544374615
7TF:WT:1.0,-0.1011237787,0.1277544199
7TF:hilD:1.0,-0.013545104,-0.7887345158
7TF:WT:2.0,-0.13117926300000002,0.0522756787
7TF:del_sprB:1.0,0.0257254274,0.1046700941
7TF:del_rtsB:1.0,0.2871061045,0.4399881886
7TF:rtsA:1.0,0.22981249880000001,-0.2497707942
7TF:del_invF:1.0,0.3190792644,0.0681157386
7TF:sprB:1.0,0.0483211921,-0.5513479053
7TF:hilD:2.0,-0.23979530840000002,-0.6794058612
7TF:del_invF:2.0,0.1378485562,0.17868755800000002
7TF:del_rtsB:2.0,-0.5677498925000001,0.1724962948
7TF:hilC:2.0,-0.4198552397,-0.8175088288
7TF:WT:3.0,-0.07377096820000001,-0.085198098
7TF:del_hilD:2.0,0.4073206952,0.1456113129
7TF:rtsA:2.0,-0.7392212873,0.14919397780000002
7TF:invF:1.0,0.7055836766,-0.09067185080000001
7TF:invF:2.0,-0.4769941163,-0.6086527801
7TF:sprB:2.0,0.6003625386,-0.47533932100000004
7TF:del_sprB:2.0,0.5555795581,0.3222393398
7TF:WT:4.0,0.30607401,-0.09483200060000001
MMC:del_rtcB_No treatment:1.0,0.6177751666,0.19564106650000002
MMC:WT_No_treatment:1.0,0.32012217660000003,-0.1339369752
MMC:WT_No_treatment:2.0,0.6178729525000001,0.3543167249
MMC:del_rtcR_No_treatment:1.0,0.8803723852,0.033823024300000004
MMC:del_rtcR_3mM_MMC:1.0,-1.9904784485,-1.4987958727000001
MMC:WT_No_treatment:3.0,-0.9379951291,-0.22037974970000002
MMC:del_rtcB_3mM_MMC:1.0,-1.7329962744,-1.1591615254
MMC:del_rtcB_3mM_MMC:2.0,-1.9581331489,-1.2613638337
MMC:del_rtcR_3mM_MMC:2.0,-1.9449660439,-1.2656573414
MMC:del_rtcR_3mM_MMC:3.0,-0.4075000151,-0.16776750240000002
MMC:del_rsr_No_treatment:1.0,-1.057919846,-0.3972112265
MMC:del_rtcB_3mM_MMC:3.0,-1.3997624801000002,-0.7278761591
MMC:del_rtcR_No_treatment:2.0,-0.0296726783,-0.4828962517
MMC:del_rsr_3mM_MMC:1.0,-2.5310174353,-0.8042065353000001
MMC:del_rtcB_No treatment:2.0,0.5679351978,-0.019909664
MMC:WT_3mM_MMC:1.0,-2.2886150131,-1.412409082
MMC:del_rsr_3mM_MMC:2.0,-3.9953799326,-1.2114530064
MMC:WT_3mM_MMC:2.0,-2.0707276685,-1.2067280838
MMC:del_rsr_No_treatment:2.0,-3.9847600689,-0.1418097432
MMC:del_rtcB_No treatment:3.0,0.3407256289,0.0494189919
MMC:del_rsr_No_treatment:3.0,-1.1821824405,-0.5105441967000001
Nontyphoidal_comparisons:rep:1.0,0.093519289,-0.3186433824
Nontyphoidal_comparisons:rep:2.0,0.9209321565,0.7073237833
Nontyphoidal_comparisons:rep:3.0,-1.0144514455,-0.388680401
araC:delta_araC_LB:1.0,4.1814533787,0.4350913041
araC:WT_LB:1.0,5.2211837835,1.1159909023
araC:WT_LB:2.0,-5.2211837835,-1.1159909023
araC:delta_araC_LB:2.0,4.7535636271,1.0228188218
csgD:WT_planktonic_TP1:1.0,3.18997769e-16,0.0
csgD:del_csgD_planktonic_TP2:1.0,-0.2199027593,-1.3378261426
csgD:WT_aggregate_TP2:1.0,1.6537055354999999,-2.3213643826
csgD:del_csgD_planktonic_TP1:1.0,-0.7089733457,0.08811459940000001
csgD:WT_planktonic_TP3:1.0,0.8392245186,-1.5775550284
csgD:del_csgD_planktonic_TP3:1.0,0.3641370548,-1.4705492397
csgD:WT_planktonic_TP2:1.0,0.1102345524,-0.45436571210000004
csgD:WT_aggregate_TP3:1.0,1.6207500053000001,-3.1164189005
csgD:PcsgD_planktonic_lux_TP1:1.0,-0.6766639547000001,0.6018379532
csgD:PcsgD_planktonic_lux_TP4:1.0,2.1198508173,-1.4719200801
csgD:PcsgD_aggregate_lux_TP3:1.0,1.6003943716,-3.3376665939
csgD:PcsgD_planktonic_lux_TP2:1.0,0.056032387700000005,0.06509450900000001
csgD:PcsgD_planktonic_lux_TP3:1.0,2.277269022,-1.1837194768
csgD:del_csgD_planktonic_TP4:1.0,0.2971309734,-2.4890375919
csgD:WT_aggregate_TP4:1.0,-0.6771448144000001,-3.6552097038999998
csgD:PcsgD_aggregate_lux_TP4:1.0,-0.7021666217,-2.5263431962
csgD:PcsgD_aggregate_lux_TP2:1.0,0.8906477676000001,-1.7437603635
csrA:10min_LB_csrA:1.0,1.036357566,-4.7303420248
csrA:10min_LB_WT:1.0,0.0575143928,-6.0913175714
csrA:2.5min_LB_csrA:1.0,4.1923351501,-2.9969570864
csrA:5min_mLPM_WT:1.0,-0.0364727689,-3.0845015967
csrA:15min_mLPM_csrA:1.0,-1.6721180654,-0.9968147074
csrA:5min_LB_WT:1.0,3.7252619413,-5.5243828985
csrA:2.5min_LB_WT:1.0,3.0415818965,-2.2293105077
csrA:0min_LB_WT:1.0,0.0514379099,-0.3234282088
csrA:15min_LB_WT:1.0,-2.555446596,-4.9008778022
csrA:0min_mLPM_WT:1.0,-5.4883368421,-0.8029728581000001
csrA:15min_LB_csrA:1.0,-1.5575305365,-4.0055624044
csrA:15min_mLPM_WT:1.0,-1.1489102908,-1.5929127037000002
csrA:15min_LB_csrA:2.0,-0.1373342535,-4.3030818051
csrA:0min_mLPM_WT:2.0,-5.6029566717,-1.0422720055
csrA:0min_LB_csrA:1.0,0.9839041194,-0.057702371700000005
csrA:15min_LB_WT:2.0,-1.4635909004,-4.4226820019
csrA:15min_mLPM_WT:2.0,-0.8413630882,-0.9372784380000001
csrA:5min_LB_WT:2.0,3.9533891567,-5.6304672844
csrA:5min_mLPM_WT:2.0,0.0615011233,-2.2751948527
csrA:2.5min_LB_WT:2.0,3.0063230698,-2.7475633003
csrA:5min_mLPM_csrA:1.0,-1.9090127716,-2.1743755661
csrA:0min_LB_csrA:2.0,1.1118749966,-0.48512851700000004
csrA:15min_mLPM_csrA:2.0,-1.5912356052,-1.094278304
csrA:5min_mLPM_csrA:2.0,-1.894553282,-2.267552895
csrA:10min_LB_WT:2.0,0.09407619240000001,-4.9414623295
csrA:0min_LB_WT:2.0,-0.0514379099,0.3234282088
csrA:5min_LB_csrA:1.0,4.5804799805,-5.6680816396
csrA:10min_mLPM_csrA:1.0,-1.5085264167,-1.3753953654
csrA:10min_mLPM_csrA:2.0,-1.3031003031,-1.3390355039
csrA:5min_LB_csrA:2.0,3.8263011204,-5.140117053
csrA:2.5min_LB_csrA:2.0,3.8531727803,-2.8674610065
csrA:10min_LB_csrA:2.0,0.3169314156,-5.1954152649
flagellum:ΔSTM14_1829 :1.0,0.32308522170000004,0.10579515410000001
flagellum:ΔSTM14_1829 :2.0,0.8422209269,0.2702079511
flagellum:WT:1.0,-0.2607915366,0.0005132211
flagellum:WT:2.0,-0.22046733570000002,-0.0238204092
flagellum:ΔSTM14_1829 :3.0,0.5331688357000001,-0.3261995102
flagellum:WT:3.0,0.48125887230000003,0.0233071881
fliA:del_rpoF:1.0,-2.1269180543,0.11957328930000001
fliA:WT:1.0,0.49915904180000004,0.0161287606
fliA:del_rpoF:2.0,-3.9571066497,0.2704306563
fliA:WT:2.0,-0.49915904180000004,-0.0161287606
mgtC:empty_pUH21:1.0,-0.0924003887,0.011932530600000001
mgtC:pUH_mgtC:1.0,2.0547142668,-0.004665718100000001
mgtC:empty_pUH21:2.0,0.0924003887,-0.011932530600000001
mgtC:pUH_mgtC:2.0,2.2139983539,-0.1124493631
mgtCBR:empty_pBAD18:1.0,0.0538629162,0.1113651541
mgtCBR:mgtC_pBAD113:1.0,0.9550083911,0.2484100552
mgtCBR:empty_pBAD18:2.0,-0.0538629162,-0.1113651541
mgtCBR:mgtC_pBAD113:2.0,1.1189869205,0.2944948908
novobiocin:100_Novobiocin_60min:1.0,-9.2390663066,-1.5711116024
novobiocin:500_Novobiocin_60min:1.0,-4.2333831558,-1.1433779137
novobiocin:0_Novobiocin_60min:1.0,-9.0265018074,-1.5073769709
novobiocin:0_Novobiocin_0min:1.0,0.8073714246,0.0539534329
novobiocin:100_Novobiocin_60min:2.0,-8.9319329746,-1.6937408782
novobiocin:0_Novobiocin_10min:1.0,-4.4961716458,0.31464056030000004
novobiocin:500_Novobiocin_20min:1.0,-1.3432013004,0.0695006454
novobiocin:0_Novobiocin_20min:1.0,-3.6901374368,0.3130942279
novobiocin:0_Novobiocin_60min:2.0,-9.2975695819,-1.3405732862
novobiocin:0_Novobiocin_10min:2.0,-3.888190697,0.33040057310000004
novobiocin:500_Novobiocin_60min:2.0,-5.5899160581,-1.5447327126000001
