,A,ideR
cnpB:wt:1,0.9941984011,0.0704718222
cnpB:wt:2,-1.0890482855,-0.0188268361
cnpB:wt:3,0.09484988450000001,-0.051644986100000005
csoR:ko:1,-4.0723585057,0.0736124472
csoR:ko:2,-2.6765521305,-0.08724019999999999
csoR:wt:1,0.3764234987,-0.0578754369
csoR:wt:2,-0.3764234987,0.0578754369
dap:0_days_25:1,-0.1855487218,-0.0714338141
dap:0_days_25:2,-0.2246641157,-0.0449330986
dap:0_days_25:3,-0.15538143540000002,-0.0702423345
dap:0_days_25:4,-0.29257393530000003,-0.033976713900000004
dap:0_days_control:1,-0.0751290136,-0.0151935974
dap:0_days_control:2,0.0419756664,0.037908020300000005
dap:0_days_control:3,0.027502269000000003,-0.061610224000000005
dap:0_days_control:4,0.0056510782,0.0388958011
dap:1_days_25:1,0.4657540867,-0.3251915074
dap:1_days_25:2,0.4426219799,-0.44369170620000004
dap:1_days_25:3,0.20729917050000002,-0.3863214183
dap:1_days_25:4,0.3453264917,-0.3780586353
dap:1_days_control:1,2.3468238132,-0.2778792799
dap:1_days_control:2,2.4309472787,-0.3339802042
dap:1_days_control:3,2.4970798245,-0.2246823252
dap:1_days_control:4,2.2900308066,-0.2046765122
degradosome:mutant_rnj:1,0.4592386089,-0.2919548254
degradosome:mutant_rnj:2,0.5469722041,-0.3047195203
degradosome:mutant_rnj:3,1.1754771303,-0.1647264738
degradosome:PNPase_ko:1,2.1716986433,-0.25095087650000003
degradosome:PNPase_ko:2,2.5087869718,-0.2585457454
degradosome:PNPase_ko:3,2.4101857524,-0.2547647819
degradosome:Rnase_E_ko:1,2.9370607347,-1.3477312124
degradosome:Rnase_E_ko:2,2.364478203,-1.0281976252
degradosome:Rnase_E_ko:3,3.057633278,-1.2742416064
degradosome:wt_cas9_ctrl:1,-1.8246632844000001,0.0100045793
degradosome:wt_cas9_ctrl:2,-1.7057546351,0.1509444722
degradosome:wt_cas9_ctrl:3,-1.6650310233,-0.222477365
degradosome:wt_expn:1,-0.5932438585,0.023659582300000002
degradosome:wt_expn:2,0.0136059219,0.0116308356
degradosome:wt_expn:3,0.5796379366000001,-0.0352904178
delam:0_days_.09:1,-0.6083970422,-0.0027188175000000003
delam:0_days_.09:2,-0.0505975809,-0.1595229663
delam:0_days_.09:3,-0.4477722376,-0.1799320827
delam:0_days_.09:4,-0.2310489132,0.0429199675
delam:0_days_control:1,-0.0676231179,0.0075500321
delam:0_days_control:2,-0.0346574689,-0.0122452983
delam:0_days_control:3,0.0490303767,0.0903052162
delam:0_days_control:4,0.0532502101,-0.0856099501
delam:1_days_.09:1,0.7648435708,-0.33972445100000004
delam:1_days_.09:2,1.1738331349,-0.3083711437
delam:1_days_.09:3,1.1777240981000001,-0.3366167331
delam:1_days_.09:4,0.9140284822,-0.3548876462
delam:1_days_control:1,1.2296824476000001,-0.1740865647
delam:1_days_control:2,1.0947196838,-0.2671303801
delam:1_days_control:3,0.9030752445,-0.2132325481
delam:1_days_control:4,1.4278863234,-0.2688347911
dg_inh:both:1,-0.1198624407,0.0880205766
dg_inh:both:2,-0.4787963209,0.1302027578
dg_inh:both:3,-0.5290296499,0.3716905372
dg_inh:dg:1,-0.0079321978,0.1654013627
dg_inh:dg:2,-0.3448408982,0.0500854181
dg_inh:dg:3,-0.39050762910000003,0.24496890610000002
dg_inh:DMSO:1,0.12033235900000001,0.06548569380000001
dg_inh:DMSO:2,0.0565633506,-0.0450863778
dg_inh:DMSO:3,-0.1768957096,-0.020399316
dg_inh:inh:1,0.4357915744,0.0616972194
dg_inh:inh:2,-0.0046264373,0.1821235217
dg_inh:inh:3,0.2675120333,0.042134917
dormancy:dormant_20d_rifampicin:1,5.3328338671,0.5048843439
dormancy:dormant_20d_rifampicin:2,5.6024351355,0.5371883728
dormancy:dormant_20d_rifampicin:3,6.0859331535,0.49364810270000004
dormancy:dormant_no_treatment:1,0.40048706840000003,-0.28975625
dormancy:dormant_no_treatment:2,-0.055960037100000005,0.1951728057
dormancy:dormant_no_treatment:3,-0.3445270313,0.0945834443
eccE1:control:1,-0.1655517247,0.09023132290000001
eccE1:control:2,0.1655517247,-0.09023132290000001
eccE1:delta_eccE1:1,0.4403947285,0.107927585
eccE1:delta_eccE1:2,0.314898118,0.2932038101
eccE1:delta_eccE1_eccE1_HA_comp:1,-0.2604744563,-0.0452079435
eccE1:delta_eccE1_eccE1_HA_comp:2,-0.2048441964,0.0063997169000000005
eccE1:delta_eccE1_empty_vector:1,-0.4230152204,0.17426232490000002
eccE1:delta_eccE1_empty_vector:2,-0.2832461227,0.0503645021
eccE1:delta_eccE1_myc_p1_HA_comp:1,-0.6232526657,0.4346774571
eccE1:delta_eccE1_myc_p1_HA_comp:2,-0.5886156140000001,0.2274683518
eccE1:delta_eccE1_mycP1_eccE1_comp:1,-0.1855652411,0.0714637067
eccE1:delta_eccE1_mycP1_eccE1_comp:2,-0.4900708975,-0.07373819999999999
emb:0_days_2.45:1,-0.2499684721,-0.0296118509
emb:0_days_2.45:2,-0.4054598599,0.1660595451
emb:0_days_2.45:3,-0.4470445273,-0.0458455226
emb:0_days_2.45:4,-0.6144977049,0.1287882777
emb:0_days_control:1,0.0693093603,-0.0884603013
emb:0_days_control:2,-0.30936033830000004,0.166528916
emb:0_days_control:3,0.0019315784000000001,0.1101661074
emb:0_days_control:4,0.2381193996,-0.1882347221
emb:1_days_2.45:1,-0.6419392463,0.7916017189000001
emb:1_days_2.45:2,-0.8234741677,0.7469161372
emb:1_days_2.45:3,-0.3884726941,0.7460180288
emb:1_days_2.45:4,-0.4155682731,0.7363121638
emb:1_days_control:1,-0.4864440306,0.5886423649
emb:1_days_control:2,-0.7437418404,0.6978918233
emb:1_days_control:3,-0.6602865774000001,0.6454007542
emb:1_days_control:4,-0.6693596470000001,0.5525599763
espL:ko:1,0.12333565,-0.0643954026
espL:ko:2,0.0264268354,0.0015583416
espL:wt:1,-0.08351001050000001,-0.0906527597
espL:wt:2,0.08351001050000001,0.0906527597
esx_1:ko:1,-0.2346248435,0.052181983300000005
esx_1:ko:2,-0.0317161776,0.3335103971
esx_1:wt:1,-0.009343002000000001,0.0163601076
esx_1:wt:2,0.07803678330000001,-0.0424497317
esx_1:wt:3,-0.0686937814,0.0260896242
genotoxic:control:1,-0.072791719,-0.1355218394
genotoxic:control:2,0.072791719,0.1355218394
genotoxic:growth_supplement:1,-0.8067141094,0.4467659667
genotoxic:growth_supplement:2,0.3816328586,-0.2275656764
growth:tss_expnt:1,3.1253925026,-0.1417486382
growth:tss_expnt:2,1.6575540245,-0.2841861846
growth:tss_expnt:3,2.0704973623,-0.31187379130000004
growth:tss_starved:1,4.945083282,0.5027691329
growth:tss_starved:2,4.9034399297,0.7136798752
growth:tss_starved:3,4.4834231539000005,0.41966477300000005
growth:wt_expn:1,0.3892141703,-0.0416975531
growth:wt_expn:2,-0.9307406136,0.0591556311
growth:wt_expn:3,0.5415264432,-0.017458078000000002
hs2:treated:1,0.3577824162,0.13320650080000002
hs2:treated:2,0.4063774945,0.1279234896
hs2:treated:3,0.7620001008,0.0213264029
hs2:untreated:1,-0.7314799054000001,0.0340829173
hs2:untreated:2,0.2259324208,-0.09923763320000001
hs2:untreated:3,0.5055474846,0.06515471590000001
hypoxia:000h_.81_DO:1,-0.5871243463,-0.011810861
hypoxia:000h_.81_DO:2,-0.22736148620000002,0.0288685687
hypoxia:000h_.81_DO:3,0.8144858325000001,-0.0170577077
hypoxia:017h_.57_DO:1,-1.7344308161000002,0.007569446400000001
hypoxia:017h_.57_DO:2,-0.7226274875,0.2233111273
hypoxia:017h_.57_DO:3,-3.0545223086,0.14622450480000002
hypoxia:023h_.42_DO:1,-5.6266844098,0.2717542042
hypoxia:023h_.42_DO:2,-4.442227855,0.4590529477
hypoxia:040h_.11_DO:1,-5.8902025427,0.1762317318
hypoxia:040h_.11_DO:2,-5.1486478267999995,0.3085286018
hypoxia:041h_.09_DO:1,-5.6893444364,0.18178686830000002
hypoxia:041h_.09_DO:2,-5.9275237911000005,0.2105879993
hypoxia:041h_.09_DO:3,-6.0536037748,0.2961984378
hypoxia:042h_.07_DO:1,-4.9285211133,0.2445051306
hypoxia:042h_.07_DO:2,-4.8200535841,0.2297069636
hypoxia:043h_.06_DO:1,-3.5480440454,0.26983231690000004
hypoxia:043h_.06_DO:2,-2.9811899601,-0.0239367095
hypoxia:043h_.06_DO:3,-3.5729554196,0.1556501501
hypoxia:044h_.04_DO:1,-2.122413492,0.14415234940000002
hypoxia:044h_.04_DO:2,-1.6556763775999999,0.4528933583
hypoxia:044h_.04_DO:3,-1.5560493472,0.2232489373
hypoxia:047h_0_DO:1,3.9004250399,0.1688342381
hypoxia:047h_0_DO:2,5.2335122763,0.4401094499
hypoxia:047h_0_DO:3,5.6723072404,0.2760505723
hypoxia:049h_0_DO:1,10.0199253312,0.1915478185
hypoxia:049h_0_DO:2,9.2494821788,0.4445801764
hypoxia:049h_0_DO:3,8.2756859789,0.1797552895
hypoxia:050h_0_DO:1,9.3139164942,0.20444796480000002
hypoxia:050h_0_DO:2,9.2550379816,0.20671444790000001
hypoxia:050h_0_DO:3,10.2351393576,0.5416710964
hypoxia:052h_0_DO:1,5.9102271525,0.40855318360000004
hypoxia:052h_0_DO:2,7.9540008571000005,0.4448634286
hypoxia:052h_0_DO:3,8.1254427942,0.3639228708
hypoxia:054h_0_DO:1,11.8564012449,0.4677324955
hypoxia:054h_0_DO:2,8.727995214,0.48328732830000004
hypoxia:054h_0_DO:3,9.6589671484,0.48123568790000004
hypoxia:054h_0_DO:4,8.0071812083,0.38804972260000004
hypoxia:054h_0_DO:5,7.4025067884,0.5264543553000001
hypoxia:070h_0_DO:1,-0.8760863316,0.4664377785
hypoxia:070h_0_DO:2,1.1250972948,0.3684214659
hypoxia:088h_0_DO:1,-0.3106508592,0.3969109155
hypoxia:088h_0_DO:2,0.0045719365,0.2910412499
hypoxia:114.5h_.04_DO:1,10.1220891565,0.7446907248
hypoxia:114.5h_.04_DO:2,8.0993585462,0.9353910516
hypoxia:114.5h_.04_DO:3,6.9237089966,1.0458194135
hypoxia:115h_.06_DO:1,8.2818128695,1.09601087
hypoxia:115h_.06_DO:2,11.8303728989,0.8024761253
hypoxia:115h_.06_DO:3,9.9953779929,0.8916385982
hypoxia:116h_.11_DO:1,7.3986286391,1.0117960533
hypoxia:116h_.11_DO:2,9.4104764233,0.893274738
hypoxia:116h_.11_DO:3,10.7935441761,0.7429092673000001
hypoxia:120h_.47_DO:1,8.8448996758,0.7666047279
hypoxia:120h_.47_DO:2,10.7277699457,0.7492167857
hypoxia:120h_.47_DO:3,7.8373603299,0.6295526271
kinase:DMSO_0h_F:1,4.991562978,-0.5095421802
kinase:DMSO_0h_F:2,3.8153362703,-0.6201968680000001
kinase:DMSO_0h_F:3,4.308697515,-0.5715283754
kinase:DMSO_0h_H:1,1.1903426389,0.1074813099
kinase:DMSO_0h_H:2,0.8945902201,0.058140962000000004
kinase:DMSO_0h_H:3,2.7540464393,0.0175214076
kinase:DMSO_0h_H:4,0.8179512129000001,0.11444026630000001
kinase:DMSO_0h_H:5,1.9956517159,0.1399545658
kinase:DMSO_0h_H:6,0.3434036359,0.028544392800000002
kinase:DMSO_0h_I:1,-0.6096333151000001,-0.0041964209
kinase:DMSO_0h_I:2,-0.1314825793,-0.0081130953
kinase:DMSO_0h_I:3,0.2852556144,0.037394486500000004
kinase:DMSO_0h_I:4,0.327656586,0.0491412119
kinase:DMSO_0h_I:5,0.15065248820000002,-0.1069631976
kinase:DMSO_0h_I:6,-0.0224487942,0.0327370154
kinase:pknD_T10_48h:1,3.4664998357,-0.4519636695
kinase:pknD_T10_48h:2,3.9713006436000002,-0.3556540295
kinase:pknD_T10_48h:3,3.4867806376,-0.4087692713
kinase:pknL_T10_48h:1,3.0814992335999998,0.0376609096
kinase:pknL_T10_48h:2,2.8452267299000003,0.0837260735
kinase:pknL_T10_48h:3,2.3141536052,-0.0674965012
kinase:pknL_T4_48h:1,8.4116866945,1.7601766665
kinase:pknL_T4_48h:2,7.6796667103,1.5027726592000001
kinase:pknL_T4_48h:3,8.1365144464,1.6343063673
kinase:T10_12h_F:1,7.002038566,-0.3817718679
kinase:T10_12h_F:2,6.7472064414,-0.5100720762000001
kinase:T10_12h_F:3,7.5786677403,-0.4304970608
kinase:T10_12h_H:1,1.702084023,-0.8013321295
kinase:T10_12h_H:2,1.7463118670000002,-0.6410059370000001
kinase:T10_12h_H:3,0.7509689432000001,-0.6367243232
kinase:T10_12h_I:1,-2.3712912268,-0.5772777518000001
kinase:T10_12h_I:2,0.4243491231,-0.5402212630000001
kinase:T10_24h_F:1,7.3977427549,-0.601713154
kinase:T10_24h_F:2,7.8548602114,-0.4508026202
kinase:T10_24h_F:3,6.2333157107,-0.4930005075
kinase:T10_24h_H:1,0.7168597356,-0.8036066715
kinase:T10_24h_H:2,1.966841306,-0.8082793274000001
kinase:T10_24h_H:3,1.7455829872000002,-0.7541053507000001
kinase:T10_24h_I:1,2.4208632686,-0.4567355253
kinase:T10_24h_I:2,1.3706474975,-0.4364949936
kinase:T10_48h_F:1,7.9017895062,-0.1415477661
kinase:T10_48h_F:2,8.780141735,-0.4080843964
kinase:T10_48h_F:3,7.8105805577,-0.3744600892
kinase:T10_48h_H:1,1.5391315622000001,-0.798584327
kinase:T10_48h_H:2,2.1587263583,-0.7130056344
kinase:T10_48h_H:3,2.5300744582,-0.6373671556
kinase:T10_48h_I:1,3.0497016789,-0.4457377699
kinase:T10_48h_I:2,3.6347244645,-0.38479928820000003
kinase:T10_48h_I:3,3.0867379509,-0.4270200147
kinase:T4 _48h_H:1,8.5673543625,1.0490384921
kinase:T4 _48h_H:2,8.7153730598,0.9590975322
kinase:T4 _48h_H:3,9.8550092396,0.9697034169000001
kinase:T4 20 _12h_I:1,1.4308640838,0.6405495599000001
kinase:T4 20 _12h_I:2,2.5887129882,0.5232651362
kinase:T4 20 _12h_I:3,1.9591980376,0.5288630979
kinase:T4_12h_F:1,8.8445492685,0.17878584020000002
kinase:T4_12h_F:2,9.8464124796,0.1663278753
kinase:T4_12h_F:3,8.6737096866,0.0358768958
kinase:T4_12h_H:1,4.5531358908,-0.0228445977
kinase:T4_12h_H:2,1.5807598503,-0.0048394299
kinase:T4_12h_H:3,0.8516370882000001,0.0891127305
kinase:T4_24h_F:1,11.0990868463,0.41960340220000003
kinase:T4_24h_F:2,11.1206536622,0.4227155508
kinase:T4_24h_F:3,11.1813354889,0.4509395745
kinase:T4_24h_H:1,6.5905339282,0.5913768743
kinase:T4_24h_H:2,5.6126750437,0.4855986162
kinase:T4_24h_H:3,3.8033041583,0.5134977098
kinase:T4_24h_I:1,4.2131382039,1.0291706082
kinase:T4_24h_I:2,6.4839008752,0.9681972969
kinase:T4_48h_F:1,12.3596883351,0.9734031077
kinase:T4_48h_F:2,12.7222858051,0.8521243734
kinase:T4_48h_F:3,12.4904532046,0.9507550849
kinase:T4_48h_I:1,9.6556851019,1.3435543949
kinase:T4_48h_I:2,7.7427340625,1.3377803454000001
kinase:T4_48h_I:3,7.5144532083,1.3115265535
kinase:WT_T10_48h:1,0.8612244146,-0.8223248178
kinase:WT_T10_48h:2,10.5474131441,1.6428202695
kinase:WT_T10_48h:3,10.4486052001,1.6685751880000002
kinase:WT_T10_48h:4,0.9896117996,-0.8007599458
kinase:WT_T10_48h:5,0.6861218237000001,-0.7233273610000001
kinase:WT_T4_48h:1,6.0792953252,1.0236706737
kinase:WT_T4_48h:2,10.7978773972,1.2569239012
kinase:WT_T4_48h:3,11.2574676599,1.2553375021
levofloxacin:control:1,-0.5307009334,-0.013289877700000001
levofloxacin:control:2,0.3067327136,0.0293188622
levofloxacin:control:3,0.2239682198,-0.0160289846
levofloxacin:treated:1,6.4319741323,0.2940038365
levofloxacin:treated:2,8.8309780489,0.4471723246
levofloxacin:treated:3,8.8091230838,0.3973235359
linez:0_days_4:1,-2.1682697378,-0.34292016480000004
linez:0_days_4:2,-1.5993934565,-0.3546743396
linez:0_days_4:3,-1.9809354583,-0.2873733857
linez:0_days_4:4,-1.7173953511,-0.2889396578
linez:0_days_control:1,-0.207918756,-0.0421920802
linez:0_days_control:2,-0.0735088187,0.129024948
linez:0_days_control:3,0.0252865813,-0.10149779760000001
linez:0_days_control:4,0.2561409934,0.0146649298
linez:1_days_4:1,-0.4151503851,0.3344996578
linez:1_days_4:2,0.1790580542,0.24832079070000002
linez:1_days_4:3,-0.3684622141,0.44553133800000005
linez:1_days_4:4,-0.5659234415000001,0.3549645846
linez:1_days_control:1,0.6575212485,-0.0674594786
linez:1_days_control:2,1.2865310793,-0.029119348700000002
linez:1_days_control:3,1.1994525769,0.0009330141000000001
lipid:dextrose_exp:1,0.1343447593,-0.10786464150000001
lipid:dextrose_exp:2,-0.1343447593,0.10786464150000001
lipid:dextrose_hypo:1,-0.2899451011,0.4677747883
lipid:dextrose_hypo:2,4.3176072385,0.3440714655
lipid:dextrose_stat:1,10.1412012214,0.8134375082
lipid:dextrose_stat:2,9.7669021233,0.832442193
lipid:lipid_exp:1,0.12860870800000002,0.042789066300000005
lipid:lipid_exp:2,-0.3003445068,0.3782434729
lipid:lipid_stat:1,5.5879579158,1.022609397
lipid:lipid_stat:2,3.488446123,0.9921824444
mcr11:mcr11_mutant:1,-0.6511750852,0.20317172960000002
mcr11:mcr11_mutant:2,-0.21536901290000002,0.3481241489
mcr11:mcr11_mutant:3,-0.1647291247,0.3122307082
mcr11:wt:1,-0.0678673227,0.1216338047
mcr11:wt:2,-0.2558794387,-0.0351377586
mcr11:wt:3,0.3237467614,-0.0864960461
miceAV_macro:24h_control:1,0.049059802000000007,0.040849467
miceAV_macro:24h_control:2,-0.1263066017,-0.0734582721
miceAV_macro:24h_control:3,0.07724679970000001,0.032608805000000005
miceBMDM:inf02:1,1.0319057575,-0.2967858612
miceBMDM:inf02:2,2.7629667495,-0.33854569370000004
miceBMDM:inf02:3,0.8146275654,-0.2040714726
miceBMDM:inf24:1,12.2873476974,0.0275974264
miceBMDM:inf24:2,13.6793476944,0.2548714238
miceBMDM:inf24:3,12.5088458744,0.42609210540000003
miceBMDM:inf08:1,2.0577823372,-0.11353383610000001
miceBMDM:inf08:2,1.7598969128,-0.1298370676
miceBMDM:inf08:3,1.809108996,-0.12378092900000001
miceBMDM:no_inf02:1,-0.22043794020000002,0.0033274188000000002
miceBMDM:no_inf02:2,-0.0638966124,0.006187016500000001
miceBMDM:no_inf02:3,0.2843345527,-0.0095144353
miceBMDM:no_inf24:1,4.2278634654000005,-0.3223520009
miceBMDM:no_inf24:2,4.430705386,-0.2162311914
miceBMDM:no_inf24:3,4.4001441208,-0.20797291410000002
miceBMDM:no_inf08:1,5.2870020549,-0.30797346470000003
miceBMDM:no_inf08:2,4.9637969103,-0.4434152765
miceBMDM:no_inf08:3,5.1477944934,-0.2349676098
miceNF:control:1,0.409615051,0.020280034000000002
miceNF:control:2,-0.409615051,-0.020280034000000002
miceNF:invivo:1,4.4647203665,1.7837565428
miceNF:invivo:2,4.224464174,1.8008219965999999
miceNF:invivo:3,2.5712920053,1.6702962843
mihF:mihF_mutant_atc:1,1.1307098741,0.3340357942
mihF:mihF_mutant_atc:2,0.9338253099,0.16753493590000001
mihF:mihF_mutant_no_atc:1,-3.1648960228,-1.3586072423
mihF:mihF_mutant_no_atc:2,-1.9429338483,-0.7130560971000001
mihF:wt_atc:1,1.1907148659,-0.259928946
mihF:wt_atc:2,2.7713141726,-1.1799629642
mihF:wt_no_atc:1,-0.050374456500000005,-0.1669146324
mihF:wt_no_atc:2,0.050374456500000005,0.1669146324
mmpl3:mutant_no_ATC:1,-0.7542406553000001,-0.10768473440000001
mmpl3:mutant_no_ATC:2,0.7542406553000001,0.10768473440000001
mmpl3:mutant_with_ATC:1,1.2082455818,0.8384061449
mmpl3:mutant_with_ATC:2,2.8006448999,0.8350037912
mrsI:ko_iron_atc:1,-1.6150241603,0.0385466607
mrsI:ko_iron_atc:2,-0.4429504878,0.3671979716
mrsI:ko_iron_no_atc:1,-0.0115903636,-1.7068355137
mrsI:ko_iron_no_atc:2,0.180112728,-1.5296097006
mrsI:ko_ox_atc:1,1.7531017936,-1.7060674398
mrsI:ko_ox_atc:2,0.1490766365,-1.6385133542
mrsI:ko_ox_no_atc:1,-15.9344745476,0.5575433658
mrsI:ko_ox_no_atc:2,-14.4924588682,0.697970446
mrsI:ko_sds_atc:1,-14.280529872,0.6069757409000001
mrsI:ko_sds_atc:2,-16.0446422259,0.6621324217
mrsI:ko_sds_no_atc:1,-1.4908399729,-0.0427565887
