,A,narL
omv:controlPCN_highOD_intracellularRNAs:2.0,-0.8431772136000001,1.0285567789
omv:controlPCN_highOD_intracellularRNAs:3.0,-3.7624668634000002,1.1430232049
omv:spi1_ind_highOD_intracellularRNAs:2.0,-2.8548196972,0.25220021870000003
omv:spi1_ind_highOD_intracellularRNAs:3.0,-3.3356285277,0.4707345364
omv:controlPCN_lowOD_intracellularRNAs:1.0,-0.8134398233,0.0179040959
omv:controlPCN_lowOD_intracellularRNAs:2.0,1.0418329144,-0.13313877470000002
omv:spi2_ind_lowOD_intracellularRNAs:3.0,2.8853635561,0.36291614240000003
omv:controlPCN_lowOD_intracellularRNAs:3.0,-0.22839309100000002,0.1152346788
sv5015:STM1625:1.0,1.8520405588000002,0.4489152789
sv5015:STM1625:2.0,1.8220814508,0.3257925249
sv5015:STM1625:3.0,1.1375742776,0.3850781735
sv5015:STM0581:1.0,-4.0462909148,-0.3111387358
sv5015:STM0581:2.0,-4.089096736,-0.3603713397
sv5015:STM0581:3.0,-5.029531448,-0.0228400498
sv5015:WT:1.0,0.5073475348,-0.0229191543
sv5015:WT:2.0,0.0212218581,-0.13256353980000002
sv5015:WT:3.0,-0.5285693929,0.1554826941
tomato:tomato_root:1.0,1.3165002019,1.7132668838
tomato:tomato_root:2.0,1.7854653456,1.2614454001
tomato:tomato_root:3.0,1.7305336805,1.7261072622
tomato:LB:1.0,-2.108604144,-0.2236267626
tomato:LB:2.0,2.108604144,0.2236267626
AcrB_efflux_virulence:AcrB_D408A:1.0,-2.3980219407,-0.0245353061
AcrB_efflux_virulence:AcrB_D408A:2.0,-2.3389983903,-0.1115614196
AcrB_efflux_virulence:AcrB_D408A:3.0,0.2531129756,-0.2067539746
AcrB_efflux_virulence:WT:1.0,1.0665190274,-0.1214277581
AcrB_efflux_virulence:WT:2.0,-0.3103689341,-0.0660483464
AcrB_efflux_virulence:WT:3.0,-0.7561500932,0.18747610450000002
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,-2.1698906852,-1.878863422
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,21.5356269668,-0.7719337131
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,19.6464207785,-0.9395804529
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,8.790705944,0.85281651
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,18.7998491899,-0.8230092169000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,19.8214803452,-0.9139826637
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,3.8607013172,1.0077041016
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,-0.3609163346,-0.0674329371
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,-3.8222614504,-2.088652407
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,11.1059454187,0.40112256230000004
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,17.6606722531,-1.1317341281
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,17.6932391401,-1.2366953451
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,18.2005840304,-1.1710903536
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,14.9091768503,-1.3565577221
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,20.0397978812,-1.0278719264
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,17.1607940779,-1.1543839239
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,2.1827222202,-0.5563520188000001
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,2.2177218192,0.2312834718
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,1.9982106571,0.0329475185
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,13.0109209012,-1.7681333735
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,2.3520427249,0.2618566122
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,2.753441493,0.0231583366
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,1.7150783048,1.7382928927
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,-4.4685197977,-1.7614512293
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,9.3401528605,-1.2159516231
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,14.4210042698,-1.0227463151
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,14.375245451,-1.0759600452
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,1.4575564285,-0.15226283270000002
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,18.7115546105,-0.8148162317000001
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,8.8729080607,-1.3448864548000001
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,10.2934936768,-1.0109058423
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,20.0783048939,-0.7136863228
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,18.7562114764,-0.8804459649
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,8.5798070555,1.4515497638000001
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,6.0122281939,0.6308833633
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,21.5802150857,-1.1444258544
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,19.817283127,-1.1415472355
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,18.0536600561,-1.1292253321
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,20.2191716211,-0.8510338043000001
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,2.1494849878,1.7703753127000001
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,1.887863835,-0.0950406933
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,16.3692236048,-0.9148878293
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,6.396493064,0.9809010678000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,13.2008400979,-1.482896609
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,4.2420739777,-1.1938102492
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,10.7035568702,-0.8117712206000001
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,8.7785827677,0.5547214064
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,5.225455431,1.2864712218
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,5.2600108069000004,0.6621698071000001
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,17.0926076035,-1.3192705015000001
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,10.3794028166,-0.9939352706000001
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,14.9649957102,-1.0370867098
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,5.0743418658,0.9930637284
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,1.5377776418,0.888254474
OPG:del_opgGH:1.0,0.6063396506000001,0.7503065864
OPG:del_opgGH:2.0,-2.9159454832,0.1123982583
OPG:del_opgGH:3.0,-2.7774095325,-0.121543486
OPG:del_opgGH_pBK16:1.0,0.5269080199,-0.0030321421000000003
OPG:del_opgGH_pBK16:2.0,0.9630815890000001,-0.1007637472
OPG:del_opgGH_pBK16:3.0,1.4705925485,0.0928388623
OPG:WT:1.0,-0.31967263500000004,-0.0221483177
OPG:WT:2.0,-0.1058663083,0.0944941214
OPG:WT:3.0,0.4255389433,-0.0723458037
PinT:pinT+_1h:1.0,-0.2789900106,0.0045629913
PinT:pinT+_1h:2.0,0.2789900106,-0.0045629913
cold_shock_protein:WT_RNAseq:1.0,0.9439849492000001,0.1520790675
cold_shock_protein:WT_RNAseq:2.0,-1.5415024922,-0.11812497320000001
cold_shock_protein:WT_RNAseq:3.0,0.597517543,-0.0339540943
cold_shock_protein:DeltaCspCE_RNAseq:1.0,4.3055843828,-0.5241213573
cold_shock_protein:DeltaCspCE_RNAseq:2.0,6.9808625749,-0.1587987912
cold_shock_protein:DeltaCspCE_RNAseq:3.0,5.445988901,-0.6228823255
dephostatin:LB_DMSO:1.0,0.9230194591,-0.30962940170000003
dephostatin:LB_DMSO:2.0,-1.3056998501,0.0167177844
dephostatin:LB_DMSO:3.0,0.3826803909,0.29291161730000004
dephostatin:LB_Dephostatin:1.0,-0.0182375575,-0.7376896204000001
dephostatin:LB_Dephostatin:2.0,-2.4855599315,-0.3022553819
dephostatin:LB_Dephostatin:3.0,-0.6709770340000001,-0.35866177930000004
dephostatin:LPM_DMSO:1.0,10.9119167095,-0.5176247627
dephostatin:LPM_DMSO:2.0,11.5857064565,-0.8969564097
dephostatin:LPM_Dephostatin:1.0,11.9038055499,-0.280482508
dephostatin:LPM_Dephostatin:2.0,10.2578599846,-0.7159046737
dephostatin:LPM_Dephostatin:3.0,13.6507315266,-1.0980086831
efflux_inhibition:Chlorpromazine:1.0,15.2115817577,0.48206026160000004
efflux_inhibition:Chlorpromazine:2.0,19.7940932101,0.9223467121000001
efflux_inhibition:Chlorpromazine:3.0,6.4606632482,0.3913481822
efflux_inhibition:PABN:1.0,6.3092800354,0.1778799034
efflux_inhibition:PABN:2.0,19.425624251,0.1475799086
efflux_inhibition:no_treatment:1.0,0.6860594720000001,-0.0292455688
efflux_inhibition:no_treatment:2.0,-0.6182741393,0.010437945
efflux_inhibition:no_treatment:3.0,-0.0677853326,0.0188076239
efflux_inhibition:Chlorpromazine:4.0,4.7138465523,0.5207368084
efflux_inhibition:PABN:3.0,20.6561198107,-0.010053272
fis_regulatory_network:GX_EE:1.0,-1.7910947960999999,0.18529415330000001
fis_regulatory_network:GX_EE:2.0,-1.0698315273,-0.029712886
fis_regulatory_network:GX_TS:1.0,-13.8044403606,0.3363696894
fis_regulatory_network:GX_TS:2.0,-12.1310819361,0.5873197985
fis_regulatory_network:WT_EE:1.0,-0.5117989698000001,-0.1840614404
fis_regulatory_network:WT_EE:2.0,0.5117989698000001,0.1840614404
fis_regulatory_network:WT_TS:1.0,-12.7127056132,0.308421102
fis_regulatory_network:WT_TS:2.0,-12.0993775614,0.14726889070000002
fis_regulatory_network:OX_EE:1.0,0.8930398323000001,0.549122773
fis_regulatory_network:OX_EE:2.0,0.5269973560000001,0.7175750156
fis_regulatory_network:OX_TS:1.0,-14.3886019081,0.9095913713
fis_regulatory_network:OX_TS:2.0,-15.7211725748,0.6035699291000001
persisters:rep:1.0,0.057634982800000005,0.0189783668
persisters:rep:2.0,-0.057634982800000005,-0.0189783668
proQ_pulse_expression:empty_vector:1.0,-0.2397459632,0.0638272776
proQ_pulse_expression:empty_vector:2.0,0.2397459632,-0.0638272776
proQ_pulse_expression:long_STnc540_overexpression:1.0,1.2862641412,0.3380334837
proQ_pulse_expression:long_STnc540_overexpression:2.0,0.2796798522,0.041452693000000006
proQ_pulse_expression:short_STnc540_overexpression:1.0,0.5009827025,0.21898600680000002
proQ_pulse_expression:short_STnc540_overexpression:2.0,0.1300616763,0.0048442905
proQ_virulence:dhfq_dproQ_LB:1.0,8.3856161877,-0.0087386728
proQ_virulence:dhfq_dproQ_LB:2.0,-3.1813741851,0.31095743530000003
proQ_virulence:dhfq_dproQ_LB:3.0,-2.0550832658,0.0923951896
proQ_virulence:dhfq_dproQ_SPI-2:1.0,14.414887603,0.5980406814
proQ_virulence:dhfq_dproQ_SPI-2:2.0,14.0328534945,0.7822277320000001
proQ_virulence:dhfq_dproQ_SPI-2:3.0,13.7391920827,0.5766186042
proQ_virulence:dhfq_LB:1.0,10.2917854766,-0.0168435286
proQ_virulence:dhfq_LB:2.0,8.3136552085,-0.1880959697
proQ_virulence:dhfq_LB:3.0,9.3574765132,-0.0952463853
proQ_virulence:dhfq_SPI-2:1.0,13.1962907943,-0.0121849643
proQ_virulence:dhfq_SPI-2:2.0,12.7721248139,0.044294072000000004
proQ_virulence:dhfq_SPI-2:3.0,12.4834490838,-0.0319657374
proQ_virulence:dproQ_LB:1.0,4.8296028279000005,-0.2591989569
proQ_virulence:dproQ_LB:2.0,-1.8637771473,0.28834390990000003
proQ_virulence:dproQ_LB:3.0,-3.2608600005,-0.00278098
proQ_virulence:dproQ_SPI-2:1.0,16.2871975354,0.3940802762
proQ_virulence:dproQ_SPI-2:2.0,15.8265437434,0.5315322278
proQ_virulence:dproQ_SPI-2:3.0,15.5319411934,0.3027989963
proQ_virulence:WT_LB:1.0,1.8433280865000001,0.2124922344
proQ_virulence:WT_LB:2.0,0.4521945464,-0.3056838483
proQ_virulence:WT_LB:3.0,-2.2955226329,0.0931916139
proQ_virulence:WT_SPI-2:1.0,15.0816149103,0.2966512991
proQ_virulence:WT_SPI-2:2.0,14.5274545225,0.2883039115
proQ_virulence:WT_SPI-2:3.0,14.946869746800001,0.4364846282
rcsB:del_rcsB_S207C:1.0,-0.9664472299,-0.1447447416
rcsB:del_rcsB_WT:1.0,-1.4346204416,-0.2732414912
rcsB:del_rcsB:1.0,-2.9477463832,-0.5150363290000001
rcsB:del_rcsB_H12A:1.0,-1.214454675,-0.2713366594
rcsB:del_rcsB_D56A:1.0,-4.0360358118,-0.5916521987000001
rcsB:del_rcsB_M88A:1.0,-2.3534881369000002,-0.4333780199
rcsB:del_rcsB_H77A:1.0,-1.9755807021,-0.1994485064
rcsB:del_rcsB_L108A:1.0,0.7193567736,-0.08468421400000001
rcsB:del_rcsB_S207C:2.0,-1.6788404904,-0.2803499024
rcsB:del_rcsB_WT:2.0,1.012990969,0.19407498550000002
rcsB:del_rcsB:2.0,-4.6877956265,-0.3526192053
rcsB:del_rcsB_H12A:2.0,-6.1799120947,-0.981987814
rcsB:del_rcsB_D56A:2.0,-4.2667251869000005,-0.2948963438
rcsB:del_rcsB_H77A:2.0,-1.0536720273,-0.2195436396
rcsB:del_rcsB_L108A:2.0,-0.9329400897000001,-0.0347323135
rcsB:del_rcsB_WT:3.0,0.4216294726,0.0791665057
rcsB:del_rcsB_H12A:3.0,-2.532317428,-0.1495891331
rcsB:del_rcsB_D56A:3.0,-3.243084045,-1.1048592028
rcsB:del_rcsB_M88A:2.0,-5.8028036018,-0.4092415923
rcsB:del_rcsB_H77A:3.0,0.9249167728000001,0.26910504500000004
rcsB:del_rcsB_L108A:3.0,-0.9851034225,-0.3902041935
ribodepletion:RiboZero:1.0,0.12760365240000002,-0.0120415304
ribodepletion:RiboZero:2.0,-0.12760365240000002,0.0120415304
single_carbon_source:mucic:1.0,0.8766814284000001,-0.1397186666
single_carbon_source:mucic:2.0,-0.8766814284000001,0.1397186666
single_carbon_source:tartarate:1.0,4.2436079982,-0.9390340658
single_carbon_source:tartarate:2.0,3.6550029295,-0.5295903801
ssrA_ssrB_TCS:ssrB_minus:1.0,1.4934282616,0.027236007700000002
ssrA_ssrB_TCS:ssrB_minus:2.0,-0.754950459,-0.0133633949
ssrA_ssrB_TCS:ssrB_minus:3.0,-0.7384778026000001,-0.0138726128
ssrA_ssrB_TCS:ssrB_plus:1.0,-0.0393138175,-0.1051567315
ssrA_ssrB_TCS:ssrB_plus:2.0,-0.1571579175,-0.2022292397
ssrA_ssrB_TCS:ssrB_plus:3.0,-2.5651917928,-0.40100996800000005
yedF:WT:1.0,-0.4604674624,-0.1145593884
yedF:WT:2.0,0.4604674624,0.1145593884
yedF:del_yedF:1.0,-3.1852067011,1.3836070523
yedF:del_yedF:2.0,-4.6676930974,1.1768025175
yedF:del_yedF:3.0,-14.0925415877,1.8777576101000002
14028S_paratyphiA:37C_stationary:1.0,-6.7368074533,-0.4066733006
14028S_paratyphiA:42C_log:1.0,-2.453353238,0.1411447442
14028S_paratyphiA:37C_log:1.0,-0.006952381200000001,0.0341965215
14028S_paratyphiA:42C_log:2.0,-3.5925089151,0.2802198327
14028S_paratyphiA:37C_stationary:2.0,-5.4205343118,-0.08240179510000001
14028S_paratyphiA:37C_log:2.0,0.006952381200000001,-0.0341965215
7TF:hilC:1.0,0.013044397800000001,-1.1404963917
7TF:del_hilD:1.0,1.4604438795,0.0542238013
7TF:WT:1.0,0.0040239474,-0.0232880463
7TF:hilD:1.0,2.1713730613,-0.7163942488
7TF:WT:2.0,0.34332508510000004,0.0269081437
7TF:del_sprB:1.0,0.749413261,-0.0048778703
7TF:del_rtsB:1.0,-3.0973427619,0.1437620253
7TF:rtsA:1.0,-1.6838612620000002,-0.5385256333
7TF:del_invF:1.0,1.8814027711999999,0.22303996450000002
7TF:sprB:1.0,1.9482484936,-0.5081366598
7TF:hilD:2.0,1.6684189588,-0.8253940196
7TF:del_invF:2.0,0.9478481509000001,0.1675105432
7TF:del_rtsB:2.0,-2.6616653381,-0.10944863590000001
7TF:hilC:2.0,0.820137847,-0.9425524878
7TF:WT:3.0,0.4413249759,-0.0403297954
7TF:del_hilD:2.0,1.5888030283,0.00014453640000000001
7TF:rtsA:2.0,-3.1736855388,-0.3865461277
7TF:invF:1.0,0.9190907325000001,-0.2652185872
7TF:invF:2.0,0.6404187281,-1.0245150665
7TF:sprB:2.0,3.0854902039,-0.6259477873
7TF:del_sprB:2.0,0.2994583658,0.3227878715
7TF:WT:4.0,-0.7886740084,0.036709698
MMC:del_rtcB_No treatment:1.0,-1.2455826638,-0.1693183064
MMC:WT_No_treatment:1.0,-1.3466729199,-0.23655241870000002
MMC:WT_No_treatment:2.0,3.6138370985,0.6203121404
MMC:del_rtcR_No_treatment:1.0,1.3038054881,0.5083863294000001
MMC:del_rtcR_3mM_MMC:1.0,2.3703815336,-0.8611480221000001
MMC:WT_No_treatment:3.0,-2.2671641786,-0.3837597216
MMC:del_rtcB_3mM_MMC:1.0,2.7870854827000002,-0.7661554700000001
MMC:del_rtcB_3mM_MMC:2.0,2.5374992837,-0.8458095557
MMC:del_rtcR_3mM_MMC:2.0,2.0452231528,-0.5704904744
MMC:del_rtcR_3mM_MMC:3.0,2.8673974435,0.41783067830000004
MMC:del_rsr_No_treatment:1.0,0.7375219561,0.027412697700000002
MMC:del_rtcB_3mM_MMC:3.0,2.488458026,-0.6376264431
MMC:del_rtcR_No_treatment:2.0,-2.0522025749,0.038789049
MMC:del_rsr_3mM_MMC:1.0,2.5301598094999997,-0.3834628396
MMC:del_rtcB_No treatment:2.0,-0.8818050643,-0.2494199712
MMC:WT_3mM_MMC:1.0,3.465063203,-0.6661190272
MMC:del_rsr_3mM_MMC:2.0,3.5775701651,-0.7940247392
MMC:WT_3mM_MMC:2.0,3.4524639637,-0.6313300786
MMC:del_rsr_No_treatment:2.0,2.1017771854,-0.4875592729
MMC:del_rtcB_No treatment:3.0,-1.6750488348,-0.3284265911
MMC:del_rsr_No_treatment:3.0,-0.15769364290000001,-0.7848206003
Nontyphoidal_comparisons:rep:1.0,0.4634458816,0.1182207185
Nontyphoidal_comparisons:rep:2.0,-0.16312319960000002,-0.2829870431
Nontyphoidal_comparisons:rep:3.0,-0.300322682,0.1647663246
araC:delta_araC_LB:1.0,2.1531352142,-0.3433313924
araC:WT_LB:1.0,0.915153494,0.0859879888
araC:WT_LB:2.0,-0.915153494,-0.0859879888
araC:delta_araC_LB:2.0,0.7227316961,-0.0659475991
csgD:WT_planktonic_TP1:1.0,2.3700782010000003e-16,0.0
csgD:del_csgD_planktonic_TP2:1.0,6.2241850885,-0.1917681839
csgD:WT_aggregate_TP2:1.0,9.8604875868,-1.0107453948
csgD:del_csgD_planktonic_TP1:1.0,1.6194159147,0.1489827275
csgD:WT_planktonic_TP3:1.0,21.4925710786,-0.0083343671
csgD:del_csgD_planktonic_TP3:1.0,21.7014843045,-0.9219064887
csgD:WT_planktonic_TP2:1.0,13.7547745152,0.3969209953
csgD:WT_aggregate_TP3:1.0,17.7271206198,-1.6520202832000002
csgD:PcsgD_planktonic_lux_TP1:1.0,0.7038916113,0.3029051715
csgD:PcsgD_planktonic_lux_TP4:1.0,21.8456852599,0.9967291078
csgD:PcsgD_aggregate_lux_TP3:1.0,18.3869318841,-1.2583024434
csgD:PcsgD_planktonic_lux_TP2:1.0,12.3344275719,0.57820278
csgD:PcsgD_planktonic_lux_TP3:1.0,21.0448362637,0.2171928452
csgD:del_csgD_planktonic_TP4:1.0,22.5481082049,-0.7243968119
csgD:WT_aggregate_TP4:1.0,20.1321911168,-1.1971223555
csgD:PcsgD_aggregate_lux_TP4:1.0,18.9910150887,-0.9776743891
csgD:PcsgD_aggregate_lux_TP2:1.0,6.0388280383,-0.8984464101
csrA:10min_LB_csrA:1.0,0.5865951813,-1.8955720396
csrA:10min_LB_WT:1.0,-2.1005653537,-1.6838923571
csrA:2.5min_LB_csrA:1.0,-4.6492651059,0.47675907030000003
csrA:5min_mLPM_WT:1.0,-3.5327203499,-0.5259512137
csrA:15min_mLPM_csrA:1.0,-4.3829759027,-0.8491006877
csrA:5min_LB_WT:1.0,-4.0792717855,0.1010879048
csrA:2.5min_LB_WT:1.0,-8.4847771025,0.7150164944
csrA:0min_LB_WT:1.0,0.5498363277,0.19616951670000002
csrA:15min_LB_WT:1.0,-1.5055747274,-1.9939079878000001
csrA:0min_mLPM_WT:1.0,1.139436559,0.030756471
csrA:15min_LB_csrA:1.0,-0.0027543555,-2.1971774941
csrA:15min_mLPM_WT:1.0,-9.0247747902,-0.2924316441
csrA:15min_LB_csrA:2.0,-1.3471524661,-2.4158508376
csrA:0min_mLPM_WT:2.0,0.5482757408,0.2562475105
csrA:0min_LB_csrA:1.0,1.5611434,0.31608280240000003
csrA:15min_LB_WT:2.0,-0.6340789374,-2.1111118285
csrA:15min_mLPM_WT:2.0,-5.4438200301,-0.6691583347000001
csrA:5min_LB_WT:2.0,-7.7183733903,0.2778870705
csrA:5min_mLPM_WT:2.0,-0.8314241156000001,-0.3161902626
csrA:2.5min_LB_WT:2.0,-5.0697824269,0.3903656924
csrA:5min_mLPM_csrA:1.0,1.7464998719,-0.0728463797
csrA:0min_LB_csrA:2.0,1.8232415381,0.6296028209
csrA:15min_mLPM_csrA:2.0,-2.9763738519,-1.0617391933
csrA:5min_mLPM_csrA:2.0,1.9816127081000001,-0.3357316588
csrA:10min_LB_WT:2.0,-1.0986528013,-1.9884599949
csrA:0min_LB_WT:2.0,-0.5498363277,-0.19616951670000002
csrA:5min_LB_csrA:1.0,-3.9034457721,-0.2834586114
csrA:10min_mLPM_csrA:1.0,-1.6162818955,-0.812994663
csrA:10min_mLPM_csrA:2.0,-0.2893783491,-0.8187800739000001
csrA:5min_LB_csrA:2.0,-4.566002345,-0.4798810774
csrA:2.5min_LB_csrA:2.0,-4.1495340105,0.1710499685
csrA:10min_LB_csrA:2.0,0.8920987466,-2.0526960317
flagellum:ΔSTM14_1829 :1.0,1.1081255632,0.1737524325
flagellum:ΔSTM14_1829 :2.0,0.22387197050000002,-0.3611935418
flagellum:WT:1.0,1.1381007344,-0.1944396227
flagellum:WT:2.0,-1.2943958117,0.3020058252
flagellum:ΔSTM14_1829 :3.0,0.0751921942,-0.0758648126
flagellum:WT:3.0,0.1562950774,-0.1075662025
fliA:del_rpoF:1.0,-0.7630989098000001,-2.0147215224
fliA:WT:1.0,-0.0964297399,0.19993438260000002
fliA:del_rpoF:2.0,-1.0976093589,-2.0351323813
fliA:WT:2.0,0.0964297399,-0.19993438260000002
mgtC:empty_pUH21:1.0,-0.2124161106,0.10489111820000001
mgtC:pUH_mgtC:1.0,0.3982096469,0.4829569167
mgtC:empty_pUH21:2.0,0.2124161106,-0.10489111820000001
mgtC:pUH_mgtC:2.0,0.16904626450000002,0.6476996249
mgtCBR:empty_pBAD18:1.0,0.0851822894,0.1857891753
mgtCBR:mgtC_pBAD113:1.0,-1.7284084229,0.2596369169
mgtCBR:empty_pBAD18:2.0,-0.0851822894,-0.1857891753
mgtCBR:mgtC_pBAD113:2.0,-2.0280722344,0.30073193930000003
novobiocin:100_Novobiocin_60min:1.0,2.5009041365,0.6296398409
novobiocin:500_Novobiocin_60min:1.0,2.0757098331,0.1534079445
novobiocin:0_Novobiocin_60min:1.0,-0.529879737,-0.060165425800000005
novobiocin:0_Novobiocin_0min:1.0,-1.6471824052000001,0.2387633785
novobiocin:100_Novobiocin_60min:2.0,2.1028555143,0.6619387398000001
novobiocin:0_Novobiocin_10min:1.0,-1.6799075175,-0.29527950810000003
novobiocin:500_Novobiocin_20min:1.0,2.2668553449,-0.46986155760000003
novobiocin:0_Novobiocin_20min:1.0,0.5439670363,0.35135943550000004
novobiocin:0_Novobiocin_60min:2.0,-0.33880157310000003,0.0171236704
novobiocin:0_Novobiocin_10min:2.0,-0.6998823119,-0.27974984810000003
novobiocin:500_Novobiocin_60min:2.0,2.5476306629,0.267965163
novobiocin:0_Novobiocin_60min:3.0,-0.6052199629,0.2633437979
novobiocin:500_Novobiocin_10min:1.0,0.9057319464,-0.206512422
