,A,sigK
ITM_04:24h_h37rv_delam:1,8.2524668072,2.133848157
ITM_04:24h_h37rv_delam:2,9.653344578,2.3038922776
ITM_04:24h_h37rv_delam:3,8.2859910372,2.1259082249
ITM_04:24h_h37rv_DMSO:1,3.0808312165,0.3239894064
ITM_04:24h_h37rv_DMSO:2,3.4607029969,0.4719779538
JSF:DMSO:1,-0.3752025641,-0.1146313741
JSF:DMSO:2,-0.0215418356,0.0122459201
JSF:DMSO:3,0.1915979258,-0.0447125335
JSF:DMSO:4,0.20514647390000001,0.1470979875
JSF:JSF_2019:1,-1.7056544079,-0.9556719247000001
JSF:JSF_2019:2,-0.6777575382000001,-0.8073284309000001
JSF:JSF_2019:3,-1.4923153916,-0.8946659318
JSF:JSF_2019:4,-1.589921832,-0.9466257148
JSF:JSF_2026:1,-1.6825550042000001,-1.4562041994000001
JSF:JSF_2026:2,-1.0288072655,-1.3094499694000001
JSF:JSF_2026:3,-0.8872262267000001,-1.2950298660000001
JSF:JSF_2026:4,-1.405182603,-1.3438623634
MTS1338:over_expression:1,-0.7626894740000001,-0.1013098924
MTS1338:over_expression:2,0.7626894740000001,0.1013098924
PAS:control:1,-0.0465419819,0.38039937030000004
PAS:control:2,0.0721511833,-0.3264969804
PAS:control:3,-0.025609201300000002,-0.0539023899
PAS:treated:1,-1.1080916714,-0.32016308200000004
PAS:treated:2,-0.48461074810000004,-0.1299464782
PAS:treated:3,-0.8090728506,0.035838019000000006
THP-1:24h_THP_B_enriched:1,-0.9186824748,-0.041480916900000005
THP-1:24h_THP_B_enriched:2,0.9186824748,0.041480916900000005
aminoimidazoles:02h_treated:1,12.1341730139,0.6378529581
aminoimidazoles:02h_treated:2,11.9922608093,0.6867884356
aminoimidazoles:24h_treated:1,14.3437722946,0.6084762312
aminoimidazoles:24h_treated:2,14.5142738274,0.7416601641
aminoimidazoles:untreated:1,-0.46163076680000004,-0.0355623796
aminoimidazoles:untreated:2,-0.5117039428,0.0350241026
aminoimidazoles:untreated:3,0.9733347096,0.000538277
antibiotic:ctrl_24h:1,0.1819342402,-0.5536417214
antibiotic:ctrl_24h:2,-0.2278483949,0.3423817873
antibiotic:ctrl_24h:3,-0.11021811990000001,0.6805363261
antibiotic:ctrl_4h:1,-0.5097431707,-0.140851329
antibiotic:ctrl_4h:2,0.32855113620000004,0.5780092328
antibiotic:ctrl_4h:3,0.1811920346,-0.4371579038
antibiotic:izd_4h:1,-5.3726566261,3.7249028871
antibiotic:izd_4h:2,-5.6817267912,3.4655054711
base:wt_glu_24:1,-1.1000902575,-0.5028931149
base:wt_glu_24:2,-0.6700487988,-0.4428050846
base:wt_glu_24:3,-0.9544581826,-0.6270290135000001
base:wt_glu_6:1,0.6739925925,0.1862725254
base:wt_glu_6:2,-0.5942045738,-0.06845928550000001
base:wt_glu_6:3,-0.0797880187,-0.1178132399
base:wt_llac_24:1,0.1499413312,-0.2409713305
base:wt_llac_24:2,-0.4781319925,0.33105888370000003
base:wt_llac_24:3,-1.1571897046,-0.5377240855000001
base:wt_llac_6:1,-0.050875264100000005,-0.11261600100000001
base:wt_llac_6:2,-0.9635798087,-0.3713789463
base:wt_llac_6:3,-1.1565977159,-0.18529162300000002
base:wt_pyr_24:1,-1.1252878204,-0.2563913386
base:wt_pyr_24:2,-1.5785272509000001,-0.685792704
base:wt_pyr_24:3,-1.4975638277,-0.4722855134
base:wt_pyr_6:1,-0.5110254749,-0.5308951458
base:wt_pyr_6:2,0.25899533950000003,0.008120990100000001
base:wt_pyr_6:3,-0.0447214474,-0.1668813556
biofilm:biofilm:1,1.1326964946,0.38761371450000004
biofilm:biofilm:2,1.2401674032,0.4341226775
biofilm:planktonic:1,0.0252119454,0.0204550789
biofilm:planktonic:2,-0.0252119454,-0.0204550789
btz043:0_days_.006:1,0.0478533188,0.14226527020000002
btz043:0_days_.006:2,0.0100138953,0.2784341063
btz043:0_days_.006:3,0.1040220157,0.1813716233
btz043:0_days_control:1,-0.0895371617,0.0584394798
btz043:0_days_control:2,0.1692196312,-0.0549942198
btz043:0_days_control:3,-0.0796824696,-0.00344526
btz043:1_days_.006:1,-2.0730439287,0.6302713862
btz043:1_days_.006:2,-2.269857714,0.5906781129
btz043:1_days_.006:3,-2.1701841389,0.5808443667000001
btz043:1_days_.006:4,-2.4852150091,0.4137748741
btz043:1_days_control:1,-1.3610178188,0.6990866787000001
btz043:1_days_control:2,-1.3162830776,0.6460070018
btz043:1_days_control:3,-1.0768126516,0.8062851766
btz043:1_days_control:4,-1.2808048982,0.6663112701
clarithromycin:1_days_control:1,-0.2516303405,-0.1201315429
clarithromycin:1_days_control:2,0.0836973243,0.08196969280000001
clarithromycin:1_days_control:3,0.1679330162,0.0381618501
cnpB:del:1,-0.9307122433,0.053195822000000004
cnpB:del:2,-0.8894866565,0.0572162879
cnpB:del:3,-0.11536322530000001,-0.1559574001
cnpB:wt:1,-0.1361094048,0.012709674300000001
cnpB:wt:2,0.0218070634,0.099999247
cnpB:wt:3,0.11430234140000001,-0.1127089213
csoR:ko:1,1.4255304197,-0.029311666
csoR:ko:2,1.1107467331,-0.12184858900000001
csoR:wt:1,-0.39346158480000004,-0.027580784400000002
csoR:wt:2,0.39346158480000004,0.027580784400000002
dap:0_days_25:1,0.15290212050000002,0.13816147
dap:0_days_25:2,0.24500605690000002,0.2712520314
dap:0_days_25:3,0.0407374007,0.2750256313
dap:0_days_25:4,0.1934145969,0.2656014847
dap:0_days_control:1,0.1724552198,0.059512701300000005
dap:0_days_control:2,-0.24287461200000002,0.13369478540000002
dap:0_days_control:3,0.1393512704,-0.23608130260000001
dap:0_days_control:4,-0.0689318782,0.0428738158
dap:1_days_25:1,1.7071629688,1.0668833731
dap:1_days_25:2,1.6849586834,1.1315797076
dap:1_days_25:3,1.6585101906,1.0369774818
dap:1_days_25:4,1.5375084954,0.9304447371000001
dap:1_days_control:1,0.9265242127000001,0.9592386853
dap:1_days_control:2,1.2008318948,0.9710473446000001
dap:1_days_control:3,1.3009704543,0.9981521141
dap:1_days_control:4,1.0890975087,1.0801485512
degradosome:mutant_rnj:1,0.3070525992,-0.0494944571
degradosome:mutant_rnj:2,0.1958059681,-0.1134070446
degradosome:mutant_rnj:3,0.0167717479,-0.1852559241
degradosome:PNPase_ko:1,6.2704278663,0.38616236940000004
degradosome:PNPase_ko:2,6.6461906027,0.4010736252
degradosome:PNPase_ko:3,7.0323019964,0.37260698470000003
degradosome:Rnase_E_ko:1,3.7188251915,0.1176305354
degradosome:Rnase_E_ko:2,3.8525134326,0.2695146321
degradosome:Rnase_E_ko:3,4.1380613831,0.3058960194
degradosome:wt_cas9_ctrl:1,-0.3031261756,-0.6261152702
degradosome:wt_cas9_ctrl:2,-0.0095444698,-0.769813999
degradosome:wt_cas9_ctrl:3,0.37281923780000004,-0.658662237
degradosome:wt_expn:1,-0.1241656649,-0.0046308374
degradosome:wt_expn:2,-0.0486221606,0.1117474504
degradosome:wt_expn:3,0.1727878254,-0.10711661300000001
delam:0_days_.09:1,0.0405457363,0.0683810108
delam:0_days_.09:2,0.24862921100000002,0.0167781376
delam:0_days_.09:3,0.5664513641,0.1369646974
delam:0_days_.09:4,0.0957799577,0.11344953810000001
delam:0_days_control:1,-0.058781724800000004,-0.0379033338
delam:0_days_control:2,-0.01570156,-0.0457888006
delam:0_days_control:3,-0.1359320675,-0.062365511900000004
delam:0_days_control:4,0.21041535220000002,0.1460576463
delam:1_days_.09:1,-0.40177358560000004,0.3381883388
delam:1_days_.09:2,-0.4298070681,0.3478257812
delam:1_days_.09:3,-0.3963289237,0.42402426670000004
delam:1_days_.09:4,-0.2159575035,0.44760307790000003
delam:1_days_control:1,-0.5624124599,0.336833049
delam:1_days_control:2,-0.2358111302,0.5062512483
delam:1_days_control:3,-0.6695977538,0.5165325012
delam:1_days_control:4,-0.0372646649,0.7686647137
dg_inh:both:1,0.19901321200000002,-0.12440198200000001
dg_inh:both:2,-0.3664550656,-0.3541910951
dg_inh:both:3,-0.1905382474,-0.2534871884
dg_inh:dg:1,0.1654591467,-0.0683285804
dg_inh:dg:2,0.0382422272,-0.1464833261
dg_inh:dg:3,0.11111469360000001,-0.09228897970000001
dg_inh:DMSO:1,-0.0513981395,-0.0656100684
dg_inh:DMSO:2,-0.3328394586,0.0873109889
dg_inh:DMSO:3,0.3842375981,-0.021700920500000002
dg_inh:inh:1,0.1197641623,-0.103263846
dg_inh:inh:2,-0.0108147476,-0.2282605115
dg_inh:inh:3,0.3367951833,-0.0868782966
dormancy:dormant_20d_rifampicin:1,3.6616351181,0.656637341
dormancy:dormant_20d_rifampicin:2,3.7976615841,0.10405951640000001
dormancy:dormant_20d_rifampicin:3,3.9395511155,0.4023921922
dormancy:dormant_no_treatment:1,0.4632177039,0.2875598239
dormancy:dormant_no_treatment:2,-0.1458525049,-0.22644019910000002
dormancy:dormant_no_treatment:3,-0.31736519900000004,-0.0611196248
eccE1:control:1,0.0723023247,-0.017276316
eccE1:control:2,-0.0723023247,0.017276316
eccE1:delta_eccE1:1,-0.7936032029000001,0.0174212517
eccE1:delta_eccE1:2,-1.1857794908,0.0330899803
eccE1:delta_eccE1_eccE1_HA_comp:1,-0.0716246661,0.0131198717
eccE1:delta_eccE1_eccE1_HA_comp:2,-0.44357725140000004,0.024067791800000002
eccE1:delta_eccE1_empty_vector:1,-0.8607988694,-0.0549797319
eccE1:delta_eccE1_empty_vector:2,-0.5335102295,0.0555380176
eccE1:delta_eccE1_myc_p1_HA_comp:1,0.39867233160000004,0.0779655049
eccE1:delta_eccE1_myc_p1_HA_comp:2,0.24928355900000002,-0.0090120337
eccE1:delta_eccE1_mycP1_eccE1_comp:1,-0.2555546949,-0.0804073524
eccE1:delta_eccE1_mycP1_eccE1_comp:2,0.0581003747,0.15245586690000001
emb:0_days_2.45:1,4.6341500000000003e-05,-0.1869502832
emb:0_days_2.45:2,-0.319843494,-0.2401725713
emb:0_days_2.45:3,0.1874535758,-0.4242077636
emb:0_days_2.45:4,-0.1982038173,-0.2013755385
emb:0_days_control:1,0.0296800447,0.181649581
emb:0_days_control:2,-0.0872744383,-0.0280692934
emb:0_days_control:3,0.23216812950000001,-0.11769118370000001
emb:0_days_control:4,-0.1745737359,-0.035889103900000004
emb:1_days_2.45:1,0.2160208542,0.2511582573
emb:1_days_2.45:2,0.0356189887,0.1799563342
emb:1_days_2.45:3,0.4124466271,0.0649145273
emb:1_days_2.45:4,0.1476078641,0.1879281629
emb:1_days_control:1,0.8110916372,0.3101740422
emb:1_days_control:2,0.4753518937,0.2682173597
emb:1_days_control:3,0.6545078845,0.3697069818
emb:1_days_control:4,0.4329447105,0.2849944524
espL:ko:1,0.123649646,-0.0420646645
espL:ko:2,0.2164145744,-0.0648253631
espL:wt:1,-0.0268998173,-0.111420762
espL:wt:2,0.0268998173,0.111420762
esx_1:ko:1,-0.2615875422,0.0990296269
esx_1:ko:2,-1.3896635852,-0.1789454761
esx_1:wt:1,0.6501470165000001,0.2148346615
esx_1:wt:2,-0.18022774600000002,-0.2381145346
esx_1:wt:3,-0.46991927050000004,0.0232798731
genotoxic:control:1,0.0796522836,-0.19896578040000001
genotoxic:control:2,-0.0796522836,0.19896578040000001
genotoxic:growth_supplement:1,2.4280592881,-0.0587059879
genotoxic:growth_supplement:2,-0.2239867965,0.1682161616
growth:tss_expnt:1,2.4545272095,0.5056795292
growth:tss_expnt:2,2.0287444137,0.5509080369
growth:tss_expnt:3,1.9397814958000001,0.6070548432
growth:tss_starved:1,3.9188246943,-1.6226870197
growth:tss_starved:2,3.4492143427,-1.3975403857
growth:tss_starved:3,2.6663915751,-1.3108492828
growth:wt_expn:1,1.0065343508,-0.0546527189
growth:wt_expn:2,-1.3268730021000001,0.0764549728
growth:wt_expn:3,0.3203386513,-0.021802253900000002
hs2:treated:1,0.16342163610000002,-0.4038692421
hs2:treated:2,-0.017197204,-0.3213216726
hs2:treated:3,0.1415062318,-0.4322190689
hs2:untreated:1,-0.3531845578,-0.047680222200000004
hs2:untreated:2,-0.12317235,-0.08615116440000001
hs2:untreated:3,0.4763569079,0.13383138660000002
hypoxia:000h_.81_DO:1,0.2981846597,0.0796584498
hypoxia:000h_.81_DO:2,0.1953977375,0.08616317770000001
hypoxia:000h_.81_DO:3,-0.4935823972,-0.1658216275
hypoxia:017h_.57_DO:1,-0.6930743869,0.5751608994
hypoxia:017h_.57_DO:2,0.1828999351,0.4923502523
hypoxia:017h_.57_DO:3,-0.6312406805,0.39438927490000003
hypoxia:023h_.42_DO:1,-0.8223510313,0.475605331
hypoxia:023h_.42_DO:2,-1.2781051388,0.4294225022
hypoxia:040h_.11_DO:1,-1.3361109493,0.2019463236
hypoxia:040h_.11_DO:2,-2.8112694988999998,-0.0305562134
hypoxia:041h_.09_DO:1,-0.7747427763,0.29858280660000003
hypoxia:041h_.09_DO:2,-1.1897560784,0.3120882264
hypoxia:041h_.09_DO:3,-0.5385120496,0.0198432593
hypoxia:042h_.07_DO:1,-2.3023316329,0.2335399416
hypoxia:042h_.07_DO:2,-1.0602993017,0.0248123074
hypoxia:043h_.06_DO:1,-2.5262515054,0.1395554387
hypoxia:043h_.06_DO:2,-1.6967660473000001,-0.019589951600000002
hypoxia:043h_.06_DO:3,-1.091925195,-0.0697847014
hypoxia:044h_.04_DO:1,0.0513308348,0.058738748300000004
hypoxia:044h_.04_DO:2,-1.6097118282,-0.0192166446
hypoxia:044h_.04_DO:3,-1.4817131211,0.2161688061
hypoxia:047h_0_DO:1,-1.5588380213000002,-0.0165687485
hypoxia:047h_0_DO:2,-1.352889579,-0.5051485358
hypoxia:047h_0_DO:3,-1.0845444662000001,-0.2124241576
hypoxia:049h_0_DO:1,-1.4059817935,-0.6490122359
hypoxia:049h_0_DO:2,-1.7520695752000002,-0.5830700817000001
hypoxia:049h_0_DO:3,-2.2108379961,-0.6206478998
hypoxia:050h_0_DO:1,-2.165761008,-0.6717410807
hypoxia:050h_0_DO:2,-2.3339986129,-0.5270858659000001
hypoxia:050h_0_DO:3,-0.9333956766,-0.6560456498
hypoxia:052h_0_DO:1,-2.2558935094,-1.2244015592
hypoxia:052h_0_DO:2,-2.6117281913,-0.7252710334
hypoxia:052h_0_DO:3,-0.7570798396,-0.8973833735000001
hypoxia:054h_0_DO:1,-1.9477420934,-0.6936764215
hypoxia:054h_0_DO:2,-2.3429417438,-1.0652114864
hypoxia:054h_0_DO:3,-2.7026195045,-0.6779956553
hypoxia:054h_0_DO:4,-1.3261033859,-0.6139055284
hypoxia:054h_0_DO:5,-3.0947826732,-0.8986113924
hypoxia:070h_0_DO:1,-2.7980380615,-1.4659850406000001
hypoxia:070h_0_DO:2,-2.0329372662,-1.7062850332
hypoxia:088h_0_DO:1,-3.1872170785,-1.0426374098
hypoxia:088h_0_DO:2,-3.6744220873,-1.2781946135
hypoxia:114.5h_.04_DO:1,-3.0639393098,-0.5032831994
hypoxia:114.5h_.04_DO:2,-2.0897031487,-0.5411289829
hypoxia:114.5h_.04_DO:3,-2.7036095828,-0.5411362938000001
hypoxia:115h_.06_DO:1,-2.5275165935,-0.6088757848
hypoxia:115h_.06_DO:2,-2.5601361951,-0.6228498304
hypoxia:115h_.06_DO:3,-2.255065917,-0.5931292871
hypoxia:116h_.11_DO:1,-2.3722487114,-0.48737820810000004
hypoxia:116h_.11_DO:2,-2.5191445759,-0.387425746
hypoxia:116h_.11_DO:3,-2.383221245,-0.4101336069
hypoxia:120h_.47_DO:1,-2.1041427288,-0.0053932799
hypoxia:120h_.47_DO:2,-2.0883738104,-0.189582413
hypoxia:120h_.47_DO:3,-2.1512260889,-0.1429324894
kinase:DMSO_0h_F:1,0.41529149860000003,1.4024617171
kinase:DMSO_0h_F:2,0.3514530373,1.3641848362
kinase:DMSO_0h_F:3,0.3137380705,1.5158681658000002
kinase:DMSO_0h_H:1,1.4461611643,0.2990568266
kinase:DMSO_0h_H:2,-0.6070559111,0.4341297464
kinase:DMSO_0h_H:3,-0.5471953897,0.3581652695
kinase:DMSO_0h_H:4,0.782357253,0.36781184580000004
kinase:DMSO_0h_H:5,-0.14809763310000001,0.3167530984
kinase:DMSO_0h_H:6,-0.6398888587,0.3641983514
kinase:DMSO_0h_I:1,-0.4062368041,-0.0640187669
kinase:DMSO_0h_I:2,-0.3511038302,-0.028541534700000003
kinase:DMSO_0h_I:3,0.0819669635,-0.12487872330000001
kinase:DMSO_0h_I:4,0.5071337020000001,-0.19167378840000002
kinase:DMSO_0h_I:5,0.2178073805,0.2791727299
kinase:DMSO_0h_I:6,-0.0495674117,0.1299400835
kinase:pknD_T10_48h:1,-0.2416966728,0.6043485153
kinase:pknD_T10_48h:2,-0.3063424805,0.47544595500000003
kinase:pknD_T10_48h:3,-0.4289347888,0.5257476683
kinase:pknL_T10_48h:1,1.4276485942,0.5391652641
kinase:pknL_T10_48h:2,1.4373363763,0.6513615702000001
kinase:pknL_T10_48h:3,1.2542992983999999,0.77685556
kinase:pknL_T4_48h:1,1.8319795126,0.15521786140000002
kinase:pknL_T4_48h:2,1.5777333742000001,0.21414574930000002
kinase:pknL_T4_48h:3,1.6982823899000001,0.1661084287
kinase:T10_12h_F:1,2.1156086313,1.6432836626
kinase:T10_12h_F:2,1.1807626167,1.5352793204
kinase:T10_12h_F:3,2.0643959105,1.6157269901
kinase:T10_12h_H:1,0.2266725433,1.1953251208
kinase:T10_12h_H:2,0.6283859799,1.3376987374
kinase:T10_12h_H:3,-0.0324438821,1.289959824
kinase:T10_12h_I:1,-0.20632869750000002,0.24700139710000002
kinase:T10_12h_I:2,-0.6131280557000001,0.5877165443
kinase:T10_24h_F:1,0.3580823771,1.5308301205000001
kinase:T10_24h_F:2,-0.203492692,1.5131317991
kinase:T10_24h_F:3,0.33410911,1.6085868957
kinase:T10_24h_H:1,0.0055827119000000005,1.3319628704
kinase:T10_24h_H:2,0.246371461,1.2741423878
kinase:T10_24h_H:3,-0.0481072846,1.2970029025
kinase:T10_24h_I:1,-0.2468191015,0.5721153992
kinase:T10_24h_I:2,-0.4110989843,0.5651555562
kinase:T10_48h_F:1,-0.3850896446,1.3655794843
kinase:T10_48h_F:2,0.1764253711,1.5048552416
kinase:T10_48h_F:3,0.189616938,1.5692365479000001
kinase:T10_48h_H:1,0.1187129532,1.1042941059
kinase:T10_48h_H:2,0.1211290537,1.134326239
kinase:T10_48h_H:3,0.4938482671,1.1529136754
kinase:T10_48h_I:1,-0.8810383544,0.3480091718
kinase:T10_48h_I:2,-0.6801112754,0.3183923589
kinase:T10_48h_I:3,-0.5622759965,0.37975467760000003
kinase:T4 _48h_H:1,-0.14323028270000002,0.2699548197
kinase:T4 _48h_H:2,0.0001456681,0.42082776190000004
kinase:T4 _48h_H:3,0.09162995580000001,0.2408615539
kinase:T4 20 _12h_I:1,-1.0035704137,0.1983782168
kinase:T4 20 _12h_I:2,-0.9391756421,0.3136888444
kinase:T4 20 _12h_I:3,-1.0327593617,0.2458423999
kinase:T4_12h_F:1,2.4107638074,1.4496925561
kinase:T4_12h_F:2,2.5110680789,1.5151708456000001
kinase:T4_12h_F:3,1.6153054016000001,1.3794181742
kinase:T4_12h_H:1,-0.1991295458,1.1888899832
kinase:T4_12h_H:2,-0.3081739493,1.0683887149
kinase:T4_12h_H:3,-0.7110651171,0.9074874403000001
kinase:T4_24h_F:1,0.8787163081,1.0651529731
kinase:T4_24h_F:2,0.4551773197,1.0720112469
kinase:T4_24h_F:3,0.1600792356,1.0535656379
kinase:T4_24h_H:1,0.049124694100000005,0.5268678524
kinase:T4_24h_H:2,0.128941169,0.5966557693
kinase:T4_24h_H:3,0.0530390546,0.44040705690000004
kinase:T4_24h_I:1,-0.6546191874,-0.13438021220000002
kinase:T4_24h_I:2,-0.4452861658,-0.0372621662
kinase:T4_48h_F:1,0.4319420798,0.76356262
kinase:T4_48h_F:2,0.136078575,0.7847363636
kinase:T4_48h_F:3,0.0886201098,0.6039360308
kinase:T4_48h_I:1,0.1567556812,-0.3035742415
kinase:T4_48h_I:2,0.1847392354,-0.4089887601
kinase:T4_48h_I:3,0.032600008,-0.4775200671
kinase:WT_T10_48h:1,-0.2147040667,1.0168855358
kinase:WT_T10_48h:2,0.9746392651,-0.0247969426
kinase:WT_T10_48h:3,1.0653250013,-0.1290317729
kinase:WT_T10_48h:4,-0.4740426653,0.9350517278
kinase:WT_T10_48h:5,-0.6818587404,0.8477313365
kinase:WT_T4_48h:1,-0.5691645722,0.11198373260000001
kinase:WT_T4_48h:2,-0.199943965,-0.1342986301
kinase:WT_T4_48h:3,-0.1491707714,-0.1200807832
levofloxacin:control:1,0.0709811851,-0.32649241630000003
levofloxacin:control:2,-0.050750499000000004,0.3804013117
levofloxacin:control:3,-0.0202306861,-0.053908895400000004
levofloxacin:treated:1,0.4021161586,1.1744148691
levofloxacin:treated:2,0.7751348726,1.5477166913
levofloxacin:treated:3,0.8785385658,1.5710139904
linez:0_days_4:1,1.8711398127,-0.7776580119000001
linez:0_days_4:2,1.5770781091,-0.8391080101
linez:0_days_4:3,2.0902409059,-0.7067179809
linez:0_days_4:4,1.596652779,-0.6238876379
linez:0_days_control:1,-0.2258519646,-0.081801998
linez:0_days_control:2,0.1984642892,0.020106919600000002
linez:0_days_control:3,-0.0065390928,0.0801276962
linez:0_days_control:4,0.0339267682,-0.0184326179
linez:1_days_4:1,-0.554215298,-0.6904965457000001
linez:1_days_4:2,-0.3465826251,-0.4676941674
linez:1_days_4:3,-0.5593479142000001,-0.5507614373
linez:1_days_4:4,-0.7576897922,-0.6045242246
linez:1_days_control:1,-0.2144698556,-0.4879404995
linez:1_days_control:2,-0.2476698317,-0.3909564827
linez:1_days_control:3,-0.015782508100000002,-0.4005509631
lipid:dextrose_exp:1,-0.040141087900000004,0.0300343887
lipid:dextrose_exp:2,0.040141087900000004,-0.0300343887
lipid:dextrose_hypo:1,0.48007292570000004,-0.9119550202000001
lipid:dextrose_hypo:2,0.0145608147,-1.3160718029
lipid:dextrose_stat:1,1.1076394599,-2.4977334372
lipid:dextrose_stat:2,0.9902396632,-2.831258825
lipid:lipid_exp:1,-0.12317517300000001,-2.2775640223
lipid:lipid_exp:2,-0.8639691103,-2.5505537897
lipid:lipid_stat:1,-0.22987798880000002,-2.0753851335
lipid:lipid_stat:2,-1.041387945,-2.4818225297
mcr11:mcr11_mutant:1,-0.1227405597,-0.0887476207
mcr11:mcr11_mutant:2,-0.0739016918,0.014177661400000001
mcr11:mcr11_mutant:3,-0.0739852659,-0.0016404042
mcr11:wt:1,-0.1726254136,0.0093991642
mcr11:wt:2,-0.1754419109,-0.1141858461
mcr11:wt:3,0.3480673245,0.1047866819
miceAV_macro:24h_control:1,-0.1976095339,0.0079491751
miceAV_macro:24h_control:2,-0.2341956422,-0.1255638808
miceAV_macro:24h_control:3,0.4318051761,0.1176147057
miceBMDM:inf02:1,4.4902196638,-0.8028412232000001
miceBMDM:inf02:2,3.3951092158,-0.684725973
miceBMDM:inf02:3,4.5915351885,-0.7770588350000001
miceBMDM:inf24:1,0.6958505251,-0.6301604746
miceBMDM:inf24:2,-0.2442093303,-0.5918372406
miceBMDM:inf24:3,-0.18853956,-0.7921874491
miceBMDM:inf08:1,2.6441783784,-1.1555993803
miceBMDM:inf08:2,3.1649141796,-0.9730414082000001
miceBMDM:inf08:3,3.072827429,-1.0663236891
miceBMDM:no_inf02:1,0.07217837690000001,-0.0530593238
miceBMDM:no_inf02:2,0.016961363400000002,0.0828853821
miceBMDM:no_inf02:3,-0.0891397403,-0.0298260582
miceBMDM:no_inf24:1,0.5743363751,0.025716729900000002
miceBMDM:no_inf24:2,1.2468706587,0.2689490855
miceBMDM:no_inf24:3,0.6119113885,0.1593011739
miceBMDM:no_inf08:1,0.8480471351000001,0.22472153
miceBMDM:no_inf08:2,1.4984975531,0.12550295320000002
miceBMDM:no_inf08:3,1.1567161333,0.2018570723
miceNF:control:1,-0.1638320931,-0.0231287786
miceNF:control:2,0.1638320931,0.0231287786
miceNF:invivo:1,16.8797059451,0.3501936941
miceNF:invivo:2,17.2476028613,0.22178067610000002
miceNF:invivo:3,16.4616073229,0.1679221951
mihF:mihF_mutant_atc:1,-0.6842726518000001,0.6447235848
mihF:mihF_mutant_atc:2,0.1191976025,0.38792851510000004
mihF:mihF_mutant_no_atc:1,1.0483563964,-0.9930916343
mihF:mihF_mutant_no_atc:2,0.6962791660000001,-0.20372249250000002
mihF:wt_atc:1,0.08566706760000001,-0.0783603551
mihF:wt_atc:2,1.7301280345999999,-0.8315392652
mihF:wt_no_atc:1,1.2486537328,-0.2232157051
mihF:wt_no_atc:2,-1.2486537328,0.2232157051
mmpl3:mutant_no_ATC:1,0.0327394457,0.10874119880000001
mmpl3:mutant_no_ATC:2,-0.0327394457,-0.10874119880000001
mmpl3:mutant_with_ATC:1,0.8402317241,0.0292544712
mmpl3:mutant_with_ATC:2,-0.053830472500000004,-0.21101423530000002
mrsI:ko_iron_atc:1,0.3847915123,-0.1998275266
mrsI:ko_iron_atc:2,1.1399524347,0.17478112510000002
mrsI:ko_iron_no_atc:1,-0.7572531251,0.6688181974
mrsI:ko_iron_no_atc:2,-1.6192837779,0.07189224500000001
mrsI:ko_ox_atc:1,-2.1117045521,-0.060953962900000005
mrsI:ko_ox_atc:2,-1.4283749895,0.41692581980000004
mrsI:ko_ox_no_atc:1,2.4185770876,-0.4877050469
mrsI:ko_ox_no_atc:2,3.8513176398,-0.8078695724
mrsI:ko_sds_atc:1,3.8992809762,-0.7487326814
