,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,5.524292341500001,0.19730343876195,2.0,23.0,5.663806941,26.0,5.384777742000001,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,9.7101145205,0.6161125322104162,2.0,27.0,9.274457171,28.0,10.14577187,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,5.632793661000001,1.5044284375478965,2.0,32.0,6.696585211,33.0,4.5690021110000005,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,-7.645574895999999,0.2969415066953032,2.0,34.0,-7.435605542999999,38.0,-7.8555442489999985,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,-11.613718935000001,0.20796837042523525,2.0,35.0,-11.76077478,39.0,-11.46666309,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,-12.027987025,0.5731697047508261,2.0,36.0,-12.43327921,40.0,-11.62269484,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,-11.74057425,0.41458009992222294,2.0,37.0,-12.03372665,41.0,-11.44742185,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,-4.972152181,0.25635908864544904,2.0,42.0,-5.1534254310000005,45.0,-4.790878931,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,-2.7955580145,0.5685443248407194,2.0,43.0,-3.197579562,46.0,-2.393536467,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,-4.520230732,0.24126144952779452,2.0,44.0,-4.690828338999999,47.0,-4.349633125,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,-4.679705891999999,0.6232389954746258,2.0,48.0,-4.239009372,52.0,-5.120402412,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,-5.0464530695,1.2512683911973106,2.0,49.0,-4.161672705,53.0,-5.931233434,,
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,-1.1347497085,1.3962034289125869,2.0,50.0,-2.122014621,54.0,-0.147484796,,
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,1.5155640875,1.113802133502978,2.0,51.0,0.727987046,55.0,2.303141129,,
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,-3.0805960105,0.3323633399550137,2.0,56.0,-3.315612382,57.0,-2.845579639,,
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,-2.4047409195,0.2513027879633927,2.0,58.0,-2.582438825,59.0,-2.227043014,,
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,-5.933742112,0.21968311170674276,2.0,60.0,-5.778402694,61.0,-6.08908153,,
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,-6.1205409715,0.2669028024074485,2.0,62.0,-6.309269753,63.0,-5.93181219,,
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,19.510623000000002,0.4449431095428822,2.0,64.0,19.19600071,65.0,19.82524529,,
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,20.841511920000002,1.2497678193908592,2.0,66.0,21.72523122,67.0,19.95779262,,
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,14.99736895,2.271920709492079,2.0,68.0,13.39087841,69.0,16.60385949,,
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,16.4067146,1.0657631210033385,2.0,70.0,15.65310627,71.0,17.16032293,,
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,-5.6816326235000005,0.34914173229356754,2.0,72.0,-5.92851311,73.0,-5.434752137,,
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,-0.721161427,0.6563383669171201,2.0,74.0,-0.257060117,75.0,-1.185262737,,
38,ICA-Set002__USA300 LAC CA-MHB Control,-3.3418816175000003,3.025502575311324,2.0,76.0,-5.481235005,77.0,-1.20252823,,
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,-4.6250867325,0.16704448273257103,2.0,78.0,-4.506968446,79.0,-4.743205019,,
40,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLguanine,-13.15002099,0.42460042526560254,2.0,80.0,-12.84978315,81.0,-13.45025883,,
41,ICA-Set002__USA300 SNFM1 CA-MHB Control,1.304313766,1.4079175599609421,2.0,82.0,0.308765712,83.0,2.29986182,,
42,ICA-Set002__USA300 SNFM1 RPMI+10%LB Control,-7.0786862075000005,0.18726641155639856,2.0,84.0,-7.211103557,85.0,-6.946268858,,
43,ICA-Set002__USA300 SNFR19 CA-MHB Control,-2.313295509,0.20035837835166195,2.0,86.0,-2.454970277,87.0,-2.171620741,,
44,ICA-Set002__USA300 SNFR19 RPMI+10%LB Control,-4.886868623,0.27267773712543836,2.0,88.0,-5.0796809000000005,89.0,-4.694056346,,
45,ICA-Set002__USA300 TCH1516 CA-MHB Control,0.0,2.36215358053446,2.0,90.0,-1.670294815,91.0,1.670294815,,
46,ICA-Set002__USA300 TCH1516 RPMI+10%LB Control,-16.648910415,0.5308124246385624,2.0,92.0,-16.27356935,93.0,-17.02425148,,
47,ICA-Set002__USA300 LAC R10LBnoGlu 1gLmaltose,-18.83733991,0.6833544138682515,2.0,94.0,-19.32054445,96.0,-18.35413537,,
48,ICA-Set002__USA300 LAC CAMHB 0.0195ug/mLMupirocin,4.3903219685,0.5063592416681122,2.0,95.0,4.032271915,97.0,4.748372022,,
49,ICA-Set003__USA300 TCH1516 CA-MHB 250nMParaquat,-5.9223450815,1.8316364316669056,2.0,98.0,-7.217507622999999,99.0,-4.62718254,,
50,ICA-Set003__USA300 TCH1516 CA-MHB 2gLGalactose,-4.3694797439999995,0.5680662930794729,2.0,100.0,-4.771163272,101.0,-3.967796216,,
51,ICA-Set003__USA300 TCH1516 CA-MHB 2gLPyruvate,1.7824618735,0.6181068788034911,2.0,102.0,1.345394308,103.0,2.219529439,,
52,ICA-Set003__USA300 TCH1516 CA-MHB Control,-7.347697933,1.3472006086569868,2.0,104.0,-8.300312619,105.0,-6.3950832470000005,,
53,ICA-Set003__USA300 TCH1516 CA-MHB StationaryPhase,12.98559745,2.024724791349854,2.0,106.0,14.41729408,107.0,11.55390082,,
