,A,metJ
araC:WT_LB:2.0,-0.8506332076,0.015790175400000002
araC:delta_araC_LB:2.0,1.335971948,0.41306626820000003
csgD:WT_planktonic_TP1:1.0,-4.984821233e-17,0.0
csgD:del_csgD_planktonic_TP2:1.0,6.9805273898,0.7043873865
csgD:WT_aggregate_TP2:1.0,2.7721342578,-0.7128697913
csgD:del_csgD_planktonic_TP1:1.0,-1.9249600259,0.1904757048
csgD:WT_planktonic_TP3:1.0,0.014258031800000001,-0.2343004348
csgD:del_csgD_planktonic_TP3:1.0,8.5040541605,0.4343501649
csgD:WT_planktonic_TP2:1.0,8.0320717085,0.3025024271
csgD:WT_aggregate_TP3:1.0,3.9979055197,-0.7603984665
csgD:PcsgD_planktonic_lux_TP1:1.0,-0.36418308,-0.11155219400000001
csgD:PcsgD_planktonic_lux_TP4:1.0,1.2968816976,-0.23383594700000002
csgD:PcsgD_aggregate_lux_TP3:1.0,1.7026187231,-0.8454356592000001
csgD:PcsgD_planktonic_lux_TP2:1.0,6.9856495548,0.18195749290000002
csgD:PcsgD_planktonic_lux_TP3:1.0,-1.4048826923,-0.516458811
csgD:del_csgD_planktonic_TP4:1.0,5.4098368791,-0.4644870558
csgD:WT_aggregate_TP4:1.0,5.9066886631,-1.0722094097000001
csgD:PcsgD_aggregate_lux_TP4:1.0,7.2652005424,-0.180717975
csgD:PcsgD_aggregate_lux_TP2:1.0,1.7610814921,-0.5078758847
csrA:10min_LB_csrA:1.0,-5.3376876717,-2.6199335120000002
csrA:10min_LB_WT:1.0,-6.8700243329,-2.5114644307000002
csrA:2.5min_LB_csrA:1.0,-4.2482059435,-1.2989661656
csrA:5min_mLPM_WT:1.0,6.8513883643,-2.565588655
csrA:15min_mLPM_csrA:1.0,3.382994222,-2.0396077822
csrA:5min_LB_WT:1.0,-7.6853248403,-2.3831065841
csrA:2.5min_LB_WT:1.0,-4.5100997663,-0.9284837003
csrA:0min_LB_WT:1.0,-0.0831751274,-0.0845412504
csrA:15min_LB_WT:1.0,-4.0693081754,-2.8455235899
csrA:0min_mLPM_WT:1.0,13.4556007617,-0.0448041883
csrA:15min_LB_csrA:1.0,-3.9614753297,-2.134735415
csrA:15min_mLPM_WT:1.0,9.1449107403,-2.0690081165
csrA:15min_LB_csrA:2.0,-3.1822640953,-2.4825914408
csrA:0min_mLPM_WT:2.0,14.5773407325,-0.2040821955
csrA:0min_LB_csrA:1.0,1.2288122099,0.02910253
csrA:15min_LB_WT:2.0,-4.5395513112,-2.3129699988
csrA:15min_mLPM_WT:2.0,5.8890906834,-2.1352611344
csrA:5min_LB_WT:2.0,-7.4078327486,-2.1505315733
csrA:5min_mLPM_WT:2.0,4.6800612359,-2.9364111691
csrA:2.5min_LB_WT:2.0,-4.8583206852,-1.0287621369
csrA:5min_mLPM_csrA:1.0,3.7162578126,-2.2628710393
csrA:0min_LB_csrA:2.0,1.8037994773000001,0.11624174100000001
csrA:15min_mLPM_csrA:2.0,3.5345658455,-2.1726705903
csrA:5min_mLPM_csrA:2.0,3.7806407839,-2.8444951694
csrA:10min_LB_WT:2.0,-6.3327444895,-2.467111907
csrA:0min_LB_WT:2.0,0.0831751274,0.0845412504
csrA:5min_LB_csrA:1.0,-6.4286731762,-1.8307438898
csrA:10min_mLPM_csrA:1.0,3.6936142482000003,-2.5421184616
csrA:10min_mLPM_csrA:2.0,3.7216893939,-3.1991959521
csrA:5min_LB_csrA:2.0,-5.8630867967,-1.8764463438
csrA:2.5min_LB_csrA:2.0,-4.4740245026,-1.2263282812
csrA:10min_LB_csrA:2.0,-4.8276520663,-2.4050623478
flagellum:ΔSTM14_1829 :1.0,0.734476051,-0.4151673524
flagellum:ΔSTM14_1829 :2.0,0.1308063682,-0.8002056125
flagellum:WT:1.0,0.1446151968,-0.2934877227
flagellum:WT:2.0,-0.5422608082,0.3535467946
flagellum:ΔSTM14_1829 :3.0,-0.27261260670000004,-0.5728197208
flagellum:WT:3.0,0.3976456114,-0.060059071900000004
fliA:del_rpoF:1.0,0.5014278345000001,0.44230758870000003
fliA:WT:1.0,0.0518051541,-0.1972474414
fliA:del_rpoF:2.0,0.8579038527,0.6166088684000001
fliA:WT:2.0,-0.0518051541,0.1972474414
mgtC:empty_pUH21:1.0,-0.224322072,0.026221376100000002
mgtC:pUH_mgtC:1.0,0.1831266658,0.19916237820000002
mgtC:empty_pUH21:2.0,0.224322072,-0.026221376100000002
mgtC:pUH_mgtC:2.0,0.47723742830000004,0.30538500560000004
mgtCBR:empty_pBAD18:1.0,-0.2824181391,0.0209796291
mgtCBR:mgtC_pBAD113:1.0,-0.4858884531,-0.5687572817000001
mgtCBR:empty_pBAD18:2.0,0.2824181391,-0.0209796291
mgtCBR:mgtC_pBAD113:2.0,-0.46415439210000004,-0.2984862937
novobiocin:100_Novobiocin_60min:1.0,-5.8437773859,0.5874239921000001
novobiocin:500_Novobiocin_60min:1.0,-6.2128861367,0.5249869129
novobiocin:0_Novobiocin_60min:1.0,-3.2082078114,-1.2360895838000001
novobiocin:0_Novobiocin_0min:1.0,-0.21720820370000002,0.1368878106
novobiocin:100_Novobiocin_60min:2.0,-6.2759676604,0.4048861322
novobiocin:0_Novobiocin_10min:1.0,-2.640543203,0.26064323
novobiocin:500_Novobiocin_20min:1.0,-5.0058120413,0.6875426495
novobiocin:0_Novobiocin_20min:1.0,-2.2223818996,0.4886578324
novobiocin:0_Novobiocin_60min:2.0,-3.2612198836,-0.9394686547000001
novobiocin:0_Novobiocin_10min:2.0,-2.9680172914,0.1086398845
novobiocin:500_Novobiocin_60min:2.0,-6.2646922581,0.5854344663000001
