,BSU__misc_RNA_49
Etha_3,13.1866
SMM_1,13.4526
SMM_2,13.8712
SMM_3,13.7063
Salt_1,13.2947
Salt_2,13.0176
Salt_3,12.8061
Mt0_1,14.1408
Mt0_3,14.3064
M0t45_1,13.7637
M0t45_2,14.054
M0t45_3,14.1494
M0t90_1,11.7204
M0t90_2,13.5963
M0t90_3,13.2134
M40t45_1,13.3717
M40t45_2,13.5511
M40t45_3,14.3859
M40t90_1,12.4366
M40t90_2,13.5457
M40t90_3,13.6543
dia0_1,14.5096
dia0_2,14.3725
dia0_3,14.2274
dia5_1,14.317
dia5_2,14.3438
dia5_3,14.414
dia15_1,14.836
dia15_2,14.7916
dia15_3,14.1767
Diami_1,14.0405
Diami_2,14.0988
Diami_3,13.9286
Paraq_1,14.0314
Paraq_2,14.685
Paraq_3,12.6111
H2O2_1,13.5313
H2O2_2,14.4721
H2O2_3,14.024
Oxctl_1,13.6078
Oxctl_2,13.5303
Oxctl_3,14.2261
GM-0.1_1,13.5918
GM-0.2_1,13.3164
GM+5_1,13.343
GM+15_1,13.9141
GM+25_1,14.0834
GM+45_1,14.2867
GM+60_1,14.1563
GM+90_1,13.9298
GM+120_1,12.9315
GM+150_1,13.5488
GM-0.1_2,13.7599
GM-0.2_2,14.3556
GM+5_2,13.824
GM+10_2,13.8604
GM+15_2,14.1024
GM+25_2,14.1966
GM+45_2,13.0884
GM+60_2,13.1564
GM+90_2,13.8297
GM+150_2,12.9756
GM-0.1_3,13.8153
GM-0.2_3,13.7414
GM+5_3,13.934
GM+10_3,12.9505
GM+15_3,14.0387
GM+25_3,13.4206
GM+45_3,12.8076
GM+60_3,12.8194
GM+90_3,13.625
GM+120_3,13.097
GM+150_3,13.6665
MG-0.1_1,13.8468
MG+5_1,14.1023
MG+10_1,14.3411
MG+15_1,13.4844
MG+25_1,14.0394
MG+45_1,14.3592
MG+120_1,13.0623
MG+150_1,13.3962
MG-0.1_2,13.0884
MG-0.2_2,13.8684
MG+5_2,13.8827
MG+10_2,14.1222
MG+15_2,14.7612
MG+25_2,13.7624
MG+45_2,13.3629
MG+60_2,13.774000000000001
MG+90_2,13.2087
MG+120_2,13.6373
MG-0.1_3,14.6023
MG-0.2_3,14.2814
MG+5_3,13.3139
MG+10_3,13.0515
MG+15_3,14.4156
MG+25_3,14.1075
MG+45_3,14.4383
MG+60_3,13.7079
MG+90_3,14.2835
MG+120_3,13.3732
MG+150_3,14.2235
