,A,QscR
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,3.3518060152,1.255396657
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,0.7101644893,-0.513429562
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,-0.2237457264,-0.464703295
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,3.1331568093,1.021953986
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-0.8263953601,-0.09315622500000001
HapZ_SagS_mutant:delHapZp:1,-0.5999610388000001,0.322830153
HapZ_SagS_mutant:delHapZp:2,-1.5021228626,0.179280614
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,1.8056776631,0.110946653
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,-0.9792823030000001,-0.017790428
HapZ_SagS_mutants:delHApZ:1,-1.4328877652,-0.894203477
HapZ_SagS_mutants:delHApZ:2,-1.7568082986,-0.48022912500000003
HapZ_SagS_mutants:delHApZ:3,-0.47583321630000003,-0.670715224
HapZ_SagS_mutants:delSagS:1,-0.6448934985,-0.196722201
HapZ_SagS_mutants:delSagS:2,-0.8128201187,-0.5383125630000001
HapZ_SagS_mutants:delSagS:3,1.5158524688,0.9663626230000001
HapZ_SagS_mutants:delHapZp:3,-1.9496663247,-0.020436579
Lung_infection_transcriptome:PA01_LS1:1,-3.2824381434,-0.7372608770000001
Lung_infection_transcriptome:PA01_LS1:2,-4.4862401888,-0.961103628
Lung_infection_transcriptome:PA01_CS1:1,0.671224064,0.32916884700000004
Lung_infection_transcriptome:PA01_CS1:2,-0.671224064,-0.32916884700000004
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,0.2249549257,-0.455662553
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,-0.2249549257,0.455662553
Metabolic_fitness_plasmid:PAO1_pAKD1:1,-7.1168559315,-0.48397096700000003
Metabolic_fitness_plasmid:PAO1_pAKD1:2,-4.5697640905,0.50523443
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,-7.2739168671,0.190311809
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,-6.146745897,1.178298748
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,-4.6040655466,-0.47086995800000003
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,-7.4357463827,-0.20536425600000002
Metabolic_fitness_plasmid:PAO1_pBS228:1,-4.5348972489,-0.034473626
Metabolic_fitness_plasmid:PAO1_pBS228:2,-4.3973165552,-0.834968939
Metabolic_fitness_plasmid:PAO1_RmS149:1,-5.2843082643,0.133633982
Metabolic_fitness_plasmid:PAO1_RmS149:2,-5.7540871809,0.702086693
Mucin_glycans:ABTGC:1,-2.5932504993,-0.244444555
Mucin_glycans:ABTGC:2,-2.3590981096,-0.42018736700000003
Mucin_glycans:ABTGC:3,-0.3346065308,-0.22923435800000003
Mucin_glycans:ABTGC:4,3.6167322052,0.589977812
Mucin_glycans:ABTGC:5,1.6702229345,0.303888468
Mucin_glycans:MUC5B:1,8.7306664121,1.150533271
Mucin_glycans:MUC5B:2,7.810455409,1.08582189
Mucin_glycans:Glycans:1,1.4050624178,0.6478326360000001
Mucin_glycans:Glycans:2,1.1619021966,-0.047818933
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,5.1906360869,1.4660873300000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,5.3852858798,1.024160802
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,4.9375815335,1.25669451
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-3.0410630949,-0.568340839
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-5.0520899267,-0.6362936960000001
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-3.7053491519,-0.39084618200000004
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,3.6900686561000002,0.750752073
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,4.9791566153,0.7768672240000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,4.2211992564,0.514839324
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-3.832994736,-0.6805167980000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-4.647261962,-0.755664333
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-4.4101678297,-0.606277489
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.17534369430000002,-0.08313505800000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.17534369430000002,0.08313505800000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,1.0842087244,0.582687992
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,1.0820346728,0.419785458
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,0.7479772145,0.022893286000000002
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,1.9210680856,0.10511594
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,-0.27040947660000003,-0.28172188800000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,0.116247945,-0.52763563
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,0.48424459680000004,-0.597917965
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,-0.2542512939,-0.253338027
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-0.8078000809,0.122250543
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,0.087320011,0.085809969
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,0.5655121291,-0.096304415
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,0.1549679408,-0.11175609700000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,-12.2387649587,-1.897336472
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,-12.0379199226,-1.992008448
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-0.7540603206000001,0.08499803
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,0.1440975833,0.048563148
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.6099627373000001,-0.133561178
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,0.33845731160000003,-0.477297307
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,-1.1294001469000001,-0.638838467
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,1.3067801293999999,-0.458071781
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,2.6166238541,0.6363705
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,0.7720189005,0.8891390530000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,0.31686465750000004,-0.032794054
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,-0.2979407227,0.259790774
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,2.9849353954,2.961308195
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,3.1710371471,2.956694483
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,-0.5775455476,-0.12146470200000001
Rosmarinic_acid:PAO1-100UMRA:1,1.7708801997,0.31220248500000003
Rosmarinic_acid:PAO1-100UMRA:2,1.7240010251,0.272739034
Rosmarinic_acid:PAO1_DMSO_Control:1,-0.9671709182,-0.258851487
Rosmarinic_acid:PAO1_DMSO_Control:2,0.46367174590000004,0.105969534
Rosmarinic_acid:PAO1_DMSO_Control:3,0.5034991723,0.15288195300000001
Testosterone_treatment:Testosterone_Control:1,1.8579461226,-0.032954386
Testosterone_treatment:Testosterone_Control:2,-1.8579461226,0.032954386
Testosterone_treatment:Testosterone_2.5:1,0.23668780320000002,-0.335818282
Testosterone_treatment:Testosterone_2.5:2,-2.3286215056,-0.24638621600000002
Tf_toxin_expression:PAO1_WT:1,-0.2996643915,0.024959995000000002
Tf_toxin_expression:PAO1_WT:2,0.2996643915,-0.024959995000000002
Tf_toxin_expression:PAO1_derfA:1,-1.0119778122,0.042139273000000005
Tf_toxin_expression:PAO1_derfA:2,-0.5459338114,-0.210866565
Zinc_treatment:PA_Zn:1,0.4729706187,-0.041994394000000004
Zinc_treatment:PA_Zn:2,0.4016802304,0.426954339
Zinc_treatment:PA_Zn:3,1.8291540116,-0.155969581
Zinc_treatment:PA_Zn_wt:1,0.0356560539,-0.319333592
Zinc_treatment:PA_Zn_wt:2,-0.0356560539,0.319333592
Paeru_PRECISE:CAMHB_wt:1,4.0244836585,-0.139887862
Paeru_PRECISE:CAMHB_wt:2,2.1657594165,0.046197742
Paeru_PRECISE:CAMHB_wt:3,4.2020753103,0.299995871
Paeru_PRECISE:CAMHB_wt:4,3.8147612139,0.132654578
Paeru_PRECISE:M9glucAA_Pqt10:1,1.2382815608,0.5059790670000001
Paeru_PRECISE:M9glucAA_Pqt10:2,2.5136238009,0.28719316300000003
Paeru_PRECISE:M9glucAA_Pqt:1,4.275194821,0.406099402
Paeru_PRECISE:M9glucAA_Pqt:2,4.2230260993,0.197969829
Paeru_PRECISE:M9glucAA_wo_Pqt:1,4.4717660668,0.32678216200000004
Paeru_PRECISE:M9glucAA_wo_Pqt:2,4.3437202024,0.21753471100000002
Paeru_PRECISE:M9glucAA_NaCl:1,-9.5239733607,-1.793535024
Paeru_PRECISE:M9glucAA_NaCl:2,-6.2273608383,-1.123448913
Paeru_PRECISE:M9glucAA_NaCl:3,-5.9772500188,-0.9213172470000001
Paeru_PRECISE:CAMHB_wt:5,2.0816319852,0.345216289
Paeru_PRECISE:CAMHB_wt:6,2.4086004849,0.324276049
Paeru_PRECISE:LB_wt:1,-6.018371151,-2.858912503
Paeru_PRECISE:LB_wt:2,-4.9799712984,-2.311965039
Paeru_PRECISE:M9glucAA_wt:1,0.0508458319,-0.40569951
Paeru_PRECISE:M9glucAA_wt:2,-0.0508458319,0.40569951
Paeru_PRECISE:M9glucAA_lowpH:1,0.2170977655,0.24640209500000002
Paeru_PRECISE:M9glucAA_lowpH:2,0.6075810227,0.13645673800000002
Paeru_PRECISE:M9glucAA_DPD:1,2.7061428745000002,1.354056422
Paeru_PRECISE:M9glucAA_DPD:2,3.6257170438,1.556632346
Paeru_PRECISE:M9sucAA_wt:1,-7.3537583932,-1.800203249
Paeru_PRECISE:M9sucAA_wt:2,-8.1649198272,-1.951973591
Paeru_PRECISE:M9glucAA_NaCl:4,-6.9634830039,-1.381471684
Paeru_PRECISE:M9glucAA_NaCl:5,-6.5908406988,-1.130262541
Paeru_PRECISE:M9sucAA_wt:3,-7.5185005781,-1.2260197640000001
Paeru_PRECISE:M9sucAA_wt:4,-7.0540694503,-1.1437612750000001
Paeru_PRECISE:R10LB_wt:1,1.2717824486,-0.474395082
Paeru_PRECISE:M9glucAA_NaCl:6,-5.9415267233,-0.9385680420000001
Paeru_PRECISE:M9glucAA_NaCl:7,-6.7256489888,-1.03832647
Paeru_PRECISE:M9fructAA_wt:1,2.761002666,0.551381746
Paeru_PRECISE:M9fructAA_wt:2,1.8977535748,0.5305717010000001
Paeru_PRECISE:M9GlcNAcAA_wt:1,3.9188741954,0.7412523120000001
Paeru_PRECISE:M9GlcNAcAA_wt:2,3.6090704698,0.974239952
Paeru_PRECISE:M9pyruvAA_wt:1,-2.0586434544,-0.608033571
Paeru_PRECISE:M9pyruvAA_wt:2,-0.4089690548,-0.137616822
Paeru_PRECISE:M9fructAA_wt:3,-0.3746131754,0.409311248
Paeru_PRECISE:M9fructAA_wt:4,-1.5170005695,0.106609565
Paeru_PRECISE:M9GlcNAcAA_wt:3,-1.7766749632,-0.5420576060000001
Paeru_PRECISE:M9GlcNAcAA_wt:4,-3.4452157657,-0.79372812
Paeru_PRECISE:M9glycAA_wt:1,-3.8300111904,-0.5575785600000001
Paeru_PRECISE:M9glycAA_wt:2,-2.8309698990000003,-0.479723671
Paeru_PRECISE:M9pyruvAA_wt:3,-4.950218819,-1.260767362
Paeru_PRECISE:CAMHB_wt:7,3.6237912711,0.312852036
Paeru_PRECISE:CAMHB_wt:8,3.6133595821,0.7279303380000001
Paeru_PRECISE:R10LB_wt:2,1.1138894694,-0.003454262
Paeru_PRECISE:R10LB_wt:3,1.0282809848,-0.463666134
Paeru_PRECISE:R10LB_wt:4,1.9876561723,0.189895372
Paeru_PRECISE:R10LB_wt:5,1.8535727151999999,0.515070158
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,0.1647062052,-0.258344059
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,-1.3546912366,-0.068073121
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,-1.4467938588,-0.5531935760000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,-1.3943960549,-0.434853796
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,1.0153900028,-0.555153943
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,0.59328112,-0.13899226
Paeru_PRECISE:M9sucAA_wt:5,1.6899469894,0.6016650450000001
Paeru_PRECISE:M9sucAA_wt:6,3.0057784823,0.351426249
Paeru_PRECISE:R10LB_wt:6,1.9601897438,0.637967991
Paeru_PRECISE:R10LB_wt:7,1.3654277899,0.285931317
Paeru_PRECISE:LB_wt:3,-4.6338217236,-1.421507684
Paeru_PRECISE:LB_wt:4,-5.528580776,-1.008912582
Paeru_PRECISE:R10LB_NaCl:1,-2.6365058236000003,-0.6937064810000001
Paeru_PRECISE:R10LB_NaCl:2,-3.1247625816,-0.6107713680000001
Paeru_PRECISE:M9glucAA_PAO1_wt:1,-0.8524021146,1.034251219
Paeru_PRECISE:M9glucAA_Zn:1,7.9783610416,3.503867465
Paeru_PRECISE:M9glucAA_Cu:1,-4.096409846,-1.61971586
Paeru_PRECISE:M9glucAA_NaOCl:1,-3.7160053778,0.247996444
Paeru_PRECISE:M9GlcNAcAA_8:1,-4.5905845884000005,0.581254724
Paeru_PRECISE:M9GlcNAcAA_8:2,-7.1877052934,-0.155829294
Paeru_PRECISE:M9GlcNAcAA_4:1,-4.1860288483,-0.456774334
Paeru_PRECISE:M9GlcNAcAA_4:2,-4.9601571738,-0.11012686000000001
Paeru_PRECISE:M9GlcNAcAA_2:1,-3.0244615631,-0.782234247
Paeru_PRECISE:M9GlcNAcAA_2:2,-5.7861304979,-1.741852233
Paeru_PRECISE:M9GlcNAcAA_1:1,-3.5746350772,-0.875226115
Paeru_PRECISE:M9GlcNAcAA_1:2,-5.9118822389000005,-0.160332154
Paeru_PRECISE:M9glucAA_NaOCl:2,-3.5121337539,0.524151875
Paeru_PRECISE:M9glucAA_Cu:2,-2.5339006203,0.588420971
Paeru_PRECISE:M9glucAA_Fe:1,-3.4571982465,0.087348009
Paeru_PRECISE:M9glucAA_Fe:2,-1.0243151269,1.280530785
Paeru_PRECISE:M9glucAA_Zn:2,-2.7611076404,1.474123832
Paeru_PRECISE:M9glucAA_PAO1_wt:2,-3.4096149108000002,1.5158762590000001
Paeru_PRECISE:CAMHB_Mec:1,4.0166529546,0.521555096
Paeru_PRECISE:CAMHB_Mec:2,3.9261633875,0.572480701
Paeru_PRECISE:CAMHB_Azt:1,1.6127150442,0.6270574910000001
Paeru_PRECISE:CAMHB_Azt:2,2.078230247,0.8953253430000001
Paeru_PRECISE:CAMHB_Pip:1,9.5650344982,0.267012495
Paeru_PRECISE:CAMHB_Pip:2,9.8533682357,-0.221454015
Paeru_PRECISE:CAMHB_Ceft:1,8.7435907366,0.76419139
Paeru_PRECISE:CAMHB_Ceft:2,11.7304166733,1.215046242
Paeru_PRECISE:CAMHB_Ceft:3,8.4206258646,0.14169204800000001
Paeru_PRECISE:CAMHB_Ceft:4,10.664372723,0.9548994220000001
Paeru_PRECISE:M9glucAA_Ceft:1,3.5979286706,-0.484139664
Paeru_PRECISE:M9glucAA_Ceft:2,4.5988666014,0.07837114
Paeru_PRECISE:M9glucAA_Gent:1,0.154962451,1.527514507
Paeru_PRECISE:M9glucAA_Gent:2,-0.2943520347,1.5764945140000002
Paeru_PRECISE:M9glucAA_Pip:1,-0.8606035584,1.620096856
Paeru_PRECISE:M9glucAA_Pip:2,0.0501850172,1.58270891
Paeru_PRECISE:M9glucAA_Azt:1,-1.510117694,0.18466754
Paeru_PRECISE:M9glucAA_Azt:2,-1.3679040674,0.528896237
Paeru_PRECISE:CAMHB_Mero:1,5.740156655,0.7698402430000001
Paeru_PRECISE:CAMHB_Mero:2,5.5561556721,0.14452709800000002
Paeru_PRECISE:CAMHB_Tet:1,2.1423728685,2.373326188
Paeru_PRECISE:CAMHB_Tet:2,3.0681629367,2.078174314
Paeru_PRECISE:R10LB_Gent:1,-0.2900214407,-0.25082618500000003
Paeru_PRECISE:R10LB_Ceft:1,2.3538936064,-1.128841159
Paeru_PRECISE:R10LB_Ceft:2,2.5161676769,-0.9048896390000001
Paeru_PRECISE:CAMHB_Biofilm:1,0.9418323646000001,1.632443716
Paeru_PRECISE:CAMHB_Biofilm:2,0.7386587425000001,1.615301089
Paeru_PRECISE:M9glucAA_Biofilm:1,-0.6310742603,0.867066714
Paeru_PRECISE:M9glucAA_Biofilm:2,0.5468706032,0.47322426900000003
Paeru_PRECISE:R10LB_Gent:2,0.541002832,-0.062493676000000005
Paeru_PRECISE:R10LB_Pip:1,3.6163009041,-0.626097839
Paeru_PRECISE:R10LB_Pip:2,4.2713511874,0.027369634
Paeru_PRECISE:R10LB_Mec:1,1.2232878976000001,0.40570366700000005
Paeru_PRECISE:R10LB_Mec:2,1.0453721005,0.45226450900000004
Paeru_PRECISE:CAMHB_Azt:3,0.6678934406,0.5342435
Paeru_PRECISE:CAMHB_Azt:4,1.705879505,0.014448873000000001
Paeru_PRECISE:CAMHB_Biofilm:3,1.5537801375,2.544650685
Paeru_PRECISE:CAMHB_Biofilm:4,-1.6037543038000002,1.941394736
Paeru_PRECISE:M9glucAA_Biofilm:3,1.9173804422,1.773966589
Paeru_PRECISE:M9glucAA_Biofilm:4,-1.6143423201,1.254522324
Paeru_PRECISE:R10LB_Mero:1,5.2959678457,0.11408934800000001
Paeru_PRECISE:R10LB_Mero:2,4.9978158584,0.0075394120000000005
Paeru_PRECISE:LB_Cam:1,2.8065814402,0.7189881130000001
Paeru_PRECISE:LB_Cam:2,2.6869123911,1.1926608
Paeru_PRECISE:CAMHB_Ceft:5,8.3360552473,0.306516832
Paeru_PRECISE:CAMHB_Cip:1,5.0213658135,-0.39258299500000005
Paeru_PRECISE:CAMHB_Cip:2,5.5938042585000005,-0.40152907600000004
ampC_mutation:PA_Cef_taz_wt:1,-0.7779249884,-0.160871031
ampC_mutation:PA_mutS_Cef_taz:1,6.5577238248,-0.5305229410000001
ampC_mutation:PA_mutS:1,1.1921900579,-0.259262914
ampC_mutation:PA_mutS:2,3.0592456942,2.256329826
ampC_mutation:PA_mutS:3,-1.5352299244,-0.179912286
ampC_mutation:PA_Cef_taz_wt:2,0.7779249884,0.160871031
ampC_mutation:PA_mutS_Cef_taz:2,2.4056664771,-0.181451212
ampC_mutation:PA_mutS:4,2.0324922667,-0.053809839000000005
ampC_mutation:PA_mutS:5,3.1517648904,2.091320459
ampC_mutation:PA_mutS:6,-1.7499990004,-0.9849388020000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,-0.24642227460000002,-0.705681436
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,-2.1046565086,-0.500549174
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,-0.8922233602,-2.468930004
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,-1.3045077024,-0.11740254
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,1.5243295861,-0.430321339
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,2.0501708949,-0.01181398
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,0.0404560504,0.403490587
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,-0.0404560504,-0.403490587
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,2.1412081623,3.149577378
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,1.7497497415,2.813006836
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,-2.2994166923,1.195892403
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,-1.3477323901,0.38865587300000004
cysB_mutant:PAO1HH_wt:1,-1.0130017071,-0.640782222
cysB_mutant:PAO1HH_wt:2,1.0130017071,0.640782222
cysB_mutant:cysBHH:1,1.5474743038,-0.080746947
cysB_mutant:cysBHH:2,1.1849350184,0.395110526
cysB_mutant:cysBHH:3,0.8141298472,0.218049495
ersA_knockout:delersA:1,-0.6636436567,0.856721677
ersA_knockout:delersA:2,-1.3208955056,0.078845946
ersA_knockout:wt_BHI:1,0.26218152100000003,-0.200130217
ersA_knockout:wt_BHI:2,-0.26218152100000003,0.200130217
gcsR_mutant:PAO1_rep_wt:1,-0.0842492791,-0.081581516
gcsR_mutant:PAO1_rep_wt:2,0.0842492791,0.081581516
gcsR_mutant:GcsR_rep:1,0.5108323122,-0.170130779
gcsR_mutant:GcsR_rep:2,1.6748926981,-0.2100282
mexZ_knockout:del_mexZ:1,0.6740407806000001,-0.42388221400000003
mexZ_knockout:del_mexZ:2,-0.0845585346,-0.559379418
mexZ_knockout:del_mexZ:3,-0.0765819724,-0.35509187000000003
mexZ_knockout:wt_LB:1,2.7962057797,1.526448826
mexZ_knockout:wt_LB:2,-0.4234533223,-0.603364408
