,A,SigM
M9stat_1,9.5161270694,-2.293100000000001
M9stat_2,16.0437960009,-2.4703000000000017
M9stat_3,15.2954929384,-2.8054000000000006
M+G_1,-1.6974726565,-0.5486000000000004
M+G_2,-2.4605004285,-0.2835000000000001
M+G_3,-3.1164669657,-0.472900000000001
Glu_1,-4.3030452117,0.10609999999999964
Glu_2,-3.2544868734,0.07149999999999856
Glu_3,-4.0226483875,0.29309999999999903
Fru_1,-0.0562696873,0.06969999999999921
Fru_2,-4.3980356517,-0.26860000000000106
Fru_3,-4.295522508,-0.4461000000000013
Mal_1,-4.0828608808,-1.508700000000001
Mal_2,-2.9474661401,-0.8078000000000003
Mal_3,-4.0438346805,-0.7015000000000011
G+S_2,-0.49341858260000004,-0.8101000000000003
G+S_3,-4.5657378468,-0.5380000000000003
Pyr_1,-3.3951521538,-1.2431000000000019
Pyr_2,-3.5701532473,-0.8468000000000018
Pyr_3,-3.3082194411,-1.0961000000000016
Gly_1,-2.0181366318,-1.3748000000000005
Gly_2,-3.5332173414,-1.005700000000001
Gly_3,-0.7166065168,-2.119200000000001
Glucon_1,-4.2340220673,-1.0706000000000007
Glucon_2,-4.216731586,-0.5840000000000014
Glucon_3,-2.7142133532,-1.376900000000001
aero_1,5.698196485,1.2072999999999983
aero_2,2.5840871532,-0.23870000000000147
aero_3,0.126248409,0.22699999999999854
nit_1,-1.0507914719,-0.6378000000000004
nit_2,0.2581201267,-0.42490000000000094
nit_3,1.4755572992000001,0.06879999999999953
ferm_1,5.1147169912,-0.5016000000000016
ferm_2,12.7710128672,1.2948999999999984
ferm_3,8.1555887126,0.6634999999999991
T-5.40H_1,0.0050815573,0.6310999999999982
T-4.40H_1,2.4951343523,0.6304999999999996
T-3.40H_1,6.2946794115,0.6755999999999993
T-2.40H_1,7.1130583952,0.28719999999999857
T-1.40H_1,13.6792122155,1.0818999999999992
T-1.10H_1,16.3997787379,1.3206999999999987
T-0.40H_1,20.0428924196,1.7971999999999984
T0.0H_1,16.0727327527,1.1715999999999998
T0.30H_1,23.051327399,-0.08250000000000135
T1.0H_1,17.5190593002,-0.48180000000000156
T1.30H_1,15.498518560800001,-1.2429000000000006
T2.0H_1,11.3569501863,-1.5884000000000018
T2.30H_1,11.2368565189,-0.8094000000000001
T3.0H_1,8.575867735,-1.1411000000000016
T3.30H_1,7.4006041767,-0.9685000000000006
T4.0H_1,7.3621671766,-0.8329000000000004
T5.0H_1,6.8682730648,-1.2604000000000006
HPh_1,-6.1343841442,0.27009999999999934
HPh_2,-6.891776717,0.04899999999999949
HPh_3,-5.9433539887,0.37189999999999834
LPh_1,-4.6317974999,0.333499999999999
LPh_2,-6.5474532,0.6282999999999994
LPh_3,-7.1334591485,0.19399999999999906
LPhT_1,7.1966924491,-0.7054000000000009
LPhT_2,5.1557644346,-0.8565000000000005
LPhT_3,5.4345138574,-0.7984000000000009
SMMPr_1,5.8459572834,0.020299999999998875
SMMPr_2,6.2423326141,0.24509999999999899
SMMPr_3,6.557257385,0.4913999999999987
HiTm_1,9.0432279067,-0.7657000000000007
HiTm_2,14.963508167,0.6706999999999983
HiTm_3,13.9337220208,0.6553999999999984
LoTm_1,0.46526564610000004,0.5726999999999993
LoTm_2,0.6321029338,0.2994999999999983
LoTm_3,-0.3011125616,0.14179999999999993
HiOs_1,-1.4719095857,-0.4505000000000017
HiOs_2,-1.6386381664,-0.6076000000000015
HiOs_3,-1.2753798847,-0.48050000000000104
BMM_1,-3.8295480954,0.21909999999999918
BMM_2,-3.5848626432,0.027399999999998315
BMM_3,-1.0637441756000001,0.3821999999999992
Heat_1,17.9050532834,1.8603999999999985
Heat_2,19.1481890155,1.5963999999999992
Heat_3,19.124859045,1.6431999999999984
Cold_1,5.6799201921,1.845699999999999
Cold_2,6.695277245,1.3399999999999999
Cold_3,5.3465018287,0.8563999999999989
Etha_1,16.6111476814,0.14529999999999887
Etha_2,16.9240282909,0.12399999999999878
Etha_3,18.2724357016,0.3631999999999991
SMM_1,2.5436852483,0.27119999999999855
SMM_2,2.3371086742,0.2538999999999998
SMM_3,0.8127324539,0.24849999999999994
Salt_1,17.8268026483,1.4015999999999984
Salt_2,18.5006651769,1.3482999999999983
Salt_3,18.9103991404,1.5412999999999997
Mt0_1,10.9222489624,0.6307999999999989
Mt0_3,6.8740713382,0.46059999999999945
M0t45_1,-4.7628605525,-1.0922000000000018
M0t45_2,5.2866876769,0.12869999999999848
M0t45_3,-1.0507291719,-0.4483000000000015
M0t90_1,-3.2776552052,-2.484300000000001
M0t90_2,-1.322056624,-1.5210000000000008
M0t90_3,-2.2475918954,-2.093700000000002
M40t45_1,-4.5556096765,-1.444700000000001
M40t45_2,-10.9216906489,-1.8260000000000005
M40t45_3,-0.4611397816,-0.23400000000000176
M40t90_1,-4.937761742,-2.680600000000002
M40t90_2,-1.732939515,-1.7279000000000018
M40t90_3,-4.0052287508,-1.9877000000000002
dia0_1,4.7862349539,-0.045700000000000074
dia0_2,6.1779570147,0.40449999999999875
dia0_3,4.8479801943,0.5028999999999986
dia5_1,-3.9674200141,-1.0833000000000013
dia5_2,-2.4552348585,-0.35350000000000037
dia5_3,-3.0515156889,-0.279300000000001
dia15_1,5.4684534739,1.029
dia15_2,3.5842320799,1.0099999999999998
dia15_3,0.1983694018,-0.04610000000000092
Diami_1,0.7983488149,-0.26750000000000185
Diami_2,1.9191678705,0.47309999999999874
Diami_3,1.4211741584,0.47669999999999924
Paraq_1,10.1615382114,0.8477999999999994
Paraq_2,10.7602141938,1.3893999999999984
Paraq_3,9.175535233,-0.19920000000000115
H2O2_1,12.0152407815,1.213099999999999
H2O2_2,12.8113810593,1.5958999999999985
H2O2_3,13.4958182115,1.4846999999999984
Oxctl_1,6.2469098924,0.08549999999999969
Oxctl_2,5.6117190367,0.14449999999999896
Oxctl_3,7.8043621529,0.7938999999999989
GM-0.1_1,-2.9262477198,-0.5290000000000017
GM-0.2_1,-3.8547080167,-0.5987000000000009
GM+5_1,-1.553024866,-0.44090000000000096
GM+15_1,-2.1810465286,-0.0683000000000007
GM+25_1,-1.4336070582,0.4023999999999983
GM+45_1,-2.9028168396,0.014499999999998181
GM+60_1,-3.2866379052,-0.09780000000000122
GM+90_1,-3.7062574203,-0.1435000000000013
GM+120_1,-5.1987794243,-1.0687000000000015
GM+150_1,-2.1748897697,-0.3579000000000008
GM-0.1_2,-1.4604448728000001,0.12379999999999924
GM-0.2_2,-1.1698121612,0.36079999999999934
GM+5_2,0.1405073252,-0.09920000000000151
GM+10_2,-1.0414603059,-0.1369000000000007
GM+15_2,-1.3261063101000001,-0.11890000000000178
GM+25_2,0.3432746928,0.2737999999999996
GM+45_2,-1.3159019019,-1.0737000000000005
GM+60_2,-2.633576046,-1.078100000000001
GM+90_2,-4.7593475166,-0.013400000000000745
GM+150_2,-0.6308364127,-1.5286000000000008
GM-0.1_3,-2.2489977063,-0.05220000000000091
GM-0.2_3,-2.8075186928,-0.2176000000000009
GM+5_3,-2.1105048631,-0.1902000000000008
GM+10_3,-2.9504996914,-1.4478000000000009
GM+15_3,-2.8428234717,-0.4624000000000006
GM+25_3,-2.8116501199,-0.6249000000000002
GM+45_3,-3.1974685984,-1.0078000000000014
GM+60_3,-2.3883630474,-0.9547000000000008
GM+90_3,-2.3926628770000002,-0.27910000000000146
GM+120_3,-3.3557686837,-0.16110000000000113
GM+150_3,-1.0211406526,-0.03280000000000172
MG-0.1_1,-0.6604016348,-0.20480000000000054
MG+5_1,0.058132159100000004,-0.18950000000000067
MG+10_1,1.0434589327,0.39479999999999826
MG+15_1,1.3870345956,-0.4419000000000004
MG+25_1,1.1360428096,0.10089999999999932
MG+45_1,-0.5497238004,-0.5138000000000016
MG+120_1,-4.9248827059,-1.325000000000001
MG+150_1,-4.1896474528,-0.43510000000000026
MG-0.1_2,-0.4884446162,-1.1233000000000004
MG-0.2_2,-0.2223654327,-0.45420000000000016
MG+5_2,0.6567964698000001,-0.2895000000000003
MG+10_2,1.6373531973,-0.05850000000000044
MG+15_2,2.0021201194,0.8406999999999982
MG+25_2,1.5186408812,-0.3009000000000004
MG+45_2,-0.6654563935000001,-0.793800000000001
MG+60_2,-0.3742139112,-0.41630000000000145
MG+90_2,-1.9384175274,-0.8999000000000006
MG+120_2,-4.5822306708,-0.3827000000000016
MG-0.1_3,2.4109802716,0.47829999999999906
MG-0.2_3,1.8931431522,0.005599999999999383
MG+5_3,3.014407581,-0.08560000000000123
MG+10_3,0.9956823830000001,-0.7735000000000003
MG+15_3,3.8822182826000002,0.36859999999999893
MG+25_3,4.0117248392,0.3573999999999984
MG+45_3,2.5468760513,0.5313999999999997
MG+60_3,1.6523833318,-0.07450000000000045
MG+90_3,0.3487630466,-0.01180000000000092
MG+120_3,-3.2411999067,-0.7402000000000015
MG+150_3,-5.5441552254,-0.6334000000000017
