k,name,regulator_readable,function,category,n_genes,exp_var,precision,recall,category_num
35,Spo0A – Sporulation 1,[Spo0A]  or  [DnaA],"Initiation of sporulation through sigma factor, transcription factor, and regulatory protein expression, as well as septum formation and chromosome anchoring",Sporulation,15,0.0,0.8,0.0517241379,48
36,AbrB – Transition State,AbrB,"Various transition state roles: spore killing, antibiotic resistance, toxin production, metabolism, protein modification, and unknown proteins.",Lifestyles,48,0.0052880019669786504,0.8333333333,0.10666666670000001,44
37,Noise – Diamide 15,,Likely accounting for noise in the diamide after 15 minutes and LBG exponential conditions,Uncharacterized,5,0.0,,,79
38,GlpP – Glycerol,GlpP,Glycerol uptake and utilization,Carbon,10,0.0004893945905357633,1.0,1.0,2
39,MtrB – Tryptophan,MtrB,Biosynthesis of tryptophan,Amino Acids,5,0.0008436846416010058,1.0,0.5555555556,13
40,NadR / BirA – NAD and Biotin,[NadR]  or  [BirA],"Biosynthesis of NAD and biotin, plus safA & coxA sporulation proteins and repression of manganese uptake",Multi-Purpose,22,0.0,0.6818181818,0.7142857143,61
41,S-Box – Methionine,S-box,Methionine salvage and biosynthesis,Amino Acids,25,0.0,0.84,0.525,14
42,Noise – Carbon Source Transition 1,,Likely accounting for noise in the carbon source transition experiments,Uncharacterized,22,0.0,,,76
43,Uncharacterized 2,,"Contains cold shock, sporulation onset, toxin, amino acid homeostasis, translataional, other proteins, many RNAs",Uncharacterized,40,0.0,,,67
44,Rex – Overflow Metabolism,Rex,Overflow metabolism (LDH) and cytochrome BD oxidation  for respiration in anaerobic conditions,Oxygen Limitation,10,0.0,0.9,0.5294117647000001,32
45,Zur – Zinc Limitation,Zur,"Zinc uptake, zinc metallochaperones, alternatives to zinc-containing proteins",Elements,12,0.0,1.0,0.9230769231,26
46,SigB-2 – General Stress 2,SigB,Likely accounting for microarray saturation in the ethanol condition of I-modulon SigB 1 by negatively weighting highly expressed ethanol genes,Stress,50,0.0007150042631395293,0.6000000000000001,0.0952380952,38
47,SigM – Membrane Stress,SigM,"General stress proteins, alarmones, lipid carriers and flippases, DNA repair, inhibition of septation. Contains many UTRs and some unknown proteins.",Stress,22,0.0012489395991666097,0.9545454545000001,0.16279069770000001,35
48,SigE – Sporulation 2,SigE,"Spore maturation through core dehydration, nutrient transport and utilization, septum degradation, inner cortex synthesis, and regulator activation",Sporulation,155,0.0,0.6387096774000001,0.3278145695,49
49,LexA – DNA Repair,LexA,SOS response for DNA protection and repair,Stress,27,0.0,0.7777777778,0.2727272727,33
50,PyrR – Pyrimidines,PyrR,Synthesis of pyrimidines,Other Organics,11,0.0,1.0,0.7857142857,19
51,ComK – Competence,ComK,"DNA transport, pseudopilus, recombination machinery, and regulatory proteins for competence",Lifestyles,49,0.002911804467273793,0.612244898,0.40540540540000003,47
52,His – Histidine Synthesis,YlxR,Synthesis of histidine,Amino Acids,8,0.00018960048787253214,1.0,0.18604651160000002,11
53,ComA – Surfactants,[ComA  and  CcpA  and  TnrA]  or  [Abh  and  SigA  and  ComA  and  Spx  and  PhoP  and  CodY  and  PerR],"Activated during transition to stationary phase (quorum sensing), production of surfactant and exoenzymes to improve nutrient delivery in the biofilm, ComS for activation of competence ",Lifestyles,7,0.0034473942260296875,1.0,1.0,42
54,DegU – Toxins and Colony Establishment,DegU,"Response to arrested flagellar motor. Secretion of yukE, a homolog of virulence factor EsxA. Production of antitoxins and putative toxin y-genes. Production of hydrophobic biofilm layer and lipoproteins for motility. Many unknown proteins.",Lifestyles,40,0.0,0.325,0.1226415094,43
55,Noise – LBGexp_1,,Likely accounting for noise in the first sample of LBG_exp. Top few RNAs are 5' UTRs of glucose metabolism genes,Uncharacterized,48,0.0,,,78
56,AhrC – Arginine,AhrC  and  YlxR,Uptake and biosynthesis of arginine,Amino Acids,15,0.0,0.6666666667000001,1.0,12
57,Fur – Iron Limitation,Fur,"Production and transport of siderophores for iron chelation, replacement of ferredoxins in the ETC with flavodoxins, RNA chaperones for iron-limited conditions, heme degradation",Elements,55,0.0,0.8909090909,0.5975609756,23
58,PurR – Purines,PurR,"Synthesis of purine, xanthine and guanine uptake and conversion into purines",Other Organics,20,0.0,1.0,0.6666666667000001,20
59,FruR – Fructose,FruR,Fructose uptake and utilization,Carbon,4,0.0004818758057584249,1.0,1.0,3
60,RocR / PutR – Arginine and Proline Utilization,[SigL  and  AhrC  and  RocR]  or  [Spo0A  and  SigA  and  CodY  and  PutR],"Utilization of arginine, ornithine, citrulline and proline as carbon and energy sources",Amino Acids,13,0.0005407959373782134,0.9230769231,0.8,18
61,FrlR – Amino Sugars,FrlR,Amino sugar uptake and metabolism,Carbon,7,0.0,1.0,1.0,5
62,Noise – S144,,"Likely accounting for noisey RNA S144, an independent transcript",Uncharacterized,1,0.0004314633101122345,,,72
63,Noise – Carbon Source Transition 2,,Likely accounting for noise in carbon source transition and gluconnate experiments,Uncharacterized,30,0.0,,,77
64,Spβ-2 – SP-β Prophage 2,CsoR  and  SigA  and  SigK  and  SigE,"Temperature-responsive SP-beta prophage. Prophage, unknown, and putative metabolic genes. Response to mitomycin.",Mobile Genes,149,0.0,0.0939597315,0.9333333333,57
65,Xpf – PBSX Prophage,Xpf,Prophage element that induces production of bacteriocin and cell lysis in response to DNA-damaging agents,Mobile Genes,33,0.000999701410958842,0.8787878788,1.0,55
66,SigG – Sporulation 4,SigG,"Calcium and nutrient delivery to the spore, endospore cortex maturation, lipoproteins, forespore-specific metabolic proteins, many unknown sporulation proteins, stress resistance, proteins required for germination",Sporulation,153,0.0,0.6209150327,0.5248618785,51
67,CymR / NsrR – Sulfur and Nitrate Respiration,[SigA  and  CymR]  or  [ResD  and  SigA  and  NsrR],Import and utilization of sulfonate and cystine for cysteine production. Nitrite reduction,Multi-Purpose,22,0.0,0.9090909091,0.3389830508,64
68,SigE / G – Sporulation 3,[SigE]  or  [SigG],"Spore coat production, transcription factor and regulator expression, spore DNA protection, spore stress resistance",Sporulation,68,0.006078006037067429,0.7941176471,0.1139240506,50
69,CymR – Sulfur,CymR,"Sulfur metabolism in response to oxidative stress. Utilization and detoxification of S-(2-succino)cysteine, methionine-cysteine conversion, siroheme biosynthesis",Elements,45,0.00018938606481866405,0.7555555556,0.693877551,28
70,Thi-Box – Thiamine,Thi-box,Synthesis and uptake of thiamine,Other Organics,15,0.0,1.0,0.8333333333,21
71,"TnrA + CodY – Leucine, Methionine, and Threonine",[TnrA  and  CodY  and  ThrR]  or  [TnrA  and  CodY  and  T-box  and  CcpA  and  SigA],"Synthesis and salvage of leucine, methionine, threonine",Amino Acids,26,0.0,0.4230769231,1.0,15
72,LevR – Levan and Fructose,LevR,"Fuctose uptake and phosphorylation, degradation of the exopolysaccharide levan into fructose",Carbon,6,0.0008368231973997498,1.0,1.0,4
73,TnrA / PucR – Nitrogen Limitation,[SigA  and  TnrA]  or  [SigA  and  PucR],"Ammonium uptake, utilization of nitrate and xanthine. Suggests nitrate limitation in the BT condition",Multi-Purpose,10,0.00015396421537805516,0.9,0.1698113208,63
74,PhoP-2 – Phosphate Limitation 2,PhoP  and  SigA,"Degradation of wall teichoic acid to salvage phosphate, synthesis of teichuronic acid to replace wall, high-affinity phosphate uptake.",Elements,22,0.0,0.9545454545000001,0.30000000000000004,25
75,HutP – Histidine Utilization,HutP,Histidine uptake and utilization,Amino Acids,6,0.0006595588933649976,1.0,0.8571428571,17
76,Empty 2,,Contains no genes,Uncharacterized,0,0.0010744840110218368,,,81
77,PhoP-1 – Phosphate Limitation 1,PhoP  and  SigA,"High-affinity phosphate uptake, teichuronic acid production pseudogene.",Elements,11,0.00025663498728911716,0.7272727273,0.11428571430000001,24
78,Empty 3,,Contains no genes,Uncharacterized,0,0.0,,,82
79,Alb – Antilisterial Bacteriocin,Rok  and  ResD  and  AbrB  and  SigA,"Produces and exports subtilosin, which kills anaerobic listeria bacteria",Lifestyles,12,0.0015089555098422025,0.6666666667000001,0.8,45
80,LicR – Lichenan,LicR,"Uptake, phosphorylation, and utilization of lechenin, a glucan found in soil",Carbon,9,0.0001783038551422811,0.4444444444,0.8,8
81,"MtlR / AnsR – Mannitol, Asparagine, and Aspartate",[MtlR]  or  [AnsR  and  SigA],"Uptake and utilization of mannitol, degradation of asparagine and aspartate",Multi-Purpose,11,0.0009129758850781045,0.7272727273,0.8,62
82,CcpA-1 – Low Glucose 1,CcpA  and  SigA,"Uptake and utilization of alternative carbon sources: ribose, sucrose, salicin, beta-glucosides, lichenan,  glucomannon, trehalose, G3P, etc. High expression in exponential phase on LB media",Carbon,39,0.0,0.7948717949,0.1265306122,9
