,A,FpvR
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,-0.008381307400000001,0.018533624000000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,-0.8498375753,0.350504083
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,-1.2119424337,0.395217931
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-0.0725943794,0.027980214000000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,-0.3438204294,-0.061844093
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.4164148087,0.033863879
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,-1.8579921546,-0.43864673600000004
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,-2.3331108597,-0.66224553
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,-0.6919454218000001,-0.361981013
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,-1.8543226282,-1.1865339
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,1.6397967944,0.362791421
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,1.0900651472,0.322912955
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,1.4612410728,0.41518789
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,1.627899363,0.11076712100000001
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,2.4124934957,-0.001613173
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,2.7184382375,0.030175685
Rosmarinic_acid:PAO1-100UMRA:1,0.1785523876,0.057172974
Rosmarinic_acid:PAO1-100UMRA:2,-0.7762303908,0.12052660600000001
Rosmarinic_acid:PAO1_DMSO_Control:1,-0.34192156560000003,-0.159784005
Rosmarinic_acid:PAO1_DMSO_Control:2,-0.156586682,0.016704222
Rosmarinic_acid:PAO1_DMSO_Control:3,0.4985082476,0.14307978300000002
Testosterone_treatment:Testosterone_Control:1,0.3794170208,-0.33675015
Testosterone_treatment:Testosterone_Control:2,-0.3794170208,0.33675015
Testosterone_treatment:Testosterone_2.5:1,0.7646545076,-0.24106782200000001
Testosterone_treatment:Testosterone_2.5:2,0.8896692810000001,0.6938376770000001
Tf_toxin_expression:PAO1_WT:1,-0.2240490476,0.074958812
Tf_toxin_expression:PAO1_WT:2,0.2240490476,-0.074958812
Tf_toxin_expression:PAO1_derfA:1,-0.5908046235000001,0.287018945
Tf_toxin_expression:PAO1_derfA:2,-0.5676584908,0.16196149999999998
Zinc_treatment:PA_Zn:1,5.498892279,-0.493584509
Zinc_treatment:PA_Zn:2,5.5609468506,-0.483174382
Zinc_treatment:PA_Zn:3,5.1649692835,-0.502591586
Zinc_treatment:PA_Zn_wt:1,-0.0904212663,-0.001805029
Zinc_treatment:PA_Zn_wt:2,0.0904212663,0.001805029
Paeru_PRECISE:CAMHB_wt:1,2.6603895334,-0.16849097500000002
Paeru_PRECISE:CAMHB_wt:2,3.9855852917,0.17274519300000002
Paeru_PRECISE:CAMHB_wt:3,3.6613122323000002,-0.056364664
Paeru_PRECISE:CAMHB_wt:4,5.7772529932,0.205618817
Paeru_PRECISE:M9glucAA_Pqt10:1,1.9782628024000002,0.38301792100000004
Paeru_PRECISE:M9glucAA_Pqt10:2,-0.9030330012000001,-0.060834824
Paeru_PRECISE:M9glucAA_Pqt:1,-2.4385507066,0.11847979400000001
Paeru_PRECISE:M9glucAA_Pqt:2,-1.4656786464,0.0008023290000000001
Paeru_PRECISE:M9glucAA_wo_Pqt:1,-1.6379548443,0.194648598
Paeru_PRECISE:M9glucAA_wo_Pqt:2,0.8535236169,0.14662271200000002
Paeru_PRECISE:M9glucAA_NaCl:1,9.849235245300001,0.530693642
Paeru_PRECISE:M9glucAA_NaCl:2,6.9736330131,0.880796094
Paeru_PRECISE:M9glucAA_NaCl:3,8.969421903,0.419191986
Paeru_PRECISE:CAMHB_wt:5,7.6484861833,0.19995304200000003
Paeru_PRECISE:CAMHB_wt:6,7.9960178476,0.09377102100000001
Paeru_PRECISE:LB_wt:1,10.0603415848,-0.19427675100000003
Paeru_PRECISE:LB_wt:2,7.9262375277,-0.112424011
Paeru_PRECISE:M9glucAA_wt:1,0.070763953,-0.071002748
Paeru_PRECISE:M9glucAA_wt:2,-0.070763953,0.071002748
Paeru_PRECISE:M9glucAA_lowpH:1,2.8639623778,0.5958525100000001
Paeru_PRECISE:M9glucAA_lowpH:2,1.0097073207,0.694437552
Paeru_PRECISE:M9glucAA_DPD:1,8.4137637295,0.675981622
Paeru_PRECISE:M9glucAA_DPD:2,8.5661006607,0.8114246070000001
Paeru_PRECISE:M9sucAA_wt:1,10.2248974393,0.334291573
Paeru_PRECISE:M9sucAA_wt:2,12.0787448635,0.329796219
Paeru_PRECISE:M9glucAA_NaCl:4,10.2566948232,0.500330746
Paeru_PRECISE:M9glucAA_NaCl:5,7.4607038955,0.883845344
Paeru_PRECISE:M9sucAA_wt:3,8.9373947255,0.28122811600000003
Paeru_PRECISE:M9sucAA_wt:4,6.3636316894,0.379439964
Paeru_PRECISE:R10LB_wt:1,11.8382335287,0.7967466040000001
Paeru_PRECISE:M9glucAA_NaCl:6,9.4138945962,0.279605413
Paeru_PRECISE:M9glucAA_NaCl:7,9.2374517894,0.121788983
Paeru_PRECISE:M9fructAA_wt:1,0.6397619784,-0.0015193090000000002
Paeru_PRECISE:M9fructAA_wt:2,0.8807741840000001,0.046709099000000004
Paeru_PRECISE:M9GlcNAcAA_wt:1,-0.8722794335,-0.219415048
Paeru_PRECISE:M9GlcNAcAA_wt:2,-1.1462607786,0.010059593
Paeru_PRECISE:M9pyruvAA_wt:1,0.1946477393,0.550335886
Paeru_PRECISE:M9pyruvAA_wt:2,0.4928715442,0.289999544
Paeru_PRECISE:M9fructAA_wt:3,-2.1529201229,-0.5987541550000001
Paeru_PRECISE:M9fructAA_wt:4,-2.3936425462,-0.222584212
Paeru_PRECISE:M9GlcNAcAA_wt:3,0.0884197256,-0.256960899
Paeru_PRECISE:M9GlcNAcAA_wt:4,0.0144964359,-0.092025621
Paeru_PRECISE:M9glycAA_wt:1,-0.8122443883,0.057779611
Paeru_PRECISE:M9glycAA_wt:2,-0.7179288467,-0.091496456
Paeru_PRECISE:M9pyruvAA_wt:3,-0.17490491730000002,-0.137902241
Paeru_PRECISE:CAMHB_wt:7,5.3635653577,-0.012143435000000001
Paeru_PRECISE:CAMHB_wt:8,5.3802362858,0.06938819
Paeru_PRECISE:R10LB_wt:2,14.3202003443,1.135335593
Paeru_PRECISE:R10LB_wt:3,14.6238502272,1.276743556
Paeru_PRECISE:R10LB_wt:4,13.6997223585,1.114925369
Paeru_PRECISE:R10LB_wt:5,11.8543398836,1.0449844
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,0.4194784434,-0.288774227
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,0.9221527693,0.153235741
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,1.6258451335,-0.33137235200000004
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,2.9049506455,-0.041283095000000006
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,4.2621347387,0.02532436
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,3.9236668453,0.321154347
Paeru_PRECISE:M9sucAA_wt:5,-0.9498959759000001,0.539394928
Paeru_PRECISE:M9sucAA_wt:6,-1.0408634241999999,0.280262291
Paeru_PRECISE:R10LB_wt:6,13.719032623,1.011915609
Paeru_PRECISE:R10LB_wt:7,13.1103921042,0.9920763480000001
Paeru_PRECISE:LB_wt:3,8.5482394673,-0.21690379999999998
Paeru_PRECISE:LB_wt:4,9.1302329697,-0.715926968
Paeru_PRECISE:R10LB_NaCl:1,6.9599264746,0.9379277540000001
Paeru_PRECISE:R10LB_NaCl:2,9.9736970395,0.8485197120000001
Paeru_PRECISE:M9glucAA_PAO1_wt:1,11.6857701284,0.98063616
Paeru_PRECISE:M9glucAA_Zn:1,9.7940719116,3.526450517
Paeru_PRECISE:M9glucAA_Cu:1,1.4448409314,0.734875319
Paeru_PRECISE:M9glucAA_NaOCl:1,10.3283572869,0.6431603650000001
Paeru_PRECISE:M9GlcNAcAA_8:1,12.8024341209,0.126211406
Paeru_PRECISE:M9GlcNAcAA_8:2,14.0229066014,0.52362188
Paeru_PRECISE:M9GlcNAcAA_4:1,12.066735429,0.586494128
Paeru_PRECISE:M9GlcNAcAA_4:2,14.3724837302,0.459072674
Paeru_PRECISE:M9GlcNAcAA_2:1,8.4714963114,0.8150589460000001
Paeru_PRECISE:M9GlcNAcAA_2:2,12.202553119,-0.27557734100000003
Paeru_PRECISE:M9GlcNAcAA_1:1,9.2851517561,0.600216981
Paeru_PRECISE:M9GlcNAcAA_1:2,10.6303551291,0.07668710100000001
Paeru_PRECISE:M9glucAA_NaOCl:2,9.5248250319,0.07422210600000001
Paeru_PRECISE:M9glucAA_Cu:2,-0.8111801776,0.7881610910000001
Paeru_PRECISE:M9glucAA_Fe:1,7.393049765,0.381238734
Paeru_PRECISE:M9glucAA_Fe:2,4.63521003,0.452612938
Paeru_PRECISE:M9glucAA_Zn:2,10.6314981746,1.025402203
Paeru_PRECISE:M9glucAA_PAO1_wt:2,9.1907097625,1.050731794
Paeru_PRECISE:CAMHB_Mec:1,5.1502088104,0.43267328600000005
Paeru_PRECISE:CAMHB_Mec:2,5.3931531794,0.5509865620000001
Paeru_PRECISE:CAMHB_Azt:1,4.5890989665,-0.843287008
Paeru_PRECISE:CAMHB_Azt:2,5.2349062269,-0.8703417910000001
Paeru_PRECISE:CAMHB_Pip:1,10.3417387006,-0.013216127000000001
Paeru_PRECISE:CAMHB_Pip:2,7.5789267075,0.29236362200000005
Paeru_PRECISE:CAMHB_Ceft:1,8.8420019924,0.11458125400000001
Paeru_PRECISE:CAMHB_Ceft:2,13.5502936968,0.278512988
Paeru_PRECISE:CAMHB_Ceft:3,8.494940307,-0.14925754300000002
Paeru_PRECISE:CAMHB_Ceft:4,11.7148063894,0.024709642
Paeru_PRECISE:M9glucAA_Ceft:1,0.6159837564,0.06927989500000001
Paeru_PRECISE:M9glucAA_Ceft:2,-0.2943869542,0.013547876
Paeru_PRECISE:M9glucAA_Gent:1,-1.8974783778000002,0.35785735300000004
Paeru_PRECISE:M9glucAA_Gent:2,-2.4326057095999998,0.6735317310000001
Paeru_PRECISE:M9glucAA_Pip:1,-1.6762424466999999,0.43882952700000005
Paeru_PRECISE:M9glucAA_Pip:2,1.6159868903999999,0.8593985780000001
Paeru_PRECISE:M9glucAA_Azt:1,0.5743726194000001,-0.609173048
Paeru_PRECISE:M9glucAA_Azt:2,1.0638932568,-0.7075269160000001
Paeru_PRECISE:CAMHB_Mero:1,12.0538659662,0.435188999
Paeru_PRECISE:CAMHB_Mero:2,9.1104609542,0.282217924
Paeru_PRECISE:CAMHB_Tet:1,7.329234834,0.00818589
Paeru_PRECISE:CAMHB_Tet:2,7.377542874,-0.24468059500000003
Paeru_PRECISE:R10LB_Gent:1,14.3227223095,1.276479916
Paeru_PRECISE:R10LB_Ceft:1,15.7008766637,1.315476142
Paeru_PRECISE:R10LB_Ceft:2,15.8051075429,1.2487555399999999
Paeru_PRECISE:CAMHB_Biofilm:1,17.9120542571,0.7079337880000001
Paeru_PRECISE:CAMHB_Biofilm:2,16.3222308595,0.5409956260000001
Paeru_PRECISE:M9glucAA_Biofilm:1,10.3484846385,0.489369508
Paeru_PRECISE:M9glucAA_Biofilm:2,9.1229647213,0.288910895
Paeru_PRECISE:R10LB_Gent:2,13.1983751623,1.142359125
Paeru_PRECISE:R10LB_Pip:1,15.169101159,1.1426253
Paeru_PRECISE:R10LB_Pip:2,13.2189247064,0.7496046890000001
Paeru_PRECISE:R10LB_Mec:1,13.1821314444,1.231373817
Paeru_PRECISE:R10LB_Mec:2,13.1574882111,1.070237061
Paeru_PRECISE:CAMHB_Azt:3,14.0363882135,1.134613849
Paeru_PRECISE:CAMHB_Azt:4,13.9936927108,1.14131879
Paeru_PRECISE:CAMHB_Biofilm:3,12.2744125095,0.324061829
Paeru_PRECISE:CAMHB_Biofilm:4,15.0683009942,0.527754536
Paeru_PRECISE:M9glucAA_Biofilm:3,8.7297442948,0.6789434320000001
Paeru_PRECISE:M9glucAA_Biofilm:4,10.9605269427,0.662865138
Paeru_PRECISE:R10LB_Mero:1,13.0355392969,0.48993826500000004
Paeru_PRECISE:R10LB_Mero:2,13.1843270046,0.33817213900000004
Paeru_PRECISE:LB_Cam:1,4.7242222808,0.422887124
Paeru_PRECISE:LB_Cam:2,5.1958613899,0.37045909800000004
Paeru_PRECISE:CAMHB_Ceft:5,9.5642809838,0.45003296800000003
Paeru_PRECISE:CAMHB_Cip:1,7.3185794262,0.25272071300000004
Paeru_PRECISE:CAMHB_Cip:2,5.622562819,0.352094852
ampC_mutation:PA_Cef_taz_wt:1,0.3655964572,0.180143872
ampC_mutation:PA_mutS_Cef_taz:1,8.5184805899,0.019538801
ampC_mutation:PA_mutS:1,1.1404863186,0.22684890700000002
ampC_mutation:PA_mutS:2,7.2643582861,-0.115665239
ampC_mutation:PA_mutS:3,4.489139743,0.695311094
ampC_mutation:PA_Cef_taz_wt:2,-0.3655964572,-0.180143872
ampC_mutation:PA_mutS_Cef_taz:2,6.9447820861,0.554154967
ampC_mutation:PA_mutS:4,-1.1973015708,0.32202531900000003
ampC_mutation:PA_mutS:5,9.6348124269,0.244294229
ampC_mutation:PA_mutS:6,2.9105355052,0.18120860100000002
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,-2.9311178851,-0.249050874
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,-1.9744010034000001,0.10846082400000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,-4.2383749606,-1.042430657
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,-4.3893745572,-0.8787162030000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,-2.1493389249,-0.26451699900000003
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,-2.8415818344,-0.306186161
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,1.1666468602,-0.427922876
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,-1.1666468602,0.427922876
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,-4.3346605981,0.47041224200000004
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,-4.2339897932,0.31346982
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,-6.2323564203,0.20083909600000002
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,-5.9843000765,0.125431909
cysB_mutant:PAO1HH_wt:1,0.5670340591,-0.024732371000000003
cysB_mutant:PAO1HH_wt:2,-0.5670340591,0.024732371000000003
cysB_mutant:cysBHH:1,0.9039629695,0.24391490200000002
cysB_mutant:cysBHH:2,-0.3081991174,0.156725526
cysB_mutant:cysBHH:3,1.3804792453,0.311396439
ersA_knockout:delersA:1,0.3313610455,0.40137263300000003
ersA_knockout:delersA:2,2.1975880776,0.46397979800000005
ersA_knockout:wt_BHI:1,-1.2742744759,-0.201658562
ersA_knockout:wt_BHI:2,1.2742744759,0.201658562
gcsR_mutant:PAO1_rep_wt:1,-0.0599216153,0.050585989000000005
gcsR_mutant:PAO1_rep_wt:2,0.0599216153,-0.050585989000000005
gcsR_mutant:GcsR_rep:1,-0.2597408832,-0.251362896
gcsR_mutant:GcsR_rep:2,0.011466352400000001,-0.181483226
mexZ_knockout:del_mexZ:1,-2.284638357,0.214718296
mexZ_knockout:del_mexZ:2,-3.4907709424,0.21658937800000003
mexZ_knockout:del_mexZ:3,1.4458120525,0.093132933
mexZ_knockout:wt_LB:1,-0.2278054442,0.19656077100000002
mexZ_knockout:wt_LB:2,-4.3699132973,0.063049352
