,A,Sfa2
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,0.4073998,0.150149201
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,-11.89333352,-0.029983733000000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,-10.99276811,-0.142596956
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,0.474746005,-0.054213136
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,-1.233336067,-0.18783301200000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.758590062,0.24204614900000002
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,-0.013616443,0.13578036200000002
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,-3.868023063,-0.32228911400000004
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,-3.903446512,-0.392205799
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,0.013616443,-0.13578036100000002
Lung_infection_transcriptome:PA01_LS1:1,11.93796652,1.7650306960000002
Lung_infection_transcriptome:PA01_LS1:2,12.23082844,2.150331402
Lung_infection_transcriptome:PA01_CS1:1,-0.375099603,0.07721844400000001
Lung_infection_transcriptome:PA01_CS1:2,0.375099603,-0.07721844400000001
Testosterone_treatment:Testosterone_Control:1,3.828546649,0.80722324
Testosterone_treatment:Testosterone_Control:2,-3.828546649,-0.80722324
Testosterone_treatment:Testosterone_2.5:1,-0.06565786700000001,0.5368876920000001
Testosterone_treatment:Testosterone_2.5:2,-4.69973056,-0.8124756350000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,-7.048681371,-0.638944733
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,-7.953626097,-0.661929875
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,-4.220334205,-0.178849969
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,6.6352272150000005,-0.37062899400000004
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,9.031954075,0.186491597
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,8.172173894,0.08073264100000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,-8.306208692,-0.043375115000000006
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,-8.195886617,0.32670212
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,-8.072632561,0.075652114
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,6.131976065,-0.588376011
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,9.739303366,0.06782592400000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,8.703448439,0.16157097
Dispersed_cells:PAO1_dispersed_wt:1,-0.175403191,-0.261849072
Dispersed_cells:PAO1_dispersed_wt:2,0.175403191,0.261849072
Dispersed_cells:PyhjH_dispersed:1,2.996685724,-0.61736939
Dispersed_cells:PyhjH_dispersed:2,1.355688177,-0.843581428
Dispersed_cells:PA01_Planktonic:1,-10.66366189,-2.071439143
Dispersed_cells:PA01_Planktonic:2,-10.69172035,-3.113960409
Dispersed_cells:PAO1_Biofilm:1,7.025967436,1.411029679
Dispersed_cells:PAO1_Biofilm:2,5.960004266,0.41543061600000003
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,16.48500071,2.135168596
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,19.33759754,2.57160879
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,19.44827476,2.483480238
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,1.044308827,-0.016622218
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,-1.120485894,-0.245030879
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,0.076177067,0.26165309600000003
gcsR_mutant:PAO1_rep_wt:1,0.013543473,0.088579829
gcsR_mutant:PAO1_rep_wt:2,-0.013543473,-0.088579829
gcsR_mutant:GcsR_rep:1,2.442433583,0.061818258
gcsR_mutant:GcsR_rep:2,2.163180833,0.15854511300000002
ampC_mutation:PA_Cef_taz_wt:1,-0.512218814,-0.30848512100000003
ampC_mutation:PA_mutS_Cef_taz:1,-4.600234744,0.293743089
ampC_mutation:PA_mutS:1,-2.182821949,-0.238989011
ampC_mutation:PA_mutS:2,-11.07947857,-0.663498342
ampC_mutation:PA_mutS:3,-34.49347528,-3.051961128
ampC_mutation:PA_Cef_taz_wt:2,0.512218814,0.308485122
ampC_mutation:PA_mutS_Cef_taz:2,-5.750144136,0.840014178
ampC_mutation:PA_mutS:4,-4.697593342,-0.434840997
ampC_mutation:PA_mutS:5,-8.307921753,-0.277471768
ampC_mutation:PA_mutS:6,-35.52429811,-1.81405655
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,0.414588234,-0.229520943
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,0.39550411700000004,0.036470336
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,1.284853937,-0.16751136900000002
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,3.296048696,-0.870488412
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,-0.30979546,-0.013642235
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,-0.267612346,0.302185771
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,-0.23268454500000002,-0.095492928
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,4.6900660510000005,-0.030546259000000003
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,4.675893404,-0.012537925
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,2.4304801080000003,-0.316913404
n-alkanes_treatment:PA_alkane:1,-6.572782537,-0.24549849
n-alkanes_treatment:PA_alkane:2,-4.170543664,-0.41431114900000005
n-alkanes_treatment:PA_Glycerol:1,-1.127995837,-0.12352695300000001
n-alkanes_treatment:PA_Glycerol:2,2.144509999,0.069183346
n-alkanes_treatment:PA_Glycerol:3,-1.016514162,0.054343607
Catabolise_Nucleic_Acids:L_asp:1,5.087981714,1.013648573
Catabolise_Nucleic_Acids:L_asp:2,15.60165547,1.6379952690000001
Catabolise_Nucleic_Acids:DNA_1:1,-0.022154055000000002,-0.25801329500000003
Catabolise_Nucleic_Acids:DNA_1:2,-0.534810019,0.000471572
Catabolise_Nucleic_Acids:DNA_1:3,0.556964075,0.25754172200000003
cysB_mutant:PAO1HH_wt:1,0.48595400200000005,-0.12117857300000001
cysB_mutant:PAO1HH_wt:2,-0.48595400200000005,0.12117857400000001
cysB_mutant:cysBHH:1,0.99362081,0.449027422
cysB_mutant:cysBHH:2,-0.36225528500000004,-0.21417849400000002
cysB_mutant:cysBHH:3,2.269185073,0.689910994
ersA_knockout:delersA:1,6.255532531,0.755585135
ersA_knockout:delersA:2,7.356736902,-0.16937069100000002
ersA_knockout:wt_BHI:1,-0.640712731,0.016950364000000002
ersA_knockout:wt_BHI:2,0.640712731,-0.016950363
Farnesol_treatment:RNA of 0-1F_L:1,-0.00031555900000000003,-0.007833488000000001
Farnesol_treatment:RNA of 0-1F_L:2,0.171668237,0.017465126
Farnesol_treatment:RNA of 0-1F_L:3,-0.171352678,-0.009631638000000001
Farnesol_treatment:RNA of 6-F_L1:1,-0.32053400400000004,0.15680871300000002
Farnesol_treatment:RNA of 6-F_L1:2,-0.9641732550000001,-0.32645733800000004
Farnesol_treatment:RNA of 6-F_L1:3,-0.555196954,-0.39902652600000005
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,1.639065891,0.47972002300000005
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,-0.8255598550000001,-0.75305502
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,-6.837656174,1.201815029
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,1.091925061,0.079751107
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,-1.9054310970000001,0.193583889
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,-5.642329512,0.8225346280000001
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,0.90213273,-0.546148311
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,-0.90213273,0.546148311
Metabolic_fitness_plasmid:PAO1_pAKD1:1,-6.327251673,-1.2455639010000001
Metabolic_fitness_plasmid:PAO1_pAKD1:2,-5.40539568,-1.114901669
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,-3.848800503,-0.8480044010000001
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,-2.645621533,-0.454352415
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,-2.870997903,-0.365829554
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,-4.58439553,-0.48091624600000005
Metabolic_fitness_plasmid:PAO1_pBS228:1,-29.2395677,-1.614915602
Metabolic_fitness_plasmid:PAO1_pBS228:2,-29.600081,-1.664102758
Metabolic_fitness_plasmid:PAO1_RmS149:1,-0.726337651,-0.46054053600000006
Metabolic_fitness_plasmid:PAO1_RmS149:2,-1.668734932,-0.5732807590000001
mexZ_knockout:del_mexZ:1,7.274591986,-0.507024444
mexZ_knockout:del_mexZ:2,4.169757986,-0.286628524
mexZ_knockout:del_mexZ:3,-0.480564835,-0.22318937600000002
mexZ_knockout:wt_LB:1,-3.5356407069999998,1.143403577
mexZ_knockout:wt_LB:2,4.772324804,-0.233494159
mexZ_knockout:wt_LB:3,-1.236684097,-0.9099094190000001
Mucin_glycans:ABTGC:1,10.34187124,0.962139979
Mucin_glycans:ABTGC:2,1.6932038999999999,0.09900405
Mucin_glycans:ABTGC:3,-5.778171046,-0.33646756
Mucin_glycans:ABTGC:4,-4.521484422,-0.49474436800000005
Mucin_glycans:ABTGC:5,-1.735419674,-0.22993210300000003
Mucin_glycans:MUC5B:1,-4.82244955,0.25153800600000004
Mucin_glycans:MUC5B:2,-4.797019027,0.49845421500000003
Mucin_glycans:Glycans:1,4.058563411,0.27122474700000004
Mucin_glycans:Glycans:2,0.041452006,-0.107500731
NC_002516.2:Planktonic_total_RNA_Rep:1,-0.649996982,-0.21965946600000003
NC_002516.2:Planktonic_total_RNA_Rep:2,1.518304818,0.29428753300000005
NC_002516.2:Planktonic_total_RNA_Rep:3,-0.868307836,-0.074628068
NC_002516.2:Biofilm_total_RNA_Rep:1,-9.161103697,-2.925155206
NC_002516.2:Biofilm_total_RNA_Rep:2,-8.604837642,-2.452817481
Zinc_treatment:PA_Zn:1,-3.9712124390000003,-0.139536449
Zinc_treatment:PA_Zn:2,-4.060869723,-0.19589862
Zinc_treatment:PA_Zn:3,-2.920526472,0.182166391
Zinc_treatment:PA_Zn_wt:1,0.049896528,0.06602532600000001
Zinc_treatment:PA_Zn_wt:2,-0.049896528,-0.06602532600000001
sRNA_ReaL_represses_RpoS:sRNA_wt:1,0.38931247300000005,0.11651187700000001
sRNA_ReaL_represses_RpoS:sRNA_wt:2,-0.38931247300000005,-0.11651187700000001
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,17.29860556,4.749796405
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,18.21345941,4.673950807
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,17.0576421,4.695022872
Paeru_PRECISE:CAMHB_wt:1,-7.872552669,-2.3510611470000002
Paeru_PRECISE:CAMHB_wt:2,-4.490851955,-3.098008395
Paeru_PRECISE:CAMHB_wt:3,-3.425740812,-2.742691813
Paeru_PRECISE:CAMHB_wt:4,-3.332507772,-3.186040843
Paeru_PRECISE:M9glucAA_Pqt10:1,-7.336301201,-1.112771794
Paeru_PRECISE:M9glucAA_Pqt10:2,-6.412032423,-1.655891854
Paeru_PRECISE:M9glucAA_Pqt:1,-4.112499438,-0.797431479
Paeru_PRECISE:M9glucAA_Pqt:2,-5.481736967,-0.652219981
Paeru_PRECISE:M9glucAA_wo_Pqt:1,-1.892255057,0.026904098
Paeru_PRECISE:M9glucAA_wo_Pqt:2,-3.839322053,-0.559057868
Paeru_PRECISE:M9glucAA_NaCl:1,-3.539869133,-3.9564992930000003
Paeru_PRECISE:M9glucAA_NaCl:2,-5.17434546,-3.880636936
Paeru_PRECISE:M9glucAA_NaCl:3,-5.01901072,-3.625079089
Paeru_PRECISE:CAMHB_wt:5,1.451581704,-3.257670004
Paeru_PRECISE:CAMHB_wt:6,1.62232493,-3.1842845300000002
Paeru_PRECISE:LB_wt:1,13.7797397,-1.166101056
Paeru_PRECISE:LB_wt:2,12.80579813,-1.059301408
Paeru_PRECISE:M9glucAA_wt:1,4.740655188,-0.216356762
Paeru_PRECISE:M9glucAA_wt:2,-0.5377385490000001,0.12073947
Paeru_PRECISE:M9glucAA_lowpH:1,-4.4081493510000005,-0.7148104550000001
Paeru_PRECISE:M9glucAA_lowpH:2,-1.134057345,-1.154268599
Paeru_PRECISE:M9glucAA_DPD:1,-0.160034905,0.056661536000000005
Paeru_PRECISE:M9glucAA_DPD:2,-1.717414002,0.22029015200000002
Paeru_PRECISE:M9sucAA_wt:1,4.858591916,-1.332110603
Paeru_PRECISE:M9sucAA_wt:2,3.003756291,-2.188829867
Paeru_PRECISE:M9glucAA_NaCl:4,-3.8415549860000002,-3.588894992
Paeru_PRECISE:M9glucAA_NaCl:5,-4.196216417,-3.419643622
Paeru_PRECISE:M9sucAA_wt:3,3.114531035,-0.263410546
Paeru_PRECISE:M9sucAA_wt:4,-0.938052757,-0.09130533
Paeru_PRECISE:R10LB_wt:1,2.8357096,-0.35188674200000003
Paeru_PRECISE:M9glucAA_NaCl:6,-1.102714978,-2.537151613
Paeru_PRECISE:M9glucAA_NaCl:7,0.24977047200000002,-2.629987347
Paeru_PRECISE:M9fructAA_wt:1,5.2699442770000005,-0.828601417
Paeru_PRECISE:M9fructAA_wt:2,6.554406975,-1.178040777
Paeru_PRECISE:M9GlcNAcAA_wt:1,-0.553806279,-0.412300773
Paeru_PRECISE:M9GlcNAcAA_wt:2,0.33960918,-0.36719761100000003
Paeru_PRECISE:M9pyruvAA_wt:1,5.874666242,-3.029533813
Paeru_PRECISE:M9pyruvAA_wt:2,7.145874988,-2.3158625280000003
Paeru_PRECISE:M9fructAA_wt:3,4.454004813,-1.373619479
Paeru_PRECISE:M9fructAA_wt:4,5.284532051,-1.741622296
Paeru_PRECISE:M9GlcNAcAA_wt:3,5.570315827,-1.001674747
Paeru_PRECISE:M9GlcNAcAA_wt:4,5.9268696510000005,-1.261210727
Paeru_PRECISE:M9glycAA_wt:1,6.435578266,-2.052055893
Paeru_PRECISE:M9glycAA_wt:2,9.881793298,-1.746264883
Paeru_PRECISE:M9pyruvAA_wt:3,5.312974103,-1.75378681
Paeru_PRECISE:CAMHB_wt:7,-5.174528604,-2.185021074
Paeru_PRECISE:CAMHB_wt:8,-1.675253152,-2.494196606
Paeru_PRECISE:R10LB_wt:2,4.156326401,-0.5020478810000001
Paeru_PRECISE:R10LB_wt:3,3.26814517,-0.41708178
Paeru_PRECISE:R10LB_wt:4,3.274377438,-0.44343447900000005
Paeru_PRECISE:R10LB_wt:5,3.408178971,-0.16979641
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,-8.747557617,-1.104714655
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,-4.12678256,-1.491086954
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,4.571447399,-1.4939328280000002
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,3.390286764,-1.836387208
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,-5.418392259,-1.071124546
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,-4.557637518,-0.9051052730000001
Paeru_PRECISE:M9sucAA_wt:5,-7.832978927,-1.6266448709999999
Paeru_PRECISE:M9sucAA_wt:6,-0.317202225,-1.458287795
Paeru_PRECISE:R10LB_wt:6,1.790739892,-2.002365237
Paeru_PRECISE:R10LB_wt:7,1.862659958,-1.669755917
Paeru_PRECISE:LB_wt:3,5.55235789,2.027496017
Paeru_PRECISE:LB_wt:4,4.032493832,1.6814396930000002
Paeru_PRECISE:R10LB_NaCl:1,2.5665359910000003,-1.01895996
Paeru_PRECISE:R10LB_NaCl:2,4.614698212,-1.32011141
Paeru_PRECISE:M9glucAA_wt:3,-1.275167375,0.42261914300000003
Paeru_PRECISE:M9glucAA_Zn:1,-11.62727538,-5.505676147
Paeru_PRECISE:M9glucAA_Cu:1,-8.92265006,-3.84928764
Paeru_PRECISE:M9glucAA_NaOCl:1,3.971117849,-1.014186079
Paeru_PRECISE:M9GlcNAcAA_8:1,4.222743114,-0.345745366
Paeru_PRECISE:M9GlcNAcAA_8:2,7.060175425,-0.6266588550000001
Paeru_PRECISE:M9GlcNAcAA_4:1,9.460910409,-1.044129066
Paeru_PRECISE:M9GlcNAcAA_4:2,8.868983196,-1.079557662
Paeru_PRECISE:M9GlcNAcAA_2:1,5.439948168,-0.819294841
Paeru_PRECISE:M9GlcNAcAA_2:2,10.04239247,-1.204926374
Paeru_PRECISE:M9GlcNAcAA_1:1,8.463491174,-0.251349315
Paeru_PRECISE:M9GlcNAcAA_1:2,8.017004963,-1.6904512660000002
Paeru_PRECISE:M9glucAA_NaOCl:2,0.9526627240000001,-1.078515971
Paeru_PRECISE:M9glucAA_Cu:2,-10.99089518,-3.160073026
Paeru_PRECISE:M9glucAA_Fe:1,3.419676075,1.149998829
Paeru_PRECISE:M9glucAA_Fe:2,-1.9268799410000002,0.5883813950000001
Paeru_PRECISE:M9glucAA_Zn:2,-1.199896152,-0.214316778
Paeru_PRECISE:M9glucAA_wt:4,-2.927749264,-0.32700185
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,-10.41823269,-0.6588916690000001
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,-11.08636576,0.347577501
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,-11.49132177,-0.36597028800000003
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,0.978519961,-0.31227847000000003
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,0.183592258,-0.12007255600000001
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,-1.162112219,0.43235102700000005
relA-spoT_double-mutant:plank_WT_1:1,-0.8723785,0.144553853
relA-spoT_double-mutant:plank_WT_1:2,-0.36437895200000003,-0.214321105
relA-spoT_double-mutant:plank_WT_1:3,1.236757452,0.069767251
relA-spoT_double-mutant:plank_rel-spot:1,9.69689329,-0.99565232
relA-spoT_double-mutant:plank_rel-spot:2,7.869404498,-0.9966179570000001
Rosmarinic_acid:PAO1-100UMRA:1,1.250101522,1.117851823
Rosmarinic_acid:PAO1-100UMRA:2,1.031779602,1.105479477
Rosmarinic_acid:PAO1_DMSO_Control:1,-1.202467028,0.080311561
Rosmarinic_acid:PAO1_DMSO_Control:2,1.016159264,-0.014882298
Rosmarinic_acid:PAO1_DMSO_Control:3,0.18630776400000001,-0.065429262
Tf_toxin_expression:PAO1_WT:1,-1.583261807,0.086131287
Tf_toxin_expression:PAO1_WT:2,1.583261807,-0.086131287
Tf_toxin_expression:PAO1_derfA:1,1.377670798,-0.37282033200000003
Tf_toxin_expression:PAO1_derfA:2,0.600866659,-0.349970828
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,0.81428208,0.095847387
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,0.5700161960000001,0.100052874
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,7.797248309,-0.21408949
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,4.878381763,-0.603179598
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,14.41305712,1.9001761140000002
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,14.66442558,1.675486819
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,-0.509802451,-0.304894253
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,0.509802451,0.30489425400000003
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,-11.41842986,-1.166498195
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,-13.37063657,-1.655819513
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,-17.62455952,-0.168547515
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,-15.92185668,-0.175913745
natural_RNA_aptamers:PA_Water_rep_wt:1,-0.308996149,0.37756226400000004
natural_RNA_aptamers:PA_Water_rep_wt:2,0.308996149,-0.37756226400000004
natural_RNA_aptamers:PA_FMN_rep:1,-0.781700807,0.23604819400000002
natural_RNA_aptamers:PA_FMN_rep:2,-0.8922420640000001,0.34370081500000005
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,0.23004490600000002,0.24398000300000003
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,1.981165982,0.328593295
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,1.9707344940000002,0.377474489
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:1,2.369677772,0.669690804
p-anisaldehyde_epigallocatechin_gallate:EGCG_3:2,2.109894949,0.601623099
