,A,malT
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,-13.1547058174,-2.5294347545
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,-12.7998215209,-3.2691486857
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,9.7402270238,0.6515016313
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,4.4204735352,-0.2090199601
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,-1.4878412141,-0.1076060194
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,2.2211177986,-0.4552817583
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,-13.0389471883,-3.363103804
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,-13.4932943251,-2.3005426268
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,-12.9824763058,-2.2861613284
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,-7.1647665057,-0.9401440852
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,-12.29056044,-1.5641603149
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,-7.1908365844,-1.7427173141
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,-1.351191025,-0.5503090399
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,-4.4463943829,-1.1190157128
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,5.5142442503,-0.033395059500000004
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,-11.8404640406,-1.6374509067
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,-2.9110379729,-0.21684983100000002
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,0.8203341776,0.021405845
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,1.5029782953000002,0.1473940782
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,-2.3233124729,-0.1687999232
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,-13.7231809281,-1.2731871083000001
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,-12.4342028517,-0.9000982391000001
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,-12.9345780968,-1.1420783853
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,2.5312418306,-0.4057101044
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,-12.6117074744,-2.6871566462
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,-13.5207353935,-0.7246880467
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,-9.8689664669,-0.2992021317
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,-14.7661688468,-2.9147337314
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,-13.6351121401,-3.04192681
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,-3.709734917,0.3566748799
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,-0.0758720189,-0.0036433133
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,-13.5231402664,-3.7046635236
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,-13.3535643237,-2.6345755683
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,-13.271279228000001,-3.2996940849
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,-14.656221499,-2.5094311973
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,4.5034871046,0.2969568609
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,1.0031918164,-0.6196895139
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,-11.2972010771,-1.8787749275
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,-12.7610136357,0.0696920069
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,-11.4047331235,-2.3910956776
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,-11.6681549785,-0.6459121316
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,-4.3586433238,-1.0526553932
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,-0.3534392141,-0.4374670053
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,0.4120658387,0.14431438900000002
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,-3.8210717455000003,-0.4256241951
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,-14.1439697747,-0.9539041953
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,-9.7590107255,-2.0355483123
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,-13.8106862868,-3.3371876718999998
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,5.5179198649,-0.1651737731
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,1.4621992716,-0.160996054
OPG:del_opgGH:1.0,-0.1105255841,-0.4969164418
OPG:del_opgGH:2.0,0.17061838710000002,-0.5750139165
OPG:del_opgGH:3.0,-0.0673251884,-0.670117788
OPG:del_opgGH_pBK16:1.0,0.1012816341,-0.0737117539
OPG:del_opgGH_pBK16:2.0,-0.5362318346,-0.23721215710000002
OPG:del_opgGH_pBK16:3.0,-0.2375835356,-0.2951811659
OPG:WT:1.0,-0.0076435688,0.0594868904
OPG:WT:2.0,0.1041970634,0.0380053115
OPG:WT:3.0,-0.0965534945,-0.0974922019
PinT:pinT+_1h:1.0,-0.2472488316,0.0188536249
PinT:pinT+_1h:2.0,0.2472488316,-0.0188536249
cold_shock_protein:WT_RNAseq:1.0,-0.0671621834,-0.0057548315
cold_shock_protein:WT_RNAseq:2.0,0.29434138860000003,0.0373052441
cold_shock_protein:WT_RNAseq:3.0,-0.2271792051,-0.0315504126
cold_shock_protein:DeltaCspCE_RNAseq:1.0,2.2896612183,0.8598752649
cold_shock_protein:DeltaCspCE_RNAseq:2.0,0.9426709825,0.7854826278
cold_shock_protein:DeltaCspCE_RNAseq:3.0,1.8127157018000002,0.9608867049
dephostatin:LB_DMSO:1.0,0.5290045624,0.0664792228
dephostatin:LB_DMSO:2.0,0.37986345450000003,0.1335063162
dephostatin:LB_DMSO:3.0,-0.9088680169000001,-0.19998553900000002
dephostatin:LB_Dephostatin:1.0,0.4743939775,0.0451991422
dephostatin:LB_Dephostatin:2.0,-0.24711177950000002,-0.1110464671
dephostatin:LB_Dephostatin:3.0,0.6730751564,-0.098682403
dephostatin:LPM_DMSO:1.0,-6.4547273004,-2.2310283541
dephostatin:LPM_DMSO:2.0,-6.617679324,-2.5134501506999998
dephostatin:LPM_Dephostatin:1.0,-6.6445171747,-2.1570127128
dephostatin:LPM_Dephostatin:2.0,-5.791073423,-2.6925354719
dephostatin:LPM_Dephostatin:3.0,-5.592279945,-2.2341244159
efflux_inhibition:Chlorpromazine:1.0,-5.6493240275000005,-2.0996060798
efflux_inhibition:Chlorpromazine:2.0,-6.7471335127,-4.1935622901
efflux_inhibition:Chlorpromazine:3.0,-6.4044780997,-0.4683948586
efflux_inhibition:PABN:1.0,-7.7913092902,-0.8262359558
efflux_inhibition:PABN:2.0,-8.148700644,-2.6546914987
efflux_inhibition:no_treatment:1.0,-1.0317235225,-0.0031803893
efflux_inhibition:no_treatment:2.0,0.22231271190000002,-0.1327560831
efflux_inhibition:no_treatment:3.0,0.8094108106,0.1359364724
efflux_inhibition:Chlorpromazine:4.0,-6.4131378405,-0.28623949800000004
efflux_inhibition:PABN:3.0,-9.1561563236,-3.5075008646
fis_regulatory_network:GX_EE:1.0,1.4425685622,0.9882328253
fis_regulatory_network:GX_EE:2.0,-0.2020299904,0.0259784472
fis_regulatory_network:GX_TS:1.0,-5.8319566766,0.1422773072
fis_regulatory_network:GX_TS:2.0,-5.0862344376,0.0413862234
fis_regulatory_network:WT_EE:1.0,1.080631896,-0.1166272566
fis_regulatory_network:WT_EE:2.0,-1.080631896,0.1166272566
fis_regulatory_network:WT_TS:1.0,-6.1685783801,0.0892429319
fis_regulatory_network:WT_TS:2.0,-6.0472408489,0.19049690600000002
fis_regulatory_network:OX_EE:1.0,1.7668699772,-0.5496846971
fis_regulatory_network:OX_EE:2.0,1.1532344561,-0.5448732502
fis_regulatory_network:OX_TS:1.0,-0.51351747,1.0469073966
fis_regulatory_network:OX_TS:2.0,0.567956586,1.1059756846
persisters:rep:1.0,-0.2511152614,0.0477817847
persisters:rep:2.0,0.2511152614,-0.0477817847
proQ_pulse_expression:empty_vector:1.0,-0.1450488641,0.1127288899
proQ_pulse_expression:empty_vector:2.0,0.1450488641,-0.1127288899
proQ_pulse_expression:long_STnc540_overexpression:1.0,0.0487627667,0.2694302683
proQ_pulse_expression:long_STnc540_overexpression:2.0,-0.6538821914,0.16036762470000002
proQ_pulse_expression:short_STnc540_overexpression:1.0,-0.6455994716,0.1150739358
proQ_pulse_expression:short_STnc540_overexpression:2.0,0.2813903332,0.0374958311
proQ_virulence:dhfq_dproQ_LB:1.0,-1.372103136,-1.2183463909
proQ_virulence:dhfq_dproQ_LB:2.0,-0.5325136439,-0.38448765160000004
proQ_virulence:dhfq_dproQ_LB:3.0,-0.7324522680000001,-0.4481787829
proQ_virulence:dhfq_dproQ_SPI-2:1.0,-7.4754140982,-2.9176087719
proQ_virulence:dhfq_dproQ_SPI-2:2.0,-7.4030827597,-2.9064129666
proQ_virulence:dhfq_dproQ_SPI-2:3.0,-7.6172336692,-3.0848107748
proQ_virulence:dhfq_LB:1.0,-3.595373466,-1.5836345394
proQ_virulence:dhfq_LB:2.0,-3.1605464342,-1.0642854249
proQ_virulence:dhfq_LB:3.0,-3.758935342,-1.7030009583
proQ_virulence:dhfq_SPI-2:1.0,-7.3284538291,-3.1673596373
proQ_virulence:dhfq_SPI-2:2.0,-7.1443457277,-3.1757692183
proQ_virulence:dhfq_SPI-2:3.0,-7.1828388996,-3.0966910016
proQ_virulence:dproQ_LB:1.0,-0.1860636636,0.4488437261
proQ_virulence:dproQ_LB:2.0,1.5117994076999999,1.4811880126
proQ_virulence:dproQ_LB:3.0,0.0301438561,0.5032537742000001
proQ_virulence:dproQ_SPI-2:1.0,-7.273006649,-1.8354623181
proQ_virulence:dproQ_SPI-2:2.0,-6.7346311876,-1.4999686681
proQ_virulence:dproQ_SPI-2:3.0,-6.8293650092,-1.3705380417
proQ_virulence:WT_LB:1.0,-0.5602104007,-0.0833772676
proQ_virulence:WT_LB:2.0,0.306816439,0.0099750861
proQ_virulence:WT_LB:3.0,0.2533939617,0.0734021814
proQ_virulence:WT_SPI-2:1.0,-7.1944202368,-1.6245045633
proQ_virulence:WT_SPI-2:2.0,-6.8842999239000005,-1.8332591101
proQ_virulence:WT_SPI-2:3.0,-7.1723863567,-1.9237345447
rcsB:del_rcsB_S207C:1.0,4.3807429125,0.9865811894000001
rcsB:del_rcsB_WT:1.0,6.8889866797,0.8434950571000001
rcsB:del_rcsB:1.0,-3.1638959722,0.42867542670000003
rcsB:del_rcsB_H12A:1.0,-5.1242884595,-0.4819106389
rcsB:del_rcsB_D56A:1.0,0.9894669446000001,0.8804520785000001
rcsB:del_rcsB_M88A:1.0,6.0932554694,1.0702822272999999
rcsB:del_rcsB_H77A:1.0,6.2684665843000005,1.3149000967
rcsB:del_rcsB_L108A:1.0,-4.2374362367,-1.1076921063
rcsB:del_rcsB_S207C:2.0,-2.5315263509,-0.9593874452000001
rcsB:del_rcsB_WT:2.0,-3.5038912903,-0.2430778603
rcsB:del_rcsB:2.0,2.0980603876,-1.0330417263
rcsB:del_rcsB_H12A:2.0,5.9372807141,-1.2126861573
rcsB:del_rcsB_D56A:2.0,-0.9323953947,0.8256580095
rcsB:del_rcsB_H77A:2.0,7.5484005554,-0.1275313663
rcsB:del_rcsB_L108A:2.0,-3.9520298712,-0.5523004255
rcsB:del_rcsB_WT:3.0,-3.3850953894,-0.6004171967
rcsB:del_rcsB_H12A:3.0,-4.022875859,0.051445901200000005
rcsB:del_rcsB_D56A:3.0,-3.8112406366,-1.2128362988
rcsB:del_rcsB_M88A:2.0,-3.840397603,0.1165126394
rcsB:del_rcsB_H77A:3.0,-3.7201497212,-0.5949559548000001
rcsB:del_rcsB_L108A:3.0,-4.8142145623,-1.092682678
ribodepletion:RiboZero:1.0,0.010791603700000001,-0.0373178671
ribodepletion:RiboZero:2.0,-0.010791603700000001,0.0373178671
single_carbon_source:mucic:1.0,-0.1568094866,-0.040102399600000005
single_carbon_source:mucic:2.0,0.1568094866,0.040102399600000005
single_carbon_source:tartarate:1.0,1.5343666912,-0.31075760210000003
single_carbon_source:tartarate:2.0,2.0001874765,-0.0932905158
ssrA_ssrB_TCS:ssrB_minus:1.0,0.1706936191,-0.1374443911
ssrA_ssrB_TCS:ssrB_minus:2.0,-0.2108471468,-0.0682622518
ssrA_ssrB_TCS:ssrB_minus:3.0,0.040153527700000004,0.20570664290000001
ssrA_ssrB_TCS:ssrB_plus:1.0,0.2444219649,-0.6115372204
ssrA_ssrB_TCS:ssrB_plus:2.0,0.054753668400000004,-0.753094251
ssrA_ssrB_TCS:ssrB_plus:3.0,0.7307929133000001,0.259228569
yedF:WT:1.0,1.9323771745,0.5756161269
yedF:WT:2.0,-1.9323771745,-0.5756161269
yedF:del_yedF:1.0,2.5432493606,3.5023144526000003
yedF:del_yedF:2.0,3.7860612742,1.8131018944
yedF:del_yedF:3.0,-1.5915290402,2.8337405243
14028S_paratyphiA:37C_stationary:1.0,-5.1612896401,-1.5638580111
14028S_paratyphiA:42C_log:1.0,1.6953743809000001,0.19799991860000002
14028S_paratyphiA:37C_log:1.0,-0.48605271310000003,-0.1671614833
14028S_paratyphiA:42C_log:2.0,0.5281094414,-0.10068837800000001
14028S_paratyphiA:37C_stationary:2.0,-5.4431827424,-1.6844504984
14028S_paratyphiA:37C_log:2.0,0.48605271310000003,0.1671614833
7TF:hilC:1.0,1.2075053864,-1.2869879493
7TF:del_hilD:1.0,-0.2006531286,0.35848808400000004
7TF:WT:1.0,-0.3168678461,0.0597642558
7TF:hilD:1.0,2.0208845276,-0.7795442042
7TF:WT:2.0,-0.089743336,-0.1019455937
7TF:del_sprB:1.0,-0.425335236,-0.2078290843
7TF:del_rtsB:1.0,2.3634642942,1.8196348825
7TF:rtsA:1.0,0.5591440481000001,-0.8312517896
7TF:del_invF:1.0,0.2675656347,0.1263063623
7TF:sprB:1.0,0.1591596378,-0.9161633819
7TF:hilD:2.0,1.554554604,-0.9056324592
7TF:del_invF:2.0,0.0778723628,0.0533195869
7TF:del_rtsB:2.0,2.46454572,1.5056186488
7TF:hilC:2.0,1.2648729925,-0.8633860634
7TF:WT:3.0,-0.0723305435,0.0626085473
7TF:del_hilD:2.0,-0.5156367729,0.1747355214
7TF:rtsA:2.0,0.47763641900000003,-0.1603990519
7TF:invF:1.0,0.5048066571000001,-0.0935765085
7TF:invF:2.0,0.7117670928000001,-1.2432713579
7TF:sprB:2.0,-0.3286636127,-1.4272972617000002
7TF:del_sprB:2.0,-0.1318080832,-0.0630619988
7TF:WT:4.0,0.47894172560000003,-0.020427209300000002
MMC:del_rtcB_No treatment:1.0,-1.4326159207,-0.3195317556
MMC:WT_No_treatment:1.0,-0.8423371249,-0.28896266600000003
MMC:WT_No_treatment:2.0,1.0945060139,0.6651755105
MMC:del_rtcR_No_treatment:1.0,-0.4819208856,0.31942588250000004
MMC:del_rtcR_3mM_MMC:1.0,-2.5686976618,-2.1016520372
MMC:WT_No_treatment:3.0,-0.252168889,-0.37621284460000004
MMC:del_rtcB_3mM_MMC:1.0,-3.1200285644,0.7712994659
MMC:del_rtcB_3mM_MMC:2.0,-3.1773000641999998,0.5458059507
MMC:del_rtcR_3mM_MMC:2.0,-2.5769073365,-2.0152646188
MMC:del_rtcR_3mM_MMC:3.0,-0.4869692901,-0.06465523520000001
MMC:del_rsr_No_treatment:1.0,-0.4519687425,-0.014155729300000001
MMC:del_rtcB_3mM_MMC:3.0,-2.8672760927,0.5959539175
MMC:del_rtcR_No_treatment:2.0,-0.48693215900000003,-0.45122033110000004
MMC:del_rsr_3mM_MMC:1.0,-3.0421633662,0.8091684612000001
MMC:del_rtcB_No treatment:2.0,-1.0661961551,-0.263794164
MMC:WT_3mM_MMC:1.0,-2.9922500522,0.41971386310000003
MMC:del_rsr_3mM_MMC:2.0,-2.4536940469,0.7174845181
MMC:WT_3mM_MMC:2.0,-3.6151807848,0.4821911253
MMC:del_rsr_No_treatment:2.0,-0.8142860782,-0.7033201845
MMC:del_rtcB_No treatment:3.0,-1.2797160178,-0.3254064766
MMC:del_rsr_No_treatment:3.0,-0.5201264633,-0.8408250078
Nontyphoidal_comparisons:rep:1.0,0.0524838472,-0.2689732072
Nontyphoidal_comparisons:rep:2.0,-0.6498809125,0.23716612750000002
Nontyphoidal_comparisons:rep:3.0,0.5973970653,0.031807079700000004
araC:delta_araC_LB:1.0,7.7321444771,-0.2252636752
araC:WT_LB:1.0,6.0320012308,-0.1698911053
araC:WT_LB:2.0,-6.0320012308,0.1698911053
araC:delta_araC_LB:2.0,8.0973037253,-0.1704497289
csgD:WT_planktonic_TP1:1.0,3.338184209e-16,0.0
csgD:del_csgD_planktonic_TP2:1.0,-10.6091358164,-1.3679200082
csgD:WT_aggregate_TP2:1.0,-3.1383533888,-1.7263507808
csgD:del_csgD_planktonic_TP1:1.0,-0.5653012847000001,-0.2669122567
csgD:WT_planktonic_TP3:1.0,-10.737863045,-2.0102973426
csgD:del_csgD_planktonic_TP3:1.0,-9.7027957355,-2.2558565526
csgD:WT_planktonic_TP2:1.0,-4.4091005589,-1.0360203242
csgD:WT_aggregate_TP3:1.0,-8.6356260136,-3.0148713376
csgD:PcsgD_planktonic_lux_TP1:1.0,0.7684203386,0.5084125475
csgD:PcsgD_planktonic_lux_TP4:1.0,-12.6568073539,-0.7196985344
csgD:PcsgD_aggregate_lux_TP3:1.0,-9.8170778663,-3.4520715175
csgD:PcsgD_planktonic_lux_TP2:1.0,-2.3593530154,-0.6373314837
csgD:PcsgD_planktonic_lux_TP3:1.0,-10.5457895034,-1.3052071361
csgD:del_csgD_planktonic_TP4:1.0,-9.4033672631,-2.221994197
csgD:WT_aggregate_TP4:1.0,-9.8946641099,-2.980831896
csgD:PcsgD_aggregate_lux_TP4:1.0,-11.2527278533,-2.1744417569
csgD:PcsgD_aggregate_lux_TP2:1.0,-1.2526988515,-1.2842010258
csrA:10min_LB_csrA:1.0,0.3398043155,-4.8400043145
csrA:10min_LB_WT:1.0,1.0929783848,-4.4945508316
csrA:2.5min_LB_csrA:1.0,-0.0911668209,-5.0641721667
csrA:5min_mLPM_WT:1.0,1.6657833784,-1.2812794997
csrA:15min_mLPM_csrA:1.0,1.7716870409,-1.0080037624
csrA:5min_LB_WT:1.0,0.722549329,-5.4225170954
csrA:2.5min_LB_WT:1.0,1.2056931535,-4.3855161924
csrA:0min_LB_WT:1.0,-0.31450248140000003,-0.2320435948
csrA:15min_LB_WT:1.0,0.0753605284,-4.4536726810000005
csrA:0min_mLPM_WT:1.0,-3.6852664416,-0.1846514532
csrA:15min_LB_csrA:1.0,-3.3002567942,-4.280230684
csrA:15min_mLPM_WT:1.0,5.2559264892,0.3358418648
csrA:15min_LB_csrA:2.0,-0.9179506242000001,-4.6115407262
csrA:0min_mLPM_WT:2.0,-3.9414849235,-0.33978409670000004
csrA:0min_LB_csrA:1.0,1.9856848216,-0.7638318198
csrA:15min_LB_WT:2.0,-0.5058278528,-4.2889956903
csrA:15min_mLPM_WT:2.0,6.3763248143,0.3402117672
csrA:5min_LB_WT:2.0,1.8275498723,-5.5309475062
csrA:5min_mLPM_WT:2.0,2.4419824516,-0.7691973147000001
csrA:2.5min_LB_WT:2.0,0.4154816039,-4.4668374502
csrA:5min_mLPM_csrA:1.0,-1.2173487433,-2.2808474737
csrA:0min_LB_csrA:2.0,-0.5766252071,-0.9412865853000001
csrA:15min_mLPM_csrA:2.0,1.6972838135,-0.9144388359000001
csrA:5min_mLPM_csrA:2.0,-1.651441194,-2.2924062559
csrA:10min_LB_WT:2.0,0.6998245146000001,-4.9388906946
csrA:0min_LB_WT:2.0,0.31450248140000003,0.2320435948
csrA:5min_LB_csrA:1.0,2.4261063308,-5.0425905847
csrA:10min_mLPM_csrA:1.0,1.2864972608,-1.4448686008
csrA:10min_mLPM_csrA:2.0,0.514444615,-1.1857422955999999
csrA:5min_LB_csrA:2.0,0.2790176004,-5.3064521769
csrA:2.5min_LB_csrA:2.0,2.6432187304,-5.0928418367
csrA:10min_LB_csrA:2.0,-2.0517004358,-4.7587442296999996
flagellum:ΔSTM14_1829 :1.0,2.5770331835,1.3538300149
flagellum:ΔSTM14_1829 :2.0,2.6848500793,1.3341020947
flagellum:WT:1.0,0.2622340164,-0.043774709
flagellum:WT:2.0,-0.1456180172,-0.0270838913
flagellum:ΔSTM14_1829 :3.0,2.9514092392,1.1161312262
flagellum:WT:3.0,-0.1166159992,0.0708586003
fliA:del_rpoF:1.0,2.4401185967,-0.4858549211
fliA:WT:1.0,-0.0915634927,0.1220908512
fliA:del_rpoF:2.0,2.3055225191,-0.6616433124000001
fliA:WT:2.0,0.0915634927,-0.1220908512
mgtC:empty_pUH21:1.0,0.1975761396,0.0316669494
mgtC:pUH_mgtC:1.0,-1.0551673762,-0.33073550420000003
mgtC:empty_pUH21:2.0,-0.1975761396,-0.0316669494
mgtC:pUH_mgtC:2.0,-1.271961325,-0.1441544072
mgtCBR:empty_pBAD18:1.0,0.22531483500000002,0.15437859240000001
mgtCBR:mgtC_pBAD113:1.0,2.6064976166,0.4177152136
mgtCBR:empty_pBAD18:2.0,-0.22531483500000002,-0.15437859240000001
mgtCBR:mgtC_pBAD113:2.0,2.9235833577,0.5466846017
novobiocin:100_Novobiocin_60min:1.0,4.4112576441,1.14547706
novobiocin:500_Novobiocin_60min:1.0,-3.5716649863,0.32591388990000003
novobiocin:0_Novobiocin_60min:1.0,7.8520291005,1.5824492867000002
novobiocin:0_Novobiocin_0min:1.0,0.37557863,0.22193088030000002
novobiocin:100_Novobiocin_60min:2.0,4.3973264942,1.0478622417
novobiocin:0_Novobiocin_10min:1.0,8.0287539167,0.4314634936
novobiocin:500_Novobiocin_20min:1.0,4.4484676241,-1.0098030988
novobiocin:0_Novobiocin_20min:1.0,7.7252740901,0.7645222887
novobiocin:0_Novobiocin_60min:2.0,8.1340898754,1.523763669
novobiocin:0_Novobiocin_10min:2.0,9.5713037498,0.5601215284000001
novobiocin:500_Novobiocin_60min:2.0,-3.970626332,-0.08074686
