,A,RhlR,QscR
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-2.4750542920000003,0.218914602,-0.8503959560000001
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,-0.562345148,-0.029751652000000003,-1.356955631
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-0.45625687200000004,-0.059678393,-0.09315622500000001
HapZ_SagS_mutant:delHapZp:1,0.484580043,0.34472982300000005,0.322830153
HapZ_SagS_mutant:delHapZp:2,-0.15569548300000002,0.256097748,0.179280614
HapZ_SagS_mutants:PA_HapZ_SagS_wt:1,0.6659419470000001,0.188639742,0.110946653
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,-0.20968507500000003,-0.128961349,-0.017790428
HapZ_SagS_mutants:delHApZ:1,4.971824201,0.072564399,-0.894203477
HapZ_SagS_mutants:delHApZ:2,5.053971014,0.23342294300000002,-0.48022912500000003
HapZ_SagS_mutants:delHApZ:3,5.092065939,0.161780114,-0.670715224
HapZ_SagS_mutants:delSagS:1,5.622759155,0.496353837,-0.196722201
HapZ_SagS_mutants:delSagS:2,5.479042933,0.46131704,-0.5383125630000001
HapZ_SagS_mutants:delSagS:3,4.63583857,0.428661701,0.9663626230000001
HapZ_SagS_mutants:delHapZp:1,-0.140235422,0.211206316,-0.020436579
yhjH_knockout:PA_delyhjH_wt:1,0.13677065700000002,0.067160483,-0.152312884
yhjH_knockout:PA_delyhjH_wt:2,-0.13677065700000002,-0.067160483,0.152312885
yhjH_knockout:PA_delyhjH:1,3.161600692,0.955351833,-0.151924588
yhjH_knockout:PA_delyhjH:2,2.63845876,0.901287763,0.022334917000000003
yhjH_knockout:PA_delwspF:1,14.35341416,-0.364027382,-0.127930988
yhjH_knockout:PA_delwspF:2,7.157954494,-1.081681299,-0.044444233
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,-11.46452174,-1.735695984,-0.281721887
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,-11.12622841,-1.682728953,-0.52763563
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,-12.21050291,-1.708248178,-0.597917965
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,-9.621010136,-1.537941,-0.253338027
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-1.88468542,0.047323452,0.122250543
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,-0.9981543770000001,-0.042656648000000005,0.085809969
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,2.78407474,0.026489022,-0.096304415
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,0.098765058,-0.031155828000000003,-0.11175609600000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,-1.7404889030000001,-1.213878196,-1.897336472
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,-1.754815875,-1.300566214,-1.992008448
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-1.870950756,0.036937697000000005,0.084998031
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,-0.945072377,-0.053036673000000006,0.048563148
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,2.816023133,0.016098977,-0.133561178
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,-0.781656431,0.076861975,0.40947892900000005
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,-2.339583017,-0.14052170900000002,-0.235129514
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,-2.273227003,-0.12984528,-0.24050855000000002
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,0.781656431,-0.076861975,-0.40947892900000005
Lung_infection_transcriptome:PA01_LS1:1,6.512041504,-0.9826137690000001,-0.7372608770000001
Lung_infection_transcriptome:PA01_LS1:2,6.86206346,-1.021446868,-0.961103628
Lung_infection_transcriptome:PA01_CS1:1,-0.8756758160000001,0.040030415,0.329168848
Lung_infection_transcriptome:PA01_CS1:2,0.8756758160000001,-0.040030415,-0.329168848
Testosterone_treatment:Testosterone_Control:1,3.186525944,-0.23447117,-0.032954386
Testosterone_treatment:Testosterone_Control:2,-3.186525944,0.23447117,0.032954387
Testosterone_treatment:Testosterone_2.5:1,-0.29384371800000003,0.01568235,-0.335818282
Testosterone_treatment:Testosterone_2.5:2,-3.4541233399999998,0.47396844,-0.24638621600000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,6.970281948,0.6466868950000001,1.4660873300000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,6.62021357,0.491846345,1.024160803
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,8.233757936,0.733690283,1.25669451
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-12.60716552,-2.078688229,-0.568340839
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-11.77999003,-1.79159577,-0.6362936960000001
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-13.08955419,-1.780585158,-0.39084618200000004
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,12.12490888,1.465941929,0.750752073
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,13.15884952,1.728599461,0.7768672240000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,11.42695227,1.543275425,0.514839324
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-12.58413698,-1.723329544,-0.6805167980000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-11.79513195,-1.458811227,-0.755664333
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-12.33144175,-1.555676042,-0.606277489
Dispersed_cells:PAO1_dispersed_wt:1,2.310787005,0.042957644,-0.175843562
Dispersed_cells:PAO1_dispersed_wt:2,-2.310787005,-0.042957644,0.175843562
Dispersed_cells:PyhjH_dispersed:1,-14.88691123,-0.26391253200000003,-0.679828557
Dispersed_cells:PyhjH_dispersed:2,-18.78278596,-0.7390063,-1.15039701
Dispersed_cells:PA01_Planktonic:1,-3.062836283,2.896810252,-0.593027143
Dispersed_cells:PA01_Planktonic:2,-4.581014655,2.795505522,-0.07874291
Dispersed_cells:PAO1_Biofilm:1,12.03306387,2.209514702,0.935924513
Dispersed_cells:PAO1_Biofilm:2,13.72420445,2.2330760720000002,1.555849205
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,-1.5900022900000002,-0.6379622340000001,1.114198508
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,0.5092378160000001,-0.696785565,0.89943532
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,0.10208979600000001,-0.711039116,1.030064297
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,-1.159886754,0.018133267,0.33490693200000005
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,0.41096824400000004,-0.026117473000000002,-0.20666578100000002
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,0.74891851,0.007984207,-0.128241152
gcsR_mutant:PAO1_rep_wt:1,-0.036803265,-0.02401776,-0.081581517
gcsR_mutant:PAO1_rep_wt:2,0.036803265,0.02401776,0.081581517
gcsR_mutant:GcsR_rep:1,-0.17030299200000001,-0.13328303,-0.170130778
gcsR_mutant:GcsR_rep:2,-0.32119532100000003,-0.12376954,-0.2100282
ampC_mutation:PA_Cef_taz_wt:1,-1.688267062,0.229017187,-0.160871031
ampC_mutation:PA_mutS_Cef_taz:1,-0.179536082,0.216670505,-0.5305229410000001
ampC_mutation:PA_mutS:1,-0.26929011,0.50294401,-0.25926291500000004
ampC_mutation:PA_mutS:2,8.779389152,-0.12179310200000001,2.256329826
ampC_mutation:PA_mutS:3,-4.479543171,0.057860699,-0.179912286
ampC_mutation:PA_Cef_taz_wt:2,1.688267062,-0.229017187,0.160871031
ampC_mutation:PA_mutS_Cef_taz:2,0.8455932180000001,0.7327308880000001,-0.181451213
ampC_mutation:PA_mutS:4,-2.862679936,0.501343394,-0.053809839000000005
ampC_mutation:PA_mutS:5,9.015862986,-0.55965666,2.091320459
ampC_mutation:PA_mutS:6,-3.817547766,-0.31697165800000004,-0.9849388020000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,-5.707016826,-0.22304395200000002,-0.47729730800000003
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,-5.145257393,-0.19297509200000001,-0.638838467
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,-2.215247593,-0.43167372200000004,-0.45807178200000004
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,-5.7168154300000005,-0.331451592,0.6363705
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,3.23074471,0.131563658,0.8891390530000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,3.666627424,0.14334449800000001,-0.032794054
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,3.954902085,0.14111088800000002,0.259790774
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,1.5127650140000002,-0.44363029200000004,2.961308195
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,2.099136161,-0.5107638320000001,2.956694483
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,1.818492015,-0.35493882200000004,-0.12146470200000001
n-alkanes_treatment:PA_alkane:1,4.376133467,0.18755739999999999,2.079891048
n-alkanes_treatment:PA_alkane:2,4.157067481,0.745654574,1.56863006
n-alkanes_treatment:PA_Glycerol:1,0.7335624460000001,0.14436526,0.259333927
n-alkanes_treatment:PA_Glycerol:2,-0.96314889,0.077717283,-0.10475398500000001
n-alkanes_treatment:PA_Glycerol:3,0.229586444,-0.22208254200000002,-0.154579941
Catabolise_Nucleic_Acids:L_asp:1,-9.953076339,-1.4266662430000001,-0.89291202
Catabolise_Nucleic_Acids:L_asp:2,-8.516066043,-1.3970963950000002,-1.922678764
Catabolise_Nucleic_Acids:DNA_1:1,0.01935785,0.027963167,0.18543656600000002
Catabolise_Nucleic_Acids:DNA_1:2,-1.252619163,-0.031533243,0.016633215
Catabolise_Nucleic_Acids:DNA_1:3,1.233261313,0.003570077,-0.202069782
cysB_mutant:PAO1HH_wt:1,0.627773888,0.09578394300000001,-0.640782222
cysB_mutant:PAO1HH_wt:2,-0.627773888,-0.09578394300000001,0.640782222
cysB_mutant:cysBHH:1,-6.795205474,0.264570485,-0.080746947
cysB_mutant:cysBHH:2,-8.735883436,0.272557733,0.395110526
cysB_mutant:cysBHH:3,-5.239945464,0.623227806,0.218049495
ersA_knockout:delersA:1,-3.171394936,0.7866990110000001,0.856721677
ersA_knockout:delersA:2,-9.184624478,0.44038762800000003,0.078845947
ersA_knockout:wt_BHI:1,1.109328793,-0.058743467,-0.200130217
ersA_knockout:wt_BHI:2,-1.109328793,0.058743467,0.200130217
Farnesol_treatment:RNA of 0-1F_L:1,0.616425887,0.10025357800000001,0.043983457000000004
Farnesol_treatment:RNA of 0-1F_L:2,1.397300171,0.182418308,0.045457462000000004
Farnesol_treatment:RNA of 0-1F_L:3,-2.013726058,-0.28267188600000004,-0.08944092000000001
Farnesol_treatment:RNA of 6-F_L1:1,-6.004514756,-0.6591954560000001,-0.230327533
Farnesol_treatment:RNA of 6-F_L1:2,-3.919994262,-0.33431641100000004,-0.252398504
Farnesol_treatment:RNA of 6-F_L1:3,-3.383816525,-0.431871751,-0.285422114
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,1.385855862,0.146401887,0.963622614
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,-3.623069959,0.08797598400000001,0.014510243
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,13.56235078,1.564650736,1.255396657
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,5.291447921,0.239110219,-0.513429562
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,-3.054233824,-0.47348809100000006,-0.464703295
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,11.38244786,1.736921514,1.021953986
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,0.133289291,-0.274260714,-0.455662553
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,-0.133289291,0.274260714,0.455662553
Metabolic_fitness_plasmid:PAO1_pAKD1:1,1.1744667340000001,-1.296546981,-0.48397096700000003
Metabolic_fitness_plasmid:PAO1_pAKD1:2,-0.6449670120000001,-1.500207491,0.50523443
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,1.400794593,0.247270394,0.190311809
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,-0.532198564,-0.23226247100000003,1.178298748
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,-0.31644708600000004,-0.849756956,-0.47086995800000003
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,1.790249088,-0.265902517,-0.20536425600000002
Metabolic_fitness_plasmid:PAO1_pBS228:1,-0.8348394440000001,-0.757669695,-0.034473626
Metabolic_fitness_plasmid:PAO1_pBS228:2,-1.309030921,-0.355578495,-0.834968939
Metabolic_fitness_plasmid:PAO1_RmS149:1,0.642000173,-0.9843912250000001,0.133633982
Metabolic_fitness_plasmid:PAO1_RmS149:2,0.8884149320000001,-0.572972566,0.702086693
mexZ_knockout:del_mexZ:1,-3.287172515,-0.215839847,-0.42388221400000003
mexZ_knockout:del_mexZ:2,-0.43296595200000004,-0.11340573600000001,-0.559379418
mexZ_knockout:del_mexZ:3,-0.37856243900000003,0.170928136,-0.355091871
mexZ_knockout:wt_LB:1,4.551829713,-0.051781366,1.526448826
mexZ_knockout:wt_LB:2,-1.592144485,-0.211091522,-0.603364408
mexZ_knockout:wt_LB:3,-2.959685228,0.262872887,-0.923084419
Mucin_glycans:ABTGC:1,-0.478901915,0.030889582000000002,-0.244444555
Mucin_glycans:ABTGC:2,-1.246120612,-0.062951298,-0.42018736700000003
Mucin_glycans:ABTGC:3,1.063504707,-0.24256708800000001,-0.22923435700000003
Mucin_glycans:ABTGC:4,0.5861649050000001,0.17228067200000002,0.589977812
Mucin_glycans:ABTGC:5,0.075352915,0.10234813200000001,0.303888469
Mucin_glycans:MUC5B:1,-4.593774232,-0.856122059,1.150533272
Mucin_glycans:MUC5B:2,-2.076575946,-0.794921109,1.08582189
Mucin_glycans:Glycans:1,-2.882673173,-0.114437878,0.647832637
Mucin_glycans:Glycans:2,-2.067621669,0.011547122,-0.047818932
NC_002516.2:Planktonic_total_RNA_Rep:1,-2.007215893,-0.07156421,0.233116167
NC_002516.2:Planktonic_total_RNA_Rep:2,-0.368225701,-0.03833893,-0.163195892
NC_002516.2:Planktonic_total_RNA_Rep:3,2.375441594,0.10990314,-0.069920275
NC_002516.2:Biofilm_total_RNA_Rep:1,0.08900171,-1.995154448,0.5360278620000001
NC_002516.2:Biofilm_total_RNA_Rep:2,2.436534148,-1.387493976,0.291083454
Zinc_treatment:PA_Zn:1,-8.033802933,-0.846774715,-0.041994394000000004
Zinc_treatment:PA_Zn:2,-8.172484522,-1.021192175,0.426954339
Zinc_treatment:PA_Zn:3,-9.736299451,-0.936994155,-0.155969581
Zinc_treatment:PA_Zn_wt:1,0.060936376,0.075852125,-0.319333592
Zinc_treatment:PA_Zn_wt:2,-0.060936376,-0.075852125,0.319333592
sRNA_ReaL_represses_RpoS:sRNA_wt:1,-0.079597604,-0.025213415000000003,0.019563006
sRNA_ReaL_represses_RpoS:sRNA_wt:2,0.079597604,0.025213415000000003,-0.019563006
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,2.734109864,-0.6848824370000001,2.258064598
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,5.574296803,-0.531455655,0.454710202
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,4.104293971,-0.752546942,0.502809414
Paeru_PRECISE:CAMHB_wt:1,-32.35863959,-1.967858212,-0.777419732
Paeru_PRECISE:CAMHB_wt:2,-31.37294662,-2.036936867,-0.591334127
Paeru_PRECISE:CAMHB_wt:3,-31.03430397,-2.06820009,-0.337535998
Paeru_PRECISE:CAMHB_wt:4,-31.45835165,-2.256377772,-0.504877291
Paeru_PRECISE:M9glucAA_Pqt10:1,-5.462412758,0.242016905,-0.131552802
Paeru_PRECISE:M9glucAA_Pqt10:2,-3.032562111,0.045483614000000006,-0.350338706
Paeru_PRECISE:M9glucAA_Pqt:1,2.6837159870000002,0.508269568,-0.231432468
Paeru_PRECISE:M9glucAA_Pqt:2,3.46243009,0.667225892,-0.43956204
Paeru_PRECISE:M9glucAA_wo_Pqt:1,5.213821852,0.770686901,-0.310749708
Paeru_PRECISE:M9glucAA_wo_Pqt:2,4.665750684,0.618319656,-0.41999715800000004
Paeru_PRECISE:M9glucAA_NaCl:1,-34.68103782,-2.403287823,-2.431066894
Paeru_PRECISE:M9glucAA_NaCl:2,-32.30997211,-2.312887307,-1.5588491160000002
Paeru_PRECISE:M9glucAA_NaCl:3,-31.6372645,-2.532378635,-1.760980783
Paeru_PRECISE:CAMHB_wt:5,-31.46222479,-2.129532605,-0.29231558
Paeru_PRECISE:CAMHB_wt:6,-30.66178636,-2.18989258,-0.31325582100000005
Paeru_PRECISE:LB_wt:1,-23.61010078,-1.451051778,-3.496444373
Paeru_PRECISE:LB_wt:2,-23.51080656,-1.510993621,-2.949496908
Paeru_PRECISE:M9glucAA_wt:1,0.510513234,-0.08293776500000001,-1.04323138
Paeru_PRECISE:M9glucAA_wt:2,0.49464775,-0.007415008000000001,-0.23183235900000002
Paeru_PRECISE:M9glucAA_lowpH:1,-9.575330237,-0.405981386,-0.391129775
Paeru_PRECISE:M9glucAA_lowpH:2,-9.337455013,-0.61346003,-0.501075132
Paeru_PRECISE:M9glucAA_DPD:1,-2.18518047,0.19576654100000002,0.7165245530000001
Paeru_PRECISE:M9glucAA_DPD:2,-2.165288029,0.201743003,0.9191004760000001
Paeru_PRECISE:M9sucAA_wt:1,-24.96037378,-1.6005719040000002,-2.437735119
Paeru_PRECISE:M9sucAA_wt:2,-28.21034699,-1.106851688,-2.589505461
Paeru_PRECISE:M9glucAA_NaCl:4,-31.81309183,-2.425094682,-2.019003554
Paeru_PRECISE:M9glucAA_NaCl:5,-31.62384004,-2.5879049910000003,-1.7677944110000001
Paeru_PRECISE:M9sucAA_wt:3,-16.82394043,-0.716686605,-1.8635516330000002
Paeru_PRECISE:M9sucAA_wt:4,-9.68751667,-0.35412465,-1.7812931440000002
Paeru_PRECISE:R10LB_wt:1,-2.445494717,-0.216991754,-1.111926952
Paeru_PRECISE:M9glucAA_NaCl:6,-30.64524971,-1.897011226,-1.576099912
Paeru_PRECISE:M9glucAA_NaCl:7,-31.36881794,-2.188463413,-1.67585834
Paeru_PRECISE:M9fructAA_wt:1,-4.578528234,-0.623700714,-0.08615012400000001
Paeru_PRECISE:M9fructAA_wt:2,-7.55323251,-0.7177434690000001,-0.10696016900000001
Paeru_PRECISE:M9GlcNAcAA_wt:1,-1.998278069,-0.580560206,0.10372044200000001
Paeru_PRECISE:M9GlcNAcAA_wt:2,-0.038670425,-0.349276277,0.33670808300000005
Paeru_PRECISE:M9pyruvAA_wt:1,-29.12252592,-2.037536523,-1.245565441
Paeru_PRECISE:M9pyruvAA_wt:2,-28.20637014,-1.256879833,-0.775148692
Paeru_PRECISE:M9fructAA_wt:3,-16.93127107,-0.324743644,-0.228220622
Paeru_PRECISE:M9fructAA_wt:4,-18.00213935,-0.711538748,-0.5309223040000001
Paeru_PRECISE:M9GlcNAcAA_wt:3,-22.32960523,-0.9711917680000001,-1.179589476
Paeru_PRECISE:M9GlcNAcAA_wt:4,-25.36856246,-0.9330510540000001,-1.43125999
Paeru_PRECISE:M9glycAA_wt:1,-23.64103726,-0.77156333,-1.195110429
Paeru_PRECISE:M9glycAA_wt:2,-25.29961867,-0.9124566260000001,-1.11725554
Paeru_PRECISE:M9pyruvAA_wt:3,-29.44452121,-1.8118923260000002,-1.898299232
Paeru_PRECISE:CAMHB_wt:7,-31.62974345,-1.687758477,-0.32467983300000003
Paeru_PRECISE:CAMHB_wt:8,-32.08294537,-1.571652231,0.09039846900000001
Paeru_PRECISE:R10LB_wt:2,-0.8170903020000001,0.690784158,-0.640986132
Paeru_PRECISE:R10LB_wt:3,-1.683364977,0.171314234,-1.101198003
Paeru_PRECISE:R10LB_wt:4,1.8906683850000001,1.016166663,-0.447636497
Paeru_PRECISE:R10LB_wt:5,1.6537500569999999,0.744606854,-0.12246171200000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,-13.55669956,-0.0046011490000000006,-0.895875928
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,-6.813900219,0.35713523700000005,-0.70560499
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,-16.66999044,-0.297287996,-1.190725446
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,-18.360673,-0.49087913600000005,-1.072385666
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,-6.355829746,0.36280068200000004,-1.192685813
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,-6.004374231,0.37290968900000004,-0.776524129
Paeru_PRECISE:M9sucAA_wt:5,-15.16247956,0.071684788,-0.035866825000000005
Paeru_PRECISE:M9sucAA_wt:6,-17.1090815,-0.298351998,-0.28610562100000003
Paeru_PRECISE:R10LB_wt:6,-3.5229052100000002,0.20507533600000002,0.00043612100000000003
Paeru_PRECISE:R10LB_wt:7,-3.771580341,-0.030622814,-0.35160055300000004
Paeru_PRECISE:LB_wt:3,-2.639552279,-0.49245902700000005,-2.059039554
Paeru_PRECISE:LB_wt:4,-2.090015657,-0.614950517,-1.646444451
Paeru_PRECISE:R10LB_NaCl:1,-9.225192262,-1.987129259,-1.33123835
Paeru_PRECISE:R10LB_NaCl:2,-4.145251461,-0.794089464,-1.248303238
Paeru_PRECISE:M9glucAA_wt:3,-2.428754718,-0.547986881,0.396719349
Paeru_PRECISE:M9glucAA_Zn:1,-12.87432319,-2.9550325060000002,2.866335595
Paeru_PRECISE:M9glucAA_Cu:1,-28.44740106,-2.759901213,-2.257247729
Paeru_PRECISE:M9glucAA_NaOCl:1,-14.41572049,-1.032553968,-0.389535426
Paeru_PRECISE:M9GlcNAcAA_8:1,-17.01867633,-0.681158883,-0.056277146
Paeru_PRECISE:M9GlcNAcAA_8:2,-17.95768402,-0.9700768380000001,-0.793361163
Paeru_PRECISE:M9GlcNAcAA_4:1,-22.86186008,-1.720183229,-1.094306204
Paeru_PRECISE:M9GlcNAcAA_4:2,-25.51147432,-1.650488089,-0.7476587290000001
Paeru_PRECISE:M9GlcNAcAA_2:1,-19.25608096,-1.078076793,-1.419766117
