,A,whiB4
degradosome:wt_cas9_ctrl:3,1.5110244894,0.1277133465
degradosome:wt_expn:1,0.4183434622,-0.0662699514
degradosome:wt_expn:2,0.056350737000000005,-0.071651585
degradosome:wt_expn:3,-0.4746941992,0.13792153640000002
delam:0_days_.09:1,0.10905521030000001,0.075827103
delam:0_days_.09:2,-0.1530486618,0.0646355044
delam:0_days_.09:3,0.0349342843,-0.08029876700000001
delam:0_days_.09:4,0.1356834077,-0.1146688486
delam:0_days_control:1,-0.2422787922,-0.0414040303
delam:0_days_control:2,0.0041268976,0.0633128745
delam:0_days_control:3,0.0649577533,-0.0724113947
delam:0_days_control:4,0.1731941413,0.0505025505
delam:1_days_.09:1,-2.8903142227,0.6052197221
delam:1_days_.09:2,-2.6482879458,0.7463306322000001
delam:1_days_.09:3,-2.7762975531,0.5703155824
delam:1_days_.09:4,-2.7880946311,0.6025915908
delam:1_days_control:1,-2.8354053705,0.5124056387
delam:1_days_control:2,-3.2594117466,0.5444533989
delam:1_days_control:3,-2.6404592578,0.4676572855
delam:1_days_control:4,-3.0629131928,0.5145138915
dg_inh:both:1,-1.0575361096,-1.094094688
dg_inh:both:2,-1.1528280876,-1.0987230935
dg_inh:both:3,-1.1450511698999999,-1.0532563227
dg_inh:dg:1,-1.4219664097,-0.4531397941
dg_inh:dg:2,-1.0904531735,-0.41776176260000003
dg_inh:dg:3,-0.9337883834,-0.561672315
dg_inh:DMSO:1,-0.0890855173,0.0803928126
dg_inh:DMSO:2,-0.1282593918,-0.0609508543
dg_inh:DMSO:3,0.2173449091,-0.0194419583
dg_inh:inh:1,-1.2008029545,-0.9949990028000001
dg_inh:inh:2,-1.2942537117000001,-0.9943848033
dg_inh:inh:3,-0.9496275413,-1.0952559045
dormancy:dormant_20d_rifampicin:1,3.4383720815,-0.030079801700000002
dormancy:dormant_20d_rifampicin:2,3.9279475987,-0.4051112448
dormancy:dormant_20d_rifampicin:3,3.8779153637,-0.49478950660000004
dormancy:dormant_no_treatment:1,-0.1517225865,0.2566252958
dormancy:dormant_no_treatment:2,-0.1640609741,-0.0745679387
dormancy:dormant_no_treatment:3,0.3157835605,-0.182057357
eccE1:control:1,-0.15516110500000002,0.0356517081
eccE1:control:2,0.15516110500000002,-0.0356517081
eccE1:delta_eccE1:1,0.3783505951,-0.0204975814
eccE1:delta_eccE1:2,0.8604631805,-0.0751349744
eccE1:delta_eccE1_eccE1_HA_comp:1,0.3949624268,0.23050143320000002
eccE1:delta_eccE1_eccE1_HA_comp:2,0.7851841356,0.0739877109
eccE1:delta_eccE1_empty_vector:1,1.6044684720000002,-0.1385207252
eccE1:delta_eccE1_empty_vector:2,1.2555318612,0.05614519900000001
eccE1:delta_eccE1_myc_p1_HA_comp:1,2.5656491534,-0.2281790809
eccE1:delta_eccE1_myc_p1_HA_comp:2,2.2061024316,-0.0188038167
eccE1:delta_eccE1_mycP1_eccE1_comp:1,1.0543052107,-0.1208677216
eccE1:delta_eccE1_mycP1_eccE1_comp:2,0.45986011190000003,0.1737333073
emb:0_days_2.45:1,0.0229977096,0.0685207348
emb:0_days_2.45:2,0.48818628410000003,-0.22565921900000002
emb:0_days_2.45:3,0.2131318952,-0.1721913593
emb:0_days_2.45:4,0.5088195939,-0.2530045774
emb:0_days_control:1,-0.3458230719,-0.0030708536
emb:0_days_control:2,0.3209043052,-0.1849241919
emb:0_days_control:3,0.2022769402,0.0864470425
emb:0_days_control:4,-0.1773581735,0.1015480029
emb:1_days_2.45:1,0.3060539922,-0.38158138750000004
emb:1_days_2.45:2,0.2808681802,-0.32862970900000005
emb:1_days_2.45:3,0.342633147,-0.2990573307
emb:1_days_2.45:4,0.4542379259,-0.4314785464
emb:1_days_control:1,-0.1944999918,-0.4439247154
emb:1_days_control:2,0.1118308699,-0.5194503488000001
emb:1_days_control:3,0.5520302979,-0.7482583888000001
emb:1_days_control:4,-0.0008571388000000001,-0.46262671720000004
espL:ko:1,0.4522062846,0.0297425734
espL:ko:2,0.2611872441,-0.0234107872
espL:wt:1,0.1620669231,0.014691560800000001
espL:wt:2,-0.1620669231,-0.014691560800000001
esx_1:ko:1,0.5705664266,0.1949827228
esx_1:ko:2,0.9284736034000001,-0.0632520911
esx_1:wt:1,-0.5358428236,0.2607521937
esx_1:wt:2,0.21585846760000002,-0.1938064286
esx_1:wt:3,0.319984356,-0.0669457651
genotoxic:control:1,0.3679009271,-0.1624999581
genotoxic:control:2,-0.3679009271,0.1624999581
genotoxic:growth_supplement:1,2.4382304219,-0.0027345818
genotoxic:growth_supplement:2,0.27730602590000003,0.1432227371
growth:tss_expnt:1,2.7566005057,-1.3867082205
growth:tss_expnt:2,0.5863012378,-0.8893328454
growth:tss_expnt:3,2.7426963568,-1.151109155
growth:tss_starved:1,1.1147081585,-2.2441226907
growth:tss_starved:2,1.5266858199,-2.0139341664
growth:tss_starved:3,0.186387629,-1.8670279551000002
growth:wt_expn:1,0.4080382004,0.008773927
growth:wt_expn:2,-0.7844768516,0.08209850710000001
growth:wt_expn:3,0.37643865120000003,-0.09087243410000001
hs2:treated:1,1.004108488,0.2538834378
hs2:treated:2,0.720376668,0.1676943443
hs2:treated:3,1.7564620184000002,0.155062751
hs2:untreated:1,-0.6344742868000001,-0.0167379306
hs2:untreated:2,0.057588710800000005,-0.17248190970000002
hs2:untreated:3,0.576885576,0.1892198403
hypoxia:000h_.81_DO:1,-0.2544221309,0.0798797489
hypoxia:000h_.81_DO:2,-0.3110485485,-0.18949924810000002
hypoxia:000h_.81_DO:3,0.5654706794000001,0.1096194992
hypoxia:017h_.57_DO:1,2.9865233113,-0.07351954000000001
hypoxia:017h_.57_DO:2,3.1315489548,-0.19674752610000001
hypoxia:017h_.57_DO:3,2.6888057167,-0.24615058080000002
hypoxia:023h_.42_DO:1,3.0164749157,-0.132420661
hypoxia:023h_.42_DO:2,3.7630124077,-0.7577048834
hypoxia:040h_.11_DO:1,0.7074597739,-0.3269035233
hypoxia:040h_.11_DO:2,1.0619255323,-0.1216392627
hypoxia:041h_.09_DO:1,-0.1921558365,-0.37660912750000003
hypoxia:041h_.09_DO:2,0.2332443857,-0.5336133514
hypoxia:041h_.09_DO:3,0.7973835033000001,-0.4440113255
hypoxia:042h_.07_DO:1,1.5481646977999999,-0.5920498177
hypoxia:042h_.07_DO:2,1.1333659766,-0.7279651359
hypoxia:043h_.06_DO:1,1.3557276953000001,-0.2414796885
hypoxia:043h_.06_DO:2,1.6778909516,-0.4595789863
hypoxia:043h_.06_DO:3,0.8572132275000001,-0.3227264526
hypoxia:044h_.04_DO:1,1.6701326120000002,-0.1018318642
hypoxia:044h_.04_DO:2,3.9179668994,-0.5204631684000001
hypoxia:044h_.04_DO:3,1.7357308433,-0.22244771900000002
hypoxia:047h_0_DO:1,2.0947911838,-0.2652265131
hypoxia:047h_0_DO:2,-0.7697802832,-0.49175257710000003
hypoxia:047h_0_DO:3,2.1594055908,-0.4736174427
hypoxia:049h_0_DO:1,1.6343665285,-0.3995440058
hypoxia:049h_0_DO:2,-0.8397323967,-0.39390451130000004
hypoxia:049h_0_DO:3,4.6933185073,-0.3589271888
hypoxia:050h_0_DO:1,4.5078736281000005,-0.46597214330000003
hypoxia:050h_0_DO:2,-0.5917552186,-0.3639852873
hypoxia:050h_0_DO:3,1.6515596571,-0.27811621880000004
hypoxia:052h_0_DO:1,3.1766030334,-0.0131843401
hypoxia:052h_0_DO:2,-0.7902925110000001,0.27145342780000004
hypoxia:052h_0_DO:3,0.5461725544,0.18498739660000002
hypoxia:054h_0_DO:1,1.9489247464,-0.3766555861
hypoxia:054h_0_DO:2,1.1371708256,0.0374124116
hypoxia:054h_0_DO:3,3.2332937412,-0.0030449249
hypoxia:054h_0_DO:4,-0.3815130807,0.1860862768
hypoxia:054h_0_DO:5,3.1112410193,-0.3529749097
hypoxia:070h_0_DO:1,3.6835420284,0.4192012174
hypoxia:070h_0_DO:2,1.3872305235,0.4418675419
hypoxia:088h_0_DO:1,5.3706240141,0.446621058
hypoxia:088h_0_DO:2,3.9953216447,0.38762721110000004
hypoxia:114.5h_.04_DO:1,1.3579517923,-0.017869393600000002
hypoxia:114.5h_.04_DO:2,1.9280186073,0.1078803624
hypoxia:114.5h_.04_DO:3,3.2828494623,0.1853305891
hypoxia:115h_.06_DO:1,1.698927017,-0.0398662528
hypoxia:115h_.06_DO:2,0.42790664710000004,0.071696069
hypoxia:115h_.06_DO:3,0.8822850471,-0.0539782424
hypoxia:116h_.11_DO:1,0.8189856943,-0.162589072
hypoxia:116h_.11_DO:2,0.35649965850000004,-0.0839141245
hypoxia:116h_.11_DO:3,-0.1403439957,0.24447096210000002
hypoxia:120h_.47_DO:1,-2.5672357705,-0.1891997203
hypoxia:120h_.47_DO:2,-3.0772891565,0.07890355240000001
hypoxia:120h_.47_DO:3,-1.733855882,-0.1057555332
kinase:DMSO_0h_F:1,-20.13176075,-0.0158721331
kinase:DMSO_0h_F:2,-20.1237937302,-0.0097011965
kinase:DMSO_0h_F:3,-20.4967309473,-0.0153808181
kinase:DMSO_0h_H:1,-0.3889168745,-0.148865449
kinase:DMSO_0h_H:2,-2.6545051241,-0.041887685200000004
kinase:DMSO_0h_H:3,-2.9565547834,0.2718844675
kinase:DMSO_0h_H:4,-1.8292298001,0.295709011
kinase:DMSO_0h_H:5,-1.7219674639,0.1095404646
kinase:DMSO_0h_H:6,-2.6021646139,0.0183178025
kinase:DMSO_0h_I:1,-0.5577995177,-0.1856891457
kinase:DMSO_0h_I:2,0.20017174710000002,0.0883926887
kinase:DMSO_0h_I:3,0.0023130702,-0.1468380797
kinase:DMSO_0h_I:4,2.1571031406,0.012851646000000001
kinase:DMSO_0h_I:5,-1.0246926096,0.2348799426
kinase:DMSO_0h_I:6,-0.7770958306,-0.0035970518000000003
kinase:pknD_T10_48h:1,-18.0373697914,0.1692919444
kinase:pknD_T10_48h:2,-17.5485083436,0.080778765
kinase:pknD_T10_48h:3,-18.3908225041,0.0867730956
kinase:pknL_T10_48h:1,-14.9039949933,0.3435761332
kinase:pknL_T10_48h:2,-15.604685586,0.2883777061
kinase:pknL_T10_48h:3,-16.590535547,0.2643392287
kinase:pknL_T4_48h:1,-15.9029625992,-0.7418996079
kinase:pknL_T4_48h:2,-16.5415568841,-0.7418840396
kinase:pknL_T4_48h:3,-16.8077266021,-0.8053127232
kinase:T10_12h_F:1,-19.801150895,0.1203361718
kinase:T10_12h_F:2,-20.136460066,0.1417026282
kinase:T10_12h_F:3,-19.5675409189,0.2167396417
kinase:T10_12h_H:1,-21.1026115847,0.0776668241
kinase:T10_12h_H:2,-21.3972568804,0.5054834574
kinase:T10_12h_H:3,-21.2786779985,0.2227226039
kinase:T10_12h_I:1,-14.3466877272,0.5858864819
kinase:T10_12h_I:2,-13.5310074818,0.1675259197
kinase:T10_24h_F:1,-20.5764437992,0.1588647745
kinase:T10_24h_F:2,-20.375410767,0.18451152880000002
kinase:T10_24h_F:3,-20.3616891436,0.0641829379
kinase:T10_24h_H:1,-20.3499565499,0.1398143376
kinase:T10_24h_H:2,-21.1232640909,0.0175434205
kinase:T10_24h_H:3,-21.4828959137,0.0284110162
kinase:T10_24h_I:1,-15.0646720645,0.1765467749
kinase:T10_24h_I:2,-14.9696104551,0.1442105802
kinase:T10_48h_F:1,-21.1342087219,0.1437106416
kinase:T10_48h_F:2,-22.2380613025,0.1257417442
kinase:T10_48h_F:3,-20.9046962174,0.1170291091
kinase:T10_48h_H:1,-21.4884350943,-0.2061255002
kinase:T10_48h_H:2,-21.7884039046,-0.22459888200000003
kinase:T10_48h_H:3,-22.0399677334,0.0070589924
kinase:T10_48h_I:1,-14.5889788431,0.0094884696
kinase:T10_48h_I:2,-15.8375355799,-0.008951611200000001
kinase:T10_48h_I:3,-15.416064677,0.0963730188
kinase:T4 _48h_H:1,-19.920159108500002,-0.9194448513000001
kinase:T4 _48h_H:2,-20.5433743006,-0.9426904701000001
kinase:T4 _48h_H:3,-21.2734853396,-0.8847373998
kinase:T4 20 _12h_I:1,-11.9523295732,-0.5474836482000001
kinase:T4 20 _12h_I:2,-13.3532253313,-0.40934811800000004
kinase:T4 20 _12h_I:3,-13.3733504407,-0.34512571280000004
kinase:T4_12h_F:1,-19.1164104603,-0.2948663433
kinase:T4_12h_F:2,-18.9926635668,-0.3319340919
kinase:T4_12h_F:3,-18.9605077525,-0.1802614042
kinase:T4_12h_H:1,-20.8500881622,-0.08292283040000001
kinase:T4_12h_H:2,-20.5048574401,-0.1921773467
kinase:T4_12h_H:3,-19.509641733,-0.3101844965
kinase:T4_24h_F:1,-19.4661476393,-0.40839920160000004
kinase:T4_24h_F:2,-19.6667183943,-0.5018389917
kinase:T4_24h_F:3,-19.5637297112,-0.5320153486
kinase:T4_24h_H:1,-19.3764142724,-0.7655924733
kinase:T4_24h_H:2,-20.3394756306,-0.5107310812
kinase:T4_24h_H:3,-19.2997002391,-0.6994789594
kinase:T4_24h_I:1,-13.0000557019,-1.0478436946
kinase:T4_24h_I:2,-14.2353311278,-0.8791967713000001
kinase:T4_48h_F:1,-19.1269795827,-0.7320489648
kinase:T4_48h_F:2,-19.678472671,-0.740280994
kinase:T4_48h_F:3,-18.741902902,-0.7058704211
kinase:T4_48h_I:1,-15.9745107749,-0.9209895220000001
kinase:T4_48h_I:2,-15.142887932,-1.0148459425
kinase:T4_48h_I:3,-14.686849342,-1.0751907994
kinase:WT_T10_48h:1,-21.1699818009,-0.0090802301
kinase:WT_T10_48h:2,-19.34720587,-1.1132535493
kinase:WT_T10_48h:3,-18.7042268051,-1.0961371668
kinase:WT_T10_48h:4,-20.4952408612,-0.0202049933
kinase:WT_T10_48h:5,-20.259062544,0.07751158600000001
kinase:WT_T4_48h:1,-20.4706163883,-0.654298492
kinase:WT_T4_48h:2,-19.8664688451,-0.6021311303
kinase:WT_T4_48h:3,-20.2085766374,-0.4964782726
levofloxacin:control:1,0.479447383,-0.0118836101
levofloxacin:control:2,-0.45406355190000003,-0.0943186531
levofloxacin:control:3,-0.0253838312,0.10620226320000001
levofloxacin:treated:1,5.3798940247,0.0041208193
levofloxacin:treated:2,7.0700308088,-0.116000084
levofloxacin:treated:3,6.8602059118,0.1465339168
linez:0_days_4:1,-0.9261179718,0.4012559103
linez:0_days_4:2,-0.8864712212,0.5443184627000001
linez:0_days_4:3,-1.0038817992,0.6293675235
linez:0_days_4:4,-1.1373931929,0.5466591093000001
linez:0_days_control:1,0.40380650970000004,-0.1576649091
linez:0_days_control:2,-0.3555402823,0.0464030489
linez:0_days_control:3,0.060195849,0.0567004912
linez:0_days_control:4,-0.10846207640000001,0.054561369000000005
linez:1_days_4:1,-0.8106613432,0.37918309720000004
linez:1_days_4:2,-0.9218465263000001,0.3893255232
linez:1_days_4:3,-0.5767193457,0.3519140754
linez:1_days_4:4,-0.3640987081,0.29227936520000003
linez:1_days_control:1,0.2133888401,-0.0446195647
linez:1_days_control:2,-0.1952925485,-0.236091558
linez:1_days_control:3,-0.2158851669,-0.0144775122
lipid:dextrose_exp:1,-0.0845698731,0.1209805548
lipid:dextrose_exp:2,0.0845698731,-0.1209805548
lipid:dextrose_hypo:1,-3.1843486244,2.9839660519
lipid:dextrose_hypo:2,-3.3209175568,2.6209357877
lipid:dextrose_stat:1,-1.1849427748,1.5668710907999999
lipid:dextrose_stat:2,-1.3002986544000001,1.3752248065
lipid:lipid_exp:1,3.1263923628,-1.0485079829
lipid:lipid_exp:2,1.9033279875,-1.3851122688
lipid:lipid_stat:1,-4.2119700814,-0.433578018
lipid:lipid_stat:2,-3.1033318854,-0.8102553663000001
mcr11:mcr11_mutant:1,8.8898696243,0.0075569459000000005
mcr11:mcr11_mutant:2,9.5717847042,-0.1440318153
mcr11:mcr11_mutant:3,10.3132925497,-0.006703760600000001
mcr11:wt:1,0.2881729873,-0.09548995390000001
mcr11:wt:2,-0.5757106839,0.0240988141
mcr11:wt:3,0.2875376967,0.0713911398
miceAV_macro:24h_control:1,0.1120666446,-0.0872582632
miceAV_macro:24h_control:2,-0.3942858674,-0.015282859800000001
miceAV_macro:24h_control:3,0.2822192228,0.10254112300000001
miceBMDM:inf02:1,0.7460235141,-0.6528237022000001
miceBMDM:inf02:2,-0.31494255200000004,0.0680301661
miceBMDM:inf02:3,-0.26668091120000004,-0.6894202412
miceBMDM:inf24:1,0.6116803373,-0.5775449526
miceBMDM:inf24:2,-0.4720379376,-0.6596816600000001
miceBMDM:inf24:3,0.8568200402,-0.8007551983000001
miceBMDM:inf08:1,0.5848782421000001,-0.8182227555
miceBMDM:inf08:2,1.0602456073,-0.8791653382
miceBMDM:inf08:3,1.1794904658,-0.9032809246
miceBMDM:no_inf02:1,-0.3435255991,-0.1510051734
miceBMDM:no_inf02:2,0.08163967700000001,-0.0020174518000000002
miceBMDM:no_inf02:3,0.2618859221,0.1530226252
miceBMDM:no_inf24:1,1.8789171385999999,-0.3852289109
miceBMDM:no_inf24:2,2.5632510825,-0.2673512263
miceBMDM:no_inf24:3,2.4007770545,-0.4571330322
miceBMDM:no_inf08:1,1.3921386246,0.21910462
miceBMDM:no_inf08:2,0.8414429617,0.2290444223
miceBMDM:no_inf08:3,1.5555973048,0.0200289992
miceNF:control:1,-0.2955715364,0.1423062529
miceNF:control:2,0.2955715364,-0.1423062529
miceNF:invivo:1,4.7727684902,-1.1546291323
miceNF:invivo:2,7.7713053349,-1.0031527422
miceNF:invivo:3,6.0763260531,-0.9118754830000001
mihF:mihF_mutant_atc:1,10.2664356725,-1.1281040632
mihF:mihF_mutant_atc:2,9.478472937,-0.6831360421
mihF:mihF_mutant_no_atc:1,0.0057755852,0.013411866000000001
mihF:mihF_mutant_no_atc:2,0.28822875800000003,0.1331694131
mihF:wt_atc:1,0.2216791223,0.2011719502
mihF:wt_atc:2,-0.4987974565,0.2601917391
mihF:wt_no_atc:1,-0.1604421192,0.1943846186
mihF:wt_no_atc:2,0.1604421192,-0.1943846186
mmpl3:mutant_no_ATC:1,0.294379326,-0.1185710647
mmpl3:mutant_no_ATC:2,-0.294379326,0.1185710647
mmpl3:mutant_with_ATC:1,-0.5691592015,-0.23536231870000002
mmpl3:mutant_with_ATC:2,-0.8684459488,-0.7107054726
mrsI:ko_iron_atc:1,2.6408924804,0.17620680060000002
mrsI:ko_iron_atc:2,2.3392086256,-0.2484940054
mrsI:ko_iron_no_atc:1,-37.8359503615,1.5928004225999999
mrsI:ko_iron_no_atc:2,-37.0552896777,1.5989205357
mrsI:ko_ox_atc:1,-36.7738260009,1.6333478049
mrsI:ko_ox_atc:2,-37.1758963199,1.5495745053999999
mrsI:ko_ox_no_atc:1,-28.2570536464,1.8229714193
mrsI:ko_ox_no_atc:2,-28.490977136,1.7284092517
