,BSU_misc_RNA_31
M40t45_2,10.7085
M40t45_3,10.0901
M40t90_1,10.3637
M40t90_2,10.6539
M40t90_3,11.5506
dia0_1,8.6984
dia0_2,9.1141
dia0_3,9.2256
dia5_1,9.7001
dia5_2,9.8547
dia5_3,9.7495
dia15_1,9.7356
dia15_2,9.9081
dia15_3,8.5314
C30_1,10.6664
C30_2,10.9997
C90_1,12.8993
C90_2,12.9052
SMM_1,13.5629
SMM_2,13.8326
SMM_3,13.6502
Salt_1,10.6265
Salt_2,10.3647
Salt_3,10.6684
M+G_1,12.1568
M+G_2,13.1661
M+G_3,12.8647
Glu_1,13.7336
Glu_2,13.3377
Glu_3,13.9844
Fru_1,14.0578
Fru_2,13.0795
Fru_3,12.5729
Mal_1,11.1495
Mal_2,12.5473
Mal_3,12.1112
G+S_2,11.887
G+S_3,12.9415
Pyr_1,11.2167
Pyr_2,12.2985
Pyr_3,11.8848
Gly_1,11.037
Gly_2,11.7844
Gly_3,10.4299
Glucon_1,12.0588
Glucon_2,12.4805
Glucon_3,10.9592
BI_1,11.4169
BI_2,11.4719
BC_2,11.3393
BC/t_1,11.5048
BC/t_2,12.057
BC_1,10.7897
Sw_1,12.5216
Sw_2,11.9354
BMM_1,15.2934
BMM_2,15.0665
BMM_3,14.6149
Heat_1,13.8796
Heat_2,13.8442
Heat_3,13.6252
Cold_1,11.3439
Cold_2,11.0672
Cold_3,9.9885
Etha_1,10.6196
Etha_2,9.3032
Etha_3,9.7232
SMMPr_1,12.6272
SMMPr_2,12.232
SMMPr_3,12.1429
HiTm_1,12.0772
HiTm_2,13.642
HiTm_3,14.6801
LoTm_1,13.0432
LoTm_2,12.9415
LoTm_3,13.0279
HiOs_1,14.1511
HiOs_2,13.8879
HiOs_3,14.0798
Oxctl_1,8.1169
Oxctl_2,8.3214
Oxctl_3,8.0799
Diami_1,10.5948
Diami_2,9.9246
Diami_3,9.1786
Paraq_1,8.0727
Paraq_2,8.1047
Paraq_3,7.2297
H2O2_1,7.8507
H2O2_2,8.0919
H2O2_3,8.2063
HPh_1,11.9868
HPh_2,11.4136
HPh_3,12.7066
LPh_1,11.4732
LPh_2,11.5634
LPh_3,11.3349
LPhT_1,11.2223
LPhT_2,10.999
LPhT_3,11.3314
aero_1,11.2947
aero_2,9.8532
aero_3,10.6968
nit_1,11.7806
nit_2,12.1082
nit_3,11.2247
ferm_1,11.326
ferm_2,10.7761
ferm_3,11.0483
