k,name,regulator_readable,function,category,n_genes,exp_var,precision,recall,category_num
85,MvfR,MvfR,PQS signalling,Miscellaneous Metabolism,7,0.0041018846920025664,1.0,0.63636364,4
86,Hypothetical,,,Uncharacterized,9,0.004827500736724333,,,14
87,DguR,DguR,D-glu utilization,Amino Acid and Nucleotide Biosynthesis,4,0.0014797803246000552,0.75,1.0,1
88,NRPS,,Nonribosomal peptide synthetase,Biosynthetic Gene Cluster,11,0.011826957571587915,,,6
89,QscR-2,RhlR or QscR,Phenazine/Pyocyanin biosynthesis,Biosynthetic Gene Cluster,33,0.02814769049548005,0.45454545,0.625,6
90,RoxR,RoxR,Cytochrome oxidases,Energy Metabolism,21,0.005567433372937525,0.14285714,1.0,2
91,CysB-2,CysB or YdfF,ABC transporter (Sulphur metabolism),Metal Homeostasis,55,0.014202235649606654,0.10909091,0.46153846,3
92,RpoS-2,RpoS or MmsR,General stress response,Stress Response,113,0.0347375837416265,0.09734513,0.57894737,10
93,PprB,PprB,Flp pilus assembly protein,Structural Components,20,0.008589118366983062,0.25,1.0,8
94,Cell Division,,Cell wall biosynthesis,Structural Components,15,0.016947576376572293,,,8
95,MdcR,MdcR,Malonate synthesis,Miscellaneous Metabolism,8,0.0033791535084641833,0.875,1.0,4
96,LexA,LexA or GbuR,SOS response for DNA protection and repair,Stress Response,15,0.0032514363140182523,0.66666667,0.5555555600000001,10
97,AmiR,GlcC or AmiR,Amidase operon,Miscellaneous Metabolism,10,0.0043568475147626184,0.7000000000000001,0.7000000000000001,4
98,Uncharacterized-14,,,Uncharacterized,10,0.0018837072889876794,,,14
99,Uncharacterized-15,,,Uncharacterized,14,0.0025993729899235207,,,14
100,Uncharacterized-16,,,Uncharacterized,49,0.0005416098802046854,,,14
101,Translational-3,,,Translational,40,0.026287166605132195,,,5
102,AcoR,AcoR,"2,3-butanediol and acetoin catabolism",Carbon Source Utilization,6,0.0020169828988912952,1.0,1.0,0
103,Uncharacterized-17,,,Uncharacterized,43,0.005953524605872396,,,14
