k,Name,Regulator,Function,Category,n_genes,precision,recall,category_num
31,RcsC-related,,,Membrane Homeostasis,40,,,11
32,RhaS,Crp and RhaS,,Carbon Metabolism,8,0.75,1.0,0
33,sokB/rdlD,sokB or rdlD,,Toxin/Antitoxin,2,1.0,1.0,22
34,NanR,NanR,,Carbon Metabolism,10,0.9,0.818181818,0
35,FadR,FadR,,Fatty Acid Metabolism,13,0.6923079999999999,0.409091,1
36,ECA,,,Extracellular Structures,10,,,12
37,NrdR,NrdR,,Nucleotide Metabolism,6,1.0,0.666666667,3
38,Cytochrome bo3,,,Energy Metabolism,14,,,4
39,DksA-related,,,Stringent Response,13,,,15
40,soxS KO,,,Redox Stress,2,,,17
41,GlcC,IHF and ArcA and PdhR and GlcC,,Carbon Metabolism,6,1.0,1.0,0
42,BW25113,,,Strain Difference,19,,,23
43,BaeR+CpxR,BaeR and CpxR,,Membrane Homeostasis,10,0.6000000000000001,0.75,11
44,NikR+Fnr+NarL,NikR and Fnr and NarL and RpoN,,Metal Homeostasis,5,1.0,0.833333,9
45,Isoleucine,Ile-tRNA and ppGpp,,Amino Acid Metabolism,7,1.0,0.875,2
46,PspF,RpoN and IHF and PspF,,Phage Shock,6,0.833333,0.833333,20
47,OxyR,OxyR,,Redox Stress,18,0.5,0.310344828,17
48,Tryptophan,TrpR or Trp-tRNA or L-tryptophan,,Amino Acid Metabolism,9,1.0,0.6923079999999999,2
49,SG_ynfT,,,Unknown,1,,,24
50,CsqR,CsqR,,Carbon Metabolism,11,0.45454545500000004,1.0,0
51,CueR,CueR,,Metal Homeostasis,4,0.5,1.0,9
52,LldR+ArcA,ArcA and LldR,,Carbon Metabolism,3,1.0,1.0,0
53,Thiamine-1,Thiamine diphosphate,,Cofactor Metabolism,9,0.8888889999999999,1.0,8
54,SG_yoaI,,,Unknown,1,,,24
55,PuuR,RpoS and ArcA and PuuR,,Nitrogen Metabolism,8,1.0,1.0,6
56,SG_yqfG,,,Unknown,1,,,24
57,Hydrogenase 1,,,Redox Stress,8,,,17
58,YcjW,YcjW,,Carbon Metabolism,17,0.6470589999999999,1.0,0
59,Anaero-related,,,Anaerobiosis,28,,,5
60,pdhR KO,,,Carbon Metabolism,1,,,0
61,SG_ydaG,,,Unknown,1,,,24
62,NsrR,NsrR,,Redox Stress,11,0.727273,0.097561,17
63,thrA KO,,,Amino Acid Metabolism,5,,,2
64,GntR,GntR,,Carbon Metabolism,13,0.38461538500000003,1.0,0
65,SG_ymgI,,,Unknown,3,,,24
66,Fnr+NarLP,Fnr and NarP and NarL,,Nitrogen Metabolism,23,0.956522,0.628571,6
67,RcsAB,RcsAB,,Membrane Homeostasis,38,0.157894737,0.75,11
68,MalT,MalT,,Carbon Metabolism,9,0.8888888890000001,1.0,0
69,TyrR,TyrR,,Amino Acid Metabolism,10,0.7000000000000001,0.636363636,2
70,SG_yoaG,,,Unknown,2,,,24
71,Molybdopterin,Molybdopterin,,Cofactor Metabolism,4,1.0,0.8,8
72,Membrane-2,,,Membrane Homeostasis,31,,,11
73,Fnr-2,Fnr,,Anaerobiosis,67,0.22388059700000001,0.148514851,5
74,Suf System,IHF and IscR and OxyR and ppGpp and Fur and NsrR,,Fe-S Cluster Assembly,6,1.0,1.0,10
75,AtoC,RpoN and AtoC,,Fatty Acid Metabolism,4,1.0,1.0,1
76,ROS Del,,,Redox Stress,14,,,17
77,Leucine,LeuO and Leu-tRNA and ppGpp,,Amino Acid Metabolism,5,0.8,1.0,2
78,SoxS,SoxS,,Redox Stress,110,0.20909090900000002,0.7931034480000001,17
79,Translation,DksA,,Translation,50,0.8,0.357143,14
80,rdlC,rdlC,,Toxin/Antitoxin,1,1.0,1.0,22
81,Membrane Stress,,,Membrane Homeostasis,23,,,11
82,RcnR,RcnR,,Metal Homeostasis,2,1.0,0.666667,9
83,Lrp,Lrp,,Amino Acid Metabolism,32,0.3125,0.19230799999999998,2
84,Nac,Nac,,Nitrogen Metabolism,30,0.233333333,0.875,6
85,pgi KO,,,Carbon Metabolism,6,,,0
86,KdpE,KdpE,,Metal Homeostasis,5,0.6000000000000001,1.0,9
87,PhoB-2,PhoB,,Phosphate Metabolism,23,0.826086957,0.404255319,7
88,ALE Muts,,,Unknown,84,,,24
89,RbsR+dsrA,dsrA and Crp and RbsR,,Carbon Metabolism,6,1.0,1.0,0
90,CysB-2,CysB,,Amino Acid Metabolism,10,0.8,0.258065,2
91,FlhDC-1,FlhDC,,Motility,31,0.516129032,0.41025641,13
92,SG_ghoT,,,Toxin/Antitoxin,3,,,22
93,Crp-1,Crp,,Carbon Metabolism,24,0.5,0.041236999999999996,0
94,ArgR,ArgR,,Amino Acid Metabolism,23,0.869565217,0.540540541,2
95,Envelope Stress,,,Membrane Homeostasis,64,,,11
96,SG_ytiC,,,Unknown,1,,,24
97,ProVWX,,,Membrane Homeostasis,3,,,11
98,oxyR ALE,,,Redox Stress,14,,,17
99,GadX,GadX,,Redox Stress,17,0.5882352940000001,0.7692307690000001,17
100,NtrC-1,RpoN and NtrC,,Nitrogen Metabolism,7,0.857143,0.352941,6
101,YmfT,,,Unknown,16,,,24
102,XylR,Crp and XylR,,Carbon Metabolism,14,0.5,0.875,0
103,Cytochrome c,,,Energy Metabolism,7,,,4
104,ArcA,ArcA,,Anaerobiosis,47,0.574468,0.117391,5
105,PAL Del-1,,,Unknown,41,,,24
106,SG_ynfQ,,,Prophage,1,,,21
107,SG_ykgR,,,Unknown,1,,,24
108,BirA,BirA,,Cofactor Metabolism,6,0.833333333,1.0,8
109,EvgA,EvgA,,Membrane Homeostasis,16,0.75,0.705882353,11
110,menF KO,,,Metal Homeostasis,6,,,9
111,CP4-44,,,Prophage,4,,,21
112,BluR,BluR,,Extracellular Structures,5,0.8,1.0,12
113,asr,PhoB and RcdA and H-NS and RstA,,Redox Stress,1,1.0,1.0,17
114,LsrR,RpoS and Crp and LsrR,,Quorum Sensing,8,0.75,0.857143,16
115,SG_pinH,,,Unknown,3,,,24
116,Hot TALE Mut-1,,,Unknown,13,,,24
117,UC-1,,,Unknown,47,,,24
118,AHAS I,,,Amino Acid Metabolism,4,,,2
119,ZntR/Zur/CueR,ZntR or Zur or CueR,,Metal Homeostasis,13,0.461538,1.0,9
120,RpoE,RpoE,,Membrane Homeostasis,16,0.6875,0.09909909900000001,11
121,Cytochrome bd-I,,,Energy Metabolism,5,,,4
122,Fur-1,Fur,,Metal Homeostasis,26,0.6923076920000001,0.268656716,9
123,PurR,ppGpp and PurR,,Nucleotide Metabolism,23,0.391304,0.818182,3
124,ArgP,ArgP,,Amino Acid Metabolism,25,0.24,0.46153846200000004,2
125,FDH-O,,,Energy Metabolism,7,,,4
126,AllR/AraC/FucR,FucR or AraC or AllR,,Carbon Metabolism,16,1.0,0.533333,0
127,FucR/ExuR,FucR or ExuR,,Carbon Metabolism,15,0.666667,0.625,0
128,Single Reads,,,Unknown,37,,,24
129,PAL Dup,,,Unknown,89,,,24
130,Fur-2,Fur,,Metal Homeostasis,41,0.5365853660000001,0.328358209,9
131,Mlc,Mlc and Crp,,Carbon Metabolism,12,0.41666699999999995,0.5,0
132,ydcI KO,,,Redox Stress,5,,,17
133,CecR,CecR,,Membrane Homeostasis,5,1.0,1.0,11
134,Fnr+IHF+gcvB,Fnr and IHF and gcvB,,Carbon Metabolism,8,0.625,0.833333,0
135,YgbI,YgbI,,Carbon Metabolism,11,0.545455,1.0,0
136,ComR/FlhDC/SgrR,ComR or FlhDC or SgrR,,Motility,10,0.7000000000000001,0.14893599999999999,13
137,LexA,LexA,,DNA Damage,18,0.5555555560000001,0.43478260900000004,18
138,SG_yjiS,,,Unknown,1,,,24
139,Cra,Cra,,Carbon Metabolism,15,0.733333,0.14102599999999998,0
140,GlpR-1,GlpR,,Carbon Metabolism,9,1.0,1.0,0
141,flhDC,Crp and H-NS and QseB and AcrR and Fur and FliZ and HdfR and IHF and LrhA and OmpR and RcsAB and YjjQ,,Motility,2,1.0,1.0,13
142,SG_hokA,,,Toxin/Antitoxin,1,,,22
143,NtrC-2,NtrC and RpoN,,Nitrogen Metabolism,9,0.8888889999999999,0.163265,6
144,fur KO,,,Metal Homeostasis,2,,,9
145,Glyoxylate,Cra and IHF and Crp and IclR and ArcA,,Carbon Metabolism,3,1.0,1.0,0
146,PaaX,IHF and Crp and PaaX,,Carbon Metabolism,10,0.8,0.666667,0
147,ubiC,,,Energy Metabolism,4,,,4
148,SG_ydaF,,,Unknown,2,,,24
149,NDH-1,,,Energy Metabolism,8,,,4
150,SG_ldrA,,,Unknown,3,,,24
151,CCK-PGI Del,,,Unknown,14,,,24
152,Fe-related-2,,,Metal Homeostasis,6,,,9
153,Spermidine,Spermidine,,Amino Acid Metabolism,9,0.5555559999999999,1.0,2
154,CdaR,CdaR,,Carbon Metabolism,10,0.9,1.0,0
155,PrpR+Cra,RpoN and PrpR and Cra,,Carbon Metabolism,5,0.8,1.0,0
156,FliA,FliA,,Motility,32,0.46875000000000006,0.6000000000000001,13
157,FecI,FecI,,Metal Homeostasis,8,0.625,1.0,9
158,CpxR,CpxR,,Membrane Homeostasis,50,0.34,0.346939,11
159,SG_ydfW,,,Unknown,1,,,24
160,YgeV,,,Unknown,16,,,24
161,Crp-2,Crp,,Carbon Metabolism,74,0.364865,0.049815,0
162,SG_yfiF,,,Unknown,3,,,24
163,Histidine,His-tRNA and DksA,,Amino Acid Metabolism,9,0.8888889999999999,1.0,2
164,RpoH,RpoH,,Heat Shock,43,0.8604651160000001,0.300813008,19
165,YheO,,,Unknown,11,,,24
166,PAL Del-2,,,Unknown,107,,,24
167,SG_intG,,,Unknown,1,,,24
168,tpiA ALE,,,Unknown,8,,,24
169,sdh KO,,,Carbon Metabolism,5,,,0
170,GadE+FliZ,GadE and FliZ,,Membrane Homeostasis,9,0.666666667,0.75,11
171,ComR/MarR,ComR or MarR,,Metal Homeostasis,10,0.4,1.0,9
172,GcvA,GcvA,,Amino Acid Metabolism,5,0.6000000000000001,0.75,2
173,SG_xisR,,,Unknown,1,,,24
174,CCK IS,,,Unknown,15,,,24
175,Hot TALE Mut-2,,,Unknown,18,,,24
176,GadEXW,GadE or GadX or GadW,,Redox Stress,9,0.666667,0.30000000000000004,17
177,ppGpp,ppGpp,,Stringent Response,73,0.8767119999999999,0.084768,15
178,gnd KO,,,Carbon Metabolism,2,,,0
179,SG_ythA,,,Unknown,1,,,24
180,NagC,NagC,,Carbon Metabolism,16,0.75,0.6000000000000001,0
181,GutM+SrlR,GutM and SrlR,,Carbon Metabolism,6,1.0,0.857143,0
182,Fe-related-3,,,Metal Homeostasis,10,,,9
183,YciT,,,Unknown,6,,,24
184,Molybdenum,,,Metal Homeostasis,5,,,9
185,MetJ,MetJ,,Amino Acid Metabolism,17,0.29411764700000004,0.7142857140000001,2
186,Resistance,,,Membrane Homeostasis,55,,,11
187,entC ALE,,,Unknown,8,,,24
188,RpoS,RpoS,,Stringent Response,125,0.34400000000000003,0.163498099,15
189,ExuR/YdfH/RhaRS,ExuR or YdfH or RhaR or RhaS,,Carbon Metabolism,7,1.0,0.388889,0
190,CysB+Cbl,CysB and Cbl,,Amino Acid Metabolism,18,0.5,1.0,2
191,FlhDC-2,FlhDC,,Motility,41,0.829268293,0.871794872,13
192,ZraR,ZraR,,Metal Homeostasis,2,1.0,0.222222,9
193,NtrC-3,NtrC and RpoN,,Nitrogen Metabolism,23,0.826087,0.38775499999999996,6
194,PhoP,PhoP,,Metal Homeostasis,20,0.4,0.4,9
195,ryhB,ryhB,,Metal Homeostasis,11,0.6363639999999999,0.212121,9
196,pts ALE,,,Unknown,41,,,24
197,BasR,BasR,,Metal Homeostasis,16,0.5625,0.409091,9
198,pts KO,,,Carbon Metabolism,37,,,0
199,AscG,AscG and Crp,,Carbon Metabolism,3,0.666667,0.5,0
200,SG_xisD,,,Unknown,1,,,24
201,YbaQ,,,Unknown,6,,,24
202,SG_yojO,,,Unknown,1,,,24
203,ROS_yedX,,,Unknown,6,,,24
204,SG_ydfA,,,Unknown,1,,,24
205,SSW_cspC,,,Unknown,2,,,24
206,AA-related,,,Amino Acid Metabolism,29,,,2
207,SG_alaE,,,Unknown,4,,,24
208,SG_cspH,,,Unknown,3,,,24
209,SG_ymcE,,,Unknown,2,,,24
210,OmpR,OmpR,,Membrane Homeostasis,9,0.666667,0.18181799999999998,11
211,NarL,NarL,,Nitrogen Metabolism,10,0.9,0.134328,6
212,NtrC+RpoS,NtrC and RpoN and RpoS,,Nitrogen Metabolism,19,0.578947,0.6470589999999999,6
213,SG_ybfQ,,,Unknown,4,,,24
214,SG_ynaM,,,Unknown,2,,,24
215,GlpR-2,GlpR,,Carbon Metabolism,6,0.833333,0.5555559999999999,0
216,PdeL,,,Unknown,6,,,24
217,SG_sgrT,,,Unknown,2,,,24
