,A,cdaR
omv:spi2_ind_lowOD_intracellularRNAs:2.0,0.8330330687,-0.5789185840000001
omv:spi2_ind_highOD_intracellularRNAs:1.0,7.3427789943,-1.3510157993
omv:spi1_ind_highOD_intracellularRNAs:1.0,0.8715670584,-0.0794496301
omv:spi2_ind_highOD_intracellularRNAs:2.0,4.9954067438,-0.7308559172
omv:spi2_ind_highOD_intracellularRNAs:3.0,2.4382002751,-1.3220519093
omv:controlPCN_highOD_intracellularRNAs:1.0,7.4182641612,1.8305145393000002
omv:controlPCN_highOD_intracellularRNAs:2.0,7.3589350327,1.4968699987
omv:controlPCN_highOD_intracellularRNAs:3.0,5.8421464193,1.9822962109
omv:spi1_ind_highOD_intracellularRNAs:2.0,1.1888484791,-0.2235016537
omv:spi1_ind_highOD_intracellularRNAs:3.0,1.2734548524,0.0077793478
omv:controlPCN_lowOD_intracellularRNAs:1.0,0.0677854584,0.3224810631
omv:controlPCN_lowOD_intracellularRNAs:2.0,-0.1628534358,-0.4894864243
omv:spi2_ind_lowOD_intracellularRNAs:3.0,1.3426625174,-0.6470452096
omv:controlPCN_lowOD_intracellularRNAs:3.0,0.0950679775,0.1670053612
sv5015:STM1625:1.0,-0.33381085590000004,-0.2608018299
sv5015:STM1625:2.0,-0.4247603251,0.2544019992
sv5015:STM1625:3.0,-0.166096867,0.08872548970000001
sv5015:STM0581:1.0,0.8107157465,0.6679693549
sv5015:STM0581:2.0,0.9203749673,0.8280805955
sv5015:STM0581:3.0,1.4633810354,0.8082881310000001
sv5015:WT:1.0,-0.24151153320000002,0.0289893993
sv5015:WT:2.0,0.0979488943,-0.194198071
sv5015:WT:3.0,0.1435626389,0.1652086718
tomato:tomato_root:1.0,3.8663258107000003,1.1921511407
tomato:tomato_root:2.0,3.2726207192,1.1475700393000001
tomato:tomato_root:3.0,2.9789956525,1.4259557575000001
tomato:LB:1.0,-0.3683911483,-0.0345707882
tomato:LB:2.0,0.3683911483,0.0345707882
AcrB_efflux_virulence:AcrB_D408A:1.0,-0.5856114065,-0.1707377371
AcrB_efflux_virulence:AcrB_D408A:2.0,-0.4057799526,-0.3840687149
AcrB_efflux_virulence:AcrB_D408A:3.0,-1.331471971,-0.5379017121
AcrB_efflux_virulence:WT:1.0,-0.2475615384,0.1261739265
AcrB_efflux_virulence:WT:2.0,-0.0312071022,-0.1466578938
AcrB_efflux_virulence:WT:3.0,0.2787686406,0.0204839672
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,0.1050668592,-0.1451532824
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,-14.9173744939,-1.5439597307000001
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,-14.3479118754,-1.709294248
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,-1.7232807407,0.9502299903
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,-14.4851424168,-1.4268870191
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,-14.785928493,-0.4620680454
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,2.6236478031,1.1454832985
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,-1.7227733481,0.2693731797
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,1.1639892389,0.7504680682
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,-1.1763742716,0.9763144864000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,-14.7067383178,-1.2997103829
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,-14.1222802626,-1.5824862345000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,-14.1440771914,-0.7445454372
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,-13.82703829,-1.3685872951
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,-15.2399303654,-0.8018017047
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,-13.4513159865,-0.9397837129000001
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,-3.1024558173,0.1931305623
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,-9.369215847,-0.7824083819000001
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,-5.6708182889,-0.0681375481
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,-11.5651871497,-0.7463991073
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,-11.8557970124,-0.9584248459
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,-4.8370775766000005,-0.049111628000000004
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,5.3341360377,0.5804155320000001
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,-0.4970584612,-0.5313039039
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,-12.9959177033,-1.5765247079
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,-12.3318171281,-1.565352302
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,-12.5720284004,-1.609900767
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,0.3259333782,0.5734975103000001
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,-14.062686472,-1.0539559996
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,-12.8390151944,-1.5526968333
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,-10.071090414,-1.3964770248
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,-15.0489250889,-1.8627390634
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,-14.1496829387,-1.7324506172
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,-8.5608197725,0.1392298102
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,-0.8064323689,0.9044130103
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,-13.92111023,-1.3585953006
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,-13.9871200726,-1.3253748324
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,-14.348741637,-1.3733799095
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,-14.7175957658,-2.0986181088
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,9.3314058735,2.3184156938
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,1.6285987052,0.7769975617
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,-12.2981005047,-1.0695933493
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,-4.4687934583,0.3589881891
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,-13.2757129458,-1.0931790154
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,-11.4529174459,-0.7584557577000001
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,-10.5598018681,-0.8843470248
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,0.644293762,0.5639120477
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,2.9166470311,1.0722760312
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,-8.389475615,-0.11854944290000001
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,-11.6386615424,-1.7351067083
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,-10.708368217,-1.410876095
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,-12.6126566796,-1.6130184499
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,4.1441831979,0.909595899
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,4.4117329235,0.47777217580000003
OPG:del_opgGH:1.0,2.3715782426,-0.025968036400000002
OPG:del_opgGH:2.0,1.4261676346,0.1325153036
OPG:del_opgGH:3.0,1.5685488559,-0.0555355658
OPG:del_opgGH_pBK16:1.0,-0.3705033196,-0.1472991233
OPG:del_opgGH_pBK16:2.0,-0.1903735031,-0.0644146265
OPG:del_opgGH_pBK16:3.0,0.055445883300000005,-0.2892372308
OPG:WT:1.0,-0.1116929748,0.3443187321
OPG:WT:2.0,0.063897322,-0.2110278056
OPG:WT:3.0,0.047795652800000005,-0.13329092650000002
PinT:pinT+_1h:1.0,-0.1435377933,-0.033088642
PinT:pinT+_1h:2.0,0.1435377933,0.033088642
cold_shock_protein:WT_RNAseq:1.0,0.2247927307,0.0177021544
cold_shock_protein:WT_RNAseq:2.0,0.020219377400000002,-0.2832731697
cold_shock_protein:WT_RNAseq:3.0,-0.24501210810000001,0.2655710153
cold_shock_protein:DeltaCspCE_RNAseq:1.0,-1.9833024914,-0.49279353200000003
cold_shock_protein:DeltaCspCE_RNAseq:2.0,-1.9459661627,0.08682844020000001
cold_shock_protein:DeltaCspCE_RNAseq:3.0,-1.1357758639,-0.1015429416
dephostatin:LB_DMSO:1.0,-0.2619723831,-0.10656560080000001
dephostatin:LB_DMSO:2.0,1.5738660081,0.5474600485000001
dephostatin:LB_DMSO:3.0,-1.311893625,-0.4408944477
dephostatin:LB_Dephostatin:1.0,0.1413930438,0.630146214
dephostatin:LB_Dephostatin:2.0,0.7142491979000001,1.2888247748000001
dephostatin:LB_Dephostatin:3.0,0.5385327931,0.8540135054
dephostatin:LPM_DMSO:1.0,0.59308036,-0.4017870093
dephostatin:LPM_DMSO:2.0,-0.0001128087,-0.7849802827
dephostatin:LPM_Dephostatin:1.0,0.7067359858000001,-1.0761554253
dephostatin:LPM_Dephostatin:2.0,1.1332443507,-0.6561082997000001
dephostatin:LPM_Dephostatin:3.0,1.5305642677,-0.6583903822
efflux_inhibition:Chlorpromazine:1.0,2.1334376767,-0.9710042285
efflux_inhibition:Chlorpromazine:2.0,1.8822304301,-1.2497604334
efflux_inhibition:Chlorpromazine:3.0,2.2123325683,0.23444016180000002
efflux_inhibition:PABN:1.0,1.2431045169,-0.2557286694
efflux_inhibition:PABN:2.0,1.7935613773,-0.22878430130000002
efflux_inhibition:no_treatment:1.0,-0.8597069512000001,-0.5255745695
efflux_inhibition:no_treatment:2.0,0.4835068856,0.2874959736
efflux_inhibition:no_treatment:3.0,0.3762000656,0.2380785959
efflux_inhibition:Chlorpromazine:4.0,2.8861245784,0.26587522680000003
efflux_inhibition:PABN:3.0,-0.5578872165000001,-0.8382839639
fis_regulatory_network:GX_EE:1.0,4.018694289,1.5560008603000002
fis_regulatory_network:GX_EE:2.0,1.147104776,-0.49605203670000003
fis_regulatory_network:GX_TS:1.0,3.9558091347,-0.6946414711000001
fis_regulatory_network:GX_TS:2.0,3.9133150609,-1.0740941349
fis_regulatory_network:WT_EE:1.0,-0.2458562948,0.08790204700000001
fis_regulatory_network:WT_EE:2.0,0.2458562948,-0.08790204700000001
fis_regulatory_network:WT_TS:1.0,4.1156853865,-0.68115068
fis_regulatory_network:WT_TS:2.0,4.3497264712,-1.1323415605
fis_regulatory_network:OX_EE:1.0,0.59370157,-0.2813439468
fis_regulatory_network:OX_EE:2.0,0.2924798649,-0.652787228
fis_regulatory_network:OX_TS:1.0,2.7243667475,0.3161689143
fis_regulatory_network:OX_TS:2.0,3.8155702642,0.4856948057
persisters:rep:1.0,-0.3173658735,-0.0232604575
persisters:rep:2.0,0.3173658735,0.0232604575
proQ_pulse_expression:empty_vector:1.0,0.36766923030000004,0.2315999532
proQ_pulse_expression:empty_vector:2.0,-0.36766923030000004,-0.2315999532
proQ_pulse_expression:long_STnc540_overexpression:1.0,-0.48291494490000003,-0.016001421000000002
proQ_pulse_expression:long_STnc540_overexpression:2.0,-0.3141524087,-0.1964558663
proQ_pulse_expression:short_STnc540_overexpression:1.0,0.2900009915,0.019993216
proQ_pulse_expression:short_STnc540_overexpression:2.0,-0.2612944579,-0.1870912583
proQ_virulence:dhfq_dproQ_LB:1.0,-2.0427504811,-0.9485903734000001
proQ_virulence:dhfq_dproQ_LB:2.0,3.8309136688,0.9679931819
proQ_virulence:dhfq_dproQ_LB:3.0,2.2274852954,0.7492135791000001
proQ_virulence:dhfq_dproQ_SPI-2:1.0,-6.0444421058,-2.2771980392
proQ_virulence:dhfq_dproQ_SPI-2:2.0,-5.5996083194,-1.9635394018
proQ_virulence:dhfq_dproQ_SPI-2:3.0,-5.6878350241,-2.0722929579
proQ_virulence:dhfq_LB:1.0,-4.7479912556,-0.7028375583
proQ_virulence:dhfq_LB:2.0,0.2036548387,0.236809923
proQ_virulence:dhfq_LB:3.0,-4.9626195141,-0.5413174758
proQ_virulence:dhfq_SPI-2:1.0,-4.9238283166,-1.8876990747
proQ_virulence:dhfq_SPI-2:2.0,-4.6671514175,-1.7126967862
proQ_virulence:dhfq_SPI-2:3.0,-4.183189352,-1.6760173757999999
proQ_virulence:dproQ_LB:1.0,3.2586664278,1.6760798985
proQ_virulence:dproQ_LB:2.0,7.6889996668,1.4021809266
proQ_virulence:dproQ_LB:3.0,-1.2479020073,-1.0115874063
proQ_virulence:dproQ_SPI-2:1.0,-7.048582639,-2.2483840717
proQ_virulence:dproQ_SPI-2:2.0,-6.0397790587,-1.8694146328999999
proQ_virulence:dproQ_SPI-2:3.0,-6.4332146049,-1.5655629977999999
proQ_virulence:WT_LB:1.0,-0.20435954050000002,-0.14803506600000002
proQ_virulence:WT_LB:2.0,-1.122737353,-0.2876190622
proQ_virulence:WT_LB:3.0,1.3270968934,0.4356541282
proQ_virulence:WT_SPI-2:1.0,-6.1942641679,-1.880326507
proQ_virulence:WT_SPI-2:2.0,-5.4229956726,-1.7871101015000002
proQ_virulence:WT_SPI-2:3.0,-5.9907213513,-2.2049079156
rcsB:del_rcsB_S207C:1.0,-1.6717476214,1.0450925773
rcsB:del_rcsB_WT:1.0,0.42515611810000004,0.8108741217000001
rcsB:del_rcsB:1.0,-0.4718724917,0.1216849708
rcsB:del_rcsB_H12A:1.0,-0.7942984595,-0.3956712207
rcsB:del_rcsB_D56A:1.0,0.0373262615,0.7116737645
rcsB:del_rcsB_M88A:1.0,-0.8515874575,0.9179277681
rcsB:del_rcsB_H77A:1.0,-1.1029400152,0.7592827162
rcsB:del_rcsB_L108A:1.0,-1.140996224,-0.8145384842000001
rcsB:del_rcsB_S207C:2.0,-1.0962370308,-0.6856858094
rcsB:del_rcsB_WT:2.0,-0.7096296378,-0.42152717570000003
rcsB:del_rcsB:2.0,-0.7009546586000001,0.0606553555
rcsB:del_rcsB_H12A:2.0,-0.059854377900000005,0.4700002917
rcsB:del_rcsB_D56A:2.0,-0.8234489118,0.1948870361
rcsB:del_rcsB_H77A:2.0,-1.2702309953,1.3350626442
rcsB:del_rcsB_L108A:2.0,-1.7129809894,0.9025517404000001
rcsB:del_rcsB_WT:3.0,0.2844735197,-0.389346946
rcsB:del_rcsB_H12A:3.0,-0.39777073100000004,-0.3918889572
rcsB:del_rcsB_D56A:3.0,-1.3879378542,-1.7289582043
rcsB:del_rcsB_M88A:2.0,-1.0866998926,-0.1887212531
rcsB:del_rcsB_H77A:3.0,-1.0593923454,-1.5157483857
rcsB:del_rcsB_L108A:3.0,0.0780967628,-0.8340303656
ribodepletion:RiboZero:1.0,-0.0031461103000000002,-0.0332293413
ribodepletion:RiboZero:2.0,0.0031461103000000002,0.0332293413
single_carbon_source:mucic:1.0,-1.2002509614,-0.039662393000000004
single_carbon_source:mucic:2.0,1.2002509614,0.039662393000000004
single_carbon_source:tartarate:1.0,-10.6048516031,-2.1229958147
single_carbon_source:tartarate:2.0,-9.3645576085,-1.8889005484
ssrA_ssrB_TCS:ssrB_minus:1.0,-0.7869531581,-0.32477208830000004
ssrA_ssrB_TCS:ssrB_minus:2.0,0.28921152580000004,-0.0501071607
ssrA_ssrB_TCS:ssrB_minus:3.0,0.4977416323,0.374879249
ssrA_ssrB_TCS:ssrB_plus:1.0,-0.8474588981000001,-0.6323349228
ssrA_ssrB_TCS:ssrB_plus:2.0,-0.7418647636,-0.33176196500000005
ssrA_ssrB_TCS:ssrB_plus:3.0,-0.20840961900000002,0.6376473609000001
yedF:WT:1.0,-0.042163910900000004,0.500332321
yedF:WT:2.0,0.042163910900000004,-0.500332321
yedF:del_yedF:1.0,-1.6122835758,1.7786386617
yedF:del_yedF:2.0,-0.4921369727,0.7619237525
yedF:del_yedF:3.0,0.5865462741,1.4978219592
14028S_paratyphiA:37C_stationary:1.0,-15.9192229819,-2.1768089272
14028S_paratyphiA:42C_log:1.0,-0.5073105999,0.1735716685
14028S_paratyphiA:37C_log:1.0,0.6105261938000001,-0.1667238098
14028S_paratyphiA:42C_log:2.0,-1.8554334684,-0.1943080624
14028S_paratyphiA:37C_stationary:2.0,-17.1826881128,-2.3902217805
14028S_paratyphiA:37C_log:2.0,-0.6105261938000001,0.1667238098
7TF:hilC:1.0,0.5633993513000001,-1.6249790577
7TF:del_hilD:1.0,0.5135540659,0.1351205492
7TF:WT:1.0,-0.044752729500000005,-0.0177446781
7TF:hilD:1.0,-0.8583703760000001,-1.6761248801000002
7TF:WT:2.0,-0.0107670335,-0.2086776414
7TF:del_sprB:1.0,-0.060097452600000004,-0.30292493060000003
7TF:del_rtsB:1.0,2.8172185718,0.6458691948
7TF:rtsA:1.0,0.5117903561,-0.5647237801
7TF:del_invF:1.0,0.2041030195,-0.22939077470000002
7TF:sprB:1.0,-0.8123416057,-1.2919558055
7TF:hilD:2.0,0.33413616900000004,-1.5880720959999999
7TF:del_invF:2.0,0.36490395800000003,-0.0479572549
7TF:del_rtsB:2.0,2.7085643577000003,0.3977829453
7TF:hilC:2.0,1.1627397944,-0.6510713456
7TF:WT:3.0,-0.43975571820000003,0.0422666136
7TF:del_hilD:2.0,1.1722745433,0.0712664454
7TF:rtsA:2.0,1.5890576397,0.3376285003
7TF:invF:1.0,-0.4128472878,-0.7690133314
7TF:invF:2.0,-0.3779593257,-1.2154766997
7TF:sprB:2.0,0.06692901400000001,-1.4735152448
7TF:del_sprB:2.0,0.12437368280000001,-0.4750634723
7TF:WT:4.0,0.49527548120000003,0.1841557059
MMC:del_rtcB_No treatment:1.0,-0.5284728499,-0.2146461043
MMC:WT_No_treatment:1.0,0.0024917755,-0.11252799690000001
MMC:WT_No_treatment:2.0,-0.0799552422,0.2274374693
MMC:del_rtcR_No_treatment:1.0,-0.24352914920000002,0.1180579756
MMC:del_rtcR_3mM_MMC:1.0,-1.3440150901,-1.0015066989
MMC:WT_No_treatment:3.0,0.0774634666,-0.1149094724
MMC:del_rtcB_3mM_MMC:1.0,-1.7428498971000002,-1.4607167484
MMC:del_rtcB_3mM_MMC:2.0,-1.3150371725,-1.0209925653
MMC:del_rtcR_3mM_MMC:2.0,-0.9329056867000001,-0.985658891
MMC:del_rtcR_3mM_MMC:3.0,-1.1513720369,-0.3894670653
MMC:del_rsr_No_treatment:1.0,0.3537672562,0.5587439761
MMC:del_rtcB_3mM_MMC:3.0,-1.7148288520000001,-1.4273968065
MMC:del_rtcR_No_treatment:2.0,-0.12486614630000001,-0.2269916814
MMC:del_rsr_3mM_MMC:1.0,-0.6602384623,-1.1036759932
MMC:del_rtcB_No treatment:2.0,-0.3833327626,-0.2348681158
MMC:WT_3mM_MMC:1.0,-1.4732562561,-1.3831066162
MMC:del_rsr_3mM_MMC:2.0,0.8602403896,-0.8321192098
MMC:WT_3mM_MMC:2.0,-1.441438494,-1.2884184151
MMC:del_rsr_No_treatment:2.0,3.007255504,0.4635330153
MMC:del_rtcB_No treatment:3.0,-0.5999098395,-0.4360502238
MMC:del_rsr_No_treatment:3.0,1.3298468899,-0.08834606510000001
Nontyphoidal_comparisons:rep:1.0,2.4575067327,-0.1156481959
Nontyphoidal_comparisons:rep:2.0,-7.2243857384,-0.7848709328
Nontyphoidal_comparisons:rep:3.0,4.7668790057,0.9005191287000001
araC:delta_araC_LB:1.0,-4.8290569938,-0.0667771964
araC:WT_LB:1.0,-4.0137624976,0.1560051696
araC:WT_LB:2.0,4.0137624976,-0.1560051696
araC:delta_araC_LB:2.0,-4.2003057817,-0.1900141384
csgD:WT_planktonic_TP1:1.0,2.768883013e-16,0.0
csgD:del_csgD_planktonic_TP2:1.0,-1.6918284124,-0.1452068812
csgD:WT_aggregate_TP2:1.0,0.28499027450000003,-0.3271458695
csgD:del_csgD_planktonic_TP1:1.0,1.9420550135,0.7858932986
csgD:WT_planktonic_TP3:1.0,-3.5147055967,-1.0013575463
csgD:del_csgD_planktonic_TP3:1.0,-2.3384621352,-0.13497154
csgD:WT_planktonic_TP2:1.0,-2.2634096870000002,-0.0310614861
csgD:WT_aggregate_TP3:1.0,-1.3356666768,-1.1151652576
csgD:PcsgD_planktonic_lux_TP1:1.0,0.19890138300000001,0.9626976349
csgD:PcsgD_planktonic_lux_TP4:1.0,-1.9583878655,0.8417715384000001
csgD:PcsgD_aggregate_lux_TP3:1.0,-1.9670207283,-1.4112624678
csgD:PcsgD_planktonic_lux_TP2:1.0,-2.794994791,0.21732394230000002
csgD:PcsgD_planktonic_lux_TP3:1.0,-2.6325830152,-0.0234979975
csgD:del_csgD_planktonic_TP4:1.0,1.005221343,2.2348218636
csgD:WT_aggregate_TP4:1.0,0.344683401,0.5308362178
csgD:PcsgD_aggregate_lux_TP4:1.0,-1.6271418914,0.5401634153
csgD:PcsgD_aggregate_lux_TP2:1.0,0.5982318309,0.1141897672
csrA:10min_LB_csrA:1.0,-7.2203964989,-3.4880323383
csrA:10min_LB_WT:1.0,-1.669261563,-2.8091329128
csrA:2.5min_LB_csrA:1.0,-9.4567357745,-3.7119462202999998
csrA:5min_mLPM_WT:1.0,-0.0389837691,-0.6982348054
csrA:15min_mLPM_csrA:1.0,-4.3593199505,-0.4493256701
csrA:5min_LB_WT:1.0,1.7320352279,-3.1611197533
csrA:2.5min_LB_WT:1.0,3.4562807924,-1.7750155779
csrA:0min_LB_WT:1.0,-0.1519277745,-0.2188675202
csrA:15min_LB_WT:1.0,-3.6502604616000003,-2.8042713156
csrA:0min_mLPM_WT:1.0,-8.8470402971,-1.2020861959
csrA:15min_LB_csrA:1.0,-8.3422163707,-3.6702776318
csrA:15min_mLPM_WT:1.0,4.7924376505,0.9877551506000001
csrA:15min_LB_csrA:2.0,-7.0276999319,-3.3467420624
csrA:0min_mLPM_WT:2.0,-9.4143061188,-1.5636949458
csrA:0min_LB_csrA:1.0,-11.2786890173,-2.0434548747
csrA:15min_LB_WT:2.0,-3.0420795961,-2.9150822126
csrA:15min_mLPM_WT:2.0,2.8354471334999998,0.7318164586
csrA:5min_LB_WT:2.0,3.1546313326,-2.621133656
csrA:5min_mLPM_WT:2.0,0.3471428552,-0.4735703893
csrA:2.5min_LB_WT:2.0,2.4377875403,-2.3180304141
csrA:5min_mLPM_csrA:1.0,-6.4079984073,-1.7849163513000001
csrA:0min_LB_csrA:2.0,-12.3724907789,-2.1696299611
csrA:15min_mLPM_csrA:2.0,-3.6071330659000003,-0.1128640001
csrA:5min_mLPM_csrA:2.0,-5.3142689886,-1.7181390043
csrA:10min_LB_WT:2.0,-1.7421024648999999,-3.092766356
csrA:0min_LB_WT:2.0,0.1519277745,0.2188675202
csrA:5min_LB_csrA:1.0,-7.6741388862,-3.9903338896
csrA:10min_mLPM_csrA:1.0,-4.6164108475,-1.0741780611
csrA:10min_mLPM_csrA:2.0,-3.7077649864,-0.8370878869
csrA:5min_LB_csrA:2.0,-9.2508375301,-3.8490352607
csrA:2.5min_LB_csrA:2.0,-8.8870795134,-3.4367069683
csrA:10min_LB_csrA:2.0,-8.115691501,-3.4881614297
flagellum:ΔSTM14_1829 :1.0,5.8507886325000005,1.2106407075
flagellum:ΔSTM14_1829 :2.0,5.8146255696,1.0380294942
flagellum:WT:1.0,-0.2243344499,-0.2922372585
flagellum:WT:2.0,0.2746816944,0.1675079771
flagellum:ΔSTM14_1829 :3.0,5.2353309215,1.3727335299
flagellum:WT:3.0,-0.0503472446,0.1247292814
fliA:del_rpoF:1.0,-6.6088690232000005,0.1373191974
fliA:WT:1.0,-0.049987935600000005,-0.08529167330000001
fliA:del_rpoF:2.0,-6.9124014965,-0.4108639686
fliA:WT:2.0,0.049987935600000005,0.08529167330000001
mgtC:empty_pUH21:1.0,0.1360866892,0.1082713822
mgtC:pUH_mgtC:1.0,0.4675927114,0.2476738799
mgtC:empty_pUH21:2.0,-0.1360866892,-0.1082713822
mgtC:pUH_mgtC:2.0,0.7897653395,0.6038706198
mgtCBR:empty_pBAD18:1.0,0.2629467828,0.034346230900000004
mgtCBR:mgtC_pBAD113:1.0,2.0754673115,0.3897425894
mgtCBR:empty_pBAD18:2.0,-0.2629467828,-0.034346230900000004
mgtCBR:mgtC_pBAD113:2.0,1.5850850867,0.5366158927
novobiocin:100_Novobiocin_60min:1.0,15.822989641,2.1814560038
novobiocin:500_Novobiocin_60min:1.0,4.7608292572,0.8633335335000001
novobiocin:0_Novobiocin_60min:1.0,3.1978514051,0.7915936671
novobiocin:0_Novobiocin_0min:1.0,0.3285374133,0.20295942
novobiocin:100_Novobiocin_60min:2.0,17.3753543747,2.9562128481
novobiocin:0_Novobiocin_10min:1.0,7.2576423146,1.5007875276
novobiocin:500_Novobiocin_20min:1.0,5.5319974905,1.0987211037
novobiocin:0_Novobiocin_20min:1.0,6.9341298755,1.7314815941
novobiocin:0_Novobiocin_60min:2.0,3.2094945677,0.5838204357
novobiocin:0_Novobiocin_10min:2.0,8.7495891824,1.6860927924
