,A,mce1R
base:wt_llac_24:2,-0.4748952435,-1.3061383361
base:wt_llac_24:3,-0.2726651122,-1.3092297844
base:wt_llac_6:1,-6.0021447092,-3.2932380277
base:wt_llac_6:2,-5.5666419668,-3.4603228372
base:wt_llac_6:3,-5.7867469019,-3.4331958832
base:wt_pyr_24:1,-5.538929834,-2.8732270375
base:wt_pyr_24:2,-5.0200638109,-3.7847978587
base:wt_pyr_24:3,-5.2271757522,-3.1865073203
base:wt_pyr_6:1,-9.8265466456,-3.7853798233
base:wt_pyr_6:2,-8.3142714414,-3.3189758162
base:wt_pyr_6:3,-9.3614113727,-3.5915302881
biofilm:biofilm:1,-7.4125069348,0.5112940904000001
biofilm:biofilm:2,-7.5849078286000005,0.5719368271
biofilm:planktonic:1,0.0028822488000000003,-0.0160162261
biofilm:planktonic:2,-0.0028822488000000003,0.0160162261
btz043:0_days_.006:1,-0.150924155,0.10563345460000001
btz043:0_days_.006:2,0.0090740021,0.1417053302
btz043:0_days_.006:3,-0.2151511491,0.1170041503
btz043:0_days_control:1,0.0066714445,0.009653146900000001
btz043:0_days_control:2,-0.109141466,-0.0187792386
btz043:0_days_control:3,0.10247002150000001,0.0091260917
btz043:1_days_.006:1,-9.6238233544,0.0080233879
btz043:1_days_.006:2,-9.8072750713,0.0692952907
btz043:1_days_.006:3,-9.5446071146,0.1080527709
btz043:1_days_.006:4,-9.6459922205,0.12188880220000001
btz043:1_days_control:1,-6.1274316136,0.0390914284
btz043:1_days_control:2,-6.0234191515,0.07793185650000001
btz043:1_days_control:3,-5.983632099,-0.028814563100000003
btz043:1_days_control:4,-6.0701719936,-0.0202655371
clarithromycin:1_days_control:1,0.2500604373,-0.0086264665
clarithromycin:1_days_control:2,-0.1309490552,-0.0297542667
clarithromycin:1_days_control:3,-0.11911138210000001,0.0383807332
cnpB:del:1,-0.08940716,-0.3592009439
cnpB:del:2,-0.2861705274,-0.1884181239
cnpB:del:3,1.4511761361,-0.495662258
cnpB:wt:1,-0.6631324614,0.11194608160000001
cnpB:wt:2,0.2286412609,-0.10357605760000001
cnpB:wt:3,0.4344912005,-0.008370024
csoR:ko:1,-0.10482422670000001,-0.666672149
csoR:ko:2,0.9331578744000001,-0.5021541498000001
csoR:wt:1,0.0062659981000000005,0.29197339910000003
csoR:wt:2,-0.0062659981000000005,-0.29197339910000003
dap:0_days_25:1,-0.5211479884,0.2195650707
dap:0_days_25:2,-0.5902881932,0.2372300131
dap:0_days_25:3,-0.34209901670000004,0.21798429430000002
dap:0_days_25:4,-0.2538615227,0.151419722
dap:0_days_control:1,-0.3092493765,-0.012838916700000001
dap:0_days_control:2,-0.009625746400000001,0.0149101331
dap:0_days_control:3,0.4475716008,-3.31001e-05
dap:0_days_control:4,-0.1286964779,-0.0020381162
dap:1_days_25:1,-3.3403157187,0.42813561050000004
dap:1_days_25:2,-3.3707546604,0.5108286098
dap:1_days_25:3,-3.4189102548,0.48700070040000004
dap:1_days_25:4,-3.0258062977,0.3827802728
dap:1_days_control:1,-3.1482350302,0.3129849335
dap:1_days_control:2,-3.3109843709,0.3295195643
dap:1_days_control:3,-3.1253991781,0.2849740565
dap:1_days_control:4,-3.3294701812,0.34690542090000004
degradosome:mutant_rnj:1,5.0362202311,0.7578883712000001
degradosome:mutant_rnj:2,4.827483654,0.7265251586
degradosome:mutant_rnj:3,5.4032182772,0.8574739193
degradosome:PNPase_ko:1,-6.6706331929000005,-0.5180924285
degradosome:PNPase_ko:2,-7.1105087911,-0.5208731404
degradosome:PNPase_ko:3,-6.996005448,-0.6260438660000001
degradosome:Rnase_E_ko:1,14.0768150756,-1.5512988916000001
degradosome:Rnase_E_ko:2,11.7011951561,-1.1030332608
degradosome:Rnase_E_ko:3,15.6055033052,-2.0667460638
degradosome:wt_cas9_ctrl:1,1.3008034507000001,1.8970813507000002
degradosome:wt_cas9_ctrl:2,0.9542944078000001,2.280321986
degradosome:wt_cas9_ctrl:3,2.3555482004,2.2260313507
degradosome:wt_expn:1,-0.0784492118,-0.2617158323
degradosome:wt_expn:2,-0.0836135764,-0.0906431623
degradosome:wt_expn:3,0.1620627881,0.35235899460000003
delam:0_days_.09:1,-0.9392458026,0.08538360980000001
delam:0_days_.09:2,-0.8929991316,0.0198759277
delam:0_days_.09:3,-0.7706439037,0.1333781071
delam:0_days_.09:4,-0.42328556570000003,-0.0007216852
delam:0_days_control:1,0.0057746974,-0.0662626419
delam:0_days_control:2,0.12200438150000001,-0.034938480200000004
delam:0_days_control:3,0.0451051112,0.0617262302
delam:0_days_control:4,-0.1728841902,0.0394748919
delam:1_days_.09:1,0.4718526968,0.3675670469
delam:1_days_.09:2,0.6069849786,0.4157769347
delam:1_days_.09:3,0.8670078258,0.3183024134
delam:1_days_.09:4,0.6638196059,0.3847688124
delam:1_days_control:1,1.1203953092,0.1909378063
delam:1_days_control:2,0.8516800952,0.1272831076
delam:1_days_control:3,0.9975746026000001,0.2159966304
delam:1_days_control:4,0.7852156370000001,0.26374054350000004
dg_inh:both:1,-2.1619248645,-0.9523631650000001
dg_inh:both:2,-1.9141993463,-1.1263286763
dg_inh:both:3,-2.7378772544,-1.0766174364
dg_inh:dg:1,-2.0996196433,-0.986354707
dg_inh:dg:2,-1.4185449982,-0.8004481584
dg_inh:dg:3,-2.3806520923,-0.8002717286000001
dg_inh:DMSO:1,-0.2425516437,-0.028798497500000002
dg_inh:DMSO:2,0.7314031676,-0.0284435816
dg_inh:DMSO:3,-0.48885152400000004,0.0572420791
dg_inh:inh:1,-2.7916355609,-1.2382761608
dg_inh:inh:2,-3.2918371337,-1.2010805601
dg_inh:inh:3,-2.8714347923,-0.9882159072000001
dormancy:dormant_20d_rifampicin:1,-0.5318159546,1.0283874572
dormancy:dormant_20d_rifampicin:2,-0.263305303,1.0715035818
dormancy:dormant_20d_rifampicin:3,-0.7331423245,1.3901621014
dormancy:dormant_no_treatment:1,0.15125950200000002,0.0530321164
dormancy:dormant_no_treatment:2,-0.00029245780000000004,-0.0975651336
dormancy:dormant_no_treatment:3,-0.1509670442,0.044533017200000004
eccE1:control:1,-0.1881085273,-0.2833292682
eccE1:control:2,0.1881085273,0.2833292682
eccE1:delta_eccE1:1,0.5123756742,-0.2401635489
eccE1:delta_eccE1:2,0.2732727427,-0.029468444700000002
eccE1:delta_eccE1_eccE1_HA_comp:1,0.6595310743,-1.4175634033
eccE1:delta_eccE1_eccE1_HA_comp:2,0.2925547631,-0.9435179011
eccE1:delta_eccE1_empty_vector:1,-0.8512972981,-1.1921322695
eccE1:delta_eccE1_empty_vector:2,-0.5636671658,-1.4520909547
eccE1:delta_eccE1_myc_p1_HA_comp:1,1.2327947893,-0.7857762726
eccE1:delta_eccE1_myc_p1_HA_comp:2,1.5493921099999999,-1.3000495329000001
eccE1:delta_eccE1_mycP1_eccE1_comp:1,0.2985620107,-0.9970873568
eccE1:delta_eccE1_mycP1_eccE1_comp:2,0.0747152179,-1.3581884265
emb:0_days_2.45:1,0.9444797250000001,0.114892542
emb:0_days_2.45:2,0.9180543419,-0.0364617875
emb:0_days_2.45:3,1.3902769138,-0.3299625458
emb:0_days_2.45:4,1.1447238688,-0.25503487340000003
emb:0_days_control:1,-0.057209113000000006,0.0778681366
emb:0_days_control:2,0.035598459400000004,-0.07128134900000001
emb:0_days_control:3,0.1390242192,-0.0507241463
emb:0_days_control:4,-0.1174135656,0.044137358700000004
emb:1_days_2.45:1,-6.1222500151,-0.5498799562000001
emb:1_days_2.45:2,-6.1165946706,-0.4679161511
emb:1_days_2.45:3,-6.3559609747,-0.5000688154
emb:1_days_2.45:4,-6.3944522269,-0.624252032
emb:1_days_control:1,-5.6629976221,-0.5476832652
emb:1_days_control:2,-5.4726863342,-0.5558484332
emb:1_days_control:3,-5.9349883757,-0.7286790103
emb:1_days_control:4,-5.4416549885,-0.6047489717
espL:ko:1,0.0253619689,0.0990591618
espL:ko:2,-0.6339853799,0.1878742619
espL:wt:1,0.0780608237,-0.1053315772
espL:wt:2,-0.0780608237,0.1053315772
esx_1:ko:1,-0.6401615952,0.0578241345
esx_1:ko:2,-0.27815384460000003,0.0397152849
esx_1:wt:1,0.2460497272,0.039906062
esx_1:wt:2,-0.1468071074,0.072565343
esx_1:wt:3,-0.0992426198,-0.1124714051
genotoxic:control:1,-0.3114410728,0.0228786729
genotoxic:control:2,0.3114410728,-0.0228786729
genotoxic:growth_supplement:1,-0.5120078354,-0.0748673091
genotoxic:growth_supplement:2,0.1249872885,-0.0723241838
growth:tss_expnt:1,-10.9925515686,-2.5581115627
growth:tss_expnt:2,-8.5853677036,-1.7199793763
growth:tss_expnt:3,-10.842613898,-2.6695773304
growth:tss_starved:1,-20.8656354432,-3.3335671933
growth:tss_starved:2,-21.298843833,-3.9767276956
growth:tss_starved:3,-18.7981758241,-3.1367457595
growth:wt_expn:1,0.4184708942,-0.0726537614
growth:wt_expn:2,-0.35638769200000003,0.1886193058
growth:wt_expn:3,-0.0620832023,-0.11596554440000001
hs2:treated:1,-2.2352649719,-0.3572684466
hs2:treated:2,-2.0055137138,-0.5038675300000001
hs2:treated:3,-2.5121740357,-0.37443014020000004
hs2:untreated:1,1.0834401044,-0.0073617163000000005
hs2:untreated:2,0.6320358731,-0.21688204330000002
hs2:untreated:3,-1.7154759775000001,0.2242437596
hypoxia:000h_.81_DO:1,0.015937703600000002,0.1188995734
hypoxia:000h_.81_DO:2,0.42046104900000003,-0.194147005
hypoxia:000h_.81_DO:3,-0.4363987526,0.0752474316
hypoxia:017h_.57_DO:1,3.3884365051,-0.4065837311
hypoxia:017h_.57_DO:2,2.4939001194,-0.4376626919
hypoxia:017h_.57_DO:3,3.734023976,-1.52210475
hypoxia:023h_.42_DO:1,5.9616218897,-2.0223991309
hypoxia:023h_.42_DO:2,4.7039896731,-1.5129398861999999
hypoxia:040h_.11_DO:1,6.7230332584,-3.4007329337
hypoxia:040h_.11_DO:2,6.0349240494,-1.7481827345
hypoxia:041h_.09_DO:1,6.7568175455,-1.1470694298
hypoxia:041h_.09_DO:2,6.1902847083,-1.8295107692
hypoxia:041h_.09_DO:3,6.8657105297,-2.3053023731
hypoxia:042h_.07_DO:1,5.3975420634,-2.0706936668
hypoxia:042h_.07_DO:2,5.3830056521,-1.4824269294
hypoxia:043h_.06_DO:1,4.6403771312,-1.6414987811000001
hypoxia:043h_.06_DO:2,5.9932199521000005,-1.3519981666
hypoxia:043h_.06_DO:3,6.1220768666,-1.8494720419
hypoxia:044h_.04_DO:1,5.0639676055,-1.2859272942
hypoxia:044h_.04_DO:2,5.6332337652,-0.4668623088
hypoxia:044h_.04_DO:3,5.4906614982,-1.3840552307
hypoxia:047h_0_DO:1,4.04201358,-1.4357902262
hypoxia:047h_0_DO:2,4.7566026898,-1.6672146261
hypoxia:047h_0_DO:3,5.3255590486,-1.6215963209000002
hypoxia:049h_0_DO:1,4.5803797919,-1.1399486636
hypoxia:049h_0_DO:2,3.3782236363,-0.6600768572
hypoxia:049h_0_DO:3,5.5020244917,-1.4032293712000001
hypoxia:050h_0_DO:1,5.4338519958,-1.9416813843
hypoxia:050h_0_DO:2,2.5999136741,-0.8203680141
hypoxia:050h_0_DO:3,3.4979137285,-0.9597161711000001
hypoxia:052h_0_DO:1,-0.5436567739,-1.4420181676000001
hypoxia:052h_0_DO:2,-2.4046104221,0.0691717282
hypoxia:052h_0_DO:3,-1.7333146631,-0.6255582935
hypoxia:054h_0_DO:1,0.43081688830000003,-0.38744035860000003
hypoxia:054h_0_DO:2,-2.9402097510000003,-0.3548940385
hypoxia:054h_0_DO:3,-0.9174115205000001,-1.1753401731
hypoxia:054h_0_DO:4,-2.9270893077,0.1174654059
hypoxia:054h_0_DO:5,-0.3083534043,-1.2041872263
hypoxia:070h_0_DO:1,-7.7168106236,-1.1292582164
hypoxia:070h_0_DO:2,-8.7179560714,-0.7931477639000001
hypoxia:088h_0_DO:1,-7.3856478681,-1.2301138452
hypoxia:088h_0_DO:2,-7.0918339806,-1.1306941464
hypoxia:114.5h_.04_DO:1,-8.3635565984,-1.7812333959000002
hypoxia:114.5h_.04_DO:2,-8.8261521231,-1.0736131978
hypoxia:114.5h_.04_DO:3,-8.5239038488,-1.5059414480000002
hypoxia:115h_.06_DO:1,-8.3765050825,-1.5339576484
hypoxia:115h_.06_DO:2,-8.7319518523,-1.3883824067
hypoxia:115h_.06_DO:3,-8.5521471402,-1.4914181337
hypoxia:116h_.11_DO:1,-7.1162506277,-1.5542580194
hypoxia:116h_.11_DO:2,-7.2226938497,-1.6452166989
hypoxia:116h_.11_DO:3,-7.4619772197,-2.0040509733
hypoxia:120h_.47_DO:1,-1.2105040297,-2.3060048558
hypoxia:120h_.47_DO:2,-3.0807277458,-2.7387803627
hypoxia:120h_.47_DO:3,-0.5614297417,-1.9957981196
kinase:DMSO_0h_F:1,-4.0923484539,0.9523331661000001
kinase:DMSO_0h_F:2,-3.9571840062,1.0622648563000001
kinase:DMSO_0h_F:3,-4.3950598508,0.9656499214
kinase:DMSO_0h_H:1,-1.9139733678000002,-0.2414488485
kinase:DMSO_0h_H:2,-2.4153232435,-0.1332172321
kinase:DMSO_0h_H:3,-2.9015417304,-0.1290255801
kinase:DMSO_0h_H:4,-3.0194326887,-0.1482923194
kinase:DMSO_0h_H:5,-2.3461393673,-0.11623945100000001
kinase:DMSO_0h_H:6,-1.7031799064,0.139071361
kinase:DMSO_0h_I:1,-0.04833075,0.048276709
kinase:DMSO_0h_I:2,-0.0401691276,-0.0295602644
kinase:DMSO_0h_I:3,0.1803099119,0.0777919492
kinase:DMSO_0h_I:4,0.4528477949,0.042910651
kinase:DMSO_0h_I:5,-0.3213247778,-0.21035778530000002
kinase:DMSO_0h_I:6,-0.2233330514,0.0709387404
kinase:pknD_T10_48h:1,-4.7701130134,1.0422019922
kinase:pknD_T10_48h:2,-5.3353394645,0.9984499265000001
kinase:pknD_T10_48h:3,-4.801578301,0.9704507653000001
kinase:pknL_T10_48h:1,-4.784833914,1.1226423045
kinase:pknL_T10_48h:2,-5.2985551659,1.0524781603
kinase:pknL_T10_48h:3,-5.1752777357,1.2971490622
kinase:pknL_T4_48h:1,-17.3247764123,-1.0658108803
kinase:pknL_T4_48h:2,-15.3493835276,-0.7909049972000001
kinase:pknL_T4_48h:3,-17.6458892633,-1.1586719401
kinase:T10_12h_F:1,-5.5517562881,0.4933808241
kinase:T10_12h_F:2,-5.1877833695,0.6427590572
kinase:T10_12h_F:3,-5.6926919594,0.6237493193
kinase:T10_12h_H:1,-4.6748583852,0.6307773312
kinase:T10_12h_H:2,-5.3726094247,0.5999242351
kinase:T10_12h_H:3,-4.8583888594,0.6592923826
kinase:T10_12h_I:1,-2.1704426452,0.7694126478000001
kinase:T10_12h_I:2,-2.2418558994,1.0169657179
kinase:T10_24h_F:1,-5.3566643512,0.2235202734
kinase:T10_24h_F:2,-7.1661126384,-0.6647729934000001
kinase:T10_24h_F:3,-5.8418345056,0.0705368014
kinase:T10_24h_H:1,-3.4243540385,1.1481965435
kinase:T10_24h_H:2,-3.7062099367,1.093066543
kinase:T10_24h_H:3,-4.259929099,1.1956937666
kinase:T10_24h_I:1,-2.9330301502,0.9938311797
kinase:T10_24h_I:2,-2.5026240698,1.117624939
kinase:T10_48h_F:1,-7.845227781,-1.0173335154
kinase:T10_48h_F:2,-6.4226040730000005,-0.20427578600000001
kinase:T10_48h_F:3,-7.2360060314,-0.6668620486
kinase:T10_48h_H:1,-4.421711673,1.1215531965
kinase:T10_48h_H:2,-5.1326463584,0.9601606527000001
kinase:T10_48h_H:3,-5.4650189755,1.06975626
kinase:T10_48h_I:1,-3.3212283194,1.1344540258
kinase:T10_48h_I:2,-4.0032683242,1.1317232044
kinase:T10_48h_I:3,-3.5663494978,1.1867513097
kinase:T4 _48h_H:1,-13.328207356,-0.5198635009
kinase:T4 _48h_H:2,-12.6557941761,-0.5365410992
kinase:T4 _48h_H:3,-13.292569629700001,-0.8421749550000001
kinase:T4 20 _12h_I:1,-5.3895144516,0.11131381550000001
kinase:T4 20 _12h_I:2,-5.6054307022,0.15850301760000002
kinase:T4 20 _12h_I:3,-5.7028398781,0.30269587070000004
kinase:T4_12h_F:1,-8.1248855834,-0.18209056540000002
kinase:T4_12h_F:2,-7.7195923298,-0.12716572510000002
kinase:T4_12h_F:3,-7.4807552608,0.2008246951
kinase:T4_12h_H:1,-7.2460050285,0.277133346
kinase:T4_12h_H:2,-7.1617362078,-0.0328825018
kinase:T4_12h_H:3,-7.0120721886,0.1087032076
kinase:T4_24h_F:1,-9.9896893355,-0.3439324669
kinase:T4_24h_F:2,-9.7476367578,-0.11529729550000001
kinase:T4_24h_F:3,-9.9986277385,-0.4648190641
kinase:T4_24h_H:1,-9.4953389961,-0.1894654812
kinase:T4_24h_H:2,-9.2591922435,-0.0511293314
kinase:T4_24h_H:3,-9.0173492778,-0.07574783410000001
kinase:T4_24h_I:1,-8.2547970379,-0.2327664404
kinase:T4_24h_I:2,-8.9816659713,-0.2104110422
kinase:T4_48h_F:1,-15.4062390094,-2.4637918994
kinase:T4_48h_F:2,-14.4905620876,-2.2467357196
kinase:T4_48h_F:3,-15.362520919,-2.3939020387
kinase:T4_48h_I:1,-13.1390331895,-0.7929632026000001
kinase:T4_48h_I:2,-11.9840386157,-0.6485674949
kinase:T4_48h_I:3,-11.4566123842,-0.579176319
kinase:WT_T10_48h:1,-4.9853309397,1.2700199567000001
kinase:WT_T10_48h:2,-15.2498907729,-0.9782855331
kinase:WT_T10_48h:3,-14.4245024906,-0.8847298571000001
kinase:WT_T10_48h:4,-4.7879960357,1.2679909069
kinase:WT_T10_48h:5,-4.4416898521,1.3266274262
kinase:WT_T4_48h:1,-12.4189762912,-0.2132377212
kinase:WT_T4_48h:2,-15.0309394977,-0.7760637856
kinase:WT_T4_48h:3,-15.2790151027,-0.8685684451000001
levofloxacin:control:1,1.2001784058,0.0802261234
levofloxacin:control:2,0.31307460740000004,0.044445281600000004
levofloxacin:control:3,-1.5132530132,-0.12467140500000001
levofloxacin:treated:1,1.4129133726,0.0784922136
levofloxacin:treated:2,2.5854990463,-0.0717491779
levofloxacin:treated:3,2.170674711,-0.2179329016
linez:0_days_4:1,-9.6001043802,0.3742511544
linez:0_days_4:2,-9.561603253,0.4546928724
linez:0_days_4:3,-9.1615534224,0.3907365833
linez:0_days_4:4,-9.5414666531,0.4255949549
linez:0_days_control:1,-0.1610272262,0.0021194535
linez:0_days_control:2,0.2088084957,-0.0773411574
linez:0_days_control:3,-0.1786087325,-0.0272771866
linez:0_days_control:4,0.130827463,0.10249889050000001
linez:1_days_4:1,-1.5111432493999999,0.30365866550000004
linez:1_days_4:2,-1.5806295760000002,0.2837630754
linez:1_days_4:3,-1.3080816885,0.3574484075
linez:1_days_4:4,-1.4458925675,0.2966529457
linez:1_days_control:1,2.7766574929,0.18277415230000002
linez:1_days_control:2,2.8604459933,0.029916176200000002
linez:1_days_control:3,2.8850540829,0.2410767302
lipid:dextrose_exp:1,0.0803951687,0.1288324192
lipid:dextrose_exp:2,-0.0803951687,-0.1288324192
lipid:dextrose_hypo:1,-23.3228089525,-0.9551889455
lipid:dextrose_hypo:2,-22.9502871488,-1.5970383968
lipid:dextrose_stat:1,-23.9505970559,0.0642101148
lipid:dextrose_stat:2,-23.9645848196,0.11401758320000001
lipid:lipid_exp:1,-5.1863884232,-1.5169109005
lipid:lipid_exp:2,-4.3429372504,-1.8511105309
lipid:lipid_stat:1,-11.0984579754,-0.0465612997
lipid:lipid_stat:2,-11.3994637655,-0.1300869058
mcr11:mcr11_mutant:1,0.1509600042,-0.2453519347
mcr11:mcr11_mutant:2,-0.7252173541,-0.24409050840000002
mcr11:mcr11_mutant:3,-0.7936086262000001,-0.2540682574
mcr11:wt:1,0.028697494400000002,-0.0226376439
mcr11:wt:2,0.9610418236,-0.0237970324
mcr11:wt:3,-0.989739318,0.046434676300000005
miceAV_macro:24h_control:1,-0.0758648396,-0.2364790749
miceAV_macro:24h_control:2,0.0083429308,0.3418919817
miceAV_macro:24h_control:3,0.0675219088,-0.1054129068
miceBMDM:inf02:1,-6.5107271971,-0.6514436158
miceBMDM:inf02:2,-6.8162526345,-0.9760908412
miceBMDM:inf02:3,-6.3468030354,-0.9136732839
miceBMDM:inf24:1,-3.2548726387,-0.7203877107000001
miceBMDM:inf24:2,-2.3928170672,-0.4090873386
miceBMDM:inf24:3,-3.1996840034,-0.5236802747
miceBMDM:inf08:1,-7.5235245332,-1.8589288342999999
miceBMDM:inf08:2,-7.7927193864,-1.8642530494
miceBMDM:inf08:3,-8.3440972176,-1.7270714809
miceBMDM:no_inf02:1,0.1582974392,0.0877578532
miceBMDM:no_inf02:2,0.2151924912,-0.0812428181
miceBMDM:no_inf02:3,-0.3734899303,-0.0065150351
miceBMDM:no_inf24:1,-4.8510705253,-2.2694841734
miceBMDM:no_inf24:2,-4.820192855,-2.7167395736
miceBMDM:no_inf24:3,-4.9471570092,-2.8477901213
miceBMDM:no_inf08:1,-6.4828954569,-2.7149933462
miceBMDM:no_inf08:2,-6.2307900996,-2.9013466578
miceBMDM:no_inf08:3,-6.7419244841,-2.7185539749
miceNF:control:1,-0.24664984720000002,0.1431258104
miceNF:control:2,0.24664984720000002,-0.1431258104
miceNF:invivo:1,-9.9239586524,-2.8298627818
miceNF:invivo:2,-11.3018976552,-3.5464233658
miceNF:invivo:3,-10.562573041,-2.5992117046
mihF:mihF_mutant_atc:1,-3.6146924775000002,-1.862382097
mihF:mihF_mutant_atc:2,-2.4781740401,-1.7956061933
mihF:mihF_mutant_no_atc:1,4.9197004698,-0.2178613324
mihF:mihF_mutant_no_atc:2,2.0430208952,0.08762618650000001
mihF:wt_atc:1,0.9751000828,-0.047963447000000006
mihF:wt_atc:2,3.7768661403,-0.2716339897
mihF:wt_no_atc:1,0.4697477639,-0.3178397059
mihF:wt_no_atc:2,-0.4697477639,0.3178397059
mmpl3:mutant_no_ATC:1,1.5993727184000002,0.2320080009
mmpl3:mutant_no_ATC:2,-1.5993727184000002,-0.2320080009
mmpl3:mutant_with_ATC:1,-8.8387050463,-1.6709459360999999
mmpl3:mutant_with_ATC:2,-8.5405689422,-1.9642812137
mrsI:ko_iron_atc:1,1.9971952038,-0.2398798811
mrsI:ko_iron_atc:2,-1.5721320772,-0.2586540647
mrsI:ko_iron_no_atc:1,10.0975494592,4.3828666026
mrsI:ko_iron_no_atc:2,14.1362976213,4.1619996236
mrsI:ko_ox_atc:1,15.8081348527,4.1851949651
mrsI:ko_ox_atc:2,9.8062657279,4.3103698465
