,A,kdpE
omv:spi2_ind_lowOD_intracellularRNAs:3.0,12.2401830156,2.357398103
omv:controlPCN_lowOD_intracellularRNAs:3.0,-0.0011052671,0.0072952922
sv5015:STM1625:1.0,-2.3567100386,0.5506874967000001
sv5015:STM1625:2.0,-1.8310432939,0.475410508
sv5015:STM1625:3.0,-2.8697645478,-0.0231086143
sv5015:STM0581:1.0,-2.5272152822000002,-0.009025816400000001
sv5015:STM0581:2.0,-2.508209436,-0.5357044826
sv5015:STM0581:3.0,-1.8188593434,0.3292349351
sv5015:WT:1.0,-0.24559986720000002,-0.0793581978
sv5015:WT:2.0,0.45006526,-0.1767162948
sv5015:WT:3.0,-0.2044653928,0.2560744927
tomato:tomato_root:1.0,7.5951294901,2.9686831426999998
tomato:tomato_root:2.0,7.6471666069,3.3466381761
tomato:tomato_root:3.0,7.7708528469,2.9148613463
tomato:LB:1.0,-0.7300398719000001,-0.1255869111
tomato:LB:2.0,0.7300398719000001,0.1255869111
AcrB_efflux_virulence:AcrB_D408A:1.0,-0.22683586290000002,0.1837386643
AcrB_efflux_virulence:AcrB_D408A:2.0,-0.6775865114,0.1303814889
AcrB_efflux_virulence:AcrB_D408A:3.0,-0.3020924984,0.1508197623
AcrB_efflux_virulence:WT:1.0,-0.106671814,0.1231672602
AcrB_efflux_virulence:WT:2.0,0.0042382558,-0.2105964682
AcrB_efflux_virulence:WT:3.0,0.1024335583,0.08742920800000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,-0.2062958167,0.661835264
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,2.0582307137,0.1450014242
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,2.695620806,0.3122004017
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,-0.4149708643,0.4765744504
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,0.7302179484,0.3609095572
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,1.5651724826,0.8611383822
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,-0.9425561895000001,0.0552870587
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,0.35900498480000004,0.6155145923
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,-0.484555873,0.6999089043000001
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,-1.135555105,-0.3568923343
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,1.4391556573,0.8406354615
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,1.8746106181000002,0.3596613998
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,1.3524886098,0.3703863859
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,-1.3018520578000001,0.3825381959
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,0.8343572214,0.5762383431
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,0.9170967653000001,0.38971259680000003
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,-1.7639665673,0.5910095319
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,-0.4905046054,-0.4010735031
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,-1.3220179458,0.3168711716
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,1.5816853174,0.4783555673
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,-0.9392795038,0.2393700444
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,-0.3560842615,-0.0476190156
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,0.720499945,-0.0814716523
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,-0.36441568350000003,0.1290906678
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,-0.0336688995,0.274030667
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,0.38119347130000003,0.4950193868
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,0.1121255838,0.4201488989
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,0.022163319100000002,-0.0373502157
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,1.3567977503,0.5584474981
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,-0.1796247791,0.2810388178
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,-0.1789008486,0.2761517253
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,0.35034586500000003,0.21587544320000002
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,-0.029860584800000003,-0.0052797383000000005
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,-0.44521274790000004,0.4725821978
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,-1.0047524851,-0.0009786180000000001
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,2.1721201656,0.3829876694
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,1.0723226028,0.4552962896
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,0.09998159620000001,0.3653830783
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,1.0000198428,0.2199355381
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,0.7663406605,0.4084194854
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,-0.0213460673,-0.0287903425
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,0.7261224962,0.3897987565
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,-1.8939710473,0.483220872
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,2.2629488684,0.47823281900000003
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,-0.2862261279,0.3125681647
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,0.1392737027,0.5358392539
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,0.2124783291,-0.5966282547
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,-0.050036981300000005,0.2124618064
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,-0.7781602336,0.0858429512
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,-0.3964750789,0.040686881200000004
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,-0.032464279,0.2348330045
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,0.821476449,0.2707821032
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,0.8944706179,-0.3576020198
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,0.3962479913,0.0667777564
OPG:del_opgGH:1.0,0.8285122649000001,0.4413984295
OPG:del_opgGH:2.0,1.6191686907,1.2218949837
OPG:del_opgGH:3.0,1.6301549028,1.2762595221
OPG:del_opgGH_pBK16:1.0,0.0040729082,0.3039768782
OPG:del_opgGH_pBK16:2.0,-0.3698881412,0.39188540860000004
OPG:del_opgGH_pBK16:3.0,-0.3128428466,0.5243208523
OPG:WT:1.0,0.37737674130000004,0.0053421272
OPG:WT:2.0,0.0342623332,-0.0362050294
OPG:WT:3.0,-0.41163907450000004,0.0308629022
PinT:pinT+_1h:1.0,0.0665253013,-0.0039449167
PinT:pinT+_1h:2.0,-0.0665253013,0.0039449167
cold_shock_protein:WT_RNAseq:1.0,-0.22484597,0.0437114924
cold_shock_protein:WT_RNAseq:2.0,0.3555373764,0.062186392400000005
cold_shock_protein:WT_RNAseq:3.0,-0.13069140640000002,-0.10589788480000001
cold_shock_protein:DeltaCspCE_RNAseq:1.0,0.2908445142,0.5682282828
cold_shock_protein:DeltaCspCE_RNAseq:2.0,0.6608504047,0.6386309551
cold_shock_protein:DeltaCspCE_RNAseq:3.0,0.4202723376,0.220676387
dephostatin:LB_DMSO:1.0,-0.4479479192,-0.11338200550000001
dephostatin:LB_DMSO:2.0,0.3601290217,0.2651992085
dephostatin:LB_DMSO:3.0,0.0878188975,-0.151817203
dephostatin:LB_Dephostatin:1.0,-1.2132213146,-0.2695975839
dephostatin:LB_Dephostatin:2.0,0.2956842165,0.3662578506
dephostatin:LB_Dephostatin:3.0,-1.9613136450000002,-0.2401326087
dephostatin:LPM_DMSO:1.0,-0.09077010590000001,0.0488523858
dephostatin:LPM_DMSO:2.0,0.226806326,0.18138205500000001
dephostatin:LPM_Dephostatin:1.0,-0.1142644371,-0.5359826818
dephostatin:LPM_Dephostatin:2.0,-0.2408942557,-0.0780473887
dephostatin:LPM_Dephostatin:3.0,0.42224684300000004,-0.1406252126
efflux_inhibition:Chlorpromazine:1.0,1.2541553252,-0.9042889369
efflux_inhibition:Chlorpromazine:2.0,-0.3303593919,-0.0324967741
efflux_inhibition:Chlorpromazine:3.0,-0.4275991766,0.0025162009
efflux_inhibition:PABN:1.0,0.11149130110000001,0.9821706546000001
efflux_inhibition:PABN:2.0,-0.4028632399,0.1944556869
efflux_inhibition:no_treatment:1.0,0.2139533402,0.2241747855
efflux_inhibition:no_treatment:2.0,0.25081841120000004,0.0915898896
efflux_inhibition:no_treatment:3.0,-0.46477175140000004,-0.3157646751
efflux_inhibition:Chlorpromazine:4.0,-0.1084251543,-0.0881015731
efflux_inhibition:PABN:3.0,1.6319707518,-0.33545435830000003
fis_regulatory_network:GX_EE:1.0,0.6961349293,0.1920821181
fis_regulatory_network:GX_EE:2.0,0.47766572030000004,0.18628433300000002
fis_regulatory_network:GX_TS:1.0,0.66362728,0.6840598129000001
fis_regulatory_network:GX_TS:2.0,0.2968414129,0.8456272191
fis_regulatory_network:WT_EE:1.0,-0.0024224837000000003,-0.1188238732
fis_regulatory_network:WT_EE:2.0,0.0024224837000000003,0.1188238732
fis_regulatory_network:WT_TS:1.0,0.031555533000000004,0.5134999398
fis_regulatory_network:WT_TS:2.0,0.12358050270000001,0.5787472603
fis_regulatory_network:OX_EE:1.0,0.8005282523,1.0575006521
fis_regulatory_network:OX_EE:2.0,0.9056464681,1.1198382665
fis_regulatory_network:OX_TS:1.0,2.4704420029,0.3729563388
fis_regulatory_network:OX_TS:2.0,2.0887138248,0.5394859617000001
persisters:rep:1.0,0.3258336679,-0.0882085315
persisters:rep:2.0,-0.3258336679,0.0882085315
proQ_pulse_expression:empty_vector:1.0,-0.467740922,-0.0185799429
proQ_pulse_expression:empty_vector:2.0,0.467740922,0.0185799429
proQ_pulse_expression:long_STnc540_overexpression:1.0,0.24937782790000002,0.1316669349
proQ_pulse_expression:long_STnc540_overexpression:2.0,-1.0449341088,-0.0093769949
proQ_pulse_expression:short_STnc540_overexpression:1.0,0.2866348239,0.1220688687
proQ_pulse_expression:short_STnc540_overexpression:2.0,-0.5156079617,0.0716522072
proQ_virulence:dhfq_dproQ_LB:1.0,0.7813556079,0.3229001958
proQ_virulence:dhfq_dproQ_LB:2.0,0.8995845273,0.1654104764
proQ_virulence:dhfq_dproQ_LB:3.0,0.5197415135,0.9190820653
proQ_virulence:dhfq_dproQ_SPI-2:1.0,-1.4613087924000001,1.7755636343
proQ_virulence:dhfq_dproQ_SPI-2:2.0,-1.8238202714,2.133881132
proQ_virulence:dhfq_dproQ_SPI-2:3.0,-2.4118392134,1.8954492549
proQ_virulence:dhfq_LB:1.0,0.22913109999999998,0.4686713584
proQ_virulence:dhfq_LB:2.0,1.3420154544,0.3893307298
proQ_virulence:dhfq_LB:3.0,0.4828194313,0.30722937310000004
proQ_virulence:dhfq_SPI-2:1.0,-1.7754403375,2.3229220625
proQ_virulence:dhfq_SPI-2:2.0,-1.7618370837000001,2.6596940202
proQ_virulence:dhfq_SPI-2:3.0,-2.7252387897,2.5334626408
proQ_virulence:dproQ_LB:1.0,0.6390971156,0.3093002472
proQ_virulence:dproQ_LB:2.0,0.1619240971,0.7769025164000001
proQ_virulence:dproQ_LB:3.0,-1.0610326038,0.8989487131
proQ_virulence:dproQ_SPI-2:1.0,-1.5283524270000002,1.7133059709
proQ_virulence:dproQ_SPI-2:2.0,-2.1781362897,1.9800034072
proQ_virulence:dproQ_SPI-2:3.0,-2.3265680551,1.8190082737000002
proQ_virulence:WT_LB:1.0,-0.0888728347,-0.10099664600000001
proQ_virulence:WT_LB:2.0,0.3563380559,0.4199521813
proQ_virulence:WT_LB:3.0,-0.2674652212,-0.31895553530000004
proQ_virulence:WT_SPI-2:1.0,-2.7697809136,2.0850439448
proQ_virulence:WT_SPI-2:2.0,-2.713806343,2.1840759256
proQ_virulence:WT_SPI-2:3.0,-2.9218208901000002,2.187996445
rcsB:del_rcsB_S207C:1.0,0.18286646750000002,-0.5906579279
rcsB:del_rcsB_WT:1.0,-0.19702950230000002,-0.2525947092
rcsB:del_rcsB:1.0,0.24572143300000002,0.19663163250000001
rcsB:del_rcsB_H12A:1.0,0.6701785235000001,-0.6115737915
rcsB:del_rcsB_D56A:1.0,-0.022391197300000002,-0.0334741748
rcsB:del_rcsB_M88A:1.0,0.4374953623,-0.4176489426
rcsB:del_rcsB_H77A:1.0,-0.5274492951,-0.9027918022
rcsB:del_rcsB_L108A:1.0,-1.2795787953,-0.2320124137
rcsB:del_rcsB_S207C:2.0,-0.4633883568,0.16029104160000002
rcsB:del_rcsB_WT:2.0,0.0754272002,0.2551054765
rcsB:del_rcsB:2.0,-0.4521157575,-0.1755992015
rcsB:del_rcsB_H12A:2.0,-0.34631958160000004,-1.2440233649
rcsB:del_rcsB_D56A:2.0,-0.577061862,-0.8435750128
rcsB:del_rcsB_H77A:2.0,-0.6371861095,-0.1200824051
rcsB:del_rcsB_L108A:2.0,1.0094564359,-1.0086900137
rcsB:del_rcsB_WT:3.0,0.1216023021,-0.0025107674000000003
rcsB:del_rcsB_H12A:3.0,-1.0612859792,-0.5216070724
rcsB:del_rcsB_D56A:3.0,0.2855890092,-1.906643364
rcsB:del_rcsB_M88A:2.0,0.20764127710000002,-0.1596448228
rcsB:del_rcsB_H77A:3.0,-0.9820849943000001,-0.9734490265
rcsB:del_rcsB_L108A:3.0,-1.747542343,-0.8687069968000001
ribodepletion:RiboZero:1.0,0.0987808456,-0.055340938400000005
ribodepletion:RiboZero:2.0,-0.0987808456,0.055340938400000005
single_carbon_source:mucic:1.0,-0.13293721320000002,0.0922313705
single_carbon_source:mucic:2.0,0.13293721320000002,-0.0922313705
single_carbon_source:tartarate:1.0,0.6748847141000001,-1.0243063443
single_carbon_source:tartarate:2.0,2.2359597823,-0.7526142917
ssrA_ssrB_TCS:ssrB_minus:1.0,-0.24676931800000002,-0.0203916206
ssrA_ssrB_TCS:ssrB_minus:2.0,0.1768278866,0.009358696500000001
ssrA_ssrB_TCS:ssrB_minus:3.0,0.0699414314,0.011032924000000001
ssrA_ssrB_TCS:ssrB_plus:1.0,-2.6039628097,0.32883059140000004
ssrA_ssrB_TCS:ssrB_plus:2.0,-3.0224846188,0.41972322030000003
ssrA_ssrB_TCS:ssrB_plus:3.0,-2.1980755474,0.2879717164
yedF:WT:1.0,-0.5496784866000001,-0.6699806689000001
yedF:WT:2.0,0.5496784866000001,0.6699806689000001
yedF:del_yedF:1.0,-1.4874447054,2.1113993359
yedF:del_yedF:2.0,-0.9350950554,1.5423589059
yedF:del_yedF:3.0,-1.1316739751,1.711488641
14028S_paratyphiA:37C_stationary:1.0,-0.2959802117,0.6020712808
14028S_paratyphiA:42C_log:1.0,1.7459670824,0.030468725800000002
14028S_paratyphiA:37C_log:1.0,-0.4145340731,-0.0814667864
14028S_paratyphiA:42C_log:2.0,1.8754958877,0.1462095832
14028S_paratyphiA:37C_stationary:2.0,0.7277534749,0.7290035143
14028S_paratyphiA:37C_log:2.0,0.4145340731,0.0814667864
7TF:hilC:1.0,1.2479042986,-1.3813425067
7TF:del_hilD:1.0,-0.4591854577,-0.15223816140000002
7TF:WT:1.0,-0.3093334269,-0.0952266424
7TF:hilD:1.0,1.6832134886999999,-1.1194702408
7TF:WT:2.0,0.1844080137,-0.21592155770000002
7TF:del_sprB:1.0,1.2696919937,-0.7756579367
7TF:del_rtsB:1.0,0.7803764608,-0.3181769879
7TF:rtsA:1.0,0.2384238552,-1.2731103503
7TF:del_invF:1.0,0.0201183275,0.07332491120000001
7TF:sprB:1.0,0.6146117033,-1.3448389877
7TF:hilD:2.0,1.6197109469000002,-0.7309614081
7TF:del_invF:2.0,0.4588525359,-0.0306040273
7TF:del_rtsB:2.0,0.8467372221,-0.3977621262
7TF:hilC:2.0,0.3241038939,-1.2984003216
7TF:WT:3.0,-0.19075415810000002,0.19254975400000002
7TF:del_hilD:2.0,-0.6488531686,0.07459909890000001
7TF:rtsA:2.0,-0.4499416117,-0.1255332573
7TF:invF:1.0,-0.1025262032,0.11051829070000001
7TF:invF:2.0,1.4187673566,-0.904095698
7TF:sprB:2.0,1.233479465,-1.1839376686
7TF:del_sprB:2.0,1.1361593376,-0.3581419743
7TF:WT:4.0,0.3156795714,0.1185984462
MMC:del_rtcB_No treatment:1.0,-1.8790599056000001,-0.36665030940000004
MMC:WT_No_treatment:1.0,-0.2864101819,-0.3599405418
MMC:WT_No_treatment:2.0,-0.1021630629,0.4659758559
MMC:del_rtcR_No_treatment:1.0,-0.8656583256,0.121823578
MMC:del_rtcR_3mM_MMC:1.0,1.5281772091999999,-1.4506246227
MMC:WT_No_treatment:3.0,0.3885732448,-0.1060353141
MMC:del_rtcB_3mM_MMC:1.0,0.7861169015,-1.5694832447
MMC:del_rtcB_3mM_MMC:2.0,1.0027686051,-1.5136909487999999
MMC:del_rtcR_3mM_MMC:2.0,1.6563283677,-1.3481718672
MMC:del_rtcR_3mM_MMC:3.0,-0.8752164163,-0.36184782060000004
MMC:del_rsr_No_treatment:1.0,-0.1508780867,0.4538898199
MMC:del_rtcB_3mM_MMC:3.0,0.3194607084,-1.5407696074000001
MMC:del_rtcR_No_treatment:2.0,-0.1985413566,-0.0852170522
MMC:del_rsr_3mM_MMC:1.0,1.1418406799,-1.4580400291
MMC:del_rtcB_No treatment:2.0,-1.0978928384,-0.35240473240000003
MMC:WT_3mM_MMC:1.0,1.8161818386,-1.333676959
MMC:del_rsr_3mM_MMC:2.0,1.3063736075999999,-1.1550876734
MMC:WT_3mM_MMC:2.0,1.2413360961,-1.6321958524
MMC:del_rsr_No_treatment:2.0,-0.6479300841,0.2515992601
MMC:del_rtcB_No treatment:3.0,-1.5979087575,-0.3293516824
MMC:del_rsr_No_treatment:3.0,-0.5921697184,-0.3381776107
Nontyphoidal_comparisons:rep:1.0,0.1469163317,-0.19555480390000002
Nontyphoidal_comparisons:rep:2.0,-0.3244180211,0.2325726588
Nontyphoidal_comparisons:rep:3.0,0.17750168930000002,-0.0370178549
araC:delta_araC_LB:1.0,0.2291470095,-0.3063711434
araC:WT_LB:1.0,-0.0694785995,0.239198496
araC:WT_LB:2.0,0.0694785995,-0.239198496
araC:delta_araC_LB:2.0,-0.0753861417,0.6022620337
csgD:WT_planktonic_TP1:1.0,3.362516608e-16,0.0
csgD:del_csgD_planktonic_TP2:1.0,-0.2060610045,-0.8740617817
csgD:WT_aggregate_TP2:1.0,-1.2542556202,-1.7959844696
csgD:del_csgD_planktonic_TP1:1.0,0.0688407696,0.23593754090000002
csgD:WT_planktonic_TP3:1.0,-5.8743666171,-0.7599766982
csgD:del_csgD_planktonic_TP3:1.0,-4.2193744887,-0.4237674563
csgD:WT_planktonic_TP2:1.0,-1.4381962945,-0.4044992048
csgD:WT_aggregate_TP3:1.0,-5.10748937,-1.4601638684
csgD:PcsgD_planktonic_lux_TP1:1.0,0.2262190759,0.2269284121
csgD:PcsgD_planktonic_lux_TP4:1.0,-6.9231119451000005,-0.9752561411
csgD:PcsgD_aggregate_lux_TP3:1.0,-5.0233561902,-1.9553757975
csgD:PcsgD_planktonic_lux_TP2:1.0,-0.4257398412,0.075172343
csgD:PcsgD_planktonic_lux_TP3:1.0,-5.5765364283,-0.7033818723
csgD:del_csgD_planktonic_TP4:1.0,-7.2816054152,-1.1828575219
csgD:WT_aggregate_TP4:1.0,-5.2270401319,-2.3468121818
csgD:PcsgD_aggregate_lux_TP4:1.0,-7.5538058263,-1.4567331067
csgD:PcsgD_aggregate_lux_TP2:1.0,-0.435300554,-1.5335022953
csrA:10min_LB_csrA:1.0,4.4051138777,-3.1328335719
csrA:10min_LB_WT:1.0,4.645391792,-3.5551187958
csrA:2.5min_LB_csrA:1.0,3.7628710613000003,-2.2575524128
csrA:5min_mLPM_WT:1.0,1.5893379896000002,-1.4180011877
csrA:15min_mLPM_csrA:1.0,1.2210893322,-2.2648427226
csrA:5min_LB_WT:1.0,5.2093325819,-3.418818999
csrA:2.5min_LB_WT:1.0,3.5557290646,-1.4968298833
csrA:0min_LB_WT:1.0,-0.2118849827,-0.09342051130000001
csrA:15min_LB_WT:1.0,4.8229912722,-2.6919934858
csrA:0min_mLPM_WT:1.0,-1.2379716988,1.8907712642
csrA:15min_LB_csrA:1.0,4.1093982863,-2.8468351587000003
csrA:15min_mLPM_WT:1.0,-0.30834102080000003,-1.3672254274
csrA:15min_LB_csrA:2.0,4.2565539036,-2.2358072898
csrA:0min_mLPM_WT:2.0,-1.2949348749,1.9198908501
csrA:0min_LB_csrA:1.0,0.0819189949,-0.1496006654
csrA:15min_LB_WT:2.0,4.0954123013,-2.9695685803
csrA:15min_mLPM_WT:2.0,-0.2349715292,-1.5501413301
csrA:5min_LB_WT:2.0,4.9025392061,-3.8360581389
csrA:5min_mLPM_WT:2.0,1.0288987945,-2.2769399009
csrA:2.5min_LB_WT:2.0,3.1876113349,-1.8237151616
csrA:5min_mLPM_csrA:1.0,0.936016574,-2.7977934632
csrA:0min_LB_csrA:2.0,0.0980853221,0.0761373183
csrA:15min_mLPM_csrA:2.0,1.6116253735,-1.8403714903
csrA:5min_mLPM_csrA:2.0,1.6297250192,-2.8785940914
csrA:10min_LB_WT:2.0,4.2664796417,-3.3607772239
csrA:0min_LB_WT:2.0,0.2118849827,0.09342051130000001
csrA:5min_LB_csrA:1.0,5.3006183021,-3.4244437442
csrA:10min_mLPM_csrA:1.0,1.6900631308,-2.3926326417
csrA:10min_mLPM_csrA:2.0,2.4671273002,-2.0647448483
csrA:5min_LB_csrA:2.0,5.5394312689,-3.3734421796
csrA:2.5min_LB_csrA:2.0,3.441369405,-2.3606254091
csrA:10min_LB_csrA:2.0,5.0170505349,-3.4672447083
flagellum:ΔSTM14_1829 :1.0,-1.4294188085,0.5953729247
flagellum:ΔSTM14_1829 :2.0,-0.6739730186,-0.1644592557
flagellum:WT:1.0,-0.0942176266,-0.166862435
flagellum:WT:2.0,0.067467026,0.31287112110000004
flagellum:ΔSTM14_1829 :3.0,-0.1671664822,0.0098334587
flagellum:WT:3.0,0.0267506006,-0.146008686
fliA:del_rpoF:1.0,-0.3464964447,0.09550260540000001
fliA:WT:1.0,0.6030300604000001,0.1388467635
fliA:del_rpoF:2.0,-1.312445235,-0.23192804
fliA:WT:2.0,-0.6030300604000001,-0.1388467635
mgtC:empty_pUH21:1.0,-0.007460937900000001,-0.0437778225
mgtC:pUH_mgtC:1.0,-0.37399151270000003,-0.0638970671
mgtC:empty_pUH21:2.0,0.007460937900000001,0.0437778225
mgtC:pUH_mgtC:2.0,-0.8193865273000001,0.0513339572
mgtCBR:empty_pBAD18:1.0,-0.017209355200000002,0.2525033657
mgtCBR:mgtC_pBAD113:1.0,-0.3371538088,-0.0173861942
mgtCBR:empty_pBAD18:2.0,0.017209355200000002,-0.2525033657
mgtCBR:mgtC_pBAD113:2.0,-0.6174439427,0.12298065130000001
novobiocin:100_Novobiocin_60min:1.0,3.9838167225000003,1.205882277
novobiocin:500_Novobiocin_60min:1.0,4.88532718,0.8470734550000001
novobiocin:0_Novobiocin_60min:1.0,-0.4862208149,0.1044760431
novobiocin:0_Novobiocin_0min:1.0,0.2536500961,0.0258892251
novobiocin:100_Novobiocin_60min:2.0,3.7721103080000002,0.8436808121
novobiocin:0_Novobiocin_10min:1.0,1.2009159484,0.3624139409
novobiocin:500_Novobiocin_20min:1.0,2.6265912844,0.0781144825
novobiocin:0_Novobiocin_20min:1.0,0.9038095435,0.4504386795
novobiocin:0_Novobiocin_60min:2.0,0.0042615728,0.2121288311
novobiocin:0_Novobiocin_10min:2.0,0.8112916977,0.0104670095
novobiocin:500_Novobiocin_60min:2.0,5.562044016,0.8693687932
novobiocin:0_Novobiocin_60min:3.0,0.1450542628,0.1950984728
