,A,lldR
omv:spi1_ind_highOD_intracellularRNAs:3.0,-1.4521257848,0.5085668978
omv:controlPCN_lowOD_intracellularRNAs:1.0,0.099813261,0.40799719560000003
omv:controlPCN_lowOD_intracellularRNAs:2.0,0.1292015837,-0.2685071885
omv:spi2_ind_lowOD_intracellularRNAs:3.0,-0.0110372565,-0.0133354014
omv:controlPCN_lowOD_intracellularRNAs:3.0,-0.2290148447,-0.1394900071
sv5015:STM1625:1.0,1.3788391416,0.5714914468
sv5015:STM1625:2.0,1.2468596251,0.4659198875
sv5015:STM1625:3.0,0.8898724112,0.2955919873
sv5015:STM0581:1.0,2.9692832249,1.4690231232
sv5015:STM0581:2.0,3.2234714304,1.3596071538
sv5015:STM0581:3.0,3.0329045208,1.9292772731
sv5015:WT:1.0,-0.0609624422,0.0370043184
sv5015:WT:2.0,0.2541231284,0.0511872951
sv5015:WT:3.0,-0.19316068620000001,-0.0881916135
tomato:tomato_root:1.0,3.2889321478999998,1.2930915854
tomato:tomato_root:2.0,3.7071878743999997,1.0215258939
tomato:tomato_root:3.0,3.2950573892,0.2957195711
tomato:LB:1.0,0.49686713390000004,-0.022895371
tomato:LB:2.0,-0.49686713390000004,0.022895371
AcrB_efflux_virulence:AcrB_D408A:1.0,0.2998392794,-0.31958687900000005
AcrB_efflux_virulence:AcrB_D408A:2.0,1.4205744887,0.39615693020000003
AcrB_efflux_virulence:AcrB_D408A:3.0,0.49278269020000004,-0.1567297336
AcrB_efflux_virulence:WT:1.0,0.041436243500000004,0.2351510735
AcrB_efflux_virulence:WT:2.0,0.45994143120000003,0.1851549975
AcrB_efflux_virulence:WT:3.0,-0.5013776747,-0.420306071
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,-2.1251742632,-2.2441619322
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,-0.33006770150000003,-0.47222603420000003
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,-0.365934825,-0.9047613411000001
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,2.4924088121,2.1083332774
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,-0.7654420768,-1.0095028169
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,-0.2977918989,-0.4313627537
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,1.3366283759,1.317746095
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,-1.6882115198,-1.8672573868
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,0.8584804724,0.6035615413000001
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,1.5332542664000002,1.9237411015
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,-0.864730941,-0.9676609263
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,-1.7530265654,-1.4769500439
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,-1.5032258992,-1.0011828057
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,-3.8434085501,-1.9711460291
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,3.664584482,1.3356801173
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,0.8206380542,0.7882282986
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,3.6068303022,2.2798925484
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,-2.668419714,-1.1640451218
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,0.6661773835,0.5858018751
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,-2.3602536025,-1.2305050965
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,-2.4906225057,-2.4428865155
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,0.7090476109,0.4167830078
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,-0.2146302024,0.6757269508
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,-0.49441740850000004,-1.0925099587
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,0.1834239556,-0.41047893090000004
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,2.1422090594,1.2221069732
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,2.0381616927,1.0697873272
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,-1.4703502524,-1.2030485308
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,-2.3095316355,-0.8477074774000001
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,0.596062887,-0.2514089617
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,3.1257330148999998,2.0179949885
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,-0.6403382293000001,-1.2265116338
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,-0.7087261936,-1.1806292451
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,-3.1504338317,-1.5392894808
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,5.4107662107,3.1480167732
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,-0.681088582,-0.7501969804
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,-1.3439361754,-1.0049291661
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,-0.9676642059,-1.2837681959
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,-0.9996458266,-0.8793709926000001
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,3.6669829769,3.0915916068
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,4.3997127128999995,2.4209965306
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,2.681040839,1.4690016872
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,3.9582505751,3.0295663957
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,-2.0079375977,-1.4973467515
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,-0.2467462652,0.5012526273
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,2.1661444112,1.3887769887
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,2.6648524507999998,2.7602325823
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,0.5963438033,1.202660407
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,-1.1511752746,-0.6146717521
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,2.9720487374,1.5155425158
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,0.3762344146,0.2645954678
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,0.1823409812,-0.22163213980000002
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,1.3195083855,2.4689428116
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,0.30460626890000003,0.8502588874
OPG:del_opgGH:1.0,-1.3108306474,-0.4551421444
OPG:del_opgGH:2.0,-1.7993574782000001,-1.678846311
OPG:del_opgGH:3.0,-2.3882314268,-1.5670613331
OPG:del_opgGH_pBK16:1.0,-0.024648707500000002,-0.20779274790000002
OPG:del_opgGH_pBK16:2.0,-0.347838686,-0.3830964381
OPG:del_opgGH_pBK16:3.0,0.0599061647,-0.2852316972
OPG:WT:1.0,-0.3192145524,-0.18232017250000002
OPG:WT:2.0,0.19249787940000002,0.24333190340000002
OPG:WT:3.0,0.126716673,-0.061011730800000004
PinT:pinT+_1h:1.0,1.1439464645,0.24148509999999998
PinT:pinT+_1h:2.0,-1.1439464645,-0.24148509999999998
cold_shock_protein:WT_RNAseq:1.0,0.07491127260000001,0.2001912231
cold_shock_protein:WT_RNAseq:2.0,-0.3084940865,-0.2754942916
cold_shock_protein:WT_RNAseq:3.0,0.23358281390000002,0.07530306860000001
cold_shock_protein:DeltaCspCE_RNAseq:1.0,1.2174512594,1.323564744
cold_shock_protein:DeltaCspCE_RNAseq:2.0,1.3997368422,1.3655783956
cold_shock_protein:DeltaCspCE_RNAseq:3.0,1.5606686536,1.1416415378
dephostatin:LB_DMSO:1.0,0.063968036,-0.2754167145
dephostatin:LB_DMSO:2.0,1.345632263,0.32980732690000003
dephostatin:LB_DMSO:3.0,-1.409600299,-0.0543906124
dephostatin:LB_Dephostatin:1.0,1.2512677976,0.3275557757
dephostatin:LB_Dephostatin:2.0,0.09498394310000001,-0.42897246910000003
dephostatin:LB_Dephostatin:3.0,2.2381465223,0.7057709226000001
dephostatin:LPM_DMSO:1.0,-2.0789463902,0.0001779405
dephostatin:LPM_DMSO:2.0,-2.118892839,-1.1797004549
dephostatin:LPM_Dephostatin:1.0,-2.8266341377,-1.3774022975
dephostatin:LPM_Dephostatin:2.0,-1.225820875,-0.3699327202
dephostatin:LPM_Dephostatin:3.0,-2.2064770135,-0.9934073173
efflux_inhibition:Chlorpromazine:1.0,1.2327235998,-0.6944896654
efflux_inhibition:Chlorpromazine:2.0,7.0794125536,3.2965159946
efflux_inhibition:Chlorpromazine:3.0,1.6554907286,1.5900239468000001
efflux_inhibition:PABN:1.0,-0.26785462790000003,0.6731698704
efflux_inhibition:PABN:2.0,1.5461753515,1.6098823616
efflux_inhibition:no_treatment:1.0,0.6969975471000001,0.38888656520000003
efflux_inhibition:no_treatment:2.0,-0.29353687430000003,0.08435091980000001
efflux_inhibition:no_treatment:3.0,-0.40346067280000003,-0.473237485
efflux_inhibition:Chlorpromazine:4.0,1.4162420667,1.5961656217
efflux_inhibition:PABN:3.0,4.5267467593,2.6768242784
fis_regulatory_network:GX_EE:1.0,-3.292395442,-1.7133073731000001
fis_regulatory_network:GX_EE:2.0,0.8065086677000001,1.4319844288
fis_regulatory_network:GX_TS:1.0,-6.0499919815,-1.353198756
fis_regulatory_network:GX_TS:2.0,-6.1542754321,-1.3259111606
fis_regulatory_network:WT_EE:1.0,0.16090612740000002,-0.3258524785
fis_regulatory_network:WT_EE:2.0,-0.16090612740000002,0.3258524785
fis_regulatory_network:WT_TS:1.0,-5.9947356774,-1.7112873878000001
fis_regulatory_network:WT_TS:2.0,-6.0455735447,-1.155568553
fis_regulatory_network:OX_EE:1.0,-4.083996274,-1.5112038505
fis_regulatory_network:OX_EE:2.0,-4.4911015717,-1.6248628854
fis_regulatory_network:OX_TS:1.0,-3.9224435016,-1.0253601701
fis_regulatory_network:OX_TS:2.0,-5.0810000984,-0.7258096945
persisters:rep:1.0,0.0846534211,-0.0768726295
persisters:rep:2.0,-0.0846534211,0.0768726295
proQ_pulse_expression:empty_vector:1.0,0.1776382524,-0.3906971812
proQ_pulse_expression:empty_vector:2.0,-0.1776382524,0.3906971812
proQ_pulse_expression:long_STnc540_overexpression:1.0,-0.2053463644,0.6934631856
proQ_pulse_expression:long_STnc540_overexpression:2.0,-1.2473771209,-0.393801928
proQ_pulse_expression:short_STnc540_overexpression:1.0,0.22696922190000002,0.35051463250000003
proQ_pulse_expression:short_STnc540_overexpression:2.0,-0.3256518849,0.2424634605
proQ_virulence:dhfq_dproQ_LB:1.0,1.1964571552,-0.15264315550000002
proQ_virulence:dhfq_dproQ_LB:2.0,0.11554708050000001,0.2001435308
proQ_virulence:dhfq_dproQ_LB:3.0,0.1811380804,0.23919057100000002
proQ_virulence:dhfq_dproQ_SPI-2:1.0,3.3302946456,1.4071829641
proQ_virulence:dhfq_dproQ_SPI-2:2.0,3.7463673862,1.5983895716
proQ_virulence:dhfq_dproQ_SPI-2:3.0,3.7737418519,1.4051614923
proQ_virulence:dhfq_LB:1.0,0.6138723355,-0.8253184886
proQ_virulence:dhfq_LB:2.0,0.8582646663,-0.4388323904
proQ_virulence:dhfq_LB:3.0,0.2737286706,-0.9524363393
proQ_virulence:dhfq_SPI-2:1.0,4.388262965,1.3225051572
proQ_virulence:dhfq_SPI-2:2.0,4.5663189676,1.2403440608
proQ_virulence:dhfq_SPI-2:3.0,4.5664079041,1.3093538246
proQ_virulence:dproQ_LB:1.0,0.9517149345,1.0111462773
proQ_virulence:dproQ_LB:2.0,1.6617334836,0.9282147575
proQ_virulence:dproQ_LB:3.0,-2.2530860114,-0.6377406179
proQ_virulence:dproQ_SPI-2:1.0,0.5682708864,-0.0174720917
proQ_virulence:dproQ_SPI-2:2.0,0.5832018842000001,0.9458651671
proQ_virulence:dproQ_SPI-2:3.0,0.5281887433,0.6824568271
proQ_virulence:WT_LB:1.0,0.8562764220000001,0.40563006970000004
proQ_virulence:WT_LB:2.0,0.2996541829,0.2672232282
proQ_virulence:WT_LB:3.0,-1.1559306048,-0.6728532979
proQ_virulence:WT_SPI-2:1.0,0.7353804892,0.8581616882
proQ_virulence:WT_SPI-2:2.0,0.6348799207,0.9271335272000001
proQ_virulence:WT_SPI-2:3.0,0.19572569250000002,0.6999821175000001
rcsB:del_rcsB_S207C:1.0,0.36569295360000004,0.0279279383
rcsB:del_rcsB_WT:1.0,0.6284081463,1.3101054025
rcsB:del_rcsB:1.0,1.0752974407,0.2737017839
rcsB:del_rcsB_H12A:1.0,-0.8998586963,-1.3024263348
rcsB:del_rcsB_D56A:1.0,2.2261769411,1.1829888839
rcsB:del_rcsB_M88A:1.0,0.2960673717,0.0797166173
rcsB:del_rcsB_H77A:1.0,1.4785154418,0.45752189260000004
rcsB:del_rcsB_L108A:1.0,-1.5227797118000002,-2.0414511267
rcsB:del_rcsB_S207C:2.0,-1.2110856963,-0.7941486146000001
rcsB:del_rcsB_WT:2.0,-0.2953573305,-0.6788815997000001
rcsB:del_rcsB:2.0,1.1482625191,-0.0433263668
rcsB:del_rcsB_H12A:2.0,0.24411450950000002,0.0464035749
rcsB:del_rcsB_D56A:2.0,2.2429673879,0.6241759644
rcsB:del_rcsB_H77A:2.0,-0.8580089972,-0.5436211084
rcsB:del_rcsB_L108A:2.0,0.1505242622,-0.5617613556000001
rcsB:del_rcsB_WT:3.0,-0.3330508158,-0.6312238028
rcsB:del_rcsB_H12A:3.0,-0.0216849832,-0.24177599870000002
rcsB:del_rcsB_D56A:3.0,1.37044126,-0.4658919368
rcsB:del_rcsB_M88A:2.0,-1.024635252,-0.6221075297
rcsB:del_rcsB_H77A:3.0,-0.9461193959,-0.7253947285
rcsB:del_rcsB_L108A:3.0,1.1061141508,-0.31787979110000003
ribodepletion:RiboZero:1.0,0.0171645785,0.0145210591
ribodepletion:RiboZero:2.0,-0.0171645785,-0.0145210591
single_carbon_source:mucic:1.0,0.7120770534,0.3883696995
single_carbon_source:mucic:2.0,-0.7120770534,-0.3883696995
single_carbon_source:tartarate:1.0,1.7348767586,0.11839756180000001
single_carbon_source:tartarate:2.0,0.37435019999999997,0.1256273092
ssrA_ssrB_TCS:ssrB_minus:1.0,1.4999150331,1.0525807894
ssrA_ssrB_TCS:ssrB_minus:2.0,-0.5645820801,-0.3356254784
ssrA_ssrB_TCS:ssrB_minus:3.0,-0.9353329530000001,-0.7169553110000001
ssrA_ssrB_TCS:ssrB_plus:1.0,-0.7660289691000001,0.0247066418
ssrA_ssrB_TCS:ssrB_plus:2.0,-1.1991127964000001,-0.6292222266
ssrA_ssrB_TCS:ssrB_plus:3.0,-2.9939937157000003,-1.0637391461
yedF:WT:1.0,-0.3372870566,0.2286291661
yedF:WT:2.0,0.3372870566,-0.2286291661
yedF:del_yedF:1.0,0.8433694025,-0.2286291661
yedF:del_yedF:2.0,0.8687211823000001,1.028203291
yedF:del_yedF:3.0,-0.8773423993,-0.2286291661
14028S_paratyphiA:37C_stationary:1.0,12.8912357081,5.0216706341
14028S_paratyphiA:42C_log:1.0,0.42588077150000003,0.5184110832000001
14028S_paratyphiA:37C_log:1.0,-0.42131111860000003,-0.1599443709
14028S_paratyphiA:42C_log:2.0,0.6217391139,0.31249122760000003
14028S_paratyphiA:37C_stationary:2.0,10.868991232,3.5093225165
14028S_paratyphiA:37C_log:2.0,0.42131111860000003,0.1599443709
7TF:hilC:1.0,-0.7451202326,-1.4497557926
7TF:del_hilD:1.0,-1.1464147719,-0.22514007860000002
7TF:WT:1.0,-0.38273818930000003,-0.1326226241
7TF:hilD:1.0,-4.2020584216,-3.328786418
7TF:WT:2.0,-0.42556959,-0.0070082833
7TF:del_sprB:1.0,-1.1072352567000001,-0.2802420612
7TF:del_rtsB:1.0,-2.3207202871,-0.7327343620000001
7TF:rtsA:1.0,0.8246169629000001,-0.0212183394
7TF:del_invF:1.0,-0.7658955284000001,-0.0158895122
7TF:sprB:1.0,-1.8764057110999999,-1.8258785535
7TF:hilD:2.0,-2.0402275809,-1.6345365623
7TF:del_invF:2.0,-0.6604577204000001,0.0322661226
7TF:del_rtsB:2.0,-2.6715397924,-0.8967966982000001
7TF:hilC:2.0,-0.4086024415,-1.3528772206
7TF:WT:3.0,0.6539322024,0.0303231415
7TF:del_hilD:2.0,0.1605973376,0.1005350621
7TF:rtsA:2.0,0.5172879498,0.527876003
7TF:invF:1.0,-0.22058297400000001,-0.5340286181
7TF:invF:2.0,0.1260535041,-1.3661484245
7TF:sprB:2.0,-1.0452330332,-1.9945585968000001
7TF:del_sprB:2.0,-1.4416172444,-0.3574416386
7TF:WT:4.0,0.1543755768,0.1093077659
MMC:del_rtcB_No treatment:1.0,0.4314410372,-0.2307009884
MMC:WT_No_treatment:1.0,0.1776651992,-0.055095435000000005
MMC:WT_No_treatment:2.0,-0.1705325601,-0.3388264568
MMC:del_rtcR_No_treatment:1.0,0.0821730247,-0.6144096222000001
MMC:del_rtcR_3mM_MMC:1.0,-1.2982831324,-0.5649711204
MMC:WT_No_treatment:3.0,-0.0071326391,0.3939218917
MMC:del_rtcB_3mM_MMC:1.0,-0.9830295178,-0.033045637
MMC:del_rtcB_3mM_MMC:2.0,-0.6049247491,-0.3406978834
MMC:del_rtcR_3mM_MMC:2.0,-1.0270281114,-0.1865735464
MMC:del_rtcR_3mM_MMC:3.0,0.4098323692,-0.5830453549
MMC:del_rsr_No_treatment:1.0,-0.2360730549,-0.3161224144
MMC:del_rtcB_3mM_MMC:3.0,-0.8400020853,-0.0637364149
MMC:del_rtcR_No_treatment:2.0,0.1149441595,-0.1028677306
MMC:del_rsr_3mM_MMC:1.0,-0.32380381540000003,0.441915241
MMC:del_rtcB_No treatment:2.0,0.7503479533,-0.0514879083
MMC:WT_3mM_MMC:1.0,0.0308178255,0.1397414289
MMC:del_rsr_3mM_MMC:2.0,0.6055433374,0.9479645024000001
MMC:WT_3mM_MMC:2.0,-0.5528807436000001,-0.2041609255
MMC:del_rsr_No_treatment:2.0,2.3756035915,2.0241878836
MMC:del_rtcB_No treatment:3.0,0.6316589674,-0.034421287
MMC:del_rsr_No_treatment:3.0,1.319957574,0.7644565755
Nontyphoidal_comparisons:rep:1.0,0.1543692485,-0.0252419339
Nontyphoidal_comparisons:rep:2.0,-0.027342529100000002,-0.0841897924
Nontyphoidal_comparisons:rep:3.0,-0.12702671940000002,0.1094317263
araC:delta_araC_LB:1.0,-1.2196262609,-1.2960976431
araC:WT_LB:1.0,-1.7876520881,-1.2341699166
araC:WT_LB:2.0,1.7876520881,1.2341699166
araC:delta_araC_LB:2.0,-1.0192346421,-0.5788271566000001
csgD:WT_planktonic_TP1:1.0,-9.172015031000001e-17,0.0
csgD:del_csgD_planktonic_TP2:1.0,-0.025118564700000002,-0.39983409480000004
csgD:WT_aggregate_TP2:1.0,-0.9791876671,-0.5587166017
csgD:del_csgD_planktonic_TP1:1.0,-1.7290549022000001,-1.2754051698
csgD:WT_planktonic_TP3:1.0,-0.9922434438000001,-1.9428969728
csgD:del_csgD_planktonic_TP3:1.0,-1.4673462101,-1.8751895648999999
csgD:WT_planktonic_TP2:1.0,-1.176100363,-0.9906996333
csgD:WT_aggregate_TP3:1.0,-3.1616192649,-2.7860886763
csgD:PcsgD_planktonic_lux_TP1:1.0,-0.8095500237000001,0.4273478228
csgD:PcsgD_planktonic_lux_TP4:1.0,2.2097471116,0.9952312511
csgD:PcsgD_aggregate_lux_TP3:1.0,-0.5720870530000001,-2.2638439948
csgD:PcsgD_planktonic_lux_TP2:1.0,0.0688011771,0.0095494831
csgD:PcsgD_planktonic_lux_TP3:1.0,0.6643665862,-0.20897976610000002
csgD:del_csgD_planktonic_TP4:1.0,1.2064398432,-0.6083321447000001
csgD:WT_aggregate_TP4:1.0,-1.5483009451,-1.7878679449
csgD:PcsgD_aggregate_lux_TP4:1.0,0.6407840948,-0.3474874013
csgD:PcsgD_aggregate_lux_TP2:1.0,-0.0010687243,0.0797705975
csrA:10min_LB_csrA:1.0,-6.0997462215,-5.3359905937
csrA:10min_LB_WT:1.0,-5.8294544481,-4.9737005626
csrA:2.5min_LB_csrA:1.0,-5.4793542845,-4.5968290781
csrA:5min_mLPM_WT:1.0,-5.6304699806,-5.8302315458
csrA:15min_mLPM_csrA:1.0,-1.9113279251000002,-2.772845903
csrA:5min_LB_WT:1.0,-4.5528990677,-4.6952103446999995
csrA:2.5min_LB_WT:1.0,-3.5695187326999998,-2.0145568008
csrA:0min_LB_WT:1.0,-0.6208759505,-0.2309919454
csrA:15min_LB_WT:1.0,-6.3247230189,-4.92624826
csrA:0min_mLPM_WT:1.0,-4.7226437801,-3.9980240872
csrA:15min_LB_csrA:1.0,-5.8662371286,-4.7414363121
csrA:15min_mLPM_WT:1.0,-4.7744895848,-4.2626756593
csrA:15min_LB_csrA:2.0,-4.3880584526,-4.6644248469
csrA:0min_mLPM_WT:2.0,-4.9017961667000005,-4.2658620781
csrA:0min_LB_csrA:1.0,-0.5556323297,-0.7422569317000001
csrA:15min_LB_WT:2.0,-5.8371465117,-5.2152731115
csrA:15min_mLPM_WT:2.0,-4.5883125028,-3.3658646202
csrA:5min_LB_WT:2.0,-4.6023533245,-4.1993260013
csrA:5min_mLPM_WT:2.0,-5.0587424836,-4.3496860118
csrA:2.5min_LB_WT:2.0,-3.5324149858,-2.4419365894
csrA:5min_mLPM_csrA:1.0,-3.2001159125,-4.333733535
csrA:0min_LB_csrA:2.0,-2.1578246514,-2.1118665427
csrA:15min_mLPM_csrA:2.0,-0.5626564665,-2.1291878385
csrA:5min_mLPM_csrA:2.0,-2.3749531535,-3.5135790611999997
csrA:10min_LB_WT:2.0,-6.3421865802,-5.1459633124
csrA:0min_LB_WT:2.0,0.6208759505,0.2309919454
csrA:5min_LB_csrA:1.0,-5.3675886927,-4.774803664
csrA:10min_mLPM_csrA:1.0,-2.2378614183,-3.4123874304
csrA:10min_mLPM_csrA:2.0,-0.5478603587,-2.5740923084
csrA:5min_LB_csrA:2.0,-5.9184730701,-5.5932128512
csrA:2.5min_LB_csrA:2.0,-3.7948497929,-3.2143258397
csrA:10min_LB_csrA:2.0,-5.9400522119,-5.2957709134
flagellum:ΔSTM14_1829 :1.0,0.2095459701,-0.38101887360000003
flagellum:ΔSTM14_1829 :2.0,0.1917076762,-0.37836051130000004
flagellum:WT:1.0,-0.1725175652,-0.09605405800000001
flagellum:WT:2.0,0.1782318964,0.1959477785
flagellum:ΔSTM14_1829 :3.0,-0.0378810692,-0.9492588038
flagellum:WT:3.0,-0.0057143312000000005,-0.0998937204
fliA:del_rpoF:1.0,-2.7016514281,-1.9118477394000002
fliA:WT:1.0,-0.4038984466,0.2971383868
fliA:del_rpoF:2.0,-2.4239026022,-1.7501502333999999
fliA:WT:2.0,0.4038984466,-0.2971383868
mgtC:empty_pUH21:1.0,-0.2243762554,-0.0406606705
mgtC:pUH_mgtC:1.0,1.2745513619,-0.0030516913
mgtC:empty_pUH21:2.0,0.2243762554,0.0406606705
mgtC:pUH_mgtC:2.0,0.4663241134,-0.3633939505
mgtCBR:empty_pBAD18:1.0,0.14657278340000002,0.3165528425
mgtCBR:mgtC_pBAD113:1.0,0.7244107677,1.121502966
mgtCBR:empty_pBAD18:2.0,-0.14657278340000002,-0.3165528425
mgtCBR:mgtC_pBAD113:2.0,0.4355036706,1.0599274475
novobiocin:100_Novobiocin_60min:1.0,6.842294599,4.597348702
novobiocin:500_Novobiocin_60min:1.0,6.2364623663,4.8611384941
novobiocin:0_Novobiocin_60min:1.0,-3.2327264813,-0.6394901545
novobiocin:0_Novobiocin_0min:1.0,0.0938205963,-0.1423263637
novobiocin:100_Novobiocin_60min:2.0,7.0781271905,4.4878282939
novobiocin:0_Novobiocin_10min:1.0,8.3644300669,5.2576426038
novobiocin:500_Novobiocin_20min:1.0,8.0581616406,4.5763156403
novobiocin:0_Novobiocin_20min:1.0,6.9844584318,5.1716859036
novobiocin:0_Novobiocin_60min:2.0,-1.5219993384000001,0.6010014650000001
novobiocin:0_Novobiocin_10min:2.0,8.2946564313,4.7721212037
novobiocin:500_Novobiocin_60min:2.0,7.0448963678,4.7152676374
