,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,-2.201180171,0.704781381340656,2.0,51.0,-1.702824477,55.0,-2.699535865,,
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,-11.0407333,0.07645049013571584,2.0,56.0,-11.09479196,57.0,-10.98667464,,
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,-10.68913874,0.6547288928881897,2.0,58.0,-10.2261755,59.0,-11.15210198,,
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,-14.98898371,0.11841072979034341,2.0,60.0,-14.90525468,61.0,-15.07271274,,
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,-2.969894685,0.379944537583387,2.0,62.0,-3.238556044,63.0,-2.701233326,,
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,-7.956130153,0.04492099757083236,2.0,64.0,-7.987894095,65.0,-7.924366211,,
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,-11.714301715000001,0.8147966620164564,2.0,66.0,-11.13815347,67.0,-12.29044996,,
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,-5.983687633500001,0.5956113216638635,2.0,68.0,-5.562526829,69.0,-6.404848438,,
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,-7.2223050405,0.13312509369807018,2.0,70.0,-7.316438697,71.0,-7.128171384,,
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,-18.45413223,0.645948648991248,2.0,72.0,-17.99737756,73.0,-18.9108869,,
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,-3.8068300104999997,0.6408915040236945,2.0,74.0,-4.260008739,75.0,-3.353651282,,
38,ICA-Set002__USA300 LAC CA-MHB Control,-2.6692230455,1.6246575666722733,2.0,76.0,-1.520416663,77.0,-3.818029428,,
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,-15.20729069,0.3771773897465121,2.0,78.0,-14.940586,79.0,-15.47399538,,
40,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLguanine,-16.303372709999998,0.06503753212892398,2.0,80.0,-16.25738423,81.0,-16.34936119,,
41,ICA-Set002__USA300 SNFM1 CA-MHB Control,3.470021509,0.11168905333855753,2.0,82.0,3.548997596,83.0,3.391045422,,
42,ICA-Set002__USA300 SNFM1 RPMI+10%LB Control,-13.910362535,0.16620862382734647,2.0,84.0,-14.02788978,85.0,-13.79283529,,
43,ICA-Set002__USA300 SNFR19 CA-MHB Control,8.330033074500001,0.31521524390698463,2.0,86.0,8.552923911,87.0,8.107142238,,
44,ICA-Set002__USA300 SNFR19 RPMI+10%LB Control,-8.6903937555,0.001843258380033263,2.0,88.0,-8.691697136,89.0,-8.689090375,,
45,ICA-Set002__USA300 TCH1516 CA-MHB Control,0.0,0.4912779968211807,2.0,90.0,-0.347386003,91.0,0.347386003,,
46,ICA-Set002__USA300 TCH1516 RPMI+10%LB Control,-10.160239244,0.7099652122662332,2.0,92.0,-9.658218028,93.0,-10.66226046,,
47,ICA-Set002__USA300 LAC R10LBnoGlu 1gLmaltose,-17.763555824999997,0.3167579225080417,2.0,94.0,-17.9875375,96.0,-17.53957415,,
48,ICA-Set002__USA300 LAC CAMHB 0.0195ug/mLMupirocin,0.968392479,0.7500955995782927,2.0,95.0,0.437994794,97.0,1.498790164,,
49,ICA-Set003__USA300 TCH1516 CA-MHB 250nMParaquat,-0.03289115649999996,0.7637402976022742,2.0,98.0,-0.5729371,99.0,0.507154787,,
50,ICA-Set003__USA300 TCH1516 CA-MHB 2gLGalactose,0.7880196345,0.6812136233394731,2.0,100.0,1.269710407,101.0,0.30632886200000004,,
51,ICA-Set003__USA300 TCH1516 CA-MHB 2gLPyruvate,-1.9971457915,0.8081925555020715,2.0,102.0,-2.568624228,103.0,-1.425667355,,
52,ICA-Set003__USA300 TCH1516 CA-MHB Control,0.9731102595000001,0.9481310253806327,2.0,104.0,1.643540137,105.0,0.302680382,,
53,ICA-Set003__USA300 TCH1516 CA-MHB StationaryPhase,1.9875085455,0.9088212609439841,2.0,106.0,1.344874869,107.0,2.630142222,,
