,A,cadC
tomato:tomato_root:2.0,6.6337599298,1.0525593209
tomato:tomato_root:3.0,6.0173196109,0.7283842838
tomato:LB:1.0,-0.8621422464,-0.0784977422
tomato:LB:2.0,0.8621422464,0.0784977422
AcrB_efflux_virulence:AcrB_D408A:1.0,-0.33791079220000003,-0.31649212860000003
AcrB_efflux_virulence:AcrB_D408A:2.0,-0.48040072570000003,-0.2913088961
AcrB_efflux_virulence:AcrB_D408A:3.0,-0.2750704016,-0.23328270180000002
AcrB_efflux_virulence:WT:1.0,0.63259388,-0.11799797320000001
AcrB_efflux_virulence:WT:2.0,0.06456410900000001,0.10777392470000001
AcrB_efflux_virulence:WT:3.0,-0.697157989,0.010224048500000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,-0.8418605798000001,0.5267440895000001
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,-8.0315071492,0.9869397017
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,-6.76111991,0.8384893191
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,-2.0296049342,-0.2337330921
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,-7.050593037,0.6763509309
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,-6.9336383901000005,1.144961878
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,0.6675539814,-0.0241747455
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,-1.4676534684,0.4485942571
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,-1.6538806553,0.3572882653
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,-1.5794288573,-0.3056097193
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,-7.6145346306,1.0847039872
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,-7.3100640603,0.96340949
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,-6.4315049113,0.9024002673
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,-6.8953758306,0.31294763130000003
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,-7.461429874,1.2765510575999999
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,-6.9757243269,0.8651401384
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,-2.3776945806,0.24787422820000002
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,-4.8154184183,0.15412405810000002
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,-2.6086707287,0.3529679609
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,-5.9721626985,0.0978972303
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,-3.9117602208,0.7170976697
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,-1.2420381851,-0.0838782253
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,1.7033595608,-0.2254514843
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,-0.4613213756,0.3093297096
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,-6.7283233592,0.4090815069
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,-6.5653353583000005,0.1871398591
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,-6.7788353571,-0.0090335958
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,-0.6664063724,-0.0462676376
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,-8.375996858,0.6276326693000001
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,-7.655093663,0.19022134910000002
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,-6.127259522,-0.33714370050000003
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,-7.8529066236,0.5703326552
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,-7.5541523906,0.7658469526
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,-0.4131009659,0.5448558968
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,-2.1401468851,0.0503101357
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,-8.0694750673,0.9037449607
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,-7.2326131668,0.7955631376000001
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,-6.123429732,0.7785715343
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,-8.2250064973,0.5031092977
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,0.607635059,-0.1566442178
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,-1.1464738751,-0.08597198930000001
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,-6.9155703084999995,0.5960652362000001
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,-0.28217263800000003,0.1399743303
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,-4.9608817742,0.25825959390000003
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,-5.6571444136,0.3290587996
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,-5.1418844565,0.4241588256
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,-0.3174481971,-0.4725391695
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,2.1614339379,-0.1922888593
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,-1.0031992366,0.00037117060000000003
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,-7.0653326202,0.0479827649
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,-4.8157853205,0.2982258456
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,-6.2983794945,0.4985051026
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,-1.7233290895,-0.643123474
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,0.8878632188000001,0.14080419500000002
OPG:del_opgGH:1.0,-0.4751008129,0.1906000722
OPG:del_opgGH:2.0,0.7439676842,0.6037922159
OPG:del_opgGH:3.0,1.0164390275,0.4954080027
OPG:del_opgGH_pBK16:1.0,-0.340792974,0.1213581823
OPG:del_opgGH_pBK16:2.0,0.6960806842,-0.0225093918
OPG:del_opgGH_pBK16:3.0,0.0126543973,-0.0711706907
OPG:WT:1.0,0.41835803330000004,0.0730055166
OPG:WT:2.0,-0.6293457943,0.0135836744
OPG:WT:3.0,0.21098776100000002,-0.08658919100000001
PinT:pinT+_1h:1.0,-0.0041788957,0.06568737200000001
PinT:pinT+_1h:2.0,0.0041788957,-0.06568737200000001
cold_shock_protein:WT_RNAseq:1.0,-0.50360085,-0.0765842488
cold_shock_protein:WT_RNAseq:2.0,0.5459259292,-0.0389174401
cold_shock_protein:WT_RNAseq:3.0,-0.0423250791,0.11550168890000001
cold_shock_protein:DeltaCspCE_RNAseq:1.0,-0.6228395644,0.34000619330000004
cold_shock_protein:DeltaCspCE_RNAseq:2.0,-1.2175449032,0.46044479400000005
cold_shock_protein:DeltaCspCE_RNAseq:3.0,-0.7984457511,0.24994199020000002
dephostatin:LB_DMSO:1.0,-0.2572875199,-0.22040358570000002
dephostatin:LB_DMSO:2.0,-0.107345357,0.0672443964
dephostatin:LB_DMSO:3.0,0.3646328769,0.1531591893
dephostatin:LB_Dephostatin:1.0,-0.6886202372,-0.0229664846
dephostatin:LB_Dephostatin:2.0,-0.9772954478,-0.26804500540000004
dephostatin:LB_Dephostatin:3.0,-0.2077593656,0.0970358637
dephostatin:LPM_DMSO:1.0,-2.8469872645,-0.0677184098
dephostatin:LPM_DMSO:2.0,-4.1366824076,-0.0669432438
dephostatin:LPM_Dephostatin:1.0,-3.7615661931,-0.025278130200000002
dephostatin:LPM_Dephostatin:2.0,-3.248295211,0.0726156151
dephostatin:LPM_Dephostatin:3.0,-4.0438619866,-0.4009331272
efflux_inhibition:Chlorpromazine:1.0,2.7125449737,-1.7789571216
efflux_inhibition:Chlorpromazine:2.0,0.38693394140000004,-1.678556371
efflux_inhibition:Chlorpromazine:3.0,9.0399389304,-0.0625790401
efflux_inhibition:PABN:1.0,3.6673456199,-0.3387027966
efflux_inhibition:PABN:2.0,6.3283867815,-0.0709296671
efflux_inhibition:no_treatment:1.0,0.1432843581,-0.0349589557
efflux_inhibition:no_treatment:2.0,0.0913887914,-0.3404991334
efflux_inhibition:no_treatment:3.0,-0.2346731495,0.3754580891
efflux_inhibition:Chlorpromazine:4.0,8.2827425039,-0.11251719900000001
efflux_inhibition:PABN:3.0,0.0855184276,-0.7037256233
fis_regulatory_network:GX_EE:1.0,5.1909664045,-0.0013294280000000001
fis_regulatory_network:GX_EE:2.0,-2.6818472854,-0.2420044487
fis_regulatory_network:GX_TS:1.0,-2.6319935637,-0.4889946308
fis_regulatory_network:GX_TS:2.0,-3.1170021804,-0.42336550240000004
fis_regulatory_network:WT_EE:1.0,0.4997578673,0.11467904870000001
fis_regulatory_network:WT_EE:2.0,-0.4997578673,-0.11467904870000001
fis_regulatory_network:WT_TS:1.0,-2.0037402563,-0.5321800948000001
fis_regulatory_network:WT_TS:2.0,-2.6502893455,-0.5582725584
fis_regulatory_network:OX_EE:1.0,1.0757133066,0.2477042394
fis_regulatory_network:OX_EE:2.0,0.9976471071,0.3555192278
fis_regulatory_network:OX_TS:1.0,-3.4323740705,-0.42250658550000003
fis_regulatory_network:OX_TS:2.0,-1.6278594954,-0.9214120720000001
persisters:rep:1.0,-0.06317968880000001,0.3257855179
persisters:rep:2.0,0.06317968880000001,-0.3257855179
proQ_pulse_expression:empty_vector:1.0,0.1257717512,0.1026834449
proQ_pulse_expression:empty_vector:2.0,-0.1257717512,-0.1026834449
proQ_pulse_expression:long_STnc540_overexpression:1.0,0.6878735788,-0.0003564067
proQ_pulse_expression:long_STnc540_overexpression:2.0,0.9576096803,-0.1937419954
proQ_pulse_expression:short_STnc540_overexpression:1.0,0.675113077,0.1021803979
proQ_pulse_expression:short_STnc540_overexpression:2.0,0.0163448536,0.0499174693
proQ_virulence:dhfq_dproQ_LB:1.0,-1.3815079351000001,0.1590648173
proQ_virulence:dhfq_dproQ_LB:2.0,-0.8206507337000001,0.23643843220000002
proQ_virulence:dhfq_dproQ_LB:3.0,-0.2804781844,0.1748178767
proQ_virulence:dhfq_dproQ_SPI-2:1.0,4.8414053737,0.3139840217
proQ_virulence:dhfq_dproQ_SPI-2:2.0,5.0791457311,0.2267111823
proQ_virulence:dhfq_dproQ_SPI-2:3.0,5.1386005993,0.2385134209
proQ_virulence:dhfq_LB:1.0,0.5222532901,0.2948726776
proQ_virulence:dhfq_LB:2.0,1.3342547138,-0.10800368340000001
proQ_virulence:dhfq_LB:3.0,0.6041030684,0.21127422580000002
proQ_virulence:dhfq_SPI-2:1.0,5.9955129112000005,0.1563284968
proQ_virulence:dhfq_SPI-2:2.0,6.1831553933,0.1949689528
proQ_virulence:dhfq_SPI-2:3.0,6.5397877965,0.1870313698
proQ_virulence:dproQ_LB:1.0,-0.0158910167,0.0323608503
proQ_virulence:dproQ_LB:2.0,5.346983575,-0.0632656265
proQ_virulence:dproQ_LB:3.0,0.3678353247,0.5521067815
proQ_virulence:dproQ_SPI-2:1.0,4.6719779998,0.9405838804000001
proQ_virulence:dproQ_SPI-2:2.0,5.5264985518,1.0176019569
proQ_virulence:dproQ_SPI-2:3.0,5.2644173216,1.045702849
proQ_virulence:WT_LB:1.0,-0.4075235112,-0.0020307632
proQ_virulence:WT_LB:2.0,-0.3052331285,-0.0050762458
proQ_virulence:WT_LB:3.0,0.7127566397,0.007107009
proQ_virulence:WT_SPI-2:1.0,5.5494761908,1.1809697104
proQ_virulence:WT_SPI-2:2.0,6.0210790697,1.0349600376
proQ_virulence:WT_SPI-2:3.0,6.3934786296,1.1102258604
rcsB:del_rcsB_S207C:1.0,0.07002139410000001,0.1278140117
rcsB:del_rcsB_WT:1.0,0.49051366290000004,-0.0668360522
rcsB:del_rcsB:1.0,-0.347909984,-0.1190375572
rcsB:del_rcsB_H12A:1.0,-0.8367635262,0.2647373108
rcsB:del_rcsB_D56A:1.0,0.7476228678,-0.0588871096
rcsB:del_rcsB_M88A:1.0,-0.3244133198,0.0595445428
rcsB:del_rcsB_H77A:1.0,0.0018649039,0.0817113865
rcsB:del_rcsB_L108A:1.0,3.5994205967,0.1103018561
rcsB:del_rcsB_S207C:2.0,0.1660003574,-0.0783982532
rcsB:del_rcsB_WT:2.0,0.3921079013,0.089266709
rcsB:del_rcsB:2.0,4.4726625145,-0.010719962900000001
rcsB:del_rcsB_H12A:2.0,6.1612588786,-0.1621398048
rcsB:del_rcsB_D56A:2.0,0.09703724350000001,0.07914729
rcsB:del_rcsB_H77A:2.0,2.197948244,0.0921915437
rcsB:del_rcsB_L108A:2.0,-0.0766437759,0.38611658260000004
rcsB:del_rcsB_WT:3.0,-0.8826215642,-0.0224306568
rcsB:del_rcsB_H12A:3.0,1.5352721345,0.1216409764
rcsB:del_rcsB_D56A:3.0,-2.1672855916,0.30624851610000003
rcsB:del_rcsB_M88A:2.0,-1.238553603,0.22453367500000002
rcsB:del_rcsB_H77A:3.0,-0.5581360098,0.044543189000000004
rcsB:del_rcsB_L108A:3.0,0.9237166538,0.1847335758
ribodepletion:RiboZero:1.0,0.0829184117,-0.0147050175
ribodepletion:RiboZero:2.0,-0.0829184117,0.0147050175
single_carbon_source:mucic:1.0,-0.0345878596,0.0757650978
single_carbon_source:mucic:2.0,0.0345878596,-0.0757650978
single_carbon_source:tartarate:1.0,-3.6415628788000003,-0.1030799014
single_carbon_source:tartarate:2.0,-1.504382342,0.3206532535
ssrA_ssrB_TCS:ssrB_minus:1.0,-0.9148051197,0.053968612000000006
ssrA_ssrB_TCS:ssrB_minus:2.0,0.30028517450000003,0.1552280358
ssrA_ssrB_TCS:ssrB_minus:3.0,0.6145199452,-0.2091966478
ssrA_ssrB_TCS:ssrB_plus:1.0,-3.2955949954,-0.33089188610000003
ssrA_ssrB_TCS:ssrB_plus:2.0,-3.8443368206,-0.2812011508
ssrA_ssrB_TCS:ssrB_plus:3.0,-3.0218251685,-0.5104237957000001
yedF:WT:1.0,3.4358831697,0.0003419845
yedF:WT:2.0,-3.4358831697,-0.0003419845
yedF:del_yedF:1.0,4.6567126515,-0.49682274
yedF:del_yedF:2.0,10.2256120855,-0.2479880664
yedF:del_yedF:3.0,12.1635340665,0.4101366864
14028S_paratyphiA:37C_stationary:1.0,-1.3904550246,0.42837412210000003
14028S_paratyphiA:42C_log:1.0,-0.4303220951,-0.13559875670000002
14028S_paratyphiA:37C_log:1.0,1.735762227,0.1400920974
14028S_paratyphiA:42C_log:2.0,-2.525218069,-0.3549167523
14028S_paratyphiA:37C_stationary:2.0,-1.9041029294,0.6899356822
14028S_paratyphiA:37C_log:2.0,-1.735762227,-0.1400920974
7TF:hilC:1.0,2.8158464603,-1.2334594141
7TF:del_hilD:1.0,1.2354052771,0.2599116306
7TF:WT:1.0,-0.3861956425,0.1012192362
7TF:hilD:1.0,2.9631985659,-0.8568238452
7TF:WT:2.0,-0.7013168714,0.070663217
7TF:del_sprB:1.0,-0.5590658241,0.0959668981
7TF:del_rtsB:1.0,-5.2745965063,-0.1156846749
7TF:rtsA:1.0,-2.650078016,-0.8331563114
7TF:del_invF:1.0,0.3892802126,0.17208872220000002
7TF:sprB:1.0,-0.3095062422,-0.8268400850000001
7TF:hilD:2.0,1.5306151751,-1.2315143365
7TF:del_invF:2.0,-0.1257463183,0.2195912354
7TF:del_rtsB:2.0,-5.7783467328,-0.1564187427
7TF:hilC:2.0,2.2527628907,-1.047015818
7TF:WT:3.0,0.2382658823,0.049239870500000005
7TF:del_hilD:2.0,-0.1512596153,0.3197717686
7TF:rtsA:2.0,-4.0891057085,-0.38829045770000004
7TF:invF:1.0,2.0543960533,-0.1023509485
7TF:invF:2.0,0.5044561127,-1.0539409022
7TF:sprB:2.0,-1.5807260169,-0.7932211819
7TF:del_sprB:2.0,-0.21700469790000002,0.14205775410000002
7TF:WT:4.0,0.8492466316,-0.2211223237
MMC:del_rtcB_No treatment:1.0,0.5485209261,0.1909521807
MMC:WT_No_treatment:1.0,0.3380388311,0.1749245354
MMC:WT_No_treatment:2.0,-0.4275317047,0.0583318181
MMC:del_rtcR_No_treatment:1.0,-0.6880471218,0.030882789100000002
MMC:del_rtcR_3mM_MMC:1.0,0.35528037970000004,-0.9936451608
MMC:WT_No_treatment:3.0,0.08949287360000001,-0.23325635360000002
MMC:del_rtcB_3mM_MMC:1.0,0.4522901979,-0.48140966030000004
MMC:del_rtcB_3mM_MMC:2.0,0.7630480986,-0.5399770855
MMC:del_rtcR_3mM_MMC:2.0,0.8585444197000001,-0.6098760982
MMC:del_rtcR_3mM_MMC:3.0,-0.9654424872,0.1606450213
MMC:del_rsr_No_treatment:1.0,-1.7629227863999999,-0.7986735467
MMC:del_rtcB_3mM_MMC:3.0,0.0785647012,-0.3310385275
MMC:del_rtcR_No_treatment:2.0,0.2522725581,0.0269046089
MMC:del_rsr_3mM_MMC:1.0,0.7967912942,-0.33526355960000004
MMC:del_rtcB_No treatment:2.0,0.7974920454000001,0.11530096740000001
MMC:WT_3mM_MMC:1.0,1.5670769092999999,-0.6974177666
MMC:del_rsr_3mM_MMC:2.0,1.1677012764999999,-0.8841003486000001
MMC:WT_3mM_MMC:2.0,1.1181020402,-0.4193862443
MMC:del_rsr_No_treatment:2.0,2.2069166264,-0.25526392330000003
MMC:del_rtcB_No treatment:3.0,0.34528720700000004,0.1538297731
MMC:del_rsr_No_treatment:3.0,1.2528672648999999,-0.3807734706
Nontyphoidal_comparisons:rep:1.0,0.9464504916,-0.0380696673
Nontyphoidal_comparisons:rep:2.0,-1.5713422539000002,0.0544795869
Nontyphoidal_comparisons:rep:3.0,0.6248917622,-0.0164099196
araC:delta_araC_LB:1.0,-0.8630996027000001,0.0356365088
araC:WT_LB:1.0,-1.3199820611,-0.0492237822
araC:WT_LB:2.0,1.3199820611,0.0492237822
araC:delta_araC_LB:2.0,-0.5453981052,-0.1608728122
csgD:WT_planktonic_TP1:1.0,-1.387063209e-17,0.0
csgD:del_csgD_planktonic_TP2:1.0,-5.0617333201,-0.5520110594000001
csgD:WT_aggregate_TP2:1.0,-5.632532896,-0.7304521787
csgD:del_csgD_planktonic_TP1:1.0,0.7479978374,0.3107206648
csgD:WT_planktonic_TP3:1.0,-8.4736685868,0.7559158970000001
csgD:del_csgD_planktonic_TP3:1.0,-5.9427118808,0.4915530917
csgD:WT_planktonic_TP2:1.0,-1.3376933993,0.5757410497000001
csgD:WT_aggregate_TP3:1.0,-7.2326544482,-0.3459051399
csgD:PcsgD_planktonic_lux_TP1:1.0,0.30407995990000003,0.5633329141
csgD:PcsgD_planktonic_lux_TP4:1.0,-10.2045238886,1.1181832583
csgD:PcsgD_aggregate_lux_TP3:1.0,-6.4900497611,-0.7087391038
csgD:PcsgD_planktonic_lux_TP2:1.0,-0.8124613144,0.9993840041000001
csgD:PcsgD_planktonic_lux_TP3:1.0,-8.0441925014,1.211576652
csgD:del_csgD_planktonic_TP4:1.0,-10.9822116143,0.4134476409
csgD:WT_aggregate_TP4:1.0,-13.2303108212,-0.1310018625
csgD:PcsgD_aggregate_lux_TP4:1.0,-12.2750852307,0.2210994597
csgD:PcsgD_aggregate_lux_TP2:1.0,-4.7483539538,-0.5653194047
csrA:10min_LB_csrA:1.0,2.5804202937,-3.7550933805
csrA:10min_LB_WT:1.0,3.3065445633,-4.1114855699
csrA:2.5min_LB_csrA:1.0,0.1572344324,-2.1521607042
csrA:5min_mLPM_WT:1.0,12.286419413499999,-3.0005095563
csrA:15min_mLPM_csrA:1.0,8.720694213,-2.1378145143
csrA:5min_LB_WT:1.0,2.7721616667,-4.4583179338
csrA:2.5min_LB_WT:1.0,1.5402187656000002,-1.2672031910000001
csrA:0min_LB_WT:1.0,-0.4057647703,0.0631688002
csrA:15min_LB_WT:1.0,3.5131917797,-3.7669715064
csrA:0min_mLPM_WT:1.0,3.5821348131,0.0790793714
csrA:15min_LB_csrA:1.0,3.3475179358,-3.2431228386
csrA:15min_mLPM_WT:1.0,14.2716574188,-1.9750869363999999
csrA:15min_LB_csrA:2.0,3.2357124949,-3.2214396770000002
csrA:0min_mLPM_WT:2.0,4.9079639373,0.0791699563
csrA:0min_LB_csrA:1.0,-0.6679142223,-0.0019429647000000002
csrA:15min_LB_WT:2.0,2.8748167698,-3.7594459927
csrA:15min_mLPM_WT:2.0,10.2979262932,-1.8945735202
csrA:5min_LB_WT:2.0,3.5125636764,-4.3261916314
csrA:5min_mLPM_WT:2.0,9.7197582115,-2.4553629255000002
csrA:2.5min_LB_WT:2.0,0.5153180182,-1.550908368
csrA:5min_mLPM_csrA:1.0,7.9439708789,-3.2431445114
csrA:0min_LB_csrA:2.0,-0.5828761541,0.1368796261
csrA:15min_mLPM_csrA:2.0,8.7479857652,-1.9299020393
csrA:5min_mLPM_csrA:2.0,8.1186281221,-3.1398074142
csrA:10min_LB_WT:2.0,3.7709235188,-3.956301468
csrA:0min_LB_WT:2.0,0.4057647703,-0.0631688002
csrA:5min_LB_csrA:1.0,2.0480331808,-4.4968458499
csrA:10min_mLPM_csrA:1.0,8.850355961,-2.6026346218
csrA:10min_mLPM_csrA:2.0,8.2395618125,-2.6906248018000003
csrA:5min_LB_csrA:2.0,1.5523395544,-4.0374374398
csrA:2.5min_LB_csrA:2.0,-0.041566112700000005,-2.4344416009
csrA:10min_LB_csrA:2.0,2.0107651588,-3.8858824113
flagellum:ΔSTM14_1829 :1.0,9.7281691328,-0.0770617242
flagellum:ΔSTM14_1829 :2.0,6.7059740309,-0.42415053620000004
flagellum:WT:1.0,-0.3871460618,0.1806139021
flagellum:WT:2.0,0.5626979639,-0.2469517862
flagellum:ΔSTM14_1829 :3.0,8.0016043712,-0.5479973753
flagellum:WT:3.0,-0.17555190210000002,0.06633788410000001
fliA:del_rpoF:1.0,0.8768915492,-0.2000916519
fliA:WT:1.0,0.3111785284,0.0026215314
fliA:del_rpoF:2.0,-0.3544336535,-0.0445909748
fliA:WT:2.0,-0.3111785284,-0.0026215314
mgtC:empty_pUH21:1.0,-0.2191341639,-0.0868322589
mgtC:pUH_mgtC:1.0,1.4213476723,0.1304210203
mgtC:empty_pUH21:2.0,0.2191341639,0.0868322589
mgtC:pUH_mgtC:2.0,1.501583617,0.1541889642
mgtCBR:empty_pBAD18:1.0,-0.0733438419,0.0666383144
mgtCBR:mgtC_pBAD113:1.0,-0.3099353177,0.06288845600000001
mgtCBR:empty_pBAD18:2.0,0.0733438419,-0.0666383144
mgtCBR:mgtC_pBAD113:2.0,-0.9594408662,-0.00047354710000000003
novobiocin:100_Novobiocin_60min:1.0,2.3679508887000003,0.8652414094
novobiocin:500_Novobiocin_60min:1.0,5.2157595302,1.1255664063
novobiocin:0_Novobiocin_60min:1.0,0.48433177310000003,-0.4395259059
novobiocin:0_Novobiocin_0min:1.0,-0.24023311490000002,0.0478803557
novobiocin:100_Novobiocin_60min:2.0,2.5247703124000003,0.9097519446000001
novobiocin:0_Novobiocin_10min:1.0,-0.46131915100000004,-0.1465267173
novobiocin:500_Novobiocin_20min:1.0,5.6331277766,0.9357605205
novobiocin:0_Novobiocin_20min:1.0,1.9542282575,-0.0591077037
novobiocin:0_Novobiocin_60min:2.0,0.6860582071,-0.514716684
novobiocin:0_Novobiocin_10min:2.0,0.06284251290000001,-0.2482564125
novobiocin:500_Novobiocin_60min:2.0,4.977941812,1.2410651292
novobiocin:0_Novobiocin_60min:3.0,1.1835196902,-0.4328442354
