sample_id,project_id,strain,OD600 growth-stage,sample-time,Temperature (degrees C),base-media,condition_id,accession,repository,mean phred scores,percent aligned,total reads,mapped reads,Data Source (PMID)
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_2,U01-Set003,USA300 TCH1516,0.0366,2.5hr,37,CA-MHB,Vancomycin 0.7,SRR11870499,Sequence Read Archives (SRA),34.8,99.73,18483404,18433781,This Publication
USA300_TCH1516_U01-Set003_CAMHB_Control_3,U01-Set003,USA300 TCH1516,0.8764,2.5hr,37,CA-MHB,Control,SRR11870498,Sequence Read Archives (SRA),34.8,99.77,17176522,17136872,This Publication
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_3,U01-Set003,USA300 TCH1516,0.9201,2.5hr,37,CA-MHB,Vancomycin 0.45,SRR11870497,Sequence Read Archives (SRA),34.8,99.75,17994352,17948497,This Publication
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_3,U01-Set003,USA300 TCH1516,0.8679,2.5hr,37,CA-MHB,Vancomycin 0.65,SRR11870496,Sequence Read Archives (SRA),34.8,99.72,19020160,18967321,This Publication
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_3,U01-Set003,USA300 TCH1516,0.7788,2.5hr,37,CA-MHB,Vancomycin 0.7,SRR11870495,Sequence Read Archives (SRA),34.8,99.7,16633212,16583769,This Publication
USA300_LAC_ICA-Set001_R10LB_Control_1,ICA-Set001,USA300 LAC,0.4609,2hr,37,RPMI+10%LB,Control,SRR11837180,Sequence Read Archives (SRA),37.8,96.78,11263230,10900388,This Publication
USA300_LAC_ICA-Set001_R10LB_Control_2,ICA-Set001,USA300 LAC,0.4661,2hr,37,RPMI+10%LB,Control,SRR11837179,Sequence Read Archives (SRA),38.3,96.56,12120396,11703316,This Publication
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_1,ICA-Set001,USA300 LAC,0.4661,2hr,37,RPMI+10%LB,1.5mMIle,SRR11837167,Sequence Read Archives (SRA),38.2,96.33,10633180,10242840,This Publication
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_2,ICA-Set001,USA300 LAC,0.4861,2hr,37,RPMI+10%LB,1.5mMIle,SRR11837160,Sequence Read Archives (SRA),38.2,96.6,13718704,13252177,This Publication
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_1,ICA-Set001,USA300 LAC,0.3773,2.25hr,37,RPMI+10%LB,4percentNaCl,SRR11837150,Sequence Read Archives (SRA),38.2,91.64,12727562,11663705,This Publication
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_2,ICA-Set001,USA300 LAC,0.4381,2.25hr,37,RPMI+10%LB,4percentNaCl,SRR11837149,Sequence Read Archives (SRA),38.2,97.23,10980474,10676138,This Publication
USA300_LAC_ICA-Set001_R10LB_5.5pH_1,ICA-Set001,USA300 LAC,0.4188,2.25hr,37,RPMI+10%LB,5.5pH,SRR11837148,Sequence Read Archives (SRA),38.1,97.45,12346970,12032739,This Publication
USA300_LAC_ICA-Set001_R10LB_5.5pH_2,ICA-Set001,USA300 LAC,0.3993,2.25hr,37,RPMI+10%LB,5.5pH,SRR11837147,Sequence Read Archives (SRA),38.2,97.58,13782132,13448158,This Publication
USA300_TCH1516_BK-Set001_THB_Control_1,BK-Set001,USA300 TCH1516,0.8,UNKNOWN,37,THB,0ug-mL Antibiotic,ERX2284915,Sequence Read Archives (SRA),36.3,99.78,10524650,10501383,29396540
USA300_TCH1516_BK-Set001_THB_Control_2,BK-Set001,USA300 TCH1516,0.8,UNKNOWN,37,THB,0ug-mL Antibiotic,ERX2284916,Sequence Read Archives (SRA),36.4,99.8,12785530,12759561,29396540
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_1,BK-Set001,USA300 TCH1516,0.8,UNKNOWN,37,THB,0.25ug-mL Linezolid,ERX2284917,Sequence Read Archives (SRA),36.8,99.73,8368858,8346295,29396540
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_2,BK-Set001,USA300 TCH1516,0.8,UNKNOWN,37,THB,0.25ug-mL Linezolid,ERX2284918,Sequence Read Archives (SRA),36.4,99.83,9733578,9716885,29396540
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_1,BK-Set001,USA300 TCH1516,0.8,UNKNOWN,37,THB,2.5 ug-mL Nafcillin,ERX2284919,Sequence Read Archives (SRA),36.4,99.81,14096432,14069859,29396540
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_2,BK-Set001,USA300 TCH1516,0.8,UNKNOWN,37,THB,2.5 ug-mL Nafcillin,ERX2284920,Sequence Read Archives (SRA),36.4,99.76,10890292,10863655,29396540
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_1,BK-Set001,USA300 TCH1516,0.8,UNKNOWN,37,THB,0.5ug-mL Vancomycin,ERX228492,Sequence Read Archives (SRA),36.3,99.82,15410680,15382600,29396540
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_2,BK-Set001,USA300 TCH1516,0.8,UNKNOWN,37,THB,0.5ug-mL Vancomycin,ERX2284922,Sequence Read Archives (SRA),36.3,99.75,11838908,11809809,29396540
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_1,ICA-Set002,USA300 LAC,0.3471,2.75hr,37,CA-MHB,25mMNaCHO3,SRR11837146,Sequence Read Archives (SRA),34.4,99.66,22293438,22217026,This Publication
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_2,ICA-Set002,USA300 LAC,0.3561,2.75hr,37,CA-MHB,25mMNaCHO3,SRR11837145,Sequence Read Archives (SRA),34.5,99.65,15722366,15668108,This Publication
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_1,ICA-Set002,USA300 LAC,0.5641,1.25hr,37,CA-MHB,2gLglucose,SRR11837178,Sequence Read Archives (SRA),33.8,99.51,18891478,18799259,This Publication
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_2,ICA-Set002,USA300 LAC,0.5592,1.25hr,37,CA-MHB,2gLglucose,SRR11837177,Sequence Read Archives (SRA),34.5,99.59,18866722,18789822,This Publication
USA300_LAC_ICA-Set002_CAMHB_Control_1,ICA-Set002,USA300 LAC,0.3946,2.5hr,37,CA-MHB,Control,SRR11837175,Sequence Read Archives (SRA),34.5,99.6,17981390,17910051,This Publication
USA300_LAC_ICA-Set002_CAMHB_Control_2,ICA-Set002,USA300 LAC,0.3686,2.5hr,37,CA-MHB,Control,SRR11837174,Sequence Read Archives (SRA),34.5,99.65,18963148,18896608,This Publication
USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_1,ICA-Set002,USA300 LAC,0.3517,1.33hr,37,RPMI+10%LB,25ugmLadenine,SRR11837173,Sequence Read Archives (SRA),34.5,99.61,18735714,18663515,This Publication
USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_2,ICA-Set002,USA300 LAC,0.3587,1.33hr,37,RPMI+10%LB,25ugmLadenine,SRR11837176,Sequence Read Archives (SRA),34.5,99.68,19905674,19842514,This Publication
USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_1,ICA-Set002,USA300 LAC,0.4693,1.25hr,37,RPMI+10%LB,25ugmLguanine,SRR11837172,Sequence Read Archives (SRA),34.5,99.58,22558968,22463134,This Publication
USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_2,ICA-Set002,USA300 LAC,0.4603,1.25hr,37,RPMI+10%LB,25ugmLguanine,SRR11837171,Sequence Read Archives (SRA),34.5,99.57,21664576,21570723,This Publication
USA300_SNFM1_ICA-Set002_CAMHB_Control_1,ICA-Set002,USA300 SNFM1,0.4564,2hr,37,CA-MHB,Control,SRR11869070,Sequence Read Archives (SRA),34.5,99.54,17925406,17842482,This Publication
USA300_SNFM1_ICA-Set002_CAMHB_Control_2,ICA-Set002,USA300 SNFM1,0.5116,2hr,37,CA-MHB,Control,SRR11869069,Sequence Read Archives (SRA),34.4,99.53,14208984,14141935,This Publication
USA300_SNFM1_ICA-Set002_R10LB_Control_1,ICA-Set002,USA300 SNFM1,0.4326,2.25hr,37,RPMI+10%LB,Control,SRR11869068,Sequence Read Archives (SRA),33.5,99.56,15571224,15502800,This Publication
USA300_SNFM1_ICA-Set002_R10LB_Control_2,ICA-Set002,USA300 SNFM1,0.44,2.25hr,37,RPMI+10%LB,Control,SRR11869067,Sequence Read Archives (SRA),34.4,99.61,16412728,16348863,This Publication
USA300_SNFR19_ICA-Set002_CAMHB_Control_1,ICA-Set002,USA300 SNFR19,0.38,2.25hr,37,CA-MHB,Control,SRR11869065,Sequence Read Archives (SRA),34.5,99.64,19085460,19017617,This Publication
USA300_SNFR19_ICA-Set002_CAMHB_Control_2,ICA-Set002,USA300 SNFR19,0.4144,2.25hr,37,CA-MHB,Control,SRR11869064,Sequence Read Archives (SRA),34.5,99.64,19479256,19409703,This Publication
USA300_SNFR19_ICA-Set002_R10LB_Control_1,ICA-Set002,USA300 SNFR19,0.4169,2.25hr,37,RPMI+10%LB,Control,SRR11869063,Sequence Read Archives (SRA),34.5,99.64,21585584,21508064,This Publication
USA300_SNFR19_ICA-Set002_R10LB_Control_2,ICA-Set002,USA300 SNFR19,0.4484,2.25hr,37,RPMI+10%LB,Control,SRR11869066,Sequence Read Archives (SRA),34.5,99.59,21895434,21806069,This Publication
USA300_TCH1516_ICA-Set002_CAMHB_Control_1,ICA-Set002,USA300 TCH1516,0.4201,2hr,37,CA-MHB,Control,SRR11837170,Sequence Read Archives (SRA),34.5,99.63,16403066,16342529,This Publication
USA300_TCH1516_ICA-Set002_CAMHB_Control_2,ICA-Set002,USA300 TCH1516,0.4225,2hr,37,CA-MHB,Control,SRR11837169,Sequence Read Archives (SRA),34.4,99.62,16940844,16876029,This Publication
USA300_TCH1516_ICA-Set002_R10LB_Control_1,ICA-Set002,USA300 TCH1516,0.3899,2.42hr,37,RPMI+10%LB,Control,SRR11837166,Sequence Read Archives (SRA),34.3,99.46,14836008,14755506,This Publication
USA300_TCH1516_ICA-Set002_R10LB_Control_2,ICA-Set002,USA300 TCH1516,0.3962,2.42hr,37,RPMI+10%LB,Control,SRR11837165,Sequence Read Archives (SRA),34.6,99.49,15989772,15907702,This Publication
USA300_LAC_ICA-Set002_R10LBnoGlu_1gLmaltose_2,ICA-Set002,USA300 LAC,0.1532,3.33hr,37,R10LBnoGlu,1gLmaltose,SRR11837168,Sequence Read Archives (SRA),34.9,99.75,20673708,20622050,This Publication
USA300_LAC_ICA-Set002_CAMHB_0.0195ug/mLMupirocin_1,ICA-Set002,USA300 LAC,0.0806,5.5hr,37,CAMHB,0.0195ug/mLMupirocin,SRR11837164,Sequence Read Archives (SRA),34.8,99.72,16059464,16013885,This Publication
USA300_LAC_ICA-Set002_R10LBnoGlu_1gLmaltose_1,ICA-Set002,USA300 LAC,0.3794,3.33hr,37,R10LBnoGlu,1gLmaltose,SRR11837163,Sequence Read Archives (SRA),34.6,99.74,18167686,18121200,This Publication
USA300_LAC_ICA-Set002_CAMHB_0.0195ug/mLMupirocin_2,ICA-Set002,USA300 LAC,0.0489,5.5hr,37,CAMHB,0.0195ug/mLMupirocin,SRR11837162,Sequence Read Archives (SRA),34.6,99.68,15437318,15387627,This Publication
USA300_TCH1516_ICA-Set003_250nMParaquat_1,ICA-Set003,USA300 TCH1516,0.5298,3hr,37,CA-MHB,250nMParaquat,SRR11837161,Sequence Read Archives (SRA),34.8,99.45,18580724,18479226,This Publication
USA300_TCH1516_ICA-Set003_250nMParaquat_2,ICA-Set003,USA300 TCH1516,0.5062,3hr,37,CA-MHB,250nMParaquat,SRR11837159,Sequence Read Archives (SRA),34.8,99.62,15882998,15822872,This Publication
USA300_TCH1516_ICA-Set003_2gLGalactose_1,ICA-Set003,USA300 TCH1516,0.4912,3hr,37,CA-MHB,2gLGalactose,SRR11837158,Sequence Read Archives (SRA),34.7,99.5,11500364,11442568,This Publication
USA300_TCH1516_ICA-Set003_2gLGalactose_2,ICA-Set003,USA300 TCH1516,0.5108,3hr,37,CA-MHB,2gLGalactose,SRR11837157,Sequence Read Archives (SRA),34.8,99.62,14269074,14214853,This Publication
USA300_TCH1516_ICA-Set003_2gLPyruvate_1,ICA-Set003,USA300 TCH1516,0.4795,3hr,37,CA-MHB,2gLPyruvate,SRR11837156,Sequence Read Archives (SRA),34.8,99.57,15685940,15618303,This Publication
USA300_TCH1516_ICA-Set003_2gLPyruvate_2,ICA-Set003,USA300 TCH1516,0.4912,3hr,37,CA-MHB,2gLPyruvate,SRR11837155,Sequence Read Archives (SRA),34.8,99.55,19107200,19020608,This Publication
USA300_TCH1516_ICA-Set003_Control_1,ICA-Set003,USA300 TCH1516,0.5429,3hr,37,CA-MHB,Control,SRR11837154,Sequence Read Archives (SRA),34.8,99.51,16454532,16373398,This Publication
USA300_TCH1516_ICA-Set003_Control_2,ICA-Set003,USA300 TCH1516,0.5265,3hr,37,CA-MHB,Control,SRR11837153,Sequence Read Archives (SRA),34.8,99.47,18137230,18040926,This Publication
USA300_TCH1516_ICA-Set003_StationaryPhase_1,ICA-Set003,USA300 TCH1516,1.0539,4hr,37,CA-MHB,StationaryPhase,SRR11837152,Sequence Read Archives (SRA),34.8,99.67,15266876,15216296,This Publication
USA300_TCH1516_ICA-Set003_StationaryPhase_2,ICA-Set003,USA300 TCH1516,1.0433,4hr,37,CA-MHB,StationaryPhase,SRR11837151,Sequence Read Archives (SRA),34.8,99.63,13885596,13834682,This Publication
