,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,sample,BioSample1,Submission,LibraryStrategy,LibrarySelection,LibrarySource,CenterName,InsertSize,InsertDev,BioSample2,doi,base_media,carbon_source,temperature,growth_phase,project,project_detail,condition,n_replicates,reference_condition,R1,R2,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_condition_name,passed_similar_replicates,passed_number_replicates,replicate
SBRG_LBv2_Growth_Stat_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_Growth_Stat__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Stationary,RichMedia,RichMedia,LBv2_Growth_Stat,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2__Growth_phase_Stationary_Rep1_S77_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_Growth_Stat,True,True,1
SBRG_LBv2_Growth_Stat_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__LBv2_Growth_Stat__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,LBv2,,30.0,Stationary,RichMedia,RichMedia,LBv2_Growth_Stat,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_LBv2__Growth_phase_Stationary_Rep2_S78_L002_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:LBv2_Growth_Stat,True,True,2
SBRG_MHB_Rich_Mid_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__MHB_Rich_Mid__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,MHB,,30.0,Mid,RichMedia,RichMedia,MHB_Rich_Mid,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_MHB__Rich_Mid_Rep1_S1_L001_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:MHB_Rich_Mid,True,True,1
SBRG_MHB_Rich_Mid_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__MHB_Rich_Mid__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,MHB,,30.0,Mid,RichMedia,RichMedia,MHB_Rich_Mid,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_MHB__Rich_Mid_Rep2_S2_L001_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:MHB_Rich_Mid,True,True,2
SBRG_NBO_Rich_Mid_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__NBO_Rich_Mid__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,NBO,,30.0,Mid,RichMedia,RichMedia,NBO_Rich_Mid,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_NBO__Rich_Mid_Rep1_S3_L001_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:NBO_Rich_Mid,True,True,1
SBRG_NBO_Rich_Mid_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Rich_TF_over_stress__NBO_Rich_Mid__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,NBO,,30.0,Mid,RichMedia,RichMedia,NBO_Rich_Mid,2,LBv2_Growth_Mid,Vnat_data/VCi_HRS_Vnat_NBO__Rich_Mid_Rep2_S4_L001_R1_001.fastq.gz,,True,,True,True,Rich_TF_over_stress:NBO_Rich_Mid,True,True,2
SBRG_M9Na_Arabinose_Mid_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_Arabinose_Mid__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,Arabinose,30.0,Mid,Carbon,Carbons,M9Na_Arabinose_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_Arabinose_Min_carbons_Mid_Rep1_S35_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_Arabinose_Mid,True,True,1
SBRG_M9Na_Arabinose_Mid_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_Arabinose_Mid__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,Arabinose,30.0,Mid,Carbon,Carbons,M9Na_Arabinose_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_Arabinose_Min_carbons_Mid_Rep2_S36_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_Arabinose_Mid,True,True,2
SBRG_M9Na_Galactose_Mid_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_Galactose_Mid__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,Galactose,30.0,Mid,Carbon,Carbons,M9Na_Galactose_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_Galactose_Min_carbons_Mid_Rep1_S27_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_Galactose_Mid,True,True,1
SBRG_M9Na_Galactose_Mid_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_Galactose_Mid__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,Galactose,30.0,Mid,Carbon,Carbons,M9Na_Galactose_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_Galactose_Min_carbons_Mid_Rep2_S28_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_Galactose_Mid,True,True,2
SBRG_M9Na_GlcNAcGrowth_Late_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_GlcNAcGrowth_Late__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,GlcNAc,30.0,Late,Carbon,Carbons,M9Na_GlcNAcGrowth_Late,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_GlcNAc_Growth_phase_Late_Rep1_S55_L002_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_GlcNAcGrowth_Late,True,True,1
SBRG_M9Na_GlcNAcGrowth_Late_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_GlcNAcGrowth_Late__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,GlcNAc,30.0,Late,Carbon,Carbons,M9Na_GlcNAcGrowth_Late,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_GlcNAc_Growth_phase_Late_Rep2_S56_L002_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_GlcNAcGrowth_Late,True,True,2
SBRG_M9Na_GlcNAcGrowth_Mid_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_GlcNAcGrowth_Mid__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,GlcNAc,30.0,Mid,Carbon,Carbons,M9Na_GlcNAcGrowth_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_GlcNAc_Growth_phase_Mid_Rep1_S53_L002_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_GlcNAcGrowth_Mid,True,True,1
SBRG_M9Na_GlcNAcGrowth_Mid_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_GlcNAcGrowth_Mid__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,GlcNAc,30.0,Mid,Carbon,Carbons,M9Na_GlcNAcGrowth_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_GlcNAc_Growth_phase_Mid_Rep2_S54_L002_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_GlcNAcGrowth_Mid,True,True,2
SBRG_M9Na_GlcNAcGrowth_Stat_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_GlcNAcGrowth_Stat__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,GlcNAc,30.0,Stationary,Carbon,Carbons,M9Na_GlcNAcGrowth_Stat,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_GlcNAc_Growth_phase_Stationary_Rep1_S57_L002_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_GlcNAcGrowth_Stat,True,True,1
SBRG_M9Na_GlcNAcGrowth_Stat_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_GlcNAcGrowth_Stat__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,GlcNAc,30.0,Stationary,Carbon,Carbons,M9Na_GlcNAcGrowth_Stat,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_GlcNAc_Growth_phase_Stationary_Rep2_S58_L002_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_GlcNAcGrowth_Stat,True,True,2
SBRG_M9Na_GlcNAc_Mid_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_GlcNAc_Mid__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,GlcNAc,30.0,Mid,Carbon,Carbons,M9Na_GlcNAc_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_GlcNAc_Min_carbons_Mid_Rep1_S25_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_GlcNAc_Mid,True,True,1
SBRG_M9Na_GlcNAc_Mid_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_GlcNAc_Mid__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,GlcNAc,30.0,Mid,Carbon,Carbons,M9Na_GlcNAc_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_GlcNAc_Min_carbons_Mid_Rep2_S26_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_GlcNAc_Mid,True,True,2
SBRG_M9Na_Gluconate_Mid_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_Gluconate_Mid__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,Gluconate,30.0,Mid,Carbon,Carbons,M9Na_Gluconate_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_Gluconate_Min_carbons_Mid_Rep1_S23_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_Gluconate_Mid,True,True,1
SBRG_M9Na_Gluconate_Mid_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_Gluconate_Mid__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,Gluconate,30.0,Mid,Carbon,Carbons,M9Na_Gluconate_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_Gluconate_Min_carbons_Mid_Rep2_S24_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_Gluconate_Mid,True,True,2
SBRG_M9Na_Glucosamine_Mid_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_Glucosamine_Mid__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,Glucosamine,30.0,Mid,Carbon,Carbons,M9Na_Glucosamine_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_Glucosamine_Min_carbons_Mid_Rep1_S21_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_Glucosamine_Mid,True,True,1
SBRG_M9Na_Glucosamine_Mid_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_Glucosamine_Mid__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,Glucosamine,30.0,Mid,Carbon,Carbons,M9Na_Glucosamine_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_Glucosamine_Min_carbons_Mid_Rep2_S22_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_Glucosamine_Mid,True,True,2
SBRG_M9Na_Glycerol_Mid_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_Glycerol_Mid__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,Glycerol,30.0,Mid,Carbon,Carbons,M9Na_Glycerol_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_Glycerol_Min_carbons_Mid_Rep1_S19_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_Glycerol_Mid,True,True,1
SBRG_M9Na_Glycerol_Mid_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_Glycerol_Mid__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,Glycerol,30.0,Mid,Carbon,Carbons,M9Na_Glycerol_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_Glycerol_Min_carbons_Mid_Rep2_S20_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_Glycerol_Mid,True,True,2
SBRG_M9Na_Maltose_Mid_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_Maltose_Mid__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,Maltose,30.0,Mid,Carbon,Carbons,M9Na_Maltose_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_Maltose_Min_carbons_Mid_Rep1_S17_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_Maltose_Mid,True,True,1
SBRG_M9Na_Maltose_Mid_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_Maltose_Mid__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,Maltose,30.0,Mid,Carbon,Carbons,M9Na_Maltose_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_Maltose_Min_carbons_Mid_Rep2_S18_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_Maltose_Mid,True,True,2
SBRG_M9Na_Mannitol_Mid_1,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_Mannitol_Mid__1,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,Mannitol,30.0,Mid,Carbon,Carbons,M9Na_Mannitol_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_Mannitol_Min_carbons_Mid_Rep1_S15_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_Mannitol_Mid,True,True,1
SBRG_M9Na_Mannitol_Mid_2,na,1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,691,1236,1219067,Vibrio natriegens,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,na,na,na,Carbons__M9Na_Mannitol_Mid__2,na,na,RNA-Seq,RANDOM,TRANSCRIPTOMIC,UCSD-SBRG,0,0,,,M9Na,Mannitol,30.0,Mid,Carbon,Carbons,M9Na_Mannitol_Mid,2,M9Na_glucoseGrowth_Mid,Vnat_data/VCi_HRS_Vnat_M9Na_Mannitol_Min_carbons_Mid_Rep2_S16_L001_R1_001.fastq.gz,,True,,True,True,Carbons:M9Na_Mannitol_Mid,True,True,2
