sample,BSU_misc_RNA_47
GM-0.1_1,15.6477
GM-0.2_1,15.2258
GM+5_1,15.3248
GM+15_1,15.6499
GM+25_1,16.4332
GM+45_1,16.0388
GM+60_1,16.0745
GM+90_1,15.8473
GM+120_1,15.0895
GM+150_1,16.0319
GM-0.1_2,16.2197
GM-0.2_2,16.2751
GM+5_2,15.9261
GM+10_2,15.628
GM+15_2,15.7471
GM+25_2,16.2197
GM+45_2,15.1139
GM+60_2,15.2217
GM+90_2,16.0311
GM+150_2,15.3149
GM-0.1_3,15.9946
GM-0.2_3,15.9163
GM+5_3,16.0201
GM+10_3,15.2204
GM+15_3,15.622
GM+25_3,15.569
GM+45_3,15.4163
GM+60_3,15.15
GM+90_3,16.0253
GM+120_3,15.7171
GM+150_3,16.3607
MG-0.1_1,15.4304
MG+5_1,15.8782
MG+10_1,16.3525
MG+15_1,15.8104
MG+25_1,16.107
MG+45_1,16.0513
MG+120_1,14.8887
MG+150_1,16.2216
MG-0.1_2,15.1462
MG-0.2_2,15.9845
MG+5_2,15.6409
MG+10_2,16.0113
MG+15_2,16.3794
MG+25_2,15.6488
MG+45_2,15.1556
MG+60_2,15.5594
MG+90_2,15.6899
MG+120_2,16.0397
MG-0.1_3,16.2886
MG-0.2_3,15.8796
MG+5_3,16.1168
MG+10_3,15.0694
MG+15_3,16.2397
MG+25_3,16.3474
MG+45_3,16.4455
MG+60_3,16.2854
MG+90_3,16.3234
MG+120_3,15.4535
MG+150_3,16.4332
