,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,-0.061731390500000004,0.08983990988376703,2.0,42.0,-0.1252578,45.0,0.0017950190000000001,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,-0.7647299915000001,0.08553694591714478,2.0,43.0,-0.8252137460000001,46.0,-0.704246237,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,-0.9013687515,0.13235232498118274,2.0,44.0,-0.807781525,47.0,-0.994955978,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,-1.139571074,0.7094131527889572,2.0,48.0,-0.6379402230000001,52.0,-1.641201925,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,-1.6144603335,0.7767633716909536,2.0,49.0,-1.065205686,53.0,-2.163714981,,
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,-1.9832194835,0.2968980274064354,2.0,50.0,-1.7732808750000002,54.0,-2.193158092,,
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,-0.812400038,0.167489605744221,2.0,51.0,-0.930833074,55.0,-0.693967002,,
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,1.303358038,0.04744812225347433,2.0,56.0,1.269807149,57.0,1.336908927,,
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,1.3664671290000001,0.011460665087105184,2.0,58.0,1.358363215,59.0,1.374571043,,
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,-0.23439627100000002,0.2531965507381647,2.0,60.0,-0.41343326900000005,61.0,-0.055359273,,
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,0.038683761000000004,0.21641784956892923,2.0,62.0,0.19171429,63.0,-0.114346768,,
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,3.1147814800000004,0.25542679098187127,2.0,64.0,3.2953954960000003,65.0,2.934167464,,
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,2.5716145305,0.17212225188361055,2.0,66.0,2.6933233420000002,67.0,2.449905719,,
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,1.897396883,0.7661283181176007,2.0,68.0,1.3556623540000001,69.0,2.439131412,,
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,2.0562848970000003,0.5009956578347967,2.0,70.0,1.70202747,71.0,2.410542324,,
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,0.3616376815,0.2564803284670441,2.0,72.0,0.180278702,73.0,0.542996661,,
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,1.3605239734999999,0.2561048717367969,2.0,74.0,1.179430482,75.0,1.541617465,,
38,ICA-Set002__USA300 LAC CA-MHB Control,1.305506314,0.18368189989926667,2.0,76.0,1.175623597,77.0,1.4353890310000001,,
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,-0.24194520750000004,0.1581435852055543,2.0,78.0,-0.130120806,79.0,-0.35376960900000004,,
40,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLguanine,1.469667061,0.03768762612526766,2.0,80.0,1.443017885,81.0,1.496316237,,
41,ICA-Set002__USA300 SNFM1 CA-MHB Control,0.177576224,0.4069319537809494,2.0,82.0,0.46532056800000005,83.0,-0.11016812000000001,,
42,ICA-Set002__USA300 SNFM1 RPMI+10%LB Control,1.490975192,0.1708703935737317,2.0,84.0,1.370151578,85.0,1.611798806,,
43,ICA-Set002__USA300 SNFR19 CA-MHB Control,-41.94689796,0.1251201831943095,2.0,86.0,-41.85842463,87.0,-42.03537129,,
44,ICA-Set002__USA300 SNFR19 RPMI+10%LB Control,-42.485230235,0.2622074910508961,2.0,88.0,-42.29982154,89.0,-42.67063893,,
45,ICA-Set002__USA300 TCH1516 CA-MHB Control,0.0,0.33446538951746574,2.0,90.0,0.23650274500000001,91.0,-0.23650274500000001,,
46,ICA-Set002__USA300 TCH1516 RPMI+10%LB Control,-1.5635116230000001,0.2722408851418074,2.0,92.0,-1.371008247,93.0,-1.756014999,,
47,ICA-Set002__USA300 LAC R10LBnoGlu 1gLmaltose,-0.0925834115,0.05876216662818011,2.0,94.0,-0.134134538,96.0,-0.051032285000000004,,
48,ICA-Set002__USA300 LAC CAMHB 0.0195ug/mLMupirocin,0.528124681,0.1290804987711189,2.0,95.0,0.619398377,97.0,0.436850985,,
49,ICA-Set003__USA300 TCH1516 CA-MHB 250nMParaquat,0.532426129,0.6831202031317609,2.0,98.0,1.015465057,99.0,0.049387201000000006,,
50,ICA-Set003__USA300 TCH1516 CA-MHB 2gLGalactose,-0.0353214235,0.20452434250074952,2.0,100.0,-0.179941973,101.0,0.10929912600000001,,
51,ICA-Set003__USA300 TCH1516 CA-MHB 2gLPyruvate,0.68699635,1.2686856552197734,2.0,102.0,1.58409258,103.0,-0.21009988000000002,,
52,ICA-Set003__USA300 TCH1516 CA-MHB Control,1.5899351655,0.4195919108598198,2.0,104.0,1.886631451,105.0,1.29323888,,
53,ICA-Set003__USA300 TCH1516 CA-MHB StationaryPhase,1.8017570155,0.6667751293642521,2.0,106.0,2.273238231,107.0,1.3302758,,
