,A,sigH
dg_inh:inh:2,8.7200781349,-0.0486094356
dg_inh:inh:3,9.2191488337,-0.0414840152
dormancy:dormant_20d_rifampicin:1,0.11692003520000001,-0.7931579554
dormancy:dormant_20d_rifampicin:2,1.4640397728,-0.7343046721
dormancy:dormant_20d_rifampicin:3,0.8736139472000001,-0.7519751394
dormancy:dormant_no_treatment:1,0.1972253262,0.0967690538
dormancy:dormant_no_treatment:2,-0.1642363255,-0.002329587
dormancy:dormant_no_treatment:3,-0.0329890007,-0.0944394669
eccE1:control:1,-0.022570743,0.0498194433
eccE1:control:2,0.022570743,-0.0498194433
eccE1:delta_eccE1:1,-0.5058083361,-0.06814848230000001
eccE1:delta_eccE1:2,-0.7306899903,-0.1359634754
eccE1:delta_eccE1_eccE1_HA_comp:1,-0.1123179582,0.0769037231
eccE1:delta_eccE1_eccE1_HA_comp:2,-0.352022139,0.0814377691
eccE1:delta_eccE1_empty_vector:1,-0.023602005500000002,0.0112047815
eccE1:delta_eccE1_empty_vector:2,-0.6149400209,0.0787769601
eccE1:delta_eccE1_myc_p1_HA_comp:1,1.9497320975,-0.23205702900000003
eccE1:delta_eccE1_myc_p1_HA_comp:2,2.0028158679,-0.1542546139
eccE1:delta_eccE1_mycP1_eccE1_comp:1,0.1658370347,0.0036790549
eccE1:delta_eccE1_mycP1_eccE1_comp:2,-0.608615962,0.1002273226
emb:0_days_2.45:1,-0.5544735837,0.0761798099
emb:0_days_2.45:2,-0.7019725166,-0.17306676040000002
emb:0_days_2.45:3,-0.3844874105,0.1726134509
emb:0_days_2.45:4,-1.1024887663,-0.1430096126
emb:0_days_control:1,0.0045822753,0.0241771562
emb:0_days_control:2,0.00960224,-0.0646914179
emb:0_days_control:3,0.057902792,-0.0349254378
emb:0_days_control:4,-0.0720873073,0.0754396995
emb:1_days_2.45:1,1.2648865842,0.8274727872000001
emb:1_days_2.45:2,0.9326602222,0.9000766356000001
emb:1_days_2.45:3,1.3918857996,1.001123085
emb:1_days_2.45:4,1.2700288154,0.8587893791000001
emb:1_days_control:1,0.9847883158,1.0156436773
emb:1_days_control:2,1.2114619897,0.8659947881000001
emb:1_days_control:3,1.4836218279,0.9057740701
emb:1_days_control:4,1.1089553229,1.0045860461
espL:ko:1,0.5930736466000001,0.0019032550000000002
espL:ko:2,0.6173558429,-0.0630600332
espL:wt:1,-0.0244067112,0.0356054332
espL:wt:2,0.0244067112,-0.0356054332
esx_1:ko:1,2.4393221482,0.038013332000000004
esx_1:ko:2,1.2397741942,0.1176608574
esx_1:wt:1,-0.24816878280000002,-0.1752873255
esx_1:wt:2,0.3974563809,0.0308250441
esx_1:wt:3,-0.1492875981,0.1444622814
genotoxic:control:1,0.1319582775,-0.0192651948
genotoxic:control:2,-0.1319582775,0.0192651948
genotoxic:growth_supplement:1,2.2858575085,-0.1358874111
genotoxic:growth_supplement:2,2.6209952279,-0.041261863600000004
growth:tss_expnt:1,-1.9992623947000001,-1.6683731636
growth:tss_expnt:2,-1.9911178315,-1.2628821633
growth:tss_expnt:3,-2.0863076391,-1.803821046
growth:tss_starved:1,11.5041030144,-2.7226806938
growth:tss_starved:2,9.8613250377,-2.8738657449
growth:tss_starved:3,10.4459302894,-2.6444855953
growth:wt_expn:1,-0.0350984295,-0.0520886926
growth:wt_expn:2,0.39500542710000003,-0.0603981747
growth:wt_expn:3,-0.3599069976,0.1124868673
hs2:treated:1,1.7496395808,-0.1855542576
hs2:treated:2,1.7289592727,-0.2028425629
hs2:treated:3,1.4420977406,-0.2020332212
hs2:untreated:1,-0.0110735543,0.0129255564
hs2:untreated:2,-0.5192233624,-0.0229115164
hs2:untreated:3,0.5302969167,0.00998596
hypoxia:000h_.81_DO:1,0.1714384101,0.23087215830000002
hypoxia:000h_.81_DO:2,0.0017341187,-0.2551693491
hypoxia:000h_.81_DO:3,-0.1731725288,0.0242971908
hypoxia:017h_.57_DO:1,1.4232948069,-0.1960675569
hypoxia:017h_.57_DO:2,1.5532017726,-0.3494777275
hypoxia:017h_.57_DO:3,0.5272534178,-0.3461379981
hypoxia:023h_.42_DO:1,3.5510324292,0.0197632859
hypoxia:023h_.42_DO:2,2.9821547872,0.1142023336
hypoxia:040h_.11_DO:1,4.6129805964,-0.23565816250000002
hypoxia:040h_.11_DO:2,4.7424070308,-0.3853591772
hypoxia:041h_.09_DO:1,4.0059619409,-0.1275768696
hypoxia:041h_.09_DO:2,3.9259796603,-0.35567790650000003
hypoxia:041h_.09_DO:3,4.0623395581,-0.2205760806
hypoxia:042h_.07_DO:1,4.2401955526,0.0378670008
hypoxia:042h_.07_DO:2,3.391858803,-0.135639218
hypoxia:043h_.06_DO:1,3.5227132275,-0.3000602056
hypoxia:043h_.06_DO:2,3.2554301951999998,-0.47828261850000003
hypoxia:043h_.06_DO:3,3.9253758505,-0.2041426723
hypoxia:044h_.04_DO:1,3.0100028187,-0.2835216857
hypoxia:044h_.04_DO:2,4.783969333,-0.0211763848
hypoxia:044h_.04_DO:3,3.2417917295,-0.2199071252
hypoxia:047h_0_DO:1,1.5894586856,0.0608203646
hypoxia:047h_0_DO:2,5.1912306204,-0.26778144400000004
hypoxia:047h_0_DO:3,4.2538146023,-0.18574300900000001
hypoxia:049h_0_DO:1,6.9077069170000005,-0.09024140230000001
hypoxia:049h_0_DO:2,7.5175035585,-0.2844527122
hypoxia:049h_0_DO:3,7.5019668768,0.129235956
hypoxia:050h_0_DO:1,8.2016067547,0.13364546230000002
hypoxia:050h_0_DO:2,8.0408600972,-0.1250730656
hypoxia:050h_0_DO:3,7.7570239787,-0.1117923472
hypoxia:052h_0_DO:1,10.679372105,-0.42981516680000004
hypoxia:052h_0_DO:2,9.3499338685,-0.2978397832
hypoxia:052h_0_DO:3,9.2811977143,-0.087210536
hypoxia:054h_0_DO:1,8.4080619349,-0.0848659318
hypoxia:054h_0_DO:2,7.885901259,0.049261671900000005
hypoxia:054h_0_DO:3,7.7487564379,0.0140163045
hypoxia:054h_0_DO:4,8.1332615887,-0.19285971100000002
hypoxia:054h_0_DO:5,9.5641328261,-0.4679738479
hypoxia:070h_0_DO:1,-1.0423917593,-0.4798176759
hypoxia:070h_0_DO:2,-2.8165024171,-0.6447464772
hypoxia:088h_0_DO:1,-4.8330926252,-0.2744464064
hypoxia:088h_0_DO:2,-6.2160865723,-0.7053475586
hypoxia:114.5h_.04_DO:1,-0.3947045274,-0.2227807164
hypoxia:114.5h_.04_DO:2,1.5205369337999999,-0.0372404571
hypoxia:114.5h_.04_DO:3,3.4596955052,0.0253591238
hypoxia:115h_.06_DO:1,1.6813084055,-0.2568346647
hypoxia:115h_.06_DO:2,-2.1485591300999998,-0.36134586500000004
hypoxia:115h_.06_DO:3,-0.3565550766,-0.461091892
hypoxia:116h_.11_DO:1,-0.6741509428,-0.2615147511
hypoxia:116h_.11_DO:2,-2.3738605535,-0.4015678131
hypoxia:116h_.11_DO:3,-4.0820279828,-0.5429583498
hypoxia:120h_.47_DO:1,-9.6178662168,-0.2454131729
hypoxia:120h_.47_DO:2,-10.2370634055,-0.2198930898
hypoxia:120h_.47_DO:3,-7.848572251,0.0602694864
kinase:DMSO_0h_F:1,3.2417511006,-0.7705743691
kinase:DMSO_0h_F:2,3.1112854183,-0.8214342755
kinase:DMSO_0h_F:3,3.9593947002,-0.7629835103
kinase:DMSO_0h_H:1,0.5243817284,-0.036038739300000004
kinase:DMSO_0h_H:2,0.7448718105000001,-0.2248708073
kinase:DMSO_0h_H:3,0.817948882,-0.0477610321
kinase:DMSO_0h_H:4,0.743095044,-0.0664508836
kinase:DMSO_0h_H:5,0.6301621478,-0.1644448791
kinase:DMSO_0h_H:6,0.5857677308,-0.0377379565
kinase:DMSO_0h_I:1,0.9373585768,-0.0749522249
kinase:DMSO_0h_I:2,0.0263182967,0.0302071962
kinase:DMSO_0h_I:3,-0.9289072431000001,-0.1098544459
kinase:DMSO_0h_I:4,-0.49122362810000003,0.0356306521
kinase:DMSO_0h_I:5,-0.2953678711,0.23475991270000002
kinase:DMSO_0h_I:6,0.7518218688,-0.1157910902
kinase:pknD_T10_48h:1,0.2479946042,-0.6084559884
kinase:pknD_T10_48h:2,-0.46619505,-0.7177307836
kinase:pknD_T10_48h:3,-0.0515243087,-0.7411776706000001
kinase:pknL_T10_48h:1,1.3695407446,-1.3879228068
kinase:pknL_T10_48h:2,1.1828938737999999,-1.4050979064
kinase:pknL_T10_48h:3,1.794105804,-1.4251209211
kinase:pknL_T4_48h:1,2.2854504881,-0.7559150908000001
kinase:pknL_T4_48h:2,2.0917976148,-1.1930683223
kinase:pknL_T4_48h:3,1.4301512791,-0.9474418678000001
kinase:T10_12h_F:1,2.5691888409,-0.6048654263000001
kinase:T10_12h_F:2,3.1030341839,-0.5302134679
kinase:T10_12h_F:3,2.1776766456,-0.603428474
kinase:T10_12h_H:1,3.9769418114,-0.3697085734
kinase:T10_12h_H:2,4.6776478864,-0.1942334853
kinase:T10_12h_H:3,4.6816466399,-0.2106765441
kinase:T10_12h_I:1,0.5109324816,-0.1861256808
kinase:T10_12h_I:2,1.5757041677,-0.5005129816
kinase:T10_24h_F:1,1.8691995203,-0.5875615270000001
kinase:T10_24h_F:2,0.5126685579,-0.48596580310000004
kinase:T10_24h_F:3,1.9834874056,-0.5594312897
kinase:T10_24h_H:1,2.6698674891,-0.6309734707
kinase:T10_24h_H:2,3.5031643881,-0.6270405765
kinase:T10_24h_H:3,4.2976362957,-0.5539468554
kinase:T10_24h_I:1,0.42023304110000004,-0.5789737060000001
kinase:T10_24h_I:2,0.8847345137,-0.5706995828
kinase:T10_48h_F:1,2.4041293285,-0.5538279351000001
kinase:T10_48h_F:2,0.0231610262,-0.47944370940000003
kinase:T10_48h_F:3,1.4251388687,-0.3837863757
kinase:T10_48h_H:1,1.8710724827,-0.6339365648
kinase:T10_48h_H:2,2.6527225734,-0.4970008784
kinase:T10_48h_H:3,3.7021284879,-0.4419609249
kinase:T10_48h_I:1,-0.7213730294,-0.6281552318
kinase:T10_48h_I:2,-0.41266421130000003,-0.6704184818000001
kinase:T10_48h_I:3,-0.3419468898,-0.699611977
kinase:T4 _48h_H:1,8.4330107239,-0.91741309
kinase:T4 _48h_H:2,8.9568849181,-0.9880249525
kinase:T4 _48h_H:3,8.3597408254,-0.8662650804
kinase:T4 20 _12h_I:1,5.213450209,-0.7309625057
kinase:T4 20 _12h_I:2,4.654226304,-0.6400502639
kinase:T4 20 _12h_I:3,5.4702123228,-0.5805992989000001
kinase:T4_12h_F:1,8.1228533498,-0.5838122091
kinase:T4_12h_F:2,7.8832750188,-0.5471036597
kinase:T4_12h_F:3,7.9069287306,-0.49117471840000004
kinase:T4_12h_H:1,9.4236236299,-0.3470010532
kinase:T4_12h_H:2,10.0027012824,-0.2329047166
kinase:T4_12h_H:3,9.170753172,-0.44939792910000004
kinase:T4_24h_F:1,10.5014243838,-0.7669724256
kinase:T4_24h_F:2,10.9403640299,-0.8662962404000001
kinase:T4_24h_F:3,10.6768110968,-0.7617183761
kinase:T4_24h_H:1,10.4749224738,-0.9334973253000001
kinase:T4_24h_H:2,10.7899065233,-0.7837538147
kinase:T4_24h_H:3,10.7909954693,-0.9517222070000001
kinase:T4_24h_I:1,7.2345442651,-0.9980503623
kinase:T4_24h_I:2,6.8581801994,-0.9766845329
kinase:T4_48h_F:1,7.8361425617,-0.8207345997000001
kinase:T4_48h_F:2,7.4649441309,-0.7506287335
kinase:T4_48h_F:3,6.9235579447,-0.7284357490000001
kinase:T4_48h_I:1,3.9617421839,-0.8550732446
kinase:T4_48h_I:2,5.6090086358,-1.0272233563
kinase:T4_48h_I:3,4.9107688921,-0.9444731859000001
kinase:WT_T10_48h:1,3.2767983237,-0.6449145908
kinase:WT_T10_48h:2,5.0620470032,-0.7859639766000001
kinase:WT_T10_48h:3,5.6450398356,-0.9192433032
kinase:WT_T10_48h:4,2.3079501556,-0.8013001907
kinase:WT_T10_48h:5,1.7311738693,-0.7124631931000001
kinase:WT_T4_48h:1,7.6100297638,-0.9244941114
kinase:WT_T4_48h:2,6.9399285392,-0.6112524823000001
kinase:WT_T4_48h:3,6.1909239123,-0.6131319978
levofloxacin:control:1,0.5431506046,-0.17406772680000002
levofloxacin:control:2,0.2312330202,0.12154864330000001
levofloxacin:control:3,-0.7743836248,0.0525190835
levofloxacin:treated:1,-2.2311551119,0.3983640571
levofloxacin:treated:2,-2.2957932954,0.4388349388
levofloxacin:treated:3,-2.4204900125,0.6229134864
linez:0_days_4:1,-4.4407853242,-0.1962799418
linez:0_days_4:2,-4.3261002339,0.052136711200000005
linez:0_days_4:3,-4.5677372371,-0.0202804436
linez:0_days_4:4,-5.248332105,0.0133498014
linez:0_days_control:1,-0.1144970205,-0.0960098172
linez:0_days_control:2,0.1668563652,0.0344052557
linez:0_days_control:3,-0.0960242759,0.053931952400000004
linez:0_days_control:4,0.0436649312,0.007672609
linez:1_days_4:1,-5.7807618055,-0.058250330700000005
linez:1_days_4:2,-5.6022235799,-0.07344517
linez:1_days_4:3,-5.9559468874,-0.0992602518
linez:1_days_4:4,-5.6429696737,-0.10101780910000001
linez:1_days_control:1,-0.056151729000000004,-0.3957920374
linez:1_days_control:2,-0.0854161843,-0.27577079590000003
linez:1_days_control:3,0.13510004820000002,-0.25110428560000003
lipid:dextrose_exp:1,0.06451675280000001,0.0250247749
lipid:dextrose_exp:2,-0.06451675280000001,-0.0250247749
lipid:dextrose_hypo:1,-12.0562192143,1.8679883199
lipid:dextrose_hypo:2,-3.4348493585,1.5804006634
lipid:dextrose_stat:1,-9.3211564451,1.8614266895
lipid:dextrose_stat:2,-9.304034038,1.8476834508
lipid:lipid_exp:1,3.0021445913,-1.0221656631
lipid:lipid_exp:2,1.0191501184,-0.8882833342
lipid:lipid_stat:1,-3.5593868273,0.1654575945
lipid:lipid_stat:2,-3.8045963764,-0.2277102436
mcr11:mcr11_mutant:1,0.6546910702000001,0.6254508992000001
mcr11:mcr11_mutant:2,-0.645780099,0.576058803
mcr11:mcr11_mutant:3,-1.612040385,0.5519793921
mcr11:wt:1,-0.2976369658,-0.0368610038
mcr11:wt:2,0.7515305935000001,0.0362398759
mcr11:wt:3,-0.4538936276,0.0006211279
miceAV_macro:24h_control:1,-0.1860849527,-0.040462221900000005
miceAV_macro:24h_control:2,0.2755278829,0.0144092753
miceAV_macro:24h_control:3,-0.0894429302,0.0260529466
miceBMDM:inf02:1,-1.6111970836,-0.09026102770000001
miceBMDM:inf02:2,-2.7048679564,-0.38727011110000004
miceBMDM:inf02:3,-0.9961540069,0.0769516754
miceBMDM:inf24:1,0.20296072040000002,0.48022267960000004
miceBMDM:inf24:2,0.7677882248,0.3134669907
miceBMDM:inf24:3,-0.5531650384,0.2754544425
miceBMDM:inf08:1,3.5410180136,-0.0779878358
miceBMDM:inf08:2,2.2751132363,0.1496679748
miceBMDM:inf08:3,2.6620423138,0.11137094360000001
miceBMDM:no_inf02:1,0.12746466110000002,0.0433105507
miceBMDM:no_inf02:2,0.1666639457,-0.044488765900000005
miceBMDM:no_inf02:3,-0.2941286068,0.0011782152
miceBMDM:no_inf24:1,0.9931158988000001,0.121329138
miceBMDM:no_inf24:2,0.6410416746,0.1330266132
miceBMDM:no_inf24:3,0.5328461152,0.0665290774
miceBMDM:no_inf08:1,-4.2143459907,-8.0829e-06
miceBMDM:no_inf08:2,-4.5423516495000005,0.028833507
miceBMDM:no_inf08:3,-4.4143767632,-0.0692294228
miceNF:control:1,-0.4964058229,0.0045067531
miceNF:control:2,0.4964058229,-0.0045067531
miceNF:invivo:1,2.2817576333,-0.2779567811
miceNF:invivo:2,-0.239032193,-0.8496941650000001
miceNF:invivo:3,0.060914685100000004,-0.3388887713
mihF:mihF_mutant_atc:1,-1.3855045381,0.18847614240000002
mihF:mihF_mutant_atc:2,-1.3684295296,0.5603474611
mihF:mihF_mutant_no_atc:1,1.0362317845,0.17117251690000002
mihF:mihF_mutant_no_atc:2,0.2139453829,0.4657715764
mihF:wt_atc:1,-0.3530634233,-0.0043192864000000004
mihF:wt_atc:2,-0.0173135767,-0.060594412400000006
mihF:wt_no_atc:1,0.023094462700000002,0.2780270724
mihF:wt_no_atc:2,-0.023094462700000002,-0.2780270724
mmpl3:mutant_no_ATC:1,0.8183129183000001,-0.08266079030000001
mmpl3:mutant_no_ATC:2,-0.8183129183000001,0.08266079030000001
mmpl3:mutant_with_ATC:1,-0.1568334367,-0.3452085802
mmpl3:mutant_with_ATC:2,0.4615138969,-0.7100013421
mrsI:ko_iron_atc:1,-1.0737505411,0.18835377490000002
mrsI:ko_iron_atc:2,-2.6112872371,0.0340930115
mrsI:ko_iron_no_atc:1,-16.3018488847,-1.4618416737
mrsI:ko_iron_no_atc:2,-14.7973247576,-2.0736856433
mrsI:ko_ox_atc:1,-15.0456637193,-2.1919118165
mrsI:ko_ox_atc:2,-16.4795570076,-1.5299737709999999
mrsI:ko_ox_no_atc:1,-14.2770823052,-1.4854933275
mrsI:ko_ox_no_atc:2,-14.482028042,-1.5751228846
mrsI:ko_sds_atc:1,-14.6366609422,-1.6504461645
