,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project,project_name,reference_condition,condition,condition_name,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,co_culture,time,host_plant,host_genotype,infiltration_agent,inoculation_time (h post infiltration),sample_time (h post inoculation),additional_notes,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_condition_name,passed_similar_replicates,passed_number_replicates,replicate,sample,n_replicates
SRX3983995,4/22/18 0:44,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053043,SRP141749,PRJNA439667,439667,SRS3208818,SAMN08769632,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451778,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769632,DC3000,,,co_culture,co_culture,mono_12.5,mono_30,mono_30,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,,30.0,,,,,,,True,True,True,True,co_culture:mono_30,True,True,1.0,co_culture__mono_30__1.0,2.0
SRX3983996,4/22/18 0:44,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053042,SRP141751,PRJNA439589,439589,SRS3208820,SAMN08769634,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451779,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769634,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_12.5,b_thai_12.5,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264,12.5,,,,,,,True,True,True,True,co_culture:b_thai_12.5,True,True,1.0,co_culture__b_thai_12.5__1.0,3.0
SRX3983997,4/22/18 0:43,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053041,SRP141748,PRJNA439600,439600,SRS3208817,SAMN08769727,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451780,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769727,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_35,b_thai_35,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264,35.0,,,,,,,True,True,True,True,co_culture:b_thai_35,True,True,1.0,co_culture__b_thai_35__1.0,4.0
SRX3983998,4/22/18 0:44,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053040,SRP141750,PRJNA439663,439663,SRS3208819,SAMN08769713,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451781,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769713,DC3000,,,co_culture,co_culture,mono_12.5,mono_25,mono_25,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,,25.0,,,,,,,True,True,True,True,co_culture:mono_25,True,True,1.0,co_culture__mono_25__1.0,4.0
SRX3983999,4/22/18 0:44,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053039,SRP141752,PRJNA439620,439620,SRS3208821,SAMN08769756,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451782,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769756,DC3000,,,co_culture,co_culture,mono_12.5,c_viol_30,c_viol_30,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Chromobacterium violaceum ATCC 315322,30.0,,,,,,,True,True,True,True,co_culture:c_viol_30,True,True,1.0,co_culture__c_viol_30__1.0,3.0
SRX3984000,4/22/18 0:44,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053038,SRP141753,PRJNA439624,439624,SRS3208822,SAMN08769755,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451783,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769755,DC3000,,,co_culture,co_culture,mono_12.5,c_viol_35,c_viol_35,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Chromobacterium violaceum ATCC 315322,35.0,,,,,,,True,True,True,True,co_culture:c_viol_35,True,True,1.0,co_culture__c_viol_35__1.0,4.0
SRX3984001,4/22/18 0:44,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053037,SRP141754,PRJNA439604,439604,SRS3208823,SAMN08769635,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451784,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769635,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_40,b_thai_40,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264,40.0,,,,,,,True,True,True,True,co_culture:b_thai_40,True,True,1.0,co_culture__b_thai_40__1.0,3.0
SRX3984002,4/22/18 0:43,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053036,SRP141755,PRJNA439608,439608,SRS3208824,SAMN08769757,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451785,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769757,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_45,b_thai_45,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264,45.0,,,,,,,True,True,True,True,co_culture:b_thai_45,True,True,1.0,co_culture__b_thai_45__1.0,3.0
SRX3984003,4/22/18 0:43,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053035,SRP141756,PRJNA439651,439651,SRS3208825,SAMN08769706,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451786,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769706,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_c_viol_40,b_thai_c_viol_40,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264 AND Chromobacterium violaceum ATCC 315322,40.0,,,,,,,True,True,True,True,co_culture:b_thai_c_viol_40,True,True,1.0,co_culture__b_thai_c_viol_40__1.0,3.0
SRX3984004,4/22/18 0:44,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053034,SRP141757,PRJNA439671,439671,SRS3208826,SAMN08769745,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451787,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769745,DC3000,,,co_culture,co_culture,mono_12.5,mono_35,mono_35,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,,35.0,,,,,,,True,True,True,True,co_culture:mono_35,True,True,1.0,co_culture__mono_35__1.0,4.0
SRX3984005,4/22/18 0:40,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053033,SRP141758,PRJNA439628,439628,SRS3208827,SAMN08769629,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451788,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769629,DC3000,,,co_culture,co_culture,mono_12.5,c_viol_40,c_viol_40,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Chromobacterium violaceum ATCC 315322,40.0,,,,,,,True,True,True,True,co_culture:c_viol_40,True,True,2.0,co_culture__c_viol_40__2.0,4.0
SRX3984006,4/22/18 0:43,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053032,SRP141759,PRJNA439655,439655,SRS3208828,SAMN08769707,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451789,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769707,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_c_viol_45,b_thai_c_viol_45,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264 AND Chromobacterium violaceum ATCC 315322,45.0,,,,,,,True,True,True,True,co_culture:b_thai_c_viol_45,True,True,1.0,co_culture__b_thai_c_viol_45__1.0,4.0
SRX3984007,4/22/18 0:43,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053031,SRP141760,PRJNA439593,439593,SRS3208829,SAMN08769732,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451790,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769732,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_25,b_thai_25,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264,25.0,,,,,,,True,True,True,True,co_culture:b_thai_25,True,True,2.0,co_culture__b_thai_25__2.0,3.0
SRX3984008,4/22/18 0:44,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053030,SRP141762,PRJNA439616,439616,SRS3208831,SAMN08769720,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451791,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769720,DC3000,,,co_culture,co_culture,mono_12.5,c_viol_25,c_viol_25,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Chromobacterium violaceum ATCC 315322,25.0,,,,,,,True,True,True,True,co_culture:c_viol_25,True,True,1.0,co_culture__c_viol_25__1.0,4.0
SRX3984009,4/22/18 0:43,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053029,SRP141761,PRJNA439678,439678,SRS3208830,SAMN08769739,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451792,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769739,DC3000,,,co_culture,co_culture,mono_12.5,mono_45,mono_45,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,,45.0,,,,,,,True,True,True,True,co_culture:mono_45,True,True,1.0,co_culture__mono_45__1.0,4.0
SRX3984010,4/22/18 0:43,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053028,SRP141764,PRJNA439652,439652,SRS3208833,SAMN08769753,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451793,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769753,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_c_viol_40,b_thai_c_viol_40,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264 AND Chromobacterium violaceum ATCC 315322,40.0,,,,,,,True,True,True,True,co_culture:b_thai_c_viol_40,True,True,2.0,co_culture__b_thai_c_viol_40__2.0,3.0
SRX3984011,4/22/18 0:43,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053027,SRP141763,PRJNA439666,439666,SRS3208832,SAMN08769748,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451794,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769748,DC3000,,,co_culture,co_culture,mono_12.5,mono_30,mono_30,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,,30.0,,,,,,,True,True,True,True,co_culture:mono_30,True,True,2.0,co_culture__mono_30__2.0,2.0
SRX3984012,4/22/18 0:43,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053026,SRP141765,PRJNA439674,439674,SRS3208834,SAMN08769742,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451795,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769742,DC3000,,,co_culture,co_culture,mono_12.5,mono_40,mono_40,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,,40.0,,,,,,,True,True,True,True,co_culture:mono_40,True,True,1.0,co_culture__mono_40__1.0,4.0
SRX3984013,4/22/18 0:46,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053025,SRP141766,PRJNA439670,439670,SRS3208835,SAMN08769709,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451796,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769709,DC3000,,,co_culture,co_culture,mono_12.5,mono_35,mono_35,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,,35.0,,,,,,,True,True,True,True,co_culture:mono_35,True,True,2.0,co_culture__mono_35__2.0,4.0
SRX3984014,4/22/18 0:44,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053024,SRP141767,PRJNA439683,439683,SRS3208836,SAMN08769711,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451797,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769711,DC3000,,,co_culture,co_culture,mono_12.5,mono_45,mono_45,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,,45.0,,,,,,,True,True,True,True,co_culture:mono_45,True,True,2.0,co_culture__mono_45__2.0,4.0
SRX3984015,4/22/18 0:44,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053023,SRP141768,PRJNA439647,439647,SRS3208837,SAMN08769704,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451798,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769704,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_c_viol_35,b_thai_c_viol_35,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264 AND Chromobacterium violaceum ATCC 315322,35.0,,,,,,,True,True,True,True,co_culture:b_thai_c_viol_35,True,True,1.0,co_culture__b_thai_c_viol_35__1.0,4.0
SRX3984016,4/22/18 0:41,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053022,SRP141769,PRJNA439675,439675,SRS3208838,SAMN08769741,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451799,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769741,DC3000,,,co_culture,co_culture,mono_12.5,mono_40,mono_40,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,,40.0,,,,,,,True,True,True,True,co_culture:mono_40,True,True,2.0,co_culture__mono_40__2.0,4.0
SRX3984017,4/22/18 0:43,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053021,SRP141770,PRJNA439648,439648,SRS3208839,SAMN08769717,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451800,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769717,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_c_viol_35,b_thai_c_viol_35,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264 AND Chromobacterium violaceum ATCC 315322,35.0,,,,,,,True,True,True,True,co_culture:b_thai_c_viol_35,True,True,2.0,co_culture__b_thai_c_viol_35__2.0,4.0
SRX3984019,4/22/18 0:40,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053019,SRP141772,PRJNA439613,439613,SRS3208841,SAMN08769722,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451802,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769722,DC3000,,,co_culture,co_culture,mono_12.5,c_viol_12.5,c_viol_12.5,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Chromobacterium violaceum ATCC 315322,12.5,,,,,,,True,True,True,True,co_culture:c_viol_12.5,True,True,2.0,co_culture__c_viol_12.5__2.0,4.0
SRX3984020,4/22/18 0:43,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053018,SRP141837,PRJNA439656,439656,SRS3208907,SAMN08769750,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451803,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769750,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_c_viol_45,b_thai_c_viol_45,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264 AND Chromobacterium violaceum ATCC 315322,45.0,,,,,,,True,True,True,True,co_culture:b_thai_c_viol_45,True,True,2.0,co_culture__b_thai_c_viol_45__2.0,4.0
SRX3984021,4/22/18 0:43,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053017,SRP141773,PRJNA439641,439641,SRS3208842,SAMN08769766,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451804,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769766,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_c_viol_25,b_thai_c_viol_25,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264 AND Chromobacterium violaceum ATCC 315322,25.0,,,,,,,True,True,True,True,co_culture:b_thai_c_viol_25,True,True,1.0,co_culture__b_thai_c_viol_25__1.0,1.0
SRX3984022,4/22/18 0:44,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR7053016,SRP141774,PRJNA439644,439644,SRS3208843,SAMN08769764,SRA694203,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,5451805,,,"33361318, https://doi.org/10.1101/2021.09.05.459016",8769764,DC3000,,,co_culture,co_culture,mono_12.5,b_thai_c_viol_30,b_thai_c_viol_30,DC3000,M9-Glucose,Glucose,,1.0,,27.0,7.4,,,Burkholderia thailandensis E264 AND Chromobacterium violaceum ATCC 315322,30.0,,,,,,,True,True,True,True,co_culture:b_thai_c_viol_30,True,True,1.0,co_culture__b_thai_c_viol_30__1.0,4.0
