k,name,regulator_readable,function,category,n_genes,exp_var,precision,recall,category_num
21,Fe/Protein Transport,,"Iron starvation response: PvdS,  FoxR (ortholog), other sigma factors associated with iron starvation response, bacterioferritin, bacterioferritin-associated ferredoxin, energy transduction (exbBD), TonB-dependent siderophore receptors ",Metal Uptake,29,0.5100576127,,,21
22,Carbon Starvation-2,,Inositol phosphate and galactose metabolism,Metabolism,27,1.4333783156,,,22
23,Phage,,"prtN, ptrB, prophage genes associated with pyocin production in Pseudomonas aeruginosa",Genomic,47,0.2575688894,,,23
24,Protocatechuate,,Benzoate degradation: pcaBCGHK,Metabolism,13,0.1406554253,,,24
25,Flagella-2,,"Glycosyltransferase, flagellar biosynthesis and assembly: hook, P-ring, export ATPase, chaperone, type III secretion system; cheZ",Motility,14,0.49321176840000003,,,25
26,Zur,PSPTO_5267,"Zinc transporters, cadA, rpme-1, iron transporters, and receptors",Metal Uptake,37,0.2879291986,0.216216,0.727273,26
27,Yersiniabactin,,Biosynthesis and transport of yersiniabactin,Exometabolites,9,11.2399133577,,,27
28,Osmotic Stress,,"Osmotic/water stress resistance: osmoprotectants, compatible solute production; oxidative stress resistance ",Stress Response,49,2.0531875735,,,28
29,Fatty Acid,PsrA,"psrA, fadAB, etfAB, genes with multiple drug resistance domains",Metabolism,27,1.4478672984,0.296296,0.727273,29
30,Unchar-3,,"phoP/phoQ two component system, phosphate ABC transporter, pyruvate dehydrogenase, pbpG",Uncharacterized,8,0.1960936916,,,30
31,Carbon Starvation-1,,"Carbon starvation response: carbon starvation protein A, acetate utilization; pilin assembly: tadABCZ (homologs), rcpAC (homologs), flp family type IVb pilin",Metabolism,24,0.8920310346,,,31
32,Folate,,"Tetrahydrofolate production: soxGADB, folD, purU",Metabolism,9,0.6000975164,,,32
33,Pyoverdine,PvdS,"Biosynthesis and transport of pyoverdine, metal transporters",Exometabolites,44,6.0432929703,0.272727,0.705882,33
34,Unchar-7,,"lipid-A-disaccharide synthase, TolC family protein, dihydrolipoyllysine-residue acetyltransferase",Uncharacterized,3,0.7355970851,,,34
35,Flagella-1,,"fleS/fleR two component system, flagellar biosynthesis and assembly: rod; hook; L; M, and P ring; hook and basal body complex; motor switch; flagellar type III secretion system",Motility,37,2.012189839,,,35
36,Translation-1,,"Ribosomal proteins, atpCG, secY, rpoA",Translation,33,1.3217536218000001,,,36
37,T3SS,,"hrpR, hrpS, hrpL, coronatine biosynthesis activation: corP, corR/corS two component system, type III effectors, type III secretion system chaperones, type III secretion system components, type III secretion proteins, type III helper protein, type III restriction system endonuclease,ribosome modulation factor, HPr kinase, pectate lyase, flagellar hook length control protein",Exometabolites,137,1.7293184916,,,37
38,AlgU,AlgU,"algU (rpoE),  hrpR, alginate biosynthesis, stress resistance: oxidative, osmotic, heat, UV, and metal ion stress",Stress Response,253,2.8083511576999998,0.209486,0.697368,38
39,Resistance-2,CueR,"Syringafactin production and efflux, cueR, copper transport, chemotaxis, uric acid production, virulence factor srfB, virulence effector srfC, bacterioferritin, Flp type IV pilin",Stress Response,43,3.3904131536,0.069767,1.0,39
40,Unchar-5,,"several unknown genes, type III effectors, cold shock domain-containing proteins, RNA-directed DNA polymerase, integrase, cysteine synthase familiy proteins",Uncharacterized,66,0.47527245,,,40
41,single_gene_3,,genes of unknown function,Noise,5,0.1407254684,,,41
42,single_gene_4,,"helix-turn-helix domain-containing protein, genes of unknown function",Noise,6,0.1151292072,,,42
43,single_gene_5,,"holin, genes of unknown function",Noise,13,0.1664463727,,,43
44,Fe-S/Oxidative Stress,,"Fe-S cluster assembly, oxidative stress resistance: sodA, fumC, katB, catalase ",Stress Response,10,1.3871201411,,,44
