,A,Rv0681
csoR:wt:2,-0.5657205619,0.12529296
dap:0_days_25:1,-1.4442806162,-0.1020442436
dap:0_days_25:2,-1.3988800886,-0.0584809711
dap:0_days_25:3,-1.6520730711,-0.12561489280000002
dap:0_days_25:4,-1.543241689,-0.0231100735
dap:0_days_control:1,-0.2762212678,0.010167717000000001
dap:0_days_control:2,-0.1275213428,0.0045124476
dap:0_days_control:3,0.6380334019,-0.0559791757
dap:0_days_control:4,-0.2342907913,0.041299011100000005
dap:1_days_25:1,-5.9516305703,0.3850813723
dap:1_days_25:2,-5.9992900046,0.2268979921
dap:1_days_25:3,-5.9896108445,0.1742084241
dap:1_days_25:4,-6.0946099655,0.3085753097
dap:1_days_control:1,-5.4446567324,0.3413562397
dap:1_days_control:2,-5.2296295021,0.4021209061
dap:1_days_control:3,-5.39825801,0.3029590991
dap:1_days_control:4,-5.6623757107,0.4187031694
degradosome:mutant_rnj:1,-1.4817194483,0.0962123002
degradosome:mutant_rnj:2,-1.3948657638,-0.0160358796
degradosome:mutant_rnj:3,-0.3796048809,0.0937622235
degradosome:PNPase_ko:1,4.6876986943,-0.0737620601
degradosome:PNPase_ko:2,4.1530205976,0.0537074143
degradosome:PNPase_ko:3,4.1845747946,-0.13477031520000002
degradosome:Rnase_E_ko:1,2.1816429666,-1.9172372957000001
degradosome:Rnase_E_ko:2,1.5579631112999999,-2.0530395022
degradosome:Rnase_E_ko:3,1.5242564330000001,-2.2953055288
degradosome:wt_cas9_ctrl:1,0.9911389537,-0.34094462270000003
degradosome:wt_cas9_ctrl:2,1.2776219764,-0.2995953977
degradosome:wt_cas9_ctrl:3,1.6874161036,-0.4044189673
degradosome:wt_expn:1,0.2147149209,0.07731054300000001
degradosome:wt_expn:2,0.0377027411,-0.0316697842
degradosome:wt_expn:3,-0.25241766190000003,-0.0456407588
delam:0_days_.09:1,-0.3732132197,0.0154890663
delam:0_days_.09:2,-0.20323675900000002,-0.1822413574
delam:0_days_.09:3,-0.1445526479,0.1321087094
delam:0_days_.09:4,-0.25863350150000003,-0.18987347810000002
delam:0_days_control:1,-0.026507257200000002,-0.0498200912
delam:0_days_control:2,0.1091681551,0.0218751273
delam:0_days_control:3,0.0764165414,-0.0114915754
delam:0_days_control:4,-0.1590774392,0.0394365394
delam:1_days_.09:1,1.9440460711,0.195669632
delam:1_days_.09:2,2.0536007338,0.19631562630000002
delam:1_days_.09:3,2.4859230973,0.22761501620000002
delam:1_days_.09:4,2.248995817,0.1050978067
delam:1_days_control:1,2.8252687997,0.04756773
delam:1_days_control:2,2.5013181643999998,-0.042003369900000004
delam:1_days_control:3,2.5418174665,0.1558330872
delam:1_days_control:4,1.4934526364,0.045544892100000005
dg_inh:both:1,-3.2868277193,0.13620228980000001
dg_inh:both:2,-2.9174129784,0.10248314230000001
dg_inh:both:3,-3.0858963821,-0.051072269600000005
dg_inh:dg:1,-1.8892357928,-0.0301841534
dg_inh:dg:2,-2.1863979543,-0.0494994344
dg_inh:dg:3,-2.0780458873,0.0044615665
dg_inh:DMSO:1,0.1413807674,-0.0127195929
dg_inh:DMSO:2,-0.3552248496,-0.0022123236
dg_inh:DMSO:3,0.2138440822,0.014931916600000001
dg_inh:inh:1,-3.0486454158,0.0411092111
dg_inh:inh:2,-2.840672505,-0.0919932864
dg_inh:inh:3,-3.164688541,0.0483982368
dormancy:dormant_20d_rifampicin:1,-0.09558443800000001,0.23185798600000002
dormancy:dormant_20d_rifampicin:2,0.0557727687,0.5297341428
dormancy:dormant_20d_rifampicin:3,-0.540722613,0.2907937651
dormancy:dormant_no_treatment:1,-0.6032460888,-0.3035597799
dormancy:dormant_no_treatment:2,0.0080819488,1.35521e-05
dormancy:dormant_no_treatment:3,0.5951641400000001,0.3035462278
eccE1:control:1,0.3012315085,-0.0161326542
eccE1:control:2,-0.3012315085,0.0161326542
eccE1:delta_eccE1:1,0.2024740778,-0.1090824147
eccE1:delta_eccE1:2,0.2761012215,-0.0383878628
eccE1:delta_eccE1_eccE1_HA_comp:1,0.0822000794,-0.7502875461
eccE1:delta_eccE1_eccE1_HA_comp:2,0.2865611478,-0.3150021543
eccE1:delta_eccE1_empty_vector:1,-0.0393329516,-0.11843740500000001
eccE1:delta_eccE1_empty_vector:2,0.0847448241,-0.3312984608
eccE1:delta_eccE1_myc_p1_HA_comp:1,0.586247865,-0.4446912025
eccE1:delta_eccE1_myc_p1_HA_comp:2,1.0378981714,-0.7008692994
eccE1:delta_eccE1_mycP1_eccE1_comp:1,0.3798405993,-0.3990850798
eccE1:delta_eccE1_mycP1_eccE1_comp:2,0.5548452858,-0.43562644650000004
emb:0_days_2.45:1,0.1367773074,-0.0429546889
emb:0_days_2.45:2,-0.5809518348,0.188605653
emb:0_days_2.45:3,0.5414226602000001,0.2371010446
emb:0_days_2.45:4,-0.5480066079,0.029555233400000002
emb:0_days_control:1,-0.5911694062,-0.08020016070000001
emb:0_days_control:2,0.1697688107,-0.2049076659
emb:0_days_control:3,0.3244004967,0.14319045290000001
emb:0_days_control:4,0.09700009870000001,0.14191737370000002
emb:1_days_2.45:1,-4.7010789979,0.1456891382
emb:1_days_2.45:2,-4.3628725409,0.3092497885
emb:1_days_2.45:3,-4.2668580168,0.3844326262
emb:1_days_2.45:4,-4.387235015,0.2868956663
emb:1_days_control:1,-5.0997500081,0.2566292056
emb:1_days_control:2,-5.0821692404,0.1238054855
emb:1_days_control:3,-5.08336622,0.30693758120000003
emb:1_days_control:4,-4.8344636425,0.1807403764
espL:ko:1,0.14239081680000001,-0.1664735024
espL:ko:2,-0.2034009726,0.18741888680000002
espL:wt:1,0.035726334900000004,-0.0015464968000000001
espL:wt:2,-0.035726334900000004,0.0015464968000000001
esx_1:ko:1,-1.0437298699,0.0950383258
esx_1:ko:2,0.4368199652,0.1372311074
esx_1:wt:1,-1.1140886331,0.20942077380000002
esx_1:wt:2,0.4491595423,-0.0598475011
esx_1:wt:3,0.6649290908000001,-0.1495732727
genotoxic:control:1,-0.0897046084,-0.016953848100000002
genotoxic:control:2,0.0897046084,0.016953848100000002
genotoxic:growth_supplement:1,0.4506225407,-0.047754583
genotoxic:growth_supplement:2,0.8085572816000001,-0.1209466153
growth:tss_expnt:1,-2.9063175054,-1.5260751088
growth:tss_expnt:2,-1.8752746868,-1.1725246588
growth:tss_expnt:3,-2.6429129408,-1.636183444
growth:tss_starved:1,1.6651743099,-3.8332886234
growth:tss_starved:2,3.0152384106,-3.9784543108
growth:tss_starved:3,3.4075058902,-3.0542012209
growth:wt_expn:1,0.34718705780000003,0.027857846300000003
growth:wt_expn:2,-0.1715540201,-0.15876428650000002
growth:wt_expn:3,-0.1756330377,0.1309064403
hs2:treated:1,0.5586649109,0.0355685642
hs2:treated:2,0.3551421077,0.12327046450000001
hs2:treated:3,0.42442753,0.1121471195
hs2:untreated:1,0.37722555350000003,-0.0316765652
hs2:untreated:2,0.16142616980000002,-0.0918144558
hs2:untreated:3,-0.5386517233,0.123491021
hypoxia:000h_.81_DO:1,0.08722142170000001,-0.1701731709
hypoxia:000h_.81_DO:2,-0.2257390685,-0.060268853500000004
hypoxia:000h_.81_DO:3,0.1385176468,0.2304420244
hypoxia:017h_.57_DO:1,-0.6676293541,-0.1753973645
hypoxia:017h_.57_DO:2,0.8101941462000001,0.09570119190000001
hypoxia:017h_.57_DO:3,-0.0018926929000000002,0.21530309220000002
hypoxia:023h_.42_DO:1,-1.0043202579,-0.0711821489
hypoxia:023h_.42_DO:2,-0.6217553873,-0.36577041930000004
hypoxia:040h_.11_DO:1,-0.7710449298000001,-0.3826467322
hypoxia:040h_.11_DO:2,-0.8170615419,-0.8067427818
hypoxia:041h_.09_DO:1,-0.3165849302,-0.2498689707
hypoxia:041h_.09_DO:2,-0.7576563872000001,-0.20000335330000002
hypoxia:041h_.09_DO:3,-0.7334578193,-0.1898668469
hypoxia:042h_.07_DO:1,-0.0647025989,-0.2685533539
hypoxia:042h_.07_DO:2,0.08840450250000001,-0.1974696587
hypoxia:043h_.06_DO:1,0.3536203697,-0.0415038987
hypoxia:043h_.06_DO:2,-1.1751192526,0.1444977097
hypoxia:043h_.06_DO:3,0.0433585448,-0.5222842316
hypoxia:044h_.04_DO:1,0.7231694981,-0.3119529576
hypoxia:044h_.04_DO:2,1.4568705032,-0.1231273796
hypoxia:044h_.04_DO:3,0.3136618389,-0.16910633320000001
hypoxia:047h_0_DO:1,0.8653510487,-0.40169930130000003
hypoxia:047h_0_DO:2,1.5460193077,0.0075643652
hypoxia:047h_0_DO:3,3.1037634408,0.0064599476
hypoxia:049h_0_DO:1,2.7709623954,-0.2177042281
hypoxia:049h_0_DO:2,1.2030254816000001,-0.1049115132
hypoxia:049h_0_DO:3,6.0149362019,0.1327836155
hypoxia:050h_0_DO:1,5.9994898442,-0.0137979351
hypoxia:050h_0_DO:2,1.9188303277,0.0571314657
hypoxia:050h_0_DO:3,2.7249484506,0.029928619200000003
hypoxia:052h_0_DO:1,6.2341718323,-0.2026934712
hypoxia:052h_0_DO:2,1.2082952082,-0.1952395505
hypoxia:052h_0_DO:3,2.0464545078,-0.1719486896
hypoxia:054h_0_DO:1,-0.3059820324,-0.42688098150000003
hypoxia:054h_0_DO:2,1.2976500766,0.0232109284
hypoxia:054h_0_DO:3,3.5425127046,-0.4133272127
hypoxia:054h_0_DO:4,-0.9157164857000001,-0.21085722140000002
hypoxia:054h_0_DO:5,4.8033670166,-0.1768915671
hypoxia:070h_0_DO:1,6.0705019655,-0.4469620788
hypoxia:070h_0_DO:2,4.5419797873,-0.4334583702
hypoxia:088h_0_DO:1,6.0852185257,-0.40352941200000003
hypoxia:088h_0_DO:2,5.6552339023,-0.4339430094
hypoxia:114.5h_.04_DO:1,-1.1917794542,-0.6278141241
hypoxia:114.5h_.04_DO:2,-0.3315275122,-0.5704501851
hypoxia:114.5h_.04_DO:3,-0.2723803566,-0.44198447490000004
hypoxia:115h_.06_DO:1,-2.1125027026,-0.5987863205
hypoxia:115h_.06_DO:2,-2.8580725929,-0.7392854903
hypoxia:115h_.06_DO:3,-2.3221320974,-0.8556703808
hypoxia:116h_.11_DO:1,-3.2917345453,-0.5583352721
hypoxia:116h_.11_DO:2,-3.814476721,-0.5008894308
hypoxia:116h_.11_DO:3,-3.6831207264,-0.5081889615
hypoxia:120h_.47_DO:1,-4.0205593159,-0.4235210411
hypoxia:120h_.47_DO:2,-4.3370548424,-0.3594252559
hypoxia:120h_.47_DO:3,-3.5057130809,-0.3613673582
kinase:DMSO_0h_F:1,-7.3352131327,0.127770391
kinase:DMSO_0h_F:2,-7.7499641367,0.2647441334
kinase:DMSO_0h_F:3,-6.8022782804,0.048997184400000005
kinase:DMSO_0h_H:1,-1.9831185754,0.1200648494
kinase:DMSO_0h_H:2,-3.1858185821,0.1681638644
kinase:DMSO_0h_H:3,-2.99623001,0.0707520874
kinase:DMSO_0h_H:4,-3.0109665591,0.026648404100000002
kinase:DMSO_0h_H:5,-2.9430624006,0.09209664420000001
kinase:DMSO_0h_H:6,-2.2099110074,0.0908756003
kinase:DMSO_0h_I:1,-0.2299560162,0.1182320049
kinase:DMSO_0h_I:2,0.2378230908,-0.0208084343
kinase:DMSO_0h_I:3,-0.2197355459,0.0895778664
kinase:DMSO_0h_I:4,-0.0446743973,0.0008059863000000001
kinase:DMSO_0h_I:5,-0.24023624440000002,-0.103672739
kinase:DMSO_0h_I:6,0.49677911290000004,-0.0841346843
kinase:pknD_T10_48h:1,-5.8915707925,-0.1950529614
kinase:pknD_T10_48h:2,-5.6269541056,-0.1040420427
kinase:pknD_T10_48h:3,-5.3133878592,-0.1567889034
kinase:pknL_T10_48h:1,-5.9660089435,-0.5854872659
kinase:pknL_T10_48h:2,-5.7775540113,-0.5835678017
kinase:pknL_T10_48h:3,-6.2467942207,-0.7195638945
kinase:pknL_T4_48h:1,3.1337063449,-1.0958990595
kinase:pknL_T4_48h:2,1.6176172235,-0.8910594484000001
kinase:pknL_T4_48h:3,3.0319497022,-1.0448822891
kinase:T10_12h_F:1,-6.2015846315,0.1809381489
kinase:T10_12h_F:2,-5.9365069343,0.2800114077
kinase:T10_12h_F:3,-6.1676873383,0.12357358930000001
kinase:T10_12h_H:1,-4.6770186858,0.1342482624
kinase:T10_12h_H:2,-3.4188453584,0.0893284662
kinase:T10_12h_H:3,-3.9171260331,0.1651036888
kinase:T10_12h_I:1,-3.8576908254999998,0.3192010344
kinase:T10_12h_I:2,-5.2730846851,0.171935489
kinase:T10_24h_F:1,-7.059863003,0.17624341070000002
kinase:T10_24h_F:2,-7.2586222846,0.16927664280000002
kinase:T10_24h_F:3,-7.4824988606,0.1629450794
kinase:T10_24h_H:1,-7.2303857032,0.2622172917
kinase:T10_24h_H:2,-6.4478313558,0.2163010397
kinase:T10_24h_H:3,-5.5397447784,0.2000084677
kinase:T10_24h_I:1,-5.5037954589,0.0338160432
kinase:T10_24h_I:2,-5.4937244327,0.0082992724
kinase:T10_48h_F:1,-7.703094058,0.2119471829
kinase:T10_48h_F:2,-7.6791701977999995,0.2286792084
kinase:T10_48h_F:3,-7.7324596405,0.1970161303
kinase:T10_48h_H:1,-5.7765508902,0.0690349727
kinase:T10_48h_H:2,-4.7362380286,-0.08115499670000001
kinase:T10_48h_H:3,-3.903874322,0.022631581
kinase:T10_48h_I:1,-4.2731396732,0.16663638990000001
kinase:T10_48h_I:2,-4.6037248047,0.038079590600000005
kinase:T10_48h_I:3,-5.0875994497,0.022219812000000002
kinase:T4 _48h_H:1,-3.4578279345,-0.3166634914
kinase:T4 _48h_H:2,-3.9673261216,-0.2255120609
kinase:T4 _48h_H:3,-3.3890929731,-0.3225931285
kinase:T4 20 _12h_I:1,-4.8073658702,-0.16857211530000002
kinase:T4 20 _12h_I:2,-4.5395071510000005,-0.1511030957
kinase:T4 20 _12h_I:3,-5.1655153817,-0.0684351661
kinase:T4_12h_F:1,-5.817476185,0.0543781931
kinase:T4_12h_F:2,-5.7618699689,-0.0011570536
kinase:T4_12h_F:3,-5.6507949925,0.1334865838
kinase:T4_12h_H:1,-5.4310075114,0.0291794885
kinase:T4_12h_H:2,-5.5812577344,0.09423213600000001
kinase:T4_12h_H:3,-6.1964491718,0.19045181120000002
kinase:T4_24h_F:1,-5.8455963029,-0.1169632322
kinase:T4_24h_F:2,-6.0122331504,-0.1790453481
kinase:T4_24h_F:3,-5.7793997367,-0.1337294925
kinase:T4_24h_H:1,-6.3932380386,-0.1823803483
kinase:T4_24h_H:2,-6.2991162265,-0.0731120655
kinase:T4_24h_H:3,-6.3033166918,-0.19275882730000002
kinase:T4_24h_I:1,-3.3429682913,-0.5044818058
kinase:T4_24h_I:2,-3.2746855474,-0.3924911385
kinase:T4_48h_F:1,-4.7092672385,-0.2553068347
kinase:T4_48h_F:2,-4.7868756009,-0.226310061
kinase:T4_48h_F:3,-4.3217680177,-0.23288831710000002
kinase:T4_48h_I:1,0.8754062266,-0.44750895620000003
kinase:T4_48h_I:2,-1.3197438246,-0.7373336034
kinase:T4_48h_I:3,-0.8473063102,-0.5847633541
kinase:WT_T10_48h:1,-4.8599765565,-0.2916799404
kinase:WT_T10_48h:2,0.030283374300000002,-0.7799815901
kinase:WT_T10_48h:3,-0.7885100126,-0.8788738966
kinase:WT_T10_48h:4,-5.9400095946,-0.100280436
kinase:WT_T10_48h:5,-6.231692448,0.0226335586
kinase:WT_T4_48h:1,-4.5861943818,-0.5245414533
kinase:WT_T4_48h:2,-1.483430461,-0.6994751109
kinase:WT_T4_48h:3,-1.2722827179,-0.4392826855
levofloxacin:control:1,0.43863107960000003,-0.08868218500000001
levofloxacin:control:2,-0.1413391855,0.2101325658
levofloxacin:control:3,-0.2972918942,-0.12145038080000001
levofloxacin:treated:1,-5.8416306216,0.6716131537000001
levofloxacin:treated:2,-6.1232636934,0.9327416274
levofloxacin:treated:3,-5.9805030996,0.7653339697
linez:0_days_4:1,-0.36039111490000003,-0.0162157757
linez:0_days_4:2,-0.0839790431,-0.3581474162
linez:0_days_4:3,0.0488943185,-0.49334729400000005
linez:0_days_4:4,-0.31983545950000003,-0.2788258322
linez:0_days_control:1,-0.053849280900000004,0.0858050969
linez:0_days_control:2,0.1352196538,-0.1464883478
linez:0_days_control:3,0.0374240026,0.0595108415
linez:0_days_control:4,-0.1187943754,0.0011724095
linez:1_days_4:1,0.0172760613,0.043068222600000004
linez:1_days_4:2,-0.2223570426,0.088615972
linez:1_days_4:3,-0.3454586099,0.2870919443
linez:1_days_4:4,-0.1664267741,0.1584054664
linez:1_days_control:1,-0.6258521618,0.2975147281
linez:1_days_control:2,-0.8095339852000001,0.0530636353
linez:1_days_control:3,-0.6625654424,-0.0158054459
lipid:dextrose_exp:1,-0.02596727,-0.0650569716
lipid:dextrose_exp:2,0.02596727,0.0650569716
lipid:dextrose_hypo:1,11.3882728221,-0.5683592310000001
lipid:dextrose_hypo:2,9.1427989149,-0.5238529971
lipid:dextrose_stat:1,4.5629203098,-1.0666349946
lipid:dextrose_stat:2,4.5470094573,-0.8581436920000001
lipid:lipid_exp:1,6.8778738311000005,-1.1274342512
lipid:lipid_exp:2,7.5279751546,-1.4720598046
lipid:lipid_stat:1,11.5255038876,-0.5354971662
lipid:lipid_stat:2,14.4216589774,-1.072634504
mcr11:mcr11_mutant:1,-0.0369196454,-0.06466921810000001
mcr11:mcr11_mutant:2,-0.6970389147,0.0261238155
mcr11:mcr11_mutant:3,-1.4275241154,-0.11760553210000001
mcr11:wt:1,-0.1119712291,-0.1340423823
mcr11:wt:2,0.34695552080000003,0.0477854803
mcr11:wt:3,-0.23498429170000001,0.08625690200000001
miceAV_macro:24h_control:1,-0.1105096755,0.1768755126
miceAV_macro:24h_control:2,-0.21779573730000001,-0.17285761
miceAV_macro:24h_control:3,0.32830541280000003,-0.0040179026000000005
miceBMDM:inf02:1,14.5305549301,-0.6985079949
miceBMDM:inf02:2,12.1852465804,-0.3992382197
miceBMDM:inf02:3,16.6049041584,-0.6434668769
miceBMDM:inf24:1,11.1157255183,-0.6187415636
miceBMDM:inf24:2,9.4979391768,-0.5595930370000001
miceBMDM:inf24:3,10.2670365494,-0.27578514590000003
miceBMDM:inf08:1,14.518016379,-0.935019726
miceBMDM:inf08:2,14.8414327878,-0.9546168034
miceBMDM:inf08:3,14.335465418,-1.0050424717
miceBMDM:no_inf02:1,0.1368730944,-0.0227708364
miceBMDM:no_inf02:2,-0.28810653270000003,-0.09791397980000001
miceBMDM:no_inf02:3,0.1512334383,0.1206848162
miceBMDM:no_inf24:1,-2.0841349577,-0.0887588666
miceBMDM:no_inf24:2,-1.5798145667,0.0801344216
miceBMDM:no_inf24:3,-1.99587547,0.26104543820000004
miceBMDM:no_inf08:1,-2.0553120171,-0.1901787735
miceBMDM:no_inf08:2,-1.9464095459,-0.2186407575
miceBMDM:no_inf08:3,-2.0102568623,0.1315465401
miceNF:control:1,-0.3036854305,0.09607874300000001
miceNF:control:2,0.3036854305,-0.09607874300000001
miceNF:invivo:1,5.777437954,0.3479852741
miceNF:invivo:2,7.2291572222,0.5945843824
miceNF:invivo:3,6.3857146075,0.5614743903
mihF:mihF_mutant_atc:1,-6.0035929805,-0.2649716713
mihF:mihF_mutant_atc:2,-6.1176226824,-0.2114994895
mihF:mihF_mutant_no_atc:1,-5.1186153383,-0.6198322664
mihF:mihF_mutant_no_atc:2,-4.3831072238,-0.1479745932
mihF:wt_atc:1,-2.9230058924,-0.0565382831
mihF:wt_atc:2,-7.274974875,-0.3409600148
mihF:wt_no_atc:1,0.8479759436000001,-0.1986915099
mihF:wt_no_atc:2,-0.8479759436000001,0.1986915099
mmpl3:mutant_no_ATC:1,-0.8115348987000001,-0.009965072200000001
mmpl3:mutant_no_ATC:2,0.8115348987000001,0.009965072200000001
mmpl3:mutant_with_ATC:1,0.7720055052,-0.42393288840000004
mmpl3:mutant_with_ATC:2,-0.112047532,-0.1667058893
mrsI:ko_iron_atc:1,-1.6114155278,-0.15666034650000002
mrsI:ko_iron_atc:2,-1.0139069349,-0.4245746026
mrsI:ko_iron_no_atc:1,-8.1332397863,0.7361458077
mrsI:ko_iron_no_atc:2,-6.8987021514,0.6307454376
mrsI:ko_ox_atc:1,-6.1437877807,0.8524085116000001
mrsI:ko_ox_atc:2,-7.0608390547,0.9511493546
