,A,RpoH
HapZ_SagS_mutants:delSagS:2,-2.6669403383,-0.8234997380000001
HapZ_SagS_mutants:delSagS:3,-3.6899554289000003,-0.93623149
HapZ_SagS_mutants:delHapZp:3,-2.4244042193,-0.180032875
Lung_infection_transcriptome:PA01_LS1:1,1.4404401964,-1.881947864
Lung_infection_transcriptome:PA01_LS1:2,1.2371188516,-1.9224063390000001
Lung_infection_transcriptome:PA01_CS1:1,-2.5614737343,0.080950089
Lung_infection_transcriptome:PA01_CS1:2,2.5614737343,-0.080950089
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,-0.3872490516,-0.144576855
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,0.3872490516,0.144576855
Metabolic_fitness_plasmid:PAO1_pAKD1:1,1.9170003427000002,-0.501088235
Metabolic_fitness_plasmid:PAO1_pAKD1:2,3.0008541836,-0.29516879700000004
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,-3.9881162223,0.035062915
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,0.5524226348,-0.11733497400000001
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,2.6954219719,-0.515801662
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,3.0504896075,-0.35321647300000003
Metabolic_fitness_plasmid:PAO1_pBS228:1,0.7398547176,-0.13068332700000002
Metabolic_fitness_plasmid:PAO1_pBS228:2,0.9818409221000001,-0.211661978
Metabolic_fitness_plasmid:PAO1_RmS149:1,3.1394220756,-0.43093431600000004
Metabolic_fitness_plasmid:PAO1_RmS149:2,2.837669789,-0.27463681900000003
Mucin_glycans:ABTGC:1,2.5392599137,0.049646912
Mucin_glycans:ABTGC:2,3.4085280852,0.023711472
Mucin_glycans:ABTGC:3,3.7257411976,-0.129022005
Mucin_glycans:ABTGC:4,-5.9150697812,0.026064168000000002
Mucin_glycans:ABTGC:5,-3.7584594152,0.029599453
Mucin_glycans:MUC5B:1,4.4514244295,-0.158388008
Mucin_glycans:MUC5B:2,4.8631167293,-0.130181457
Mucin_glycans:Glycans:1,2.2753716388,0.04167861
Mucin_glycans:Glycans:2,1.9592308159,0.067661238
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,-0.5336938399,-0.018544654
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,-1.0747069103,-0.120444066
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,-0.6578915183,0.041541428000000005
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-1.7195089168000002,-0.182829041
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-2.3940125822000002,-0.07760860900000001
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-1.9368033892,0.168219697
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,1.3529498496,0.095992349
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,2.2697472002,0.10624453800000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,1.9045039275,0.146555142
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-1.8017451264000002,-0.22408893
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-0.9163998643000001,-0.054664047
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-2.8090559864999998,-0.070039051
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.4917492277,0.059501542000000004
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.4917492277,-0.059501542000000004
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,5.0195866003,-0.194311918
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,4.9340332696,-0.253467324
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,0.7588223051,0.149537067
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,1.1482866496,0.153067812
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,-3.9473779983,-1.004278143
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,-4.0328514588,-1.214527471
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,-1.3581701487,-0.9700337680000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,-0.7087138903,-0.972995288
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,0.0938501577,0.14624862300000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,0.2609079641,-0.026761111
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,-0.0937776345,-0.029013988
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,-0.2609804873,-0.090473524
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,18.1309726742,1.135534053
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,18.5231345873,1.1764842770000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,0.0053467589,0.1160903
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,0.1701634672,-0.056913701000000004
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,-0.1755102261,-0.059176598000000004
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,-2.1831485221,0.123293732
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,-3.810337965,-0.0007843660000000001
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,-0.06316650210000001,0.378070279
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,1.1353353747,-0.017522907
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,1.874981156,-0.06996696300000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,1.9046639618,-0.040121290000000004
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,2.2138413693,-0.012421113000000001
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,11.8524827649,-0.365231407
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,11.2192930168,-0.18765236600000001
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,13.1823681709,-0.42183069100000004
Rosmarinic_acid:PAO1-100UMRA:1,2.6202794809,-0.205485505
Rosmarinic_acid:PAO1-100UMRA:2,2.5950390953999998,-0.252473797
Rosmarinic_acid:PAO1_DMSO_Control:1,-1.1037771325,0.25527069
Rosmarinic_acid:PAO1_DMSO_Control:2,0.724538821,-0.084516614
Rosmarinic_acid:PAO1_DMSO_Control:3,0.37923831150000004,-0.170754076
Testosterone_treatment:Testosterone_Control:1,0.13340440350000002,-0.196839026
Testosterone_treatment:Testosterone_Control:2,-0.13340440350000002,0.196839026
Testosterone_treatment:Testosterone_2.5:1,1.9559528261999999,0.019391216000000003
Testosterone_treatment:Testosterone_2.5:2,-1.3425579109,0.581738901
Tf_toxin_expression:PAO1_WT:1,2.1672682789,0.036233642
Tf_toxin_expression:PAO1_WT:2,-2.1672682789,-0.036233642
Tf_toxin_expression:PAO1_derfA:1,-0.8234463034,-0.0022704920000000003
Tf_toxin_expression:PAO1_derfA:2,0.8134699938000001,-0.108245015
Zinc_treatment:PA_Zn:1,12.1739896392,0.542893516
Zinc_treatment:PA_Zn:2,12.1423608772,0.531326909
Zinc_treatment:PA_Zn:3,11.7933271736,0.5302430450000001
Zinc_treatment:PA_Zn_wt:1,-0.0222849618,-0.020931608
Zinc_treatment:PA_Zn_wt:2,0.0222849618,0.020931608
Paeru_PRECISE:CAMHB_wt:1,-3.0021815476000002,0.733861442
Paeru_PRECISE:CAMHB_wt:2,-2.5239838131,0.41214326900000003
Paeru_PRECISE:CAMHB_wt:3,-2.7410471628,0.589620865
Paeru_PRECISE:CAMHB_wt:4,-2.4041537324,0.455733333
Paeru_PRECISE:M9glucAA_Pqt10:1,-4.4999749877,-0.268765642
Paeru_PRECISE:M9glucAA_Pqt10:2,-3.086402604,-0.09162356
Paeru_PRECISE:M9glucAA_Pqt:1,-2.8443776552,-0.009879805
Paeru_PRECISE:M9glucAA_Pqt:2,-3.7574697622,-0.107454639
Paeru_PRECISE:M9glucAA_wo_Pqt:1,-2.9438211507,0.033474999000000005
Paeru_PRECISE:M9glucAA_wo_Pqt:2,-3.2461497255,0.086864417
Paeru_PRECISE:M9glucAA_NaCl:1,1.3240917971,0.477284083
Paeru_PRECISE:M9glucAA_NaCl:2,-1.5828639489,0.40770831500000004
Paeru_PRECISE:M9glucAA_NaCl:3,0.1470367049,0.287494788
Paeru_PRECISE:CAMHB_wt:5,-2.8503976027,0.356055392
Paeru_PRECISE:CAMHB_wt:6,-3.4761748149000002,0.372005515
Paeru_PRECISE:LB_wt:1,3.4357735433,-0.70859074
Paeru_PRECISE:LB_wt:2,2.5750877323,-0.646431305
Paeru_PRECISE:M9glucAA_wt:1,1.6204100617,-0.0775785
Paeru_PRECISE:M9glucAA_wt:2,-1.6204100617,0.0775785
Paeru_PRECISE:M9glucAA_lowpH:1,-3.1594013366,-0.046865247000000006
Paeru_PRECISE:M9glucAA_lowpH:2,-3.7464144202,-0.15002832
Paeru_PRECISE:M9glucAA_DPD:1,-1.8327419695,0.308268609
Paeru_PRECISE:M9glucAA_DPD:2,-0.8958948554,0.41294507100000005
Paeru_PRECISE:M9sucAA_wt:1,-0.637930128,-0.51569859
Paeru_PRECISE:M9sucAA_wt:2,-2.8914130955,-0.585616392
Paeru_PRECISE:M9glucAA_NaCl:4,0.1431083531,0.46584253600000003
Paeru_PRECISE:M9glucAA_NaCl:5,-1.4991364324,0.43651685700000004
Paeru_PRECISE:M9sucAA_wt:3,-1.1638840362,-0.203322832
Paeru_PRECISE:M9sucAA_wt:4,-2.3823340626,-0.054209639000000004
Paeru_PRECISE:R10LB_wt:1,1.4193372276,0.13411024500000002
Paeru_PRECISE:M9glucAA_NaCl:6,-1.5737868738,0.562654014
Paeru_PRECISE:M9glucAA_NaCl:7,-0.4450232223,0.635593845
Paeru_PRECISE:M9fructAA_wt:1,2.7606247516,0.00443201
Paeru_PRECISE:M9fructAA_wt:2,2.1208002184,0.030634646
Paeru_PRECISE:M9GlcNAcAA_wt:1,-1.8013289089,0.151623803
Paeru_PRECISE:M9GlcNAcAA_wt:2,-0.7928787576,0.11126828200000001
Paeru_PRECISE:M9pyruvAA_wt:1,-2.4652061335,0.205648141
Paeru_PRECISE:M9pyruvAA_wt:2,-0.8027421889,0.154109202
Paeru_PRECISE:M9fructAA_wt:3,-0.9888289085,0.014243305000000001
Paeru_PRECISE:M9fructAA_wt:4,-2.8824191193,0.23337063100000002
Paeru_PRECISE:M9GlcNAcAA_wt:3,4.2388159144,0.152353091
Paeru_PRECISE:M9GlcNAcAA_wt:4,-0.6989728144,0.300482539
Paeru_PRECISE:M9glycAA_wt:1,-2.4180141548,-0.046647175000000006
Paeru_PRECISE:M9glycAA_wt:2,-1.4301114552,0.024168507000000002
Paeru_PRECISE:M9pyruvAA_wt:3,-2.2689208987000002,0.054173856000000006
Paeru_PRECISE:CAMHB_wt:7,-3.6914005324,0.706345537
Paeru_PRECISE:CAMHB_wt:8,-3.7739873905,0.533658614
Paeru_PRECISE:R10LB_wt:2,2.5706458441,0.077235539
Paeru_PRECISE:R10LB_wt:3,1.4727198027,0.051156382
Paeru_PRECISE:R10LB_wt:4,2.3204756289,-0.060458715
Paeru_PRECISE:R10LB_wt:5,-3.111762788,0.038957159000000005
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,-2.0744293806,0.36203475100000004
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,-4.0344551116,-0.11451625300000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,-1.1506661857,-0.390206897
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,-2.0861087239,-0.35309310800000004
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,-0.14244558070000002,-0.05309645
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,-1.557857077,0.016108686
Paeru_PRECISE:M9sucAA_wt:5,-6.5044653206,0.5779641050000001
Paeru_PRECISE:M9sucAA_wt:6,-5.505518251,0.37303644700000005
Paeru_PRECISE:R10LB_wt:6,1.441429654,0.043886364000000004
Paeru_PRECISE:R10LB_wt:7,0.8500802337000001,0.081314894
Paeru_PRECISE:LB_wt:3,0.7618555139000001,-0.5078152530000001
Paeru_PRECISE:LB_wt:4,0.5951702619,-0.5062029490000001
Paeru_PRECISE:R10LB_NaCl:1,1.7604457363,-1.629553727
Paeru_PRECISE:R10LB_NaCl:2,-1.5774319237,-0.682050048
Paeru_PRECISE:M9glucAA_PAO1_wt:1,-3.1961750375,-0.693561066
Paeru_PRECISE:M9glucAA_Zn:1,-19.9998543361,-11.07822858
Paeru_PRECISE:M9glucAA_Cu:1,3.803683731,-0.671764514
Paeru_PRECISE:M9glucAA_NaOCl:1,-2.7547104117,-1.042385871
Paeru_PRECISE:M9GlcNAcAA_8:1,3.7537389539,-1.080586855
Paeru_PRECISE:M9GlcNAcAA_8:2,1.6607220956000002,-0.23450066100000003
Paeru_PRECISE:M9GlcNAcAA_4:1,3.4454247955,-1.065901241
Paeru_PRECISE:M9GlcNAcAA_4:2,3.3200699653,-0.868268464
Paeru_PRECISE:M9GlcNAcAA_2:1,-5.2408092177,-0.710558452
Paeru_PRECISE:M9GlcNAcAA_2:2,7.1342351053,-0.32501684000000003
Paeru_PRECISE:M9GlcNAcAA_1:1,-1.6215799786,-0.629903043
Paeru_PRECISE:M9GlcNAcAA_1:2,7.0975258953,-0.7061407510000001
Paeru_PRECISE:M9glucAA_NaOCl:2,-2.1264366133,0.127719344
Paeru_PRECISE:M9glucAA_Cu:2,1.8993691090000002,0.309580682
Paeru_PRECISE:M9glucAA_Fe:1,-2.6514860236,0.094549042
Paeru_PRECISE:M9glucAA_Fe:2,-1.8659728915,-0.050763726
Paeru_PRECISE:M9glucAA_Zn:2,-3.112831715,-0.10405270400000001
Paeru_PRECISE:M9glucAA_PAO1_wt:2,-3.148769175,0.25499025000000003
Paeru_PRECISE:CAMHB_Mec:1,-3.8453736544,0.87294888
Paeru_PRECISE:CAMHB_Mec:2,-2.8563529551,0.803329905
Paeru_PRECISE:CAMHB_Azt:1,-9.7018576265,-0.114805534
Paeru_PRECISE:CAMHB_Azt:2,-11.7013345461,-0.06889740400000001
Paeru_PRECISE:CAMHB_Pip:1,0.24487367570000002,0.6185429920000001
Paeru_PRECISE:CAMHB_Pip:2,0.2362747417,0.63862858
Paeru_PRECISE:CAMHB_Ceft:1,0.3008354184,0.258959608
Paeru_PRECISE:CAMHB_Ceft:2,-0.0493190113,0.162711623
Paeru_PRECISE:CAMHB_Ceft:3,0.3663623847,0.35456292500000003
Paeru_PRECISE:CAMHB_Ceft:4,0.201160689,0.44332388800000005
Paeru_PRECISE:M9glucAA_Ceft:1,2.8186286352,-0.523761754
Paeru_PRECISE:M9glucAA_Ceft:2,1.6698248607,-0.7110907780000001
Paeru_PRECISE:M9glucAA_Gent:1,-1.2197284314,0.7999750910000001
Paeru_PRECISE:M9glucAA_Gent:2,-0.840659326,0.800817623
Paeru_PRECISE:M9glucAA_Pip:1,-3.5959094518,0.759973974
Paeru_PRECISE:M9glucAA_Pip:2,-1.8210169579,0.39147395700000004
Paeru_PRECISE:M9glucAA_Azt:1,-16.0924426809,-1.232006746
Paeru_PRECISE:M9glucAA_Azt:2,-17.3746859443,-1.178591231
Paeru_PRECISE:CAMHB_Mero:1,-0.9679538541,0.604823216
Paeru_PRECISE:CAMHB_Mero:2,-0.1295028019,0.680794384
Paeru_PRECISE:CAMHB_Tet:1,-12.3915933489,-0.033240471
Paeru_PRECISE:CAMHB_Tet:2,-13.4151711286,0.116983581
Paeru_PRECISE:R10LB_Gent:1,6.4956725198,0.308069743
Paeru_PRECISE:R10LB_Ceft:1,6.3323398159,-0.313105791
Paeru_PRECISE:R10LB_Ceft:2,5.0663189526,-0.225820034
Paeru_PRECISE:CAMHB_Biofilm:1,-9.583934425,-0.6375790880000001
Paeru_PRECISE:CAMHB_Biofilm:2,-7.4948433543,-0.27663192600000003
Paeru_PRECISE:M9glucAA_Biofilm:1,-6.4210440722,-0.886384453
Paeru_PRECISE:M9glucAA_Biofilm:2,-6.9483075007,-1.040273375
Paeru_PRECISE:R10LB_Gent:2,6.2042693544,0.268098063
Paeru_PRECISE:R10LB_Pip:1,4.7875572071,0.072218248
Paeru_PRECISE:R10LB_Pip:2,3.8736099742,-0.158439459
Paeru_PRECISE:R10LB_Mec:1,2.8758380539,0.074176112
Paeru_PRECISE:R10LB_Mec:2,3.1847634747,0.029860886000000003
Paeru_PRECISE:CAMHB_Azt:3,-6.214713915,-0.471422522
Paeru_PRECISE:CAMHB_Azt:4,-3.7511075103,-0.445843368
Paeru_PRECISE:CAMHB_Biofilm:3,-4.4015498913,-0.039089645
Paeru_PRECISE:CAMHB_Biofilm:4,-7.1799075737999996,-0.15427695600000002
Paeru_PRECISE:M9glucAA_Biofilm:3,-8.0779410699,-0.33050132200000004
Paeru_PRECISE:M9glucAA_Biofilm:4,-10.441509322,-0.552601036
Paeru_PRECISE:R10LB_Mero:1,7.6584964714,0.084046642
Paeru_PRECISE:R10LB_Mero:2,7.2882365671,0.19359308900000002
Paeru_PRECISE:LB_Cam:1,-18.2661172482,-1.298190871
Paeru_PRECISE:LB_Cam:2,-17.2759069002,-1.180565966
Paeru_PRECISE:CAMHB_Ceft:5,-0.6610542553000001,0.340689006
Paeru_PRECISE:CAMHB_Cip:1,-2.8568201544000003,0.53231207
Paeru_PRECISE:CAMHB_Cip:2,-2.6782144704,0.6371499540000001
ampC_mutation:PA_Cef_taz_wt:1,5.0234690746,0.059238441
ampC_mutation:PA_mutS_Cef_taz:1,1.2970659541,-0.199853351
ampC_mutation:PA_mutS:1,-3.7672194319,0.173844948
ampC_mutation:PA_mutS:2,-2.8082705108,1.268177926
ampC_mutation:PA_mutS:3,0.1792136541,0.50618796
ampC_mutation:PA_Cef_taz_wt:2,-5.0234690746,-0.059238441
ampC_mutation:PA_mutS_Cef_taz:2,-3.2134384904,0.047901546
ampC_mutation:PA_mutS:4,1.8174085942,-0.06701009000000001
ampC_mutation:PA_mutS:5,-2.0288081515,1.139118276
ampC_mutation:PA_mutS:6,2.5791699472,0.048497706
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,0.2238260931,-0.784081421
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,0.2506979956,-0.5846364230000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,8.3215965371,-0.13701759300000002
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,5.7773922525,-0.04947361
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,7.2514188143,-0.27507401
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,6.7634348385,-0.674194238
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,0.40170805660000003,0.004256906
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,-0.40170805660000003,-0.004256906
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,2.4107499721,0.172473592
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,5.8938632776,0.148485699
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,18.1150909114,0.648535217
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,18.5587513625,0.45982695300000004
cysB_mutant:PAO1HH_wt:1,0.8231320574000001,0.009133437000000001
cysB_mutant:PAO1HH_wt:2,-0.8231320574000001,-0.009133437000000001
cysB_mutant:cysBHH:1,7.1749167889,0.063121508
cysB_mutant:cysBHH:2,6.4380541421,0.20062348500000002
cysB_mutant:cysBHH:3,9.8604447444,-0.280043973
ersA_knockout:delersA:1,-8.7335801431,0.5666787360000001
ersA_knockout:delersA:2,-11.553772199,0.44229867100000003
ersA_knockout:wt_BHI:1,-0.2616746596,-0.186933171
ersA_knockout:wt_BHI:2,0.2616746596,0.186933171
gcsR_mutant:PAO1_rep_wt:1,0.0661744754,0.014226018000000002
gcsR_mutant:PAO1_rep_wt:2,-0.0661744754,-0.014226018000000002
gcsR_mutant:GcsR_rep:1,0.2515736675,0.032598254
gcsR_mutant:GcsR_rep:2,0.6945317541,0.020886373
mexZ_knockout:del_mexZ:1,2.731545956,0.069743386
mexZ_knockout:del_mexZ:2,1.2643247842,-0.092401493
