,A,Rv3095
ITM_04:24h_clinic_DMSO:2,-1.2941307023,-0.2632309158
ITM_04:24h_clinic_DMSO:3,-1.5061046556000002,-0.1796992942
ITM_04:24h_h37rv_delam:1,-4.0670893182,-0.9978770469
ITM_04:24h_h37rv_delam:2,-3.9033767055,-0.9799485828000001
ITM_04:24h_h37rv_delam:3,-4.1076800337,-1.0262259247
ITM_04:24h_h37rv_DMSO:1,-2.9662098845,-0.70234428
ITM_04:24h_h37rv_DMSO:2,-3.2403781596,-0.7829349927
JSF:DMSO:1,-0.2677064921,-0.046901671000000006
JSF:DMSO:2,-0.0969748514,-0.0406823311
JSF:DMSO:3,0.36123412450000003,0.1412426859
JSF:DMSO:4,0.003447219,-0.0536586837
JSF:JSF_2019:1,2.4245690487,-0.1637753214
JSF:JSF_2019:2,2.7414082418,0.0292491707
JSF:JSF_2019:3,2.6064445457,-0.19433997800000002
JSF:JSF_2019:4,1.8699540978,-0.1972113238
JSF:JSF_2026:1,-0.3924288158,-0.39820634380000003
JSF:JSF_2026:2,0.3946425436,0.0511658284
JSF:JSF_2026:3,-0.21039836250000002,-0.06791102410000001
JSF:JSF_2026:4,-0.1967393909,-0.24428135420000002
MTS1338:over_expression:1,-0.06673332300000001,-0.047247639800000005
MTS1338:over_expression:2,0.06673332300000001,0.047247639800000005
PAS:control:1,0.0342720929,0.19583474780000001
PAS:control:2,-0.5235986765,-0.2621822607
PAS:control:3,0.48932658360000003,0.0663475129
PAS:treated:1,3.1628634566000002,1.1875363512
PAS:treated:2,2.5225435417,1.2176430042
PAS:treated:3,3.6828870367,1.2252962707
THP-1:24h_THP_B_enriched:1,-0.6640279520000001,-0.40662039590000004
THP-1:24h_THP_B_enriched:2,0.6640279520000001,0.40662039590000004
aminoimidazoles:02h_treated:1,-1.8934269491,-0.6011195657
aminoimidazoles:02h_treated:2,-1.7929114444,-0.6183759651
aminoimidazoles:24h_treated:1,0.6328659489,0.2972647187
aminoimidazoles:24h_treated:2,0.8592334425,0.3010529005
aminoimidazoles:untreated:1,-0.0094524864,0.1044834229
aminoimidazoles:untreated:2,0.0138016104,-0.1450037065
aminoimidazoles:untreated:3,-0.0043491241,0.0405202836
antibiotic:ctrl_24h:1,-0.20768940160000002,-0.0492581057
antibiotic:ctrl_24h:2,0.0103080943,0.31485087900000003
antibiotic:ctrl_24h:3,-0.2550161399,0.0732855292
antibiotic:ctrl_4h:1,0.0879639317,-0.0048255736
antibiotic:ctrl_4h:2,-0.0274020429,-0.1541104647
antibiotic:ctrl_4h:3,-0.060561888800000005,0.1589360383
antibiotic:izd_4h:1,0.0405049242,0.6491710886000001
antibiotic:izd_4h:2,-0.6391531178000001,0.5746901473
base:wt_glu_24:1,-10.4385752342,-2.1811737244
base:wt_glu_24:2,-10.483125713,-2.1068526151
base:wt_glu_24:3,-12.0394807975,-2.7769132637
base:wt_glu_6:1,0.5523173146,0.5153821158
base:wt_glu_6:2,-0.6134570286000001,-0.3797722571
base:wt_glu_6:3,0.061139714000000005,-0.1356098588
base:wt_llac_24:1,-5.0441163112,-1.1729036459
base:wt_llac_24:2,-5.8010077261,-1.6847039171
base:wt_llac_24:3,-7.8858295187,-2.1402580745
base:wt_llac_6:1,-3.4726375047999998,-0.6077050849
base:wt_llac_6:2,-4.4815487973,-1.6231625549
base:wt_llac_6:3,-4.2459699683,-1.5705697969
base:wt_pyr_24:1,-10.3938243621,-2.6510183805
base:wt_pyr_24:2,-12.0196546282,-3.6242220691
base:wt_pyr_24:3,-11.219392065,-3.1681005467
base:wt_pyr_6:1,-3.8455025067,-1.4778683503
base:wt_pyr_6:2,-2.3771348959,-0.5761138072
base:wt_pyr_6:3,-3.0253090482,-1.1570896048
biofilm:biofilm:1,1.9716145292,1.146892749
biofilm:biofilm:2,1.905937347,1.0346446932
biofilm:planktonic:1,-0.0619708636,-0.0530185236
biofilm:planktonic:2,0.0619708636,0.0530185236
btz043:0_days_.006:1,-0.15485340690000002,-0.022875583
btz043:0_days_.006:2,-0.932149157,-0.1629037256
btz043:0_days_.006:3,-0.5689016288000001,-0.0242874849
btz043:0_days_control:1,0.0367387452,0.0113668918
btz043:0_days_control:2,0.032314632600000004,-0.0428073569
btz043:0_days_control:3,-0.0690533778,0.0314404651
btz043:1_days_.006:1,3.1824261858,0.4550301409
btz043:1_days_.006:2,3.6029517764,0.4206683584
btz043:1_days_.006:3,3.4847691869,0.4582877615
btz043:1_days_.006:4,2.4568160676,0.5317149409
btz043:1_days_control:1,3.1978619654,0.34894971480000003
btz043:1_days_control:2,3.2707792302,0.1996674182
btz043:1_days_control:3,3.2971742215,0.30422087270000003
btz043:1_days_control:4,3.5213050485,0.29725734870000003
clarithromycin:1_days_control:1,0.1227806208,-0.2335469201
clarithromycin:1_days_control:2,0.0553974693,0.025444673
clarithromycin:1_days_control:3,-0.17817809010000002,0.2081022471
cnpB:del:1,0.8367891714,-0.1266359152
cnpB:del:2,1.2785648778,-0.2665354045
cnpB:del:3,3.3235799301,0.8569805243
cnpB:wt:1,-1.5566998651000001,-0.4884827024
cnpB:wt:2,-0.2936377227,0.20361951250000002
cnpB:wt:3,1.8503375878,0.28486319
csoR:ko:1,2.4074576889,0.32529370760000004
csoR:ko:2,0.4631349925,-0.3568078289
csoR:wt:1,-0.681118542,-0.3232570958
csoR:wt:2,0.681118542,0.3232570958
dap:0_days_25:1,-1.0873450918,-0.24874738230000001
dap:0_days_25:2,-0.8141797781000001,-0.244548922
dap:0_days_25:3,-1.1302572928,-0.385139335
dap:0_days_25:4,-0.8705963225000001,-0.33077970570000004
dap:0_days_control:1,-0.10090598960000001,0.0235348053
dap:0_days_control:2,0.07996252420000001,-0.0839244099
dap:0_days_control:3,0.0559919807,0.1444031242
dap:0_days_control:4,-0.0350485152,-0.0840135196
dap:1_days_25:1,-5.1756391805,-2.1310169024
dap:1_days_25:2,-5.2280503035,-2.0976654167
dap:1_days_25:3,-5.2298720823,-2.1096996803
dap:1_days_25:4,-4.9454058337,-2.186740439
dap:1_days_control:1,-4.9913863196,-2.2232009336
dap:1_days_control:2,-5.283380322,-2.1354905591
dap:1_days_control:3,-5.2213836839,-2.1123786385
dap:1_days_control:4,-4.9400101086,-2.1915731771
degradosome:mutant_rnj:1,0.4839330008,0.2655006452
degradosome:mutant_rnj:2,-0.6988082524,-0.438631833
degradosome:mutant_rnj:3,-3.0066374911,-0.7397062430000001
degradosome:PNPase_ko:1,-4.088840387,0.5353781527
degradosome:PNPase_ko:2,-3.9261926208,0.7998004043
degradosome:PNPase_ko:3,-3.8405348399,0.595511458
degradosome:Rnase_E_ko:1,-10.7680049687,-2.9762363167
degradosome:Rnase_E_ko:2,-11.0848173552,-2.9086691506999998
degradosome:Rnase_E_ko:3,-10.6083984403,-3.4448313991
degradosome:wt_cas9_ctrl:1,-10.8718712703,-1.8921453541000002
degradosome:wt_cas9_ctrl:2,-10.1294219962,-1.6416055622
degradosome:wt_cas9_ctrl:3,-9.709178959900001,-1.9125272334
degradosome:wt_expn:1,0.4078789863,0.0652216969
degradosome:wt_expn:2,0.22997580620000002,0.0575815581
degradosome:wt_expn:3,-0.6378547925,-0.12280325510000001
delam:0_days_.09:1,0.1021618281,-0.0903499383
delam:0_days_.09:2,-0.2664500335,-0.023428723800000002
delam:0_days_.09:3,-0.3180456002,-0.0057903398000000005
delam:0_days_.09:4,-0.10857416730000001,-0.0929855153
delam:0_days_control:1,-0.1393091886,0.054564960100000004
delam:0_days_control:2,0.40063107880000004,-0.028898739200000002
delam:0_days_control:3,-0.3058110966,-0.018832183000000002
delam:0_days_control:4,0.0444892064,-0.0068340379
delam:1_days_.09:1,-4.4852613192,-1.1087506143
delam:1_days_.09:2,-3.8706127521,-1.0835940012
delam:1_days_.09:3,-3.9114171186,-0.9017633811
delam:1_days_.09:4,-3.8599821311999998,-1.0000212547
delam:1_days_control:1,-3.1329332207,-0.8895273152000001
delam:1_days_control:2,-3.9018020598,-0.8060473097
delam:1_days_control:3,-3.3398459946,-0.9237968440000001
delam:1_days_control:4,-4.3489797864,-1.3758027819
dg_inh:both:1,2.1224349169,0.6450550791
dg_inh:both:2,1.4346117744,0.7197489069
dg_inh:both:3,1.3901848783,0.6860889898
dg_inh:dg:1,0.7255157336,0.0848490588
dg_inh:dg:2,1.0470013893,0.32940796580000004
dg_inh:dg:3,0.7172719799,0.22206865250000002
dg_inh:DMSO:1,-0.12021109910000001,-0.0461745847
dg_inh:DMSO:2,0.3253525741,0.0502678744
dg_inh:DMSO:3,-0.20514147500000002,-0.0040932897
dg_inh:inh:1,1.5073017029,0.3076941915
dg_inh:inh:2,1.1634563542,0.36556191060000004
dg_inh:inh:3,1.6590436159,0.4575405307
dormancy:dormant_20d_rifampicin:1,3.667255618,0.41367733560000003
dormancy:dormant_20d_rifampicin:2,2.9630541473000003,0.4429822861
dormancy:dormant_20d_rifampicin:3,3.1202834222,0.3960515691
dormancy:dormant_no_treatment:1,0.1911833762,0.16292303400000002
dormancy:dormant_no_treatment:2,-0.0444509884,-0.044217749
dormancy:dormant_no_treatment:3,-0.1467323878,-0.11870528500000001
eccE1:control:1,-0.1740675113,0.0748702992
eccE1:control:2,0.1740675113,-0.0748702992
eccE1:delta_eccE1:1,0.11617117930000001,0.1648021939
eccE1:delta_eccE1:2,0.5341242743,0.2038841421
eccE1:delta_eccE1_eccE1_HA_comp:1,-0.038316383100000004,0.4614581236
eccE1:delta_eccE1_eccE1_HA_comp:2,-0.0165133115,0.3818940532
eccE1:delta_eccE1_empty_vector:1,0.19122394550000002,0.1644559119
eccE1:delta_eccE1_empty_vector:2,-0.0214658887,0.2776393266
eccE1:delta_eccE1_myc_p1_HA_comp:1,0.24694623910000002,0.0791939564
eccE1:delta_eccE1_myc_p1_HA_comp:2,0.2510359756,0.2143728648
eccE1:delta_eccE1_mycP1_eccE1_comp:1,0.4675475962,0.1117132842
eccE1:delta_eccE1_mycP1_eccE1_comp:2,0.16566794640000002,0.33019654
emb:0_days_2.45:1,-0.4397401246,0.3081888719
emb:0_days_2.45:2,0.4550722741,0.2929886283
emb:0_days_2.45:3,-0.2197196827,0.4599475274
emb:0_days_2.45:4,0.9518691913,0.6514984256
emb:0_days_control:1,-0.1051906831,-0.3065197528
emb:0_days_control:2,0.0479236221,0.24578508810000002
emb:0_days_control:3,-0.060879806200000004,-0.025196521700000002
emb:0_days_control:4,0.1181468673,0.0859311865
emb:1_days_2.45:1,3.4626899407,0.1165421189
emb:1_days_2.45:2,3.2483438318,0.2217082614
emb:1_days_2.45:3,3.1957883886,0.12353577460000001
emb:1_days_2.45:4,3.5652691818999998,0.1204870599
emb:1_days_control:1,3.4721528213,0.16399317730000001
emb:1_days_control:2,3.8094367509,0.1528776507
emb:1_days_control:3,3.941068838,0.06685700900000001
emb:1_days_control:4,3.5116768711,0.386411485
espL:ko:1,-0.2466312361,-0.1269537854
espL:ko:2,0.1759726184,0.0005176633
espL:wt:1,-0.3059869657,-0.0056967237000000006
espL:wt:2,0.3059869657,0.0056967237000000006
esx_1:ko:1,-0.3636063873,-0.5953054012
esx_1:ko:2,-0.4588410445,0.0814375955
esx_1:wt:1,-0.0601073525,-0.10901930900000001
esx_1:wt:2,-0.06331257850000001,0.0786190854
esx_1:wt:3,0.12341993100000001,0.0304002236
genotoxic:control:1,-0.15042507030000002,-0.1167572858
genotoxic:control:2,0.15042507030000002,0.1167572858
genotoxic:growth_supplement:1,0.2071271326,-0.19460549570000002
genotoxic:growth_supplement:2,0.0319356441,0.1242083927
growth:tss_expnt:1,2.2307150382,2.4495705093
growth:tss_expnt:2,1.6755727215,2.4239376297
growth:tss_expnt:3,1.5391492701,2.8256384535
growth:tss_starved:1,0.5845176727,2.520831781
growth:tss_starved:2,-0.0776945722,2.5613087237
growth:tss_starved:3,0.3522567811,2.7202137042
growth:wt_expn:1,-0.5690591846,-0.0455595757
growth:wt_expn:2,0.40538972,0.0628296862
growth:wt_expn:3,0.1636694646,-0.0172701105
hs2:treated:1,-1.6202171697,-0.08008275270000001
hs2:treated:2,-1.6881847581,-0.1833514712
hs2:treated:3,-1.2076758174,-0.1940148025
hs2:untreated:1,-0.0768581047,-0.0340522356
hs2:untreated:2,0.1790763205,-0.1432472139
hs2:untreated:3,-0.1022182158,0.1772994495
hypoxia:000h_.81_DO:1,-0.1242699513,-0.03209431
hypoxia:000h_.81_DO:2,0.2151872953,0.17073508010000002
hypoxia:000h_.81_DO:3,-0.09091734400000001,-0.1386407702
hypoxia:017h_.57_DO:1,0.13235595190000002,0.1957341806
hypoxia:017h_.57_DO:2,-0.8489916104,0.0621609674
hypoxia:017h_.57_DO:3,0.6023518688,0.5658779005
hypoxia:023h_.42_DO:1,-0.2979824123,0.13699901450000002
hypoxia:023h_.42_DO:2,0.4984813657,0.31109806500000003
hypoxia:040h_.11_DO:1,0.0519380669,0.4587524464
hypoxia:040h_.11_DO:2,-1.2303820817,-0.1250242323
hypoxia:041h_.09_DO:1,-0.9289948530000001,0.0668626524
hypoxia:041h_.09_DO:2,-0.1697672714,0.0210253628
hypoxia:041h_.09_DO:3,-0.2714009088,0.1202214145
hypoxia:042h_.07_DO:1,0.1061116029,-0.08878067390000001
hypoxia:042h_.07_DO:2,0.5207143240000001,0.3009704727
hypoxia:043h_.06_DO:1,0.2068388931,-0.059970439300000004
hypoxia:043h_.06_DO:2,1.2104031636,0.0596557017
hypoxia:043h_.06_DO:3,-0.0170503656,-0.0402864822
hypoxia:044h_.04_DO:1,0.4529873212,-0.0319723239
hypoxia:044h_.04_DO:2,-0.18063727970000001,-0.1906409541
hypoxia:044h_.04_DO:3,1.2592148486,0.2654802312
hypoxia:047h_0_DO:1,0.1971820736,0.08425876
hypoxia:047h_0_DO:2,-2.2016991542,-0.6215816393
hypoxia:047h_0_DO:3,-1.070798196,-0.5033059378
hypoxia:049h_0_DO:1,-3.199206604,-1.4180535904
hypoxia:049h_0_DO:2,-3.1524456365,-0.8065691389
hypoxia:049h_0_DO:3,-3.2620455772,-1.7943755621
hypoxia:050h_0_DO:1,-3.8674138561999998,-2.3349902904
hypoxia:050h_0_DO:2,-4.7974383818,-1.3172328042
hypoxia:050h_0_DO:3,-3.7892018731,-1.5369928837
hypoxia:052h_0_DO:1,-6.1240117633,-2.5039109346
hypoxia:052h_0_DO:2,-5.8009815428,-1.6081301813
hypoxia:052h_0_DO:3,-4.9689558531,-1.6460166866
hypoxia:054h_0_DO:1,-3.8200500622,-1.5139334383
hypoxia:054h_0_DO:2,-5.2020591733,-1.6027811625
hypoxia:054h_0_DO:3,-4.5864409576,-1.5657326852
hypoxia:054h_0_DO:4,-4.9954711283,-1.3413595858
hypoxia:054h_0_DO:5,-5.4480770153,-2.2506180337
hypoxia:070h_0_DO:1,-5.7264565076,-2.3770631077
hypoxia:070h_0_DO:2,-5.8233909948,-2.1065520591
hypoxia:088h_0_DO:1,-5.5325887142,-2.3835285888
hypoxia:088h_0_DO:2,-5.6664235589,-2.2637714521
hypoxia:114.5h_.04_DO:1,-5.8273846604,-2.0304185106
hypoxia:114.5h_.04_DO:2,-5.1953634884,-1.9602771775
hypoxia:114.5h_.04_DO:3,-5.5449542926,-2.0196173469
hypoxia:115h_.06_DO:1,-4.8859870751,-1.8357285821
hypoxia:115h_.06_DO:2,-5.5429070074,-2.0584933035
hypoxia:115h_.06_DO:3,-5.0700885824,-1.6535451364
hypoxia:116h_.11_DO:1,-4.810751681,-1.8147944260000002
hypoxia:116h_.11_DO:2,-4.4123543143,-1.8168158302
hypoxia:116h_.11_DO:3,-4.725366884,-1.8558777324
hypoxia:120h_.47_DO:1,-4.040988171,-1.1513673204
hypoxia:120h_.47_DO:2,-4.4472018367,-1.2408730698000001
hypoxia:120h_.47_DO:3,-4.8011999826,-1.4630039566000002
kinase:DMSO_0h_F:1,-3.5140998862,-1.4335460146
kinase:DMSO_0h_F:2,-3.3724024294,-1.3353738498
kinase:DMSO_0h_F:3,-4.3296377821,-1.6991965895
kinase:DMSO_0h_H:1,1.0227996444,-0.039284324600000003
kinase:DMSO_0h_H:2,1.4166832354,0.3075674728
kinase:DMSO_0h_H:3,0.9673238648,0.28628694800000004
kinase:DMSO_0h_H:4,0.9841819669,0.23337842690000002
kinase:DMSO_0h_H:5,1.0874343063,0.0831853895
kinase:DMSO_0h_H:6,1.0735057258,0.2178601578
kinase:DMSO_0h_I:1,-0.045386769,-0.2216528832
kinase:DMSO_0h_I:2,-0.0494333464,0.046729629700000004
kinase:DMSO_0h_I:3,-0.1394513091,0.0058817665
kinase:DMSO_0h_I:4,0.0965967199,0.028316259200000003
kinase:DMSO_0h_I:5,-0.4159134685,0.0856318309
kinase:DMSO_0h_I:6,0.5535881731,0.0550933969
kinase:pknD_T10_48h:1,-1.6681707919000002,-0.5119371709
kinase:pknD_T10_48h:2,-1.4383259961000001,-0.5632919047
kinase:pknD_T10_48h:3,-1.9839112486000001,-0.7386509674
kinase:pknL_T10_48h:1,-1.4837516848,-0.3453185367
kinase:pknL_T10_48h:2,-1.5288749609,-0.4691439928
kinase:pknL_T10_48h:3,-1.6352398647,-0.4351697283
kinase:pknL_T4_48h:1,-3.0239603,-0.6911531738000001
kinase:pknL_T4_48h:2,-2.3368740192,-0.5877762858000001
kinase:pknL_T4_48h:3,-2.7166443401,-0.5050597478000001
kinase:T10_12h_F:1,-4.4452462293,-2.1190685447
kinase:T10_12h_F:2,-4.8125905784,-1.9542711799
kinase:T10_12h_F:3,-4.2968639562,-1.9068327948000001
kinase:T10_12h_H:1,-7.0341710743,-2.3446203952999998
kinase:T10_12h_H:2,-7.8786197984,-2.653148022
kinase:T10_12h_H:3,-7.8799898227,-2.6698758259
kinase:T10_12h_I:1,-2.7645793668,-0.4581418034
kinase:T10_12h_I:2,-1.0307742959,-0.3100498129
kinase:T10_24h_F:1,-3.7548181187000003,-1.8626313186
kinase:T10_24h_F:2,-3.561398515,-1.7672106906
kinase:T10_24h_F:3,-3.6806209293,-1.8549504630000002
kinase:T10_24h_H:1,-4.4400584613,-1.5631722671000001
kinase:T10_24h_H:2,-5.5022329221,-1.9969937027
kinase:T10_24h_H:3,-7.1115252031,-2.3167951709
kinase:T10_24h_I:1,-1.0956977387,-0.4158585812
kinase:T10_24h_I:2,-1.0711463279,-0.41938224290000004
kinase:T10_48h_F:1,-3.9957196221,-2.0403405354
kinase:T10_48h_F:2,-4.693619494,-2.09750272
kinase:T10_48h_F:3,-3.9924149669,-1.9087947749
kinase:T10_48h_H:1,-5.2599699179,-1.9454651566
kinase:T10_48h_H:2,-6.2890954757,-2.1698920743
kinase:T10_48h_H:3,-6.5594284009,-2.292947232
kinase:T10_48h_I:1,-0.9232942118,-0.5345102029000001
kinase:T10_48h_I:2,-1.0441048253,-0.4478435047
kinase:T10_48h_I:3,-0.8608891507,-0.4624419367
kinase:T4 _48h_H:1,-3.5686633317,-1.3085518409999999
kinase:T4 _48h_H:2,-3.8185381889,-1.6494367823
kinase:T4 _48h_H:3,-4.650396263,-1.7357094750000002
kinase:T4 20 _12h_I:1,-1.1646802541,-0.1527347043
kinase:T4 20 _12h_I:2,-1.429121409,-0.23630170550000001
kinase:T4 20 _12h_I:3,-1.2985876984,-0.14812244700000002
kinase:T4_12h_F:1,-5.0092927445,-1.9185830069
kinase:T4_12h_F:2,-4.8155331619,-1.9238179560000002
kinase:T4_12h_F:3,-4.811638109,-1.8901781874
kinase:T4_12h_H:1,-6.7581129751999995,-1.9495755497
kinase:T4_12h_H:2,-6.6809039872,-1.9436838422
kinase:T4_12h_H:3,-5.9260143848,-1.8494952276
kinase:T4_24h_F:1,-3.8350464002,-1.5010099314
kinase:T4_24h_F:2,-3.9455170731,-1.4442278026
kinase:T4_24h_F:3,-3.8042101001,-1.7199728104
kinase:T4_24h_H:1,-3.9713557427,-1.2283256012
kinase:T4_24h_H:2,-4.8696834323000004,-1.5293741119000002
kinase:T4_24h_H:3,-3.4518450292000002,-1.2390983905
kinase:T4_24h_I:1,-1.2434494992,0.0003453791
kinase:T4_24h_I:2,-1.5066310572,-0.1276186822
kinase:T4_48h_F:1,-3.0969035859,-1.7063656973999999
kinase:T4_48h_F:2,-3.4208845565,-1.8062794676
kinase:T4_48h_F:3,-3.310921932,-1.699272362
kinase:T4_48h_I:1,-2.0956852791,-0.414583083
kinase:T4_48h_I:2,-1.626921055,-0.3543146943
kinase:T4_48h_I:3,-1.5495207842,-0.1382657041
kinase:WT_T10_48h:1,-6.1221863337,-2.1392941004
kinase:WT_T10_48h:2,-2.7842343992,-0.5607009934
kinase:WT_T10_48h:3,-2.8766172852,-0.48600263190000004
kinase:WT_T10_48h:4,-4.8902158444,-1.7791296006000001
kinase:WT_T10_48h:5,-4.1965427038,-1.3360928069
kinase:WT_T4_48h:1,-4.0586742713,-1.4128691176000001
kinase:WT_T4_48h:2,-3.1280956425,-1.0966300512
kinase:WT_T4_48h:3,-3.0394802422,-0.9765119710000001
levofloxacin:control:1,-0.5195594992,-0.26217763450000003
levofloxacin:control:2,0.035018504,0.19583670790000002
levofloxacin:control:3,0.4845409953,0.0663409267
levofloxacin:treated:1,2.3936171332000002,1.249711212
levofloxacin:treated:2,3.7909250998,1.5348161425
levofloxacin:treated:3,3.4877944586,1.5559143494
linez:0_days_4:1,1.1878949502,-0.6509945718
linez:0_days_4:2,1.2907264036,-0.3645261674
linez:0_days_4:3,0.7887249622,-0.5515415138
linez:0_days_4:4,1.2297226585,-0.6589692239
linez:0_days_control:1,0.24473407590000001,0.1246069276
linez:0_days_control:2,-0.2670308939,-0.2538837127
linez:0_days_control:3,0.1318904129,0.16814517410000002
linez:0_days_control:4,-0.109593595,-0.0388683889
linez:1_days_4:1,4.0839207141,1.3974562957
linez:1_days_4:2,3.8874276184000003,1.1416961562
linez:1_days_4:3,4.3048002757,1.2129289129
linez:1_days_4:4,4.2516826301,1.2266493356
linez:1_days_control:1,1.1185507512,0.037964058
linez:1_days_control:2,1.3851586003,0.0730111073
linez:1_days_control:3,1.3362012111000001,0.26272050210000003
lipid:dextrose_exp:1,0.17810928410000001,0.11874158850000001
lipid:dextrose_exp:2,-0.17810928410000001,-0.11874158850000001
lipid:dextrose_hypo:1,9.1959662536,1.6829474699
lipid:dextrose_hypo:2,9.2593069541,1.7992264581000001
lipid:dextrose_stat:1,10.2326647847,3.487526206
lipid:dextrose_stat:2,10.3350456465,3.4470857516
lipid:lipid_exp:1,2.7169266274,-1.4255675699
lipid:lipid_exp:2,2.0087419203,-1.4084151959
lipid:lipid_stat:1,9.1966729945,1.8045958255
lipid:lipid_stat:2,8.4855088328,1.6147765933
mcr11:mcr11_mutant:1,-1.6699264426,-0.4003795196
mcr11:mcr11_mutant:2,-0.4753736087,0.0125227392
mcr11:mcr11_mutant:3,0.6197416513,0.1132118086
mcr11:wt:1,0.2028187645,0.1594885862
mcr11:wt:2,-0.7597626597,-0.1868288264
mcr11:wt:3,0.5569438952,0.027340240300000002
miceAV_macro:24h_control:1,0.46733173600000005,0.0270223326
miceAV_macro:24h_control:2,-0.0245826734,-0.0194458971
miceAV_macro:24h_control:3,-0.4427490626,-0.0075764355
miceBMDM:inf02:1,-4.0090990277,-3.2619414898
miceBMDM:inf02:2,-1.3481546020000001,-1.39127655
miceBMDM:inf02:3,-4.3779592906,-3.2098233072
miceBMDM:inf24:1,-3.2011576817,-2.3618407165
miceBMDM:inf24:2,-3.1472559636,-2.4836803958
miceBMDM:inf24:3,-2.6796993924,-2.063100362
miceBMDM:inf08:1,-5.6666082117,-3.6996939611
miceBMDM:inf08:2,-5.2191260155,-3.4402953391
miceBMDM:inf08:3,-5.4869305522000005,-3.6218231368
miceBMDM:no_inf02:1,-0.2388453223,0.1342074751
miceBMDM:no_inf02:2,0.212615835,-0.1069771788
miceBMDM:no_inf02:3,0.0262294873,-0.0272302963
miceBMDM:no_inf24:1,0.9256138573,0.0033200205
miceBMDM:no_inf24:2,0.5231635678000001,0.0152432816
miceBMDM:no_inf24:3,1.4348404836,0.0498596871
miceBMDM:no_inf08:1,2.1332068935,0.1811498722
miceBMDM:no_inf08:2,2.2006605282,0.23715075230000002
miceBMDM:no_inf08:3,1.9843473415,0.34874548790000004
miceNF:control:1,-0.5310967644,-0.1708816474
miceNF:control:2,0.5310967644,0.1708816474
miceNF:invivo:1,-2.412272883,-0.0822422144
miceNF:invivo:2,-3.1431330762,-0.7923607321
miceNF:invivo:3,-2.5192012796,-0.4401380173
mihF:mihF_mutant_atc:1,4.5631240495,0.40721046120000004
mihF:mihF_mutant_atc:2,2.2405286315,0.2526139234
mihF:mihF_mutant_no_atc:1,-8.9412754089,-1.3139659437
mihF:mihF_mutant_no_atc:2,-3.5581292533,-0.8946627387
mihF:wt_atc:1,-0.2250158763,-0.33969136450000004
mihF:wt_atc:2,-5.3894681993999995,-0.8394964604
mihF:wt_no_atc:1,-1.2313545916,0.2180656146
mihF:wt_no_atc:2,1.2313545916,-0.2180656146
mmpl3:mutant_no_ATC:1,0.3739722132,0.0936113782
mmpl3:mutant_no_ATC:2,-0.3739722132,-0.0936113782
mmpl3:mutant_with_ATC:1,-0.058840296300000004,-0.06532022030000001
mmpl3:mutant_with_ATC:2,-0.052326374700000004,-0.1654911688
mrsI:ko_iron_atc:1,1.6444947064000002,-0.2744849018
mrsI:ko_iron_atc:2,1.6353185834000001,-0.5340129102
mrsI:ko_iron_no_atc:1,3.6930229795000002,2.2456685043
mrsI:ko_iron_no_atc:2,2.9151988914,2.0372523743
mrsI:ko_ox_atc:1,3.5462734479,2.4309940324
