,BSU_misc_RNA_25
C30_2,15.1837
C90_1,15.2681
C90_2,15.124
SMM_1,14.5643
SMM_2,14.6659
SMM_3,14.7166
Salt_1,13.6847
Salt_2,13.6426
Salt_3,13.6412
M+G_1,14.3268
M+G_2,14.3932
M+G_3,14.6277
Glu_1,15.179
Glu_2,15.0512
Glu_3,15.0638
Fru_1,15.1622
Fru_2,15.0688
Fru_3,14.3614
Mal_1,13.6755
Mal_2,14.3009
Mal_3,14.2943
G+S_2,14.8178
G+S_3,15.1017
Pyr_1,14.3873
Pyr_2,15.1022
Pyr_3,14.8282
Gly_1,13.5188
Gly_2,14.2541
Gly_3,12.6273
Glucon_1,14.3362
Glucon_2,14.8441
Glucon_3,14.2609
BI_1,14.9757
BI_2,14.8247
BC_2,14.8623
BC/t_1,15.296
BC/t_2,15.3762
BC_1,14.6959
Sw_1,15.2754
Sw_2,15.232
BMM_1,14.7477
BMM_2,14.519
BMM_3,14.3771
Heat_1,14.8864
Heat_2,14.6183
Heat_3,14.1261
Cold_1,14.4163
Cold_2,13.648
Cold_3,12.6184
Etha_1,12.8864
Etha_2,12.2102
Etha_3,12.824000000000002
SMMPr_1,14.4643
SMMPr_2,14.3966
SMMPr_3,14.6385
HiTm_1,14.4702
HiTm_2,14.6277
HiTm_3,15.0905
LoTm_1,15.13
LoTm_2,15.2482
LoTm_3,14.8745
HiOs_1,15.0292
HiOs_2,14.9615
HiOs_3,15.0503
Oxctl_1,14.2967
Oxctl_2,14.617
Oxctl_3,15.2594
Diami_1,14.9896
Diami_2,15.5526
Diami_3,15.2198
Paraq_1,15.0613
Paraq_2,15.6134
Paraq_3,12.8087
H2O2_1,13.6199
H2O2_2,14.6161
H2O2_3,14.3992
HPh_1,15.5323
HPh_2,15.07
HPh_3,15.6383
LPh_1,15.2283
LPh_2,15.5151
LPh_3,15.0298
LPhT_1,15.2333
LPhT_2,15.0339
LPhT_3,15.1518
aero_1,15.2722
aero_2,13.7699
aero_3,14.7711
nit_1,14.6262
nit_2,14.8746
nit_3,14.2487
ferm_1,14.4568
ferm_2,14.1864
ferm_3,14.4975
