,A,rpoN
omv:controlPCN_highOD_intracellularRNAs:2.0,-17.3853240036,-0.3421356843
omv:controlPCN_highOD_intracellularRNAs:3.0,-20.7621300714,-0.4065547101
omv:spi1_ind_highOD_intracellularRNAs:2.0,-13.0232149507,-0.21427447160000002
omv:spi1_ind_highOD_intracellularRNAs:3.0,-12.3157408579,-0.14582936230000001
omv:controlPCN_lowOD_intracellularRNAs:1.0,1.506955819,-0.0274362755
omv:controlPCN_lowOD_intracellularRNAs:2.0,-2.7947196610000002,0.039253003
omv:spi2_ind_lowOD_intracellularRNAs:3.0,-0.48329931940000004,0.21280690060000002
omv:controlPCN_lowOD_intracellularRNAs:3.0,1.2877638421,-0.0118167275
sv5015:STM1625:1.0,-2.8969759174,0.6925162501000001
sv5015:STM1625:2.0,-3.2451018141,0.5797338857000001
sv5015:STM1625:3.0,-3.2195678419,0.7159188388000001
sv5015:STM0581:1.0,-0.2671079574,-0.1335428168
sv5015:STM0581:2.0,-0.5615107276,-0.275521397
sv5015:STM0581:3.0,0.29387718020000003,-0.1406119823
sv5015:WT:1.0,-0.1639545292,-0.0315724182
sv5015:WT:2.0,-0.09046991900000001,-0.0020771514
sv5015:WT:3.0,0.2544244482,0.0336495696
tomato:tomato_root:1.0,-2.4352873226,-0.5854561131
tomato:tomato_root:2.0,-2.0295935435,-0.9611646066
tomato:tomato_root:3.0,-1.4595080154,-0.5759098458
tomato:LB:1.0,0.4272539079,-0.0042554547
tomato:LB:2.0,-0.4272539079,0.0042554547
AcrB_efflux_virulence:AcrB_D408A:1.0,-1.7114826714,-0.15236138970000002
AcrB_efflux_virulence:AcrB_D408A:2.0,-1.432138345,-0.119850015
AcrB_efflux_virulence:AcrB_D408A:3.0,-1.6035316295,-0.1388252643
AcrB_efflux_virulence:WT:1.0,-0.25719776040000003,-0.0390627975
AcrB_efflux_virulence:WT:2.0,0.16941324,0.0434108937
AcrB_efflux_virulence:WT:3.0,0.0877845203,-0.0043480961000000005
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,-1.9495465423,0.3628898443
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,-5.6355609495,-0.7135790439
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,-5.6802796183,-0.9661701518
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,-0.3858488678,0.1404508552
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,-5.2411121808,-0.9761973724
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,-4.80761114,-0.6003636607
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,-1.1011863847,-0.1073450708
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,-1.1306136924,0.3533014363
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,-1.5630754584000002,0.4824856865
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,-1.3427563875000001,-0.2555006423
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,-5.6505554965,-0.8039510389000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,-5.3160563053,-0.9892104141
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,-5.8141509429,-0.8264076913
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,-7.3033104554,-1.961324667
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,-3.6679328607,-0.8967306044000001
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,-4.9645529968,-1.4638989608
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,0.5391527766,0.3794974018
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,1.4616177979,-0.1066636479
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,0.2804293686,0.1735511003
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,-4.9359985256000005,-1.6458647747000001
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,-0.2249766473,0.3333749713
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,0.44826995410000003,-0.0364668744
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,0.7729800078,-0.1066719101
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,-1.2212499619,0.1431387845
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,-4.2310311696,-1.0899852506
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,-3.0378830766,-1.1878045405
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,-3.1595988143,-0.9582223771
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,-0.0239750509,-0.1722510353
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,-5.6886953528,-0.8531002019
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,-4.2142474364,-0.9383054926000001
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,-1.5452240297,-0.8699712845
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,-3.3289529879,-0.7764168507
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,-5.4561317598,-1.1361458716
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,0.7370393190000001,0.016235452600000002
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,0.6326601087,0.3231942779
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,-5.3873267524,-0.8811138303
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,-5.4000884615,-0.9944057384
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,-5.780598336,-1.4792176805000001
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,-3.7992351028,-0.7041944924
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,-1.7038667169,0.2777236245
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,-0.6938779362,0.1950738432
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,-4.3597731277000005,-1.0806504278
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,0.9849395461,0.2143886042
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,-3.5831146137000003,-1.4868717445000001
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,-5.2131453931,-0.8946023669000001
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,-4.0842544504,-0.7722362749
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,1.8119399814000001,-0.5184736202
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,0.1660116741,-0.2364953544
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,1.4378356368,-0.3005230759
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,-2.6583638396,-1.6767771074
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,-3.7478926828,-0.9262813648
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,-4.2046299183,-1.1417760359
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,-0.4057785877,-0.40985577840000004
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,0.3568559342,-0.1080612962
OPG:del_opgGH:1.0,-3.3767668995,0.1222575924
OPG:del_opgGH:2.0,-2.5676489214,0.0511145817
OPG:del_opgGH:3.0,-1.7692761228,-0.1763901951
OPG:del_opgGH_pBK16:1.0,1.1035560246,-0.0132576225
OPG:del_opgGH_pBK16:2.0,1.0985771451,-0.0342170121
OPG:del_opgGH_pBK16:3.0,1.3434817677,-0.1071318301
OPG:WT:1.0,0.07887196440000001,0.018936598500000002
OPG:WT:2.0,0.013470625200000001,-0.0039977082
OPG:WT:3.0,-0.0923425897,-0.0149388903
PinT:pinT+_1h:1.0,0.2793106053,-0.0063250719000000006
PinT:pinT+_1h:2.0,-0.2793106053,0.0063250719000000006
cold_shock_protein:WT_RNAseq:1.0,0.4365251305,0.1521702373
cold_shock_protein:WT_RNAseq:2.0,-0.5084254258,-0.0822903056
cold_shock_protein:WT_RNAseq:3.0,0.0719002953,-0.0698799318
cold_shock_protein:DeltaCspCE_RNAseq:1.0,3.8013784411,-0.0886905389
cold_shock_protein:DeltaCspCE_RNAseq:2.0,4.5116012101,-0.05033753
cold_shock_protein:DeltaCspCE_RNAseq:3.0,4.4896865906,-0.1298908449
dephostatin:LB_DMSO:1.0,-1.1265044733,0.0615811254
dephostatin:LB_DMSO:2.0,0.12101239350000001,-0.1063840773
dephostatin:LB_DMSO:3.0,1.0054920798,0.0448029519
dephostatin:LB_Dephostatin:1.0,0.8319777890000001,0.0506406125
dephostatin:LB_Dephostatin:2.0,-0.1554650427,-0.5542272063
dephostatin:LB_Dephostatin:3.0,0.9946233269,-0.2970189714
dephostatin:LPM_DMSO:1.0,6.2006973296,-0.2523840061
dephostatin:LPM_DMSO:2.0,6.3005926606,-0.5833069346
dephostatin:LPM_Dephostatin:1.0,6.7141736078,-0.10692117400000001
dephostatin:LPM_Dephostatin:2.0,7.5536684261,-0.4313013744
dephostatin:LPM_Dephostatin:3.0,6.3782042193,-0.3203941963
efflux_inhibition:Chlorpromazine:1.0,5.9313516093,-0.1152358279
efflux_inhibition:Chlorpromazine:2.0,1.977223619,0.5395465014
efflux_inhibition:Chlorpromazine:3.0,-4.7754021267,0.3719995465
efflux_inhibition:PABN:1.0,-7.5356094704,0.3848802592
efflux_inhibition:PABN:2.0,-4.4512474918,0.6104202595
efflux_inhibition:no_treatment:1.0,-0.3067997113,-0.10491421070000001
efflux_inhibition:no_treatment:2.0,0.07124549470000001,-0.0637721411
efflux_inhibition:no_treatment:3.0,0.2355542166,0.1686863518
efflux_inhibition:Chlorpromazine:4.0,-4.8307139876,0.4523012878
efflux_inhibition:PABN:3.0,-3.8901560968,0.1002081824
fis_regulatory_network:GX_EE:1.0,0.2474092847,0.0587197028
fis_regulatory_network:GX_EE:2.0,-1.0999600809,0.0287365857
fis_regulatory_network:GX_TS:1.0,-1.2754154809,-0.0556472234
fis_regulatory_network:GX_TS:2.0,-1.3976711793,-0.062166037800000004
fis_regulatory_network:WT_EE:1.0,0.3761371048,-0.0912677249
fis_regulatory_network:WT_EE:2.0,-0.3761371048,0.0912677249
fis_regulatory_network:WT_TS:1.0,-0.8359963527000001,-0.3421228931
fis_regulatory_network:WT_TS:2.0,-0.6477785208,-0.3109604582
fis_regulatory_network:OX_EE:1.0,-2.445831395,0.4618788858
fis_regulatory_network:OX_EE:2.0,-2.7142174834,0.5256588465
fis_regulatory_network:OX_TS:1.0,-0.4467119532,1.0232362316
fis_regulatory_network:OX_TS:2.0,-0.8271030678,0.6803346541
persisters:rep:1.0,-0.3926669948,0.2024866241
persisters:rep:2.0,0.3926669948,-0.2024866241
proQ_pulse_expression:empty_vector:1.0,-0.7263644906000001,0.0169992239
proQ_pulse_expression:empty_vector:2.0,0.7263644906000001,-0.0169992239
proQ_pulse_expression:long_STnc540_overexpression:1.0,-1.0866022375,-0.0879637883
proQ_pulse_expression:long_STnc540_overexpression:2.0,0.3618002751,0.012254349500000001
proQ_pulse_expression:short_STnc540_overexpression:1.0,0.4553070872,-0.0557625241
proQ_pulse_expression:short_STnc540_overexpression:2.0,-0.5192574884,-0.0074550854
proQ_virulence:dhfq_dproQ_LB:1.0,3.3117352052,0.037066413900000005
proQ_virulence:dhfq_dproQ_LB:2.0,2.7941831326,0.11123969210000001
proQ_virulence:dhfq_dproQ_LB:3.0,1.6552443214,0.1935444906
proQ_virulence:dhfq_dproQ_SPI-2:1.0,-0.513379906,0.7773849286000001
proQ_virulence:dhfq_dproQ_SPI-2:2.0,-0.3165862605,0.7295915772
proQ_virulence:dhfq_dproQ_SPI-2:3.0,0.0873512498,0.6703315874
proQ_virulence:dhfq_LB:1.0,1.3081768,0.0189089412
proQ_virulence:dhfq_LB:2.0,2.2800238518000002,-0.1223912093
proQ_virulence:dhfq_LB:3.0,1.564312839,-0.063354872
proQ_virulence:dhfq_SPI-2:1.0,-2.178910458,0.5815754845000001
proQ_virulence:dhfq_SPI-2:2.0,-1.9395289566,0.5463958726
proQ_virulence:dhfq_SPI-2:3.0,-1.743135356,0.5194853212
proQ_virulence:dproQ_LB:1.0,2.1405462775,-0.3571082276
proQ_virulence:dproQ_LB:2.0,2.7003923966,0.15231583640000002
proQ_virulence:dproQ_LB:3.0,-1.3861828173,0.19647818590000002
proQ_virulence:dproQ_SPI-2:1.0,-0.9749931318,0.803134313
proQ_virulence:dproQ_SPI-2:2.0,-1.9208235218,0.9227871751000001
proQ_virulence:dproQ_SPI-2:3.0,-1.6109115798,0.9055222382
proQ_virulence:WT_LB:1.0,1.4559121053,0.1454390519
proQ_virulence:WT_LB:2.0,0.0749504918,-0.2886752166
proQ_virulence:WT_LB:3.0,-1.5308625971,0.1432361647
proQ_virulence:WT_SPI-2:1.0,-2.3400801719,0.6626157864000001
proQ_virulence:WT_SPI-2:2.0,-2.9491212452,0.566825373
proQ_virulence:WT_SPI-2:3.0,-2.0430951543,0.6146298227
rcsB:del_rcsB_S207C:1.0,-0.3393114486,0.0691906847
rcsB:del_rcsB_WT:1.0,-0.47865517280000003,-0.023533457
rcsB:del_rcsB:1.0,1.9475816811,-0.2320128405
rcsB:del_rcsB_H12A:1.0,2.4502118116,-0.0350276615
rcsB:del_rcsB_D56A:1.0,1.8838861756,-0.1470808144
rcsB:del_rcsB_M88A:1.0,1.4594843369000001,-0.056391441800000004
rcsB:del_rcsB_H77A:1.0,1.5529086427,0.1907571852
rcsB:del_rcsB_L108A:1.0,5.4579545448,-0.0151838519
rcsB:del_rcsB_S207C:2.0,1.5463786191,-0.41715012360000003
rcsB:del_rcsB_WT:2.0,0.37293076610000003,0.0112144033
rcsB:del_rcsB:2.0,6.1063702731,-0.363181746
rcsB:del_rcsB_H12A:2.0,8.4086323415,-0.4679125645
rcsB:del_rcsB_D56A:2.0,2.0676876734,0.3616118533
rcsB:del_rcsB_H77A:2.0,5.5533386695,0.3813691784
rcsB:del_rcsB_L108A:2.0,-0.0314843431,0.2110360979
rcsB:del_rcsB_WT:3.0,0.10572440670000001,0.0123190537
rcsB:del_rcsB_H12A:3.0,3.4438268547,0.0530594353
rcsB:del_rcsB_D56A:3.0,5.0942319379,0.0997497734
rcsB:del_rcsB_M88A:2.0,4.0638303286,0.3571250079
rcsB:del_rcsB_H77A:3.0,4.4000086819,0.1339062407
rcsB:del_rcsB_L108A:3.0,2.45822971,0.6778081656
ribodepletion:RiboZero:1.0,0.1128203086,-0.0374725999
ribodepletion:RiboZero:2.0,-0.1128203086,0.0374725999
single_carbon_source:mucic:1.0,-0.4945104422,-0.0318841314
single_carbon_source:mucic:2.0,0.4945104422,0.0318841314
single_carbon_source:tartarate:1.0,3.2543344754,-0.5230102911
single_carbon_source:tartarate:2.0,2.110294307,-0.2787617003
ssrA_ssrB_TCS:ssrB_minus:1.0,0.4709502853,-0.17675370910000002
ssrA_ssrB_TCS:ssrB_minus:2.0,-0.18253961400000002,-0.23378638880000002
ssrA_ssrB_TCS:ssrB_minus:3.0,-0.28841067130000003,0.4105400979
ssrA_ssrB_TCS:ssrB_plus:1.0,0.2067785688,-1.0507135216
ssrA_ssrB_TCS:ssrB_plus:2.0,0.1122610565,-1.1524805056
ssrA_ssrB_TCS:ssrB_plus:3.0,-0.9064491252,-0.7908703697
yedF:WT:1.0,0.07935667290000001,0.492490462
yedF:WT:2.0,-0.07935667290000001,-0.492490462
yedF:del_yedF:1.0,0.7905396515,4.1422587465
yedF:del_yedF:2.0,-0.6783335593,2.4971619188
yedF:del_yedF:3.0,1.3046537475,2.4982422696
14028S_paratyphiA:37C_stationary:1.0,-1.7353094122,-0.368143004
14028S_paratyphiA:42C_log:1.0,-3.0169351448,-0.2996309157
14028S_paratyphiA:37C_log:1.0,0.712903838,-0.042053441500000004
14028S_paratyphiA:42C_log:2.0,-3.1751860596,-0.2080097478
14028S_paratyphiA:37C_stationary:2.0,-2.7707415784,-0.224675535
14028S_paratyphiA:37C_log:2.0,-0.712903838,0.042053441500000004
7TF:hilC:1.0,1.1402471708,-1.2906307592
7TF:del_hilD:1.0,0.7248142653,-0.0636802317
7TF:WT:1.0,0.1986113444,-0.0605110644
7TF:hilD:1.0,0.2891498706,-1.2154418064999999
7TF:WT:2.0,0.39978136750000004,0.0053611274
7TF:del_sprB:1.0,1.0428072351,-0.0612415699
7TF:del_rtsB:1.0,-0.2537896076,-0.11268562630000001
7TF:rtsA:1.0,1.3991793739,-0.6688400462
7TF:del_invF:1.0,0.6134497621,0.0335499866
7TF:sprB:1.0,1.9998422529000002,-0.8357669597
7TF:hilD:2.0,0.6015214358000001,-1.367279666
7TF:del_invF:2.0,0.7591756881,0.043554198200000005
7TF:del_rtsB:2.0,-0.1631526042,-0.0253531109
7TF:hilC:2.0,0.3228734032,-0.9169238131
7TF:WT:3.0,-0.2646703857,0.08654305450000001
7TF:del_hilD:2.0,0.8454240504,-0.1928005871
7TF:rtsA:2.0,0.3411163055,0.049111869600000004
7TF:invF:1.0,0.18207088500000002,-0.48563719930000004
7TF:invF:2.0,0.7536666438,-1.1699576162
7TF:sprB:2.0,2.2566957776,-1.1216549432
7TF:del_sprB:2.0,1.0798749551,-0.1105250941
7TF:WT:4.0,-0.3337223261,-0.0313931175
MMC:del_rtcB_No treatment:1.0,-0.0249295894,0.1492874639
MMC:WT_No_treatment:1.0,-0.7678576171,-0.0186194855
MMC:WT_No_treatment:2.0,1.5404884177,0.16757874820000002
MMC:del_rtcR_No_treatment:1.0,1.3401705407,-0.0121807452
MMC:del_rtcR_3mM_MMC:1.0,-6.6965247691,-1.1398654587000001
MMC:WT_No_treatment:3.0,-0.7726308006,-0.1489592627
MMC:del_rtcB_3mM_MMC:1.0,-6.3378869445,-0.9416043438
MMC:del_rtcB_3mM_MMC:2.0,-7.0231092179,-0.8603843968
MMC:del_rtcR_3mM_MMC:2.0,-7.6639073158,-0.9001468132
MMC:del_rtcR_3mM_MMC:3.0,-0.2430846281,-0.11044724830000001
MMC:del_rsr_No_treatment:1.0,0.8289494582,-0.2297313336
MMC:del_rtcB_3mM_MMC:3.0,-6.1258451796,-0.9712332172
MMC:del_rtcR_No_treatment:2.0,-0.3287308265,-0.024798055700000002
MMC:del_rsr_3mM_MMC:1.0,-7.8386292456,-0.8237499573
MMC:del_rtcB_No treatment:2.0,-1.0399591635,-0.17868273580000002
MMC:WT_3mM_MMC:1.0,-8.7452040098,-1.1374789166000001
MMC:del_rsr_3mM_MMC:2.0,-9.0858078643,-0.8419208220000001
MMC:WT_3mM_MMC:2.0,-7.3198119037,-0.9853913923000001
MMC:del_rsr_No_treatment:2.0,-5.279497082,-0.1833290434
MMC:del_rtcB_No treatment:3.0,-0.9488407013000001,-0.1119500167
MMC:del_rsr_No_treatment:3.0,-2.5004352353,-0.263914926
Nontyphoidal_comparisons:rep:1.0,0.6181039269,-0.24460190810000002
Nontyphoidal_comparisons:rep:2.0,-0.7395647403000001,0.3599494129
Nontyphoidal_comparisons:rep:3.0,0.1214608134,-0.1153475048
araC:delta_araC_LB:1.0,0.9877393509000001,0.09929169980000001
araC:WT_LB:1.0,0.8653881712,0.1648035591
araC:WT_LB:2.0,-0.8653881712,-0.1648035591
araC:delta_araC_LB:2.0,1.6321230503000002,0.0436809196
csgD:WT_planktonic_TP1:1.0,7.2031964e-16,0.0
csgD:del_csgD_planktonic_TP2:1.0,-0.2034961046,-0.8219097047
csgD:WT_aggregate_TP2:1.0,1.4563928515,-0.616212384
csgD:del_csgD_planktonic_TP1:1.0,-1.6572487585,0.1437923439
csgD:WT_planktonic_TP3:1.0,-0.6691376463,-0.8868020691
csgD:del_csgD_planktonic_TP3:1.0,-0.0631816661,-1.1480484459
csgD:WT_planktonic_TP2:1.0,-0.9746686002,-0.5254160683
csgD:WT_aggregate_TP3:1.0,0.6119076097,-1.5468607629000002
csgD:PcsgD_planktonic_lux_TP1:1.0,-0.2205556402,0.0754573009
csgD:PcsgD_planktonic_lux_TP4:1.0,-0.38344990370000004,-0.2422731118
csgD:PcsgD_aggregate_lux_TP3:1.0,0.2728853757,-1.6550417513
csgD:PcsgD_planktonic_lux_TP2:1.0,-0.6661860231,-0.2424522388
csgD:PcsgD_planktonic_lux_TP3:1.0,0.41966181290000004,-0.5581061924
csgD:del_csgD_planktonic_TP4:1.0,-0.0371112446,-1.1083819687
csgD:WT_aggregate_TP4:1.0,1.4609920947,-1.6146200217
csgD:PcsgD_aggregate_lux_TP4:1.0,1.4957386075,-1.0569557018
csgD:PcsgD_aggregate_lux_TP2:1.0,0.8868786479,-0.5838977146000001
csrA:10min_LB_csrA:1.0,2.0004493254,0.8727210971
csrA:10min_LB_WT:1.0,1.2150566481,0.8509370587
csrA:2.5min_LB_csrA:1.0,2.8120592165,0.5661851683
csrA:5min_mLPM_WT:1.0,5.5880930613,1.536878643
csrA:15min_mLPM_csrA:1.0,1.9150622292000001,1.5994678084
csrA:5min_LB_WT:1.0,3.7798608478,0.1080131119
csrA:2.5min_LB_WT:1.0,3.4881018983,0.596189898
csrA:0min_LB_WT:1.0,-0.0474550248,-0.0075141304
csrA:15min_LB_WT:1.0,3.144555394,1.2365246776
csrA:0min_mLPM_WT:1.0,4.5578875494,0.9373474203000001
csrA:15min_LB_csrA:1.0,2.6772597702,0.6189402847000001
csrA:15min_mLPM_WT:1.0,3.1600911018,1.8669147970000002
csrA:15min_LB_csrA:2.0,5.6528877996,0.8360867802
csrA:0min_mLPM_WT:2.0,5.545771477,0.9639480516000001
csrA:0min_LB_csrA:1.0,0.47233560430000004,0.169023793
csrA:15min_LB_WT:2.0,4.7970333249,0.8750229382
csrA:15min_mLPM_WT:2.0,2.1564021003000002,1.3771937343
csrA:5min_LB_WT:2.0,4.0432800457,0.2239643321
csrA:5min_mLPM_WT:2.0,4.6704936993,1.4781262843
csrA:2.5min_LB_WT:2.0,2.6526963925,0.47229883500000003
csrA:5min_mLPM_csrA:1.0,2.1814437479,1.7005664497000001
csrA:0min_LB_csrA:2.0,0.1991457607,0.1437134361
csrA:15min_mLPM_csrA:2.0,1.6864638354,1.6633698793
csrA:5min_mLPM_csrA:2.0,2.5568606099,1.5330179126
csrA:10min_LB_WT:2.0,1.6569217354,0.7419419086
csrA:0min_LB_WT:2.0,0.0474550248,0.0075141304
csrA:5min_LB_csrA:1.0,3.1997861244,0.2695643303
csrA:10min_mLPM_csrA:1.0,1.3721450725,1.7860110626
csrA:10min_mLPM_csrA:2.0,1.5133181265,1.8829002378
csrA:5min_LB_csrA:2.0,3.1641279467,0.2759376378
csrA:2.5min_LB_csrA:2.0,2.766688543,0.6129072426000001
csrA:10min_LB_csrA:2.0,2.3428328957,0.8005743379
flagellum:ΔSTM14_1829 :1.0,-2.8119050447,0.2962355403
flagellum:ΔSTM14_1829 :2.0,-3.1305968629,0.2688390632
flagellum:WT:1.0,0.3856065905,-0.0632827087
flagellum:WT:2.0,-0.182958854,0.0831613757
flagellum:ΔSTM14_1829 :3.0,-2.4405894762,0.2785931056
flagellum:WT:3.0,-0.2026477365,-0.019878667000000003
fliA:del_rpoF:1.0,1.6402989842,-0.0636467014
fliA:WT:1.0,0.3264843079,-0.0572151882
fliA:del_rpoF:2.0,0.6404068199,0.0412837992
fliA:WT:2.0,-0.3264843079,0.0572151882
mgtC:empty_pUH21:1.0,-0.5013394204,-0.0317161846
mgtC:pUH_mgtC:1.0,-1.6065481072,-0.1197897145
mgtC:empty_pUH21:2.0,0.5013394204,0.0317161846
mgtC:pUH_mgtC:2.0,-2.0234571765,-0.1845859478
mgtCBR:empty_pBAD18:1.0,0.0122368093,0.0724454691
mgtCBR:mgtC_pBAD113:1.0,-2.8037887452,0.058159729800000004
mgtCBR:empty_pBAD18:2.0,-0.0122368093,-0.0724454691
mgtCBR:mgtC_pBAD113:2.0,-2.6763938118,0.17532234700000002
novobiocin:100_Novobiocin_60min:1.0,2.1300689033,1.3695402622000001
novobiocin:500_Novobiocin_60min:1.0,0.6997529769,1.5120096946000001
novobiocin:0_Novobiocin_60min:1.0,5.1370879632,-0.07170980660000001
novobiocin:0_Novobiocin_0min:1.0,0.036870823500000004,-0.0057044009
novobiocin:100_Novobiocin_60min:2.0,1.5786103051,1.3477690213
novobiocin:0_Novobiocin_10min:1.0,2.0033312916,0.0290660274
novobiocin:500_Novobiocin_20min:1.0,0.0398296212,1.0981132040000001
novobiocin:0_Novobiocin_20min:1.0,1.4385507021000001,0.1892809169
novobiocin:0_Novobiocin_60min:2.0,5.1367234202,-0.11096997700000001
novobiocin:0_Novobiocin_10min:2.0,1.1347415143,0.149790062
novobiocin:500_Novobiocin_60min:2.0,0.6528269046,1.7143823699
novobiocin:0_Novobiocin_60min:3.0,4.7492958577,-0.051106553000000006
