,A,Rv0576
antibiotic:ctrl_4h:3,-0.0474835734,0.1148208066
antibiotic:izd_4h:1,-24.5430536333,-0.3669333763
antibiotic:izd_4h:2,-24.5763627477,-0.4664170892
base:wt_glu_24:1,-0.20841913080000002,0.3548224994
base:wt_glu_24:2,-0.20771458080000002,0.3113573732
base:wt_glu_24:3,-0.2980407648,0.29349038850000003
base:wt_glu_6:1,-0.6180633922000001,-0.1672666297
base:wt_glu_6:2,0.4347765281,0.0424804196
base:wt_glu_6:3,0.1832868641,0.12478621000000001
base:wt_llac_24:1,-1.7549817359,0.1376953491
base:wt_llac_24:2,-1.48071618,0.1221925013
base:wt_llac_24:3,-0.1356403955,0.2399793305
base:wt_llac_6:1,-1.8052167483,-0.5852189573000001
base:wt_llac_6:2,-1.4631741125,-0.5080886738
base:wt_llac_6:3,-1.1586709354,-0.42071261460000003
base:wt_pyr_24:1,-2.4135358606,0.4083654947
base:wt_pyr_24:2,-2.6506803517,0.37290552060000004
base:wt_pyr_24:3,-3.2525648691,0.3667502956
base:wt_pyr_6:1,-1.2483221014,-0.2930034285
base:wt_pyr_6:2,-1.311329886,-0.41710034960000003
base:wt_pyr_6:3,-0.6657775232,-0.3525239121
biofilm:biofilm:1,20.1596758206,0.35566096950000003
biofilm:biofilm:2,20.2190637651,0.44605130860000003
biofilm:planktonic:1,-0.0201526421,-0.0212507864
biofilm:planktonic:2,0.0201526421,0.0212507864
btz043:0_days_.006:1,-0.1089443135,-0.0217166505
btz043:0_days_.006:2,0.1317863662,-0.0891176312
btz043:0_days_.006:3,0.20071702530000002,-0.044073040800000005
btz043:0_days_control:1,-0.2241674344,-0.0706776508
btz043:0_days_control:2,0.0934268636,0.0208494122
btz043:0_days_control:3,0.1307405708,0.049828238600000005
btz043:1_days_.006:1,2.3609303341,-0.0505426893
btz043:1_days_.006:2,2.5689629639,0.20474757770000002
btz043:1_days_.006:3,2.363562022,0.1252123629
btz043:1_days_.006:4,2.6832833021,-0.21316398900000003
btz043:1_days_control:1,1.2040602516,0.0379612038
btz043:1_days_control:2,1.0509504888,0.1958296544
btz043:1_days_control:3,1.0948470179,0.0533155342
btz043:1_days_control:4,0.8108236858000001,0.0832994477
clarithromycin:1_days_control:1,-0.1942833002,0.1401084054
clarithromycin:1_days_control:2,0.12294671830000001,-0.13810581530000002
clarithromycin:1_days_control:3,0.07133658200000001,-0.0020025901
cnpB:del:1,-8.4367697425,-0.1267763401
cnpB:del:2,-3.3542324553,-0.0912423995
cnpB:del:3,-9.231240092,-0.0389940748
cnpB:wt:1,-4.9128373925,0.09226761430000001
cnpB:wt:2,0.9377527944,-0.0757610511
cnpB:wt:3,3.975084598,-0.0165065632
csoR:ko:1,2.2942376593000002,0.1880528755
csoR:ko:2,1.089319355,0.2507120182
csoR:wt:1,-0.7253417436,0.0733679135
csoR:wt:2,0.7253417436,-0.0733679135
dap:0_days_25:1,-0.18538984120000002,-0.0119560303
dap:0_days_25:2,-0.0835650606,-0.0277866031
dap:0_days_25:3,-0.2055618224,0.1333140539
dap:0_days_25:4,-0.2352355375,0.1623655481
dap:0_days_control:1,-0.0416725645,-0.07169951320000001
dap:0_days_control:2,-0.15841741950000002,0.10378321500000001
dap:0_days_control:3,0.2440643701,-0.1069404873
dap:0_days_control:4,-0.0439743861,0.07485678550000001
dap:1_days_25:1,1.7596772743,0.137160992
dap:1_days_25:2,2.2806667676,0.012854956800000001
dap:1_days_25:3,1.776110509,0.0801158875
dap:1_days_25:4,1.3861898816,0.1655400086
dap:1_days_control:1,2.2173562995,0.3577459032
dap:1_days_control:2,2.4112153607,0.18803396690000002
dap:1_days_control:3,2.6094823633,0.189960176
dap:1_days_control:4,2.2035253269,0.3009829271
degradosome:mutant_rnj:1,-2.8033781642,0.10944742880000001
degradosome:mutant_rnj:2,-2.9280750896,0.0895513314
degradosome:mutant_rnj:3,-1.4723255507,-0.0512840896
degradosome:PNPase_ko:1,0.060418327800000005,0.3704595267
degradosome:PNPase_ko:2,0.4990933603,0.48748037510000003
degradosome:PNPase_ko:3,0.0673656811,0.4436442491
degradosome:Rnase_E_ko:1,1.0482950741,1.1589913743
degradosome:Rnase_E_ko:2,0.5340585121,1.0624599007
degradosome:Rnase_E_ko:3,1.1361521728,1.2223462342
degradosome:wt_cas9_ctrl:1,-2.6164793381,-0.2466564561
degradosome:wt_cas9_ctrl:2,-2.4180144711000002,-0.0808666615
degradosome:wt_cas9_ctrl:3,-1.8378248682,-0.0803711374
degradosome:wt_expn:1,0.1747674816,0.0958559242
degradosome:wt_expn:2,0.0943417528,-0.0207612541
degradosome:wt_expn:3,-0.2691092344,-0.0750946701
delam:0_days_.09:1,-0.185485707,-0.0042259787
delam:0_days_.09:2,0.27259353680000004,0.0266889465
delam:0_days_.09:3,0.09969480580000001,0.1364825591
delam:0_days_.09:4,0.0906674288,0.2066633312
delam:0_days_control:1,0.4396012798,-0.13487162
delam:0_days_control:2,-0.2744389299,0.22366570400000002
delam:0_days_control:3,-0.15180986940000002,0.1003626571
delam:0_days_control:4,-0.0133524805,-0.1891567411
delam:1_days_.09:1,-0.6970013679,0.6164999135
delam:1_days_.09:2,-0.3011588806,0.5146223549
delam:1_days_.09:3,-0.2226022704,0.5610497691
delam:1_days_.09:4,-0.43589161190000003,0.6085925797
delam:1_days_control:1,-0.2555598692,0.7668781632
delam:1_days_control:2,0.007034993000000001,0.40371599690000004
delam:1_days_control:3,-0.2556920531,0.5493606560000001
delam:1_days_control:4,-0.1041009205,0.6134531461
dg_inh:both:1,-1.5206575527,-0.2995526779
dg_inh:both:2,-2.161546119,-0.3967348921
dg_inh:both:3,-1.5824622516,-0.3390301954
dg_inh:dg:1,-0.8523148578,-0.31528946490000004
dg_inh:dg:2,-1.1714332889,-0.33965161400000005
dg_inh:dg:3,-0.8035252147,-0.2803270464
dg_inh:DMSO:1,0.07933300680000001,-0.0417142446
dg_inh:DMSO:2,-0.6322129353,0.0171102293
dg_inh:DMSO:3,0.5528799286,0.0246040153
dg_inh:inh:1,-1.0887289339,-0.3768235595
dg_inh:inh:2,-1.1230143152,-0.2959178433
dg_inh:inh:3,-0.9848239411,-0.4261303891
dormancy:dormant_20d_rifampicin:1,6.0425626829,0.8739548397
dormancy:dormant_20d_rifampicin:2,6.2273311905,1.0162033624
dormancy:dormant_20d_rifampicin:3,6.1298716612,0.7962209935
dormancy:dormant_no_treatment:1,0.2201872632,0.0300688221
dormancy:dormant_no_treatment:2,0.43919428260000004,0.1846646238
dormancy:dormant_no_treatment:3,-0.6593815459,-0.21473344590000001
eccE1:control:1,0.277487737,-0.0487851139
eccE1:control:2,-0.277487737,0.0487851139
eccE1:delta_eccE1:1,0.1327627495,-0.0594972998
eccE1:delta_eccE1:2,-0.0672164048,0.104349461
eccE1:delta_eccE1_eccE1_HA_comp:1,0.7217403328,-0.1632864591
eccE1:delta_eccE1_eccE1_HA_comp:2,0.5552326323,-0.0733128842
eccE1:delta_eccE1_empty_vector:1,0.5612727136,0.0011636963
eccE1:delta_eccE1_empty_vector:2,0.4508546323,0.0437910788
eccE1:delta_eccE1_myc_p1_HA_comp:1,0.3863142593,-0.1704415178
eccE1:delta_eccE1_myc_p1_HA_comp:2,0.27722515270000003,-0.2223870621
eccE1:delta_eccE1_mycP1_eccE1_comp:1,0.5922172213,-0.061250985800000005
eccE1:delta_eccE1_mycP1_eccE1_comp:2,0.6496084584,-0.176997451
emb:0_days_2.45:1,-0.7619976635,-0.1797917172
emb:0_days_2.45:2,-1.4591454333,0.104148207
emb:0_days_2.45:3,-1.1064758691,-0.3362100881
emb:0_days_2.45:4,-1.6175036173000001,0.1427613155
emb:0_days_control:1,0.1956389499,0.054933500600000004
emb:0_days_control:2,-0.3260307373,0.0053453146000000005
emb:0_days_control:3,-0.2942116597,0.0432008891
emb:0_days_control:4,0.42460344710000003,-0.1034797043
emb:1_days_2.45:1,-2.0784919477,-0.1767908756
emb:1_days_2.45:2,-1.9699964160999999,-0.3317515328
emb:1_days_2.45:3,-1.830249336,-0.3017838831
emb:1_days_2.45:4,-1.9359541194,-0.1534865335
emb:1_days_control:1,-2.0840319904,-0.29328178600000004
emb:1_days_control:2,-2.4607596967,-0.22062100680000002
emb:1_days_control:3,-2.1583786072,-0.1513745161
emb:1_days_control:4,-2.5576118674,-0.24987721540000002
espL:ko:1,0.6617680946000001,0.0350849101
espL:ko:2,0.3572115931,0.0424593936
espL:wt:1,0.1319700198,-0.1546537651
espL:wt:2,-0.1319700198,0.1546537651
esx_1:ko:1,-0.48286205590000003,0.1584774
esx_1:ko:2,-0.3091301137,-0.1355790946
esx_1:wt:1,0.37469348550000003,0.0223454582
esx_1:wt:2,-0.09162831040000001,-0.0283015291
esx_1:wt:3,-0.283065175,0.0059560709
genotoxic:control:1,-0.2289627764,-0.053790663200000005
genotoxic:control:2,0.2289627764,0.053790663200000005
genotoxic:growth_supplement:1,0.9536988235,0.3136129059
genotoxic:growth_supplement:2,1.0204924795,0.034046473
growth:tss_expnt:1,1.9298042172,0.4799744214
growth:tss_expnt:2,1.5025721371,0.41463919320000003
growth:tss_expnt:3,1.8098013955,0.3134069514
growth:tss_starved:1,5.6486125705,-0.1288352713
growth:tss_starved:2,6.4101415964,-0.49625903320000003
growth:tss_starved:3,5.4698775634,-0.2365348457
growth:wt_expn:1,0.0020029814,-0.037971977000000004
growth:wt_expn:2,0.2045646191,-0.060732297600000006
growth:wt_expn:3,-0.2065676005,0.0987042746
hs2:treated:1,1.6390343929,-0.0523359874
hs2:treated:2,1.8908597829,-0.15663733870000002
hs2:treated:3,1.9874300174,0.0356643972
hs2:untreated:1,-0.9992467175,-0.1154177058
hs2:untreated:2,-0.3535595541,-0.0123975937
hs2:untreated:3,1.3528062717,0.1278152995
hypoxia:000h_.81_DO:1,-0.3229708315,-0.1665762567
hypoxia:000h_.81_DO:2,-0.4697332953,0.1718364387
hypoxia:000h_.81_DO:3,0.7927041269,-0.005260182
hypoxia:017h_.57_DO:1,-1.1517666103,0.1272973388
hypoxia:017h_.57_DO:2,-0.1406944061,0.0894797492
hypoxia:017h_.57_DO:3,-2.6851816159,-0.038720149700000005
hypoxia:023h_.42_DO:1,-1.6411023713000001,-0.332572858
hypoxia:023h_.42_DO:2,-2.8190557362,-0.3458940514
hypoxia:040h_.11_DO:1,-3.6431368623,0.0387385785
hypoxia:040h_.11_DO:2,-3.1039860805,-0.2622880942
hypoxia:041h_.09_DO:1,-3.0689422311,-0.1824464935
hypoxia:041h_.09_DO:2,-3.7481246179000003,-0.0123099926
hypoxia:041h_.09_DO:3,-3.4991925194,-0.34402600450000004
hypoxia:042h_.07_DO:1,-2.9124442897,-0.0879246368
hypoxia:042h_.07_DO:2,-3.8501317689,-0.166694279
hypoxia:043h_.06_DO:1,-3.8757697562,0.09434744510000001
hypoxia:043h_.06_DO:2,-4.6477010981,0.0654028147
hypoxia:043h_.06_DO:3,-3.3421608611,-0.2200368888
hypoxia:044h_.04_DO:1,-3.046428896,0.0273695469
hypoxia:044h_.04_DO:2,-3.8529216903,-0.1423998101
hypoxia:044h_.04_DO:3,-3.7291977913,-0.068623708
hypoxia:047h_0_DO:1,-3.1804124816,-0.3906390966
hypoxia:047h_0_DO:2,-4.2508382562,0.0198864689
hypoxia:047h_0_DO:3,-3.7636704468,0.09507579990000001
hypoxia:049h_0_DO:1,-3.3238383585,0.319766488
hypoxia:049h_0_DO:2,-2.5997011349,0.23302180460000002
hypoxia:049h_0_DO:3,-3.2775797292,0.16582102440000002
hypoxia:050h_0_DO:1,-4.1323233693,0.1572105631
hypoxia:050h_0_DO:2,-1.9432802536,0.1688177707
hypoxia:050h_0_DO:3,-2.5662482396,0.33069359260000003
hypoxia:052h_0_DO:1,-1.2175213858,0.2228314391
hypoxia:052h_0_DO:2,0.1627194724,0.2378108573
hypoxia:052h_0_DO:3,0.090193405,0.4728942962
hypoxia:054h_0_DO:1,-1.0116181955,0.26642217490000003
hypoxia:054h_0_DO:2,-0.0568473695,-0.2897145252
hypoxia:054h_0_DO:3,-0.41075764130000003,-0.0038268622
hypoxia:054h_0_DO:4,2.458848793,-0.0402978343
hypoxia:054h_0_DO:5,-2.1673472231,0.1608277591
hypoxia:070h_0_DO:1,3.5486542565,0.0950426994
hypoxia:070h_0_DO:2,4.3663827923,-0.0766712398
hypoxia:088h_0_DO:1,3.2863128118000002,0.3856496941
hypoxia:088h_0_DO:2,3.4927638164,0.40910146280000004
hypoxia:114.5h_.04_DO:1,3.626263737,-0.5946338457
hypoxia:114.5h_.04_DO:2,4.4593622455,-0.6387721997
hypoxia:114.5h_.04_DO:3,3.1986912491,-0.5042307469
hypoxia:115h_.06_DO:1,1.8230710637,-0.7000392064000001
hypoxia:115h_.06_DO:2,2.0606580437,-0.7410064524000001
hypoxia:115h_.06_DO:3,2.1489231295,-0.9535364972
hypoxia:116h_.11_DO:1,1.2871056029,-0.6683153885
hypoxia:116h_.11_DO:2,0.5641895526,-0.7256224687
hypoxia:116h_.11_DO:3,0.9867729748,-0.6572401551
hypoxia:120h_.47_DO:1,-0.9506023797,-0.5251045532
hypoxia:120h_.47_DO:2,-0.5017992414,-0.4970521003
hypoxia:120h_.47_DO:3,-0.7847640905000001,-0.43015947720000003
kinase:DMSO_0h_F:1,0.6818337855000001,0.45005112020000004
kinase:DMSO_0h_F:2,0.2727620637,0.45973738080000004
kinase:DMSO_0h_F:3,1.5577797021,0.3881647127
kinase:DMSO_0h_H:1,-1.1911136708,0.4979148189
kinase:DMSO_0h_H:2,-1.1260007039,0.345326381
kinase:DMSO_0h_H:3,-0.8541703719,0.2000863158
kinase:DMSO_0h_H:4,-1.2240866992,0.22146137640000002
kinase:DMSO_0h_H:5,-1.2200665398,0.453957096
kinase:DMSO_0h_H:6,-0.9556406717,0.3963923099
kinase:DMSO_0h_I:1,-0.0501013176,0.20881024180000002
kinase:DMSO_0h_I:2,0.5470765879,-0.0136801894
kinase:DMSO_0h_I:3,-0.4594227208,-0.1097847727
kinase:DMSO_0h_I:4,-0.028858088,0.0072639536
kinase:DMSO_0h_I:5,0.36375548420000003,-0.2513564153
kinase:DMSO_0h_I:6,-0.3724499457,0.1587471819
kinase:pknD_T10_48h:1,3.1864318556,0.32318457040000004
kinase:pknD_T10_48h:2,4.6872648136,0.3170084329
kinase:pknD_T10_48h:3,3.6266019245,0.31233802600000005
kinase:pknL_T10_48h:1,6.5458873236,1.1397234435999999
kinase:pknL_T10_48h:2,7.8383740404,1.12512225
kinase:pknL_T10_48h:3,7.494455852,1.1503549158
kinase:pknL_T4_48h:1,17.7353675526,0.3912696939
kinase:pknL_T4_48h:2,16.45611692,0.49809311040000004
kinase:pknL_T4_48h:3,18.258660771,0.29468558640000003
kinase:T10_12h_F:1,2.232176634,0.2753224579
kinase:T10_12h_F:2,2.08045171,0.20840631010000002
kinase:T10_12h_F:3,2.4115932095,0.2229851128
kinase:T10_12h_H:1,2.0767230305,-0.0441691062
kinase:T10_12h_H:2,3.9755491645000003,-0.15225697800000002
kinase:T10_12h_H:3,3.2694770760000003,-0.1294060602
kinase:T10_12h_I:1,-1.8861159972000001,-0.22481778670000002
kinase:T10_12h_I:2,-2.032511046,0.3367207031
kinase:T10_24h_F:1,1.5070930541,0.1582589264
kinase:T10_24h_F:2,1.6857479080000002,0.1031554779
kinase:T10_24h_F:3,1.3064643995,0.16384442270000002
kinase:T10_24h_H:1,-0.6739021562,0.3963556478
kinase:T10_24h_H:2,0.5843396522000001,0.41144054150000003
kinase:T10_24h_H:3,1.8478921015,0.26124450790000003
kinase:T10_24h_I:1,0.8478208821000001,0.3978320323
kinase:T10_24h_I:2,-0.7078765748,0.5081066721
kinase:T10_48h_F:1,2.8479619571,0.234837555
kinase:T10_48h_F:2,2.6565909779,-0.0080411161
kinase:T10_48h_F:3,2.2553299315,-0.0673016262
kinase:T10_48h_H:1,0.5316453959,0.3186131488
kinase:T10_48h_H:2,2.3409117499,0.09735434650000001
kinase:T10_48h_H:3,3.481365615,0.1452806985
kinase:T10_48h_I:1,2.8638987887000003,0.4051549562
kinase:T10_48h_I:2,4.2060679889,0.5001913662
kinase:T10_48h_I:3,2.2092921664,0.4092091785
kinase:T4 _48h_H:1,6.7546938491,-0.1920186169
kinase:T4 _48h_H:2,5.7890179716,-0.08191123880000001
kinase:T4 _48h_H:3,6.4885764341,-0.2516115796
kinase:T4 20 _12h_I:1,-1.2331109009,-0.1036015425
kinase:T4 20 _12h_I:2,-0.075051538,-0.1067674953
kinase:T4 20 _12h_I:3,-1.3690873593,-0.147581177
kinase:T4_12h_F:1,1.7425165618,0.051234804200000005
kinase:T4_12h_F:2,1.9934514074,0.08133943040000001
kinase:T4_12h_F:3,1.5127377561,0.1708833082
kinase:T4_12h_H:1,0.9680223948000001,-0.2770856853
kinase:T4_12h_H:2,0.5640709463,-0.2661654337
kinase:T4_12h_H:3,-0.743423754,-0.1952854134
kinase:T4_24h_F:1,2.605622299,-0.00543748
kinase:T4_24h_F:2,2.2010703867,-0.0803035864
kinase:T4_24h_F:3,2.5350913639,-0.0846326146
kinase:T4_24h_H:1,1.8650757158,-0.0463998367
kinase:T4_24h_H:2,1.507564576,-0.1553180127
kinase:T4_24h_H:3,0.9015554462,-0.1382746365
kinase:T4_24h_I:1,2.9759847483,-0.35989432460000004
kinase:T4_24h_I:2,4.961905807,-0.2933647472
kinase:T4_48h_F:1,6.5677785061,-0.0307218829
kinase:T4_48h_F:2,6.2230339501,-0.0835348954
kinase:T4_48h_F:3,6.6111903656,-0.1311549337
kinase:T4_48h_I:1,15.8122385074,-0.42921456020000004
kinase:T4_48h_I:2,11.0417600983,-0.3885795267
kinase:T4_48h_I:3,11.3158292748,-0.3371317712
kinase:WT_T10_48h:1,1.2891089459,0.3019014186
kinase:WT_T10_48h:2,21.9060393615,-0.0780769159
kinase:WT_T10_48h:3,20.5835460269,-0.11896934690000001
kinase:WT_T10_48h:4,0.3810150705,0.2617474105
kinase:WT_T10_48h:5,-0.2257975149,0.3273012102
kinase:WT_T4_48h:1,4.9305951568,-0.2363582488
kinase:WT_T4_48h:2,13.0584972705,-0.4219364854
kinase:WT_T4_48h:3,13.8495070235,-0.39524791600000003
levofloxacin:control:1,-1.2764088939,0.0152865389
levofloxacin:control:2,0.1793122939,-0.09701982840000001
levofloxacin:control:3,1.0970966,0.0817332894
levofloxacin:treated:1,-2.5589216377,0.9760852347000001
levofloxacin:treated:2,-4.8776447296,0.9105497233000001
levofloxacin:treated:3,-3.8043468869,0.8174687871
linez:0_days_4:1,0.8986744778,-0.5220111082000001
linez:0_days_4:2,0.7898636421,-0.5422471364
linez:0_days_4:3,0.9353948159000001,-0.6357057972
linez:0_days_4:4,1.234569482,-0.6555034080000001
linez:0_days_control:1,-0.1641360607,-0.0390359684
linez:0_days_control:2,0.11932168550000001,0.055071177900000004
linez:0_days_control:3,-0.0918938304,-0.0015437978
linez:0_days_control:4,0.1367082056,-0.0144914117
linez:1_days_4:1,1.5806804607,-0.4315698221
linez:1_days_4:2,1.8975442056,-0.4417959455
linez:1_days_4:3,1.6069892756000002,-0.2729556775
linez:1_days_4:4,1.4233519189,-0.4121163893
linez:1_days_control:1,-0.9042903986,0.0403750386
linez:1_days_control:2,-0.9286491194000001,-0.0002773618
linez:1_days_control:3,-0.9191520413000001,-0.0204760893
lipid:dextrose_exp:1,0.3062315465,0.0352560037
lipid:dextrose_exp:2,-0.3062315465,-0.0352560037
lipid:dextrose_hypo:1,26.7394761494,0.4862304981
lipid:dextrose_hypo:2,17.4415534941,0.25548482100000003
lipid:dextrose_stat:1,26.5045817757,1.291904738
lipid:dextrose_stat:2,26.6007281552,1.3828872228
lipid:lipid_exp:1,-0.07874205520000001,-0.44312259470000004
lipid:lipid_exp:2,-0.12655422700000002,-0.4922689918
lipid:lipid_stat:1,10.987790215,0.40883475960000004
lipid:lipid_stat:2,12.1018277399,0.3254090811
mcr11:mcr11_mutant:1,0.9331432828,0.2634008651
mcr11:mcr11_mutant:2,1.4485292555,0.2883212463
mcr11:mcr11_mutant:3,0.8677181628,0.276395389
mcr11:wt:1,-0.209511466,0.015323694700000001
mcr11:wt:2,-0.0016179311,-0.06879756520000001
mcr11:wt:3,0.21112939700000002,0.0534738705
miceAV_macro:24h_control:1,0.12439024650000001,0.253372606
miceAV_macro:24h_control:2,-0.3160306992,-0.19884486070000001
miceAV_macro:24h_control:3,0.19164045270000002,-0.0545277453
miceBMDM:inf02:1,3.328828601,-0.2683543977
miceBMDM:inf02:2,2.410275683,-0.2902068843
miceBMDM:inf02:3,4.4454854798,-0.4448670978
miceBMDM:inf24:1,8.8410242944,0.3734915968
miceBMDM:inf24:2,8.8597214942,0.6142148779000001
miceBMDM:inf24:3,8.4824292521,0.5971615285
miceBMDM:inf08:1,9.0580734445,-0.6730519526000001
miceBMDM:inf08:2,8.7889040824,-0.5275046210000001
miceBMDM:inf08:3,9.1966875588,-0.5846086096
miceBMDM:no_inf02:1,-0.1792894256,0.022804702000000003
miceBMDM:no_inf02:2,0.220699116,0.0095607253
miceBMDM:no_inf02:3,-0.0414096905,-0.0323654273
miceBMDM:no_inf24:1,4.2682222404,-0.1405569552
miceBMDM:no_inf24:2,4.7735064754,0.0038134927
miceBMDM:no_inf24:3,4.7070729864,0.3117314322
miceBMDM:no_inf08:1,4.527361907,0.0257494696
miceBMDM:no_inf08:2,4.0171046184,-0.0697447862
miceBMDM:no_inf08:3,4.4206415584,0.054899552000000004
miceNF:control:1,0.39180320830000004,0.0817526679
miceNF:control:2,-0.39180320830000004,-0.0817526679
miceNF:invivo:1,9.386196418,-0.2371043652
miceNF:invivo:2,10.544990500499999,-0.3720699953
miceNF:invivo:3,9.1133432649,-0.1244137832
mihF:mihF_mutant_atc:1,-22.4178810702,0.6747055996
mihF:mihF_mutant_atc:2,-22.5159287827,-0.06669600070000001
mihF:mihF_mutant_no_atc:1,-7.3692405201,-1.532010696
mihF:mihF_mutant_no_atc:2,-5.8168988958,-0.8123505324
mihF:wt_atc:1,-4.3960465101,-0.200832115
mihF:wt_atc:2,-9.421900172,-1.2988773517
mihF:wt_no_atc:1,1.7703016312000002,-0.5260397473
mihF:wt_no_atc:2,-1.7703016312000002,0.5260397473
mmpl3:mutant_no_ATC:1,-1.7816297842000002,-0.0060818282
mmpl3:mutant_no_ATC:2,1.7816297842000002,0.0060818282
mmpl3:mutant_with_ATC:1,2.5199758336,0.761556745
mmpl3:mutant_with_ATC:2,0.9875715273000001,0.6481672343
mrsI:ko_iron_atc:1,0.1816677786,-0.0047788323
mrsI:ko_iron_atc:2,0.6603098196,-0.2441919518
mrsI:ko_iron_no_atc:1,-11.0526423023,-0.1695232945
mrsI:ko_iron_no_atc:2,-9.7399607309,-0.2474451551
mrsI:ko_ox_atc:1,-9.1402186043,-0.0667064849
mrsI:ko_ox_atc:2,-10.4203728736,-0.1440265517
mrsI:ko_ox_no_atc:1,-4.2454311991,-1.0831614438
mrsI:ko_ox_no_atc:2,-3.7077851285,-1.1247006339
mrsI:ko_sds_atc:1,-4.1456250232,-1.0537133227
mrsI:ko_sds_atc:2,-4.3817311296,-1.0560514696
