,A,fnr
tomato:tomato_root:3.0,-1.285904486,-0.4078137066
tomato:LB:1.0,1.9349445678000001,0.049256522000000004
tomato:LB:2.0,-1.9349445678000001,-0.049256522000000004
AcrB_efflux_virulence:AcrB_D408A:1.0,2.8087769291,-0.37619010610000003
AcrB_efflux_virulence:AcrB_D408A:2.0,1.9664231532,-0.2580972465
AcrB_efflux_virulence:AcrB_D408A:3.0,0.7952676366,-0.3298233188
AcrB_efflux_virulence:WT:1.0,-0.5245924470000001,-0.015197802500000001
AcrB_efflux_virulence:WT:2.0,0.1974729747,0.06057101300000001
AcrB_efflux_virulence:WT:3.0,0.3271194724,-0.045373210500000004
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,1.1874161786,0.2475711083
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,-24.4357180351,0.9371595287000001
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,-23.2982017122,0.6081481501
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,-4.697888476,-0.0620810975
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,-12.9794714028,0.4940152122
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,-10.940014846,0.3387229291
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,-2.9970105235,0.1871837084
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,0.7282965286,0.2961685258
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,-1.3352952855,0.3757971365
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,-8.7471961591,0.2487309862
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,-9.2369333177,0.2603929857
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,-13.3269278609,0.5230595801
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,-8.7408509331,0.0297238583
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,-0.056609058500000003,-0.3647710803
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,-15.9156458175,0.6437908715
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,-12.7320105651,0.42279121820000004
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,-3.4315915775,0.4760826448
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,-0.9677477897000001,0.16375624300000002
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,-1.2448469608,0.4312496921
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,-9.5989784681,-0.43843147260000004
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,3.6927617521,0.2565800535
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,0.0995540535,-0.23580768230000002
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,-0.14672423580000002,-0.1337062634
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,0.0471701823,0.3695139457
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,-11.7661540684,0.2014564211
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,-22.0744189976,0.5301349049
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,-23.2900066384,0.3078652374
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,-0.5907944649,-0.105029775
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,-11.6445991421,0.3234705282
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,-9.1971507265,-0.1207900407
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,-17.9105242002,0.20783349880000002
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,-14.3259585351,0.48129737100000003
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,-7.9653582077,0.5748816897
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,2.5910977543,-0.1457281379
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,-3.097956147,0.1947489739
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,-25.3140172408,0.7214110626
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,-12.8612938158,0.5523332927
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,-1.468843873,-0.1833045754
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,-20.867150135,0.5749844211
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,-0.8732977299,-0.10032906250000001
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,-3.3193963315,0.248907064
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,-23.6194096205,0.48922237560000004
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,-2.4473882356,0.1881815537
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,-9.2220432515,-0.3703440036
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,-4.400192483,-0.2799349384
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,-16.011982731,0.4922288341
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,-7.5414073817,0.0657797744
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,-2.9855687607,0.11222351130000001
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,-1.0146746589,0.06456498000000001
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,-24.8707595926,0.2910841759
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,-14.9581877253,0.3959952566
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,-18.3382794404,0.3515201639
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,-5.0957531344,-0.0537152207
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,-0.6920374781,0.1681779176
OPG:del_opgGH:1.0,1.5693441112,-0.2313481068
OPG:del_opgGH:2.0,6.7922248665,0.0081748147
OPG:del_opgGH:3.0,6.8982032879,-0.3165178583
OPG:del_opgGH_pBK16:1.0,0.1438593635,-0.1044795451
OPG:del_opgGH_pBK16:2.0,1.1049304339,0.022514118200000002
OPG:del_opgGH_pBK16:3.0,0.2112172557,-0.0987320867
OPG:WT:1.0,0.8409728738000001,0.1246193285
OPG:WT:2.0,-1.2378436249,-0.1195037193
OPG:WT:3.0,0.39687075110000003,-0.005115609100000001
PinT:pinT+_1h:1.0,-0.4734518177,0.0558727674
PinT:pinT+_1h:2.0,0.4734518177,-0.0558727674
cold_shock_protein:WT_RNAseq:1.0,-0.4383125151,-0.0188246972
cold_shock_protein:WT_RNAseq:2.0,0.391524692,-0.0129022144
cold_shock_protein:WT_RNAseq:3.0,0.0467878231,0.0317269117
cold_shock_protein:DeltaCspCE_RNAseq:1.0,-11.1816156823,0.5529605783
cold_shock_protein:DeltaCspCE_RNAseq:2.0,-9.1214910325,0.5543888296
cold_shock_protein:DeltaCspCE_RNAseq:3.0,-7.4006275887,0.4078298987
dephostatin:LB_DMSO:1.0,0.48856929860000003,-0.09400861790000001
dephostatin:LB_DMSO:2.0,-0.1122937266,-0.12137115150000001
dephostatin:LB_DMSO:3.0,-0.376275572,0.2153797694
dephostatin:LB_Dephostatin:1.0,-1.0437744567,-0.0623035817
dephostatin:LB_Dephostatin:2.0,-1.3112252825000001,-0.655571714
dephostatin:LB_Dephostatin:3.0,-0.714228414,-0.2333165356
dephostatin:LPM_DMSO:1.0,-5.8332994545,-0.8157210015
dephostatin:LPM_DMSO:2.0,-5.9675831673,-0.9191541457
dephostatin:LPM_Dephostatin:1.0,-7.066024413,-0.6841316615
dephostatin:LPM_Dephostatin:2.0,-8.1934613708,-0.7563604342
dephostatin:LPM_Dephostatin:3.0,-8.9805819149,-0.899874532
efflux_inhibition:Chlorpromazine:1.0,-6.1002813842,0.3248099579
efflux_inhibition:Chlorpromazine:2.0,-18.3483300129,0.7242453888
efflux_inhibition:Chlorpromazine:3.0,-4.2827051316,0.7378409044
efflux_inhibition:PABN:1.0,-4.6858673795,-0.7437616609000001
efflux_inhibition:PABN:2.0,-13.1299989271,0.45186304780000003
efflux_inhibition:no_treatment:1.0,-1.2841131372999999,-0.8162575195
efflux_inhibition:no_treatment:2.0,0.7889347425000001,0.1837018931
efflux_inhibition:no_treatment:3.0,0.49517839480000003,0.6325556263000001
efflux_inhibition:Chlorpromazine:4.0,-3.4297335333,0.33944339630000003
efflux_inhibition:PABN:3.0,-21.9739729543,-0.1504654271
fis_regulatory_network:GX_EE:1.0,9.8406894442,-0.0867909107
fis_regulatory_network:GX_EE:2.0,-12.1812643856,0.0916357374
fis_regulatory_network:GX_TS:1.0,-1.6629491498,0.2845204485
fis_regulatory_network:GX_TS:2.0,-1.1823776801,-0.0837661006
fis_regulatory_network:WT_EE:1.0,0.2948647628,-0.024788964900000002
fis_regulatory_network:WT_EE:2.0,-0.2948647628,0.024788964900000002
fis_regulatory_network:WT_TS:1.0,-2.4119349281,0.6038375524
fis_regulatory_network:WT_TS:2.0,-2.0933315904,0.2856567678
fis_regulatory_network:OX_EE:1.0,-14.6270053196,0.2914560517
fis_regulatory_network:OX_EE:2.0,-13.9909020184,0.3826071588
fis_regulatory_network:OX_TS:1.0,-0.846075016,-0.2721433833
fis_regulatory_network:OX_TS:2.0,0.8194706648000001,0.3971264131
persisters:rep:1.0,-0.7423824843,0.140484562
persisters:rep:2.0,0.7423824843,-0.140484562
proQ_pulse_expression:empty_vector:1.0,-0.06308112710000001,-0.0425218348
proQ_pulse_expression:empty_vector:2.0,0.06308112710000001,0.0425218348
proQ_pulse_expression:long_STnc540_overexpression:1.0,0.1644353757,-0.028111481600000002
proQ_pulse_expression:long_STnc540_overexpression:2.0,-0.48086936,-0.0409493333
proQ_pulse_expression:short_STnc540_overexpression:1.0,-0.8373650650000001,-0.061923006200000005
proQ_pulse_expression:short_STnc540_overexpression:2.0,-0.134605515,-0.0259686483
proQ_virulence:dhfq_dproQ_LB:1.0,-7.078440258,-0.0337076202
proQ_virulence:dhfq_dproQ_LB:2.0,2.4866478339,0.5731811657
proQ_virulence:dhfq_dproQ_LB:3.0,2.4054444804,0.0774935427
proQ_virulence:dhfq_dproQ_SPI-2:1.0,-21.6715517642,0.4464643567
proQ_virulence:dhfq_dproQ_SPI-2:2.0,-21.429969152,0.5117788919
proQ_virulence:dhfq_dproQ_SPI-2:3.0,-20.7588578995,0.3655593733
proQ_virulence:dhfq_LB:1.0,-14.1670355779,0.6297192923
proQ_virulence:dhfq_LB:2.0,-6.4538506662,0.5896765806
proQ_virulence:dhfq_LB:3.0,-11.0720868553,0.5863022313
proQ_virulence:dhfq_SPI-2:1.0,-20.4114719866,-0.0408671166
proQ_virulence:dhfq_SPI-2:2.0,-20.2685453736,-0.0289318954
proQ_virulence:dhfq_SPI-2:3.0,-20.1808775495,-0.1183030421
proQ_virulence:dproQ_LB:1.0,-3.2336770702,0.07407598630000001
proQ_virulence:dproQ_LB:2.0,0.0570225449,0.2616184312
proQ_virulence:dproQ_LB:3.0,0.9060786643000001,0.4050328465
proQ_virulence:dproQ_SPI-2:1.0,-22.9641675247,0.7660658918000001
proQ_virulence:dproQ_SPI-2:2.0,-22.6615857776,0.7868821386
proQ_virulence:dproQ_SPI-2:3.0,-22.2694281467,0.7212890865
proQ_virulence:WT_LB:1.0,-4.9317485498,0.16396626220000002
proQ_virulence:WT_LB:2.0,-1.0079851605,-0.0393579206
proQ_virulence:WT_LB:3.0,5.9397337103000005,-0.1246083416
proQ_virulence:WT_SPI-2:1.0,-22.1629775185,0.37969533910000003
proQ_virulence:WT_SPI-2:2.0,-21.5891521633,0.5077259415
proQ_virulence:WT_SPI-2:3.0,-21.8276083105,0.5585309357
rcsB:del_rcsB_S207C:1.0,-0.14050903280000002,-0.1312436466
rcsB:del_rcsB_WT:1.0,0.7103763408,-0.0778294352
rcsB:del_rcsB:1.0,-1.0242120836,-0.0678172056
rcsB:del_rcsB_H12A:1.0,-0.353858746,-0.08526874770000001
rcsB:del_rcsB_D56A:1.0,0.602360766,0.0397486581
rcsB:del_rcsB_M88A:1.0,0.19171185070000002,0.0485811744
rcsB:del_rcsB_H77A:1.0,1.3640623493000001,-0.1218507884
rcsB:del_rcsB_L108A:1.0,-0.42676074820000004,0.091209828
rcsB:del_rcsB_S207C:2.0,-0.3277587078,-1.2187164898
rcsB:del_rcsB_WT:2.0,-0.09584164070000001,0.11620528670000001
rcsB:del_rcsB:2.0,3.2479192013000002,-0.0986797147
rcsB:del_rcsB_H12A:2.0,6.9348520859,-0.0409533164
rcsB:del_rcsB_D56A:2.0,-0.09445320310000001,0.5077685283
rcsB:del_rcsB_H77A:2.0,5.74000178,0.173891928
rcsB:del_rcsB_L108A:2.0,-0.9722868051,0.0037456819
rcsB:del_rcsB_WT:3.0,-0.6145347001,-0.0383758515
rcsB:del_rcsB_H12A:3.0,-1.1043661304,0.1007690158
rcsB:del_rcsB_D56A:3.0,-1.4687652791,-0.1895363101
rcsB:del_rcsB_M88A:2.0,-1.2216292537,-0.0937811909
rcsB:del_rcsB_H77A:3.0,-1.8654916467,0.17428208620000002
rcsB:del_rcsB_L108A:3.0,-1.5705803248999999,-0.0482178294
ribodepletion:RiboZero:1.0,0.0375580925,0.0260376489
ribodepletion:RiboZero:2.0,-0.0375580925,-0.0260376489
single_carbon_source:mucic:1.0,-0.4943961985,0.0552244868
single_carbon_source:mucic:2.0,0.4943961985,-0.0552244868
single_carbon_source:tartarate:1.0,-2.6292246939,-0.27579199400000004
single_carbon_source:tartarate:2.0,-1.1348231236,-0.062139801300000005
ssrA_ssrB_TCS:ssrB_minus:1.0,-3.385609958,0.0391908108
ssrA_ssrB_TCS:ssrB_minus:2.0,1.7447814935000001,-0.058000026
ssrA_ssrB_TCS:ssrB_minus:3.0,1.6408284645,0.018809215100000002
ssrA_ssrB_TCS:ssrB_plus:1.0,-5.5028938417,-0.3599253912
ssrA_ssrB_TCS:ssrB_plus:2.0,-4.9043697814,-0.5327364647
ssrA_ssrB_TCS:ssrB_plus:3.0,1.1745638228,-0.3531205604
yedF:WT:1.0,1.7908042659,0.5839472762
yedF:WT:2.0,-1.7908042659,-0.5839472762
yedF:del_yedF:1.0,11.0708904949,1.5301605957
yedF:del_yedF:2.0,13.329961546,1.4245729367
yedF:del_yedF:3.0,16.7237010313,1.0578401647
14028S_paratyphiA:37C_stationary:1.0,-7.5511963948,1.3210511065000001
14028S_paratyphiA:42C_log:1.0,-1.8483412666999999,0.37070768590000003
14028S_paratyphiA:37C_log:1.0,2.0480252981,-0.0929555732
14028S_paratyphiA:42C_log:2.0,-2.8294516896,0.1789013748
14028S_paratyphiA:37C_stationary:2.0,-7.6228414322999996,1.2204715642
14028S_paratyphiA:37C_log:2.0,-2.0480252981,0.0929555732
7TF:hilC:1.0,-1.4342559297,-1.6155217778000002
7TF:del_hilD:1.0,0.20352786350000002,0.21160284540000002
7TF:WT:1.0,0.028550795700000003,-0.021034811900000002
7TF:hilD:1.0,-0.0044484499,-1.1147854403
7TF:WT:2.0,0.13587262,-0.0727430829
7TF:del_sprB:1.0,-0.051328576800000004,-0.3666439761
7TF:del_rtsB:1.0,2.8288568932000002,-0.1821421352
7TF:rtsA:1.0,0.48379027420000004,-1.4434799414000001
7TF:del_invF:1.0,0.3655009561,0.0035374902
7TF:sprB:1.0,-0.9348108981000001,-1.1587926367999999
7TF:hilD:2.0,-0.8289912072000001,-1.2702671154
7TF:del_invF:2.0,0.36413954060000003,-0.15762463300000001
7TF:del_rtsB:2.0,2.8184447212,-0.2515758141
7TF:hilC:2.0,-1.3873417417,-0.9110854802
7TF:WT:3.0,-0.48742803090000003,0.0460459563
7TF:del_hilD:2.0,-0.4796987916,-0.0588918665
7TF:rtsA:2.0,0.5129198549,-0.5858498997
7TF:invF:1.0,0.2853077927,-0.5432778213
7TF:invF:2.0,-1.2988333848,-1.1358337044
7TF:sprB:2.0,-2.7753023884,-1.6148148246
7TF:del_sprB:2.0,0.23656241890000002,-0.5408884937
7TF:WT:4.0,0.3230046152,0.0477319384
MMC:del_rtcB_No treatment:1.0,1.0303763173,0.1906460537
MMC:WT_No_treatment:1.0,0.18965837800000002,0.0729465719
MMC:WT_No_treatment:2.0,-1.2013932897,0.24747934200000002
MMC:del_rtcR_No_treatment:1.0,-0.2524391583,0.13061840500000002
MMC:del_rtcR_3mM_MMC:1.0,-0.8485718098,0.2487159395
MMC:WT_No_treatment:3.0,1.0117349117,-0.3204259139
MMC:del_rtcB_3mM_MMC:1.0,-1.8841048733,0.6237190921
MMC:del_rtcB_3mM_MMC:2.0,-1.1371041421,0.47506151290000004
MMC:del_rtcR_3mM_MMC:2.0,-0.9900049830000001,0.48387124950000004
MMC:del_rtcR_3mM_MMC:3.0,-1.7377679489000002,0.2732436283
MMC:del_rsr_No_treatment:1.0,-1.103940016,-0.3081924153
MMC:del_rtcB_3mM_MMC:3.0,-1.9859798623,0.6571261084000001
MMC:del_rtcR_No_treatment:2.0,1.4236051652000001,-0.057386713000000006
MMC:del_rsr_3mM_MMC:1.0,-2.3250735430000002,0.5537916086
MMC:del_rtcB_No treatment:2.0,-0.060004987,0.176500287
MMC:WT_3mM_MMC:1.0,-2.8592063614,0.601630505
MMC:del_rsr_3mM_MMC:2.0,-4.4575963915,0.41369188570000004
MMC:WT_3mM_MMC:2.0,-2.0807506234,0.561670827
MMC:del_rsr_No_treatment:2.0,-5.4874333309,-0.1685457846
MMC:del_rtcB_No treatment:3.0,0.2193939715,0.0700465039
MMC:del_rsr_No_treatment:3.0,-1.8744314023,-0.1915716775
Nontyphoidal_comparisons:rep:1.0,0.4914747233,0.0025319145000000003
Nontyphoidal_comparisons:rep:2.0,-1.227807893,0.10541563
Nontyphoidal_comparisons:rep:3.0,0.7363331697000001,-0.1079475445
araC:delta_araC_LB:1.0,0.9799458277,0.3801738999
araC:WT_LB:1.0,0.5278155272,0.0522703754
araC:WT_LB:2.0,-0.5278155272,-0.0522703754
araC:delta_araC_LB:2.0,0.8004585949,0.0557202607
csgD:WT_planktonic_TP1:1.0,-2.5847487390000003e-16,0.0
csgD:del_csgD_planktonic_TP2:1.0,-6.2956549202,0.3076356166
csgD:WT_aggregate_TP2:1.0,-6.9772439143,-0.8581059455000001
csgD:del_csgD_planktonic_TP1:1.0,2.1000971505,0.1949338588
csgD:WT_planktonic_TP3:1.0,-18.4476840467,0.6481663949
csgD:del_csgD_planktonic_TP3:1.0,-14.8002435173,0.7987455373
csgD:WT_planktonic_TP2:1.0,-4.177000554,0.1752374271
csgD:WT_aggregate_TP3:1.0,-11.4677264415,-0.5490344115
csgD:PcsgD_planktonic_lux_TP1:1.0,0.5888519632,0.4278842195
csgD:PcsgD_planktonic_lux_TP4:1.0,-18.9335197872,1.0257296091
csgD:PcsgD_aggregate_lux_TP3:1.0,-12.874586088400001,-0.6744421181
csgD:PcsgD_planktonic_lux_TP2:1.0,-3.9258174219,0.6213547072
csgD:PcsgD_planktonic_lux_TP3:1.0,-18.5544406619,0.7145280388
csgD:del_csgD_planktonic_TP4:1.0,-13.3620187308,0.39706572910000004
csgD:WT_aggregate_TP4:1.0,-12.3057040023,-0.3774452699
csgD:PcsgD_aggregate_lux_TP4:1.0,-13.0579024478,0.25432571460000003
csgD:PcsgD_aggregate_lux_TP2:1.0,-3.9654597297,-0.8440697551
csrA:10min_LB_csrA:1.0,1.6173955241,-4.8269305688
csrA:10min_LB_WT:1.0,4.3039063481,-5.2369664459
csrA:2.5min_LB_csrA:1.0,2.8013073076,-3.0338620473
csrA:5min_mLPM_WT:1.0,5.8096062914,-3.4012737758
csrA:15min_mLPM_csrA:1.0,9.7459122372,-2.4354783322
csrA:5min_LB_WT:1.0,2.8638497688,-5.9335977098
csrA:2.5min_LB_WT:1.0,7.1461565829,-2.4812010519
csrA:0min_LB_WT:1.0,-2.8902446295,0.1552619563
csrA:15min_LB_WT:1.0,4.0301631199,-4.8948232575
csrA:0min_mLPM_WT:1.0,-6.272591419,0.0066144139
csrA:15min_LB_csrA:1.0,1.4358394483999999,-3.9919070248
csrA:15min_mLPM_WT:1.0,13.5409526392,-2.172127955
csrA:15min_LB_csrA:2.0,0.8411310392,-5.0490049499
csrA:0min_mLPM_WT:2.0,-6.9677291796,-0.0814532354
csrA:0min_LB_csrA:1.0,-5.2256781871,0.1749588174
csrA:15min_LB_WT:2.0,1.9604940826,-4.3744520108
csrA:15min_mLPM_WT:2.0,12.4747763859,-1.9809236246
csrA:5min_LB_WT:2.0,6.1960720042,-5.6810922848
csrA:5min_mLPM_WT:2.0,6.4868862376,-2.9615769958
csrA:2.5min_LB_WT:2.0,3.0258128867,-2.5826529008
csrA:5min_mLPM_csrA:1.0,3.9263133583,-3.2684714031
csrA:0min_LB_csrA:2.0,-3.5129814318,0.2939223959
csrA:15min_mLPM_csrA:2.0,10.4499245011,-2.3767013569
csrA:5min_mLPM_csrA:2.0,4.2945114841,-3.5739997621
csrA:10min_LB_WT:2.0,2.4408244482,-5.2974781494
csrA:0min_LB_WT:2.0,2.8902446295,-0.1552619563
csrA:5min_LB_csrA:1.0,1.0466669707,-5.6703029196
csrA:10min_mLPM_csrA:1.0,8.113784033,-2.9836514066
csrA:10min_mLPM_csrA:2.0,8.3887219982,-2.9339297414
csrA:5min_LB_csrA:2.0,2.8274515328,-4.87797923
csrA:2.5min_LB_csrA:2.0,0.202422393,-2.8888232543
csrA:10min_LB_csrA:2.0,1.8922594928,-4.501873143
flagellum:ΔSTM14_1829 :1.0,18.6267716929,-0.6041655264
flagellum:ΔSTM14_1829 :2.0,18.8579754839,-0.6610679361
flagellum:WT:1.0,-0.1654040076,-0.21857041
flagellum:WT:2.0,0.49584396620000004,0.212347057
flagellum:ΔSTM14_1829 :3.0,15.9917236002,-0.7790569135000001
flagellum:WT:3.0,-0.3304399586,0.006223353
fliA:del_rpoF:1.0,5.9163112881,-0.2608548899
fliA:WT:1.0,0.8497076691000001,-0.0313831186
fliA:del_rpoF:2.0,5.2204280929,-0.5592125709
fliA:WT:2.0,-0.8497076691000001,0.0313831186
mgtC:empty_pUH21:1.0,-0.1435980325,-0.0584781891
mgtC:pUH_mgtC:1.0,-0.0040034731,-0.1889555402
mgtC:empty_pUH21:2.0,0.1435980325,0.0584781891
mgtC:pUH_mgtC:2.0,-0.1025703526,-0.1971055947
mgtCBR:empty_pBAD18:1.0,-0.0143273475,0.0142803752
mgtCBR:mgtC_pBAD113:1.0,1.8111740548,-0.0794865141
mgtCBR:empty_pBAD18:2.0,0.0143273475,-0.0142803752
mgtCBR:mgtC_pBAD113:2.0,2.1236184025,-0.11899027820000001
novobiocin:100_Novobiocin_60min:1.0,-15.6195556023,0.6123132517000001
novobiocin:500_Novobiocin_60min:1.0,-14.7522723179,0.9511276063
novobiocin:0_Novobiocin_60min:1.0,-8.565015935,-0.2481950154
novobiocin:0_Novobiocin_0min:1.0,1.222513821,0.0146571088
novobiocin:100_Novobiocin_60min:2.0,-15.6004995348,0.5815230289000001
novobiocin:0_Novobiocin_10min:1.0,-13.756177359,0.2609766432
novobiocin:500_Novobiocin_20min:1.0,-14.6591420317,0.5781852117
novobiocin:0_Novobiocin_20min:1.0,-12.9740168761,0.4864551206
novobiocin:0_Novobiocin_60min:2.0,-9.1265391391,-0.1180244349
novobiocin:0_Novobiocin_10min:2.0,-12.9761319626,0.3984470678
novobiocin:500_Novobiocin_60min:2.0,-16.0734924031,0.8966652766000001
