,A,Anr
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,0.5869278798,-0.04485868
Metabolic_fitness_plasmid:PAO1_pBS228:1,2.4252954887,-0.439305003
Metabolic_fitness_plasmid:PAO1_pBS228:2,1.4585469922,-0.332270074
Metabolic_fitness_plasmid:PAO1_RmS149:1,0.7364683565,0.00261888
Metabolic_fitness_plasmid:PAO1_RmS149:2,0.0981982404,0.112128394
Mucin_glycans:ABTGC:1,0.2468109457,0.457248843
Mucin_glycans:ABTGC:2,1.0841031574,-0.110819817
Mucin_glycans:ABTGC:3,0.8136236934000001,-0.336447616
Mucin_glycans:ABTGC:4,-0.94347963,0.020718493
Mucin_glycans:ABTGC:5,-1.2010581665,-0.030699903
Mucin_glycans:MUC5B:1,4.2134216993,1.668345269
Mucin_glycans:MUC5B:2,5.183198144,1.8257436720000002
Mucin_glycans:Glycans:1,1.4761659928,0.8009372170000001
Mucin_glycans:Glycans:2,1.3916273788,0.236097299
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,0.6991762578,0.665439942
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,0.3273619752,0.5015930510000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,0.3123083052,0.691816187
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-0.7643386087,-0.364611199
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-1.0163898475,-0.450109325
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-0.9499877173000001,-0.31053710300000004
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,1.8345958063,0.428952522
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,2.9710060665,0.6724237150000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,2.0235214201,0.46113955500000003
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-3.1279612698,-0.490902555
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-2.4784629425,-0.50682392
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-1.2226990805,-0.564789318
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.0822454235,0.184624383
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.0822454235,-0.184624383
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,-1.8488220001000002,-0.484815427
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,-1.4540990289,-0.26992206700000004
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,-3.0981403272,-0.19816983
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,-3.5773063992000003,-0.30157441100000004
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,1.4053880838000001,0.34218565500000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,2.4468408047,0.29455522900000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,3.6291216428,0.311023264
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,1.0506870275,0.38093766300000004
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-1.5461427337,-0.007142645
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,0.1561096835,-0.12633412800000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,1.2548675411999999,0.12205141200000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,0.13516550900000002,0.011425361
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,7.2276354998,0.97507692
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,7.4444200083,0.898144991
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-1.4985629477,-0.0033346720000000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,0.2008338656,-0.122520427
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,1.2977290821,0.125855099
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,-1.5197018770000001,1.010136787
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,-1.2705502095,0.9888041630000001
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,1.1868228345,0.5083875870000001
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,1.4431624979,0.264363573
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,0.9710873135,-0.641455746
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,0.8113302414,-0.70220981
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,1.0078345316,-0.655275394
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,2.6384482165,-0.797127545
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,2.7235655962000003,-0.6526615370000001
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,2.6416960124999997,-0.5848739780000001
Rosmarinic_acid:PAO1-100UMRA:1,-2.14081445,-0.235256858
Rosmarinic_acid:PAO1-100UMRA:2,-1.4793788334,-0.568149487
Rosmarinic_acid:PAO1_DMSO_Control:1,1.4757306962,0.24429766600000002
Rosmarinic_acid:PAO1_DMSO_Control:2,-1.5492980766,-0.09403283300000001
Rosmarinic_acid:PAO1_DMSO_Control:3,0.0735673803,-0.15026483200000001
Testosterone_treatment:Testosterone_Control:1,0.297409617,0.00041056
Testosterone_treatment:Testosterone_Control:2,-0.297409617,-0.00041056
Testosterone_treatment:Testosterone_2.5:1,0.43017556690000003,0.19492366300000002
Testosterone_treatment:Testosterone_2.5:2,0.4531372825,0.134329631
Tf_toxin_expression:PAO1_WT:1,0.3847570544,0.069959081
Tf_toxin_expression:PAO1_WT:2,-0.3847570544,-0.069959081
Tf_toxin_expression:PAO1_derfA:1,0.9315563146,0.019312202
Tf_toxin_expression:PAO1_derfA:2,0.18816257800000002,0.021636007000000002
Zinc_treatment:PA_Zn:1,2.0312802935,-0.005621939
Zinc_treatment:PA_Zn:2,1.7514119908999999,0.019842407000000003
Zinc_treatment:PA_Zn:3,1.4868046334,-0.002060642
Zinc_treatment:PA_Zn_wt:1,0.1664478117,-0.033611163
Zinc_treatment:PA_Zn_wt:2,-0.1664478117,0.033611163
Paeru_PRECISE:CAMHB_wt:1,4.5914433479,-0.171784809
Paeru_PRECISE:CAMHB_wt:2,3.366943244,-0.498597561
Paeru_PRECISE:CAMHB_wt:3,6.2868854404,-0.452932836
Paeru_PRECISE:CAMHB_wt:4,4.0286768311,-0.6911584230000001
Paeru_PRECISE:M9glucAA_Pqt10:1,-2.0203835694,-0.014298869
Paeru_PRECISE:M9glucAA_Pqt10:2,-4.493607041,0.13752777400000002
Paeru_PRECISE:M9glucAA_Pqt:1,-4.0477067604,0.243501032
Paeru_PRECISE:M9glucAA_Pqt:2,-1.5458312536,0.259286805
Paeru_PRECISE:M9glucAA_wo_Pqt:1,-1.8446176236,0.241932841
Paeru_PRECISE:M9glucAA_wo_Pqt:2,-2.5214229133,0.123191226
Paeru_PRECISE:M9glucAA_NaCl:1,-11.5654599556,-0.607072477
Paeru_PRECISE:M9glucAA_NaCl:2,-11.408188376,-0.7116011360000001
Paeru_PRECISE:M9glucAA_NaCl:3,-11.591854852099999,-0.7494402990000001
Paeru_PRECISE:CAMHB_wt:5,-0.6930438999999999,-0.555304784
Paeru_PRECISE:CAMHB_wt:6,0.3061951178,-0.393021237
Paeru_PRECISE:LB_wt:1,6.8594967808,-0.9612385750000001
Paeru_PRECISE:LB_wt:2,6.1998022997,-0.8324495930000001
Paeru_PRECISE:M9glucAA_wt:1,-0.0802315712,-0.02597524
Paeru_PRECISE:M9glucAA_wt:2,0.0802315712,0.02597524
Paeru_PRECISE:M9glucAA_lowpH:1,6.5608322413,0.20798928600000002
Paeru_PRECISE:M9glucAA_lowpH:2,3.3468557553,0.141527861
Paeru_PRECISE:M9glucAA_DPD:1,-7.5577058311,-0.097579336
Paeru_PRECISE:M9glucAA_DPD:2,-5.3018102211,-0.075541965
Paeru_PRECISE:M9sucAA_wt:1,2.5482714173,-0.47998066500000003
Paeru_PRECISE:M9sucAA_wt:2,-0.3122638549,-0.653546881
Paeru_PRECISE:M9glucAA_NaCl:4,-11.0754634542,-0.711182513
Paeru_PRECISE:M9glucAA_NaCl:5,-11.0153514963,-0.642972227
Paeru_PRECISE:M9sucAA_wt:3,3.5845549237,-0.23675315900000002
Paeru_PRECISE:M9sucAA_wt:4,2.5820129716,-0.125256904
Paeru_PRECISE:R10LB_wt:1,4.4108679826,-0.3174239
Paeru_PRECISE:M9glucAA_NaCl:6,-5.3167498935,-0.423561287
Paeru_PRECISE:M9glucAA_NaCl:7,-4.6852448701,-0.47102968300000003
Paeru_PRECISE:M9fructAA_wt:1,-3.8382804512,-0.36741728
Paeru_PRECISE:M9fructAA_wt:2,-2.5094576334000003,-0.5254237740000001
Paeru_PRECISE:M9GlcNAcAA_wt:1,-0.3297184709,-0.773553496
Paeru_PRECISE:M9GlcNAcAA_wt:2,-1.3191205374,-0.5850668870000001
Paeru_PRECISE:M9pyruvAA_wt:1,-5.9495498905,-0.984505959
Paeru_PRECISE:M9pyruvAA_wt:2,1.3153344178,-0.40489798200000005
Paeru_PRECISE:M9fructAA_wt:3,-2.2429152766,-0.608948605
Paeru_PRECISE:M9fructAA_wt:4,-4.9850603311,-0.946833798
Paeru_PRECISE:M9GlcNAcAA_wt:3,2.0415004815,-0.876185321
Paeru_PRECISE:M9GlcNAcAA_wt:4,2.0043020535,-0.5277887840000001
Paeru_PRECISE:M9glycAA_wt:1,-0.8653276360000001,-0.6007305860000001
Paeru_PRECISE:M9glycAA_wt:2,1.1641529304,-0.653356622
Paeru_PRECISE:M9pyruvAA_wt:3,3.7153350431,-0.709719987
Paeru_PRECISE:CAMHB_wt:7,6.1559726182,0.004616487000000001
Paeru_PRECISE:CAMHB_wt:8,5.2929002108,-0.118434416
Paeru_PRECISE:R10LB_wt:2,0.5459871023,-0.213664646
Paeru_PRECISE:R10LB_wt:3,2.4461767521,0.024617991000000002
Paeru_PRECISE:R10LB_wt:4,-0.47865564200000005,-0.655799686
Paeru_PRECISE:R10LB_wt:5,-3.8442726912,-1.000621094
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,5.9086434293,-0.44028367300000004
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,-1.126596122,-0.47330987700000005
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,-3.891743967,-0.952380886
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,-4.42457779,-1.002809609
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,4.5074753063,-0.527898508
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,0.9353562160000001,-0.341997885
Paeru_PRECISE:M9sucAA_wt:5,0.8456824946,-0.108246088
Paeru_PRECISE:M9sucAA_wt:6,0.1591345957,-0.139698648
Paeru_PRECISE:R10LB_wt:6,-6.2472353889,-1.148676445
Paeru_PRECISE:R10LB_wt:7,-6.971477935,-1.307042734
Paeru_PRECISE:LB_wt:3,3.4490371157,-2.116852923
Paeru_PRECISE:LB_wt:4,3.5844047211,-2.062596483
Paeru_PRECISE:R10LB_NaCl:1,1.8537701444999999,-2.228310312
Paeru_PRECISE:R10LB_NaCl:2,-2.84493252,-1.570498509
Paeru_PRECISE:M9glucAA_PAO1_wt:1,-5.7690630102,-1.833607266
Paeru_PRECISE:M9glucAA_Zn:1,-4.9348230346,-2.298826911
Paeru_PRECISE:M9glucAA_Cu:1,-8.0491031847,-2.368842036
Paeru_PRECISE:M9glucAA_NaOCl:1,-4.7460435190000005,-2.112107211
Paeru_PRECISE:M9GlcNAcAA_8:1,-13.8319082783,-3.195932854
Paeru_PRECISE:M9GlcNAcAA_8:2,-16.8486565571,-2.74215728
Paeru_PRECISE:M9GlcNAcAA_4:1,-14.8231256422,-2.705620732
Paeru_PRECISE:M9GlcNAcAA_4:2,-16.8442127896,-2.876572319
Paeru_PRECISE:M9GlcNAcAA_2:1,-14.569396748,-2.85417613
Paeru_PRECISE:M9GlcNAcAA_2:2,-16.7782547718,-3.251172717
Paeru_PRECISE:M9GlcNAcAA_1:1,-14.5564867304,-3.172679424
Paeru_PRECISE:M9GlcNAcAA_1:2,-16.3635653971,-3.078273787
Paeru_PRECISE:M9glucAA_NaOCl:2,-12.4220911628,-3.11805875
Paeru_PRECISE:M9glucAA_Cu:2,-10.196591473,-2.06609404
Paeru_PRECISE:M9glucAA_Fe:1,-3.034048968,-2.2118983500000002
Paeru_PRECISE:M9glucAA_Fe:2,-2.8121506945,-1.918750104
Paeru_PRECISE:M9glucAA_Zn:2,-5.6076748720000005,-1.841342063
Paeru_PRECISE:M9glucAA_PAO1_wt:2,-7.21180941,-1.9556504870000002
Paeru_PRECISE:CAMHB_Mec:1,5.2173297689,-0.362856361
Paeru_PRECISE:CAMHB_Mec:2,2.2191600922,-0.57891985
Paeru_PRECISE:CAMHB_Azt:1,-2.9149509748,-2.068896668
Paeru_PRECISE:CAMHB_Azt:2,-4.1893360843,-2.030943329
Paeru_PRECISE:CAMHB_Pip:1,9.8499993329,-0.19706329800000003
Paeru_PRECISE:CAMHB_Pip:2,7.2526756454,-0.070095266
Paeru_PRECISE:CAMHB_Ceft:1,4.4289283086,0.358968811
Paeru_PRECISE:CAMHB_Ceft:2,5.4117544583,-0.255316388
Paeru_PRECISE:CAMHB_Ceft:3,6.7569293674,0.38678432500000004
Paeru_PRECISE:CAMHB_Ceft:4,8.2789635868,-0.197212143
Paeru_PRECISE:M9glucAA_Ceft:1,2.8228178767000003,1.051740696
Paeru_PRECISE:M9glucAA_Ceft:2,-1.0641237437,0.969739145
Paeru_PRECISE:M9glucAA_Gent:1,-4.6140758566999995,-0.70359942
Paeru_PRECISE:M9glucAA_Gent:2,-3.6473850933,-0.559036788
Paeru_PRECISE:M9glucAA_Pip:1,-6.1413104622,-0.283519891
Paeru_PRECISE:M9glucAA_Pip:2,-4.1129178496,-0.5060737820000001
Paeru_PRECISE:M9glucAA_Azt:1,-9.666700112000001,-0.9784531890000001
Paeru_PRECISE:M9glucAA_Azt:2,-10.2389445667,-1.013102231
Paeru_PRECISE:CAMHB_Mero:1,6.8220590872999995,0.370982493
Paeru_PRECISE:CAMHB_Mero:2,8.0478321107,0.184831415
Paeru_PRECISE:CAMHB_Tet:1,-8.1556032684,-0.884180731
Paeru_PRECISE:CAMHB_Tet:2,-10.3082978965,-1.275875885
Paeru_PRECISE:R10LB_Gent:1,0.5674765331,0.050011393
Paeru_PRECISE:R10LB_Ceft:1,0.1588193947,0.533058437
Paeru_PRECISE:R10LB_Ceft:2,4.5365095146000005,0.634035266
Paeru_PRECISE:CAMHB_Biofilm:1,-5.1473633155,0.047592233000000005
Paeru_PRECISE:CAMHB_Biofilm:2,-4.9237394337,-0.22059534800000002
Paeru_PRECISE:M9glucAA_Biofilm:1,-2.7569803227,-0.992237189
Paeru_PRECISE:M9glucAA_Biofilm:2,-2.9769581943,-0.9798560180000001
Paeru_PRECISE:R10LB_Gent:2,1.1459126599,0.013304676000000001
Paeru_PRECISE:R10LB_Pip:1,0.09652521600000001,0.039546741
Paeru_PRECISE:R10LB_Pip:2,-2.3643500742,-0.228726708
Paeru_PRECISE:R10LB_Mec:1,-3.9137938379,-0.597763731
Paeru_PRECISE:R10LB_Mec:2,-5.2223009507,-0.8775991970000001
Paeru_PRECISE:CAMHB_Azt:3,-4.2834130176,-1.4200001690000001
Paeru_PRECISE:CAMHB_Azt:4,0.7736312871000001,-0.982252063
Paeru_PRECISE:CAMHB_Biofilm:3,1.5260875296,-0.10205920700000001
Paeru_PRECISE:CAMHB_Biofilm:4,-1.2670582419,-0.114778905
Paeru_PRECISE:M9glucAA_Biofilm:3,-3.9874102491,-1.224368784
Paeru_PRECISE:M9glucAA_Biofilm:4,-4.4995687251,-1.23582171
Paeru_PRECISE:R10LB_Mero:1,-4.6784191075,-1.390110295
Paeru_PRECISE:R10LB_Mero:2,-4.2886797088,-1.440362653
Paeru_PRECISE:LB_Cam:1,-12.4393971543,-3.007646754
Paeru_PRECISE:LB_Cam:2,-11.5157793582,-2.701557321
Paeru_PRECISE:CAMHB_Ceft:5,3.7813182695,0.380431507
Paeru_PRECISE:CAMHB_Cip:1,6.3446258387,0.27672592300000004
Paeru_PRECISE:CAMHB_Cip:2,4.4535750115,0.570663087
ampC_mutation:PA_Cef_taz_wt:1,0.3287163635,0.205824952
ampC_mutation:PA_mutS_Cef_taz:1,0.8925156436,0.20591741300000002
ampC_mutation:PA_mutS:1,-3.2233174372,-0.127783467
ampC_mutation:PA_mutS:2,-6.9471371343,-0.704232312
ampC_mutation:PA_mutS:3,-3.3343244029,0.39071512500000005
ampC_mutation:PA_Cef_taz_wt:2,-0.3287163635,-0.205824952
ampC_mutation:PA_mutS_Cef_taz:2,-2.2750517842,0.555568444
ampC_mutation:PA_mutS:4,-2.2700308576,0.44791266100000005
ampC_mutation:PA_mutS:5,-7.4549673048,-0.643459828
ampC_mutation:PA_mutS:6,-2.1852574649,0.33363006100000003
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,-0.3740488926,0.214379588
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,0.4612089412,-0.40075532
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,0.8395576057,0.31482907600000004
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,0.1317325996,-0.32965155
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,-2.7625181885,-0.009672053
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,-2.5280846831,-0.002825765
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,-0.0645275487,-0.20254606500000003
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,0.0645275487,0.20254606500000003
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,-1.4601052869,-0.314506133
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,-1.4831918981,-0.214830233
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,-0.8136132334,0.249400842
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,-1.0049486347,-0.47961440600000005
cysB_mutant:PAO1HH_wt:1,0.5055527445,-0.047231268
cysB_mutant:PAO1HH_wt:2,-0.5055527445,0.047231268
cysB_mutant:cysBHH:1,-3.4569202949,0.9924221150000001
cysB_mutant:cysBHH:2,-3.5298986301,1.009554622
cysB_mutant:cysBHH:3,-3.6770154651,1.185445679
ersA_knockout:delersA:1,4.4541479214,0.6373523950000001
ersA_knockout:delersA:2,4.2055988793,0.24988277800000003
ersA_knockout:wt_BHI:1,3.4884894258,0.222738765
ersA_knockout:wt_BHI:2,-3.4884894258,-0.222738765
gcsR_mutant:PAO1_rep_wt:1,-0.039512192,0.008329646000000001
gcsR_mutant:PAO1_rep_wt:2,0.039512192,-0.008329646000000001
gcsR_mutant:GcsR_rep:1,1.5105540742999999,-0.09539201700000001
gcsR_mutant:GcsR_rep:2,1.4865783908,-0.151246861
mexZ_knockout:del_mexZ:1,-1.4862265758,0.026820478000000002
mexZ_knockout:del_mexZ:2,-0.1393704077,-0.116547443
