,A,fliA
omv:spi1_ind_highOD_intracellularRNAs:3.0,9.5963153128,2.6716554804
omv:controlPCN_lowOD_intracellularRNAs:1.0,-0.16342412950000001,0.051031845000000006
omv:controlPCN_lowOD_intracellularRNAs:2.0,-0.0454407404,-0.2040297016
omv:spi2_ind_lowOD_intracellularRNAs:3.0,-11.1392635637,-2.4190271389
omv:controlPCN_lowOD_intracellularRNAs:3.0,0.2088648699,0.1529978566
sv5015:STM1625:1.0,-3.9250391945,-0.0433531979
sv5015:STM1625:2.0,-3.9491309762,-0.0070615178
sv5015:STM1625:3.0,-4.0006416658,-0.2425927633
sv5015:STM0581:1.0,-1.1139269276000001,0.011556750900000001
sv5015:STM0581:2.0,-0.9711414502000001,0.23600318820000002
sv5015:STM0581:3.0,-0.7482835738,0.2884816747
sv5015:WT:1.0,-0.22620804190000002,-0.0567829939
sv5015:WT:2.0,0.3823479073,-0.0137256601
sv5015:WT:3.0,-0.1561398655,0.070508654
tomato:tomato_root:1.0,-9.7766582451,-1.4881929115
tomato:tomato_root:2.0,-10.3147139451,-2.068348929
tomato:tomato_root:3.0,-10.8988376975,-2.2078674084
tomato:LB:1.0,1.6380933616000002,0.3946331025
tomato:LB:2.0,-1.6380933616000002,-0.3946331025
AcrB_efflux_virulence:AcrB_D408A:1.0,2.5172510013,1.0076253566
AcrB_efflux_virulence:AcrB_D408A:2.0,4.1583920989,1.3333190252
AcrB_efflux_virulence:AcrB_D408A:3.0,3.6995602969,1.1647970301
AcrB_efflux_virulence:WT:1.0,0.6811431916,0.1384847837
AcrB_efflux_virulence:WT:2.0,-0.44108084540000003,-0.1014288716
AcrB_efflux_virulence:WT:3.0,-0.2400623462,-0.037055912100000005
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,8.5675215009,-0.0170014442
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,6.7639920085,-1.6041690067
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,7.828525615,-1.3354544518
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,9.7123703846,1.0727652816
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,9.7599898227,-1.1203721378
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,3.7233871388,-2.5313194494999998
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,8.8662530425,0.8834433214
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,7.3410604035,0.2464037751
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,6.6555776085,0.0629397081
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,4.3611670192,0.2771332246
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,4.6031061606,-2.1649122517
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,7.1629700163,-1.3620305274
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,5.8971876082,-1.5930274706
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,5.1727469273,-1.9405304519
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,4.9521302458,-2.0963796018
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,2.5562438837,-1.8890272921
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,9.6869957341,0.3735564477
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,-0.0477642896,-0.7858281023
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,5.6037836042,-0.027162719000000002
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,4.4204767544,-1.6283337828
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,-1.7833095440000002,-1.7921967301000001
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,4.005122324,-0.4588030173
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,9.2467386138,0.7775107646
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,-13.2518609378,-0.3187077473
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,8.8936391754,-1.1857127615
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,6.8735397221,-1.0795829201
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,5.5154532656,-1.360624258
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,10.4498798024,0.39274966850000004
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,-1.4267639221000001,-3.1500185436
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,2.236927868,-2.7103973685
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,7.3475290955,-1.1690208128
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,-2.4289200561,-3.263462027
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,-3.6043721741,-3.8315350154
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,0.1931237116,-0.9100905969
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,0.17008200040000002,-1.8131564982000001
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,-1.1335372972,-2.8628670241
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,-2.7937746168,-3.4490105539
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,-3.8860513423,-3.7956655206
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,-0.6766955883,-2.4895249312
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,8.5144551903,0.5517512753
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,11.3493488264,-0.0139853036
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,2.9991111182,-1.743500942
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,9.4708822988,1.3377992049
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,3.7121789536,-1.0215322948
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,3.7340366972,-1.6401535257000002
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,2.2798106906,-1.9315616635000001
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,-0.3860943942,-0.8016705399
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,0.9234134348,-0.5285275618
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,0.0140071293,-0.5907002519
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,-0.7531550742,-2.9037716651
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,-1.8976712987000002,-2.9753908717
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,-0.6516286786000001,-2.7755373279
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,6.1315599809,0.33880145710000004
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,9.4881504118,0.5796208339000001
OPG:del_opgGH:1.0,-20.6246179503,-3.3733963716
OPG:del_opgGH:2.0,-23.7435454408,-4.3182885939
OPG:del_opgGH:3.0,-24.2079539609,-4.7542113899
OPG:del_opgGH_pBK16:1.0,-1.3777366334,-0.2078838856
OPG:del_opgGH_pBK16:2.0,-0.5329107223,-0.0745595483
OPG:del_opgGH_pBK16:3.0,-0.09064975880000001,0.0012625680000000002
OPG:WT:1.0,-0.15381421480000002,0.0210072389
OPG:WT:2.0,-0.1873601393,-0.0851656508
OPG:WT:3.0,0.3411743541,0.064158412
PinT:pinT+_1h:1.0,0.2253851782,0.1424552868
PinT:pinT+_1h:2.0,-0.2253851782,-0.1424552868
cold_shock_protein:WT_RNAseq:1.0,-0.08891688290000001,0.046232438
cold_shock_protein:WT_RNAseq:2.0,0.8323141704,0.2627136585
cold_shock_protein:WT_RNAseq:3.0,-0.7433972875,-0.3089460965
cold_shock_protein:DeltaCspCE_RNAseq:1.0,-15.2409280993,-2.8491847736
cold_shock_protein:DeltaCspCE_RNAseq:2.0,-16.1581700719,-3.0627660254
cold_shock_protein:DeltaCspCE_RNAseq:3.0,-14.482477768,-3.3316201163
dephostatin:LB_DMSO:1.0,-0.6522864461,-0.1563060725
dephostatin:LB_DMSO:2.0,-0.3996118014,0.1507245684
dephostatin:LB_DMSO:3.0,1.0518982476,0.005581504
dephostatin:LB_Dephostatin:1.0,-1.0576905146,-0.1533008652
dephostatin:LB_Dephostatin:2.0,-1.2056880966,0.35593561290000003
dephostatin:LB_Dephostatin:3.0,-0.3935726471,0.0071623262
dephostatin:LPM_DMSO:1.0,-7.9397264188,-2.0965147397
dephostatin:LPM_DMSO:2.0,-8.6754998197,-2.1407938187
dephostatin:LPM_Dephostatin:1.0,-9.2126719354,-2.6260143649
dephostatin:LPM_Dephostatin:2.0,-9.6698715044,-2.6086585092
dephostatin:LPM_Dephostatin:3.0,-9.5144916546,-2.4892056890000003
efflux_inhibition:Chlorpromazine:1.0,-2.8052499477,0.5317973653
efflux_inhibition:Chlorpromazine:2.0,0.7824041391000001,1.5176226293
efflux_inhibition:Chlorpromazine:3.0,-9.2976314466,-1.9424266022
efflux_inhibition:PABN:1.0,-23.5419111884,-4.205473447
efflux_inhibition:PABN:2.0,-24.0980776459,-2.7225900315000002
efflux_inhibition:no_treatment:1.0,-0.4141494744,-1.066006764
efflux_inhibition:no_treatment:2.0,1.1830380989,0.8397360679
efflux_inhibition:no_treatment:3.0,-0.7688886245000001,0.2262706961
efflux_inhibition:Chlorpromazine:4.0,-8.1251550003,-1.5821485875999999
efflux_inhibition:PABN:3.0,-22.5837244032,-2.89089145
fis_regulatory_network:GX_EE:1.0,-0.4705633448,0.16638315450000002
fis_regulatory_network:GX_EE:2.0,-0.9379745661000001,0.0042152779
fis_regulatory_network:GX_TS:1.0,8.4691849458,0.7923201932
fis_regulatory_network:GX_TS:2.0,5.9515625159,0.5243780802
fis_regulatory_network:WT_EE:1.0,-0.17254556610000002,-0.2344729367
fis_regulatory_network:WT_EE:2.0,0.17254556610000002,0.2344729367
fis_regulatory_network:WT_TS:1.0,7.1024425993,0.8942772313
fis_regulatory_network:WT_TS:2.0,5.7965085353,0.6361570777000001
fis_regulatory_network:OX_EE:1.0,-0.9505777018,-0.47466508290000003
fis_regulatory_network:OX_EE:2.0,-1.5775448670999999,-0.47145735510000003
fis_regulatory_network:OX_TS:1.0,4.2188788052,-0.3762727188
fis_regulatory_network:OX_TS:2.0,4.6283862389,0.6456485609
persisters:rep:1.0,0.2358141776,0.0080521288
persisters:rep:2.0,-0.2358141776,-0.0080521288
proQ_pulse_expression:empty_vector:1.0,-0.1631119151,-0.1871062141
proQ_pulse_expression:empty_vector:2.0,0.1631119151,0.1871062141
proQ_pulse_expression:long_STnc540_overexpression:1.0,0.3782106612,0.030251115800000002
proQ_pulse_expression:long_STnc540_overexpression:2.0,0.654054463,0.5512406354
proQ_pulse_expression:short_STnc540_overexpression:1.0,0.6341638683,0.2998190301
proQ_pulse_expression:short_STnc540_overexpression:2.0,0.20092208290000002,-0.026839744500000002
proQ_virulence:dhfq_dproQ_LB:1.0,-18.1932935839,-3.8612711002
proQ_virulence:dhfq_dproQ_LB:2.0,-17.2752271791,-3.3556740138
proQ_virulence:dhfq_dproQ_LB:3.0,-18.3971598303,-2.8223459768
proQ_virulence:dhfq_dproQ_SPI-2:1.0,-24.5411457354,-4.812390276
proQ_virulence:dhfq_dproQ_SPI-2:2.0,-25.3129265112,-4.9735646431
proQ_virulence:dhfq_dproQ_SPI-2:3.0,-25.4488687191,-4.927351516
proQ_virulence:dhfq_LB:1.0,-9.9321274102,-2.2129313583
proQ_virulence:dhfq_LB:2.0,-11.0724007332,-3.1091741677
proQ_virulence:dhfq_LB:3.0,-11.5826367499,-2.6744900574
proQ_virulence:dhfq_SPI-2:1.0,-27.0529796194,-4.8995263452
proQ_virulence:dhfq_SPI-2:2.0,-26.9376759262,-4.9193707729
proQ_virulence:dhfq_SPI-2:3.0,-26.9709079763,-4.7301531143
proQ_virulence:dproQ_LB:1.0,-5.3764693888,-0.7372526873
proQ_virulence:dproQ_LB:2.0,-3.9823406791,-1.0859712402
proQ_virulence:dproQ_LB:3.0,-2.3632262068,-0.0679398725
proQ_virulence:dproQ_SPI-2:1.0,-18.2455337131,-2.7061687167
proQ_virulence:dproQ_SPI-2:2.0,-19.4684461792,-3.1683849172
proQ_virulence:dproQ_SPI-2:3.0,-18.9030437397,-2.8137043674
proQ_virulence:WT_LB:1.0,-0.1555001435,-0.3740297469
proQ_virulence:WT_LB:2.0,0.2867114295,0.6133215734
proQ_virulence:WT_LB:3.0,-0.131211286,-0.2392918265
proQ_virulence:WT_SPI-2:1.0,-20.4459348941,-3.4157546816
proQ_virulence:WT_SPI-2:2.0,-22.771430491,-4.0984338526
proQ_virulence:WT_SPI-2:3.0,-20.6254296538,-3.5172486237
rcsB:del_rcsB_S207C:1.0,4.779189544,0.8626617827
rcsB:del_rcsB_WT:1.0,2.5771330337,0.8496112533
rcsB:del_rcsB:1.0,19.708622729,2.3776480639
rcsB:del_rcsB_H12A:1.0,10.0494341538,1.5363948072
rcsB:del_rcsB_D56A:1.0,18.3460047974,2.5362894698
rcsB:del_rcsB_M88A:1.0,10.9805060441,1.5154095335000002
rcsB:del_rcsB_H77A:1.0,4.6537570364,0.6051569716
rcsB:del_rcsB_L108A:1.0,2.0557588279,1.4321891461
rcsB:del_rcsB_S207C:2.0,8.0739708015,0.9615733349000001
rcsB:del_rcsB_WT:2.0,-2.625465228,-0.7307877998000001
rcsB:del_rcsB:2.0,16.9693707174,1.9251118934
rcsB:del_rcsB_H12A:2.0,13.2631820211,1.6367489509
rcsB:del_rcsB_D56A:2.0,17.0299262469,2.2636340626
rcsB:del_rcsB_H77A:2.0,3.4308855044,0.6917395485000001
rcsB:del_rcsB_L108A:2.0,6.6906296399,1.0911583641
rcsB:del_rcsB_WT:3.0,0.0483321943,-0.11882345350000001
rcsB:del_rcsB_H12A:3.0,14.8960698879,2.0879992271
rcsB:del_rcsB_D56A:3.0,14.2355723076,1.8921004140000002
rcsB:del_rcsB_M88A:2.0,13.9073134591,2.0209578217
rcsB:del_rcsB_H77A:3.0,4.3699317269,0.4505720031
rcsB:del_rcsB_L108A:3.0,6.9164530891,0.1638020302
ribodepletion:RiboZero:1.0,-0.0689357062,-0.058379662500000006
ribodepletion:RiboZero:2.0,0.0689357062,0.058379662500000006
single_carbon_source:mucic:1.0,-0.7605882633000001,-0.0715206514
single_carbon_source:mucic:2.0,0.7605882633000001,0.0715206514
single_carbon_source:tartarate:1.0,3.5512938069,-0.07092531490000001
single_carbon_source:tartarate:2.0,3.2188426099,0.21264288950000002
ssrA_ssrB_TCS:ssrB_minus:1.0,-0.0636678529,-0.0364485782
ssrA_ssrB_TCS:ssrB_minus:2.0,-0.9182667928,-0.2535018334
ssrA_ssrB_TCS:ssrB_minus:3.0,0.9819346457,0.2899504116
ssrA_ssrB_TCS:ssrB_plus:1.0,-19.3811569913,-4.4498337464
ssrA_ssrB_TCS:ssrB_plus:2.0,-19.7140770313,-4.2609172434
ssrA_ssrB_TCS:ssrB_plus:3.0,-19.2017327953,-4.0027969481
yedF:WT:1.0,0.49728743680000004,0.11076901230000001
yedF:WT:2.0,-0.49728743680000004,-0.11076901230000001
yedF:del_yedF:1.0,0.6297631535,3.0922838247
yedF:del_yedF:2.0,2.9709171224,2.5156623367
yedF:del_yedF:3.0,2.2507250289,1.0197559412
14028S_paratyphiA:37C_stationary:1.0,-0.7036946390000001,-0.6232031412
14028S_paratyphiA:42C_log:1.0,2.5294625658000003,0.7941057055
14028S_paratyphiA:37C_log:1.0,-0.1960173893,-0.1373248724
14028S_paratyphiA:42C_log:2.0,3.1280065931,1.0553283441
14028S_paratyphiA:37C_stationary:2.0,-0.36275216660000004,-0.8966023302
14028S_paratyphiA:37C_log:2.0,0.1960173893,0.1373248724
7TF:hilC:1.0,1.9157549182,-0.9669033231
7TF:del_hilD:1.0,2.6588857642,0.6167693964000001
7TF:WT:1.0,-0.7734065555,-0.11014060020000001
7TF:hilD:1.0,6.83148486,0.6421728801000001
7TF:WT:2.0,0.4626003587,-0.1508877021
7TF:del_sprB:1.0,4.8560738466,0.1761925785
7TF:del_rtsB:1.0,-0.5212925181,-0.3950894454
7TF:rtsA:1.0,6.1225812247,0.0236282011
7TF:del_invF:1.0,-0.9314611658,-0.3274463212
7TF:sprB:1.0,3.1329794143,-0.5998083192
7TF:hilD:2.0,7.7346111581,0.5554285878
7TF:del_invF:2.0,0.4279459125,-0.1517620552
7TF:del_rtsB:2.0,-1.6252329057,-0.5555526631000001
7TF:hilC:2.0,0.3707744375,-0.6844072011
7TF:WT:3.0,0.9841629966000001,0.346352253
7TF:del_hilD:2.0,2.8667856452000002,0.5188897140000001
7TF:rtsA:2.0,5.6614786881,0.7582117923
7TF:invF:1.0,-1.255716887,-0.4437402783
7TF:invF:2.0,-1.845331183,-1.5936469817
7TF:sprB:2.0,1.9357300953,-1.3056391986
7TF:del_sprB:2.0,4.2762477926999996,0.07126118170000001
7TF:WT:4.0,-0.6733567998000001,-0.0853239508
MMC:del_rtcB_No treatment:1.0,-0.049013791300000005,-0.27975001780000003
MMC:WT_No_treatment:1.0,0.5422058755,-0.3078531003
MMC:WT_No_treatment:2.0,-0.1074759341,0.3980893023
MMC:del_rtcR_No_treatment:1.0,0.6825095991,0.6773094871
MMC:del_rtcR_3mM_MMC:1.0,3.9218430141000002,2.0702927466
MMC:WT_No_treatment:3.0,-0.4347299415,-0.09023620210000001
MMC:del_rtcB_3mM_MMC:1.0,8.5957345625,2.5733431825
MMC:del_rtcB_3mM_MMC:2.0,7.8296634476,2.585290629
MMC:del_rtcR_3mM_MMC:2.0,6.0923000616,2.3465532573
MMC:del_rtcR_3mM_MMC:3.0,3.5678296749,2.4704701089
MMC:del_rsr_No_treatment:1.0,1.1143699239,1.346020291
MMC:del_rtcB_3mM_MMC:3.0,6.5279162142,2.5167382194
MMC:del_rtcR_No_treatment:2.0,-3.4416778737,-1.0452792304
MMC:del_rsr_3mM_MMC:1.0,7.8891511021,2.4106157995
MMC:del_rtcB_No treatment:2.0,-1.3512891228,-0.6059233184
MMC:WT_3mM_MMC:1.0,7.1370564545,2.0507238066
MMC:del_rsr_3mM_MMC:2.0,5.7309951842,2.4979069308
MMC:WT_3mM_MMC:2.0,7.292892985,2.1667352946
MMC:del_rsr_No_treatment:2.0,-1.3746050491,0.7683215247
MMC:del_rtcB_No treatment:3.0,-0.2774427143,-0.5724253268
MMC:del_rsr_No_treatment:3.0,-2.6707277124,-0.4726443889
Nontyphoidal_comparisons:rep:1.0,0.4861786428,-0.1996201565
Nontyphoidal_comparisons:rep:2.0,-0.4975738564,0.3641556281
Nontyphoidal_comparisons:rep:3.0,0.0113952136,-0.1645354716
araC:delta_araC_LB:1.0,-1.2416627138,-0.12137374960000001
araC:WT_LB:1.0,-1.2530807903,-0.1321651916
araC:WT_LB:2.0,1.2530807903,0.1321651916
araC:delta_araC_LB:2.0,-0.8437701586,-0.0939030173
csgD:WT_planktonic_TP1:1.0,6.573002052000001e-17,0.0
csgD:del_csgD_planktonic_TP2:1.0,-23.4510108154,-6.680486786
csgD:WT_aggregate_TP2:1.0,-19.4000612224,-6.7480721104
csgD:del_csgD_planktonic_TP1:1.0,-14.179726879,-2.5894075688
csgD:WT_planktonic_TP3:1.0,-20.7899956358,-6.435331605
csgD:del_csgD_planktonic_TP3:1.0,-25.8156441454,-7.4036069157
csgD:WT_planktonic_TP2:1.0,-10.5035462197,-3.265027181
csgD:WT_aggregate_TP3:1.0,-23.8609089719,-8.1863769424
csgD:PcsgD_planktonic_lux_TP1:1.0,0.2330225638,-0.2785964462
csgD:PcsgD_planktonic_lux_TP4:1.0,-24.242849758,-7.2041045269
csgD:PcsgD_aggregate_lux_TP3:1.0,-24.6644621275,-8.6443969554
csgD:PcsgD_planktonic_lux_TP2:1.0,-10.3240991433,-3.207955814
csgD:PcsgD_planktonic_lux_TP3:1.0,-21.1513963526,-6.1745352958
csgD:del_csgD_planktonic_TP4:1.0,-26.3137009198,-8.5647712254
csgD:WT_aggregate_TP4:1.0,-24.9386618594,-9.1784870105
csgD:PcsgD_aggregate_lux_TP4:1.0,-25.2490945127,-9.1132504697
csgD:PcsgD_aggregate_lux_TP2:1.0,-20.5913587666,-6.2972313293
csrA:10min_LB_csrA:1.0,-11.668891684,-6.1149950333
csrA:10min_LB_WT:1.0,-3.2670381337,-4.4190235834
csrA:2.5min_LB_csrA:1.0,-13.3369384777,-4.6386381205
csrA:5min_mLPM_WT:1.0,-5.7268217566,-3.8842018133
csrA:15min_mLPM_csrA:1.0,-17.5300719076,-5.9399890032
csrA:5min_LB_WT:1.0,-2.2268007404,-3.5692821271
csrA:2.5min_LB_WT:1.0,-0.9920232622,-1.7755541871
csrA:0min_LB_WT:1.0,-0.3701119168,-0.1140684363
csrA:15min_LB_WT:1.0,-2.3182317519,-4.5119185034000004
csrA:0min_mLPM_WT:1.0,-19.3958755752,-4.1315523381
csrA:15min_LB_csrA:1.0,-11.7909473496,-5.8766539537
csrA:15min_mLPM_WT:1.0,0.19298797010000002,-2.0884574036
csrA:15min_LB_csrA:2.0,-10.7822674401,-5.4000314587
csrA:0min_mLPM_WT:2.0,-18.5489419841,-4.7410828322
csrA:0min_LB_csrA:1.0,-14.6823023023,-2.7371567208
csrA:15min_LB_WT:2.0,-2.5471243295,-4.8933392413
csrA:15min_mLPM_WT:2.0,-3.6871619999,-2.1846446817
csrA:5min_LB_WT:2.0,-1.8143670784,-3.3305192931
csrA:5min_mLPM_WT:2.0,-8.0577223193,-3.492129568
csrA:2.5min_LB_WT:2.0,-1.2699977742,-1.8930030403
csrA:5min_mLPM_csrA:1.0,-19.3257865829,-6.410520997
csrA:0min_LB_csrA:2.0,-14.6085246175,-2.8879318084000003
csrA:15min_mLPM_csrA:2.0,-16.6520498139,-5.6155416926
csrA:5min_mLPM_csrA:2.0,-18.0834185518,-7.1155319488
csrA:10min_LB_WT:2.0,-3.666296772,-5.0619764718
csrA:0min_LB_WT:2.0,0.3701119168,0.1140684363
csrA:5min_LB_csrA:1.0,-12.843208285,-5.473602355
csrA:10min_mLPM_csrA:1.0,-18.0773079723,-5.830132234
csrA:10min_mLPM_csrA:2.0,-16.620435457,-6.9985014387
csrA:5min_LB_csrA:2.0,-12.7044675789,-5.3337779076
csrA:2.5min_LB_csrA:2.0,-13.7328103778,-4.4406928504
csrA:10min_LB_csrA:2.0,-12.2402912164,-6.1181905353
flagellum:ΔSTM14_1829 :1.0,-12.8102473225,-3.3445910235
flagellum:ΔSTM14_1829 :2.0,-12.3804154782,-3.2914709815
flagellum:WT:1.0,-0.4479671502,-0.241055546
flagellum:WT:2.0,0.2815358556,0.2657845467
flagellum:ΔSTM14_1829 :3.0,-12.3249189918,-3.4508109261
flagellum:WT:3.0,0.1664312947,-0.0247290007
fliA:del_rpoF:1.0,-29.2431037084,-8.446639112
fliA:WT:1.0,0.2923299535,0.0589083098
fliA:del_rpoF:2.0,-29.3762578784,-8.7462472932
fliA:WT:2.0,-0.2923299535,-0.0589083098
mgtC:empty_pUH21:1.0,-0.0471620882,-0.1072875375
mgtC:pUH_mgtC:1.0,17.2004380662,4.4956615926
mgtC:empty_pUH21:2.0,0.0471620882,0.1072875375
mgtC:pUH_mgtC:2.0,17.3307738916,4.634682651
mgtCBR:empty_pBAD18:1.0,0.0923550669,0.1153723068
mgtCBR:mgtC_pBAD113:1.0,-9.1567137927,-1.5421178411
mgtCBR:empty_pBAD18:2.0,-0.0923550669,-0.1153723068
mgtCBR:mgtC_pBAD113:2.0,-8.622619439,-1.3993279618
novobiocin:100_Novobiocin_60min:1.0,-2.7426465394,-0.34376562590000004
novobiocin:500_Novobiocin_60min:1.0,-3.0915344602,-0.7450829451000001
novobiocin:0_Novobiocin_60min:1.0,-0.10418380590000001,-0.6432191444
novobiocin:0_Novobiocin_0min:1.0,0.3901656164,0.060961564
novobiocin:100_Novobiocin_60min:2.0,-2.0317337577,-0.1490988237
novobiocin:0_Novobiocin_10min:1.0,-1.0902822872,-0.3989405773
novobiocin:500_Novobiocin_20min:1.0,0.5086150711,-0.4664156022
novobiocin:0_Novobiocin_20min:1.0,-0.35791316630000003,-0.2195003244
novobiocin:0_Novobiocin_60min:2.0,-0.3809266905,-0.3590603184
novobiocin:0_Novobiocin_10min:2.0,-1.8396905896,-0.4665947045
novobiocin:500_Novobiocin_60min:2.0,-3.114869491,-0.9603354704
novobiocin:0_Novobiocin_60min:3.0,0.3156287829,-0.2550981806
