,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,-1.5572402550000002,0.8251245236553248,2.0,34.0,-0.973789109,38.0,-2.140691401,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,-0.591229545,0.48170570847649524,2.0,35.0,-0.250612172,39.0,-0.931846918,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,-2.71793729,0.9090936448400583,2.0,36.0,-2.075111009,40.0,-3.360763571,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,-19.95532596,0.07665864822996006,2.0,37.0,-20.00953181,41.0,-19.90112011,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,-33.09266368,0.3287474624552855,2.0,42.0,-32.86020412,45.0,-33.32512324,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,-31.63544898,0.5504517285873908,2.0,43.0,-32.02467713,46.0,-31.24622083,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,-32.085969524999996,0.5175598576298329,2.0,44.0,-32.45193961,47.0,-31.71999944,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,2.588480563,1.3989080522465491,2.0,48.0,3.577657933,52.0,1.599303193,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,2.211798687,0.5841703784919926,2.0,49.0,1.798727851,53.0,2.624869523,,
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,3.6810277915,0.9562926569100543,2.0,50.0,3.004826769,54.0,4.357228814,,
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,3.895751133,0.11892695451016266,2.0,51.0,3.979845189,55.0,3.811657077,,
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,-30.943416695,0.22121574727018714,2.0,56.0,-31.09983985,57.0,-30.78699354,,
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,-30.728325675,0.04716863971242469,2.0,58.0,-30.76167894,59.0,-30.69497241,,
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,-31.8269165,0.24967206466858027,2.0,60.0,-32.00346131,61.0,-31.65037169,,
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,-29.78120925,0.007693661190562701,2.0,62.0,-29.78664949,63.0,-29.77576901,,
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,-37.994387715,2.2499228933010067,2.0,64.0,-36.40345198,65.0,-39.58532345,,
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,-39.955030414999996,0.4750059028374532,2.0,66.0,-40.29091031,67.0,-39.61915052,,
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,-39.365047125000004,1.155017030991439,2.0,68.0,-38.54832675,69.0,-40.1817675,,
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,-33.65859626,6.961887413580435,2.0,70.0,-28.73579846,71.0,-38.58139406,,
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,1.4872364205,0.050897524189497494,2.0,72.0,1.523226405,73.0,1.451246436,,
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,-25.240184145,2.44160671476367,2.0,74.0,-26.96666081,75.0,-23.51370748,,
38,ICA-Set002__USA300 LAC CA-MHB Control,1.9506367624999998,0.8508210365207647,2.0,76.0,2.552258087,77.0,1.349015438,,
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,-32.015767695,0.1679346714802223,2.0,78.0,-31.89701995,79.0,-32.13451544,,
40,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLguanine,-29.10050059,0.018928456572768083,2.0,80.0,-29.11388503,81.0,-29.08711615,,
41,ICA-Set002__USA300 SNFM1 CA-MHB Control,-0.7365721869999999,1.9247958090801198,2.0,82.0,-2.097608356,83.0,0.6244639820000001,,
42,ICA-Set002__USA300 SNFM1 RPMI+10%LB Control,-32.58373157,0.04690557477662152,2.0,84.0,-32.55056432,85.0,-32.61689882,,
43,ICA-Set002__USA300 SNFR19 CA-MHB Control,-3.037164168,0.4276581982321868,2.0,86.0,-2.734764156,87.0,-3.33956418,,
44,ICA-Set002__USA300 SNFR19 RPMI+10%LB Control,-31.612831035,0.1374650584412311,2.0,88.0,-31.51562856,89.0,-31.71003351,,
45,ICA-Set002__USA300 TCH1516 CA-MHB Control,0.0,0.21334003436773993,2.0,90.0,0.150854185,91.0,-0.150854185,,
46,ICA-Set002__USA300 TCH1516 RPMI+10%LB Control,-21.030508214999998,1.135349110431177,2.0,92.0,-20.22769516,93.0,-21.83332127,,
47,ICA-Set002__USA300 LAC R10LBnoGlu 1gLmaltose,3.2029700319999996,0.013306964733403651,2.0,94.0,3.193560587,96.0,3.212379477,,
48,ICA-Set002__USA300 LAC CAMHB 0.0195ug/mLMupirocin,-8.0605401585,1.3537541810781473,2.0,95.0,-7.1032913970000005,97.0,-9.01778892,,
49,ICA-Set003__USA300 TCH1516 CA-MHB 250nMParaquat,1.752907613,0.1873876428927122,2.0,98.0,1.885410686,99.0,1.62040454,,
50,ICA-Set003__USA300 TCH1516 CA-MHB 2gLGalactose,0.9964829305,0.3571711871808094,2.0,100.0,0.743924762,101.0,1.249041099,,
51,ICA-Set003__USA300 TCH1516 CA-MHB 2gLPyruvate,3.7059859645,0.027012981643235963,2.0,102.0,3.686884902,103.0,3.725087027,,
52,ICA-Set003__USA300 TCH1516 CA-MHB Control,0.3339825765,0.7718757166833174,2.0,104.0,-0.211815977,105.0,0.87978113,,
53,ICA-Set003__USA300 TCH1516 CA-MHB StationaryPhase,-5.718659608499999,0.9528307017073445,2.0,106.0,-6.392412659,107.0,-5.044906558,,
