,A,MdcR
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,1.9971563582,0.080883621
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,-1.3875267358,-0.035078258
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.6096296224000001,-0.045805363
Diallyl_disulphide_treatment:PAO1_DDS:1,-14.4692990188,0.27290072200000004
Diallyl_disulphide_treatment:PAO1_DDS:2,-13.9400894399,0.19051262500000002
Diallyl_disulphide_treatment:PAO1_DDS:3,-13.0033117712,0.10504817600000001
Dispersed_cells:PAO1_dispersed_wt:1,1.1958559463,0.434787366
Dispersed_cells:PAO1_dispersed_wt:2,-1.1958559463,-0.434787366
Dispersed_cells:PyhjH_dispersed:1,0.2845195024,0.5524684440000001
Dispersed_cells:PyhjH_dispersed:2,0.9492792014,0.7960400620000001
Dispersed_cells:PA01_Planktonic:1,12.7468047865,0.084275503
Dispersed_cells:PA01_Planktonic:2,12.5594275155,-0.569825232
Dispersed_cells:PAO1_Biofilm:1,-0.9804354582,1.215499807
Dispersed_cells:PAO1_Biofilm:2,-2.6237999902,0.9652465530000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,-2.4598200169,0.051709807
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,-2.1389625201999998,0.057975536
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,-2.8771783319,-0.21396477200000003
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,-1.0538351494,-0.27450176
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,0.2900606085,-0.241653849
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,0.7637745409000001,0.516155609
Farnesol_treatment:RNA of 0-1F_L:1,-0.7627748926,-0.073906464
Farnesol_treatment:RNA of 0-1F_L:2,0.8033979204,-0.007937984
Farnesol_treatment:RNA of 0-1F_L:3,-0.0406230278,0.081844447
Farnesol_treatment:RNA of 6-F_L1:1,0.5977648376,0.089396364
Farnesol_treatment:RNA of 6-F_L1:2,2.4764121768000003,0.63791045
Farnesol_treatment:RNA of 6-F_L1:3,4.4969810134,0.627671819
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,0.5377774833,-0.332946301
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,-0.5377774833,0.332946301
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,2.6890974896,-0.33261724
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,0.7196218416,-0.38748428300000004
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,1.5762572588000001,0.444944789
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,0.0056472986000000005,-0.451577889
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,7.8463680436,1.003011189
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,-0.5791219437,-0.27824608500000003
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,-1.0027826137,0.28487918500000003
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,9.2137713895,0.47404248600000004
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,0.2365880642,-0.8268204530000001
HapZ_SagS_mutant:delHapZp:1,2.1709849061,-0.556339916
HapZ_SagS_mutant:delHapZp:2,1.7274922621000002,-0.6565367510000001
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,-0.4219837321,1.389333014
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,0.1853956679,-0.562512561
HapZ_SagS_mutants:delHApZ:1,-0.7251228298,-0.384360305
HapZ_SagS_mutants:delHApZ:2,0.3696092668,-0.6718226340000001
HapZ_SagS_mutants:delHApZ:3,-1.061534827,0.083284312
HapZ_SagS_mutants:delSagS:1,2.5296956989,-0.048118686
HapZ_SagS_mutants:delSagS:2,2.326024149,-0.7493160550000001
HapZ_SagS_mutants:delSagS:3,1.3346256413,1.192718317
HapZ_SagS_mutants:delHapZp:3,1.7720620625999999,0.0042678180000000005
Lung_infection_transcriptome:PA01_LS1:1,-1.1064471594,-0.17214309700000002
Lung_infection_transcriptome:PA01_LS1:2,-2.3511983735,0.32207541300000003
Lung_infection_transcriptome:PA01_CS1:1,-0.627405595,-0.475546542
Lung_infection_transcriptome:PA01_CS1:2,0.627405595,0.475546542
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,0.0807610953,-0.16068880300000002
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,-0.0807610953,0.16068880300000002
Metabolic_fitness_plasmid:PAO1_pAKD1:1,-1.0899845726,-1.522839496
Metabolic_fitness_plasmid:PAO1_pAKD1:2,-0.8482326684,0.18712372700000002
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,2.0248794246,-0.8061676790000001
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,2.1651519401,0.16091075200000002
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,-0.3393613243,-0.060732968000000005
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,0.11162806500000001,-0.31182336
Metabolic_fitness_plasmid:PAO1_pBS228:1,-1.068932306,-0.17873207100000002
Metabolic_fitness_plasmid:PAO1_pBS228:2,-1.1961421511,-0.377031117
Metabolic_fitness_plasmid:PAO1_RmS149:1,1.188920548,-0.471757601
Metabolic_fitness_plasmid:PAO1_RmS149:2,-0.2988349557,-0.013543773
Mucin_glycans:ABTGC:1,-1.4553879419,0.306571847
Mucin_glycans:ABTGC:2,-0.0879165588,0.125438289
Mucin_glycans:ABTGC:3,0.5556558902000001,-0.429769416
Mucin_glycans:ABTGC:4,0.9676005679,0.013790542000000001
Mucin_glycans:ABTGC:5,0.0200480426,-0.016031262
Mucin_glycans:MUC5B:1,-4.8887651307,-0.17271762000000002
Mucin_glycans:MUC5B:2,-2.2649139539,-0.116699493
Mucin_glycans:Glycans:1,0.012830347,0.349951546
Mucin_glycans:Glycans:2,-0.964465941,0.21736269600000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,5.2312591351,0.17960805200000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,5.5552701752,-0.088446937
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,7.2680565429,0.098538605
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-2.4528319988,-0.441109721
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-1.6380150206000001,-0.24420126400000003
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-0.9734896263,-0.22050270500000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,1.428087299,0.159872069
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,1.8673626063,0.26191416300000003
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,1.5229566436000002,0.141779883
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-2.0204903543,-0.21652903
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-1.0055619273,-0.146341821
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-1.7923542673,-0.200695264
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,0.38716100810000004,0.158709235
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,-0.38716100810000004,-0.158709235
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,-2.803714642,-0.286302175
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,-1.8681954672,-0.24344575300000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,1.0061948214,-0.597036911
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,1.0940322966,-0.17619094200000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,-3.9303381669,-0.052743537
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,-3.129333853,-0.043429135
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,-3.9978463663,0.128199224
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,-3.7554141661,0.051337425000000006
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-0.4371791761,0.10067980600000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,0.22599498880000002,0.061350437
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,0.3039647639,-0.06086488
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,-0.0927805766,-0.10116536300000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,8.72249404,-0.767766123
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,8.7322412124,-1.207529397
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-0.4628017841,0.066957552
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,0.18733448560000002,0.027633576000000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.2754672985,-0.09459112800000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,-1.0404555968,-0.304033133
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,-0.4825877342,0.32247743100000004
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,-2.5919304781,-0.45572263300000004
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,-5.8939421223,-0.966198689
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,0.090437351,0.084357189
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,0.3643026447,0.139991731
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,1.0683033354,-0.242793219
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,2.5886240356,0.331168318
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,3.523928127,0.35328823400000003
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,4.2208557633,-0.581494395
Rosmarinic_acid:PAO1-100UMRA:1,0.0172549842,-0.126523917
Rosmarinic_acid:PAO1-100UMRA:2,0.532431198,-0.079032349
Rosmarinic_acid:PAO1_DMSO_Control:1,0.16366632690000002,-0.041130223
Rosmarinic_acid:PAO1_DMSO_Control:2,0.1515986658,-0.006755
Rosmarinic_acid:PAO1_DMSO_Control:3,-0.3152649927,0.047885223000000005
Testosterone_treatment:Testosterone_Control:1,-1.303605544,-0.047125826
Testosterone_treatment:Testosterone_Control:2,1.303605544,0.047125826
Testosterone_treatment:Testosterone_2.5:1,3.4300762223,-0.045604283
Testosterone_treatment:Testosterone_2.5:2,0.2843528178,0.379010611
Tf_toxin_expression:PAO1_WT:1,0.19324728160000001,0.159599938
Tf_toxin_expression:PAO1_WT:2,-0.19324728160000001,-0.159599938
Tf_toxin_expression:PAO1_derfA:1,0.0479574429,0.068360397
Tf_toxin_expression:PAO1_derfA:2,0.6137063038,-0.07783182300000001
Zinc_treatment:PA_Zn:1,4.5716698117,-0.512770846
Zinc_treatment:PA_Zn:2,4.4117990036,-0.30309767200000004
Zinc_treatment:PA_Zn:3,4.0412593514,-0.46129646500000004
Zinc_treatment:PA_Zn_wt:1,0.0055143708000000005,-0.024776546
Zinc_treatment:PA_Zn_wt:2,-0.0055143708000000005,0.024776546
Paeru_PRECISE:CAMHB_wt:1,9.5722130763,0.260917556
Paeru_PRECISE:CAMHB_wt:2,9.1194543536,0.7206370480000001
Paeru_PRECISE:CAMHB_wt:3,9.5945974663,0.672814068
Paeru_PRECISE:CAMHB_wt:4,9.6166548098,0.637758363
Paeru_PRECISE:M9glucAA_Pqt10:1,-0.24994982030000001,-0.060461232000000004
Paeru_PRECISE:M9glucAA_Pqt10:2,0.5715474374,-0.35581616400000005
Paeru_PRECISE:M9glucAA_Pqt:1,0.08892893610000001,-0.249792373
Paeru_PRECISE:M9glucAA_Pqt:2,-0.5551682852000001,-0.189028559
Paeru_PRECISE:M9glucAA_wo_Pqt:1,-0.3056582651,0.07882341
Paeru_PRECISE:M9glucAA_wo_Pqt:2,-0.4590884643,-0.227856954
Paeru_PRECISE:M9glucAA_NaCl:1,0.12197789740000001,-0.290624292
Paeru_PRECISE:M9glucAA_NaCl:2,0.2117865212,0.0027183840000000003
Paeru_PRECISE:M9glucAA_NaCl:3,-0.5356953563,-0.08292745500000001
Paeru_PRECISE:CAMHB_wt:5,6.2215241831,0.699153417
Paeru_PRECISE:CAMHB_wt:6,8.4715649603,0.607833762
Paeru_PRECISE:LB_wt:1,-0.9444096323000001,-0.6054858350000001
Paeru_PRECISE:LB_wt:2,-1.3036252979,-0.542576037
Paeru_PRECISE:M9glucAA_wt:1,-0.5338488812000001,-0.006476815
Paeru_PRECISE:M9glucAA_wt:2,0.5338488812000001,0.006476815
Paeru_PRECISE:M9glucAA_lowpH:1,1.8646407172,0.433499299
Paeru_PRECISE:M9glucAA_lowpH:2,1.8229047286000002,0.368081647
Paeru_PRECISE:M9glucAA_DPD:1,-1.1903066997,0.7607052350000001
Paeru_PRECISE:M9glucAA_DPD:2,-0.5067550889,0.788788298
Paeru_PRECISE:M9sucAA_wt:1,-0.8286562729,-0.259731364
Paeru_PRECISE:M9sucAA_wt:2,0.2910257868,-0.404311515
Paeru_PRECISE:M9glucAA_NaCl:4,1.2571803674,-0.056199207
Paeru_PRECISE:M9glucAA_NaCl:5,0.546853875,0.34253308800000004
Paeru_PRECISE:M9sucAA_wt:3,-0.3403069171,0.281916056
Paeru_PRECISE:M9sucAA_wt:4,0.465541503,0.255102922
Paeru_PRECISE:R10LB_wt:1,-0.2462486773,0.326042233
Paeru_PRECISE:M9glucAA_NaCl:6,1.8490132014,0.41812088700000005
Paeru_PRECISE:M9glucAA_NaCl:7,2.006047135,0.18863322600000001
Paeru_PRECISE:M9fructAA_wt:1,0.5442070736,0.336165335
Paeru_PRECISE:M9fructAA_wt:2,0.6702092286,0.38433093700000004
Paeru_PRECISE:M9GlcNAcAA_wt:1,1.9613652138000002,0.21916517100000002
Paeru_PRECISE:M9GlcNAcAA_wt:2,1.3729380468,0.22279352800000002
Paeru_PRECISE:M9pyruvAA_wt:1,0.5037942824,0.454774045
Paeru_PRECISE:M9pyruvAA_wt:2,0.6477803328,0.8017462030000001
Paeru_PRECISE:M9fructAA_wt:3,0.5871367457000001,0.282335542
Paeru_PRECISE:M9fructAA_wt:4,0.8467425394,-0.07293745700000001
Paeru_PRECISE:M9GlcNAcAA_wt:3,2.0753938662,0.43247244700000004
Paeru_PRECISE:M9GlcNAcAA_wt:4,1.1373767176,0.027463661
Paeru_PRECISE:M9glycAA_wt:1,-0.2178167695,0.542299767
Paeru_PRECISE:M9glycAA_wt:2,0.9269768265,0.366707249
Paeru_PRECISE:M9pyruvAA_wt:3,0.9364592862000001,-0.151540386
Paeru_PRECISE:CAMHB_wt:7,11.0986946033,0.874788898
Paeru_PRECISE:CAMHB_wt:8,9.1573661198,0.9971682460000001
Paeru_PRECISE:R10LB_wt:2,-0.5487473331,0.20974609300000002
Paeru_PRECISE:R10LB_wt:3,-1.3593272352,0.17795327300000002
Paeru_PRECISE:R10LB_wt:4,0.0825331905,0.30802935
Paeru_PRECISE:R10LB_wt:5,0.8801197627,-0.036988329
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,3.5744241361,-0.36119701600000004
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,1.3106301093,-0.029617262000000002
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,0.5766523342000001,-0.284544986
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,0.7239665923,-0.44864402400000003
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,1.9702823172000001,-0.31956017600000003
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,3.4351664884,-0.264170571
Paeru_PRECISE:M9sucAA_wt:5,4.2189006552,0.1727183
Paeru_PRECISE:M9sucAA_wt:6,8.1933351131,0.150213382
Paeru_PRECISE:R10LB_wt:6,2.5993424449,0.051736487000000005
Paeru_PRECISE:R10LB_wt:7,2.5431690369,0.19572719100000002
Paeru_PRECISE:LB_wt:3,2.4513517592,0.34476650200000003
Paeru_PRECISE:LB_wt:4,1.9026671548,0.179215186
Paeru_PRECISE:R10LB_NaCl:1,2.6835063001,-1.42018482
Paeru_PRECISE:R10LB_NaCl:2,1.6067606529,-0.715326059
Paeru_PRECISE:M9glucAA_PAO1_wt:1,6.4409628901,0.920571475
Paeru_PRECISE:M9glucAA_Zn:1,13.3421965089,4.154821713
Paeru_PRECISE:M9glucAA_Cu:1,3.6994739885,0.370168151
Paeru_PRECISE:M9glucAA_NaOCl:1,2.9542139212,0.5056058800000001
Paeru_PRECISE:M9GlcNAcAA_8:1,0.1888663677,0.754884098
Paeru_PRECISE:M9GlcNAcAA_8:2,7.9753326304000005,1.023786697
Paeru_PRECISE:M9GlcNAcAA_4:1,3.0611617747,0.7275926460000001
Paeru_PRECISE:M9GlcNAcAA_4:2,5.7825882991,0.6700769520000001
Paeru_PRECISE:M9GlcNAcAA_2:1,4.7106282292,0.49630546900000005
Paeru_PRECISE:M9GlcNAcAA_2:2,7.5367808976,1.045399204
Paeru_PRECISE:M9GlcNAcAA_1:1,5.7284394554,0.398807481
Paeru_PRECISE:M9GlcNAcAA_1:2,6.0937036855,1.141679237
Paeru_PRECISE:M9glucAA_NaOCl:2,3.6801363717,0.8828294360000001
Paeru_PRECISE:M9glucAA_Cu:2,4.4994181484,-1.862263331
Paeru_PRECISE:M9glucAA_Fe:1,8.2693279512,0.638265229
Paeru_PRECISE:M9glucAA_Fe:2,7.7902058207,1.048384837
Paeru_PRECISE:M9glucAA_Zn:2,6.7962785310000005,0.6990425130000001
Paeru_PRECISE:M9glucAA_PAO1_wt:2,7.1016440114,0.550848142
Paeru_PRECISE:CAMHB_Mec:1,7.7189693763000005,0.618015532
Paeru_PRECISE:CAMHB_Mec:2,8.1958978283,0.839850775
Paeru_PRECISE:CAMHB_Azt:1,-1.4081266665,0.43809112
Paeru_PRECISE:CAMHB_Azt:2,-1.4280811423,0.24301340700000001
Paeru_PRECISE:CAMHB_Pip:1,7.8747719695,0.48522276300000006
Paeru_PRECISE:CAMHB_Pip:2,7.1784446155,0.46977256300000003
Paeru_PRECISE:CAMHB_Ceft:1,11.1937977573,-0.335521187
Paeru_PRECISE:CAMHB_Ceft:2,11.267860241,-0.34916519700000004
Paeru_PRECISE:CAMHB_Ceft:3,11.7283779523,-0.09393140600000001
Paeru_PRECISE:CAMHB_Ceft:4,11.1219242484,0.10161656000000001
Paeru_PRECISE:M9glucAA_Ceft:1,-1.8793067312,0.20274727
Paeru_PRECISE:M9glucAA_Ceft:2,-2.1281921766,-0.008702582
Paeru_PRECISE:M9glucAA_Gent:1,-2.2974519005,0.904095034
Paeru_PRECISE:M9glucAA_Gent:2,0.209292575,1.091860922
Paeru_PRECISE:M9glucAA_Pip:1,-1.6675867786,0.7585586270000001
Paeru_PRECISE:M9glucAA_Pip:2,-3.9298728341,0.9845423620000001
Paeru_PRECISE:M9glucAA_Azt:1,-2.3622130268,0.156960447
Paeru_PRECISE:M9glucAA_Azt:2,-1.3968717536,0.032876221000000004
Paeru_PRECISE:CAMHB_Mero:1,3.8485715935,0.437219216
Paeru_PRECISE:CAMHB_Mero:2,5.0426024355,0.355997294
Paeru_PRECISE:CAMHB_Tet:1,-1.0144563354,0.317093563
Paeru_PRECISE:CAMHB_Tet:2,-1.4335271091,-0.023754486000000002
Paeru_PRECISE:R10LB_Gent:1,-0.5560345368,0.306961211
Paeru_PRECISE:R10LB_Ceft:1,-2.0246605035,0.34080291900000004
Paeru_PRECISE:R10LB_Ceft:2,-0.4098614417,0.32557204500000003
Paeru_PRECISE:CAMHB_Biofilm:1,11.1843848754,0.30357463500000004
Paeru_PRECISE:CAMHB_Biofilm:2,11.2608870065,0.37323160400000005
Paeru_PRECISE:M9glucAA_Biofilm:1,2.689821163,-0.23282893300000002
Paeru_PRECISE:M9glucAA_Biofilm:2,1.4804284347,-0.318022138
Paeru_PRECISE:R10LB_Gent:2,-1.0516498368,0.24711157300000003
Paeru_PRECISE:R10LB_Pip:1,1.1295481876,-0.20964280200000002
Paeru_PRECISE:R10LB_Pip:2,2.6360184323,-0.19345605
Paeru_PRECISE:R10LB_Mec:1,0.6137985701,0.24938784600000002
Paeru_PRECISE:R10LB_Mec:2,0.5591674868000001,0.091837128
Paeru_PRECISE:CAMHB_Azt:3,-0.4283593156,0.20567217200000001
Paeru_PRECISE:CAMHB_Azt:4,-1.2783470996,-0.286576351
Paeru_PRECISE:CAMHB_Biofilm:3,13.506079316,-0.021768746000000002
Paeru_PRECISE:CAMHB_Biofilm:4,13.4225821038,0.13702302400000002
Paeru_PRECISE:M9glucAA_Biofilm:3,4.1914007181,-0.23828238100000002
Paeru_PRECISE:M9glucAA_Biofilm:4,2.6720805601,-0.612783348
Paeru_PRECISE:R10LB_Mero:1,7.271810415,-1.193591306
Paeru_PRECISE:R10LB_Mero:2,7.4408795075,-1.201862931
Paeru_PRECISE:LB_Cam:1,2.2896637583,2.227431325
Paeru_PRECISE:LB_Cam:2,2.1010777168,2.027315326
Paeru_PRECISE:CAMHB_Ceft:5,13.5940657537,-0.11239983
Paeru_PRECISE:CAMHB_Cip:1,8.6469349537,0.6283118480000001
Paeru_PRECISE:CAMHB_Cip:2,8.7048756448,0.8265925460000001
ampC_mutation:PA_Cef_taz_wt:1,-1.9454139167000002,0.40077672000000003
ampC_mutation:PA_mutS_Cef_taz:1,-1.0274830332,0.090810946
ampC_mutation:PA_mutS:1,-2.9225099088,0.066617934
ampC_mutation:PA_mutS:2,4.0363769351,-0.47913700400000003
ampC_mutation:PA_mutS:3,-1.6933270239,0.409482824
ampC_mutation:PA_Cef_taz_wt:2,1.9454139167000002,-0.40077672000000003
ampC_mutation:PA_mutS_Cef_taz:2,0.2622134285,0.5557727680000001
ampC_mutation:PA_mutS:4,-2.8262414581,0.648024271
ampC_mutation:PA_mutS:5,1.6555654122,-0.21722385500000002
ampC_mutation:PA_mutS:6,-0.32572229999999996,0.807771094
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,-0.1261623779,0.689648523
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,-1.604298358,-0.20085604
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,0.9096506587000001,0.919764612
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,1.4247326822,0.9720518370000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,-1.6154347328,1.231318686
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,-1.5007363665,0.46492347100000003
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,-0.851118652,0.208232737
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,0.851118652,-0.208232737
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,-0.8916367849,0.666925874
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,-2.6387128379,0.15032557900000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,-1.5969721002,0.7072814190000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,-1.3315222065,1.252927173
cysB_mutant:PAO1HH_wt:1,0.0396078059,-0.590919557
cysB_mutant:PAO1HH_wt:2,-0.0396078059,0.590919557
cysB_mutant:cysBHH:1,-1.6489992813,0.6835825160000001
cysB_mutant:cysBHH:2,-1.0740518261,0.252655406
cysB_mutant:cysBHH:3,-1.0699896514,0.413079269
ersA_knockout:delersA:1,-1.4643839974000001,0.40073082600000004
ersA_knockout:delersA:2,-4.3722916923,-0.022904977
ersA_knockout:wt_BHI:1,0.6268199218,0.020449807
ersA_knockout:wt_BHI:2,-0.6268199218,-0.020449807
gcsR_mutant:PAO1_rep_wt:1,-0.3480548244,0.146284708
gcsR_mutant:PAO1_rep_wt:2,0.3480548244,-0.146284708
gcsR_mutant:GcsR_rep:1,0.210381841,-0.555015104
gcsR_mutant:GcsR_rep:2,-0.255545275,-0.197395111
mexZ_knockout:del_mexZ:1,-3.4287191188,-1.093562067
mexZ_knockout:del_mexZ:2,-2.1230234109,-0.62715635
