,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,R1,R2,reference_sequence,project,condition,reference_condition,strain_description,base_media,temperature,pH,growth_phase,OD,notes,Title,additional_notes,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_condition_name,passed_similar_replicates,passed_number_replicates,replicate,sample,doi,n_replicates
Abaum_0018,8/22/20 12:00,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina HiSeq 2508,SRR12494585,SRP278444,PRJNA658638,0,0,SAMN15880009�,0,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,2,0,0,0,0,0,0,0,0,0,0,0,AB5075,AB5075_AZI,preculture,AZI_000,AB5075,CA-MHB,,0,,,0,Response of Acinetobacter baumannii AB5075 to azirthomycin,0,True,True,True,AB5075_AZI:preculture,True,True,1.0,AB5075_AZI__preculture__1.0,,2.0
Abaum_0019,8/22/20 12:00,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina HiSeq 2509,SRR12494586,SRP278444,PRJNA658638,0,0,SAMN15880009,0,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,1,0,0,0,0,0,0,0,0,0,0,0,AB5075,AB5075_AZI,preculture,AZI_000,AB5075,CA-MHB,,0,,,0,Response of Acinetobacter baumannii AB5075 to azirthomycin,0,True,True,True,AB5075_AZI:preculture,True,True,2.0,AB5075_AZI__preculture__2.0,,2.0
Abaum_0020,8/22/20 12:00,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina HiSeq 2510,SRR12494587,SRP278444,PRJNA658638,0,0,SAMN15880010,0,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,2,0,0,0,0,0,0,0,0,0,0,0,AB5075,AB5075_AZI,AZI_040,AZI_000,AB5075,CA-MHB,,0,,,0,Response of Acinetobacter baumannii AB5075 to azirthomycin,0,True,True,True,AB5075_AZI:AZI_040,True,True,1.0,AB5075_AZI__AZI_040__1.0,,2.0
Abaum_0021,8/22/20 12:00,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina HiSeq 2511,SRR12494588,SRP278444,PRJNA658638,0,0,SAMN15880011,0,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,2,0,0,0,0,0,0,0,0,0,0,0,AB5075,AB5075_AZI,AZI_028,AZI_000,AB5075,CA-MHB,,0,,,0,Response of Acinetobacter baumannii AB5075 to azirthomycin,0,True,True,True,AB5075_AZI:AZI_028,True,True,1.0,AB5075_AZI__AZI_028__1.0,,2.0
Abaum_0022,8/22/20 12:00,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina HiSeq 2512,SRR12494589,SRP278444,PRJNA658638,0,0,SAMN15880007,0,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,2,0,0,0,0,0,0,0,0,0,0,0,AB5075,AB5075_AZI,AZI_003,AZI_000,AB5075,CA-MHB,,0,,,0,Response of Acinetobacter baumannii AB5075 to azirthomycin,0,True,True,True,AB5075_AZI:AZI_003,True,True,1.0,AB5075_AZI__AZI_003__1.0,,2.0
Abaum_0023,8/22/20 12:00,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina HiSeq 2513,SRR12494590,SRP278444,PRJNA658638,0,0,SAMN15880008,0,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,2,0,0,0,0,0,0,0,0,0,0,0,AB5075,AB5075_AZI,AZI_000,AZI_000,AB5075,CA-MHB,,0,,,0,Response of Acinetobacter baumannii AB5075 to azirthomycin,0,True,True,True,AB5075_AZI:AZI_000,True,True,2.0,AB5075_AZI__AZI_000__2.0,,2.0
Abaum_0024,8/22/20 12:00,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina HiSeq 2514,SRR12494591,SRP278444,PRJNA658638,0,0,SAMN15880010,0,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,1,0,0,0,0,0,0,0,0,0,0,0,AB5075,AB5075_AZI,AZI_040,AZI_000,AB5075,CA-MHB,,0,,,0,Response of Acinetobacter baumannii AB5075 to azirthomycin,0,True,True,True,AB5075_AZI:AZI_040,True,True,2.0,AB5075_AZI__AZI_040__2.0,,2.0
Abaum_0025,8/22/20 12:00,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina HiSeq 2515,SRR12494592,SRP278444,PRJNA658638,0,0,SAMN15880011�,0,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,1,0,0,0,0,0,0,0,0,0,0,0,AB5075,AB5075_AZI,AZI_028,AZI_000,AB5075,CA-MHB,,0,,,0,Response of Acinetobacter baumannii AB5075 to azirthomycin,0,True,True,True,AB5075_AZI:AZI_028,True,True,2.0,AB5075_AZI__AZI_028__2.0,,2.0
Abaum_0026,8/22/20 12:00,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina HiSeq 2516,SRR12494593,SRP278444,PRJNA658638,0,0,SAMN15880007,0,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,1,0,0,0,0,0,0,0,0,0,0,0,AB5075,AB5075_AZI,AZI_003,AZI_000,AB5075,CA-MHB,,0,,,0,Response of Acinetobacter baumannii AB5075 to azirthomycin,0,True,True,True,AB5075_AZI:AZI_003,True,True,2.0,AB5075_AZI__AZI_003__2.0,,2.0
SRX3141471,1/31/18 0:52,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR5985510,SRP116331,PRJNA400082,400082,SRS2474214,SAMN07562384,SRA603287,RNA-Seq,other,TRANSCRIPTOMIC,0,EMORY UNIVERSITY,0,0,4437245,7562384,0,29693659,0,AB5075.UW,0,0,0,0,AB5075_VIR-O_AV-T,AV-T/vector,VIR-O/vector,AB5075.UW AV-T/vector ,0,,0,,,0,0,0,True,True,True,AB5075_VIR-O_AV-T:AV-T/vector,True,True,1.0,AB5075_VIR-O_AV-T__AV-T/vector__1.0,doi.org/10.1038/s41564-018-0151-5,3.0
SRX3141472,1/31/18 0:52,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR5985509,SRP116331,PRJNA400082,400082,SRS2474215,SAMN07562376,SRA603287,RNA-Seq,other,TRANSCRIPTOMIC,0,EMORY UNIVERSITY,0,0,4437246,0,0,29693659,7562376,AB5075.UW,0,0,0,0,AB5075_VIR-O_AV-T,VIR-O/vector,VIR-O/vector,AB5075.UW VIR-O/vector,0,,0,,,0,0,0,True,True,True,AB5075_VIR-O_AV-T:VIR-O/vector,True,True,1.0,AB5075_VIR-O_AV-T__VIR-O/vector__1.0,doi.org/10.1038/s41564-018-0151-5,3.0
SRX3141473,1/31/18 0:52,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR5985508,SRP116331,PRJNA400082,400082,SRS2474216,SAMN07562377,SRA603287,RNA-Seq,other,TRANSCRIPTOMIC,0,EMORY UNIVERSITY,0,0,4437247,7562377,0,29693659,0,AB5075.UW,0,0,0,0,AB5075_VIR-O_AV-T,VIR-O/vector,VIR-O/vector,AB5075.UW VIR-O/vector,0,,0,,,0,0,0,True,True,True,AB5075_VIR-O_AV-T:VIR-O/vector,True,True,2.0,AB5075_VIR-O_AV-T__VIR-O/vector__2.0,doi.org/10.1038/s41564-018-0151-5,3.0
SRX3141474,1/31/18 0:52,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR5985507,SRP116331,PRJNA400082,400082,SRS2474217,SAMN07562378,SRA603287,RNA-Seq,other,TRANSCRIPTOMIC,0,EMORY UNIVERSITY,0,0,4437248,0,0,29693659,7562378,AB5075.UW,0,0,0,0,AB5075_VIR-O_AV-T,VIR-O/vector,VIR-O/vector,AB5075.UW VIR-O/vector ,0,,0,,,0,0,0,True,True,True,AB5075_VIR-O_AV-T:VIR-O/vector,True,True,3.0,AB5075_VIR-O_AV-T__VIR-O/vector__3.0,doi.org/10.1038/s41564-018-0151-5,3.0
SRX3141475,1/31/18 0:52,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR5985506,SRP116331,PRJNA400082,400082,SRS2474218,SAMN07562379,SRA603287,RNA-Seq,other,TRANSCRIPTOMIC,0,EMORY UNIVERSITY,0,0,4437249,7562379,0,29693659,0,AB5075.UW,0,0,0,0,AB5075_VIR-O_AV-T,VIR-O/1645,VIR-O/vector,AB5075.UW VIR-O/1645,0,,0,,,0,0,0,True,True,True,AB5075_VIR-O_AV-T:VIR-O/1645,True,True,1.0,AB5075_VIR-O_AV-T__VIR-O/1645__1.0,doi.org/10.1038/s41564-018-0151-5,3.0
SRX3141476,1/31/18 0:52,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR5985505,SRP116331,PRJNA400082,400082,SRS2474267,SAMN07562380,SRA603287,RNA-Seq,other,TRANSCRIPTOMIC,0,EMORY UNIVERSITY,0,0,4437250,0,0,29693659,7562380,AB5075.UW,0,0,0,0,AB5075_VIR-O_AV-T,VIR-O/1645,VIR-O/vector,AB5075.UW VIR-O/1645,0,,0,,,0,0,0,True,True,True,AB5075_VIR-O_AV-T:VIR-O/1645,True,True,2.0,AB5075_VIR-O_AV-T__VIR-O/1645__2.0,doi.org/10.1038/s41564-018-0151-5,3.0
SRX3141477,1/31/18 0:52,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR5985504,SRP116331,PRJNA400082,400082,SRS2474219,SAMN07562381,SRA603287,RNA-Seq,other,TRANSCRIPTOMIC,0,EMORY UNIVERSITY,0,0,4437251,7562381,0,29693659,0,AB5075.UW,0,0,0,0,AB5075_VIR-O_AV-T,VIR-O/1645,VIR-O/vector,AB5075.UW VIR-O/1645,0,,0,,,0,0,0,True,True,True,AB5075_VIR-O_AV-T:VIR-O/1645,True,True,3.0,AB5075_VIR-O_AV-T__VIR-O/1645__3.0,doi.org/10.1038/s41564-018-0151-5,3.0
SRX3141478,1/31/18 0:52,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR5985503,SRP116331,PRJNA400082,400082,SRS2474220,SAMN07562383,SRA603287,RNA-Seq,other,TRANSCRIPTOMIC,0,EMORY UNIVERSITY,0,0,4437252,0,0,29693659,7562383,AB5075.UW,0,0,0,0,AB5075_VIR-O_AV-T,AV-T/vector,VIR-O/vector,AB5075.UW AV-T/vector ,0,,0,,,0,0,0,True,True,True,AB5075_VIR-O_AV-T:AV-T/vector,True,True,2.0,AB5075_VIR-O_AV-T__AV-T/vector__2.0,doi.org/10.1038/s41564-018-0151-5,3.0
SRX3141479,1/31/18 0:52,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR5985502,SRP116331,PRJNA400082,400082,SRS2474221,SAMN07562382,SRA603287,RNA-Seq,other,TRANSCRIPTOMIC,0,EMORY UNIVERSITY,0,0,4437253,7562382,0,29693659,0,AB5075.UW,0,0,0,0,AB5075_VIR-O_AV-T,AV-T/vector,VIR-O/vector,AB5075.UW AV-T/vector ,0,,0,,,0,0,0,True,True,True,AB5075_VIR-O_AV-T:AV-T/vector,True,True,3.0,AB5075_VIR-O_AV-T__AV-T/vector__3.0,doi.org/10.1038/s41564-018-0151-5,3.0
SRX8944518,8/14/20 16:04,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR12450059,SRP277421,PRJNA657043,657043,SRS7200080,SAMN15813967,SRA1112642,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,11627611,15813967,GSE156206,33024041,0,AB5075,0,0,0,0,AB5075_VIR-O_LSO,VIR-O,VIR-O,AB5075-UW,0,,0,,,0,0,0,True,True,True,AB5075_VIR-O_LSO:VIR-O,True,True,1.0,AB5075_VIR-O_LSO__VIR-O__1.0,doi.org/10.1128/mBio.02338-20,3.0
SRX8944519,8/14/20 16:04,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR12450060,SRP277421,PRJNA657043,657043,SRS7200083,SAMN15813966,SRA1112642,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,11627612,15813966,GSE156206,33024041,0,AB5075,0,0,0,0,AB5075_VIR-O_LSO,LSO,VIR-O,AB5075-UW,0,,0,,,0,0,0,True,True,True,AB5075_VIR-O_LSO:LSO,True,True,1.0,AB5075_VIR-O_LSO__LSO__1.0,doi.org/10.1128/mBio.02338-20,3.0
SRX8944520,8/14/20 16:04,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR12450061,SRP277421,PRJNA657043,657043,SRS7200081,SAMN15813965,SRA1112642,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,11627613,15813965,GSE156206,33024041,0,AB5075,0,0,0,0,AB5075_VIR-O_LSO,VIR-O,VIR-O,AB5075-UW,0,,0,,,0,0,0,True,True,True,AB5075_VIR-O_LSO:VIR-O,True,True,2.0,AB5075_VIR-O_LSO__VIR-O__2.0,doi.org/10.1128/mBio.02338-20,3.0
SRX8944521,8/14/20 16:04,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR12450062,SRP277421,PRJNA657043,657043,SRS7200082,SAMN15813964,SRA1112642,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,11627614,15813964,GSE156206,33024041,0,AB5075,0,0,0,0,AB5075_VIR-O_LSO,LSO,VIR-O,AB5075-UW,0,,0,,,0,0,0,True,True,True,AB5075_VIR-O_LSO:LSO,True,True,2.0,AB5075_VIR-O_LSO__LSO__2.0,doi.org/10.1128/mBio.02338-20,3.0
SRX8944522,8/14/20 16:04,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR12450063,SRP277421,PRJNA657043,657043,SRS7200084,SAMN15813963,SRA1112642,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,11627615,15813963,GSE156206,33024041,0,AB5075,0,0,0,0,AB5075_VIR-O_LSO,VIR-O,VIR-O,AB5075-UW,0,,0,,,0,0,0,True,True,True,AB5075_VIR-O_LSO:VIR-O,True,True,3.0,AB5075_VIR-O_LSO__VIR-O__3.0,doi.org/10.1128/mBio.02338-20,3.0
SRX8944523,8/14/20 16:04,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 3000,SRR12450064,SRP277421,PRJNA657043,657043,SRS7200085,SAMN15813962,SRA1112642,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,11627616,15813962,GSE156206,33024041,0,AB5075,0,0,0,0,AB5075_VIR-O_LSO,LSO,VIR-O,AB5075-UW,0,,0,,,0,0,0,True,True,True,AB5075_VIR-O_LSO:LSO,True,True,3.0,AB5075_VIR-O_LSO__LSO__3.0,doi.org/10.1128/mBio.02338-20,3.0
SRX5930997,11/1/19 16:18,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR9157919,SRP199829,PRJNA545412,545412,SRS4844206,SAMN11891238,SRA891917,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7959578,GSE131943,GSM3831338,31658418,11891238,AB5075-UW,0,0,0,0,AB5075_Zinc,Control,Control,AB5075-UW,0,,0,,,0,0,0,True,True,True,AB5075_Zinc:Control,True,True,1.0,AB5075_Zinc__Control__1.0,doi.org/10.1021/acsinfecdis.9b00351,3.0
SRX5930998,11/1/19 16:18,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR9157920,SRP199829,PRJNA545412,545412,SRS4844207,SAMN11891237,SRA891917,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7959579,11891237,GSE131943,31658418,0,AB5075-UW,0,0,0,0,AB5075_Zinc,Control,Control,AB5075-UW,0,,0,,,0,0,0,True,True,True,AB5075_Zinc:Control,True,True,2.0,AB5075_Zinc__Control__2.0,doi.org/10.1021/acsinfecdis.9b00351,3.0
SRX5930999,11/1/19 16:18,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR9157921,SRP199829,PRJNA545412,545412,SRS4844208,SAMN11891236,SRA891917,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7959580,GSE131943,GSM3831340,31658418,11891236,AB5075-UW,0,0,0,0,AB5075_Zinc,Control,Control,AB5075-UW,0,,0,,,0,0,0,True,True,True,AB5075_Zinc:Control,True,True,3.0,AB5075_Zinc__Control__3.0,doi.org/10.1021/acsinfecdis.9b00351,3.0
SRX5931001,11/1/19 16:18,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR9157923,SRP199829,PRJNA545412,545412,SRS4844210,SAMN11891234,SRA891917,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7959582,11891234,GSE131943,31658418,0,AB5075-UW,0,0,0,0,AB5075_Zinc,Zinc,Control,AB5075-UW,0,,0,,,0,0,0,True,True,True,AB5075_Zinc:Zinc,True,True,1.0,AB5075_Zinc__Zinc__1.0,doi.org/10.1021/acsinfecdis.9b00351,2.0
SRX5931002,11/1/19 16:18,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR9157924,SRP199829,PRJNA545412,545412,SRS4844211,SAMN11891233,SRA891917,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7959583,11891233,GSE131943,31658418,0,AB5075-UW,0,0,0,0,AB5075_Zinc,Zinc,Control,AB5075-UW,0,,0,,,0,0,0,True,True,True,AB5075_Zinc:Zinc,True,True,2.0,AB5075_Zinc__Zinc__2.0,doi.org/10.1021/acsinfecdis.9b00351,2.0
