,A,HexR
Paeru_PRECISE:M9glucAA_NaCl:6,0.9976915783,0.408026824
Paeru_PRECISE:M9glucAA_NaCl:7,0.8548503072,0.311512634
Paeru_PRECISE:M9fructAA_wt:1,3.8702014041,0.28767596900000003
Paeru_PRECISE:M9fructAA_wt:2,3.812165351,0.31055282500000003
Paeru_PRECISE:M9GlcNAcAA_wt:1,4.4033762459,0.675974464
Paeru_PRECISE:M9GlcNAcAA_wt:2,4.5610885088,0.625068776
Paeru_PRECISE:M9pyruvAA_wt:1,-3.5808307614,-0.204760993
Paeru_PRECISE:M9pyruvAA_wt:2,-4.8118073996,-0.346448101
Paeru_PRECISE:M9fructAA_wt:3,4.258493974,0.365383202
Paeru_PRECISE:M9fructAA_wt:4,3.9662880623000003,0.181072552
Paeru_PRECISE:M9GlcNAcAA_wt:3,1.3343809014999999,-0.089493956
Paeru_PRECISE:M9GlcNAcAA_wt:4,-0.21892140140000002,-0.306030271
Paeru_PRECISE:M9glycAA_wt:1,1.0858626288,0.10342973200000001
Paeru_PRECISE:M9glycAA_wt:2,2.2506231362999998,-0.040593442
Paeru_PRECISE:M9pyruvAA_wt:3,-4.6110292428,-0.673169384
Paeru_PRECISE:CAMHB_wt:7,-6.9272378953,-0.6430756999999999
Paeru_PRECISE:CAMHB_wt:8,-7.2107211786,-0.626209109
Paeru_PRECISE:R10LB_wt:2,-9.0311397122,-0.635576585
Paeru_PRECISE:R10LB_wt:3,-5.5721378126,-0.41496713100000004
Paeru_PRECISE:R10LB_wt:4,0.051749740600000003,-0.128604828
Paeru_PRECISE:R10LB_wt:5,0.0485189005,-0.225302371
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,0.5045543731000001,0.456443205
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,0.9761115075000001,0.7468050810000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,0.044426678000000004,0.40662003300000005
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,-0.2947940845,0.261380058
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,0.4528505324,0.178214706
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,0.4336214664,0.509458355
Paeru_PRECISE:M9sucAA_wt:5,0.0083989016,0.39793462500000004
Paeru_PRECISE:M9sucAA_wt:6,0.1761285478,0.278237399
Paeru_PRECISE:R10LB_wt:6,0.5413691029000001,0.304716566
Paeru_PRECISE:R10LB_wt:7,-1.0815894112,0.040947981
Paeru_PRECISE:LB_wt:3,0.3124806717,-0.527518039
Paeru_PRECISE:LB_wt:4,0.8256434049,-0.358432666
Paeru_PRECISE:R10LB_NaCl:1,-3.4652856599,-0.89172074
Paeru_PRECISE:R10LB_NaCl:2,-1.3325518075,-0.2062607
Paeru_PRECISE:M9glucAA_PAO1_wt:1,1.0831698976,0.5528819770000001
Paeru_PRECISE:M9glucAA_Zn:1,-9.4364337604,3.961197208
Paeru_PRECISE:M9glucAA_Cu:1,4.0834497713,0.670710541
Paeru_PRECISE:M9glucAA_NaOCl:1,-0.0842909023,0.38150960500000003
Paeru_PRECISE:M9GlcNAcAA_8:1,2.1843944776,-0.205781433
Paeru_PRECISE:M9GlcNAcAA_8:2,6.12529736,0.243800812
Paeru_PRECISE:M9GlcNAcAA_4:1,8.7575505946,0.514961035
Paeru_PRECISE:M9GlcNAcAA_4:2,0.11222325550000001,0.305049261
Paeru_PRECISE:M9GlcNAcAA_2:1,7.4610476142,0.423701029
Paeru_PRECISE:M9GlcNAcAA_2:2,9.795505972,0.31698469900000004
Paeru_PRECISE:M9GlcNAcAA_1:1,8.0863897934,0.521435098
Paeru_PRECISE:M9GlcNAcAA_1:2,6.9311451169,0.08857113600000001
Paeru_PRECISE:M9glucAA_NaOCl:2,0.7169140322,0.526359891
Paeru_PRECISE:M9glucAA_Cu:2,3.1705134222,-0.38241329500000004
Paeru_PRECISE:M9glucAA_Fe:1,2.4784867005,0.795933907
Paeru_PRECISE:M9glucAA_Fe:2,2.5055684196,0.154612935
Paeru_PRECISE:M9glucAA_Zn:2,2.2386693872,0.17541594
Paeru_PRECISE:M9glucAA_PAO1_wt:2,2.2756670437,0.205383051
Paeru_PRECISE:CAMHB_Mec:1,-6.4470588277,-0.41850298900000005
Paeru_PRECISE:CAMHB_Mec:2,-6.0493252403,-0.6991966470000001
Paeru_PRECISE:CAMHB_Azt:1,-6.1480708359,0.173371193
Paeru_PRECISE:CAMHB_Azt:2,-6.1567034671,0.222498149
Paeru_PRECISE:CAMHB_Pip:1,-9.426220738,0.277319446
Paeru_PRECISE:CAMHB_Pip:2,-10.8499614461,0.48064587500000006
Paeru_PRECISE:CAMHB_Ceft:1,-6.9987659369,-0.685324832
Paeru_PRECISE:CAMHB_Ceft:2,-9.1877704937,0.235880167
Paeru_PRECISE:CAMHB_Ceft:3,-7.2683343652,-0.856620499
Paeru_PRECISE:CAMHB_Ceft:4,-9.2200644682,0.170075726
Paeru_PRECISE:M9glucAA_Ceft:1,-1.5185706198,0.5375487830000001
Paeru_PRECISE:M9glucAA_Ceft:2,-1.2394596428,0.283359914
Paeru_PRECISE:M9glucAA_Gent:1,0.11982218730000001,0.25389236600000004
Paeru_PRECISE:M9glucAA_Gent:2,0.8605827976,0.45887734100000005
Paeru_PRECISE:M9glucAA_Pip:1,-0.4545003989,0.313450114
Paeru_PRECISE:M9glucAA_Pip:2,-0.0553401616,0.36133744500000003
Paeru_PRECISE:M9glucAA_Azt:1,-1.3381097351,0.80223709
Paeru_PRECISE:M9glucAA_Azt:2,0.0205479625,0.9482423830000001
Paeru_PRECISE:CAMHB_Mero:1,-7.282400968,-0.43980319500000004
Paeru_PRECISE:CAMHB_Mero:2,-6.547183521,-0.42616395900000004
Paeru_PRECISE:CAMHB_Tet:1,-3.1815990872,0.591086027
Paeru_PRECISE:CAMHB_Tet:2,-4.5368820735,-0.27440700700000004
Paeru_PRECISE:R10LB_Gent:1,-7.9470107117,-0.41251585300000004
Paeru_PRECISE:R10LB_Ceft:1,-10.9978029149,-0.576942198
Paeru_PRECISE:R10LB_Ceft:2,-6.4988579328,-0.461191061
Paeru_PRECISE:CAMHB_Biofilm:1,-8.122193989,-0.291530432
Paeru_PRECISE:CAMHB_Biofilm:2,-8.1660103269,-0.5834022600000001
Paeru_PRECISE:M9glucAA_Biofilm:1,2.4243517574,0.381818123
Paeru_PRECISE:M9glucAA_Biofilm:2,1.7013366573000002,0.040345698
Paeru_PRECISE:R10LB_Gent:2,-4.3136387205,-0.19587173700000002
Paeru_PRECISE:R10LB_Pip:1,-6.1010097965,-0.638891242
Paeru_PRECISE:R10LB_Pip:2,-4.25676554,-0.537033318
Paeru_PRECISE:R10LB_Mec:1,-5.4444012233,-0.683600957
Paeru_PRECISE:R10LB_Mec:2,-1.9479276443,-0.28255927200000003
Paeru_PRECISE:CAMHB_Azt:3,-0.2731057195,0.655019256
Paeru_PRECISE:CAMHB_Azt:4,-0.5612583899,0.288808214
Paeru_PRECISE:CAMHB_Biofilm:3,-8.5401598552,-0.753409085
Paeru_PRECISE:CAMHB_Biofilm:4,-8.6682614656,-0.9303643540000001
Paeru_PRECISE:M9glucAA_Biofilm:3,0.043209656900000004,-0.069703208
Paeru_PRECISE:M9glucAA_Biofilm:4,0.3940421958,-0.18860769600000002
Paeru_PRECISE:R10LB_Mero:1,-3.2608467059,-1.3454472910000002
Paeru_PRECISE:R10LB_Mero:2,-4.339927477,-1.442279079
Paeru_PRECISE:LB_Cam:1,4.6066319438,1.848266539
Paeru_PRECISE:LB_Cam:2,4.3261918798,2.137726608
Paeru_PRECISE:CAMHB_Ceft:5,-6.2546358665,-0.5336207860000001
Paeru_PRECISE:CAMHB_Cip:1,-7.0601496085,-0.290167283
Paeru_PRECISE:CAMHB_Cip:2,-7.5514201022,-0.174761614
ampC_mutation:PA_Cef_taz_wt:1,1.4488367047000001,0.45357558800000003
ampC_mutation:PA_mutS_Cef_taz:1,0.8666707051,0.5638914700000001
ampC_mutation:PA_mutS:1,-2.6220742462,0.160852197
ampC_mutation:PA_mutS:2,-1.9834980968,-0.326110379
ampC_mutation:PA_mutS:3,-0.9813755866,0.679054991
ampC_mutation:PA_Cef_taz_wt:2,-1.4488367047000001,-0.45357558800000003
ampC_mutation:PA_mutS_Cef_taz:2,-1.7335733043000001,-0.13705529600000002
ampC_mutation:PA_mutS:4,-1.1307268994,0.32326483500000003
ampC_mutation:PA_mutS:5,-1.1399919557,-0.818486094
ampC_mutation:PA_mutS:6,-0.9232836384,0.15938580800000002
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,-1.0217248326,-0.11684023600000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,0.2724917207,-0.061977761000000006
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,-0.4451580933,-0.351692599
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,-0.945426011,-0.538229511
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,3.7719159633,0.30637795900000003
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,3.5404106419,0.36760151700000004
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,-0.2182000256,0.17482593200000002
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,0.2182000256,-0.17482593200000002
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,4.0987261245,0.371343839
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,4.3232702069,0.5074439110000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,7.0341056492,1.362276684
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,8.302375063,1.38203713
cysB_mutant:PAO1HH_wt:1,0.4312301784,-0.18280195800000001
cysB_mutant:PAO1HH_wt:2,-0.4312301784,0.18280195800000001
cysB_mutant:cysBHH:1,-4.4342791738,-0.049652369
cysB_mutant:cysBHH:2,-4.4267003182,-0.29681455100000004
cysB_mutant:cysBHH:3,-4.3712912516,0.13724823800000002
ersA_knockout:delersA:1,-0.1354867167,0.16940827600000002
ersA_knockout:delersA:2,-0.2771308914,0.10057776600000001
ersA_knockout:wt_BHI:1,0.2305188834,0.18181038400000002
ersA_knockout:wt_BHI:2,-0.2305188834,-0.18181038400000002
gcsR_mutant:PAO1_rep_wt:1,-0.1623753976,0.18243710600000002
gcsR_mutant:PAO1_rep_wt:2,0.1623753976,-0.18243710600000002
gcsR_mutant:GcsR_rep:1,0.9026903025,0.048305022
gcsR_mutant:GcsR_rep:2,-0.012192770300000001,0.0048670960000000004
