,A,fhlA
omv:controlPCN_lowOD_intracellularRNAs:1.0,-3.0746136645,-0.1361858188
omv:controlPCN_lowOD_intracellularRNAs:2.0,5.7422531091,0.3325891013
omv:spi2_ind_lowOD_intracellularRNAs:3.0,10.0914899445,1.1992255444
omv:controlPCN_lowOD_intracellularRNAs:3.0,-2.6676394446,-0.19640328240000002
sv5015:STM1625:1.0,-8.5315846017,-0.6298751052
sv5015:STM1625:2.0,-8.4355987128,-0.554355492
sv5015:STM1625:3.0,-8.7597854037,-0.6539455901
sv5015:STM0581:1.0,-22.2305890967,-1.4668339910000001
sv5015:STM0581:2.0,-22.3042315322,-1.6814288075000001
sv5015:STM0581:3.0,-20.9498386181,-1.2792655125999999
sv5015:WT:1.0,-0.6639441019,-0.1506847214
sv5015:WT:2.0,0.4229743704,0.13952681590000002
sv5015:WT:3.0,0.2409697314,0.0111579056
tomato:tomato_root:1.0,8.091330421,1.9573662859
tomato:tomato_root:2.0,8.5332450718,1.6154852613
tomato:tomato_root:3.0,7.7971623264000005,1.4691228564
tomato:LB:1.0,-1.1020580066,-0.1584202059
tomato:LB:2.0,1.1020580066,0.1584202059
AcrB_efflux_virulence:AcrB_D408A:1.0,-0.6729579915,0.45070416020000004
AcrB_efflux_virulence:AcrB_D408A:2.0,-1.5341963405999999,0.3424986585
AcrB_efflux_virulence:AcrB_D408A:3.0,-3.7497587513,0.1141539615
AcrB_efflux_virulence:WT:1.0,-1.1408770533,-0.25770598980000003
AcrB_efflux_virulence:WT:2.0,0.4514474041,0.1660957001
AcrB_efflux_virulence:WT:3.0,0.6894296492,0.0916102897
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,1.7937455364,0.7462291884000001
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,-4.8549705016,-1.4619138153
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,-4.2964106038,-1.6010159052000001
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,-4.9419806052,-1.1956558217
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,-3.3955708871,-1.2054032985
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,-4.0174140671,-0.8603662069
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,-6.0237364607,-0.45863018200000005
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,4.4400322323,0.6576374885
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,5.5060074184,0.8374786580000001
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,-5.4466463217,-1.1330328019
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,-2.0371035293,-0.9474481694
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,-2.9056650467000003,-1.402779575
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,-3.1704729194,-0.9392866694
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,-2.6272791522,-1.5453897399
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,-4.7337776039,-0.394506409
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,-3.1084328544,-0.9830258348
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,0.10144048130000001,0.2587990407
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,5.9496592255,0.1346386218
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,2.2590790331,0.1949656011
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,6.5698997164,-1.8045788918999999
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,4.339497917,1.0132779958
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,-0.8415852959000001,-0.2199627737
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,-5.7341073158,-0.5964825324
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,6.5756926117,0.8164453061
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,2.0872049385,-0.5984115426000001
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,-2.5688357656000003,-1.4949597521
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,-2.2644642554,-1.4800681163
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,-2.1107732145,-0.4564721446
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,-3.995508843,-1.3219744781
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,5.412513107,-0.2820514914
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,-1.5980142706,-1.208182667
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,-3.7928388647,-1.7387604054999999
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,-4.4974993351,-1.2740275949
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,-5.9639243006000004,-0.4938610349
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,-7.2376974973,-0.48518744210000003
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,-4.7657654958,-1.678852632
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,-4.887911262,-1.5115575585
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,-3.3142364887999998,-1.1545410188
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,-3.155942231,-1.7632559950000002
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,-6.8835688839,-0.8039885273
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,-2.022922827,-0.0545133867
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,-4.4886077394,-0.8068155330000001
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,-7.9230982544,-0.6595034280000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,7.0721337441,-1.0401356139
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,1.7459569992000001,0.1693127186
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,-2.6718504515,-0.48916562020000004
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,-5.7617910242,-1.0389626187
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,-7.1531027934,-0.9061553951
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,-4.5161051914,-0.5794265338
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,-3.5283999251,-1.8342602111000001
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,-1.8333222397000002,-1.0632622441
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,-2.5862740354,-1.3933907733
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,-4.2127981513,-0.8972888844
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,-5.2834062731,-0.39505235
OPG:del_opgGH:1.0,1.1999224893,0.9519370675000001
OPG:del_opgGH:2.0,5.115310958,1.1562450219
OPG:del_opgGH:3.0,5.0472245922,1.3214936852
OPG:del_opgGH_pBK16:1.0,-0.6342324192000001,0.2418978448
OPG:del_opgGH_pBK16:2.0,-0.8890443972000001,0.3405956912
OPG:del_opgGH_pBK16:3.0,-1.1913496577,0.2060601067
OPG:WT:1.0,0.528977307,0.0397680205
OPG:WT:2.0,0.0049795076,-0.08075784030000001
OPG:WT:3.0,-0.5339568146,0.0409898198
PinT:pinT+_1h:1.0,-0.5530601799,0.130863702
PinT:pinT+_1h:2.0,0.5530601799,-0.130863702
cold_shock_protein:WT_RNAseq:1.0,-0.2154318094,0.0645033383
cold_shock_protein:WT_RNAseq:2.0,-0.0296873716,-0.019678755200000002
cold_shock_protein:WT_RNAseq:3.0,0.24511918100000002,-0.0448245831
cold_shock_protein:DeltaCspCE_RNAseq:1.0,-1.569635552,-0.23301827690000002
cold_shock_protein:DeltaCspCE_RNAseq:2.0,-0.6533044019,-0.1126064237
cold_shock_protein:DeltaCspCE_RNAseq:3.0,-0.9674981446,0.0620983216
dephostatin:LB_DMSO:1.0,-1.7024074539,0.0808788943
dephostatin:LB_DMSO:2.0,1.1740393704,0.0292547569
dephostatin:LB_DMSO:3.0,0.5283680835,-0.11013365110000001
dephostatin:LB_Dephostatin:1.0,-1.4603409337,-0.0640031747
dephostatin:LB_Dephostatin:2.0,0.9018719791,-0.3859365851
dephostatin:LB_Dephostatin:3.0,-0.9348994350000001,-0.2360400612
dephostatin:LPM_DMSO:1.0,2.1917694411,-0.8852834020000001
dephostatin:LPM_DMSO:2.0,1.6888322264000002,-0.48484360470000004
dephostatin:LPM_Dephostatin:1.0,-1.3833966208000001,-0.7915993543000001
dephostatin:LPM_Dephostatin:2.0,1.8204610349,-0.5564370727
dephostatin:LPM_Dephostatin:3.0,-0.9720955997,-0.8298934394
efflux_inhibition:Chlorpromazine:1.0,-0.6531043113,-3.3236583604
efflux_inhibition:Chlorpromazine:2.0,-1.194675432,-2.6163360735
efflux_inhibition:Chlorpromazine:3.0,-1.0044094783,-1.4948276015
efflux_inhibition:PABN:1.0,3.4392575146,-0.9332548292
efflux_inhibition:PABN:2.0,0.1296809106,-2.7572190719
efflux_inhibition:no_treatment:1.0,-0.6427601956,-0.026644408
efflux_inhibition:no_treatment:2.0,-0.1881500136,-0.0463001253
efflux_inhibition:no_treatment:3.0,0.8309102092,0.0729445333
efflux_inhibition:Chlorpromazine:4.0,-0.8004923508,-1.4666297414
efflux_inhibition:PABN:3.0,0.5737427405000001,-3.2287840238
fis_regulatory_network:GX_EE:1.0,0.1767321587,0.4345548167
fis_regulatory_network:GX_EE:2.0,1.150524845,0.3410368562
fis_regulatory_network:GX_TS:1.0,-3.3174510039,1.7936933152
fis_regulatory_network:GX_TS:2.0,-3.3825669602,1.9593316554
fis_regulatory_network:WT_EE:1.0,-0.27495443740000003,-0.0398131542
fis_regulatory_network:WT_EE:2.0,0.27495443740000003,0.0398131542
fis_regulatory_network:WT_TS:1.0,-2.8445585502,1.7077394503
fis_regulatory_network:WT_TS:2.0,-2.7995964856,1.6803383974
fis_regulatory_network:OX_EE:1.0,1.1112466896,0.4188316529
fis_regulatory_network:OX_EE:2.0,1.6584684472,0.3763681975
fis_regulatory_network:OX_TS:1.0,-3.5297776560000003,1.6766037475000002
fis_regulatory_network:OX_TS:2.0,-2.7553214119,1.3551876697
persisters:rep:1.0,-0.8978242734,-0.0502798857
persisters:rep:2.0,0.8978242734,0.0502798857
proQ_pulse_expression:empty_vector:1.0,0.08404639280000001,0.11730279260000001
proQ_pulse_expression:empty_vector:2.0,-0.08404639280000001,-0.11730279260000001
proQ_pulse_expression:long_STnc540_overexpression:1.0,0.8594053138000001,0.0096985565
proQ_pulse_expression:long_STnc540_overexpression:2.0,-0.0271949395,-0.0012797561
proQ_pulse_expression:short_STnc540_overexpression:1.0,-0.20997211810000002,0.1658866829
proQ_pulse_expression:short_STnc540_overexpression:2.0,0.0427868681,0.0650372618
proQ_virulence:dhfq_dproQ_LB:1.0,0.9632160909,-0.8740947443
proQ_virulence:dhfq_dproQ_LB:2.0,0.4333043442,0.0915919176
proQ_virulence:dhfq_dproQ_LB:3.0,-0.1646537605,-0.0949210214
proQ_virulence:dhfq_dproQ_SPI-2:1.0,5.6783690218,0.4787778877
proQ_virulence:dhfq_dproQ_SPI-2:2.0,5.8452396712,0.4538134421
proQ_virulence:dhfq_dproQ_SPI-2:3.0,6.1972222834,0.6043784264000001
proQ_virulence:dhfq_LB:1.0,0.9701630994,-1.2529012558
proQ_virulence:dhfq_LB:2.0,0.8338652253000001,-1.5129408178000001
proQ_virulence:dhfq_LB:3.0,0.9484099158,-1.3558494825
proQ_virulence:dhfq_SPI-2:1.0,8.8015988756,0.6624604257000001
proQ_virulence:dhfq_SPI-2:2.0,8.7602443042,0.5268856232
proQ_virulence:dhfq_SPI-2:3.0,8.7463775275,0.5732835242000001
proQ_virulence:dproQ_LB:1.0,0.2687740784,-0.34103863230000003
proQ_virulence:dproQ_LB:2.0,-0.3593703334,0.0199785088
proQ_virulence:dproQ_LB:3.0,-0.2738522303,0.2679879336
proQ_virulence:dproQ_SPI-2:1.0,3.6486871338,-0.152073741
proQ_virulence:dproQ_SPI-2:2.0,4.0291970279,0.2911012508
proQ_virulence:dproQ_SPI-2:3.0,4.0467896977,0.1374575015
proQ_virulence:WT_LB:1.0,-0.249132069,-0.3042054665
proQ_virulence:WT_LB:2.0,0.1487152316,-0.020186486400000002
proQ_virulence:WT_LB:3.0,0.1004168374,0.3243919529
proQ_virulence:WT_SPI-2:1.0,5.1517924977,0.5929045718
proQ_virulence:WT_SPI-2:2.0,6.0104615012,0.527353323
proQ_virulence:WT_SPI-2:3.0,5.283877729,0.48644704250000004
rcsB:del_rcsB_S207C:1.0,-0.5676517908000001,-0.4488161807
rcsB:del_rcsB_WT:1.0,-0.27010750850000004,-0.0388050687
rcsB:del_rcsB:1.0,0.6303717594,-1.0833680819
rcsB:del_rcsB_H12A:1.0,0.1181244993,-0.6429987198
rcsB:del_rcsB_D56A:1.0,0.37289603320000003,-0.7442002751
rcsB:del_rcsB_M88A:1.0,-0.47125696850000004,-0.5240928561
rcsB:del_rcsB_H77A:1.0,-0.2274585852,-0.4376376169
rcsB:del_rcsB_L108A:1.0,1.1447338141,-0.14666878800000002
rcsB:del_rcsB_S207C:2.0,0.48626722650000004,-0.5910248298
rcsB:del_rcsB_WT:2.0,0.1818849784,0.1731991327
rcsB:del_rcsB:2.0,0.41344299360000003,-0.898050024
rcsB:del_rcsB_H12A:2.0,0.6026892461000001,-0.9420269092
rcsB:del_rcsB_D56A:2.0,-0.6403406995,-0.39199270820000004
rcsB:del_rcsB_H77A:2.0,0.0481441749,0.0083067756
rcsB:del_rcsB_L108A:2.0,-1.210751878,-0.2804845099
rcsB:del_rcsB_WT:3.0,0.0882225301,-0.134394064
rcsB:del_rcsB_H12A:3.0,1.1657306926,-0.5996231291
rcsB:del_rcsB_D56A:3.0,-0.5601222586,-0.6354459295
rcsB:del_rcsB_M88A:2.0,-1.0662062946,-0.6543029322
rcsB:del_rcsB_H77A:3.0,0.318199956,-0.4008466463
rcsB:del_rcsB_L108A:3.0,-0.2245831244,-0.5739771416
ribodepletion:RiboZero:1.0,-0.059629377600000005,-0.0612371222
ribodepletion:RiboZero:2.0,0.059629377600000005,0.0612371222
single_carbon_source:mucic:1.0,-0.09710811350000001,-0.3119328256
single_carbon_source:mucic:2.0,0.09710811350000001,0.3119328256
single_carbon_source:tartarate:1.0,1.8196762557000001,-0.583661901
single_carbon_source:tartarate:2.0,1.9090661282,-0.6997291671
ssrA_ssrB_TCS:ssrB_minus:1.0,-0.48561623810000004,0.06514868700000001
ssrA_ssrB_TCS:ssrB_minus:2.0,0.5154042825,-0.1455345224
ssrA_ssrB_TCS:ssrB_minus:3.0,-0.0297880444,0.0803858353
ssrA_ssrB_TCS:ssrB_plus:1.0,3.5840507819000003,-0.0712961004
ssrA_ssrB_TCS:ssrB_plus:2.0,3.7434728826,-0.1484269184
ssrA_ssrB_TCS:ssrB_plus:3.0,3.9852233874,-0.23922620100000003
yedF:WT:1.0,-1.4468154381,0.3797539052
yedF:WT:2.0,1.4468154381,-0.3797539052
yedF:del_yedF:1.0,-4.5977981944,2.529411377
yedF:del_yedF:2.0,-2.2742921883,2.8083294368000002
yedF:del_yedF:3.0,-2.2812803903,4.6401537465
14028S_paratyphiA:37C_stationary:1.0,-1.2285108559,1.0227635221
14028S_paratyphiA:42C_log:1.0,0.90946995,0.1572151661
14028S_paratyphiA:37C_log:1.0,-0.6469510872,0.1120122962
14028S_paratyphiA:42C_log:2.0,0.9430474984,-0.1634490492
14028S_paratyphiA:37C_stationary:2.0,-0.2941748388,1.3878107036
14028S_paratyphiA:37C_log:2.0,0.6469510872,-0.1120122962
7TF:hilC:1.0,2.5086411479,-1.2439185613000001
7TF:del_hilD:1.0,-1.5066342312,-0.047909305400000005
7TF:WT:1.0,-0.4954177193,0.0536564005
7TF:hilD:1.0,5.665949803,-0.6639869203000001
7TF:WT:2.0,0.1388338651,0.1725427715
7TF:del_sprB:1.0,1.2277097697000001,0.13296186740000002
7TF:del_rtsB:1.0,-4.5928705049000005,0.0590506521
7TF:rtsA:1.0,-1.5302189273,-0.7422328951
7TF:del_invF:1.0,-0.18654020670000002,0.1846939407
7TF:sprB:1.0,2.5034735243,-0.7683401533
7TF:hilD:2.0,2.3451017507,-1.2028070575
7TF:del_invF:2.0,-0.1427076489,0.2391136406
7TF:del_rtsB:2.0,-3.3807594646,-0.011237001200000001
7TF:hilC:2.0,1.0825832293,-1.1871228984
7TF:WT:3.0,-0.6413618346000001,-0.0835997431
7TF:del_hilD:2.0,-1.4285273494,-0.16656269980000002
7TF:rtsA:2.0,-3.6326897124,-0.4472543061
7TF:invF:1.0,-0.1244712423,-0.37733803790000003
7TF:invF:2.0,1.4885161458,-1.1301999341
7TF:sprB:2.0,3.0412304145,-1.1118642153
7TF:del_sprB:2.0,1.0168214408,0.2063601942
7TF:WT:4.0,0.9979456887,-0.1425994289
MMC:del_rtcB_No treatment:1.0,0.7183038543,0.1473348039
MMC:WT_No_treatment:1.0,-0.1907777723,0.087851963
MMC:WT_No_treatment:2.0,-0.9838225743000001,-0.14482166330000001
MMC:del_rtcR_No_treatment:1.0,-1.0200414414,-0.2725402112
MMC:del_rtcR_3mM_MMC:1.0,1.4412699234000002,-1.8527995958
MMC:WT_No_treatment:3.0,1.1746003466000001,0.0569697003
MMC:del_rtcB_3mM_MMC:1.0,0.1492723587,-1.7049068136
MMC:del_rtcB_3mM_MMC:2.0,1.4097782875,-1.6301039151999999
MMC:del_rtcR_3mM_MMC:2.0,1.9705636244,-1.621612453
MMC:del_rtcR_3mM_MMC:3.0,-1.3962030684,-0.3061508751
MMC:del_rsr_No_treatment:1.0,0.0463641438,-0.2727577773
MMC:del_rtcB_3mM_MMC:3.0,-0.0493430787,-1.6791292235
MMC:del_rtcR_No_treatment:2.0,0.4892921891,-0.022801107
MMC:del_rsr_3mM_MMC:1.0,2.3696238065,-1.4613424133000001
MMC:del_rtcB_No treatment:2.0,0.5465433434,-0.2029022705
MMC:WT_3mM_MMC:1.0,2.2583262637,-2.0068051845
MMC:del_rsr_3mM_MMC:2.0,2.9491889491,-1.6688148695
MMC:WT_3mM_MMC:2.0,1.0113383674,-1.7207789547
MMC:del_rsr_No_treatment:2.0,2.3794963684,-0.0666549649
MMC:del_rtcB_No treatment:3.0,1.6834201067999999,-0.1004924561
MMC:del_rsr_No_treatment:3.0,1.3519153319,-0.2944815437
Nontyphoidal_comparisons:rep:1.0,-0.0648212375,-0.23069276900000002
Nontyphoidal_comparisons:rep:2.0,0.620551207,0.0852296133
Nontyphoidal_comparisons:rep:3.0,-0.5557299695,0.1454631556
araC:delta_araC_LB:1.0,0.683910278,0.0676749032
araC:WT_LB:1.0,0.3905700453,0.218294799
araC:WT_LB:2.0,-0.3905700453,-0.218294799
araC:delta_araC_LB:2.0,0.5325478566,0.19186706990000002
csgD:WT_planktonic_TP1:1.0,4.03553706e-16,0.0
csgD:del_csgD_planktonic_TP2:1.0,2.7791959735000002,-0.9906301822
csgD:WT_aggregate_TP2:1.0,2.7970080194999998,-1.2001173428
csgD:del_csgD_planktonic_TP1:1.0,0.3032798599,-0.12216815880000001
csgD:WT_planktonic_TP3:1.0,3.5169155574,-1.1056702892
csgD:del_csgD_planktonic_TP3:1.0,3.544597002,-1.2125102199
csgD:WT_planktonic_TP2:1.0,1.3895663752,-0.7654475683
csgD:WT_aggregate_TP3:1.0,4.1003069363,-1.4599079011
csgD:PcsgD_planktonic_lux_TP1:1.0,0.4946046915,0.4721481045
csgD:PcsgD_planktonic_lux_TP4:1.0,2.7711304298,-1.1259181364
csgD:PcsgD_aggregate_lux_TP3:1.0,4.715055737,-1.8108081872000001
csgD:PcsgD_planktonic_lux_TP2:1.0,1.5013838903,-0.21881067950000002
csgD:PcsgD_planktonic_lux_TP3:1.0,3.8031238771,-0.5254642527
csgD:del_csgD_planktonic_TP4:1.0,4.3614600902,-1.6759915906
csgD:WT_aggregate_TP4:1.0,4.467241448,-1.9216405748
csgD:PcsgD_aggregate_lux_TP4:1.0,3.3078340786,-1.7931767074
csgD:PcsgD_aggregate_lux_TP2:1.0,2.2590225007,-1.3387779737
csrA:10min_LB_csrA:1.0,4.5579370106,-3.4075456212
csrA:10min_LB_WT:1.0,3.0429717344,-2.8018892376
csrA:2.5min_LB_csrA:1.0,4.9008471545,-0.1687968843
csrA:5min_mLPM_WT:1.0,6.8176326147,-1.427167754
csrA:15min_mLPM_csrA:1.0,1.9661614418000002,-1.2915558111
csrA:5min_LB_WT:1.0,5.3365307403,-1.6174454796000002
csrA:2.5min_LB_WT:1.0,2.8839995327,1.4372063655
csrA:0min_LB_WT:1.0,0.3941789875,0.1688191158
csrA:15min_LB_WT:1.0,1.8556817160999999,-2.6683606623
csrA:0min_mLPM_WT:1.0,3.2006879349,1.0232080328
csrA:15min_LB_csrA:1.0,2.2581771901,-2.9868323936000003
csrA:15min_mLPM_WT:1.0,-0.24068844450000002,-0.35626798130000004
csrA:15min_LB_csrA:2.0,2.2340748918,-3.4676948975
csrA:0min_mLPM_WT:2.0,3.5662052753999998,1.3750462849
csrA:0min_LB_csrA:1.0,0.8377503185,-0.1534998145
csrA:15min_LB_WT:2.0,1.8622256234,-2.5040104343
csrA:15min_mLPM_WT:2.0,0.1450478993,-0.7821488360000001
csrA:5min_LB_WT:2.0,4.3361476338,-0.373991919
csrA:5min_mLPM_WT:2.0,5.5988277005,-1.5307575243
csrA:2.5min_LB_WT:2.0,3.6532239697,0.1914529503
csrA:5min_mLPM_csrA:1.0,2.8935537699,-2.2004783562
csrA:0min_LB_csrA:2.0,0.899027887,0.0115695037
csrA:15min_mLPM_csrA:2.0,0.7742108005,-1.6222295603
csrA:5min_mLPM_csrA:2.0,2.9442569303,-2.3671156299
csrA:10min_LB_WT:2.0,3.1794091396,-2.6135864679000003
csrA:0min_LB_WT:2.0,-0.3941789875,-0.1688191158
csrA:5min_LB_csrA:1.0,4.315919155,-2.1493914466
csrA:10min_mLPM_csrA:1.0,3.2187267552,-1.5696455176000002
csrA:10min_mLPM_csrA:2.0,2.520852315,-1.7133170832
csrA:5min_LB_csrA:2.0,5.8273343895,-1.6886083052
csrA:2.5min_LB_csrA:2.0,3.9520105660000002,-0.42947477840000003
csrA:10min_LB_csrA:2.0,5.4309906012999996,-3.3931474437
flagellum:ΔSTM14_1829 :1.0,1.4651124369000001,0.42757508590000004
flagellum:ΔSTM14_1829 :2.0,1.6993678072,0.34455191100000004
flagellum:WT:1.0,-0.2316956962,-0.11158809800000001
flagellum:WT:2.0,-0.0501604178,0.0359299879
flagellum:ΔSTM14_1829 :3.0,2.6207836849,0.1112031894
flagellum:WT:3.0,0.2818561141,0.0756581102
fliA:del_rpoF:1.0,2.1360299038,0.0248069557
fliA:WT:1.0,-0.10643370220000001,0.2899662279
fliA:del_rpoF:2.0,3.2385628883,-0.045172527600000005
fliA:WT:2.0,0.10643370220000001,-0.2899662279
mgtC:empty_pUH21:1.0,0.0771880701,-0.0114920682
mgtC:pUH_mgtC:1.0,-0.8810433114,-0.2096639028
mgtC:empty_pUH21:2.0,-0.0771880701,0.0114920682
mgtC:pUH_mgtC:2.0,-0.6893879834000001,-0.2492714967
mgtCBR:empty_pBAD18:1.0,-0.0182689584,0.0645012631
mgtCBR:mgtC_pBAD113:1.0,-1.0630780122,0.5396548283
mgtCBR:empty_pBAD18:2.0,0.0182689584,-0.0645012631
mgtCBR:mgtC_pBAD113:2.0,-1.2857200962,0.8176628204
novobiocin:100_Novobiocin_60min:1.0,-2.8092191549,1.3276792372
novobiocin:500_Novobiocin_60min:1.0,-2.3619399863,0.7508579569
novobiocin:0_Novobiocin_60min:1.0,-3.4128261999,1.5108474618
novobiocin:0_Novobiocin_0min:1.0,0.20034581140000002,0.1910046595
novobiocin:100_Novobiocin_60min:2.0,-2.7500277209,1.4221837974
novobiocin:0_Novobiocin_10min:1.0,-2.6142748773999998,-0.4999308408
novobiocin:500_Novobiocin_20min:1.0,-1.9572042852,0.3093829101
novobiocin:0_Novobiocin_20min:1.0,-2.9992508471,0.2272621965
novobiocin:0_Novobiocin_60min:2.0,-3.160259684,1.3553150937
novobiocin:0_Novobiocin_10min:2.0,-1.6482207589,-0.3273578699
novobiocin:500_Novobiocin_60min:2.0,-2.0156560709,0.6657134151
