,A,FleN
Catabolite_repression:deldcrc:2,7.6772898925,0.921562278
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.0187911777,-0.078877028
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,-0.12436081110000001,0.071035307
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,0.10556963330000001,0.007841721000000001
Diallyl_disulphide_treatment:PAO1_DDS:1,5.4927441088,-0.542619517
Diallyl_disulphide_treatment:PAO1_DDS:2,4.6359222815,-0.898419559
Diallyl_disulphide_treatment:PAO1_DDS:3,4.6619022899,-0.317518158
Dispersed_cells:PAO1_dispersed_wt:1,-0.0496649694,-0.021195581
Dispersed_cells:PAO1_dispersed_wt:2,0.0496649694,0.021195581
Dispersed_cells:PyhjH_dispersed:1,2.1994220454,0.845831328
Dispersed_cells:PyhjH_dispersed:2,1.8151034502,0.8732881370000001
Dispersed_cells:PA01_Planktonic:1,1.8677713184,0.9648967570000001
Dispersed_cells:PA01_Planktonic:2,1.0035415514,0.956796136
Dispersed_cells:PAO1_Biofilm:1,0.2685580697,0.811761087
Dispersed_cells:PAO1_Biofilm:2,2.1459575783,1.05163545
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,3.3731486349,-0.072875805
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,2.997942251,-0.166243746
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,3.5888221337,-0.125071551
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,0.4989837113,0.047223314
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,-0.0312778172,-0.061409875
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,-0.4677058941,0.01418656
Farnesol_treatment:RNA of 0-1F_L:1,-0.7789506038,0.14043713300000002
Farnesol_treatment:RNA of 0-1F_L:2,-1.0023877346,0.008844284
Farnesol_treatment:RNA of 0-1F_L:3,1.7813383383999999,-0.149281418
Farnesol_treatment:RNA of 6-F_L1:1,0.900759697,0.309623694
Farnesol_treatment:RNA of 6-F_L1:2,-0.5904658383,0.37759274200000004
Farnesol_treatment:RNA of 6-F_L1:3,-0.6473220715,0.33127087800000005
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,0.0500547899,-0.015798259000000002
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,-0.0500547899,0.015798259000000002
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,0.1633305328,0.10676208200000001
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,-0.190875545,-0.182674932
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,1.6377948029,0.207390032
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,-0.2082394851,0.123148511
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,-3.3890013361999998,0.563777733
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,-0.16556648370000002,-0.29687925600000004
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,-1.2639888342,-0.033659287
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,-1.6625636453000001,-0.147375991
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,1.3121360047000001,0.041409914000000006
HapZ_SagS_mutant:delHapZp:1,-2.0199752872,-0.077043495
HapZ_SagS_mutant:delHapZp:2,-1.489680795,-0.016077481
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,-2.3177579947,-0.014670113
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,1.00562199,-0.026739801
HapZ_SagS_mutants:delHApZ:1,3.5816346412,0.099575626
HapZ_SagS_mutants:delHApZ:2,2.8658653463,0.282042191
HapZ_SagS_mutants:delHApZ:3,3.6192645418,0.311224143
HapZ_SagS_mutants:delSagS:1,-0.3072068955,0.072794046
HapZ_SagS_mutants:delSagS:2,0.10680807540000001,0.048888134
HapZ_SagS_mutants:delSagS:3,-2.3257299561,0.025623616000000002
HapZ_SagS_mutants:delHapZp:3,-2.2233190013,-0.102153827
Lung_infection_transcriptome:PA01_LS1:1,2.8079497798,-0.24198616900000003
Lung_infection_transcriptome:PA01_LS1:2,3.0921836306,-0.135835644
Lung_infection_transcriptome:PA01_CS1:1,1.2798652231,0.18376935100000003
Lung_infection_transcriptome:PA01_CS1:2,-1.2798652231,-0.18376935100000003
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,-0.5617220926000001,-0.09159266
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,0.5617220926000001,0.09159266
Metabolic_fitness_plasmid:PAO1_pAKD1:1,-1.0639579525,-0.093328005
Metabolic_fitness_plasmid:PAO1_pAKD1:2,0.31904535500000003,0.08885011500000001
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,-5.2007772012,0.199628933
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,-4.5307400023,0.301078709
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,0.8670274836,0.093836707
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,1.4989087773,0.351414694
Metabolic_fitness_plasmid:PAO1_pBS228:1,-2.0583033799,-0.100719185
Metabolic_fitness_plasmid:PAO1_pBS228:2,-3.0835152203,0.318464721
Metabolic_fitness_plasmid:PAO1_RmS149:1,0.5873380761,0.098053395
Metabolic_fitness_plasmid:PAO1_RmS149:2,1.2278689262,0.008817592
Mucin_glycans:ABTGC:1,1.0631192302,0.034050529
Mucin_glycans:ABTGC:2,-0.6757885370000001,-0.007717612
Mucin_glycans:ABTGC:3,-0.4150476422,0.191825086
Mucin_glycans:ABTGC:4,0.2003415779,-0.029345881
Mucin_glycans:ABTGC:5,-0.1726246289,-0.188812122
Mucin_glycans:MUC5B:1,-0.9982308561000001,-0.54075245
Mucin_glycans:MUC5B:2,-1.0074293176,-0.17945876
Mucin_glycans:Glycans:1,0.5498096464000001,0.264827069
Mucin_glycans:Glycans:2,-0.431890217,-0.034007316
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,9.7420394416,1.310270161
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,12.102567532,1.472502212
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,7.483247863,1.452378486
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-7.2650330658,-1.3959191720000002
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-6.399597945,-1.120404491
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-7.2812052225,-1.074832452
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,5.2924099261,1.073813159
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,2.6483307700000003,0.661054712
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,5.1821239453,1.076811456
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-3.7444499741,-1.08865377
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-3.8174594863999998,-0.7163705770000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-5.5609551807,-1.00665498
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.1197532625,0.0062683520000000005
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.1197532625,-0.0062683520000000005
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,3.7255509523,-0.044879111000000006
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,4.0371655459,-0.104247986
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,5.687794602,0.056658256000000004
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,6.1709245239,-0.00449722
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,1.5767062680000001,-0.47260684000000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,1.4173558542,-0.42831938700000005
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,1.7453337895,-0.35039101100000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,1.7965614121,-0.30737215
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,0.3204419791,-0.10482158600000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,0.17200035860000001,0.048249926000000005
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,-0.2730395348,0.018374513000000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,-0.219402803,0.038197147
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,2.5396285068,1.038597995
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,2.7735801241,0.9673667560000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,0.2433376432,-0.092089683
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,0.0999091243,0.060987547
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,-0.3432467675,0.031102136000000002
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,2.5627844698,-0.33380168800000004
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,3.3971079052,-0.094513596
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,0.9651021268000001,-0.338184922
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,-0.13142289470000001,-0.9722833070000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,-1.9891514234,0.09683712600000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,-1.8908598654,0.12280750100000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,-2.0798810861,0.208670658
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,-7.4204152907,-0.76329286
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,-7.6933889808,-0.8050877240000001
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,-8.2634515289,-0.506065977
Rosmarinic_acid:PAO1-100UMRA:1,1.1178496001,-0.277976084
Rosmarinic_acid:PAO1-100UMRA:2,2.1529556532,-0.22636667800000002
Rosmarinic_acid:PAO1_DMSO_Control:1,-0.2853779228,0.20014495000000002
Rosmarinic_acid:PAO1_DMSO_Control:2,0.6246397881,-0.141726505
Rosmarinic_acid:PAO1_DMSO_Control:3,-0.3392618653,-0.058418445000000006
Testosterone_treatment:Testosterone_Control:1,1.0079175661,-0.020253962
Testosterone_treatment:Testosterone_Control:2,-1.0079175661,0.020253962
Testosterone_treatment:Testosterone_2.5:1,-0.33412928950000004,-0.010511424
Testosterone_treatment:Testosterone_2.5:2,-0.6354325681,0.245053656
Tf_toxin_expression:PAO1_WT:1,-0.6785562998,-0.058822734
Tf_toxin_expression:PAO1_WT:2,0.6785562998,0.058822734
Tf_toxin_expression:PAO1_derfA:1,-0.5533657116,0.039349948
Tf_toxin_expression:PAO1_derfA:2,-1.0891201584,-0.059798716
Zinc_treatment:PA_Zn:1,-5.0531481868,-0.6794604630000001
Zinc_treatment:PA_Zn:2,-5.1074285712,-0.41767000800000004
Zinc_treatment:PA_Zn:3,-5.5973187979,-0.607964452
Zinc_treatment:PA_Zn_wt:1,0.14133803150000002,-0.11665024600000001
Zinc_treatment:PA_Zn_wt:2,-0.14133803150000002,0.11665024600000001
Paeru_PRECISE:CAMHB_wt:1,5.5606550825,0.26966801
Paeru_PRECISE:CAMHB_wt:2,4.2381929916,-0.018636869
Paeru_PRECISE:CAMHB_wt:3,4.2832115762,0.049193741000000006
Paeru_PRECISE:CAMHB_wt:4,2.087018197,-0.066104728
Paeru_PRECISE:M9glucAA_Pqt10:1,1.16680939,-0.037794180000000004
Paeru_PRECISE:M9glucAA_Pqt10:2,1.5984894055,-0.035029325
Paeru_PRECISE:M9glucAA_Pqt:1,2.3674508971,-0.06470534
Paeru_PRECISE:M9glucAA_Pqt:2,1.8690679242,-0.156049754
Paeru_PRECISE:M9glucAA_wo_Pqt:1,1.277620915,0.029629158000000003
Paeru_PRECISE:M9glucAA_wo_Pqt:2,2.3247128114,-0.15496943200000002
Paeru_PRECISE:M9glucAA_NaCl:1,7.5151499877,-0.12030243900000001
Paeru_PRECISE:M9glucAA_NaCl:2,6.4610317124,-0.09303776300000001
Paeru_PRECISE:M9glucAA_NaCl:3,6.1239029017,-0.5183295490000001
Paeru_PRECISE:CAMHB_wt:5,1.2177397506,0.030681393
Paeru_PRECISE:CAMHB_wt:6,1.1324581875,0.212644316
Paeru_PRECISE:LB_wt:1,8.1655456442,-0.24897374700000002
Paeru_PRECISE:LB_wt:2,5.656994207,-0.12173539100000001
Paeru_PRECISE:M9glucAA_wt:1,0.4650304569,-0.08146616400000001
Paeru_PRECISE:M9glucAA_wt:2,-0.4650304569,0.08146616400000001
Paeru_PRECISE:M9glucAA_lowpH:1,3.072677767,0.39517007200000004
Paeru_PRECISE:M9glucAA_lowpH:2,1.8602068653,0.24803297400000002
Paeru_PRECISE:M9glucAA_DPD:1,-2.9549890768,0.45936251
Paeru_PRECISE:M9glucAA_DPD:2,-2.8746762628,0.476877724
Paeru_PRECISE:M9sucAA_wt:1,3.5926597226,-0.5519882690000001
Paeru_PRECISE:M9sucAA_wt:2,4.1819314661,-0.239154371
Paeru_PRECISE:M9glucAA_NaCl:4,6.7479823501,0.201810867
Paeru_PRECISE:M9glucAA_NaCl:5,6.6399092358,0.32984261
Paeru_PRECISE:M9sucAA_wt:3,4.7010983547,0.027010078000000003
Paeru_PRECISE:M9sucAA_wt:4,3.6165031936,0.010432723000000001
Paeru_PRECISE:R10LB_wt:1,4.8904944308000005,0.316990307
Paeru_PRECISE:M9glucAA_NaCl:6,5.0724240689,0.33340505400000003
Paeru_PRECISE:M9glucAA_NaCl:7,5.4623613142,0.285924801
Paeru_PRECISE:M9fructAA_wt:1,-0.8213969169,0.11483043
Paeru_PRECISE:M9fructAA_wt:2,-0.9073958914,0.083792894
Paeru_PRECISE:M9GlcNAcAA_wt:1,0.1525464782,0.12931292800000002
Paeru_PRECISE:M9GlcNAcAA_wt:2,0.7031740473,0.257275672
Paeru_PRECISE:M9pyruvAA_wt:1,1.4768469578,-0.019603386
Paeru_PRECISE:M9pyruvAA_wt:2,0.6779998013,0.187360659
Paeru_PRECISE:M9fructAA_wt:3,0.4910783134,-0.01754976
Paeru_PRECISE:M9fructAA_wt:4,0.5603513793,-0.100857583
Paeru_PRECISE:M9GlcNAcAA_wt:3,1.0620256619,-0.256582684
Paeru_PRECISE:M9GlcNAcAA_wt:4,1.3138991552000001,-0.24610463800000001
Paeru_PRECISE:M9glycAA_wt:1,-0.2453497627,-0.346853522
Paeru_PRECISE:M9glycAA_wt:2,0.24299344,-0.332228279
Paeru_PRECISE:M9pyruvAA_wt:3,2.4981363865,-0.378222072
Paeru_PRECISE:CAMHB_wt:7,5.1008624221,0.687685855
Paeru_PRECISE:CAMHB_wt:8,3.6557123172,0.578417452
Paeru_PRECISE:R10LB_wt:2,4.7422725813,0.24353686100000002
Paeru_PRECISE:R10LB_wt:3,2.0946724484,0.219705858
Paeru_PRECISE:R10LB_wt:4,3.4761001882,0.31202587
Paeru_PRECISE:R10LB_wt:5,3.0227661529,0.040317168
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,0.34463407420000003,0.14404978100000002
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,0.45470246480000004,0.38538302300000005
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,-1.3558642698,0.098560936
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,-1.5755322660000002,0.031840356
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,1.267731532,-0.0035770900000000002
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,-0.1756322485,0.13170203800000002
Paeru_PRECISE:M9sucAA_wt:5,0.8103878261,0.193728813
Paeru_PRECISE:M9sucAA_wt:6,-0.3826144708,-0.045604124
Paeru_PRECISE:R10LB_wt:6,1.146953376,0.21119780900000001
Paeru_PRECISE:R10LB_wt:7,0.8327549469000001,0.26168202700000004
Paeru_PRECISE:LB_wt:3,7.1225450733,0.634212791
Paeru_PRECISE:LB_wt:4,7.4643203548,0.674185723
Paeru_PRECISE:R10LB_NaCl:1,4.6244012985000005,0.30792821
Paeru_PRECISE:R10LB_NaCl:2,3.1127899592,0.41138049200000004
Paeru_PRECISE:M9glucAA_PAO1_wt:1,1.4396794347,0.76910247
Paeru_PRECISE:M9glucAA_Zn:1,-19.74702751,-2.54503178
Paeru_PRECISE:M9glucAA_Cu:1,-6.1001536161,1.36403741
Paeru_PRECISE:M9glucAA_NaOCl:1,-1.0020490416,0.827040949
Paeru_PRECISE:M9GlcNAcAA_8:1,1.4432410536,1.097875586
Paeru_PRECISE:M9GlcNAcAA_8:2,0.2817275074,0.397906178
Paeru_PRECISE:M9GlcNAcAA_4:1,1.665993542,1.159323796
Paeru_PRECISE:M9GlcNAcAA_4:2,1.2151713246,0.6143937180000001
Paeru_PRECISE:M9GlcNAcAA_2:1,1.1343183935,0.49365770400000003
Paeru_PRECISE:M9GlcNAcAA_2:2,0.9016376047,0.515571287
Paeru_PRECISE:M9GlcNAcAA_1:1,0.9894815871,0.7414320080000001
Paeru_PRECISE:M9GlcNAcAA_1:2,2.0942689695,0.521390276
Paeru_PRECISE:M9glucAA_NaOCl:2,0.26395245030000003,0.070296646
Paeru_PRECISE:M9glucAA_Cu:2,-4.7325147978,0.21709925700000002
Paeru_PRECISE:M9glucAA_Fe:1,0.6621302535,0.113881724
Paeru_PRECISE:M9glucAA_Fe:2,0.08154899,0.081509753
Paeru_PRECISE:M9glucAA_Zn:2,0.9439389007000001,0.130060835
Paeru_PRECISE:M9glucAA_PAO1_wt:2,2.82849805,0.404992244
Paeru_PRECISE:CAMHB_Mec:1,3.9108731124,0.295482687
Paeru_PRECISE:CAMHB_Mec:2,3.2095292769,0.133625861
Paeru_PRECISE:CAMHB_Azt:1,-4.8725952238,-0.353874391
Paeru_PRECISE:CAMHB_Azt:2,-6.219737196,-0.5200457310000001
Paeru_PRECISE:CAMHB_Pip:1,5.8631386666,0.8198020290000001
Paeru_PRECISE:CAMHB_Pip:2,5.8881868094000005,0.789538406
Paeru_PRECISE:CAMHB_Ceft:1,-0.0735209388,0.101275873
Paeru_PRECISE:CAMHB_Ceft:2,-1.0239779331,0.6916324380000001
Paeru_PRECISE:CAMHB_Ceft:3,1.9475765075,0.52640796
Paeru_PRECISE:CAMHB_Ceft:4,1.3819421926,0.601240109
Paeru_PRECISE:M9glucAA_Ceft:1,-0.9784025668,0.019439764000000002
Paeru_PRECISE:M9glucAA_Ceft:2,-0.07950404970000001,-0.15681313200000002
Paeru_PRECISE:M9glucAA_Gent:1,3.0284238665,0.169880687
Paeru_PRECISE:M9glucAA_Gent:2,2.4165062812,0.332717148
Paeru_PRECISE:M9glucAA_Pip:1,3.0396376264,0.29041223600000005
Paeru_PRECISE:M9glucAA_Pip:2,0.8090363782000001,0.480899373
Paeru_PRECISE:M9glucAA_Azt:1,1.9279614536,0.579019721
Paeru_PRECISE:M9glucAA_Azt:2,1.8858337408999999,0.549260453
Paeru_PRECISE:CAMHB_Mero:1,2.9268330543000003,0.786974143
Paeru_PRECISE:CAMHB_Mero:2,3.6871800576,0.6988384590000001
Paeru_PRECISE:CAMHB_Tet:1,-11.9027182996,-1.298698947
Paeru_PRECISE:CAMHB_Tet:2,-11.8822304567,-1.123802574
Paeru_PRECISE:R10LB_Gent:1,4.2738785628,0.310627773
Paeru_PRECISE:R10LB_Ceft:1,3.6048657392,0.274830407
Paeru_PRECISE:R10LB_Ceft:2,2.9195497254,0.41578089900000004
Paeru_PRECISE:CAMHB_Biofilm:1,-1.8372969862000001,-0.509445365
Paeru_PRECISE:CAMHB_Biofilm:2,0.051831241800000004,-0.007859844000000001
Paeru_PRECISE:M9glucAA_Biofilm:1,2.5206377004,-0.004331601
Paeru_PRECISE:M9glucAA_Biofilm:2,1.4931936958,-0.27937101400000003
Paeru_PRECISE:R10LB_Gent:2,0.4679498902,0.20806269600000002
Paeru_PRECISE:R10LB_Pip:1,-4.6124275081,-0.048631074
Paeru_PRECISE:R10LB_Pip:2,-5.1108126939,-0.10021680200000001
Paeru_PRECISE:R10LB_Mec:1,1.6901057321000001,0.207383483
Paeru_PRECISE:R10LB_Mec:2,1.3567085773,0.065840517
Paeru_PRECISE:CAMHB_Azt:3,-0.7236449636000001,0.48362483
Paeru_PRECISE:CAMHB_Azt:4,1.4863088606,0.28198146300000004
Paeru_PRECISE:CAMHB_Biofilm:3,-3.9731530133,-0.32357355200000004
Paeru_PRECISE:CAMHB_Biofilm:4,-1.2687269586,-0.40011571
Paeru_PRECISE:M9glucAA_Biofilm:3,-1.835155764,-0.34691849999999996
Paeru_PRECISE:M9glucAA_Biofilm:4,-1.9518988904999999,-0.635944731
Paeru_PRECISE:R10LB_Mero:1,-6.7999518939,-0.243982897
Paeru_PRECISE:R10LB_Mero:2,-5.3570617776,-0.293231279
Paeru_PRECISE:LB_Cam:1,7.0920187104,1.361311194
Paeru_PRECISE:LB_Cam:2,6.2475857673,1.311736939
Paeru_PRECISE:CAMHB_Ceft:5,0.212915444,0.566569834
Paeru_PRECISE:CAMHB_Cip:1,4.1943330546,0.85908598
Paeru_PRECISE:CAMHB_Cip:2,4.7935561856,0.95579753
ampC_mutation:PA_Cef_taz_wt:1,0.6205028871,0.20675765200000001
ampC_mutation:PA_mutS_Cef_taz:1,1.1555265742,-0.14728209
ampC_mutation:PA_mutS:1,2.6813184671,0.027656699000000003
ampC_mutation:PA_mutS:2,1.3399415131999999,-0.294881855
ampC_mutation:PA_mutS:3,2.1896227201,0.258025325
ampC_mutation:PA_Cef_taz_wt:2,-0.6205028871,-0.20675765200000001
ampC_mutation:PA_mutS_Cef_taz:2,2.4986769942000002,0.13028035300000002
ampC_mutation:PA_mutS:4,2.0474668518,0.054409688000000005
ampC_mutation:PA_mutS:5,-1.041678359,-0.49957959300000004
ampC_mutation:PA_mutS:6,0.282480587,-0.052780197
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,9.686537873,1.087561505
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,7.8341917952,0.134734836
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,4.8820126216,0.5639921360000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,5.4903391397,1.159186227
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,5.5412599545,0.10672990800000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,5.6194021341,-0.03435478
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,-1.1254753631,-0.363968966
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,1.1254753631,0.363968966
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,5.7787315548,-0.206794935
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,4.1769137333,-0.5893419980000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,-10.327178844,0.245526872
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,-10.9093051485,-0.20622583200000003
cysB_mutant:PAO1HH_wt:1,0.9727106486,-0.017811955
cysB_mutant:PAO1HH_wt:2,-0.9727106486,0.017811955
cysB_mutant:cysBHH:1,-0.7028418029,0.0011924140000000001
cysB_mutant:cysBHH:2,-0.7991318151,-0.064142673
cysB_mutant:cysBHH:3,-1.6259535272,-0.061743627
ersA_knockout:delersA:1,2.4860146674,0.121280697
ersA_knockout:delersA:2,4.1679588587,0.158192896
ersA_knockout:wt_BHI:1,1.2900279025999999,0.087783515
ersA_knockout:wt_BHI:2,-1.2900279025999999,-0.087783515
gcsR_mutant:PAO1_rep_wt:1,-0.0020045753,-0.05026979
gcsR_mutant:PAO1_rep_wt:2,0.0020045753,0.05026979
gcsR_mutant:GcsR_rep:1,0.5204549128,0.11015813
gcsR_mutant:GcsR_rep:2,0.8928196537,0.10051462900000001
mexZ_knockout:del_mexZ:1,2.2560571156,-0.092447758
mexZ_knockout:del_mexZ:2,1.4733907958,-0.0024451290000000003
mexZ_knockout:del_mexZ:3,0.09269201860000001,0.07470726600000001
mexZ_knockout:wt_LB:1,-2.9350527028,-0.132258084
