,A,tdcA
OPG:WT:2.0,-0.4538363597,-0.22635734500000002
OPG:WT:3.0,0.1632512934,0.26417408070000004
PinT:pinT+_1h:1.0,-0.0626508954,0.0539125372
PinT:pinT+_1h:2.0,0.0626508954,-0.0539125372
cold_shock_protein:WT_RNAseq:1.0,-0.8501334371,-0.3211782234
cold_shock_protein:WT_RNAseq:2.0,1.1404757544,0.1789588373
cold_shock_protein:WT_RNAseq:3.0,-0.2903423173,0.1422193861
cold_shock_protein:DeltaCspCE_RNAseq:1.0,-0.1698190853,-0.5245622742
cold_shock_protein:DeltaCspCE_RNAseq:2.0,-1.5549268607,-0.0102337704
cold_shock_protein:DeltaCspCE_RNAseq:3.0,-0.6189151176000001,-0.0261739071
dephostatin:LB_DMSO:1.0,0.8825380514000001,0.1826391275
dephostatin:LB_DMSO:2.0,-1.0704333245,-0.0852432926
dephostatin:LB_DMSO:3.0,0.1878952731,-0.0973958349
dephostatin:LB_Dephostatin:1.0,-1.6339913436,-0.5181549385
dephostatin:LB_Dephostatin:2.0,-2.6298460045,-2.1346801103
dephostatin:LB_Dephostatin:3.0,-0.9582980240000001,-0.5604892348
dephostatin:LPM_DMSO:1.0,-13.9903024652,-4.8940956444
dephostatin:LPM_DMSO:2.0,-15.5421311029,-6.0514458087
dephostatin:LPM_Dephostatin:1.0,-13.7241842975,-3.8907946305000003
dephostatin:LPM_Dephostatin:2.0,-15.3455155946,-6.2381495985
dephostatin:LPM_Dephostatin:3.0,-16.0505989419,-6.0053935048
efflux_inhibition:Chlorpromazine:1.0,-0.730868733,-1.3101784086000001
efflux_inhibition:Chlorpromazine:2.0,-1.0738513261,-1.091739847
efflux_inhibition:Chlorpromazine:3.0,-0.386052324,0.6156502991
efflux_inhibition:PABN:1.0,-2.3253716731000003,0.7436717866
efflux_inhibition:PABN:2.0,-2.2865343138,0.1104099394
efflux_inhibition:no_treatment:1.0,-0.1463319026,0.2550817919
efflux_inhibition:no_treatment:2.0,-0.5761530531,-0.0765460391
efflux_inhibition:no_treatment:3.0,0.7224849557,-0.1785357528
efflux_inhibition:Chlorpromazine:4.0,-0.704426744,0.6232996113
efflux_inhibition:PABN:3.0,-1.780712714,0.5197138879000001
fis_regulatory_network:GX_EE:1.0,1.2252470161,2.1953270311
fis_regulatory_network:GX_EE:2.0,0.1373659382,-1.6407695647
fis_regulatory_network:GX_TS:1.0,2.6538858212000003,0.2872665882
fis_regulatory_network:GX_TS:2.0,2.2285121183,-0.12080190340000001
fis_regulatory_network:WT_EE:1.0,-0.0364896086,0.0102969224
fis_regulatory_network:WT_EE:2.0,0.0364896086,-0.0102969224
fis_regulatory_network:WT_TS:1.0,2.5475567294,0.3291056455
fis_regulatory_network:WT_TS:2.0,2.3700405136000002,-0.41101873710000003
fis_regulatory_network:OX_EE:1.0,-0.5409322119000001,-1.6847485896
fis_regulatory_network:OX_EE:2.0,-0.5687792429,-1.5664942656
fis_regulatory_network:OX_TS:1.0,1.7819375491,2.5946711175
fis_regulatory_network:OX_TS:2.0,2.9677063214,2.0866864724
persisters:rep:1.0,-0.3367926385,0.2396422639
persisters:rep:2.0,0.3367926385,-0.2396422639
proQ_pulse_expression:empty_vector:1.0,0.1774366792,0.38827063430000003
proQ_pulse_expression:empty_vector:2.0,-0.1774366792,-0.38827063430000003
proQ_pulse_expression:long_STnc540_overexpression:1.0,-0.00016525950000000002,-0.0824496526
proQ_pulse_expression:long_STnc540_overexpression:2.0,0.32873463140000003,-0.28102774550000004
proQ_pulse_expression:short_STnc540_overexpression:1.0,-0.0427122413,-0.4965632432
proQ_pulse_expression:short_STnc540_overexpression:2.0,-0.36208932390000004,-0.2719832626
proQ_virulence:dhfq_dproQ_LB:1.0,-5.6380630714,-1.0318736446
proQ_virulence:dhfq_dproQ_LB:2.0,0.1568699637,0.5985418186
proQ_virulence:dhfq_dproQ_LB:3.0,0.0222002182,1.1400888747
proQ_virulence:dhfq_dproQ_SPI-2:1.0,-5.569972398,-2.9810733458
proQ_virulence:dhfq_dproQ_SPI-2:2.0,-5.747062809,-3.0890580348
proQ_virulence:dhfq_dproQ_SPI-2:3.0,-5.1948098127,-2.8350391933
proQ_virulence:dhfq_LB:1.0,-6.2650674335,-1.4431572206
proQ_virulence:dhfq_LB:2.0,-6.0205779704,-0.3648241807
proQ_virulence:dhfq_LB:3.0,-6.6160783327,-1.5138699952999999
proQ_virulence:dhfq_SPI-2:1.0,-5.1674882894,-2.815424123
proQ_virulence:dhfq_SPI-2:2.0,-5.0399464207,-2.7103431433000003
proQ_virulence:dhfq_SPI-2:3.0,-4.7478980991,-3.001372842
proQ_virulence:dproQ_LB:1.0,-2.0305874883,0.756141272
proQ_virulence:dproQ_LB:2.0,2.3213526601,3.0533499021
proQ_virulence:dproQ_LB:3.0,6.7760404537,2.2674078821
proQ_virulence:dproQ_SPI-2:1.0,-5.5408159791,-2.1282907994
proQ_virulence:dproQ_SPI-2:2.0,-5.1919843022,-1.9234231742999999
proQ_virulence:dproQ_SPI-2:3.0,-5.507944686,-2.2044897976
proQ_virulence:WT_LB:1.0,-0.5482570941,-0.5077117365
proQ_virulence:WT_LB:2.0,-1.7890112768000002,-0.7546334443
proQ_virulence:WT_LB:3.0,2.3372683709,1.2623451808000001
proQ_virulence:WT_SPI-2:1.0,-5.3905954773,-1.8983379911
proQ_virulence:WT_SPI-2:2.0,-5.2953088955,-2.0048414583
proQ_virulence:WT_SPI-2:3.0,-5.2986813329,-2.4621568768
rcsB:del_rcsB_S207C:1.0,-0.8839674616000001,-0.2099169867
rcsB:del_rcsB_WT:1.0,0.4416559907,-0.047759565000000004
rcsB:del_rcsB:1.0,2.8297550424,-0.3589655759
rcsB:del_rcsB_H12A:1.0,-0.4889906362,-0.5354270461
rcsB:del_rcsB_D56A:1.0,2.9851640891,0.5020149791
rcsB:del_rcsB_M88A:1.0,0.014463022800000001,-0.2785652906
rcsB:del_rcsB_H77A:1.0,-0.5631085136,-0.3311106125
rcsB:del_rcsB_L108A:1.0,-1.831073514,-0.33859528
rcsB:del_rcsB_S207C:2.0,0.5326414791,0.03297465
rcsB:del_rcsB_WT:2.0,-0.2524197043,-0.1397009756
rcsB:del_rcsB:2.0,1.8264354863,-0.851571841
rcsB:del_rcsB_H12A:2.0,0.0260801522,-0.1407655534
rcsB:del_rcsB_D56A:2.0,2.8120063127,0.2656955696
rcsB:del_rcsB_H77A:2.0,-1.3996212480999999,0.31827825190000003
rcsB:del_rcsB_L108A:2.0,-0.9726502378,-0.3289911021
rcsB:del_rcsB_WT:3.0,-0.18923628650000002,0.1874605407
rcsB:del_rcsB_H12A:3.0,1.119126135,0.0773718179
rcsB:del_rcsB_D56A:3.0,0.8757387557,0.1768816588
rcsB:del_rcsB_M88A:2.0,2.685699939,0.2505509017
rcsB:del_rcsB_H77A:3.0,-2.1614406045,-1.2153616417
rcsB:del_rcsB_L108A:3.0,-0.5456127985,-0.5355229947
ribodepletion:RiboZero:1.0,0.1248023765,0.0144042365
ribodepletion:RiboZero:2.0,-0.1248023765,-0.0144042365
single_carbon_source:mucic:1.0,-2.0689331917000002,-0.1784816791
single_carbon_source:mucic:2.0,2.0689331917000002,0.1784816791
single_carbon_source:tartarate:1.0,2.3571665248,-0.7881837923
single_carbon_source:tartarate:2.0,1.2671628773,-0.0022182667000000002
ssrA_ssrB_TCS:ssrB_minus:1.0,-0.42120098640000003,-0.4017453131
ssrA_ssrB_TCS:ssrB_minus:2.0,0.3906910161,0.1174150717
ssrA_ssrB_TCS:ssrB_minus:3.0,0.0305099703,0.2843302414
ssrA_ssrB_TCS:ssrB_plus:1.0,-1.1743341994,-1.7652447882
ssrA_ssrB_TCS:ssrB_plus:2.0,-1.1088956621,-1.4237255413
ssrA_ssrB_TCS:ssrB_plus:3.0,0.1686702501,-0.3721420197
yedF:WT:1.0,-0.35797809270000003,0.5656706771000001
yedF:WT:2.0,0.35797809270000003,-0.5656706771000001
yedF:del_yedF:1.0,-3.562662839,1.0278950949
yedF:del_yedF:2.0,-2.4727366452,1.8614117413
yedF:del_yedF:3.0,8.8284060768,4.7773008814
14028S_paratyphiA:37C_stationary:1.0,-3.6113041502,-1.3941116399
14028S_paratyphiA:42C_log:1.0,3.144668203,0.9784244771
14028S_paratyphiA:37C_log:1.0,-0.425188952,-0.37996874540000003
14028S_paratyphiA:42C_log:2.0,3.6709579201,0.5822222177
14028S_paratyphiA:37C_stationary:2.0,-3.442980268,-1.6828894207
14028S_paratyphiA:37C_log:2.0,0.425188952,0.37996874540000003
7TF:hilC:1.0,-0.5203481678,-1.526459368
7TF:del_hilD:1.0,1.6171123861,0.5240072477000001
7TF:WT:1.0,-0.3898562732,0.2126969121
7TF:hilD:1.0,8.0066770455,1.9638818498
7TF:WT:2.0,-0.5445986329,-0.2596710123
7TF:del_sprB:1.0,0.41383731,-0.2237208953
7TF:del_rtsB:1.0,5.0882226319,0.5217342859
7TF:rtsA:1.0,1.3801653225,-0.8887995329
7TF:del_invF:1.0,-0.343040975,0.2261773213
7TF:sprB:1.0,0.09511536400000001,-0.8107324806
7TF:hilD:2.0,1.8768125953,-1.0258992706
7TF:del_invF:2.0,0.2526816317,0.2530311928
7TF:del_rtsB:2.0,4.3765919862,0.5677943757
7TF:hilC:2.0,-0.6890802258000001,-1.3812579076
7TF:WT:3.0,0.31985165790000003,0.16294056980000002
7TF:del_hilD:2.0,1.2889226479,0.09210178150000001
7TF:rtsA:2.0,1.4981419627,0.0588017682
7TF:invF:1.0,-0.218119579,0.4221989625
7TF:invF:2.0,-1.3985752661,-1.4318988691
7TF:sprB:2.0,-3.112236112,-2.0939290789
7TF:del_sprB:2.0,0.35890563870000003,-0.1573983405
7TF:WT:4.0,0.6146032482,-0.11596646960000001
MMC:del_rtcB_No treatment:1.0,0.1770018395,0.0430469406
MMC:WT_No_treatment:1.0,-0.32105700940000004,-0.3083457177
MMC:WT_No_treatment:2.0,-0.09108395770000001,0.220753305
MMC:del_rtcR_No_treatment:1.0,0.2303225707,-0.1388678804
MMC:del_rtcR_3mM_MMC:1.0,-1.5735318466,-0.6087276258000001
MMC:WT_No_treatment:3.0,0.41214096710000003,0.0875924127
MMC:del_rtcB_3mM_MMC:1.0,-1.3499569944,-0.5153367732
MMC:del_rtcB_3mM_MMC:2.0,-1.2763219534,-0.2413647676
MMC:del_rtcR_3mM_MMC:2.0,-1.7817730466000001,-0.489193089
MMC:del_rtcR_3mM_MMC:3.0,0.2155567105,-0.0671790678
MMC:del_rsr_No_treatment:1.0,0.8939068043,0.2900279946
MMC:del_rtcB_3mM_MMC:3.0,-1.244557195,-0.48611042200000004
MMC:del_rtcR_No_treatment:2.0,-0.3077720183,-0.32093551060000003
MMC:del_rsr_3mM_MMC:1.0,-0.6503668484,0.18873756560000002
MMC:del_rtcB_No treatment:2.0,0.0197136613,-0.0044230913
MMC:WT_3mM_MMC:1.0,-1.2495160118,0.11296235
MMC:del_rsr_3mM_MMC:2.0,-0.4387567994,0.4076108429
MMC:WT_3mM_MMC:2.0,-0.9432286788,-0.21101669210000001
MMC:del_rsr_No_treatment:2.0,3.0020596534,2.045372731
MMC:del_rtcB_No treatment:3.0,0.0333049983,-0.038842373300000003
MMC:del_rsr_No_treatment:3.0,1.1387467972,0.6307123623
Nontyphoidal_comparisons:rep:1.0,0.1753273129,0.12317728580000001
Nontyphoidal_comparisons:rep:2.0,-0.0662693411,-0.3708418148
Nontyphoidal_comparisons:rep:3.0,-0.10905797190000001,0.2476645289
araC:delta_araC_LB:1.0,-2.9638222628,-1.2509532535
araC:WT_LB:1.0,-1.3034252554,-0.5423091878
araC:WT_LB:2.0,1.3034252554,0.5423091878
araC:delta_araC_LB:2.0,-2.0481949303,-0.8584296162
csgD:WT_planktonic_TP1:1.0,7.693984563e-17,0.0
csgD:del_csgD_planktonic_TP2:1.0,-1.9778899134,-2.9247746998
csgD:WT_aggregate_TP2:1.0,-1.0899161101,-3.6349945465999998
csgD:del_csgD_planktonic_TP1:1.0,3.6262119096000003,2.4027017091
csgD:WT_planktonic_TP3:1.0,-1.1241121832,-3.4829602824
csgD:del_csgD_planktonic_TP3:1.0,-0.5327534922,-1.7614792383000002
csgD:WT_planktonic_TP2:1.0,-0.9838366595,-2.4556028944
csgD:WT_aggregate_TP3:1.0,-1.4884609905000001,-3.8333709624
csgD:PcsgD_planktonic_lux_TP1:1.0,0.5582735335,0.8663169509
csgD:PcsgD_planktonic_lux_TP4:1.0,1.2701545846,-1.7560997033999999
csgD:PcsgD_aggregate_lux_TP3:1.0,-0.6260096318,-3.6419449532
csgD:PcsgD_planktonic_lux_TP2:1.0,-1.3535935537000001,-2.2391303622
csgD:PcsgD_planktonic_lux_TP3:1.0,-1.2452539357,-2.9062887440000003
csgD:del_csgD_planktonic_TP4:1.0,0.0009571183000000001,-0.8214368377
csgD:WT_aggregate_TP4:1.0,-0.3820445697,-2.4520033532
csgD:PcsgD_aggregate_lux_TP4:1.0,-0.8016716865,-2.0809213141
csgD:PcsgD_aggregate_lux_TP2:1.0,-0.21418454110000001,-3.055603318
csrA:10min_LB_csrA:1.0,5.4407549219,-2.805686518
csrA:10min_LB_WT:1.0,8.834583347,-2.3648702493
csrA:2.5min_LB_csrA:1.0,1.4383972232,-2.805686518
csrA:5min_mLPM_WT:1.0,7.29609211,1.6854030123000001
csrA:15min_mLPM_csrA:1.0,4.7998749263,0.522173609
csrA:5min_LB_WT:1.0,5.8869903674,-2.805686518
csrA:2.5min_LB_WT:1.0,3.8663460599,-2.6869228151
csrA:0min_LB_WT:1.0,-0.102586437,-1.0042114072
csrA:15min_LB_WT:1.0,10.794162890399999,-2.0979186532
csrA:0min_mLPM_WT:1.0,-2.3692067368,-0.0196649523
csrA:15min_LB_csrA:1.0,7.0705830932,-2.4056197462
csrA:15min_mLPM_WT:1.0,10.275014421,3.2855335429
csrA:15min_LB_csrA:2.0,8.1101056938,-2.3062456642
csrA:0min_mLPM_WT:2.0,-0.9868373497,0.27183776130000004
csrA:0min_LB_csrA:1.0,-1.470885272,-1.5880442563
csrA:15min_LB_WT:2.0,10.850813498,-1.9173211785
csrA:15min_mLPM_WT:2.0,6.0185872846,2.7110636934
csrA:5min_LB_WT:2.0,6.6650449674,-2.805686518
csrA:5min_mLPM_WT:2.0,5.1104673679,1.3319393824999999
csrA:2.5min_LB_WT:2.0,2.6569335093,-2.5686805375
csrA:5min_mLPM_csrA:1.0,3.9693965063,-0.8468523382
csrA:0min_LB_csrA:2.0,-2.2140430409,-1.794499874
csrA:15min_mLPM_csrA:2.0,3.8511502384,0.9031700872
csrA:5min_mLPM_csrA:2.0,4.0113892212,-0.38888160990000004
csrA:10min_LB_WT:2.0,8.2297224156,-2.4031561953000002
csrA:0min_LB_WT:2.0,0.102586437,1.0042114072
csrA:5min_LB_csrA:1.0,3.603343906,-2.805686518
csrA:10min_mLPM_csrA:1.0,4.9474634416,0.2493981884
csrA:10min_mLPM_csrA:2.0,4.6799611828,0.7064792385
csrA:5min_LB_csrA:2.0,2.6827558208999998,-2.6378677527
csrA:2.5min_LB_csrA:2.0,1.9191992267,-2.7222973958
csrA:10min_LB_csrA:2.0,4.8552501537,-2.668853768
flagellum:ΔSTM14_1829 :1.0,3.739831462,5.3468742665
flagellum:ΔSTM14_1829 :2.0,5.7045164685,5.0253316254
flagellum:WT:1.0,-0.7593041026,0.0224113235
flagellum:WT:2.0,0.9942037603,0.16173954240000002
flagellum:ΔSTM14_1829 :3.0,4.2697435339,4.4504166664
flagellum:WT:3.0,-0.23489965770000001,-0.18415086590000002
fliA:del_rpoF:1.0,-0.6375358085,-0.6375707635
fliA:WT:1.0,-0.635311886,-0.1275809516
fliA:del_rpoF:2.0,1.0240664086,-0.5707131445
fliA:WT:2.0,0.635311886,0.1275809516
mgtC:empty_pUH21:1.0,-0.17535058550000002,-0.4006651292
mgtC:pUH_mgtC:1.0,-1.1189296593,-0.23283730490000001
mgtC:empty_pUH21:2.0,0.17535058550000002,0.4006651292
mgtC:pUH_mgtC:2.0,-0.7223960076,-0.1133313838
mgtCBR:empty_pBAD18:1.0,-0.3129547556,0.09511250510000001
mgtCBR:mgtC_pBAD113:1.0,1.4808308854,0.4388156118
mgtCBR:empty_pBAD18:2.0,0.3129547556,-0.09511250510000001
mgtCBR:mgtC_pBAD113:2.0,1.3529985432,0.7372548659
novobiocin:100_Novobiocin_60min:1.0,3.3292443594,0.5619461135
novobiocin:500_Novobiocin_60min:1.0,4.5000912284,0.7098133571
novobiocin:0_Novobiocin_60min:1.0,1.1776489160999999,0.9029553795
novobiocin:0_Novobiocin_0min:1.0,0.6294042851,0.6657514790000001
novobiocin:100_Novobiocin_60min:2.0,3.8577051494,0.5033986657
novobiocin:0_Novobiocin_10min:1.0,1.9966442507000002,1.8709305336000002
novobiocin:500_Novobiocin_20min:1.0,3.0684941427,1.5168503752
novobiocin:0_Novobiocin_20min:1.0,2.4218328023,2.3486378355
novobiocin:0_Novobiocin_60min:2.0,1.0306236867,0.43410827550000003
novobiocin:0_Novobiocin_10min:2.0,2.3030773507,2.8414540743
novobiocin:500_Novobiocin_60min:2.0,4.6008265071,0.4421393588
novobiocin:0_Novobiocin_60min:3.0,1.3901109088,1.1643703459
