,A,RpoN
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,-3.319014112,-0.31518951
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,0.9791727640000001,0.01699287
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,4.872354352,-0.175758292
Catabolite_repression:del_hfq_crc_wt:1,1.200512339,-0.018410279
Catabolite_repression:del_hfq_crc_wt:2,-1.200512339,0.018410279
Catabolite_repression:delHfq:1,-12.65578382,-0.06832830100000001
Catabolite_repression:delHfq:2,-12.35272448,-0.09979937600000001
Catabolite_repression:deldcrc:1,-3.895639488,0.121031625
Catabolite_repression:deldcrc:2,-0.481289403,0.07898343000000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.08129874000000001,-0.11905562
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.558899856,0.032484411000000005
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.6401985960000001,0.08657121
Diallyl_disulphide_treatment:PAO1_DDS:1,-19.54472173,1.115916594
Diallyl_disulphide_treatment:PAO1_DDS:2,-16.45042182,1.140501766
Diallyl_disulphide_treatment:PAO1_DDS:3,-18.912228,1.110599584
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-1.235493998,0.13570439
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,1.235493998,-0.135704389
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,0.371628724,0.274524172
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,1.46964771,0.506546465
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-0.051433945,-0.071739289
HapZ_SagS_mutant:delHapZp:1,-5.036676303,0.08749008500000001
HapZ_SagS_mutant:delHapZp:2,-3.820912109,0.043587742000000006
HapZ_SagS_mutants:PA_HapZ_SagS_wt:1,-0.8461570380000001,0.046651541000000005
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,0.8975909830000001,0.025087749000000003
HapZ_SagS_mutants:delHApZ:1,9.498740975,-0.384174934
HapZ_SagS_mutants:delHApZ:2,4.825139406,-0.29903433300000004
HapZ_SagS_mutants:delHApZ:3,8.045416306,-0.32408863
HapZ_SagS_mutants:delSagS:1,0.19260278700000003,0.178634555
HapZ_SagS_mutants:delSagS:2,1.479262237,-0.03408526
HapZ_SagS_mutants:delSagS:3,-1.980253821,0.160859579
HapZ_SagS_mutants:delHapZp:1,-3.764039455,-0.0026181850000000003
yhjH_knockout:PA_delyhjH_wt:1,-2.4621762240000002,0.053225386000000006
yhjH_knockout:PA_delyhjH_wt:2,2.4621762240000002,-0.053225387000000006
yhjH_knockout:PA_delyhjH:1,-1.6169451380000002,-0.563116644
yhjH_knockout:PA_delyhjH:2,-1.7001107160000002,-0.489999579
yhjH_knockout:PA_delwspF:1,5.313378968,-0.504317759
yhjH_knockout:PA_delwspF:2,11.16209027,-0.521459722
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,-5.57168628,-0.12113881500000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,-5.702475363,-0.141428422
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,-4.533146249,-0.043324644
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,-6.327239461,-0.181175245
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-1.367135952,0.04894191
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,0.091972459,0.032191624
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,-0.46605983300000003,-0.026090112000000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,1.741223326,-0.055043423
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,12.2519555,-0.793902274
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,13.28568172,-0.9225567020000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-0.782665167,0.030593624000000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,0.6742602790000001,0.013849039
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.108404888,-0.044442662
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,-0.42549747400000004,0.16895337800000002
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,0.8781952970000001,-0.021834965
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,1.02745484,-0.066377774
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,0.42549747400000004,-0.16895337800000002
Lung_infection_transcriptome:PA01_LS1:1,-17.34869202,-0.159525977
Lung_infection_transcriptome:PA01_LS1:2,-17.19886763,-0.28867781200000003
Lung_infection_transcriptome:PA01_CS1:1,4.240099809,-0.12360156400000001
Lung_infection_transcriptome:PA01_CS1:2,-4.240099809,0.12360156400000001
Testosterone_treatment:Testosterone_Control:1,-3.94521726,0.004016091
Testosterone_treatment:Testosterone_Control:2,3.94521726,-0.004016092000000001
Testosterone_treatment:Testosterone_2.5:1,2.879325334,-0.229253321
Testosterone_treatment:Testosterone_2.5:2,1.359691087,0.136026316
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,2.653072966,0.328194745
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,2.974691367,0.230338123
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,1.056220384,0.216501608
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-5.813036075,0.350028486
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-9.238055749,0.281935272
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-9.339870954,0.340187438
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,9.372997701,-0.19899513100000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,6.468448725,-0.305110657
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,8.788588464,-0.291182481
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-6.760158049,0.264801565
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-9.309652213,0.19409236500000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-8.560224628,0.33639433700000004
Dispersed_cells:PAO1_dispersed_wt:1,0.62567165,-0.062796103
Dispersed_cells:PAO1_dispersed_wt:2,-0.62567165,0.062796103
Dispersed_cells:PyhjH_dispersed:1,-9.171269219,0.8971932370000001
Dispersed_cells:PyhjH_dispersed:2,-11.06142211,0.9922460830000001
Dispersed_cells:PA01_Planktonic:1,24.82044753,0.6848816010000001
Dispersed_cells:PA01_Planktonic:2,25.93188273,0.544086678
Dispersed_cells:PAO1_Biofilm:1,7.716128089,0.439107228
Dispersed_cells:PAO1_Biofilm:2,12.82141818,0.5850681560000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,-11.04475327,0.134659059
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,-9.504735826,-0.053707274000000006
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,-9.95296474,-0.48675792900000003
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,-0.364661367,-0.00297049
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,0.257783783,0.08680657400000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,0.10687758400000001,-0.083836084
gcsR_mutant:PAO1_rep_wt:1,-0.124374433,-0.017092779000000002
gcsR_mutant:PAO1_rep_wt:2,0.124374433,0.017092779000000002
gcsR_mutant:GcsR_rep:1,0.774347074,-0.08639817300000001
gcsR_mutant:GcsR_rep:2,0.7378767030000001,-0.046670234000000005
ampC_mutation:PA_Cef_taz_wt:1,0.11486389300000001,0.12073380600000001
ampC_mutation:PA_mutS_Cef_taz:1,-0.20305023800000002,-0.15189417800000002
ampC_mutation:PA_mutS:1,0.44432143700000004,-0.310680871
ampC_mutation:PA_mutS:2,3.368466033,-0.9539344
ampC_mutation:PA_mutS:3,-0.42971384500000004,0.084401109
ampC_mutation:PA_Cef_taz_wt:2,-0.11486389300000001,-0.12073380700000001
ampC_mutation:PA_mutS_Cef_taz:2,0.445768323,-0.155851566
ampC_mutation:PA_mutS:4,1.432957411,0.03042632
ampC_mutation:PA_mutS:5,2.151863372,-1.350103282
ampC_mutation:PA_mutS:6,-1.003137159,0.18781719200000002
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,-6.267712802,-0.325671669
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,-8.846018502,-0.11691414800000001
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,-0.681005893,-0.8079166950000001
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,-0.898636037,-0.8041327620000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,4.597527576,0.093367526
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,5.3545824379999996,0.12320734400000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,5.16162129,0.22601094800000002
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,8.909212706,-0.802951528
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,8.038568887,-0.665671491
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,7.696250083,-0.8917793850000001
n-alkanes_treatment:PA_alkane:1,3.768445775,0.015745755
n-alkanes_treatment:PA_alkane:2,-0.09920877900000001,-0.072670307
n-alkanes_treatment:PA_Glycerol:1,0.39184511200000005,-0.005129617
n-alkanes_treatment:PA_Glycerol:2,-1.223859596,0.043599078
n-alkanes_treatment:PA_Glycerol:3,0.832014484,-0.038469461
Catabolise_Nucleic_Acids:L_asp:1,1.071625827,0.056603419
Catabolise_Nucleic_Acids:L_asp:2,-1.120048994,0.38289957500000005
Catabolise_Nucleic_Acids:DNA_1:1,-0.45272105500000004,-0.015586269000000002
Catabolise_Nucleic_Acids:DNA_1:2,1.73604922,0.09569282200000001
Catabolise_Nucleic_Acids:DNA_1:3,-1.283328165,-0.08010655300000001
cysB_mutant:PAO1HH_wt:1,0.57796303,0.023433414000000003
cysB_mutant:PAO1HH_wt:2,-0.57796303,-0.023433414000000003
cysB_mutant:cysBHH:1,-7.301659215,0.309290982
cysB_mutant:cysBHH:2,-4.73252588,0.27879928
cysB_mutant:cysBHH:3,-12.16520154,0.502784941
ersA_knockout:delersA:1,-3.997447695,0.23149023100000002
ersA_knockout:delersA:2,-6.179675825,0.6711382760000001
ersA_knockout:wt_BHI:1,1.5294070880000001,0.025400413
ersA_knockout:wt_BHI:2,-1.5294070880000001,-0.025400413
Farnesol_treatment:RNA of 0-1F_L:1,0.6469611390000001,-0.157928948
Farnesol_treatment:RNA of 0-1F_L:2,0.9436925730000001,-0.026655756000000003
Farnesol_treatment:RNA of 0-1F_L:3,-1.590653712,0.18458470500000002
Farnesol_treatment:RNA of 6-F_L1:1,-0.8387599530000001,0.21488157300000002
Farnesol_treatment:RNA of 6-F_L1:2,0.6428151950000001,0.176900458
Farnesol_treatment:RNA of 6-F_L1:3,2.062656369,0.171471328
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,-0.25626155700000003,0.27831503900000004
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,-2.471988895,0.29240551400000003
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,10.17973426,0.0010429530000000001
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,-0.026645602,-0.082501105
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,2.754896054,-0.488219449
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,5.946918125,0.917097699
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,0.17891088300000002,0.008417942000000001
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,-0.17891088300000002,-0.008417942000000001
Metabolic_fitness_plasmid:PAO1_pAKD1:1,0.399277188,-0.12066348900000001
Metabolic_fitness_plasmid:PAO1_pAKD1:2,-4.719949019,0.147724123
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,0.036583887,0.007216928
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,3.775879624,-0.055269972
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,-1.511874809,-0.39832645
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,-0.202910853,0.026638359
Metabolic_fitness_plasmid:PAO1_pBS228:1,1.025941008,-0.160730917
Metabolic_fitness_plasmid:PAO1_pBS228:2,1.58792342,-0.13696850900000002
Metabolic_fitness_plasmid:PAO1_RmS149:1,0.896226983,-0.283981796
Metabolic_fitness_plasmid:PAO1_RmS149:2,-0.613597312,0.0016036540000000001
mexZ_knockout:del_mexZ:1,-6.469088203,-0.171003498
mexZ_knockout:del_mexZ:2,-1.66782826,0.030761221000000002
mexZ_knockout:del_mexZ:3,0.46593947500000005,0.29027772700000004
mexZ_knockout:wt_LB:1,7.342686078,-0.113746756
mexZ_knockout:wt_LB:2,-2.41126394,-0.064959762
mexZ_knockout:wt_LB:3,-4.931422138,0.178706518
Mucin_glycans:ABTGC:1,-3.294193205,0.13496422900000002
Mucin_glycans:ABTGC:2,0.6423562380000001,0.034222633
Mucin_glycans:ABTGC:3,2.147954972,-0.078242712
Mucin_glycans:ABTGC:4,-0.11758607700000001,-0.046469114000000006
Mucin_glycans:ABTGC:5,0.6214680720000001,-0.044475037
Mucin_glycans:MUC5B:1,-9.353228194,0.07473276400000001
Mucin_glycans:MUC5B:2,-7.709201594,0.23499977200000002
Mucin_glycans:Glycans:1,-5.627539148,0.253039707
Mucin_glycans:Glycans:2,-3.479670048,0.060256233000000006
NC_002516.2:Planktonic_total_RNA_Rep:1,0.45132195,-0.07812174300000001
NC_002516.2:Planktonic_total_RNA_Rep:2,0.624889028,0.06893964600000001
NC_002516.2:Planktonic_total_RNA_Rep:3,-1.076210978,0.009182096
NC_002516.2:Biofilm_total_RNA_Rep:1,7.244411537,-0.31752167600000003
NC_002516.2:Biofilm_total_RNA_Rep:2,9.31583998,-0.645536851
Zinc_treatment:PA_Zn:1,12.22862105,-0.43342892
Zinc_treatment:PA_Zn:2,12.36471916,0.24727631500000002
Zinc_treatment:PA_Zn:3,11.44269069,-0.469904664
Zinc_treatment:PA_Zn_wt:1,0.022063948,-0.233951605
Zinc_treatment:PA_Zn_wt:2,-0.022063948,0.233951606
sRNA_ReaL_represses_RpoS:sRNA_wt:1,-0.988974101,0.062046433000000005
sRNA_ReaL_represses_RpoS:sRNA_wt:2,0.988974101,-0.062046433000000005
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:1,-12.19715076,0.251668828
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:2,-8.157636059,-0.129631162
sRNA_ReaL_represses_RpoS:RNAseq_ReaL:3,-7.268171036,0.08944219
Paeru_PRECISE:CAMHB_wt:1,9.228167429,0.335383082
Paeru_PRECISE:CAMHB_wt:2,8.700389825,0.302141404
Paeru_PRECISE:CAMHB_wt:3,9.313018283,0.550988868
Paeru_PRECISE:CAMHB_wt:4,8.051723939,0.316278861
Paeru_PRECISE:M9glucAA_Pqt10:1,4.143397437,-0.05489298
Paeru_PRECISE:M9glucAA_Pqt10:2,1.037985876,-0.266411803
Paeru_PRECISE:M9glucAA_Pqt:1,-0.231977975,-0.49281105000000003
Paeru_PRECISE:M9glucAA_Pqt:2,2.014354508,-0.6470035940000001
Paeru_PRECISE:M9glucAA_wo_Pqt:1,-1.465881814,-0.093299505
Paeru_PRECISE:M9glucAA_wo_Pqt:2,-0.11998642400000001,-0.298909301
Paeru_PRECISE:M9glucAA_NaCl:1,1.606734763,-0.347070317
Paeru_PRECISE:M9glucAA_NaCl:2,2.2077233290000002,-0.20070295600000002
Paeru_PRECISE:M9glucAA_NaCl:3,3.148541578,0.03337072
Paeru_PRECISE:CAMHB_wt:5,9.375250008,0.37262832700000004
Paeru_PRECISE:CAMHB_wt:6,7.919014495,0.218974986
Paeru_PRECISE:LB_wt:1,-8.496983202,-0.029180014
Paeru_PRECISE:LB_wt:2,-7.151205633,0.07462302300000001
Paeru_PRECISE:M9glucAA_wt:1,0.102465647,0.15782942700000002
Paeru_PRECISE:M9glucAA_wt:2,2.7623741070000003,-0.008967899000000001
Paeru_PRECISE:M9glucAA_lowpH:1,0.9834925370000001,0.397866859
Paeru_PRECISE:M9glucAA_lowpH:2,0.14908159999999998,0.287418437
Paeru_PRECISE:M9glucAA_DPD:1,-4.196252158,0.394112683
Paeru_PRECISE:M9glucAA_DPD:2,-0.22438289600000003,0.323623574
Paeru_PRECISE:M9sucAA_wt:1,-4.97931474,0.09911913600000001
Paeru_PRECISE:M9sucAA_wt:2,-4.4859224730000005,0.47601942
Paeru_PRECISE:M9glucAA_NaCl:4,2.926371151,0.006300208000000001
Paeru_PRECISE:M9glucAA_NaCl:5,3.941797227,0.13377979
Paeru_PRECISE:M9sucAA_wt:3,-1.439486125,0.42988632600000004
Paeru_PRECISE:M9sucAA_wt:4,0.35607725100000004,0.309113633
Paeru_PRECISE:R10LB_wt:1,-0.35150289900000004,0.160991498
Paeru_PRECISE:M9glucAA_NaCl:6,6.852763918,-0.150497016
Paeru_PRECISE:M9glucAA_NaCl:7,6.131890526,-0.184936599
Paeru_PRECISE:M9fructAA_wt:1,-3.628422581,0.309412287
Paeru_PRECISE:M9fructAA_wt:2,-3.694825127,0.18136043500000001
Paeru_PRECISE:M9GlcNAcAA_wt:1,0.532863698,-0.150083457
Paeru_PRECISE:M9GlcNAcAA_wt:2,-0.9425257990000001,-0.11733657700000001
Paeru_PRECISE:M9pyruvAA_wt:1,-6.542991131,0.17756961100000002
Paeru_PRECISE:M9pyruvAA_wt:2,-5.7375386850000005,0.664157113
Paeru_PRECISE:M9fructAA_wt:3,5.951283122,0.074669915
Paeru_PRECISE:M9fructAA_wt:4,10.49871787,-0.08430111300000001
Paeru_PRECISE:M9GlcNAcAA_wt:3,-5.91725553,0.046901414
Paeru_PRECISE:M9GlcNAcAA_wt:4,-5.580808724,0.09039250700000001
Paeru_PRECISE:M9glycAA_wt:1,-6.036039371,0.44003151300000004
Paeru_PRECISE:M9glycAA_wt:2,-5.690121182,0.24308569100000002
Paeru_PRECISE:M9pyruvAA_wt:3,-7.214196334,0.08669544800000001
Paeru_PRECISE:CAMHB_wt:7,8.90503705,0.49571513600000006
Paeru_PRECISE:CAMHB_wt:8,10.30487364,0.5809185560000001
Paeru_PRECISE:R10LB_wt:2,0.9795760250000001,0.18559070600000002
Paeru_PRECISE:R10LB_wt:3,-2.17527696,0.43706896500000003
Paeru_PRECISE:R10LB_wt:4,1.138827544,0.22218875800000001
Paeru_PRECISE:R10LB_wt:5,11.63183845,-0.012173426000000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,8.164181661,-0.22712282700000003
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,4.550814034,-0.256642501
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,6.303675928,0.171689052
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,9.672959438,0.190994549
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,7.490498823,0.012094614
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,7.718847192,-0.363340039
Paeru_PRECISE:M9sucAA_wt:5,-4.283750054,0.46600326400000003
Paeru_PRECISE:M9sucAA_wt:6,-5.208178798,0.27824765300000004
Paeru_PRECISE:R10LB_wt:6,-0.25125795,-0.705115511
Paeru_PRECISE:R10LB_wt:7,4.50959343,-0.86118925
Paeru_PRECISE:LB_wt:3,-3.351725834,0.705532288
Paeru_PRECISE:LB_wt:4,-2.117917315,0.583150485
Paeru_PRECISE:R10LB_NaCl:1,5.4124675,0.060119876
Paeru_PRECISE:R10LB_NaCl:2,3.831482396,0.229462979
Paeru_PRECISE:M9glucAA_wt:3,-2.07792997,-0.27899116500000004
Paeru_PRECISE:M9glucAA_Zn:1,5.195343803,-0.807831254
Paeru_PRECISE:M9glucAA_Cu:1,-3.066418174,-0.07068389
Paeru_PRECISE:M9glucAA_NaOCl:1,-4.333438455,0.24989965700000003
Paeru_PRECISE:M9GlcNAcAA_8:1,-2.613492228,0.031429532
Paeru_PRECISE:M9GlcNAcAA_8:2,-1.111060189,0.23210782400000002
Paeru_PRECISE:M9GlcNAcAA_4:1,-3.307575473,0.059713146
Paeru_PRECISE:M9GlcNAcAA_4:2,-3.186637834,0.06279543700000001
Paeru_PRECISE:M9GlcNAcAA_2:1,0.962858431,0.78727548
Paeru_PRECISE:M9GlcNAcAA_2:2,-4.319291664,0.342105916
Paeru_PRECISE:M9GlcNAcAA_1:1,3.788592995,-0.09138958200000001
Paeru_PRECISE:M9GlcNAcAA_1:2,-3.532207356,-0.33294357300000005
Paeru_PRECISE:M9glucAA_NaOCl:2,-2.224178805,0.537553096
Paeru_PRECISE:M9glucAA_Cu:2,-2.307024468,0.861308253
Paeru_PRECISE:M9glucAA_Fe:1,-1.4802168980000001,0.037020634000000004
Paeru_PRECISE:M9glucAA_Fe:2,-1.505665615,0.050627536
Paeru_PRECISE:M9glucAA_Zn:2,-0.27259126,0.056149985000000006
Paeru_PRECISE:M9glucAA_wt:4,-0.786909784,0.13012963800000002
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:1,-3.368866291,0.16050720400000001
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:2,-1.3273761830000002,0.14513509900000002
pre-PatH_Cap_PSA_treatment:pre_PSA_gentamycin:3,-2.981693109,0.22069885400000003
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:1,-0.937907696,-0.013015902000000001
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:2,0.9268145630000001,0.047866937000000005
pre-PatH_Cap_PSA_treatment:pre_PSA_untreted:3,0.011093133000000002,-0.034851034
relA-spoT_double-mutant:plank_WT_1:1,0.446250582,-0.06248375900000001
relA-spoT_double-mutant:plank_WT_1:2,-0.8621734790000001,0.08702145700000001
relA-spoT_double-mutant:plank_WT_1:3,0.415922897,-0.024537697
relA-spoT_double-mutant:plank_rel-spot:1,-3.931764265,0.15617666
relA-spoT_double-mutant:plank_rel-spot:2,-3.295933771,0.16821333200000002
Rosmarinic_acid:PAO1-100UMRA:1,0.471866649,-0.023683281
Rosmarinic_acid:PAO1-100UMRA:2,1.50455346,-0.220877454
Rosmarinic_acid:PAO1_DMSO_Control:1,-0.139246759,0.283520731
Rosmarinic_acid:PAO1_DMSO_Control:2,-0.694183552,-0.164083593
Rosmarinic_acid:PAO1_DMSO_Control:3,0.8334303110000001,-0.11943713900000001
Tf_toxin_expression:PAO1_WT:1,0.014405995000000001,-0.051934865000000004
Tf_toxin_expression:PAO1_WT:2,-0.014405995000000001,0.051934865000000004
Tf_toxin_expression:PAO1_derfA:1,-0.543701544,0.13910112800000002
Tf_toxin_expression:PAO1_derfA:2,-0.22136981600000002,-0.016172182
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,-6.534361681,-0.036146734
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,-5.485259544,-0.5936982620000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,-8.587369355,0.32400201100000003
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,-7.481879095,0.633163914
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,-9.495301241,-0.010511931
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,-5.3321489060000005,-0.043107948
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,0.5921580630000001,-0.296387587
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,-0.5921580630000001,0.296387587
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,-10.84420156,0.08463512200000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,-10.97381829,-0.385756378
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,-11.49040358,-0.09465152
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,-11.80796843,-0.317004919
natural_RNA_aptamers:PA_Water_rep_wt:1,0.749109078,0.21328132100000002
natural_RNA_aptamers:PA_Water_rep_wt:2,-0.749109078,-0.21328132200000002
natural_RNA_aptamers:PA_FMN_rep:1,1.299546966,0.508586921
natural_RNA_aptamers:PA_FMN_rep:2,2.113349826,0.462850352
p-anisaldehyde_epigallocatechin_gallate:EGCG_pA_wt:1,-1.107789251,0.029388413000000002
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:1,0.954412566,0.512979633
p-anisaldehyde_epigallocatechin_gallate:EGCG_2:2,0.86839174,0.505553867
