,A,EatR
Mucin_glycans:ABTGC:4,-1.0834247837,-0.21112190600000003
Mucin_glycans:ABTGC:5,-1.351822416,-0.316435821
Mucin_glycans:MUC5B:1,-6.257487587,-0.9572347040000001
Mucin_glycans:MUC5B:2,-5.8155793729,-0.5359342460000001
Mucin_glycans:Glycans:1,-0.3905483454,0.342905393
Mucin_glycans:Glycans:2,5.9083793879,0.087826472
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,2.9390424629,0.523588593
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,1.2270407379,0.412562537
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,2.4587713583,0.8778774690000001
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-3.5833921159,-1.061579027
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-2.9010001544,-0.647037517
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,0.4690091294,-0.54420536
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,3.7048487647,0.5507527630000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,2.4712171203,0.6977760230000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,3.7003478028,0.5639734630000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-5.5101782397,-0.9136520020000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-2.4267791271,-0.40201360900000005
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-1.9394563210000002,-0.49683663800000005
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.211595904,0.039693266000000005
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.211595904,-0.039693266000000005
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,-2.0127496924,-0.639116558
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,0.21723817410000001,-0.609438185
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,-0.7624811856,-0.054562842
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,-0.8620291362,-0.025130862
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,1.2316475077,-0.457064234
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,1.6388464071,-0.381297955
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,0.7840004960000001,-0.256364187
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,1.1467679664000001,0.002249975
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-0.7412796249,-0.072332107
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,-0.3657945938,0.027002467000000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,0.4779071366,0.0033145680000000004
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,0.6291670821,0.042015072
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,-0.49388347260000004,-0.278923172
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,-0.0176117118,-0.28616162900000003
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-0.5315682545,-0.058327558
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,-0.151523675,0.04101268
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.6830919294000001,0.017314878000000002
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,-0.2459046188,-1.205560367
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,0.7244865293,-0.902380205
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,1.1278002531,-0.49600935300000004
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,2.2945505558,-1.483665641
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,0.0565406802,0.48934305400000006
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,-0.2581101564,0.784720788
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,-0.2770124343,0.8338767300000001
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,-1.3959910863,0.549791409
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,-0.9759517032,0.469320656
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,-1.1339042784,0.583100652
Rosmarinic_acid:PAO1-100UMRA:1,0.3711128529,0.01287527
Rosmarinic_acid:PAO1-100UMRA:2,0.40786469999999997,-0.156713282
Rosmarinic_acid:PAO1_DMSO_Control:1,0.5994270449,0.133854562
Rosmarinic_acid:PAO1_DMSO_Control:2,-0.5416554139,0.013668618
Rosmarinic_acid:PAO1_DMSO_Control:3,-0.057771631000000004,-0.14752318
Testosterone_treatment:Testosterone_Control:1,1.9483137677000002,-0.128709352
Testosterone_treatment:Testosterone_Control:2,-1.9483137677000002,0.128709352
Testosterone_treatment:Testosterone_2.5:1,-0.4697260109,0.009398084000000001
Testosterone_treatment:Testosterone_2.5:2,-3.9583316023,0.547710755
Tf_toxin_expression:PAO1_WT:1,0.0699537466,0.5373512380000001
Tf_toxin_expression:PAO1_WT:2,-0.0699537466,-0.5373512380000001
Tf_toxin_expression:PAO1_derfA:1,0.6825913665000001,0.449353339
Tf_toxin_expression:PAO1_derfA:2,-0.054844274900000003,0.5013500240000001
Zinc_treatment:PA_Zn:1,-0.9205273148,-0.497478521
Zinc_treatment:PA_Zn:2,-0.7425672185000001,-0.42227857300000005
Zinc_treatment:PA_Zn:3,-0.1565716297,-0.449271586
Zinc_treatment:PA_Zn_wt:1,0.09994959440000001,-0.045318829000000005
Zinc_treatment:PA_Zn_wt:2,-0.09994959440000001,0.045318829000000005
Paeru_PRECISE:CAMHB_wt:1,-2.3267118927,-0.49999346100000003
Paeru_PRECISE:CAMHB_wt:2,-2.0973522279,-0.783085205
Paeru_PRECISE:CAMHB_wt:3,-1.1167334023,-0.8175151530000001
Paeru_PRECISE:CAMHB_wt:4,-0.8820163550000001,-0.73319304
Paeru_PRECISE:M9glucAA_Pqt10:1,-0.1981275251,-0.352265298
Paeru_PRECISE:M9glucAA_Pqt10:2,0.1849519467,-0.159130235
Paeru_PRECISE:M9glucAA_Pqt:1,-0.4184646393,-0.151740083
Paeru_PRECISE:M9glucAA_Pqt:2,-0.19390320190000002,-0.20517527500000002
Paeru_PRECISE:M9glucAA_wo_Pqt:1,0.0293451684,-0.165482769
Paeru_PRECISE:M9glucAA_wo_Pqt:2,-0.2798980169,-0.353197707
Paeru_PRECISE:M9glucAA_NaCl:1,1.269500902,-0.324398764
Paeru_PRECISE:M9glucAA_NaCl:2,-0.2358309871,-0.44090588900000005
Paeru_PRECISE:M9glucAA_NaCl:3,0.4629616838,-0.8179921950000001
Paeru_PRECISE:CAMHB_wt:5,0.2688111621,0.059904757
Paeru_PRECISE:CAMHB_wt:6,0.3134834193,0.031909328
Paeru_PRECISE:LB_wt:1,-8.3049243706,-2.401754607
Paeru_PRECISE:LB_wt:2,-6.6346981465,-2.214150976
Paeru_PRECISE:M9glucAA_wt:1,0.0273068401,0.017696981
Paeru_PRECISE:M9glucAA_wt:2,-0.0273068401,-0.017696981
Paeru_PRECISE:M9glucAA_lowpH:1,-3.0410219192,-0.285685012
Paeru_PRECISE:M9glucAA_lowpH:2,-2.1100585601,-0.38894218700000005
Paeru_PRECISE:M9glucAA_DPD:1,-1.2017092184,0.236314865
Paeru_PRECISE:M9glucAA_DPD:2,-0.4280622114,0.6997909240000001
Paeru_PRECISE:M9sucAA_wt:1,-2.964250894,-1.766280052
Paeru_PRECISE:M9sucAA_wt:2,-3.546214406,-0.35456357600000005
Paeru_PRECISE:M9glucAA_NaCl:4,0.9679462304,0.039413572
Paeru_PRECISE:M9glucAA_NaCl:5,0.096776422,0.064902704
Paeru_PRECISE:M9sucAA_wt:3,-7.0600096253,-1.032696801
Paeru_PRECISE:M9sucAA_wt:4,-6.2509065535,-1.085625865
Paeru_PRECISE:R10LB_wt:1,-4.1748850963,-0.7265312540000001
Paeru_PRECISE:M9glucAA_NaCl:6,1.2619533003,0.303959949
Paeru_PRECISE:M9glucAA_NaCl:7,1.0445071493,0.182289958
Paeru_PRECISE:M9fructAA_wt:1,0.4415477195,0.373059303
Paeru_PRECISE:M9fructAA_wt:2,0.4215118423,0.388339888
Paeru_PRECISE:M9GlcNAcAA_wt:1,1.3329501508,0.502851611
Paeru_PRECISE:M9GlcNAcAA_wt:2,0.782327572,0.6043121250000001
Paeru_PRECISE:M9pyruvAA_wt:1,-1.3534873874,-0.644572334
Paeru_PRECISE:M9pyruvAA_wt:2,-0.9235173524,0.335100379
Paeru_PRECISE:M9fructAA_wt:3,0.7017840669000001,-0.151725924
Paeru_PRECISE:M9fructAA_wt:4,1.1672706155,0.056696092000000003
Paeru_PRECISE:M9GlcNAcAA_wt:3,0.6999664482,0.08777736700000001
Paeru_PRECISE:M9GlcNAcAA_wt:4,0.8325437158000001,-0.030394835000000002
Paeru_PRECISE:M9glycAA_wt:1,-0.9707017361,-0.09132868400000001
Paeru_PRECISE:M9glycAA_wt:2,-0.8741868527000001,0.048354067
Paeru_PRECISE:M9pyruvAA_wt:3,-0.8292122350000001,-0.56069121
Paeru_PRECISE:CAMHB_wt:7,-2.2361888671,0.076894893
Paeru_PRECISE:CAMHB_wt:8,-0.9003995994,0.05559202
Paeru_PRECISE:R10LB_wt:2,-4.5418670103,-0.940270758
Paeru_PRECISE:R10LB_wt:3,-3.2925903443,-0.950082705
Paeru_PRECISE:R10LB_wt:4,-4.2991867715,-0.23038237
Paeru_PRECISE:R10LB_wt:5,-2.3089897715,-0.014000634000000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,-0.1414924274,0.191237543
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,0.6300762161,0.487067974
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,2.5163611574,0.221773767
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,2.8270136491,0.234271677
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,0.4989632393,-0.050564237000000005
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,0.3327198541,0.30335696
Paeru_PRECISE:M9sucAA_wt:5,-3.0308398085,-0.21890814300000003
Paeru_PRECISE:M9sucAA_wt:6,-4.071329027,-0.320282864
Paeru_PRECISE:R10LB_wt:6,-0.1445360855,-0.65280836
Paeru_PRECISE:R10LB_wt:7,-1.7431627551000002,-0.377837593
Paeru_PRECISE:LB_wt:3,-6.6000056389,0.53710316
Paeru_PRECISE:LB_wt:4,-6.966263969,0.8668887
Paeru_PRECISE:R10LB_NaCl:1,-2.8215550526,0.153205228
Paeru_PRECISE:R10LB_NaCl:2,-2.2800132062,-0.178180996
Paeru_PRECISE:M9glucAA_PAO1_wt:1,-1.9542921146,1.395679766
Paeru_PRECISE:M9glucAA_Zn:1,-2.3402275729,-1.114649984
Paeru_PRECISE:M9glucAA_Cu:1,-2.7806611091,2.573926725
Paeru_PRECISE:M9glucAA_NaOCl:1,2.9923991637,2.589519526
Paeru_PRECISE:M9GlcNAcAA_8:1,0.25409831180000003,2.205291991
Paeru_PRECISE:M9GlcNAcAA_8:2,-2.7878045739,2.719559546
Paeru_PRECISE:M9GlcNAcAA_4:1,3.1553013994,2.776155558
Paeru_PRECISE:M9GlcNAcAA_4:2,-2.0669631192,2.60258305
Paeru_PRECISE:M9GlcNAcAA_2:1,2.069387827,2.918287851
Paeru_PRECISE:M9GlcNAcAA_2:2,-0.3798434754,3.216407097
Paeru_PRECISE:M9GlcNAcAA_1:1,3.0856915386,3.16569053
Paeru_PRECISE:M9GlcNAcAA_1:2,0.2595307076,2.608200021
Paeru_PRECISE:M9glucAA_NaOCl:2,-0.7793438332,2.099626205
Paeru_PRECISE:M9glucAA_Cu:2,-5.822571398,1.88922151
Paeru_PRECISE:M9glucAA_Fe:1,-2.7845094756,2.155059309
Paeru_PRECISE:M9glucAA_Fe:2,-1.6016371499000002,1.778834381
Paeru_PRECISE:M9glucAA_Zn:2,-0.5946516406,1.70213884
Paeru_PRECISE:M9glucAA_PAO1_wt:2,-2.6505128616,1.657296508
Paeru_PRECISE:CAMHB_Mec:1,-1.8086937434,-0.29201597900000004
Paeru_PRECISE:CAMHB_Mec:2,-1.6697610361000002,-0.585036781
Paeru_PRECISE:CAMHB_Azt:1,-5.0682671806,-2.55922263
Paeru_PRECISE:CAMHB_Azt:2,-5.3690508186,-2.724160314
Paeru_PRECISE:CAMHB_Pip:1,-0.913107997,-0.927135216
Paeru_PRECISE:CAMHB_Pip:2,-1.9970852711,-0.942561886
Paeru_PRECISE:CAMHB_Ceft:1,1.0406833061,-0.350133434
Paeru_PRECISE:CAMHB_Ceft:2,1.4319755375,-1.00541472
Paeru_PRECISE:CAMHB_Ceft:3,0.4234627929,-0.19668037200000002
Paeru_PRECISE:CAMHB_Ceft:4,1.0476162968,-0.926112232
Paeru_PRECISE:M9glucAA_Ceft:1,0.7206129822,0.185729049
Paeru_PRECISE:M9glucAA_Ceft:2,1.3793257969,-0.410717665
Paeru_PRECISE:M9glucAA_Gent:1,-2.8738975011,-0.6548811640000001
Paeru_PRECISE:M9glucAA_Gent:2,-2.3772447465,0.11191081700000001
Paeru_PRECISE:M9glucAA_Pip:1,-1.6903219935,-0.19809647200000002
Paeru_PRECISE:M9glucAA_Pip:2,-0.4726055816,-0.20789221500000002
Paeru_PRECISE:M9glucAA_Azt:1,-3.6414320268,-2.326555667
Paeru_PRECISE:M9glucAA_Azt:2,-3.4201905215,-2.174737185
Paeru_PRECISE:CAMHB_Mero:1,-1.3339244762,0.22354774100000002
Paeru_PRECISE:CAMHB_Mero:2,-1.2156111003,-0.07263581200000001
Paeru_PRECISE:CAMHB_Tet:1,-7.5630656988,-1.414648401
Paeru_PRECISE:CAMHB_Tet:2,-8.5576571218,-1.712319637
Paeru_PRECISE:R10LB_Gent:1,-6.0378909361,-0.71374362
Paeru_PRECISE:R10LB_Ceft:1,-4.4047138198,-0.802144199
Paeru_PRECISE:R10LB_Ceft:2,-2.8329634336,-0.7582185250000001
Paeru_PRECISE:CAMHB_Biofilm:1,-2.7170656945,-0.435094268
Paeru_PRECISE:CAMHB_Biofilm:2,-2.639119463,-0.16047270300000002
Paeru_PRECISE:M9glucAA_Biofilm:1,-5.4165768909,-0.642093916
Paeru_PRECISE:M9glucAA_Biofilm:2,-5.0756334059,-1.267789699
Paeru_PRECISE:R10LB_Gent:2,-3.5425216818000003,-0.47271637
Paeru_PRECISE:R10LB_Pip:1,-2.2646691442,-0.37048914
Paeru_PRECISE:R10LB_Pip:2,-2.2294868568,-0.328549244
Paeru_PRECISE:R10LB_Mec:1,-5.3885825618,-0.5909074670000001
Paeru_PRECISE:R10LB_Mec:2,-4.3769768589,-0.37746973100000003
Paeru_PRECISE:CAMHB_Azt:3,-3.1069172056,-1.12978998
Paeru_PRECISE:CAMHB_Azt:4,-3.8040100580000002,-1.683117154
Paeru_PRECISE:CAMHB_Biofilm:3,-4.1016513831,-0.088197044
Paeru_PRECISE:CAMHB_Biofilm:4,-3.5535162651,-0.47451529400000003
Paeru_PRECISE:M9glucAA_Biofilm:3,-6.3711225706,0.09526984000000001
Paeru_PRECISE:M9glucAA_Biofilm:4,-5.0318035137,-0.691292721
Paeru_PRECISE:R10LB_Mero:1,-3.3901691796,-0.320364566
Paeru_PRECISE:R10LB_Mero:2,-3.2416364357,-0.35839754
Paeru_PRECISE:LB_Cam:1,-1.9204573873,0.397855477
Paeru_PRECISE:LB_Cam:2,-1.5857122145,0.43583205
Paeru_PRECISE:CAMHB_Ceft:5,0.226918844,0.26167327500000004
Paeru_PRECISE:CAMHB_Cip:1,-2.1712441068,0.184008582
Paeru_PRECISE:CAMHB_Cip:2,-3.1965906361,0.204171652
ampC_mutation:PA_Cef_taz_wt:1,0.1743432786,-0.123720066
ampC_mutation:PA_mutS_Cef_taz:1,-0.5416401708,-0.04242729
ampC_mutation:PA_mutS:1,-0.36894255610000004,-0.039235579
ampC_mutation:PA_mutS:2,0.1400629453,-0.614784334
ampC_mutation:PA_mutS:3,-1.2537536153,-0.116775347
ampC_mutation:PA_Cef_taz_wt:2,-0.1743432786,0.123720066
ampC_mutation:PA_mutS_Cef_taz:2,0.143103331,0.470405946
ampC_mutation:PA_mutS:4,-0.9839304482000001,0.13961546700000002
ampC_mutation:PA_mutS:5,-1.1440728786,-0.955692619
ampC_mutation:PA_mutS:6,-0.0966906497,0.9551833580000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,-1.3458779214,-0.194949945
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,-1.2478108814,-0.47463474400000005
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,-4.202090089,-0.09124112200000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,-2.5519063103,0.071295578
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,-3.0296101241,-0.082954345
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,-3.6411772998,0.195462617
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,0.775214772,-0.208358711
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,-0.775214772,0.208358711
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,-6.0349611613,-0.690931774
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,-4.9826137134,-0.8718959610000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,-4.56265239,0.237974862
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,-6.2997363644,0.34000565400000005
cysB_mutant:PAO1HH_wt:1,0.0513819573,0.013449089000000001
cysB_mutant:PAO1HH_wt:2,-0.0513819573,-0.013449089000000001
cysB_mutant:cysBHH:1,-0.8830235111,0.20607555500000002
cysB_mutant:cysBHH:2,0.1321735983,-0.12762141400000002
cysB_mutant:cysBHH:3,-1.5104633389000002,0.054855781000000006
ersA_knockout:delersA:1,-2.3226497625,0.36981215500000003
ersA_knockout:delersA:2,-2.0832891981,-0.32125306600000003
ersA_knockout:wt_BHI:1,0.6877641084,0.06427888300000001
ersA_knockout:wt_BHI:2,-0.6877641084,-0.06427888300000001
gcsR_mutant:PAO1_rep_wt:1,-0.0594263644,0.06900042
gcsR_mutant:PAO1_rep_wt:2,0.0594263644,-0.06900042
gcsR_mutant:GcsR_rep:1,0.6026411601,-0.104280352
gcsR_mutant:GcsR_rep:2,0.5609994486000001,-0.20467454100000002
mexZ_knockout:del_mexZ:1,1.2960615891,-0.125658627
