,A,lsr2
eccE1:delta_eccE1_eccE1_HA_comp:1,4.9462898994,0.11233729290000001
eccE1:delta_eccE1_eccE1_HA_comp:2,2.5816493417,0.0866573216
eccE1:delta_eccE1_empty_vector:1,-1.5438571046,-0.0659118683
eccE1:delta_eccE1_empty_vector:2,-0.042455092300000004,0.163292184
eccE1:delta_eccE1_myc_p1_HA_comp:1,1.7909839047,0.2267360696
eccE1:delta_eccE1_myc_p1_HA_comp:2,4.136520743,0.542561544
eccE1:delta_eccE1_mycP1_eccE1_comp:1,-0.3002546545,0.0171648751
eccE1:delta_eccE1_mycP1_eccE1_comp:2,2.6175822384,0.1063315371
emb:0_days_2.45:1,3.3946043396,-0.5508000681
emb:0_days_2.45:2,-2.2973224271,-0.048935183300000004
emb:0_days_2.45:3,7.3525053341,-0.2000796705
emb:0_days_2.45:4,-1.8184716657000002,-0.047829943400000005
emb:0_days_control:1,-0.3584115437,-0.14684425
emb:0_days_control:2,-0.34125156770000004,0.0576391549
emb:0_days_control:3,0.0927838424,0.1544281086
emb:0_days_control:4,0.606879269,-0.0652230135
emb:1_days_2.45:1,-2.2712724637,0.08510916190000001
emb:1_days_2.45:2,-0.1754800599,-0.1885309211
emb:1_days_2.45:3,-1.4612056714000001,-0.1981185399
emb:1_days_2.45:4,-4.6087169473,0.28744176660000004
emb:1_days_control:1,-2.0909887142,-0.1013108494
emb:1_days_control:2,-3.9975678290000003,0.2548321684
emb:1_days_control:3,-5.6666662997,0.7151235577
emb:1_days_control:4,-1.1444697582,-0.2041961193
espL:ko:1,0.46320277390000003,0.0646297425
espL:ko:2,-0.1909805621,0.08969639380000001
espL:wt:1,1.0034932606,-3.22826e-05
espL:wt:2,-1.0034932606,3.22826e-05
esx_1:ko:1,0.3697593859,-0.1165905955
esx_1:ko:2,-1.151892784,-0.1289162329
esx_1:wt:1,-0.6176966814,-0.0379501472
esx_1:wt:2,0.12385025740000001,0.0069006923000000005
esx_1:wt:3,0.4938464241,0.0310494548
genotoxic:control:1,0.3145110121,-0.2645741978
genotoxic:control:2,-0.3145110121,0.2645741978
genotoxic:growth_supplement:1,0.8357285814000001,-0.1193655688
genotoxic:growth_supplement:2,1.7037664062,0.3516559509
growth:tss_expnt:1,-6.9820173446,-2.8424856032
growth:tss_expnt:2,-11.9835645137,-1.829967806
growth:tss_expnt:3,-12.3568537914,-2.8754043101
growth:tss_starved:1,-1.8197495691,-2.0158611426
growth:tss_starved:2,-1.8131003985,-1.8744759145
growth:tss_starved:3,-6.073854648,-0.9734094903
growth:wt_expn:1,-0.1514577436,0.0889763148
growth:wt_expn:2,-0.0012418073,0.03326355
growth:wt_expn:3,0.1526995509,-0.1222398648
hs2:treated:1,1.7596963507,0.1412972711
hs2:treated:2,1.0513192949,0.0528580541
hs2:treated:3,-1.0816041088,-0.11481414420000001
hs2:untreated:1,0.9217828863,0.0013531756
hs2:untreated:2,-1.0812494739,-0.013938885100000001
hs2:untreated:3,0.15946658760000001,0.0125857096
hypoxia:000h_.81_DO:1,0.3081604397,-0.0374867667
hypoxia:000h_.81_DO:2,-0.2808199912,0.0272421459
hypoxia:000h_.81_DO:3,-0.0273404486,0.0102446208
hypoxia:017h_.57_DO:1,2.7442290134,0.2647546637
hypoxia:017h_.57_DO:2,0.5869235753,0.5143207513
hypoxia:017h_.57_DO:3,4.170874726,0.4802671274
hypoxia:023h_.42_DO:1,8.3528488304,0.49595074710000003
hypoxia:023h_.42_DO:2,5.7048966755,0.6893787824000001
hypoxia:040h_.11_DO:1,6.1554560812,0.7816057957
hypoxia:040h_.11_DO:2,5.8098177961,0.8544666882
hypoxia:041h_.09_DO:1,5.3198043368,0.7587648022
hypoxia:041h_.09_DO:2,5.0431870387,0.8995192688
hypoxia:041h_.09_DO:3,8.5181030139,0.6051494312
hypoxia:042h_.07_DO:1,4.9766945876,0.8939353661
hypoxia:042h_.07_DO:2,6.9911366289,0.6342711404
hypoxia:043h_.06_DO:1,2.8490807283,0.9773072454
hypoxia:043h_.06_DO:2,4.3917805615,0.8340754661
hypoxia:043h_.06_DO:3,4.82467393,0.8770212906
hypoxia:044h_.04_DO:1,6.3911940210000004,1.0891063392
hypoxia:044h_.04_DO:2,5.2316202767,0.9013697424
hypoxia:044h_.04_DO:3,4.3522419097,0.8288329945
hypoxia:047h_0_DO:1,6.5877316453,0.8990861522
hypoxia:047h_0_DO:2,4.9277882612,0.7563027172
hypoxia:047h_0_DO:3,3.1408462115,0.6715150728
hypoxia:049h_0_DO:1,2.3570219946,1.4423930410999999
hypoxia:049h_0_DO:2,3.8642844417,1.2476994575
hypoxia:049h_0_DO:3,2.3633748751,1.0673074105
hypoxia:050h_0_DO:1,0.97272908,1.1358234999999999
hypoxia:050h_0_DO:2,6.0172673736,1.5419467092999999
hypoxia:050h_0_DO:3,3.4970220966,1.4433693495
hypoxia:052h_0_DO:1,5.016299378,1.7639491436
hypoxia:052h_0_DO:2,5.9862934244,1.6082629474
hypoxia:052h_0_DO:3,7.2938472974,1.9538843711
hypoxia:054h_0_DO:1,6.3106068883,1.4899965969
hypoxia:054h_0_DO:2,6.9440848579,1.5583375325
hypoxia:054h_0_DO:3,8.9253743785,1.5522729875999999
hypoxia:054h_0_DO:4,7.4386997744,1.1488088085000001
hypoxia:054h_0_DO:5,2.9740794578000003,1.4337706496
hypoxia:070h_0_DO:1,5.3306312471,0.4839496066
hypoxia:070h_0_DO:2,5.7869726136,0.3681032186
hypoxia:088h_0_DO:1,4.1074091355,0.2645482849
hypoxia:088h_0_DO:2,3.5022255437,0.11165044810000001
hypoxia:114.5h_.04_DO:1,7.8972657588,0.2695941824
hypoxia:114.5h_.04_DO:2,7.3989741187,0.4208524482
hypoxia:114.5h_.04_DO:3,6.2241372461,0.6493971834000001
hypoxia:115h_.06_DO:1,7.5312556066,0.36960381210000004
hypoxia:115h_.06_DO:2,7.2641654923,-0.16583274380000002
hypoxia:115h_.06_DO:3,9.6158096995,0.22071510800000002
hypoxia:116h_.11_DO:1,5.5227468085,0.2586859073
hypoxia:116h_.11_DO:2,4.6340015908000005,0.0560669082
hypoxia:116h_.11_DO:3,4.7627515795,-0.0434148792
hypoxia:120h_.47_DO:1,3.6139946963,0.2053603537
hypoxia:120h_.47_DO:2,3.8061535949,-0.0856099632
hypoxia:120h_.47_DO:3,4.4471819859,0.3348859799
kinase:DMSO_0h_F:1,-4.2494227262,0.5502312874
kinase:DMSO_0h_F:2,-4.1555876008,0.5182986333
kinase:DMSO_0h_F:3,-3.520966766,0.7028959531
kinase:DMSO_0h_H:1,-4.5278032718,-0.5443529124
kinase:DMSO_0h_H:2,-3.8420037482,-0.6903034530000001
kinase:DMSO_0h_H:3,-0.24045891020000001,-0.7939912952
kinase:DMSO_0h_H:4,-0.6388389871,-0.636014529
kinase:DMSO_0h_H:5,-4.0222810522,-0.7562887095
kinase:DMSO_0h_H:6,-2.9121316032,-0.6982720836
kinase:DMSO_0h_I:1,-1.4709908311,-0.1191966129
kinase:DMSO_0h_I:2,-1.2187323016,0.0330177939
kinase:DMSO_0h_I:3,-0.0814750793,0.037171382
kinase:DMSO_0h_I:4,-0.36838465330000003,0.0562508992
kinase:DMSO_0h_I:5,2.9371254732,0.0891786012
kinase:DMSO_0h_I:6,0.2024573922,-0.09642206340000001
kinase:pknD_T10_48h:1,-0.1855800773,-0.0412848673
kinase:pknD_T10_48h:2,-2.2737218292,-0.030124857100000003
kinase:pknD_T10_48h:3,-1.6550015861,-0.045170712200000004
kinase:pknL_T10_48h:1,-1.8270743454,-1.3980551643
kinase:pknL_T10_48h:2,-2.3276059208,-1.3694847851
kinase:pknL_T10_48h:3,-2.8630780539,-1.3836144823
kinase:pknL_T4_48h:1,-3.2120341666,-0.9054324872
kinase:pknL_T4_48h:2,-5.1319744311,-0.8804042477
kinase:pknL_T4_48h:3,-3.7742214486,-0.8159045605
kinase:T10_12h_F:1,-5.6775767793,0.7609573593000001
kinase:T10_12h_F:2,-4.8564487216,0.6668857774
kinase:T10_12h_F:3,-6.0853814061,0.6678997518
kinase:T10_12h_H:1,3.7881473484,0.5699097213000001
kinase:T10_12h_H:2,2.5543803461,0.8335448654000001
kinase:T10_12h_H:3,3.1380465526,0.7831084566000001
kinase:T10_12h_I:1,7.8334533135,0.0577374022
kinase:T10_12h_I:2,-1.0045404055,-0.5030411475000001
kinase:T10_24h_F:1,-3.9227361421999998,0.4255621278
kinase:T10_24h_F:2,-2.409840308,0.2426725599
kinase:T10_24h_F:3,-4.3456481911000004,0.5271724768
kinase:T10_24h_H:1,-2.0241812099,0.398033208
kinase:T10_24h_H:2,-2.1476729879,0.5266913545
kinase:T10_24h_H:3,-0.6956832413,0.720522451
kinase:T10_24h_I:1,-0.23201661580000002,-0.6829941843
kinase:T10_24h_I:2,-1.7941506652,-0.513278026
kinase:T10_48h_F:1,-4.8629302072,0.2912146027
kinase:T10_48h_F:2,-2.425121616,0.5003402051
kinase:T10_48h_F:3,-2.3337055983,0.47906601870000004
kinase:T10_48h_H:1,-0.6135080196,0.5716876138
kinase:T10_48h_H:2,-0.5206275354000001,0.6752497579
kinase:T10_48h_H:3,-2.4134250627,0.8772504798
kinase:T10_48h_I:1,-2.6807216804,-0.5141961930000001
kinase:T10_48h_I:2,-3.0798564782,-0.4677466819
kinase:T10_48h_I:3,-2.1313659179,-0.5400243331
kinase:T4 _48h_H:1,-4.0913294357,0.40917829780000003
kinase:T4 _48h_H:2,-5.4579985258,0.4661512494
kinase:T4 _48h_H:3,-2.9446336631000003,0.48930267450000003
kinase:T4 20 _12h_I:1,-4.2601917168,-0.8158261035000001
kinase:T4 20 _12h_I:2,-3.7758039752,-0.8501332138000001
kinase:T4 20 _12h_I:3,-3.4212085747,-0.9233097251
kinase:T4_12h_F:1,-7.2984062547,0.5836541529
kinase:T4_12h_F:2,-6.2510044267,0.4421547592
kinase:T4_12h_F:3,-6.4323474126,0.5191496065
kinase:T4_12h_H:1,2.6452675774000003,0.1691421538
kinase:T4_12h_H:2,2.6152451683,0.27262528610000003
kinase:T4_12h_H:3,0.16872220540000002,0.23161224400000002
kinase:T4_24h_F:1,-5.541839009,0.2780640024
kinase:T4_24h_F:2,-7.2039965956,0.2924140859
kinase:T4_24h_F:3,-7.0514931175,0.1964320357
kinase:T4_24h_H:1,-5.2599921857,-0.0016402336
kinase:T4_24h_H:2,-1.5312567474,0.0509795502
kinase:T4_24h_H:3,-3.0156012621,-0.2116858963
kinase:T4_24h_I:1,-4.3305615688,-0.8376823431
kinase:T4_24h_I:2,-5.1673164563,-0.7380168652
kinase:T4_48h_F:1,-3.5842188816,0.8822906585
kinase:T4_48h_F:2,-3.2949757967,0.7236571465
kinase:T4_48h_F:3,-4.1205098049,0.8024835154000001
kinase:T4_48h_I:1,-3.4959534023,-0.4745459697
kinase:T4_48h_I:2,-2.9169691264,-0.5102581537
kinase:T4_48h_I:3,-2.8382366595,-0.7404448983
kinase:WT_T10_48h:1,1.4144176026,0.5915907300000001
kinase:WT_T10_48h:2,-4.631208777,-1.018971969
kinase:WT_T10_48h:3,-4.1372699769,-1.0005227137
kinase:WT_T10_48h:4,-1.2336161901,0.5119460181000001
kinase:WT_T10_48h:5,-0.9871064768000001,0.29857985800000003
kinase:WT_T4_48h:1,-2.4123813957999998,0.0907959279
kinase:WT_T4_48h:2,-2.1278554627,0.4255689158
kinase:WT_T4_48h:3,-2.229730256,0.2104856839
levofloxacin:control:1,0.32329713930000004,-0.26982324550000003
levofloxacin:control:2,-1.2783741378,-0.16945459000000002
levofloxacin:control:3,0.9550769985,0.4392778355
levofloxacin:treated:1,4.5218130811,-0.16545155150000002
levofloxacin:treated:2,6.2095955663,-0.20547305670000002
levofloxacin:treated:3,9.3295571104,-0.3498015068
linez:0_days_4:1,-3.1857240191,0.5941230113
linez:0_days_4:2,-1.2332600835,0.53269588
linez:0_days_4:3,0.2372160892,0.3348743998
linez:0_days_4:4,-1.2785010975,0.3404376838
linez:0_days_control:1,-1.2733496935,0.0626819795
linez:0_days_control:2,0.3925913816,0.0631254154
linez:0_days_control:3,0.0550356163,-0.0868691583
linez:0_days_control:4,0.8257226956,-0.0389382366
linez:1_days_4:1,0.18413430290000002,-0.051966957
linez:1_days_4:2,-0.38719908280000004,0.0432208585
linez:1_days_4:3,-0.9899323447,0.0405522665
linez:1_days_4:4,-1.3505703105,0.09091389350000001
linez:1_days_control:1,-0.6362325237,-0.1138688785
linez:1_days_control:2,-1.6911657964,-0.0022307859
linez:1_days_control:3,0.4709130555,-0.0872614746
lipid:dextrose_exp:1,0.8312810656,-0.0073046305
lipid:dextrose_exp:2,-0.8312810656,0.0073046305
lipid:dextrose_hypo:1,0.8643145590000001,0.8847202162000001
lipid:dextrose_hypo:2,4.1607357464,1.0683511754
lipid:dextrose_stat:1,-2.0404130538,0.5537890038000001
lipid:dextrose_stat:2,-2.9277071660000002,0.3544884558
lipid:lipid_exp:1,-6.2591493548,-0.3824783671
lipid:lipid_exp:2,-5.4866370053,-0.2521127273
lipid:lipid_stat:1,-9.6221900858,-0.9840368304
lipid:lipid_stat:2,-12.3928496937,-0.7663816236000001
mcr11:mcr11_mutant:1,0.9155417362,0.1921482955
mcr11:mcr11_mutant:2,-1.3795782252,-0.0694851659
mcr11:mcr11_mutant:3,-1.1906955643,-0.41180452170000004
mcr11:wt:1,0.0321454657,-0.1390375817
mcr11:wt:2,1.5973647544,0.23139698660000002
mcr11:wt:3,-1.62951022,-0.0923594049
miceAV_macro:24h_control:1,-2.8527478349,-0.0512292302
miceAV_macro:24h_control:2,1.7720665002,-0.0083771403
miceAV_macro:24h_control:3,1.0806813347,0.059606370500000005
miceBMDM:inf02:1,-0.5149363979,0.2801126799
miceBMDM:inf02:2,-2.8137714072,0.9654237856000001
miceBMDM:inf02:3,0.3198592503,0.38876502430000004
miceBMDM:inf24:1,4.2530889014,0.4844161018
miceBMDM:inf24:2,-3.7323118228,1.0523845494
miceBMDM:inf24:3,-1.6711949721,1.281744338
miceBMDM:inf08:1,0.14640866760000001,1.2786591328
miceBMDM:inf08:2,2.1842141575,0.8681726158
miceBMDM:inf08:3,4.7834824809,0.5808639862
miceBMDM:no_inf02:1,0.7194729239000001,0.0021365729
miceBMDM:no_inf02:2,-0.4189992373,-0.0382042445
miceBMDM:no_inf02:3,-0.3004736866,0.036067671600000004
miceBMDM:no_inf24:1,1.7649553873000001,0.4708446022
miceBMDM:no_inf24:2,1.0851502528,0.5388818742
miceBMDM:no_inf24:3,-2.8673133021,0.4280638872
miceBMDM:no_inf08:1,2.2507219234,0.4529823484
miceBMDM:no_inf08:2,4.9564967577,0.1589170982
miceBMDM:no_inf08:3,1.2513313114,0.3732856574
miceNF:control:1,0.2545180192,-0.006462711
miceNF:control:2,-0.2545180192,0.006462711
miceNF:invivo:1,-9.7914871127,-2.233039034
miceNF:invivo:2,-13.307298541,-1.9766944668000002
miceNF:invivo:3,-12.4387003104,-2.6375854199999997
mihF:mihF_mutant_atc:1,-12.5083960293,-0.9906423603000001
mihF:mihF_mutant_atc:2,-3.4689073801,-0.4593942225
mihF:mihF_mutant_no_atc:1,31.3321910584,1.5087274262
mihF:mihF_mutant_no_atc:2,14.1013161388,0.8692964284
mihF:wt_atc:1,2.5996258404,0.21541772050000002
mihF:wt_atc:2,23.2889163137,1.0647887789
mihF:wt_no_atc:1,7.3596955621,0.2177090315
mihF:wt_no_atc:2,-7.3596955621,-0.2177090315
mmpl3:mutant_no_ATC:1,-0.388366828,-0.0389976831
mmpl3:mutant_no_ATC:2,0.388366828,0.0389976831
mmpl3:mutant_with_ATC:1,-7.3030667425,0.8555077389
mmpl3:mutant_with_ATC:2,-11.0233286563,0.4300414456
mrsI:ko_iron_atc:1,1.0217705971,0.0962636743
mrsI:ko_iron_atc:2,1.0621743618,-0.3363341649
mrsI:ko_iron_no_atc:1,3.2589477605,-0.41745318670000003
mrsI:ko_iron_no_atc:2,0.9970395082000001,-0.7084801478
mrsI:ko_ox_atc:1,-0.5624619861,-0.7562576139
mrsI:ko_ox_atc:2,1.3144500471,-0.5229709865000001
mrsI:ko_ox_no_atc:1,7.6176058186999995,1.180241689
mrsI:ko_ox_no_atc:2,8.7948428535,1.2469580911
mrsI:ko_sds_atc:1,8.2655296919,1.2031895695000001
