,A,DguR
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,0.0020683381,0.012887442
Catabolise_Nucleic_Acids:L_asp:1,0.8752864124,0.268326475
Catabolise_Nucleic_Acids:L_asp:2,0.706512841,0.25662095500000004
Catabolise_Nucleic_Acids:DNA_1:1,0.3735191004,-0.030796908
Catabolise_Nucleic_Acids:DNA_1:2,-0.6298449784,0.022921795000000002
Catabolise_Nucleic_Acids:DNA_1:3,0.256325878,0.007875113000000001
Catabolite_repression:del_hfq_crc_wt:1,-0.0367273138,-0.056495451
Catabolite_repression:del_hfq_crc_wt:2,0.0367273138,0.056495451
Catabolite_repression:delHfq:1,-0.0136087506,-0.7112500620000001
Catabolite_repression:delHfq:2,-0.0362033645,-0.5016221200000001
Catabolite_repression:deldcrc:1,2.2161206519,-0.07019942800000001
Catabolite_repression:deldcrc:2,2.4331492592,-0.246898422
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.34588679240000003,0.037584253000000005
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.3510640587,0.445867854
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.6969508511,-0.48345210600000005
Diallyl_disulphide_treatment:PAO1_DDS:1,-1.2321997039,0.362737256
Diallyl_disulphide_treatment:PAO1_DDS:2,-0.6431620085,0.47368398500000003
Diallyl_disulphide_treatment:PAO1_DDS:3,-1.1091365519,0.064801119
Dispersed_cells:PAO1_dispersed_wt:1,0.1800809991,-0.103569374
Dispersed_cells:PAO1_dispersed_wt:2,-0.1800809991,0.103569374
Dispersed_cells:PyhjH_dispersed:1,0.7565767263000001,1.075896213
Dispersed_cells:PyhjH_dispersed:2,0.3795793879,1.481793594
Dispersed_cells:PA01_Planktonic:1,-5.3123582457000005,1.191098421
Dispersed_cells:PA01_Planktonic:2,-5.0379220247,0.514488866
Dispersed_cells:PAO1_Biofilm:1,-3.3245415007,0.31155202600000004
Dispersed_cells:PAO1_Biofilm:2,-4.3007503164,1.0082412060000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,4.6508586385,-0.199751069
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,6.2286331726,0.190454788
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,6.1888342356,-0.041213294000000004
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,-0.36287349890000004,-0.138749969
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,0.122435029,0.223222784
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,0.2404384699,-0.084472815
Farnesol_treatment:RNA of 0-1F_L:1,-0.16587274100000002,-0.139213595
Farnesol_treatment:RNA of 0-1F_L:2,-1.0533333628,0.11350886
Farnesol_treatment:RNA of 0-1F_L:3,1.2192061038,0.025704735000000003
Farnesol_treatment:RNA of 6-F_L1:1,-0.1667926689,0.542303571
Farnesol_treatment:RNA of 6-F_L1:2,-0.1258019491,0.18395134800000001
Farnesol_treatment:RNA of 6-F_L1:3,0.7346364594,0.474748388
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,0.941894494,0.065844634
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,-0.941894494,-0.065844634
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-0.6516863598,0.22086728300000003
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,-0.0440855512,-0.006872014
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,-0.7962867037,0.47705094600000003
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,0.9905227963000001,-0.0032968180000000004
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,-1.0235017423,0.092579492
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,0.2178461814,-0.140540303
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,-0.412082274,-0.333213825
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,-1.4304125219000001,0.5195459640000001
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,0.026196606900000002,-0.49886888900000004
HapZ_SagS_mutant:delHapZp:1,-0.5291712979000001,-0.148805298
HapZ_SagS_mutant:delHapZp:2,-0.4117927159,-0.13735334400000002
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,0.557634696,0.840431989
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,-0.5838313029000001,-0.3415631
HapZ_SagS_mutants:delHApZ:1,-0.11698475080000001,-0.642214587
HapZ_SagS_mutants:delHApZ:2,-0.3722166854,-0.10900884100000001
HapZ_SagS_mutants:delHApZ:3,-0.3023970223,-0.368366116
HapZ_SagS_mutants:delSagS:1,-1.0168462077,-0.538921604
HapZ_SagS_mutants:delSagS:2,-1.7377830665,-0.716017517
HapZ_SagS_mutants:delSagS:3,-0.6664421619,0.722830575
HapZ_SagS_mutants:delHapZp:3,0.18692542410000001,0.074430363
Lung_infection_transcriptome:PA01_LS1:1,2.3351245186,-0.057515336
Lung_infection_transcriptome:PA01_LS1:2,0.4236312217,0.369010206
Lung_infection_transcriptome:PA01_CS1:1,-1.1840679154,0.07059319800000001
Lung_infection_transcriptome:PA01_CS1:2,1.1840679154,-0.07059319800000001
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,-0.2159289331,-0.508324717
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,0.2159289331,0.508324717
Metabolic_fitness_plasmid:PAO1_pAKD1:1,-0.1392468734,0.20787212800000002
Metabolic_fitness_plasmid:PAO1_pAKD1:2,-0.62078791,0.491500977
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,7.6925455769,-0.103671253
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,12.813272746300001,-0.0022590180000000002
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,1.6659239221000002,-0.14433494800000002
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,2.3280601268,0.278464796
Metabolic_fitness_plasmid:PAO1_pBS228:1,1.2305267685,0.071199724
Metabolic_fitness_plasmid:PAO1_pBS228:2,0.2167410247,0.053854422000000006
Metabolic_fitness_plasmid:PAO1_RmS149:1,-0.5942601839,-0.011177055
Metabolic_fitness_plasmid:PAO1_RmS149:2,1.4273844966,-0.043401255
Mucin_glycans:ABTGC:1,-0.0396331428,0.369111501
Mucin_glycans:ABTGC:2,1.1385345657000001,0.343405534
Mucin_glycans:ABTGC:3,-0.24925693170000002,0.038686684
Mucin_glycans:ABTGC:4,-0.5389910045,-0.32624716
Mucin_glycans:ABTGC:5,-0.31065348660000003,-0.424956559
Mucin_glycans:MUC5B:1,0.5767595499,-0.29801038500000004
Mucin_glycans:MUC5B:2,1.982614516,0.07336954400000001
Mucin_glycans:Glycans:1,1.8466817388,0.6109741270000001
Mucin_glycans:Glycans:2,1.7870196035,0.383112388
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,-0.5069551525,0.35747801700000004
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,-1.4127178172,0.0076234960000000004
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,-1.1662597665,0.869602246
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,0.7765651797,-0.46626012200000005
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,0.6278862959,0.13141654800000002
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,0.4079644571,-0.060327403
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,-0.8512831008,0.090152751
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,-1.103776465,0.021774351
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,-1.0982586485,-0.125039694
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,1.1214408989,-0.21155210500000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,1.2139436252,0.537523183
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,0.7179336903,-0.312858485
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.3557907725,0.18906388500000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.3557907725,-0.18906388500000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,2.708900508,0.233432397
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,2.0365462984,-0.413555416
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,1.2026280925,0.47637107300000003
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,0.660875077,-0.07170768500000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,1.7027410542,0.500446925
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,1.9680351743000002,0.503049971
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,1.1835027205,0.641588931
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,1.5991041159,0.848504655
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-0.6662448136,0.128722899
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,0.3354783147,-0.13485945600000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,0.1233954837,0.026628319
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,0.2073710152,-0.020491762
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,0.8385903119,1.075045018
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,0.7399179491,1.147715695
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-0.6070227023,0.12189186
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,0.4185397205,-0.141685113
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.1884829819,0.019793253
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,0.7718330557,-0.43341718300000004
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,0.3272910739,-0.147225187
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,1.3694212372,-1.017677899
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,0.5594207656,-1.493340076
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,-1.1850964364,0.182032192
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,0.0334367283,0.26427612500000003
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,0.0525355785,0.134334053
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,0.6557868924,0.32800071000000003
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,-0.1481256098,0.35023336400000005
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,-0.12426267140000001,-0.42242293700000005
Rosmarinic_acid:PAO1-100UMRA:1,1.1160027306,-0.06509373
Rosmarinic_acid:PAO1-100UMRA:2,1.1516814341,-0.125062795
Rosmarinic_acid:PAO1_DMSO_Control:1,-0.063095556,0.148624516
Rosmarinic_acid:PAO1_DMSO_Control:2,0.21778672340000002,0.012227359
Rosmarinic_acid:PAO1_DMSO_Control:3,-0.1546911674,-0.160851874
Testosterone_treatment:Testosterone_Control:1,0.44219517690000004,-0.14831633400000002
Testosterone_treatment:Testosterone_Control:2,-0.44219517690000004,0.14831633400000002
Testosterone_treatment:Testosterone_2.5:1,-2.1285503474,0.10985977
Testosterone_treatment:Testosterone_2.5:2,-0.6796593407,0.649839461
Tf_toxin_expression:PAO1_WT:1,1.2755255965,0.11685708500000001
Tf_toxin_expression:PAO1_WT:2,-1.2755255965,-0.11685708500000001
Tf_toxin_expression:PAO1_derfA:1,2.0676663555,0.259859212
Tf_toxin_expression:PAO1_derfA:2,1.4942463987,0.381903814
Zinc_treatment:PA_Zn:1,-0.21231185930000002,0.23739415
Zinc_treatment:PA_Zn:2,-0.3547549821,0.307601769
Zinc_treatment:PA_Zn:3,0.6211653001,0.5131603650000001
Zinc_treatment:PA_Zn_wt:1,0.1262156056,-0.090387035
Zinc_treatment:PA_Zn_wt:2,-0.1262156056,0.090387035
Paeru_PRECISE:CAMHB_wt:1,-0.0368153458,0.23954504100000001
Paeru_PRECISE:CAMHB_wt:2,-0.11500781,-0.18559825200000002
Paeru_PRECISE:CAMHB_wt:3,-0.11177984710000001,-0.169574734
Paeru_PRECISE:CAMHB_wt:4,0.1760445898,-0.223293802
Paeru_PRECISE:M9glucAA_Pqt10:1,-0.6143093555,0.49457665300000003
Paeru_PRECISE:M9glucAA_Pqt10:2,0.22202272,-0.40310251900000005
Paeru_PRECISE:M9glucAA_Pqt:1,-0.1750252777,-0.353132618
Paeru_PRECISE:M9glucAA_Pqt:2,-0.41226338560000003,-0.832767346
Paeru_PRECISE:M9glucAA_wo_Pqt:1,-0.964244477,-0.433676269
Paeru_PRECISE:M9glucAA_wo_Pqt:2,0.2875514683,-0.6198870320000001
Paeru_PRECISE:M9glucAA_NaCl:1,0.015865299,-0.18717577200000002
Paeru_PRECISE:M9glucAA_NaCl:2,-0.0060153971,0.32223696900000004
Paeru_PRECISE:M9glucAA_NaCl:3,0.33987768630000004,-0.028508815000000003
Paeru_PRECISE:CAMHB_wt:5,9.0026315566,0.21730180500000001
Paeru_PRECISE:CAMHB_wt:6,11.0716047414,0.45077335100000004
Paeru_PRECISE:LB_wt:1,-2.9559751197,-1.224792444
Paeru_PRECISE:LB_wt:2,-1.7422672782,-0.260984005
Paeru_PRECISE:M9glucAA_wt:1,0.3027654562,-0.288504227
Paeru_PRECISE:M9glucAA_wt:2,-0.3027654562,0.288504227
Paeru_PRECISE:M9glucAA_lowpH:1,-1.5447305812,0.660668361
Paeru_PRECISE:M9glucAA_lowpH:2,-0.7775237678,0.60619756
Paeru_PRECISE:M9glucAA_DPD:1,-1.1234054835,-0.13982328
Paeru_PRECISE:M9glucAA_DPD:2,-1.128815115,-0.061019333
Paeru_PRECISE:M9sucAA_wt:1,-0.9119766090000001,0.12745468100000001
Paeru_PRECISE:M9sucAA_wt:2,-0.2989324118,0.364010441
Paeru_PRECISE:M9glucAA_NaCl:4,-0.3005762567,0.672998756
Paeru_PRECISE:M9glucAA_NaCl:5,-0.5236415757,0.805380237
Paeru_PRECISE:M9sucAA_wt:3,-0.1609050005,0.569613825
Paeru_PRECISE:M9sucAA_wt:4,-0.1351793184,0.607429259
Paeru_PRECISE:R10LB_wt:1,-1.4441362304,0.22718062100000003
Paeru_PRECISE:M9glucAA_NaCl:6,0.5380958022,1.055806494
Paeru_PRECISE:M9glucAA_NaCl:7,0.35515711910000003,0.925193617
Paeru_PRECISE:M9fructAA_wt:1,0.7673661745,0.46259275
Paeru_PRECISE:M9fructAA_wt:2,1.1691870684,0.817860047
Paeru_PRECISE:M9GlcNAcAA_wt:1,0.4465576885,0.866748578
Paeru_PRECISE:M9GlcNAcAA_wt:2,0.22787517670000002,0.9082018580000001
Paeru_PRECISE:M9pyruvAA_wt:1,-0.968348101,0.32674553100000003
Paeru_PRECISE:M9pyruvAA_wt:2,-0.09017738730000001,1.241293505
Paeru_PRECISE:M9fructAA_wt:3,-0.6160103687,0.166663145
Paeru_PRECISE:M9fructAA_wt:4,-0.957311576,0.344205291
Paeru_PRECISE:M9GlcNAcAA_wt:3,1.794192068,0.9178223670000001
Paeru_PRECISE:M9GlcNAcAA_wt:4,1.4927607427,1.142491462
Paeru_PRECISE:M9glycAA_wt:1,0.3769443409,1.009565556
Paeru_PRECISE:M9glycAA_wt:2,0.7141099821,1.039860864
Paeru_PRECISE:M9pyruvAA_wt:3,0.5787528866,0.342877152
Paeru_PRECISE:CAMHB_wt:7,0.9375912350000001,0.5353237240000001
Paeru_PRECISE:CAMHB_wt:8,0.8177277393,0.489610969
Paeru_PRECISE:R10LB_wt:2,-1.0627588607,0.107627943
Paeru_PRECISE:R10LB_wt:3,-1.9497578208,-0.035573082
Paeru_PRECISE:R10LB_wt:4,-1.0027351919,0.22664025200000001
Paeru_PRECISE:R10LB_wt:5,7.5776147444,0.243790936
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,0.313786522,0.042013004
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,-0.4160285412,0.49781904
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,-0.30127957180000003,0.27472517900000004
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,-0.4709519346,0.12096677200000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,0.038491118000000005,-1.164578213
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,0.4896834403,0.584299828
Paeru_PRECISE:M9sucAA_wt:5,0.0793152535,0.9319125730000001
Paeru_PRECISE:M9sucAA_wt:6,0.3925359553,0.6247497980000001
Paeru_PRECISE:R10LB_wt:6,-0.8148438009000001,0.016033166
Paeru_PRECISE:R10LB_wt:7,0.7608261602,0.25529239200000003
Paeru_PRECISE:LB_wt:3,1.7029365983,1.613805417
Paeru_PRECISE:LB_wt:4,0.64440044,1.727420515
Paeru_PRECISE:R10LB_NaCl:1,-1.7995135959000002,0.553216718
Paeru_PRECISE:R10LB_NaCl:2,-1.4586593961,0.260484039
Paeru_PRECISE:M9glucAA_PAO1_wt:1,1.277602189,1.924342647
Paeru_PRECISE:M9glucAA_Zn:1,-1.6643821251,5.35066202
Paeru_PRECISE:M9glucAA_Cu:1,-1.3742505882,3.096723851
Paeru_PRECISE:M9glucAA_NaOCl:1,1.0374698057,2.69502089
Paeru_PRECISE:M9GlcNAcAA_8:1,-0.9111395368,1.8623913390000002
Paeru_PRECISE:M9GlcNAcAA_8:2,0.9204889604000001,2.912816399
Paeru_PRECISE:M9GlcNAcAA_4:1,0.1566623933,2.476806988
Paeru_PRECISE:M9GlcNAcAA_4:2,1.4128890905,3.004427508
Paeru_PRECISE:M9GlcNAcAA_2:1,-0.6507208223000001,1.916268145
Paeru_PRECISE:M9GlcNAcAA_2:2,1.8365529404,3.278685164
Paeru_PRECISE:M9GlcNAcAA_1:1,-0.11430701430000001,2.388604582
Paeru_PRECISE:M9GlcNAcAA_1:2,-0.5717662247,3.436526561
Paeru_PRECISE:M9glucAA_NaOCl:2,1.8358279369,2.357756332
Paeru_PRECISE:M9glucAA_Cu:2,-0.20828541820000002,2.2539838100000003
Paeru_PRECISE:M9glucAA_Fe:1,0.9440214011,1.803315955
Paeru_PRECISE:M9glucAA_Fe:2,0.5127573888,2.270600052
Paeru_PRECISE:M9glucAA_Zn:2,-0.2789804931,2.538277613
Paeru_PRECISE:M9glucAA_PAO1_wt:2,0.7976949875,2.613409
Paeru_PRECISE:CAMHB_Mec:1,0.7676555327,-0.055768918
Paeru_PRECISE:CAMHB_Mec:2,-0.45830771480000004,-0.06348163700000001
Paeru_PRECISE:CAMHB_Azt:1,3.3039153346,-0.14568959
Paeru_PRECISE:CAMHB_Azt:2,2.780782518,0.19885275
Paeru_PRECISE:CAMHB_Pip:1,0.8893477186000001,-2.06877894
Paeru_PRECISE:CAMHB_Pip:2,0.15482323080000002,-1.5900943029999999
Paeru_PRECISE:CAMHB_Ceft:1,1.3933370219,-1.582034727
Paeru_PRECISE:CAMHB_Ceft:2,0.5150703307,-1.964502718
Paeru_PRECISE:CAMHB_Ceft:3,1.3780148962,-1.057924424
Paeru_PRECISE:CAMHB_Ceft:4,2.1395556087,-1.947122205
Paeru_PRECISE:M9glucAA_Ceft:1,1.9895847344000002,-0.920220162
Paeru_PRECISE:M9glucAA_Ceft:2,-0.0215070053,-1.778529089
Paeru_PRECISE:M9glucAA_Gent:1,0.11433370550000001,0.28903088400000004
Paeru_PRECISE:M9glucAA_Gent:2,-0.44195608350000004,0.47881477600000005
Paeru_PRECISE:M9glucAA_Pip:1,-0.2912075504,0.530609745
Paeru_PRECISE:M9glucAA_Pip:2,-0.1941466711,0.265337573
Paeru_PRECISE:M9glucAA_Azt:1,-4.9923738447,0.9303985050000001
Paeru_PRECISE:M9glucAA_Azt:2,-4.0545126607,0.85764724
Paeru_PRECISE:CAMHB_Mero:1,0.423393481,0.40604272100000005
Paeru_PRECISE:CAMHB_Mero:2,0.5436042332000001,0.21072125400000002
Paeru_PRECISE:CAMHB_Tet:1,3.0515812015,0.45428389100000005
Paeru_PRECISE:CAMHB_Tet:2,2.3713133283,0.019413667000000003
Paeru_PRECISE:R10LB_Gent:1,-1.196711161,0.19205601500000002
Paeru_PRECISE:R10LB_Ceft:1,-1.6433874961,-1.05447111
Paeru_PRECISE:R10LB_Ceft:2,-1.7232368871000001,-0.943842527
Paeru_PRECISE:CAMHB_Biofilm:1,-3.263147609,0.820017149
Paeru_PRECISE:CAMHB_Biofilm:2,-2.7572535879,0.759848266
Paeru_PRECISE:M9glucAA_Biofilm:1,-3.235732372,1.3293997800000001
Paeru_PRECISE:M9glucAA_Biofilm:2,-3.0194352282,0.8242486880000001
Paeru_PRECISE:R10LB_Gent:2,-0.8895424092,0.09449963800000001
Paeru_PRECISE:R10LB_Pip:1,-2.4199121194,-0.92802637
Paeru_PRECISE:R10LB_Pip:2,-2.3217919214,-0.936139161
Paeru_PRECISE:R10LB_Mec:1,-1.5791798227,0.19729374
Paeru_PRECISE:R10LB_Mec:2,-0.8499175409,0.38630228800000005
Paeru_PRECISE:CAMHB_Azt:3,-0.7548868784,0.71811859
Paeru_PRECISE:CAMHB_Azt:4,-2.7483861082,-0.031795331
Paeru_PRECISE:CAMHB_Biofilm:3,-2.1879740527,0.9612272340000001
Paeru_PRECISE:CAMHB_Biofilm:4,-2.6810491654,0.7280214650000001
Paeru_PRECISE:M9glucAA_Biofilm:3,-2.6537420378,0.515895588
Paeru_PRECISE:M9glucAA_Biofilm:4,-3.3121426903,0.5994315100000001
Paeru_PRECISE:R10LB_Mero:1,-1.4080798692,-0.797299886
Paeru_PRECISE:R10LB_Mero:2,1.4875992143,-1.109563402
Paeru_PRECISE:LB_Cam:1,-3.8335673944,2.871624112
Paeru_PRECISE:LB_Cam:2,-3.9985618217,3.056232692
Paeru_PRECISE:CAMHB_Ceft:5,1.5816761476,-0.5586667310000001
Paeru_PRECISE:CAMHB_Cip:1,0.3701739479,0.536052348
Paeru_PRECISE:CAMHB_Cip:2,-0.027808728300000002,0.7629701510000001
ampC_mutation:PA_Cef_taz_wt:1,-1.014691705,0.310344667
ampC_mutation:PA_mutS_Cef_taz:1,-1.8967689757000001,0.20533615100000002
ampC_mutation:PA_mutS:1,0.28607653780000003,0.47098959900000004
ampC_mutation:PA_mutS:2,2.70348999,-0.52833093
ampC_mutation:PA_mutS:3,-2.107235205,0.6766641999999999
ampC_mutation:PA_Cef_taz_wt:2,1.014691705,-0.310344667
ampC_mutation:PA_mutS_Cef_taz:2,-1.3604451151,1.230088412
ampC_mutation:PA_mutS:4,-0.5723603794000001,0.146370187
ampC_mutation:PA_mutS:5,2.8900789268000002,0.051391785
ampC_mutation:PA_mutS:6,-1.2020278734,0.21544263100000002
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,3.1805113319,1.227613043
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,4.7042260789,1.431441118
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,5.2247226609,0.29529399700000003
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,4.4479655235,-0.09857049100000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,3.9255816426,1.142727243
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,4.3257520276,1.5250888960000002
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,-0.34564226940000004,0.33375322900000004
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,0.34564226940000004,-0.33375322900000004
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,5.0851615101,1.155488689
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,5.4016833341,0.32331656400000003
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,2.3240834921999998,1.880989661
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,2.5726318451,2.172444637
cysB_mutant:PAO1HH_wt:1,0.26743544750000003,-0.448445015
cysB_mutant:PAO1HH_wt:2,-0.26743544750000003,0.448445015
cysB_mutant:cysBHH:1,-11.4729006302,0.7765907070000001
cysB_mutant:cysBHH:2,-10.1646456343,0.925923496
cysB_mutant:cysBHH:3,-11.5813755792,0.8207118080000001
ersA_knockout:delersA:1,-1.9507115048,0.939210006
ersA_knockout:delersA:2,-5.1644431437,0.563121757
ersA_knockout:wt_BHI:1,1.6926423985999999,-0.09610518
ersA_knockout:wt_BHI:2,-1.6926423985999999,0.09610518
gcsR_mutant:PAO1_rep_wt:1,-0.43720966510000003,-0.084625382
gcsR_mutant:PAO1_rep_wt:2,0.43720966510000003,0.084625382
gcsR_mutant:GcsR_rep:1,-0.24098989040000002,-0.304667366
gcsR_mutant:GcsR_rep:2,-0.29672009790000003,-0.42091701400000003
mexZ_knockout:del_mexZ:1,0.40536028160000004,-0.47378608600000005
mexZ_knockout:del_mexZ:2,0.034922604600000004,-0.21856497700000002
