sample,BSU_misc_RNA_27
Gly_2,10.0591
Gly_3,8.6677
Glucon_1,12.3447
Glucon_2,12.5321
Glucon_3,11.2763
aero_1,13.8739
aero_2,11.2779
aero_3,11.9149
nit_1,12.9457
nit_2,12.9558
nit_3,12.9741
ferm_1,13.8419
ferm_2,14.4281
ferm_3,13.7558
T-5.40H_1,12.765999999999998
T-4.40H_1,12.4899
T-3.40H_1,13.1113
T-2.40H_1,13.1181
T-1.40H_1,13.1851
T-1.10H_1,13.0976
T-0.40H_1,12.8417
T0.0H_1,11.275
T0.30H_1,9.8918
T1.0H_1,9.1307
T1.30H_1,9.4006
T2.0H_1,8.8319
T2.30H_1,9.2015
T3.0H_1,8.7781
T3.30H_1,8.7916
T4.0H_1,8.6146
T5.0H_1,8.5439
HPh_1,12.8349
HPh_2,12.5157
HPh_3,13.1277
LPh_1,12.9675
LPh_2,13.2767
LPh_3,13.0107
LPhT_1,12.6578
LPhT_2,10.7717
LPhT_3,9.3983
SMMPr_1,12.8533
SMMPr_2,11.9068
SMMPr_3,12.0779
HiTm_1,10.609000000000002
HiTm_2,11.8738
HiTm_3,11.5358
LoTm_1,12.3474
LoTm_2,11.8749
LoTm_3,12.2572
HiOs_1,12.8803
HiOs_2,12.3622
HiOs_3,12.7042
BMM_1,13.608
BMM_2,13.4079
BMM_3,13.3805
Heat_1,14.1403
Heat_2,13.3255
Heat_3,13.1363
Cold_1,14.8609
Cold_2,14.396
Cold_3,13.9193
Etha_1,8.3535
Etha_2,8.4356
Etha_3,8.316
SMM_1,13.2875
SMM_2,13.1799
SMM_3,13.243
Salt_1,10.5538
Salt_2,10.3018
Salt_3,10.4434
Mt0_1,13.5048
Mt0_3,13.7984
M0t45_1,9.5905
M0t45_2,12.0488
M0t45_3,11.1263
M0t90_1,8.4511
M0t90_2,8.8705
M0t90_3,8.5454
M40t45_1,8.4637
M40t45_2,7.8679
M40t45_3,10.6329
M40t90_1,8.1452
M40t90_2,9.0664
M40t90_3,8.6244
dia0_1,11.1997
dia0_2,12.9162
dia0_3,13.6617
dia5_1,11.5527
dia5_2,10.0161
dia5_3,9.7943
dia15_1,12.0482
dia15_2,15.1299
dia15_3,15.8597
Diami_1,8.3029
Diami_2,8.5203
Diami_3,8.7782
Paraq_1,12.447
Paraq_2,12.8264
Paraq_3,10.5718
H2O2_1,10.3268
H2O2_2,10.2958
H2O2_3,10.5559
Oxctl_1,11.6134
Oxctl_2,11.380999999999998
Oxctl_3,11.9179
GM-0.1_1,13.0817
GM-0.2_1,13.2014
GM+5_1,13.0638
GM+15_1,13.4175
GM+25_1,14.2125
GM+45_1,13.7955
GM+60_1,13.658
GM+90_1,13.6204
GM+120_1,12.85
GM+150_1,13.2519
GM-0.1_2,13.6355
GM-0.2_2,13.6937
GM+5_2,13.3828
GM+10_2,13.0314
GM+15_2,13.1426
GM+25_2,13.9732
GM+45_2,12.6321
GM+60_2,12.6959
GM+90_2,13.8817
GM+150_2,12.7992
GM-0.1_3,13.3178
GM-0.2_3,13.3652
GM+5_3,13.4438
GM+10_3,12.2341
GM+15_3,13.4207
GM+25_3,12.8222
GM+45_3,12.0923
GM+60_3,12.4801
GM+90_3,13.7195
GM+120_3,14.0665
GM+150_3,13.3885
MG-0.1_1,13.2872
MG+5_1,13.3389
MG+10_1,13.6684
MG+15_1,13.2986
MG+25_1,13.4024
MG+45_1,13.6131
MG+120_1,13.2042
MG+150_1,13.6197
MG-0.1_2,12.380999999999998
MG-0.2_2,13.0577
MG+5_2,13.4036
MG+10_2,13.3973
MG+15_2,14.1984
MG+25_2,12.9604
MG+45_2,12.5519
MG+60_2,13.4234
MG+90_2,12.9488
MG+120_2,13.4141
MG-0.1_3,14.1178
MG-0.2_3,13.5194
MG+5_3,13.6145
MG+10_3,12.7756
MG+15_3,13.99
MG+25_3,13.8353
MG+45_3,14.1156
MG+60_3,13.6621
MG+90_3,13.6381
MG+120_3,13.1355
MG+150_3,13.6505
