,A,fasR
degradosome:mutant_rnj:1,-1.8949403063,-0.4100031188
degradosome:mutant_rnj:2,-1.3265647965,-0.5989428513
degradosome:mutant_rnj:3,-1.7856973728,-0.48973942940000004
degradosome:PNPase_ko:1,-0.4004375086,0.8156987222000001
degradosome:PNPase_ko:2,-0.8085378295000001,0.8322593587
degradosome:PNPase_ko:3,-0.3266653108,0.84748639
degradosome:Rnase_E_ko:1,3.1895664193,-1.9059312032
degradosome:Rnase_E_ko:2,3.5653278140999998,-2.0185141819
degradosome:Rnase_E_ko:3,3.573103251,-1.9899743574
degradosome:wt_cas9_ctrl:1,5.9485473995,-0.6543234154
degradosome:wt_cas9_ctrl:2,5.434823407,-0.6886978737
degradosome:wt_cas9_ctrl:3,5.7319685691,-0.5932459631
degradosome:wt_expn:1,-0.1422896391,0.0565359654
degradosome:wt_expn:2,0.0667725292,-0.0171994792
degradosome:wt_expn:3,0.0755171099,-0.0393364862
delam:0_days_.09:1,0.07449400860000001,0.0097345172
delam:0_days_.09:2,-0.2019289538,0.1476205672
delam:0_days_.09:3,-0.17853369160000002,-0.0621359935
delam:0_days_.09:4,-0.3303361791,0.0918695015
delam:0_days_control:1,-0.1805240414,0.1105360932
delam:0_days_control:2,0.059484364500000005,-0.044546894000000004
delam:0_days_control:3,0.0410977014,0.0063642873
delam:0_days_control:4,0.0799419754,-0.07235348650000001
delam:1_days_.09:1,5.5877474536000005,-0.0664165989
delam:1_days_.09:2,5.6828236424,-0.0998585758
delam:1_days_.09:3,5.8323094669,-0.017969050900000002
delam:1_days_.09:4,5.6499132329,-0.0469375961
delam:1_days_control:1,6.0131810185,-0.1333485518
delam:1_days_control:2,5.8625296786,-0.057881555300000005
delam:1_days_control:3,6.1527205091,-0.0237163006
delam:1_days_control:4,5.1561287995,-0.1333878328
dg_inh:both:1,6.4074064831,-0.0728520134
dg_inh:both:2,6.5953530709,-0.2977934008
dg_inh:both:3,6.6315286655,-0.21286409720000002
dg_inh:dg:1,4.5813830622000005,-0.10363012640000001
dg_inh:dg:2,5.1019237479,-0.10896495960000001
dg_inh:dg:3,4.6414532815000005,-0.1763698703
dg_inh:DMSO:1,-0.14923450060000001,0.0629761948
dg_inh:DMSO:2,0.5381999514,-0.0439596121
dg_inh:DMSO:3,-0.3889654507,-0.0190165827
dg_inh:inh:1,5.6707382041,-0.061177108300000005
dg_inh:inh:2,5.6863298162,-0.1557694863
dg_inh:inh:3,5.7905897566,-0.0645597215
dormancy:dormant_20d_rifampicin:1,2.0410561533,0.2772312923
dormancy:dormant_20d_rifampicin:2,2.6149229677,0.1441266871
dormancy:dormant_20d_rifampicin:3,2.9645958404,-0.018930857500000002
dormancy:dormant_no_treatment:1,-0.165691527,0.053952337700000005
dormancy:dormant_no_treatment:2,0.1914569982,0.0583231884
dormancy:dormant_no_treatment:3,-0.0257654712,-0.11227552610000001
eccE1:control:1,-0.0106021078,0.0447132473
eccE1:control:2,0.0106021078,-0.0447132473
eccE1:delta_eccE1:1,0.2352815298,-0.0255927739
eccE1:delta_eccE1:2,0.0516347853,-0.0834964125
eccE1:delta_eccE1_eccE1_HA_comp:1,0.7850170944,-0.1654261183
eccE1:delta_eccE1_eccE1_HA_comp:2,0.4266405375,-0.1486483468
eccE1:delta_eccE1_empty_vector:1,-0.45032520930000003,-0.026348111900000002
eccE1:delta_eccE1_empty_vector:2,0.3182079774,-0.1193819668
eccE1:delta_eccE1_myc_p1_HA_comp:1,-1.0369544977,-0.0957380015
eccE1:delta_eccE1_myc_p1_HA_comp:2,-0.5835945868,-0.22977168480000001
eccE1:delta_eccE1_mycP1_eccE1_comp:1,0.1110536795,-0.0746336529
eccE1:delta_eccE1_mycP1_eccE1_comp:2,0.41056966310000004,-0.19082424450000002
emb:0_days_2.45:1,0.2250607387,-0.1579632568
emb:0_days_2.45:2,0.8853424703,-0.1925338433
emb:0_days_2.45:3,0.4252327413,-0.23947348340000002
emb:0_days_2.45:4,1.6346413548,-0.2280178076
emb:0_days_control:1,0.1674952361,0.08913034660000001
emb:0_days_control:2,0.28443675830000004,-0.11529827220000001
emb:0_days_control:3,-0.013860798300000001,-0.0537348666
emb:0_days_control:4,-0.4380711962,0.07990279210000001
emb:1_days_2.45:1,-1.3962330242,0.0656552683
emb:1_days_2.45:2,-1.6724878043,-0.0416997915
emb:1_days_2.45:3,-2.1207616076,0.07279211840000001
emb:1_days_2.45:4,-1.7552620736,0.10403150970000001
emb:1_days_control:1,-1.0211705096,0.1169894184
emb:1_days_control:2,-0.3092606077,0.0917851506
emb:1_days_control:3,-0.80463754,0.1537063554
emb:1_days_control:4,-0.8815227112,0.051857824100000005
espL:ko:1,-0.36437923580000003,0.0161928576
espL:ko:2,-0.5293907553,-0.0117872564
espL:wt:1,0.1327957224,0.0306220518
espL:wt:2,-0.1327957224,-0.0306220518
esx_1:ko:1,-0.4140279014,0.12127277040000001
esx_1:ko:2,-0.584831576,0.0292457193
esx_1:wt:1,0.4407183073,0.0770595989
esx_1:wt:2,-0.5078863025,0.0549970986
esx_1:wt:3,0.0671679952,-0.13205669750000001
genotoxic:control:1,0.5108542906,-0.1841407479
genotoxic:control:2,-0.5108542906,0.1841407479
genotoxic:growth_supplement:1,0.4563533383,-0.4331645001
genotoxic:growth_supplement:2,0.012442204200000001,-0.1030887018
growth:tss_expnt:1,-4.8574910863,0.060760002800000004
growth:tss_expnt:2,-3.4296922116,-0.1210118594
growth:tss_expnt:3,-4.2309790448,-0.0856298165
growth:tss_starved:1,-9.2600843331,-1.3972187238
growth:tss_starved:2,-8.9311076635,-1.0793989809
growth:tss_starved:3,-8.0189075541,-1.1265122681
growth:wt_expn:1,-0.4884177155,-0.0957846989
growth:wt_expn:2,0.3287354261,-0.114409224
growth:wt_expn:3,0.1596822894,0.210193923
hs2:treated:1,-0.6519595324,-0.213048187
hs2:treated:2,-0.7047495627,-0.14566031740000002
hs2:treated:3,-0.6078576256,-0.1321528203
hs2:untreated:1,0.0343028276,-0.061928770300000005
hs2:untreated:2,0.08411733390000001,-0.1351651253
hs2:untreated:3,-0.1184201614,0.1970938956
hypoxia:000h_.81_DO:1,-0.30547859800000005,0.0077679296
hypoxia:000h_.81_DO:2,0.2203835032,-0.0846025464
hypoxia:000h_.81_DO:3,0.0850950948,0.0768346169
hypoxia:017h_.57_DO:1,-3.4154253703,-0.0914143956
hypoxia:017h_.57_DO:2,-2.8108184319,0.024213317300000002
hypoxia:017h_.57_DO:3,-4.9524345516,-0.30705157790000004
hypoxia:023h_.42_DO:1,-4.3491625651,-0.1737316137
hypoxia:023h_.42_DO:2,-5.1271295748,-0.1358903723
hypoxia:040h_.11_DO:1,-4.1394924964,-0.4545632248
hypoxia:040h_.11_DO:2,-4.3445898173,-0.5142757135
hypoxia:041h_.09_DO:1,-2.9916966687,-0.5641503967
hypoxia:041h_.09_DO:2,-3.5185978456,-0.5240858037
hypoxia:041h_.09_DO:3,-4.1353715844,-0.45273712660000004
hypoxia:042h_.07_DO:1,-3.7909134464000003,-0.42636061550000004
hypoxia:042h_.07_DO:2,-3.1339806612,-0.2440043628
hypoxia:043h_.06_DO:1,-2.7184000768,-0.5573800552
hypoxia:043h_.06_DO:2,-3.6405718198,-0.4470508688
hypoxia:043h_.06_DO:3,-3.0012181989,-0.5878175688
hypoxia:044h_.04_DO:1,-3.1985626023,-0.6075103723
hypoxia:044h_.04_DO:2,-5.5617876689,-0.29456326120000004
hypoxia:044h_.04_DO:3,-3.8324418861,-0.2779921061
hypoxia:047h_0_DO:1,-2.9163318981,-0.8596436433
hypoxia:047h_0_DO:2,-0.6801443145,-0.5294699234
hypoxia:047h_0_DO:3,-0.078133348,-0.6818546507000001
hypoxia:049h_0_DO:1,-2.2761653516,-0.5442422602
hypoxia:049h_0_DO:2,-2.4020143433,-0.5587202003
hypoxia:049h_0_DO:3,-0.5447142561,-0.4220929067
hypoxia:050h_0_DO:1,-1.0312446702,-0.3794542977
hypoxia:050h_0_DO:2,-2.6182394607,-0.7753490208
hypoxia:050h_0_DO:3,-3.488299264,-0.6069930291
hypoxia:052h_0_DO:1,-3.0341838354,-0.8384147058
hypoxia:052h_0_DO:2,-4.8585291738,-0.591620103
hypoxia:052h_0_DO:3,-5.5456440392,-0.3115832331
hypoxia:054h_0_DO:1,-3.99607399,-0.5444324684
hypoxia:054h_0_DO:2,-3.9950172773,-0.6327630670000001
hypoxia:054h_0_DO:3,-3.1973480067,-0.4089489143
hypoxia:054h_0_DO:4,-3.6693394517,-0.7314806905
hypoxia:054h_0_DO:5,-3.4290823098,-0.5029406906
hypoxia:070h_0_DO:1,-0.33107044,-0.7400451527
hypoxia:070h_0_DO:2,-1.4041100206000001,-0.9319728101
hypoxia:088h_0_DO:1,-0.7415690272000001,-0.9708216874000001
hypoxia:088h_0_DO:2,-1.0397898667,-1.0639264296
hypoxia:114.5h_.04_DO:1,-3.3432542649,-0.9092844384000001
hypoxia:114.5h_.04_DO:2,-2.8326987147000002,-0.9079603624
hypoxia:114.5h_.04_DO:3,-2.1250355214,-0.7043152313000001
hypoxia:115h_.06_DO:1,-3.7799914337000002,-1.1328401845
hypoxia:115h_.06_DO:2,-4.7264353348,-0.9552940388000001
hypoxia:115h_.06_DO:3,-4.3080603773,-1.2744261284
hypoxia:116h_.11_DO:1,-4.5211496878,-1.0887067257
hypoxia:116h_.11_DO:2,-5.0652578005,-1.154181091
hypoxia:116h_.11_DO:3,-5.3365076766,-1.2157033291000001
hypoxia:120h_.47_DO:1,-4.7501145942,-1.2751796002
hypoxia:120h_.47_DO:2,-5.5971289686,-1.1293490306
hypoxia:120h_.47_DO:3,-4.6550948241,-1.1970843112
kinase:DMSO_0h_F:1,1.9022093829000002,0.4673477998
kinase:DMSO_0h_F:2,1.5793536744,0.552814934
kinase:DMSO_0h_F:3,0.9896728219,0.6159743005
kinase:DMSO_0h_H:1,0.2939907956,0.1428293178
kinase:DMSO_0h_H:2,-0.2497893182,0.2354357627
kinase:DMSO_0h_H:3,-0.2668892751,0.1966886581
kinase:DMSO_0h_H:4,-0.2886160747,0.292253806
kinase:DMSO_0h_H:5,0.0329342616,0.18485924280000002
kinase:DMSO_0h_H:6,-0.0323607761,0.2419002594
kinase:DMSO_0h_I:1,0.3965800984,0.015778097300000002
kinase:DMSO_0h_I:2,0.030999872300000002,0.019854347600000002
kinase:DMSO_0h_I:3,0.34286079210000003,0.0157399264
kinase:DMSO_0h_I:4,-0.4350482257,0.1334403879
kinase:DMSO_0h_I:5,-0.5502157685,-0.0812244857
kinase:DMSO_0h_I:6,0.2148232313,-0.1035882734
kinase:pknD_T10_48h:1,2.8895031611,0.4132665935
kinase:pknD_T10_48h:2,3.4329110401,0.5214853072
kinase:pknD_T10_48h:3,3.3737541535,0.4305615291
kinase:pknL_T10_48h:1,-2.7286504083,0.6059487744000001
kinase:pknL_T10_48h:2,-2.8577793041,0.6369745944
kinase:pknL_T10_48h:3,-2.7987296055,0.621646515
kinase:pknL_T4_48h:1,-2.4354378906,-0.0349738141
kinase:pknL_T4_48h:2,-1.6831675114,0.09069399700000001
kinase:pknL_T4_48h:3,-1.8811056129,0.016010307300000002
kinase:T10_12h_F:1,-0.17666174070000001,0.8187529642
kinase:T10_12h_F:2,-0.7295277967,0.7022165357
kinase:T10_12h_F:3,-0.5066728944000001,0.7337669231
kinase:T10_12h_H:1,-0.5334706399,0.33405615510000003
kinase:T10_12h_H:2,-2.4739809223,0.6025719098
kinase:T10_12h_H:3,-2.1468216423,0.48153450200000003
kinase:T10_12h_I:1,1.2600674117000001,0.40834151890000003
kinase:T10_12h_I:2,0.39911108630000003,0.517355714
kinase:T10_24h_F:1,-0.0384699405,0.66217605
kinase:T10_24h_F:2,0.5654464241,0.5460084499
kinase:T10_24h_F:3,-0.3823655629,0.6867536098
kinase:T10_24h_H:1,0.6490179134,0.42476689910000004
kinase:T10_24h_H:2,-0.3088842564,0.40065063980000004
kinase:T10_24h_H:3,-2.0518577304,0.5237174489
kinase:T10_24h_I:1,0.9410428311000001,0.46128735810000004
kinase:T10_24h_I:2,0.8849147801,0.4939206913
kinase:T10_48h_F:1,1.3853201265,0.6338789489000001
kinase:T10_48h_F:2,0.8238841847,0.5031454266000001
kinase:T10_48h_F:3,0.0906675229,0.5831323651
kinase:T10_48h_H:1,0.0030080890000000002,0.3979970056
kinase:T10_48h_H:2,-0.8933133634,0.34124841040000004
kinase:T10_48h_H:3,-1.7177077299999999,0.512415721
kinase:T10_48h_I:1,0.9095331567,0.4369048683
kinase:T10_48h_I:2,1.3122608689,0.4473809791
kinase:T10_48h_I:3,0.5866200302,0.42839687120000003
kinase:T4 _48h_H:1,0.6134862045,-0.1497317503
kinase:T4 _48h_H:2,0.38837554290000004,-0.1681020839
kinase:T4 _48h_H:3,0.722731377,-0.29572633470000004
kinase:T4 20 _12h_I:1,1.0026774027,0.1330405928
kinase:T4 20 _12h_I:2,1.4264122478,0.2140053896
kinase:T4 20 _12h_I:3,1.1903211046,0.2947646819
kinase:T4_12h_F:1,-0.640940897,0.6057918249
kinase:T4_12h_F:2,-0.4555123425,0.5875201941
kinase:T4_12h_F:3,-0.8826311948000001,0.5903749741000001
kinase:T4_12h_H:1,-0.6089547988,0.195488028
kinase:T4_12h_H:2,-1.0227562046,0.1513959216
kinase:T4_12h_H:3,0.3204835113,0.1592758542
kinase:T4_24h_F:1,-0.4456857416,0.32713040190000003
kinase:T4_24h_F:2,-0.439592421,0.3992673847
kinase:T4_24h_F:3,-0.14441016110000002,0.30624199480000003
kinase:T4_24h_H:1,1.1037033164,0.1056849368
kinase:T4_24h_H:2,0.0714635232,0.1416944228
kinase:T4_24h_H:3,0.7949418929000001,0.1710882987
kinase:T4_24h_I:1,1.4785769361,-0.0005901014
kinase:T4_24h_I:2,2.0088867188,0.0046292276
kinase:T4_48h_F:1,0.3971054015,-0.0385344532
kinase:T4_48h_F:2,0.5047373928000001,0.0410690457
kinase:T4_48h_F:3,0.5783266467,-0.0420704804
kinase:T4_48h_I:1,2.2580796089,-0.2042518047
kinase:T4_48h_I:2,0.8905913409,-0.1627471678
kinase:T4_48h_I:3,1.1598285638,-0.2270782054
kinase:WT_T10_48h:1,0.6503792203000001,0.2600490791
kinase:WT_T10_48h:2,1.2368519634,0.0963057955
kinase:WT_T10_48h:3,1.0167213313,0.0268401243
kinase:WT_T10_48h:4,1.7802196077999999,0.3381221642
kinase:WT_T10_48h:5,2.1765938364,0.372498398
kinase:WT_T4_48h:1,0.5207773072,-0.1441233415
kinase:WT_T4_48h:2,1.7052620144000001,-0.20171231320000002
kinase:WT_T4_48h:3,2.0222313995,-0.11522790020000001
levofloxacin:control:1,-0.0143818112,-0.0104575419
levofloxacin:control:2,-0.4166846461,-0.052751733
levofloxacin:control:3,0.43106645730000004,0.0632092749
levofloxacin:treated:1,0.3078875566,0.7210760953
levofloxacin:treated:2,-1.7693382218,0.9713016378
levofloxacin:treated:3,-1.623232592,1.1030137698
linez:0_days_4:1,-0.1634637538,0.0862542661
linez:0_days_4:2,-0.7121368999000001,0.0061767456
linez:0_days_4:3,0.36419481810000004,0.0364186096
linez:0_days_4:4,-0.2452086359,0.0528362702
linez:0_days_control:1,-0.27659322010000004,-0.0916821058
linez:0_days_control:2,0.4588677323,0.0376803115
linez:0_days_control:3,-0.19059583230000002,0.0331385793
linez:0_days_control:4,0.0083213201,0.020863215
linez:1_days_4:1,-2.3349270701,-0.1592818793
linez:1_days_4:2,-2.4034910076,-0.1401739821
linez:1_days_4:3,-2.3049147126,-0.1212285453
linez:1_days_4:4,-2.2363928171,-0.17804700410000002
linez:1_days_control:1,-0.6288789880000001,-0.2174720144
linez:1_days_control:2,-0.2942583267,-0.2824774863
linez:1_days_control:3,-0.1411882437,-0.036725558000000005
lipid:dextrose_exp:1,0.0186767431,-0.032071894000000004
lipid:dextrose_exp:2,-0.0186767431,0.032071894000000004
lipid:dextrose_hypo:1,-7.1883816178,-0.8723293211
lipid:dextrose_hypo:2,-5.994426722,-0.899801595
lipid:dextrose_stat:1,0.6195267506000001,0.4522253752
lipid:dextrose_stat:2,0.3694528626,0.3518884635
lipid:lipid_exp:1,-1.6110744874,-1.8777331167
lipid:lipid_exp:2,-0.6278343965000001,-2.3089828299
lipid:lipid_stat:1,-7.3695196818,-1.2590195388
lipid:lipid_stat:2,-7.063341709,-1.3989450482
mcr11:mcr11_mutant:1,-0.051389493200000004,-0.2210493442
mcr11:mcr11_mutant:2,0.12300721220000001,-0.14890861160000002
mcr11:mcr11_mutant:3,-0.0079148307,-0.1333996155
mcr11:wt:1,0.0068998911000000005,-0.0849128623
mcr11:wt:2,-0.2959121202,-0.0177090091
mcr11:wt:3,0.2890122291,0.10262187140000001
miceAV_macro:24h_control:1,-0.1871217538,0.1279668234
miceAV_macro:24h_control:2,-0.12048978040000001,0.0171201541
miceAV_macro:24h_control:3,0.30761153420000004,-0.1450869774
miceBMDM:inf02:1,-0.6748667692,-0.46146348410000004
miceBMDM:inf02:2,-1.8201136234000002,-0.697910239
miceBMDM:inf02:3,-0.6840207813,-0.594345856
miceBMDM:inf24:1,1.1488599513,-0.18953307060000002
miceBMDM:inf24:2,1.1253835047,-0.0039178647
miceBMDM:inf24:3,1.0524238923,-0.28620958950000003
miceBMDM:inf08:1,0.4541162931,-0.4376761468
miceBMDM:inf08:2,0.6695860325,-0.6262973836
miceBMDM:inf08:3,0.1490743108,-0.6286442016
miceBMDM:no_inf02:1,-0.3746347747,-0.0908054479
miceBMDM:no_inf02:2,0.2311317434,0.0408096014
miceBMDM:no_inf02:3,0.1435030313,0.0499958465
miceBMDM:no_inf24:1,0.7489869180000001,-0.051637880600000005
miceBMDM:no_inf24:2,1.1616301216,-0.2137912887
miceBMDM:no_inf24:3,0.678041388,0.0592801489
miceBMDM:no_inf08:1,-0.4448947636,-0.2724464434
miceBMDM:no_inf08:2,-0.976773733,-0.0861654184
miceBMDM:no_inf08:3,-0.6464902236,-0.17040904910000002
miceNF:control:1,-0.1937287292,-0.0562522219
miceNF:control:2,0.1937287292,0.0562522219
miceNF:invivo:1,-3.0350971595,-0.4664765216
miceNF:invivo:2,-3.6577792301,-0.3980607372
miceNF:invivo:3,-3.1972404642,-0.4571901376
mihF:mihF_mutant_atc:1,-3.5361393834,0.9390256134
mihF:mihF_mutant_atc:2,-3.2082344076,1.0447357397
mihF:mihF_mutant_no_atc:1,2.6359278438000002,0.0769919318
mihF:mihF_mutant_no_atc:2,1.0049267334,0.32769033750000004
mihF:wt_atc:1,-0.7014654299,-0.0279772146
mihF:wt_atc:2,0.4001181111,-0.4270280396
mihF:wt_no_atc:1,0.4194039992,-0.0370825077
mihF:wt_no_atc:2,-0.4194039992,0.0370825077
mmpl3:mutant_no_ATC:1,-0.3352390049,0.036148979000000005
mmpl3:mutant_no_ATC:2,0.3352390049,-0.036148979000000005
mmpl3:mutant_with_ATC:1,-1.1326644215,-0.12694986930000002
mmpl3:mutant_with_ATC:2,-2.341831141,-0.015800821
mrsI:ko_iron_atc:1,-0.11379076760000001,-0.16428647400000002
mrsI:ko_iron_atc:2,-0.5944517659,0.021313516
mrsI:ko_iron_no_atc:1,5.1651943401,0.4037648495
mrsI:ko_iron_no_atc:2,3.219277529,0.2597226863
mrsI:ko_ox_atc:1,4.3706091329,0.20717819040000002
mrsI:ko_ox_atc:2,5.6752572504,0.2759727014
