,A,PA1226
Paeru_PRECISE:R10LB_NaCl:2,-10.2732277592,-0.603329342
Paeru_PRECISE:M9glucAA_PAO1_wt:1,-19.5327063238,-0.022380463
Paeru_PRECISE:M9glucAA_Zn:1,-48.5637897085,-6.003027384
Paeru_PRECISE:M9glucAA_Cu:1,-19.6235109578,0.518029592
Paeru_PRECISE:M9glucAA_NaOCl:1,-12.4641517979,0.15371525
Paeru_PRECISE:M9GlcNAcAA_8:1,-6.3319654530000005,1.00108075
Paeru_PRECISE:M9GlcNAcAA_8:2,-23.4189997843,0.819649344
Paeru_PRECISE:M9GlcNAcAA_4:1,-14.0518912352,1.168061558
Paeru_PRECISE:M9GlcNAcAA_4:2,-19.8037792063,0.742111437
Paeru_PRECISE:M9GlcNAcAA_2:1,-14.5382957934,1.045946954
Paeru_PRECISE:M9GlcNAcAA_2:2,-21.7984949546,1.116496882
Paeru_PRECISE:M9GlcNAcAA_1:1,-16.0999284517,0.6357085650000001
Paeru_PRECISE:M9GlcNAcAA_1:2,-13.6018590908,0.8513818070000001
Paeru_PRECISE:M9glucAA_NaOCl:2,-12.6223950319,0.7029879490000001
Paeru_PRECISE:M9glucAA_Cu:2,-15.434809882,1.222590985
Paeru_PRECISE:M9glucAA_Fe:1,-16.284780231,0.590483305
Paeru_PRECISE:M9glucAA_Fe:2,-10.8575425686,-0.663152653
Paeru_PRECISE:M9glucAA_Zn:2,-18.1551012033,0.399540412
Paeru_PRECISE:M9glucAA_PAO1_wt:2,-15.402981412900001,0.13660139400000001
Paeru_PRECISE:CAMHB_Mec:1,-3.4022904999,-0.244250808
Paeru_PRECISE:CAMHB_Mec:2,0.400987549,-0.021519246000000002
Paeru_PRECISE:CAMHB_Azt:1,-13.2070396927,-0.738479082
Paeru_PRECISE:CAMHB_Azt:2,-14.5478828875,-0.6464017550000001
Paeru_PRECISE:CAMHB_Pip:1,-1.2308978263,-1.453680502
Paeru_PRECISE:CAMHB_Pip:2,-1.1265962529,-1.563568219
Paeru_PRECISE:CAMHB_Ceft:1,-6.5854594815,-0.48928286
Paeru_PRECISE:CAMHB_Ceft:2,-4.0620612474,-5.472347758
Paeru_PRECISE:CAMHB_Ceft:3,-13.089829354999999,-0.32353221
Paeru_PRECISE:CAMHB_Ceft:4,-4.296848668,-2.475615961
Paeru_PRECISE:M9glucAA_Ceft:1,-10.8091435553,-0.859080236
Paeru_PRECISE:M9glucAA_Ceft:2,-0.8518501485000001,-1.386574857
Paeru_PRECISE:M9glucAA_Gent:1,-1.4415570759,-0.020193609
Paeru_PRECISE:M9glucAA_Gent:2,-8.8994181909,0.5183295370000001
Paeru_PRECISE:M9glucAA_Pip:1,-7.2423468803,0.040668118
Paeru_PRECISE:M9glucAA_Pip:2,-3.6470880944,-0.43696339300000003
Paeru_PRECISE:M9glucAA_Azt:1,-17.6168703726,-0.612794712
Paeru_PRECISE:M9glucAA_Azt:2,-19.4404120788,-0.7078019750000001
Paeru_PRECISE:CAMHB_Mero:1,-11.6037006945,-0.181081194
Paeru_PRECISE:CAMHB_Mero:2,-8.6029243381,0.311347525
Paeru_PRECISE:CAMHB_Tet:1,-7.3496885476,-0.9531230180000001
Paeru_PRECISE:CAMHB_Tet:2,-5.9099425069,-0.695310082
Paeru_PRECISE:R10LB_Gent:1,-3.8672235933,-0.219524074
Paeru_PRECISE:R10LB_Ceft:1,-3.6928618976000003,-0.655534379
Paeru_PRECISE:R10LB_Ceft:2,-6.8340134477,-0.504847905
Paeru_PRECISE:CAMHB_Biofilm:1,-10.0501548635,-1.159973242
Paeru_PRECISE:CAMHB_Biofilm:2,-11.9653453193,-0.7699552580000001
Paeru_PRECISE:M9glucAA_Biofilm:1,-19.8275220749,-1.119011917
Paeru_PRECISE:M9glucAA_Biofilm:2,-14.1215320103,-1.451250461
Paeru_PRECISE:R10LB_Gent:2,-5.8416003855,-0.226716523
Paeru_PRECISE:R10LB_Pip:1,-11.8120107698,-0.697101172
Paeru_PRECISE:R10LB_Pip:2,-15.1850421208,-0.979114656
Paeru_PRECISE:R10LB_Mec:1,-0.9985230467,-0.29797415800000004
Paeru_PRECISE:R10LB_Mec:2,-0.2929041043,-0.260097169
Paeru_PRECISE:CAMHB_Azt:3,-13.6847961376,-0.878735822
Paeru_PRECISE:CAMHB_Azt:4,-13.1888084382,-0.9815538260000001
Paeru_PRECISE:CAMHB_Biofilm:3,-13.4601662088,-0.6518370800000001
Paeru_PRECISE:CAMHB_Biofilm:4,-10.6268117975,-0.5475544999999999
Paeru_PRECISE:M9glucAA_Biofilm:3,-13.3637974305,-1.247653096
Paeru_PRECISE:M9glucAA_Biofilm:4,-10.2106539063,-1.161948739
Paeru_PRECISE:R10LB_Mero:1,-10.3733743932,-0.68173824
Paeru_PRECISE:R10LB_Mero:2,-10.4987128218,-0.850003489
Paeru_PRECISE:LB_Cam:1,-26.3451693752,-0.12200024400000001
Paeru_PRECISE:LB_Cam:2,-27.2223633474,0.123060109
Paeru_PRECISE:CAMHB_Ceft:5,-18.0403612478,-0.389556597
Paeru_PRECISE:CAMHB_Cip:1,-15.3838268193,-0.069682882
Paeru_PRECISE:CAMHB_Cip:2,-17.1506714042,-0.091645721
ampC_mutation:PA_Cef_taz_wt:1,0.5274720522,-0.038283742
ampC_mutation:PA_mutS_Cef_taz:1,-1.8330386056,-0.599001705
ampC_mutation:PA_mutS:1,2.6809527149,-1.036279834
ampC_mutation:PA_mutS:2,5.1131683387,-0.583232136
ampC_mutation:PA_mutS:3,-0.1123768255,-0.6653966090000001
ampC_mutation:PA_Cef_taz_wt:2,-0.5274720522,0.038283742
ampC_mutation:PA_mutS_Cef_taz:2,2.39317139,0.29325386600000003
ampC_mutation:PA_mutS:4,-0.0419636336,0.041853955000000005
ampC_mutation:PA_mutS:5,1.4610639788,0.2223492
ampC_mutation:PA_mutS:6,-2.4276201507,0.132950813
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:1,2.2628525293,0.872324296
asRNA_osmotic_oxidative_antibiotics:asRNA_Ceftazidime:2,4.4406564855,0.23815411600000003
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:1,-11.4479337276,0.8244626310000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Ciprofloxacin:2,-12.0699377379,0.290392086
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:1,3.7927218037,-0.307679343
asRNA_osmotic_oxidative_antibiotics:asRNA_Meropenem:2,1.8700734615,0.7112382420000001
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:1,0.8690750358,0.125668528
asRNA_osmotic_oxidative_antibiotics:asRNA_NaCl:2,-0.8690750358,-0.125668528
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:1,14.7952214561,-0.097812488
asRNA_osmotic_oxidative_antibiotics:asRNA_Tetracyclin:2,17.8124745982,-0.9987326160000001
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:1,-2.2864415476,1.236888548
asRNA_osmotic_oxidative_antibiotics:asRNA_Tobramycin:2,-2.9049601384,0.33083979500000005
cysB_mutant:PAO1HH_wt:1,0.7311994022,-0.18497929400000002
cysB_mutant:PAO1HH_wt:2,-0.7311994022,0.18497929400000002
cysB_mutant:cysBHH:1,3.3214526873,-0.5887796630000001
cysB_mutant:cysBHH:2,2.136070432,-0.46434776600000005
cysB_mutant:cysBHH:3,2.6241531999000003,-0.101370892
ersA_knockout:delersA:1,0.8987652788,-0.033718571
ersA_knockout:delersA:2,2.5173919779,-0.5638464160000001
ersA_knockout:wt_BHI:1,-0.3251359706,0.122603739
ersA_knockout:wt_BHI:2,0.3251359706,-0.122603739
gcsR_mutant:PAO1_rep_wt:1,0.1439615955,-0.099661022
gcsR_mutant:PAO1_rep_wt:2,-0.1439615955,0.099661022
gcsR_mutant:GcsR_rep:1,-2.0007182093,0.47633912300000003
gcsR_mutant:GcsR_rep:2,-1.2581023348,-0.245770813
