,A,arcA
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,-1.827658312,0.0824829822
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,-1.1137487398,0.7721313364
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,-3.5476864782,0.057364926600000005
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,4.144542346,0.1902990957
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,-0.5356989836,-0.1680961631
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,-0.7052492687,0.5349668392
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,-1.098720135,1.4768274717
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,-0.9688770139,-0.4657112993
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,10.4307770578,-0.2614130635
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,4.5005771193,-0.12459526130000001
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,3.4886845179,-0.49889694430000003
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,5.8118816041,0.1834500621
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,-2.1420368752,0.7205768492
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,1.3202614904,0.2024423944
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,3.7535721865,-0.424845723
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,1.6596753687999999,-0.5015002824
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,0.1721153005,-0.1667423881
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,-3.4813951302,-0.023159289200000002
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,3.627742912,-0.2712973135
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,0.6408696114,-0.3136208197
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,0.7395615261,-0.1821031341
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,7.5333932216,-0.662079714
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,2.0170652758,-0.1440711061
OPG:del_opgGH:1.0,-0.6253029841000001,0.4966934825
OPG:del_opgGH:2.0,-1.0674595909,0.8524467518000001
OPG:del_opgGH:3.0,-1.0603917784,1.0383640345
OPG:del_opgGH_pBK16:1.0,0.5101909952,0.0611539008
OPG:del_opgGH_pBK16:2.0,-0.3901643255,0.1551608824
OPG:del_opgGH_pBK16:3.0,-0.3422207524,0.0701208718
OPG:WT:1.0,-0.11148479180000001,0.060435674200000004
OPG:WT:2.0,0.42938107550000004,-0.2258340036
OPG:WT:3.0,-0.3178962837,0.1653983293
PinT:pinT+_1h:1.0,-0.5473387733,-0.2130821665
PinT:pinT+_1h:2.0,0.5473387733,0.2130821665
cold_shock_protein:WT_RNAseq:1.0,1.0650212951,0.197174599
cold_shock_protein:WT_RNAseq:2.0,-1.625605484,-0.1679172715
cold_shock_protein:WT_RNAseq:3.0,0.5605841889000001,-0.0292573276
cold_shock_protein:DeltaCspCE_RNAseq:1.0,17.0259261803,0.5538433988
cold_shock_protein:DeltaCspCE_RNAseq:2.0,23.3462883951,0.8278002855000001
cold_shock_protein:DeltaCspCE_RNAseq:3.0,22.8015653914,0.6987027332
dephostatin:LB_DMSO:1.0,-0.2930308446,-0.0188900041
dephostatin:LB_DMSO:2.0,1.6984637873000001,-0.0026295899
dephostatin:LB_DMSO:3.0,-1.4054329427,0.021519594000000003
dephostatin:LB_Dephostatin:1.0,0.158125173,-0.014492616000000002
dephostatin:LB_Dephostatin:2.0,1.8338443597,-0.335722038
dephostatin:LB_Dephostatin:3.0,0.5532860097,-0.06810977950000001
dephostatin:LPM_DMSO:1.0,1.2688287,-0.7170360699
dephostatin:LPM_DMSO:2.0,1.4355314739,-1.0191947609
dephostatin:LPM_Dephostatin:1.0,2.0852645742,-0.690015726
dephostatin:LPM_Dephostatin:2.0,1.5698068578000002,-1.0053691424
dephostatin:LPM_Dephostatin:3.0,2.0001621744,-0.9302398708
efflux_inhibition:Chlorpromazine:1.0,3.5878069518,-0.6746113250000001
efflux_inhibition:Chlorpromazine:2.0,4.6674717506,-0.2246404515
efflux_inhibition:Chlorpromazine:3.0,5.472374916,-0.08017701990000001
efflux_inhibition:PABN:1.0,1.3668470780000002,0.051763068200000005
efflux_inhibition:PABN:2.0,5.8995247401,-0.3988580641
efflux_inhibition:no_treatment:1.0,-0.2354526929,0.2753610485
efflux_inhibition:no_treatment:2.0,0.4966888481,-0.1576510457
efflux_inhibition:no_treatment:3.0,-0.2612361552,-0.1177100028
efflux_inhibition:Chlorpromazine:4.0,5.7224962648,-0.2523092874
efflux_inhibition:PABN:3.0,2.8780032089,-0.6673335751
fis_regulatory_network:GX_EE:1.0,-1.3679936819,0.8855560372
fis_regulatory_network:GX_EE:2.0,1.7105900237,-0.30801350800000005
fis_regulatory_network:GX_TS:1.0,22.5141019711,0.8754902229
fis_regulatory_network:GX_TS:2.0,22.6806920105,0.8812922422
fis_regulatory_network:WT_EE:1.0,-0.057245658000000005,-0.280815
fis_regulatory_network:WT_EE:2.0,0.057245658000000005,0.280815
fis_regulatory_network:WT_TS:1.0,23.4095908387,0.7978020817
fis_regulatory_network:WT_TS:2.0,22.7030581222,0.7652979652
fis_regulatory_network:OX_EE:1.0,0.45173615100000003,0.15246144250000002
fis_regulatory_network:OX_EE:2.0,0.3158259378,0.0710529899
fis_regulatory_network:OX_TS:1.0,16.1153025293,1.2200151878
fis_regulatory_network:OX_TS:2.0,14.6352435963,0.6270788646000001
persisters:rep:1.0,0.6156306971000001,0.0647296619
persisters:rep:2.0,-0.6156306971000001,-0.0647296619
proQ_pulse_expression:empty_vector:1.0,0.3666007721,0.1411220919
proQ_pulse_expression:empty_vector:2.0,-0.3666007721,-0.1411220919
proQ_pulse_expression:long_STnc540_overexpression:1.0,-0.0080078399,-0.1873836602
proQ_pulse_expression:long_STnc540_overexpression:2.0,-0.6709955989,-0.4390815235
proQ_pulse_expression:short_STnc540_overexpression:1.0,-0.1251378413,-0.3502355204
proQ_pulse_expression:short_STnc540_overexpression:2.0,0.2086772435,-0.0875587547
proQ_virulence:dhfq_dproQ_LB:1.0,-3.5866133357,-0.2854599601
proQ_virulence:dhfq_dproQ_LB:2.0,-3.9855703813,-0.2335009811
proQ_virulence:dhfq_dproQ_LB:3.0,-4.7083299029,0.0032548867
proQ_virulence:dhfq_dproQ_SPI-2:1.0,-10.322879493,-0.3751021685
proQ_virulence:dhfq_dproQ_SPI-2:2.0,-10.0638778965,-0.3979471691
proQ_virulence:dhfq_dproQ_SPI-2:3.0,-9.7014152797,-0.3346119636
proQ_virulence:dhfq_LB:1.0,-2.9707150143,-0.7891238263
proQ_virulence:dhfq_LB:2.0,0.2863850545,-0.7351770254000001
proQ_virulence:dhfq_LB:3.0,-2.7436541314,-0.6283182909
proQ_virulence:dhfq_SPI-2:1.0,-8.3337699523,-0.191109731
proQ_virulence:dhfq_SPI-2:2.0,-8.0170454466,-0.2120021221
proQ_virulence:dhfq_SPI-2:3.0,-6.7995687334,-0.3886735207
proQ_virulence:dproQ_LB:1.0,11.9347220385,-0.4590508917
proQ_virulence:dproQ_LB:2.0,10.6593628405,-0.19361860420000002
proQ_virulence:dproQ_LB:3.0,-9.4559472678,0.1715848576
proQ_virulence:dproQ_SPI-2:1.0,-10.1859470024,-0.0480004871
proQ_virulence:dproQ_SPI-2:2.0,-8.0791092272,0.1294626915
proQ_virulence:dproQ_SPI-2:3.0,-7.7602364039000005,0.0617969536
proQ_virulence:WT_LB:1.0,0.7083015064,-0.0238013914
proQ_virulence:WT_LB:2.0,8.3968260095,-0.2907985844
proQ_virulence:WT_LB:3.0,-9.1051275158,0.31459997570000003
proQ_virulence:WT_SPI-2:1.0,-6.7762172758,0.426016585
proQ_virulence:WT_SPI-2:2.0,-7.4081122897,0.3653766416
proQ_virulence:WT_SPI-2:3.0,-6.8594995836,0.45217155750000004
rcsB:del_rcsB_S207C:1.0,0.5082156496,-0.1269351223
rcsB:del_rcsB_WT:1.0,3.4456845448,-0.0648300327
rcsB:del_rcsB:1.0,-0.1788768168,-0.6957190818
rcsB:del_rcsB_H12A:1.0,-1.4384738862,-0.4045205578
rcsB:del_rcsB_D56A:1.0,1.8374840548,-0.3558794565
rcsB:del_rcsB_M88A:1.0,0.6460147748,-0.48741586680000004
rcsB:del_rcsB_H77A:1.0,2.1598964743,-0.354039102
rcsB:del_rcsB_L108A:1.0,-1.4783677595,-0.20860606750000002
rcsB:del_rcsB_S207C:2.0,0.2042402231,0.5362971973
rcsB:del_rcsB_WT:2.0,-1.9471767839,0.0774759468
rcsB:del_rcsB:2.0,-0.9615229771,-0.2032817532
rcsB:del_rcsB_H12A:2.0,0.3993533427,0.0583980276
rcsB:del_rcsB_D56A:2.0,-0.2361267111,-0.4134067353
rcsB:del_rcsB_H77A:2.0,-0.1718400698,-0.0658050837
rcsB:del_rcsB_L108A:2.0,-1.4659077802,-0.3647040883
rcsB:del_rcsB_WT:3.0,-1.4985077608,-0.0126459141
rcsB:del_rcsB_H12A:3.0,-2.0646415098,-0.40628049790000004
rcsB:del_rcsB_D56A:3.0,-2.9631806203,-0.0668535911
rcsB:del_rcsB_M88A:2.0,-1.9610556599,-0.2350981628
rcsB:del_rcsB_H77A:3.0,-2.531161839,-0.3992827078
rcsB:del_rcsB_L108A:3.0,-1.4963066582,-0.697770581
ribodepletion:RiboZero:1.0,-0.1722273711,-0.0211405209
ribodepletion:RiboZero:2.0,0.1722273711,0.0211405209
single_carbon_source:mucic:1.0,-0.41113153500000005,-0.0153469251
single_carbon_source:mucic:2.0,0.41113153500000005,0.0153469251
single_carbon_source:tartarate:1.0,1.8968989133,-0.3605269721
single_carbon_source:tartarate:2.0,3.3479274261,-0.1691186862
ssrA_ssrB_TCS:ssrB_minus:1.0,2.1827983408,0.29947861130000003
ssrA_ssrB_TCS:ssrB_minus:2.0,-1.3767394916,-0.2095719103
ssrA_ssrB_TCS:ssrB_minus:3.0,-0.8060588492,-0.089906701
ssrA_ssrB_TCS:ssrB_plus:1.0,-0.06540396200000001,-0.3378170707
ssrA_ssrB_TCS:ssrB_plus:2.0,-0.5023887587,-0.3516400025
ssrA_ssrB_TCS:ssrB_plus:3.0,-1.4224502506,-0.8385446133000001
yedF:WT:1.0,-0.5870472207,0.3276375322
yedF:WT:2.0,0.5870472207,-0.3276375322
yedF:del_yedF:1.0,-1.9936248461,2.7256520509
yedF:del_yedF:2.0,-2.732313484,2.2924265693
yedF:del_yedF:3.0,-3.8297132674,2.8908553208
14028S_paratyphiA:37C_stationary:1.0,1.2046872562,0.5111373391
14028S_paratyphiA:42C_log:1.0,-0.4878998961,-0.24166247870000002
14028S_paratyphiA:37C_log:1.0,-0.8857561508,0.1682352035
14028S_paratyphiA:42C_log:2.0,-0.9085398736,-0.2274022386
14028S_paratyphiA:37C_stationary:2.0,-1.9294866846,0.8227009557
14028S_paratyphiA:37C_log:2.0,0.8857561508,-0.1682352035
7TF:hilC:1.0,-1.2784731639,-1.1637153446
7TF:del_hilD:1.0,-0.7425437654,0.086096064
7TF:WT:1.0,0.0453232001,0.0323700997
7TF:hilD:1.0,-7.6223296775,-0.9510457327
7TF:WT:2.0,-0.11461519740000001,0.0850553689
7TF:del_sprB:1.0,-0.7198719654,0.026641206900000002
7TF:del_rtsB:1.0,-4.8930855115,0.1058867294
7TF:rtsA:1.0,1.6733988529000001,-0.1993179686
7TF:del_invF:1.0,-0.49771233340000004,0.2837283895
7TF:sprB:1.0,-3.0380011997,-0.7507007752
7TF:hilD:2.0,-3.7515419239,-0.8783197704
7TF:del_invF:2.0,-0.4264369215,0.2648208051
7TF:del_rtsB:2.0,-5.6719165943,0.2164924026
7TF:hilC:2.0,-1.0366466321,-1.1515350551
7TF:WT:3.0,-0.0877217747,-0.0421338562
7TF:del_hilD:2.0,0.2074116738,0.0914877298
7TF:rtsA:2.0,1.6235258762,-0.0936793365
7TF:invF:1.0,-0.17479584080000002,-0.010725784300000001
7TF:invF:2.0,-1.0061531079,-0.9429228444000001
7TF:sprB:2.0,-3.8945458420000003,-0.7471474762
7TF:del_sprB:2.0,-0.8375787375,0.2864289567
7TF:WT:4.0,0.15701377200000002,-0.0752916124
MMC:del_rtcB_No treatment:1.0,-1.2724541687,-0.1959700379
MMC:WT_No_treatment:1.0,-0.7467351626000001,-0.1222266392
MMC:WT_No_treatment:2.0,0.9756651719,0.16303011750000002
MMC:del_rtcR_No_treatment:1.0,-0.41816094800000003,0.0774089372
MMC:del_rtcR_3mM_MMC:1.0,-4.3386375208,0.24527645080000002
MMC:WT_No_treatment:3.0,-0.22893000930000001,-0.0408034783
MMC:del_rtcB_3mM_MMC:1.0,-3.7283834199,0.3319052048
MMC:del_rtcB_3mM_MMC:2.0,-3.2584983008,0.3037324101
MMC:del_rtcR_3mM_MMC:2.0,-4.1030295761,0.4407408942
MMC:del_rtcR_3mM_MMC:3.0,-2.0079171253,0.0357321649
MMC:del_rsr_No_treatment:1.0,1.4771579491,0.5890590045
MMC:del_rtcB_3mM_MMC:3.0,-3.4916090209,0.3660436965
MMC:del_rtcR_No_treatment:2.0,-1.1543408698,-0.16095839820000002
MMC:del_rsr_3mM_MMC:1.0,-3.1108961041,0.2549044083
MMC:del_rtcB_No treatment:2.0,-0.6106152109,-0.3316200855
MMC:WT_3mM_MMC:1.0,-4.2150934477,-0.0276221426
MMC:del_rsr_3mM_MMC:2.0,-0.5684170588,0.45024051390000003
MMC:WT_3mM_MMC:2.0,-4.5111133737,0.1189255101
MMC:del_rsr_No_treatment:2.0,3.3449419263,0.1486196606
MMC:del_rtcB_No treatment:3.0,-0.8134368501,-0.2653432454
MMC:del_rsr_No_treatment:3.0,1.3579061506,-0.0736287781
Nontyphoidal_comparisons:rep:1.0,-1.5707095797,-0.15043601850000002
Nontyphoidal_comparisons:rep:2.0,-2.2892280035,0.26911944390000003
Nontyphoidal_comparisons:rep:3.0,3.8599375832,-0.1186834253
araC:delta_araC_LB:1.0,-1.9971344378,0.332314121
araC:WT_LB:1.0,-1.8243871296,0.07035532650000001
araC:WT_LB:2.0,1.8243871296,-0.07035532650000001
araC:delta_araC_LB:2.0,-1.0487017963,0.5185202993
csgD:WT_planktonic_TP1:1.0,-1.77788018e-16,0.0
csgD:del_csgD_planktonic_TP2:1.0,6.2072467129,-0.2041207477
csgD:WT_aggregate_TP2:1.0,10.9008627247,-0.3961761348
csgD:del_csgD_planktonic_TP1:1.0,1.4335728873,-0.1587379422
csgD:WT_planktonic_TP3:1.0,-5.0055995524,-0.37071398710000003
csgD:del_csgD_planktonic_TP3:1.0,-6.8306093511,-0.3714054332
csgD:WT_planktonic_TP2:1.0,0.5728087375,-0.2540850964
csgD:WT_aggregate_TP3:1.0,-1.4179379903,-0.7872106885
csgD:PcsgD_planktonic_lux_TP1:1.0,0.7277774171,0.2683903253
csgD:PcsgD_planktonic_lux_TP4:1.0,-1.239536073,-0.1337365921
csgD:PcsgD_aggregate_lux_TP3:1.0,-5.0567408914,-1.2182024667
csgD:PcsgD_planktonic_lux_TP2:1.0,1.7076454974000002,-0.0380765683
csgD:PcsgD_planktonic_lux_TP3:1.0,-6.3930823578,-0.21427411130000001
csgD:del_csgD_planktonic_TP4:1.0,-4.1437823621,-1.0574759984
csgD:WT_aggregate_TP4:1.0,-1.1623527386,-1.5173119563
csgD:PcsgD_aggregate_lux_TP4:1.0,-2.8061490468,-1.0366386535
csgD:PcsgD_aggregate_lux_TP2:1.0,10.4928191762,-0.4239823106
csrA:10min_LB_csrA:1.0,3.6445845017,-1.2851412038
csrA:10min_LB_WT:1.0,8.6237904592,-0.3754935293
csrA:2.5min_LB_csrA:1.0,-0.09759782060000001,-0.6948256641
csrA:5min_mLPM_WT:1.0,10.2591070982,-0.1338508549
csrA:15min_mLPM_csrA:1.0,2.0217642796,-1.1712961614
csrA:5min_LB_WT:1.0,7.3128836065,-0.5725025377
csrA:2.5min_LB_WT:1.0,4.2163896488,-0.3310040413
csrA:0min_LB_WT:1.0,-0.2497531512,-0.061446959
csrA:15min_LB_WT:1.0,6.7143129893,-0.5233838145
csrA:0min_mLPM_WT:1.0,1.4207999333,0.6719917842
csrA:15min_LB_csrA:1.0,1.3331130608000001,-1.3687093497
csrA:15min_mLPM_WT:1.0,5.5888921672,-0.5023159925
csrA:15min_LB_csrA:2.0,2.9118624384,-1.5014029946
csrA:0min_mLPM_WT:2.0,2.1096526109,1.0008752249
csrA:0min_LB_csrA:1.0,-4.6669149282,-0.018689604000000002
csrA:15min_LB_WT:2.0,6.18043896,-0.8154559916
csrA:15min_mLPM_WT:2.0,2.3539626476,-0.8025404959
csrA:5min_LB_WT:2.0,7.0914710764,-0.38435210880000004
csrA:5min_mLPM_WT:2.0,8.0361718528,-0.2064690694
csrA:2.5min_LB_WT:2.0,3.9616085107,-0.537658052
csrA:5min_mLPM_csrA:1.0,5.8636118571,-0.9967905131
csrA:0min_LB_csrA:2.0,-5.9932780981,-0.0357265916
csrA:15min_mLPM_csrA:2.0,1.4983853172,-1.3002073753
csrA:5min_mLPM_csrA:2.0,6.1968277124,-0.9743027393
csrA:10min_LB_WT:2.0,7.8507418236,-0.6909403774
csrA:0min_LB_WT:2.0,0.2497531512,0.061446959
csrA:5min_LB_csrA:1.0,3.6856318496,-0.8893318480000001
csrA:10min_mLPM_csrA:1.0,3.2187691895,-1.4139986927
csrA:10min_mLPM_csrA:2.0,2.9883358319,-1.2924142248
csrA:5min_LB_csrA:2.0,2.7185046215,-1.0327880265
csrA:2.5min_LB_csrA:2.0,1.2706119201,-0.6061654114
csrA:10min_LB_csrA:2.0,2.0099654645,-1.1131083683
flagellum:ΔSTM14_1829 :1.0,-1.1105783169,0.5198614885
flagellum:ΔSTM14_1829 :2.0,-0.809644802,0.4101631988
flagellum:WT:1.0,0.4703140938,-0.0615407698
flagellum:WT:2.0,0.0035822655,0.025942910200000002
flagellum:ΔSTM14_1829 :3.0,0.6543289857,0.208747008
flagellum:WT:3.0,-0.4738963593,0.0355978595
fliA:del_rpoF:1.0,-0.8705331536,0.4465636469
fliA:WT:1.0,0.6146282143,0.4072627588
fliA:del_rpoF:2.0,-1.2101444001,0.051147622600000005
fliA:WT:2.0,-0.6146282143,-0.4072627588
mgtC:empty_pUH21:1.0,0.31056612910000003,-0.06708922910000001
mgtC:pUH_mgtC:1.0,-0.6982232223,-0.1587316956
mgtC:empty_pUH21:2.0,-0.31056612910000003,0.06708922910000001
mgtC:pUH_mgtC:2.0,-0.9984281838000001,-0.1827586554
mgtCBR:empty_pBAD18:1.0,0.5982358901,0.0431091543
mgtCBR:mgtC_pBAD113:1.0,7.1588516622,0.1249740606
mgtCBR:empty_pBAD18:2.0,-0.5982358901,-0.0431091543
mgtCBR:mgtC_pBAD113:2.0,7.5399046506000005,0.243870004
novobiocin:100_Novobiocin_60min:1.0,15.2809558201,1.5425038386
novobiocin:500_Novobiocin_60min:1.0,14.4414293562,2.3104525616
novobiocin:0_Novobiocin_60min:1.0,24.2928303158,0.4399875925
novobiocin:0_Novobiocin_0min:1.0,0.0564772669,0.08785077620000001
novobiocin:100_Novobiocin_60min:2.0,13.5345663992,1.5786860944
novobiocin:0_Novobiocin_10min:1.0,7.1070537591,-0.2122365726
novobiocin:500_Novobiocin_20min:1.0,3.3735541367,0.6431340356
novobiocin:0_Novobiocin_20min:1.0,4.3443684259,0.1755322065
novobiocin:0_Novobiocin_60min:2.0,22.3675047971,0.5269412911
novobiocin:0_Novobiocin_10min:2.0,6.0337867491,-0.1707389523
novobiocin:500_Novobiocin_60min:2.0,14.2450450076,2.1785728518
novobiocin:0_Novobiocin_60min:3.0,21.7455782281,0.2904417801
