,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,-1.834531418,0.048087905398024176,2.0,34.0,-1.800528134,38.0,-1.868534702,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,-2.7864228855000004,0.07665521946917983,2.0,35.0,-2.73221946,39.0,-2.8406263110000003,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,-2.000172392,0.8623335388988921,2.0,36.0,-2.609934285,40.0,-1.390410499,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,5.897465522000001,0.10664001110761025,2.0,37.0,5.9728713970000005,41.0,5.822059647000001,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,23.547079404999998,0.07155704958039494,2.0,42.0,23.59767788,45.0,23.49648093,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,22.383915655000003,0.6806202652906428,2.0,43.0,21.90264445,46.0,22.86518686,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,17.940243005,0.47671687497375154,2.0,44.0,17.60315327,47.0,18.27733274,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,3.508753466,0.5192095674488272,2.0,48.0,3.14161686,52.0,3.875890072,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,3.076092551,1.1555185026353763,2.0,49.0,2.259017582,53.0,3.89316752,,
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,3.1951343295,1.8460613972751903,2.0,50.0,1.889771797,54.0,4.500496862,,
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,4.286334245,0.602077707818904,2.0,51.0,3.860601015,55.0,4.712067475,,
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,29.61243595,0.35435092218963987,2.0,56.0,29.36187201,57.0,29.86299989,,
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,26.135915255,0.24681476637395752,2.0,58.0,26.31043965,59.0,25.96139086,,
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,21.08418484,0.23778132875187719,2.0,60.0,20.91604805,61.0,21.25232163,,
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,26.687463115,0.4266346088405193,2.0,62.0,26.98913934,63.0,26.38578689,,
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,-0.18445581899999985,3.4376364471022054,2.0,64.0,2.246320224,65.0,-2.615231862,,
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,0.625180122,1.3493373524136583,2.0,66.0,-0.32894547,67.0,1.579305714,,
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,3.4216155765000003,3.778100381129289,2.0,68.0,0.7500951770000001,69.0,6.093135976,,
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,-0.7140214789999999,1.2948295580812041,2.0,70.0,-1.62960424,71.0,0.201561282,,
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,-2.0571199714999997,0.10208539278731107,2.0,72.0,-2.129305245,73.0,-1.984934698,,
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,2.660276094,1.0660551858024538,2.0,74.0,3.414090945,75.0,1.906461243,,
38,ICA-Set002__USA300 LAC CA-MHB Control,-4.4834760895,1.3466755146968112,2.0,76.0,-5.435719477999999,77.0,-3.5312327010000004,,
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,23.731002054999998,1.4047015973079124,2.0,78.0,22.73772803,79.0,24.72427608,,
40,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLguanine,7.9852276665,0.3467090912190285,2.0,80.0,8.230388016000001,81.0,7.740067317,,
41,ICA-Set002__USA300 SNFM1 CA-MHB Control,2.6698153555,1.168053204233241,2.0,82.0,1.843877014,83.0,3.495753697,,
42,ICA-Set002__USA300 SNFM1 RPMI+10%LB Control,12.220213014999999,0.8755059652534662,2.0,84.0,12.83928922,85.0,11.60113681,,
43,ICA-Set002__USA300 SNFR19 CA-MHB Control,3.859641851,0.4818984049738636,2.0,86.0,4.200395481,87.0,3.518888221,,
44,ICA-Set002__USA300 SNFR19 RPMI+10%LB Control,10.28107864,0.024996422704842765,2.0,88.0,10.29875378,89.0,10.2634035,,
45,ICA-Set002__USA300 TCH1516 CA-MHB Control,0.0,0.4352115708515774,2.0,90.0,0.307741053,91.0,-0.307741053,,
46,ICA-Set002__USA300 TCH1516 RPMI+10%LB Control,5.540754268000001,0.09236843675915575,2.0,92.0,5.606068616,93.0,5.47543992,,
47,ICA-Set002__USA300 LAC R10LBnoGlu 1gLmaltose,1.6309876509999999,0.2994384944869316,2.0,94.0,1.419252661,96.0,1.842722641,,
48,ICA-Set002__USA300 LAC CAMHB 0.0195ug/mLMupirocin,50.88951601,0.48026699649258314,2.0,95.0,50.54991596,97.0,51.22911606,,
49,ICA-Set003__USA300 TCH1516 CA-MHB 250nMParaquat,-0.099536114,0.17962412238059358,2.0,98.0,0.027477321,99.0,-0.226549549,,
50,ICA-Set003__USA300 TCH1516 CA-MHB 2gLGalactose,-1.19175949,0.7069090571599649,2.0,100.0,-1.691619678,101.0,-0.691899302,,
51,ICA-Set003__USA300 TCH1516 CA-MHB 2gLPyruvate,6.5986337405,0.9571692741572543,2.0,102.0,5.921812856,103.0,7.275454625,,
52,ICA-Set003__USA300 TCH1516 CA-MHB Control,-2.2276752135,1.1475551926377672,2.0,104.0,-3.039119272,105.0,-1.416231155,,
53,ICA-Set003__USA300 TCH1516 CA-MHB StationaryPhase,-0.23680922600000004,1.1192816404220014,2.0,106.0,0.5546424120000001,107.0,-1.0282608640000002,,
