,A,narP
omv:controlPCN_lowOD_intracellularRNAs:2.0,-1.9706842586,0.2720622884
omv:spi2_ind_lowOD_intracellularRNAs:3.0,-6.4826043234,0.19309340390000002
omv:controlPCN_lowOD_intracellularRNAs:3.0,0.9548608575,-0.0644822589
sv5015:STM1625:1.0,-2.8590364376,0.22406681320000002
sv5015:STM1625:2.0,-2.3640929917999998,0.2044088338
sv5015:STM1625:3.0,-3.6091437537,0.2809821973
sv5015:STM0581:1.0,-3.0110845376,0.0341895823
sv5015:STM0581:2.0,-2.09268183,-0.08442308550000001
sv5015:STM0581:3.0,-1.2281136886,0.0109009521
sv5015:WT:1.0,-0.3867239816,-0.0098520078
sv5015:WT:2.0,0.3539124632,0.00123584
sv5015:WT:3.0,0.0328115184,0.0086161678
tomato:tomato_root:1.0,2.9354626947,1.6547643843
tomato:tomato_root:2.0,2.499603411,1.5081696438
tomato:tomato_root:3.0,1.4830638646,1.1606237273
tomato:LB:1.0,2.6637942078,-0.1489370365
tomato:LB:2.0,-2.6637942078,0.1489370365
AcrB_efflux_virulence:AcrB_D408A:1.0,7.3320058416,-0.180043994
AcrB_efflux_virulence:AcrB_D408A:2.0,5.81425265,-0.06326146170000001
AcrB_efflux_virulence:AcrB_D408A:3.0,4.0921564685,-0.1899317743
AcrB_efflux_virulence:WT:1.0,-1.1344647418,-0.1315199238
AcrB_efflux_virulence:WT:2.0,1.3086035785,0.09450840590000001
AcrB_efflux_virulence:WT:3.0,-0.1741388367,0.0370115179
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,-13.0982695826,-0.0938805885
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,-8.5421154301,0.0572499468
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,-6.8039773908,-0.06710067110000001
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,-1.1981254068,-0.2067074488
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,-5.9311935694,0.40758702760000004
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,-7.1267680657,0.2472858845
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,3.7576046377,-0.2135346524
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,-0.6601977308,0.13036194480000002
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,-14.1125682036,0.3184117099
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,-3.7480926054,-0.42256512300000004
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,-8.7340693082,0.3092442936
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,-5.2787167284,0.21165371770000002
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,-5.7287568529,0.1646484715
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,-0.1498221559,0.7446120345
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,-9.6758724801,0.5430601922
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,-5.6612665681,0.3783970815
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,-1.0987594056,0.2518883777
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,3.5268545714,-0.3872829045
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,2.6901908409,0.039208145
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,-6.0120846102,-0.0399131692
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,4.3069685322,0.6008973714
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,1.7190762848,-0.0836886711
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,5.2951774853,0.1326535087
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,-7.0142537701,-0.048964837600000005
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,-3.2663611925,-0.265220848
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,-5.427576344,-0.2985397292
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,-5.9300562266,-0.3303332205
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,0.5178104644,-0.030481212400000002
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,-4.1343926126,0.173558827
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,-4.2225071437,-0.24165236510000002
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,-2.9693816376,-0.5267493493000001
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,-6.4282081671,0.30076860110000003
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,-2.5743331185000002,0.6540211401
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,1.719633772,0.0188797109
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,1.9647795035,0.4671396122
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,-10.1003567792,0.0245869675
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,-5.0726682806,0.3806802329
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,-6.010551811,0.6463464571
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,-8.4669625755,-0.0430886974
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,3.9261281479,-0.4594936638
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,0.09808298060000001,-0.06612169
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,-8.0863642513,-0.32916681130000003
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,3.0047831421,0.18598469880000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,-3.645040369,-0.09135301600000001
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,2.5649034623,0.0548409241
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,-2.5063638963,-0.3348742249
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,-0.1441717005,0.1430382265
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,3.777878552,0.0927785665
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,4.5846721551,0.0553543419
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,-8.1621586089,-0.0666648922
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,-2.5127216139,-0.2746456738
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,-4.413749891,-0.1771825869
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,0.6843146386000001,-0.5113161787
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,4.7185135694,0.3125450322
OPG:del_opgGH:1.0,-3.4391173691,-0.0362214965
OPG:del_opgGH:2.0,-2.8508430213000002,0.1106129274
OPG:del_opgGH:3.0,-3.81556549,-0.0313883562
OPG:del_opgGH_pBK16:1.0,-0.4420046574,-0.34970961170000003
OPG:del_opgGH_pBK16:2.0,-0.2619135326,0.0525105707
OPG:del_opgGH_pBK16:3.0,-1.0337667651,0.0178497723
OPG:WT:1.0,0.4038530524,-0.057941395900000005
OPG:WT:2.0,0.0966123322,-0.0217968087
OPG:WT:3.0,-0.5004653846,0.0797382046
PinT:pinT+_1h:1.0,-0.6704856770000001,0.0322818714
PinT:pinT+_1h:2.0,0.6704856770000001,-0.0322818714
cold_shock_protein:WT_RNAseq:1.0,0.2626317791,0.0190305364
cold_shock_protein:WT_RNAseq:2.0,-0.8279613862,-0.0457858643
cold_shock_protein:WT_RNAseq:3.0,0.5653296071,0.0267553279
cold_shock_protein:DeltaCspCE_RNAseq:1.0,-12.825578782200001,0.2439540212
cold_shock_protein:DeltaCspCE_RNAseq:2.0,-14.2157123423,-0.4498740827
cold_shock_protein:DeltaCspCE_RNAseq:3.0,-13.3998015634,-0.20427370020000002
dephostatin:LB_DMSO:1.0,0.49563750640000004,0.0434036383
dephostatin:LB_DMSO:2.0,-0.0582551882,-0.35595956030000003
dephostatin:LB_DMSO:3.0,-0.4373823182,0.31255592200000004
dephostatin:LB_Dephostatin:1.0,-1.6289064359,-0.2252926791
dephostatin:LB_Dephostatin:2.0,-0.3698937727,-0.8055852697
dephostatin:LB_Dephostatin:3.0,-1.8189064261999999,-0.0562279305
dephostatin:LPM_DMSO:1.0,-4.3733063503,-1.0742625
dephostatin:LPM_DMSO:2.0,-4.1852244879,-0.9925980182
dephostatin:LPM_Dephostatin:1.0,-9.0714565644,-1.0867840613
dephostatin:LPM_Dephostatin:2.0,-8.8857645006,-0.9586757264
dephostatin:LPM_Dephostatin:3.0,-9.1787252325,-2.1666630476
efflux_inhibition:Chlorpromazine:1.0,-1.2062129535000001,0.522768609
efflux_inhibition:Chlorpromazine:2.0,-3.6903756116,0.37481511030000003
efflux_inhibition:Chlorpromazine:3.0,-4.3147899651,-0.6018468459
efflux_inhibition:PABN:1.0,-6.2940079544,-0.6238760081
efflux_inhibition:PABN:2.0,-9.0243377483,-0.586445573
efflux_inhibition:no_treatment:1.0,0.2642097914,-0.019069481000000003
efflux_inhibition:no_treatment:2.0,1.0993652337,-0.0150348366
efflux_inhibition:no_treatment:3.0,-1.3635750251,0.0341043175
efflux_inhibition:Chlorpromazine:4.0,-3.7712111944,-0.7436702408
efflux_inhibition:PABN:3.0,-8.7626584276,-0.6852661633
fis_regulatory_network:GX_EE:1.0,2.2276341987,0.49110174770000004
fis_regulatory_network:GX_EE:2.0,-0.9761343055,0.3763679733
fis_regulatory_network:GX_TS:1.0,0.45837994540000004,1.3648414231000001
fis_regulatory_network:GX_TS:2.0,0.2378801415,1.2083447619
fis_regulatory_network:WT_EE:1.0,-0.3384099444,-0.1351143212
fis_regulatory_network:WT_EE:2.0,0.3384099444,0.1351143212
fis_regulatory_network:WT_TS:1.0,0.0133801128,1.0390933514
fis_regulatory_network:WT_TS:2.0,0.0279603062,1.1045638537
fis_regulatory_network:OX_EE:1.0,-3.3477998633,0.8163563212
fis_regulatory_network:OX_EE:2.0,-3.3130458115,0.8435288789000001
fis_regulatory_network:OX_TS:1.0,-0.8938551348,1.1139902039
fis_regulatory_network:OX_TS:2.0,0.1141837483,1.5163992997
persisters:rep:1.0,-0.6590165263000001,-0.4970243683
persisters:rep:2.0,0.6590165263000001,0.4970243683
proQ_pulse_expression:empty_vector:1.0,-0.278687175,0.12478356630000001
proQ_pulse_expression:empty_vector:2.0,0.278687175,-0.12478356630000001
proQ_pulse_expression:long_STnc540_overexpression:1.0,0.3289578978,0.21330965600000001
proQ_pulse_expression:long_STnc540_overexpression:2.0,0.6977504363,0.3547094002
proQ_pulse_expression:short_STnc540_overexpression:1.0,0.27484247100000003,0.1860948889
proQ_pulse_expression:short_STnc540_overexpression:2.0,0.48322464200000004,0.1689893526
proQ_virulence:dhfq_dproQ_LB:1.0,-8.6875407632,1.7811140604
proQ_virulence:dhfq_dproQ_LB:2.0,3.6934164468,2.0732488779000002
proQ_virulence:dhfq_dproQ_LB:3.0,1.3438929772,1.7428061349
proQ_virulence:dhfq_dproQ_SPI-2:1.0,-21.52683325,-0.8973212072000001
proQ_virulence:dhfq_dproQ_SPI-2:2.0,-20.8442158746,-1.0862768473
proQ_virulence:dhfq_dproQ_SPI-2:3.0,-20.7704842165,-1.0250723702
proQ_virulence:dhfq_LB:1.0,-11.9436149829,1.2722948556
proQ_virulence:dhfq_LB:2.0,-7.4043856081,1.322732855
proQ_virulence:dhfq_LB:3.0,-10.1654895573,1.0704415891
proQ_virulence:dhfq_SPI-2:1.0,-18.7328389217,-0.3285465563
proQ_virulence:dhfq_SPI-2:2.0,-18.6420316286,-0.4265534012
proQ_virulence:dhfq_SPI-2:3.0,-18.7499732414,-0.3653575623
proQ_virulence:dproQ_LB:1.0,-3.8083351642,-0.15987699730000002
proQ_virulence:dproQ_LB:2.0,1.8635394096,-0.43366635400000003
proQ_virulence:dproQ_LB:3.0,-8.7879479407,-0.0207902249
proQ_virulence:dproQ_SPI-2:1.0,-23.8876694308,-2.1636944533
proQ_virulence:dproQ_SPI-2:2.0,-23.5379773681,-1.8097158258000001
proQ_virulence:dproQ_SPI-2:3.0,-23.6755200388,-1.9089317679
proQ_virulence:WT_LB:1.0,-0.7376973993,0.010984400200000001
proQ_virulence:WT_LB:2.0,-0.7576327235,0.1145315461
proQ_virulence:WT_LB:3.0,1.4953301229,-0.12551594630000001
proQ_virulence:WT_SPI-2:1.0,-21.7267416712,-1.5722711379
proQ_virulence:WT_SPI-2:2.0,-20.8873661947,-1.4825995949
proQ_virulence:WT_SPI-2:3.0,-21.9541992553,-1.7940779688
rcsB:del_rcsB_S207C:1.0,0.6673555886,-0.2892323193
rcsB:del_rcsB_WT:1.0,0.7531934121,-0.0597939711
rcsB:del_rcsB:1.0,2.7242972122999998,-0.0017281554
rcsB:del_rcsB_H12A:1.0,1.0763109191,-0.0332065628
rcsB:del_rcsB_D56A:1.0,3.0273746287,0.2514788395
rcsB:del_rcsB_M88A:1.0,0.6475586393,-0.2644098841
rcsB:del_rcsB_H77A:1.0,2.0081663629,-0.0650470065
rcsB:del_rcsB_L108A:1.0,0.5287412239,0.3680161477
rcsB:del_rcsB_S207C:2.0,0.40095826770000004,-0.17499978770000002
rcsB:del_rcsB_WT:2.0,-1.0901179087,-0.0488282666
rcsB:del_rcsB:2.0,5.2942213626,0.7037632134
rcsB:del_rcsB_H12A:2.0,7.412796848,1.0948770295
rcsB:del_rcsB_D56A:2.0,1.5952860132,0.6477505429
rcsB:del_rcsB_H77A:2.0,1.1500320992,0.1187991739
rcsB:del_rcsB_L108A:2.0,0.5428087515000001,-0.3521664054
rcsB:del_rcsB_WT:3.0,0.3369244966,0.1086222377
rcsB:del_rcsB_H12A:3.0,2.0586776819,0.161476048
rcsB:del_rcsB_D56A:3.0,2.6353176014,0.48458210760000003
rcsB:del_rcsB_M88A:2.0,1.9808500238,0.3427384482
rcsB:del_rcsB_H77A:3.0,-0.23688075800000002,0.7924631309
rcsB:del_rcsB_L108A:3.0,1.4539992342999999,0.1492861499
ribodepletion:RiboZero:1.0,-0.1260497102,0.0172645575
ribodepletion:RiboZero:2.0,0.1260497102,-0.0172645575
single_carbon_source:mucic:1.0,-1.0401341559,0.0360754427
single_carbon_source:mucic:2.0,1.0401341559,-0.0360754427
single_carbon_source:tartarate:1.0,-2.7421354203,-0.146773601
single_carbon_source:tartarate:2.0,-4.6086454063,-0.1462960369
ssrA_ssrB_TCS:ssrB_minus:1.0,-1.2885216183,0.0391757698
ssrA_ssrB_TCS:ssrB_minus:2.0,0.1543294598,-0.08553675940000001
ssrA_ssrB_TCS:ssrB_minus:3.0,1.1341921584999999,0.0463609896
ssrA_ssrB_TCS:ssrB_plus:1.0,0.038307833300000003,-0.8991637536
ssrA_ssrB_TCS:ssrB_plus:2.0,0.1017407743,-0.8407072285
ssrA_ssrB_TCS:ssrB_plus:3.0,0.6702770551,-1.1367407511
yedF:WT:1.0,0.0835436135,0.6792200309
yedF:WT:2.0,-0.0835436135,-0.6792200309
yedF:del_yedF:1.0,-1.2097577393,0.6908591151
yedF:del_yedF:2.0,1.0916760388,1.1757833142
yedF:del_yedF:3.0,6.0004738012,1.1998336757999999
14028S_paratyphiA:37C_stationary:1.0,-7.5830020819,0.4357862826
14028S_paratyphiA:42C_log:1.0,0.8899000891000001,-0.08989446870000001
14028S_paratyphiA:37C_log:1.0,0.5914916717,0.1209241456
14028S_paratyphiA:42C_log:2.0,2.7243674567,-0.081913333
14028S_paratyphiA:37C_stationary:2.0,-10.5050475062,0.7258399479000001
14028S_paratyphiA:37C_log:2.0,-0.5914916717,-0.1209241456
7TF:hilC:1.0,1.0211173996,-1.5920296521
7TF:del_hilD:1.0,-0.6496277978,0.025464972500000002
7TF:WT:1.0,0.0668868132,-0.0763810223
7TF:hilD:1.0,-0.8026779912,-1.1739989236
7TF:WT:2.0,0.2094134872,-0.0225957313
7TF:del_sprB:1.0,0.15134909970000002,-0.142260136
7TF:del_rtsB:1.0,2.8385164676,0.4298773903
7TF:rtsA:1.0,1.9503719085000002,-0.4859156799
7TF:del_invF:1.0,0.2494632189,0.014829324500000001
7TF:sprB:1.0,-0.2846893519,-0.7094823516000001
7TF:hilD:2.0,0.24159686130000002,-1.3331035484
7TF:del_invF:2.0,0.0263524564,0.0468418002
7TF:del_rtsB:2.0,2.0530937842,0.4316503168
7TF:hilC:2.0,0.1639450911,-1.0923515946
7TF:WT:3.0,-0.4883584757,0.0749043654
7TF:del_hilD:2.0,-0.8245488883000001,0.2007203119
7TF:rtsA:2.0,1.020708058,0.32289898980000004
7TF:invF:1.0,0.0192021105,-0.5504893145
7TF:invF:2.0,0.8221709597,-1.3937980505
7TF:sprB:2.0,-0.4562022819,-0.7467174936000001
7TF:del_sprB:2.0,-0.3441653102,-0.1958826227
7TF:WT:4.0,0.21205817540000002,0.0240723882
MMC:del_rtcB_No treatment:1.0,0.27682084230000004,0.2772532768
MMC:WT_No_treatment:1.0,-0.9804576930000001,0.2514979203
MMC:WT_No_treatment:2.0,0.0520604441,-0.2077647924
MMC:del_rtcR_No_treatment:1.0,3.1213881151,-0.3421338169
MMC:del_rtcR_3mM_MMC:1.0,-3.9831848088,0.5230649086
MMC:WT_No_treatment:3.0,0.9283972489000001,-0.0437331279
MMC:del_rtcB_3mM_MMC:1.0,-9.0472427756,1.011679212
MMC:del_rtcB_3mM_MMC:2.0,-7.9416086674,0.88329283
MMC:del_rtcR_3mM_MMC:2.0,-3.8477227353,0.691709792
MMC:del_rtcR_3mM_MMC:3.0,1.6537777727,-0.31805432510000003
MMC:del_rsr_No_treatment:1.0,3.5266794504,-1.0739418308
MMC:del_rtcB_3mM_MMC:3.0,-9.9971080029,0.9946086649
MMC:del_rtcR_No_treatment:2.0,2.7940281781,0.0096434221
MMC:del_rsr_3mM_MMC:1.0,-8.3496715902,0.9349308857
MMC:del_rtcB_No treatment:2.0,1.0094163336,0.306995948
MMC:WT_3mM_MMC:1.0,-7.0622904673,0.7990624558
MMC:del_rsr_3mM_MMC:2.0,-5.7476744264,0.4839300119
MMC:WT_3mM_MMC:2.0,-7.5316734105,0.90687672
MMC:del_rsr_No_treatment:2.0,0.1802696358,-0.29766202070000003
MMC:del_rtcB_No treatment:3.0,0.2417838394,0.1700843994
MMC:del_rsr_No_treatment:3.0,0.3973381662,-0.0876221346
Nontyphoidal_comparisons:rep:1.0,-0.1555436257,0.1381447018
Nontyphoidal_comparisons:rep:2.0,0.08739314320000001,-0.2446847705
Nontyphoidal_comparisons:rep:3.0,0.0681504825,0.1065400688
araC:delta_araC_LB:1.0,-3.6361384251,0.0220896146
araC:WT_LB:1.0,-1.0984700272,0.2933826431
araC:WT_LB:2.0,1.0984700272,-0.2933826431
araC:delta_araC_LB:2.0,-1.1103671382,-0.1480514845
csgD:WT_planktonic_TP1:1.0,1.7508219710000002e-16,0.0
csgD:del_csgD_planktonic_TP2:1.0,-7.2834728885,-1.0037081066
csgD:WT_aggregate_TP2:1.0,-6.7768871659,-1.6722704292000001
csgD:del_csgD_planktonic_TP1:1.0,2.0485798385,-0.058449513300000006
csgD:WT_planktonic_TP3:1.0,-9.199580492,-1.17220356
csgD:del_csgD_planktonic_TP3:1.0,-9.410366848,-1.0016161918
csgD:WT_planktonic_TP2:1.0,-2.6998509075,-0.5127354248
csgD:WT_aggregate_TP3:1.0,-6.4947429946,-1.2930656205
csgD:PcsgD_planktonic_lux_TP1:1.0,0.5201454381,0.1072255265
csgD:PcsgD_planktonic_lux_TP4:1.0,-10.284146979,-1.2373871012
csgD:PcsgD_aggregate_lux_TP3:1.0,-6.2884440733,-1.3703343753000001
csgD:PcsgD_planktonic_lux_TP2:1.0,-2.9121365804,-0.15739535370000002
csgD:PcsgD_planktonic_lux_TP3:1.0,-10.0402229016,-1.2865411699
csgD:del_csgD_planktonic_TP4:1.0,-8.1601037015,-1.3023095368
csgD:WT_aggregate_TP4:1.0,-6.565109875,-2.2571705605
csgD:PcsgD_aggregate_lux_TP4:1.0,-7.6778227297,-1.2056766003
csgD:PcsgD_aggregate_lux_TP2:1.0,-5.6217467334,-0.992153323
csrA:10min_LB_csrA:1.0,3.9795947873,-0.9702383891
csrA:10min_LB_WT:1.0,6.5761017161,-1.6215892105
csrA:2.5min_LB_csrA:1.0,7.9055641981,-0.4986414839
csrA:5min_mLPM_WT:1.0,5.8390205795,-1.9928381553
csrA:15min_mLPM_csrA:1.0,5.6067120845,-1.969486531
csrA:5min_LB_WT:1.0,6.0804411006,-0.9130554172
csrA:2.5min_LB_WT:1.0,9.4489914309,-0.4172994332
csrA:0min_LB_WT:1.0,-0.2932673217,0.0767618327
csrA:15min_LB_WT:1.0,5.1662493765,-2.5760699599
csrA:0min_mLPM_WT:1.0,-3.0330230328,-0.6036151008
csrA:15min_LB_csrA:1.0,3.7632855301,-1.8860042321
csrA:15min_mLPM_WT:1.0,7.4694484976,-1.3908817449
csrA:15min_LB_csrA:2.0,1.5207207262,-1.8273438377
csrA:0min_mLPM_WT:2.0,-2.6114570071000003,-0.35417995900000004
csrA:0min_LB_csrA:1.0,-1.1856143405,-0.1558289901
csrA:15min_LB_WT:2.0,4.0968793309,-2.9357960102
csrA:15min_mLPM_WT:2.0,4.2361932292,-1.8579113392000002
csrA:5min_LB_WT:2.0,10.4782443682,-0.6069002121
csrA:5min_mLPM_WT:2.0,3.6376222031000003,-2.3724828945
csrA:2.5min_LB_WT:2.0,5.7701345783,-0.40799440600000003
csrA:5min_mLPM_csrA:1.0,3.3240527894,-2.6331532994
csrA:0min_LB_csrA:2.0,0.5568488075,0.0871694224
csrA:15min_mLPM_csrA:2.0,5.0744208652,-2.0972613286
csrA:5min_mLPM_csrA:2.0,2.8892253943,-2.939684258
csrA:10min_LB_WT:2.0,4.0095531242,-1.6384218012
csrA:0min_LB_WT:2.0,0.2932673217,-0.0767618327
csrA:5min_LB_csrA:1.0,6.6411394504,-0.6171165717
csrA:10min_mLPM_csrA:1.0,3.8388279644,-2.0980761834
csrA:10min_mLPM_csrA:2.0,2.9990568548,-1.9512321249000002
csrA:5min_LB_csrA:2.0,9.7572760937,-0.0246329838
csrA:2.5min_LB_csrA:2.0,5.0309724865,-0.5642415329
csrA:10min_LB_csrA:2.0,4.6084412289,-0.5251566278
flagellum:ΔSTM14_1829 :1.0,-0.7131588578,-1.4362540087
flagellum:ΔSTM14_1829 :2.0,-0.48015811150000004,-1.6080984537
flagellum:WT:1.0,-1.6655711228999999,-0.37811126040000004
flagellum:WT:2.0,2.2404584077,0.2674663272
flagellum:ΔSTM14_1829 :3.0,0.1324098963,-1.71694961
flagellum:WT:3.0,-0.5748872848000001,0.1106449332
fliA:del_rpoF:1.0,0.5414367435,-0.3277929725
fliA:WT:1.0,0.023740936,-0.13124658590000002
fliA:del_rpoF:2.0,0.7626137368,0.2732155972
fliA:WT:2.0,-0.023740936,0.13124658590000002
mgtC:empty_pUH21:1.0,0.7699916186,-0.094713532
mgtC:pUH_mgtC:1.0,1.2373049556,0.6693802881
mgtC:empty_pUH21:2.0,-0.7699916186,0.094713532
mgtC:pUH_mgtC:2.0,0.9779264724000001,0.7417058119000001
mgtCBR:empty_pBAD18:1.0,0.0298954126,-0.0397816687
mgtCBR:mgtC_pBAD113:1.0,0.5756157596,0.1059792437
mgtCBR:empty_pBAD18:2.0,-0.0298954126,0.0397816687
mgtCBR:mgtC_pBAD113:2.0,0.6656398831,0.008039059000000001
novobiocin:100_Novobiocin_60min:1.0,-7.0070257613,0.3805861754
novobiocin:500_Novobiocin_60min:1.0,-3.796115168,1.7682039368
novobiocin:0_Novobiocin_60min:1.0,-3.2555342556999998,-0.34924845250000003
novobiocin:0_Novobiocin_0min:1.0,1.5046020249,0.1295493392
novobiocin:100_Novobiocin_60min:2.0,-6.5570752149,0.3963599776
novobiocin:0_Novobiocin_10min:1.0,-3.1826950987,-0.33110749640000003
novobiocin:500_Novobiocin_20min:1.0,-7.0175346536,0.137996781
novobiocin:0_Novobiocin_20min:1.0,-2.5826676034,0.7153014943
novobiocin:0_Novobiocin_60min:2.0,-3.4476834726,0.0478286621
novobiocin:0_Novobiocin_10min:2.0,-2.1159125058,-0.0358305841
novobiocin:500_Novobiocin_60min:2.0,-5.615868256,1.5184987983
novobiocin:0_Novobiocin_60min:3.0,-2.6401179122,0.1126232965
